gene_id	TCGA-33-6737-01A-11R-1820-07	gene_id	TCGA-33-6737-11A-01R-1820-07
?|100134869	5.9827	?|100134869	6.5813
?|10357	212.9174	?|10357	153.1119
?|10431	1991.6821	?|10431	514.8348
?|155060	76.4017	?|155060	42.8186
?|390284	7.0856	?|390284	6.0688
?|57714	364.7566	?|57714	876.9386
?|645851	16.0197	removed	removed
?|652919	9.8583	?|652919	93.2299
?|653553	80.7147	?|653553	100.8092
?|729884	148.7985	removed	removed
?|8225	618.2994	?|8225	507.0802
removed	removed	?|90288	131.8274
A1BG	40.6654	A1BG	73.7829
A2LD1	52.6433	A2LD1	48.0142
A2ML1	13.5551	removed	removed
removed	removed	A2M	183782.8422
A4GALT	737.8312	A4GALT	436.9521
AAAS	1279.7289	AAAS	502.0229
AACS	1343.1916	AACS	421.4430
AADAC	11.0906	AADAC	160.8227
AADAT	27.1103	AADAT	89.0088
AAGAB	975.0462	AAGAB	717.1274
AAK1	552.6802	AAK1	984.4909
AAMP	3927.6032	AAMP	1879.2987
AARS2	387.2428	AARS2	321.6453
AARSD1	695.3173	AARSD1	352.3264
AARS	3473.5059	AARS	3009.4403
AASDHPPT	982.7480	AASDHPPT	691.8409
AASDH	161.1214	AASDH	254.5516
AASS	504.9291	AASS	503.7087
AATF	1920.2095	AATF	977.0735
AATK	1191.1799	AATK	479.7707
ABAT	45.2865	ABAT	318.2738
ABCA10	13.5551	ABCA10	44.5044
ABCA11P	39.2575	ABCA11P	68.1929
ABCA12	593.3457	removed	removed
removed	removed	ABCA13	261.6318
ABCA1	928.2163	ABCA1	1212.7444
removed	removed	ABCA2	1215.4417
ABCA3	2929.1436	ABCA3	10278.1524
ABCA4	52.3722	ABCA4	14.4976
ABCA5	827.7880	ABCA5	236.0081
ABCA6	100.7394	ABCA6	893.1220
ABCA7	456.2539	ABCA7	313.5536
ABCA8	76.7098	ABCA8	2245.7856
ABCA9	24.6457	ABCA9	423.8031
ABCB10	312.0764	ABCB10	466.2846
ABCB1	14.4794	ABCB1	185.7721
removed	removed	ABCB4	5.0573
ABCB6	1751.8977	ABCB6	351.8881
ABCB7	700.8626	ABCB7	380.3102
ABCB8	825.6315	ABCB8	544.1672
ABCB9	73.3148	ABCB9	69.4639
ABCC10	411.5835	ABCC10	401.2138
ABCC13	15.4036	ABCC13	16.8577
ABCC1	5885.0893	ABCC1	1501.6858
ABCC2	2101.0474	ABCC2	5.0573
ABCC3	2485.2126	ABCC3	277.8152
ABCC4	208.5644	ABCC4	1008.4289
ABCC5	804.3746	ABCC5	420.0944
ABCC6P1	19.1004	ABCC6P1	27.9838
ABCC6P2	27.7264	ABCC6P2	48.8874
ABCC6	170.3635	ABCC6	462.9130
ABCC8	6.4695	ABCC8	107.2151
ABCC9	179.2976	ABCC9	978.4221
ABCD1	422.0579	ABCD1	445.0438
ABCD2	9.5502	ABCD2	72.4882
ABCD3	2495.9951	ABCD3	1371.2070
ABCD4	380.4683	ABCD4	513.1490
ABCE1	1825.0154	ABCE1	1095.7519
ABCF1	2508.0099	ABCF1	1573.8368
ABCF2	1904.4978	ABCF2	1025.6237
ABCF3	1637.3999	ABCF3	876.9386
ABCG1	1386.3216	ABCG1	718.4761
ABCG2	209.1805	ABCG2	363.7896
ABHD10	486.7529	ABHD10	542.4815
ABHD11	305.2988	ABHD11	263.6548
removed	removed	ABHD12B	12.8119
ABHD12	2217.8065	ABHD12	829.7370
ABHD13	477.5108	ABHD13	716.1160
ABHD14A	101.7930	ABHD14A	309.6190
ABHD14B	402.3413	ABHD14B	1360.7552
ABHD15	241.2200	ABHD15	331.4228
removed	removed	ABHD1	6.7431
ABHD2	3739.6796	ABHD2	4891.4363
ABHD3	1171.9039	ABHD3	294.3358
ABHD4	2363.8324	ABHD4	1048.5502
ABHD5	418.9772	ABHD5	604.5179
ABHD6	116.7591	ABHD6	639.9191
ABHD8	430.6839	ABHD8	261.9690
ABI1	1634.2021	ABI1	1635.8328
ABI2	348.7369	ABI2	1778.4895
ABI3BP	547.1349	ABI3BP	5756.2374
ABI3	213.1855	ABI3	784.8955
ABL1	2313.3087	ABL1	2139.9191
ABL2	1469.8090	ABL2	689.8179
ABLIM1	4171.2877	ABLIM1	5018.8806
ABLIM2	53.6044	ABLIM2	89.6831
ABLIM3	490.4498	ABLIM3	2140.5934
ABO	52.9883	ABO	37.7613
ABP1	588.1084	ABP1	28.3210
ABR	781.2693	ABR	2846.2576
ABT1	754.1590	ABT1	613.6210
ABTB1	574.2452	ABTB1	848.2805
ABTB2	48.3672	ABTB2	135.8732
ACAA1	2139.2483	ACAA1	1321.9825
ACAA2	575.4775	ACAA2	1780.8496
ACACA	2855.8226	ACACA	1447.0668
ACACB	42.5139	ACACB	903.2367
ACAD10	454.0974	ACAD10	254.2144
ACAD11	230.1294	ACAD11	281.1868
ACAD8	235.9827	ACAD8	347.9434
ACAD9	900.5792	ACAD9	657.4511
ACADL	31.4233	ACADL	289.6156
ACADM	736.2908	ACADM	1088.6716
ACADSB	478.7431	ACADSB	850.9777
ACADS	589.6488	ACADS	564.7336
ACADVL	7903.8786	ACADVL	3437.5455
ACAN	183.6106	ACAN	61.3621
ACAP1	153.7277	ACAP1	398.1794
ACAP2	816.3894	ACAP2	1589.6831
ACAP3	316.0813	ACAP3	327.3938
ACAT1	1437.1534	ACAT1	1742.7512
ACAT2	695.5545	ACAT2	720.0978
ACBD3	1843.8078	ACBD3	1393.4592
ACBD4	132.1627	ACBD4	231.2879
ACBD5	1097.9667	ACBD5	825.3540
ACBD6	595.8102	ACBD6	301.0789
ACBD7	11.0906	ACBD7	33.7154
ACCN2	116.7591	ACCN2	53.2704
ACCN3	7.7018	removed	removed
ACCS	96.7344	ACCS	78.2198
ACD	209.7967	ACD	380.3102
ACE2	137.0918	ACE2	48.5502
ACER2	22.1811	ACER2	103.8436
ACER3	546.5188	ACER3	535.7384
ACE	871.8423	ACE	3285.9069
ACHE	31.4233	ACHE	71.4767
ACIN1	5434.0727	ACIN1	1920.7687
ACLY	3806.8392	ACLY	3422.4545
ACMSD	8.0099	removed	removed
ACN9	203.3272	ACN9	127.7815
ACO1	1315.4652	ACO1	1132.1645
ACO2	1928.3056	ACO2	2546.6285
ACOT11	228.5182	ACOT11	68.4423
ACOT13	1736.2877	ACOT13	525.1517
ACOT1	479.3592	ACOT1	389.4134
ACOT2	376.7714	ACOT2	280.5125
ACOT4	127.2335	ACOT4	53.6076
ACOT6	6.1614	removed	removed
ACOT7	1378.0037	ACOT7	464.5988
ACOT8	317.0086	ACOT8	355.3102
ACOT9	970.7332	ACOT9	752.8658
ACOX1	1453.7893	ACOX1	1540.4585
ACOX2	60.6901	ACOX2	284.5583
ACOX3	327.1719	ACOX3	419.7572
ACOXL	12.3229	ACOXL	92.3803
ACP1	4211.0290	ACP1	1144.3021
ACP2	1252.3105	ACP2	820.9710
ACP5	1084.1035	ACP5	1876.2643
ACP6	297.5970	ACP6	167.5657
ACPL2	311.4603	ACPL2	222.1848
ACPP	212.5693	ACPP	121.3756
ACRBP	23.4134	ACRBP	31.0182
ACRC	8.6260	ACRC	8.0917
ACR	5.8534	ACR	9.7775
removed	removed	ACSBG1	50.5732
ACSF2	798.8293	ACSF2	672.9602
