gene_id	TCGA-55-6981-01A-11R-1949-07	gene_id	TCGA-55-6981-11A-01R-1949-07
?|100133144	10.2544	?|100133144	22.3211
?|100134869	13.4298	?|100134869	7.5399
?|10357	66.6667	?|10357	101.0703
?|10431	560.5263	?|10431	357.3995
?|155060	210.5263	?|155060	209.0274
removed	removed	?|390284	8.3984
?|57714	874.5614	?|57714	764.2563
?|645851	14.9123	?|645851	13.0642
removed	removed	?|652919	5.5989
?|653553	680.7018	?|653553	253.8189
?|729884	1967.5439	removed	removed
?|8225	627.1930	?|8225	550.5632
removed	removed	?|90288	98.9147
A1BG	41.9737	A1BG	93.3811
A2LD1	43.9649	A2LD1	74.3913
A2M	15691.2018	A2M	65315.3047
A4GALT	1094.7368	A4GALT	458.1805
AAAS	543.8596	AAAS	572.9590
AACS	513.1579	AACS	437.6511
AADAC	18.4211	AADAC	152.1047
AADAT	239.4737	AADAT	125.9763
AAGAB	743.8596	AAGAB	656.0100
AAK1	1621.9298	AAK1	1331.6163
AAMP	2337.7193	AAMP	1603.1653
AARS2	540.3421	AARS2	401.2579
AARSD1	450.0000	AARSD1	288.3458
AARS	4305.2632	AARS	2051.0811
AASDHPPT	1378.0702	AASDHPPT	667.2079
AASDH	211.4035	AASDH	243.5542
AASS	442.9825	AASS	1030.2063
AATF	1459.6491	AATF	821.1790
AATK	59.7105	AATK	1104.3550
ABAT	62.2807	ABAT	395.6589
ABCA10	9.6491	ABCA10	97.9816
ABCA11P	84.1667	ABCA11P	118.3151
ABCA12	519.2982	removed	removed
ABCA13	311.4035	ABCA13	125.9763
ABCA1	634.1842	ABCA1	3234.2973
ABCA2	941.2281	ABCA2	1033.9390
ABCA3	1505.2632	ABCA3	16898.5564
ABCA4	1611.4035	ABCA4	16.7968
ABCA5	196.4912	ABCA5	425.5200
ABCA6	68.4211	ABCA6	318.2068
ABCA7	1018.4211	ABCA7	761.4568
ABCA8	49.1228	ABCA8	1518.2479
ABCA9	25.4386	ABCA9	356.4663
ABCB10	400.0000	ABCB10	466.5789
ABCB1	30.7018	ABCB1	268.7495
ABCB4	273.6842	removed	removed
removed	removed	ABCB5	10.2647
ABCB6	383.8333	ABCB6	183.5428
ABCB7	329.8246	ABCB7	351.8005
ABCB8	1407.0175	ABCB8	595.3547
ABCB9	236.2281	ABCB9	88.5007
ABCC10	864.0351	ABCC10	484.3089
removed	removed	ABCC13	14.9305
ABCC1	1941.2281	ABCC1	2020.2869
ABCC2	52.6316	ABCC2	10.2647
ABCC3	6866.6667	ABCC3	1009.6768
ABCC4	519.2982	ABCC4	880.9011
ABCC5	1173.6842	ABCC5	1320.4184
ABCC6P1	18.4211	ABCC6P1	44.7916
ABCC6P2	119.2982	ABCC6P2	63.4547
ABCC6	286.8421	ABCC6	849.1737
removed	removed	ABCC8	54.1232
ABCC9	157.0175	ABCC9	529.1005
ABCD1	528.0702	ABCD1	410.5895
ABCD2	6.1404	ABCD2	26.1284
ABCD3	1693.8596	ABCD3	1341.8811
ABCD4	435.0877	ABCD4	837.0426
ABCE1	1406.1404	ABCE1	953.6874
ABCF1	2120.1754	ABCF1	1362.4105
ABCF2	3256.1404	ABCF2	856.6390
ABCF3	1585.0877	ABCF3	877.1684
ABCG1	1296.4912	ABCG1	2228.3811
ABCG2	164.0351	ABCG2	1500.5179
removed	removed	ABCG4	9.3316
ABHD10	672.8070	ABHD10	422.7205
ABHD11	2892.1053	ABHD11	264.0837
removed	removed	ABHD12B	7.4653
ABHD12	2027.1930	ABHD12	1019.9416
ABHD13	269.2982	ABHD13	647.6116
ABHD14A	255.2632	ABHD14A	277.1479
ABHD14B	910.5263	ABHD14B	1368.0095
ABHD15	439.4737	ABHD15	423.6537
ABHD1	13.1579	ABHD1	7.4653
ABHD2	3078.0702	ABHD2	7395.2764
ABHD3	542.9825	ABHD3	432.9853
ABHD4	667.5439	ABHD4	794.1174
ABHD5	677.1930	ABHD5	1535.0447
ABHD6	160.5263	ABHD6	847.3074
ABHD8	241.2281	ABHD8	367.6642
ABI1	912.2807	ABI1	1340.5840
ABI2	906.1404	ABI2	1968.9632
ABI3BP	151.7544	ABI3BP	2846.1316
ABI3	254.3860	ABI3	485.2421
ABL1	1264.0351	ABL1	1978.2947
ABL2	669.2982	ABL2	799.7163
ABLIM1	1381.5789	ABLIM1	6884.8390
ABLIM2	33.3333	ABLIM2	99.8479
ABLIM3	471.9298	ABLIM3	1283.0921
ABO	58.7719	ABO	73.7195
ABP1	725.4386	ABP1	9.3316
ABR	3709.6491	ABR	3271.6516
ABT1	488.5965	ABT1	540.2984
ABTB1	438.5965	ABTB1	1072.1984
ABTB2	585.9649	ABTB2	70.9200
ACAA1	1497.3684	ACAA1	1186.9768
ACAA2	1041.2281	ACAA2	1300.8221
ACACA	2972.8070	ACACA	2235.8463
ACACB	206.1404	ACACB	896.7647
ACAD10	516.6667	ACAD10	460.0468
ACAD11	255.2632	ACAD11	459.0577
ACAD8	2925.4386	ACAD8	477.7768
ACAD9	961.3947	ACAD9	687.3361
ACADL	6.1404	ACADL	819.3126
ACADM	767.5439	ACADM	1033.0058
ACADSB	403.5088	ACADSB	955.5537
ACADS	282.4561	ACADS	601.8868
ACADVL	3600.8684	ACADVL	4379.2447
ACAN	21.0526	ACAN	61.5884
ACAP1	136.8421	ACAP1	145.5726
ACAP2	904.3860	ACAP2	1615.2963
ACAP3	947.3684	ACAP3	688.6705
ACAT1	549.1228	ACAT1	1157.1158
ACAT2	789.4386	ACAT2	343.6261
ACBD3	1743.8596	ACBD3	1152.4500
ACBD4	180.7018	ACBD4	289.2789
ACBD5	366.6667	ACBD5	752.1253
ACBD6	327.1930	ACBD6	253.8189
ACBD7	12.2807	ACBD7	28.9279
ACCN2	116.6667	ACCN2	20.5295
ACCN3	7.8947	ACCN3	19.5963
ACCS	206.1404	ACCS	456.3142
ACD	371.9298	ACD	343.4021
ACE2	580.7018	ACE2	23.3289
ACER2	42.1053	ACER2	66.2542
ACER3	442.9825	ACER3	707.3337
ACE	1214.9123	ACE	5409.5163
ACHE	485.9649	ACHE	48.5242
ACIN1	3257.8947	ACIN1	3269.7853
ACLY	5678.9474	ACLY	2466.3363
ACN9	408.7719	ACN9	132.5084
ACO1	2531.5789	ACO1	1575.1705
ACO2	2942.4825	ACO2	2076.6403
ACOT11	306.1404	ACOT11	77.4521
ACOT13	640.1930	ACOT13	554.1838
ACOT1	408.7719	ACOT1	905.1632
ACOT2	265.7895	ACOT2	460.9800
ACOT4	81.5789	ACOT4	115.7116
ACOT7	810.5263	ACOT7	349.9342
ACOT8	450.2456	ACOT8	343.6821
ACOT9	652.6316	ACOT9	624.2826
ACOX1	3167.4737	ACOX1	1960.5647
ACOX2	314.0351	ACOX2	371.3968
ACOX3	474.5614	ACOX3	322.8726
