gene_id	TCGA-44-2662-01A-01R-0946-07	gene_id	TCGA-44-2662-11A-01R-1758-07
?|100133144	6.2555	removed	removed
?|10357	79.4542	?|10357	89.1552
?|10431	736.8705	?|10431	462.2686
?|155060	260.7056	?|155060	54.1054
?|390284	8.6184	?|390284	7.1191
?|57714	968.8482	?|57714	456.5733
?|645851	18.6731	removed	removed
?|653553	596.1038	?|653553	461.3194
?|729884	1468.7135	removed	removed
?|8225	479.0376	?|8225	805.8851
A1BG	84.4097	A1BG	51.2577
A2LD1	115.3676	A2LD1	60.2753
A2M	8768.4568	A2M	133695.1685
A4GALT	130.3528	A4GALT	591.3621
AAAS	555.5256	AAAS	555.7665
AACS	1073.7050	AACS	599.4305
removed	removed	AADACL2	21.3574
removed	removed	AADAC	246.7964
AADAT	54.9421	AADAT	89.7010
AAGAB	1044.2589	AAGAB	626.9578
AAK1	1330.8196	AAK1	801.1391
AAMP	2337.7323	AAMP	2100.1424
AARS2	494.0982	AARS2	364.4803
AARSD1	391.7766	AARSD1	297.1049
AARS	3492.9527	AARS	2930.7072
AASDHPPT	932.9383	AASDHPPT	426.1984
AASDH	293.3836	AASDH	185.0973
AASS	266.8103	AASS	663.9772
AATF	1589.3707	AATF	988.6094
AATK	61.0468	AATK	1237.7788
ABAT	86.9019	ABAT	286.1889
ABCA10	6.1047	ABCA10	37.0195
ABCA11P	78.4379	ABCA11P	60.4271
removed	removed	ABCA13	11.8652
ABCA1	2060.8134	ABCA1	1380.6217
ABCA2	742.2569	ABCA2	1123.3982
ABCA3	730.0476	ABCA3	31408.1633
ABCA4	676.1828	ABCA4	17.5605
ABCA5	110.2433	ABCA5	198.3863
ABCA6	156.5670	ABCA6	472.7100
ABCA7	812.6403	ABCA7	495.4912
ABCA8	11.1321	ABCA8	1609.8719
ABCA9	50.2738	ABCA9	164.6891
ABCB10	461.8009	ABCB10	320.8353
ABCB11	12.9276	removed	removed
ABCB1	14.7230	ABCB1	65.4960
ABCB4	12.5685	removed	removed
ABCB6	384.2858	ABCB6	253.0565
ABCB7	462.5191	ABCB7	345.9896
ABCB8	1085.9144	ABCB8	758.8989
ABCB9	173.9761	ABCB9	74.0959
ABCC10	628.4227	ABCC10	480.3037
removed	removed	ABCC13	23.2558
ABCC1	3936.4395	ABCC1	2102.5154
ABCC2	6.4638	removed	removed
ABCC3	4149.7441	ABCC3	609.8719
ABCC4	264.2966	ABCC4	877.0764
ABCC5	584.6126	ABCC5	384.9075
removed	removed	ABCC6P1	43.6640
ABCC6P2	28.3688	ABCC6P2	77.3612
ABCC6	116.3480	ABCC6	832.9378
removed	removed	ABCC8	37.4941
removed	removed	ABCC9	738.0161
