gene_id	TCGA-51-4079-01A-01R-1100-07	gene_id	TCGA-51-4079-11A-01R-1758-07
?|100133144	7.9052	?|100133144	13.7830
removed	removed	?|100134869	11.0985
?|10357	126.7690	?|10357	93.7119
?|10431	1717.1535	?|10431	497.1225
?|155060	29.3084	?|155060	180.2640
?|57714	357.7236	?|57714	608.4970
?|645851	11.2416	?|645851	8.9709
?|653553	931.0449	?|653553	149.9661
?|729884	706.6145	removed	removed
?|8225	243.7017	?|8225	828.5376
removed	removed	?|90288	22.0041
A1BG	28.5055	A1BG	70.5129
A2LD1	62.3467	A2LD1	67.8521
A2ML1	476.9648	A2ML1	5.7549
A2M	4408.7002	A2M	99593.7018
A4GALT	2333.4337	A4GALT	529.7901
AAAS	875.2384	AAAS	555.8565
AACS	1349.7942	AACS	629.1469
AADAC	117.6353	AADAC	125.7617
AADAT	74.6763	AADAT	124.0691
AAGAB	2522.9349	AAGAB	602.9113
AAK1	781.2908	AAK1	965.4705
AAMP	2752.1831	AAMP	2102.9113
AARS2	356.9126	AARS2	339.1977
AARSD1	466.9276	AARSD1	318.5511
AARS	7424.6713	AARS	2547.2241
AASDHPPT	831.4765	AASDHPPT	491.0291
AASDH	330.0211	AASDH	166.7231
AASS	372.1771	AASS	626.4387
AATF	1727.9936	AATF	944.3128
AATK	40.9515	AATK	1575.8294
ABAT	74.6763	ABAT	194.4821
ABCA10	5.2193	ABCA10	68.8896
ABCA11P	67.5098	ABCA11P	83.5477
ABCA12	232.4601	removed	removed
ABCA13	950.3162	ABCA13	8.9709
removed	removed	ABCA17P	6.0934
ABCA1	1788.5978	ABCA1	2375.0542
removed	removed	ABCA2	1441.6046
ABCA3	1753.6886	ABCA3	23598.8490
ABCA4	854.3611	ABCA4	17.4340
ABCA5	395.4632	ABCA5	283.0061
ABCA6	36.5352	ABCA6	235.6127
ABCA7	217.6051	ABCA7	441.6046
ABCA8	18.8698	ABCA8	1145.2268
ABCA9	8.4312	ABCA9	160.1219
ABCB10	412.7271	ABCB10	327.1835
ABCB1	20.8772	ABCB1	777.0819
removed	removed	ABCB4	10.6635
ABCB6	3116.1658	ABCB6	266.6689
ABCB7	350.8983	ABCB7	373.5613
ABCB8	474.5559	ABCB8	756.0934
ABCB9	125.8015	ABCB9	129.6141
ABCC10	470.1395	ABCC10	538.0840
ABCC11	5.2193	removed	removed
removed	removed	ABCC13	15.4028
ABCC1	21324.5007	ABCC1	1871.5301
ABCC2	5.6208	ABCC2	9.9865
ABCC3	3007.5279	ABCC3	875.2539
ABCC4	358.9280	ABCC4	1156.5674
ABCC5	4581.7525	ABCC5	440.4198
removed	removed	ABCC6P1	23.0196
ABCC6P2	10.0371	ABCC6P2	71.4286
ABCC6	57.4124	ABCC6	761.0020
removed	removed	ABCC8	7.6168
removed	removed	ABCC9	916.5538
ABCD1	192.7130	ABCD1	661.3067
ABCD2	14.4535	ABCD2	9.9865
ABCD3	775.6700	ABCD3	1346.9871
ABCD4	287.4636	ABCD4	694.4821
ABCE1	2074.8770	ABCE1	857.9892
ABCF1	2443.8422	ABCF1	1927.0481
ABCF2	2168.0217	ABCF2	915.5383
ABCF3	2097.7617	ABCF3	865.9445
ABCG1	915.7884	ABCG1	1359.3433
ABCG2	115.6278	ABCG2	224.4414
ABHD10	486.6004	ABHD10	319.2282
ABHD11	398.6751	ABHD11	345.6330
ABHD12	1057.5128	ABHD12	1012.5254
ABHD13	457.6935	ABHD13	564.9966
ABHD14A	152.9660	ABHD14A	315.9919
ABHD14B	758.8076	ABHD14B	1679.4177
ABHD15	462.5113	ABHD15	398.2735
removed	removed	ABHD1	5.4164
ABHD2	8888.4874	ABHD2	9285.3758
ABHD3	6515.7081	ABHD3	239.8443
ABHD4	2327.0099	ABHD4	951.0833
ABHD5	840.7106	ABHD5	678.0636
ABHD6	275.0176	ABHD6	265.4028
ABHD8	238.0809	ABHD8	514.3873
ABI1	2890.2941	ABI1	1207.8402
ABI2	732.7110	ABI2	1465.1320
removed	removed	ABI3BP	1943.8050
ABI3	175.0477	ABI3	633.3785
ABL1	2003.4126	ABL1	2998.1381
ABL2	514.7044	ABL2	1082.2613
ABLIM1	1670.9826	ABLIM1	5849.0183
ABLIM2	96.3565	ABLIM2	113.4056
ABLIM3	107.1966	ABLIM3	1273.8659
ABO	61.0258	ABO	85.8158
ABP1	35.7322	ABP1	44.8544
ABR	1300.8130	ABR	3479.6886
ABT1	959.9518	ABT1	662.6608
ABTB1	281.0398	ABTB1	1183.8186
ABTB2	140.9214	ABTB2	175.1862
ACAA1	644.3842	ACAA1	1376.2695
ACAA2	491.0168	ACAA2	1646.7502
ACACA	1456.5894	ACACA	2345.2945
ACACB	62.6317	ACACB	984.2586
ACAD10	347.2850	ACAD10	435.8497
ACAD11	118.0367	ACAD11	264.1554
ACAD8	225.2334	ACAD8	360.1896
ACAD9	947.1043	ACAD9	803.1923
ACADL	20.8772	ACADL	406.9059
ACADM	1117.3341	ACADM	708.8693
ACADSB	489.8123	ACADSB	1039.7766
ACADS	379.4038	ACADS	661.8145
ACADVL	3574.4133	ACADVL	3381.3118
ACAN	6.0223	ACAN	13.7102
ACAP1	134.4976	ACAP1	147.7657
ACAP2	3649.1017	ACAP2	994.7529
ACAP3	453.6866	ACAP3	690.6263
ACAT1	538.7935	ACAT1	1320.4130
ACAT2	1137.8179	ACAT2	498.4394
ACBD3	2225.8356	ACBD3	1439.4042
ACBD4	50.1857	ACBD4	335.6466
ACBD5	789.3205	ACBD5	734.4279
ACBD6	438.0207	ACBD6	384.7326
ACBD7	11.6431	ACBD7	22.8504
removed	removed	ACCN1	13.0332
ACCN2	114.4234	ACCN2	42.4848
ACCN3	8.8327	ACCN3	33.8524
ACCS	32.5203	ACCS	208.7001
ACD	436.0132	ACD	378.3006
ACE2	243.7017	ACE2	126.1002
ACER2	45.7693	ACER2	93.6019
ACER3	344.8760	ACER3	423.6628
ACE	411.5226	ACE	5192.7894
ACHE	11.6431	ACHE	178.2329
ACIN1	1947.6061	ACIN1	2607.6506
ACLY	3857.4726	ACLY	2965.8091
ACN9	428.3850	ACN9	72.1056
ACO1	1202.8505	ACO1	898.7813
ACO2	2728.3268	ACO2	2675.4756
ACOT11	239.6587	ACOT11	67.0345
ACOT13	1311.0669	ACOT13	570.3893
ACOT1	306.3334	ACOT1	870.8531
ACOT2	174.2447	ACOT2	464.9628
ACOT4	28.5055	ACOT4	49.9323
ACOT7	815.8185	ACOT7	710.0542
removed	removed	ACOT8	266.4353
ACOT9	356.9206	ACOT9	759.1401
ACOX1	1363.0433	ACOX1	1665.0457
ACOX2	42.5575	ACOX2	279.9594
ACOX3	330.0211	ACOX3	394.8883
removed	removed	ACOXL	193.1280
ACP1	2698.7855	ACP1	1199.7292
ACP2	709.4249	ACP2	961.4083
ACP5	1404.7978	ACP5	4670.7854
ACP6	207.9695	ACP6	166.5538
ACPL2	314.3631	ACPL2	214.7935
ACPP	103.5833	ACPP	145.9039
ACRBP	13.6505	ACRBP	33.5139
ACRC	5.6208	ACRC	20.6500
ACR	5.6208	ACR	10.4942
ACSBG1	10.8401	ACSBG1	12.1869
ACSF2	197.1294	ACSF2	1231.8890
ACSF3	188.6982	ACSF3	334.6310
ACSL1	1944.7957	ACSL1	3778.4360
ACSL3	3012.7472	ACSL3	1575.9986
ACSL4	2445.4482	ACSL4	2363.4056
ACSL5	305.1290	ACSL5	1932.9722
removed	removed	ACSM1	47.0548
ACSM3	109.9548	ACSM3	203.2668
removed	removed	ACSM5	59.7495
ACSS1	731.9081	ACSS1	1253.8930
ACSS2	950.3162	ACSS2	2004.2316
ACSS3	63.8362	ACSS3	506.0934
removed	removed	ACTA1	12.5254
ACTA2	4200.3894	ACTA2	9461.9973
ACTB	124327.2107	ACTB	133940.9276
removed	removed	ACTC1	11.0020
ACTG1	120862.7923	ACTG1	63349.8646
ACTG2	315.5676	ACTG2	1642.3494
ACTL6A	3840.2088	ACTL6A	509.8172
ACTN1	6153.9697	ACTN1	4988.9980
removed	removed	ACTN2	92.5863
ACTN4	12422.1219	ACTN4	18439.5244
ACTR10	1162.3005	ACTR10	812.1192
ACTR1A	1609.9568	ACTR1A	3171.6317
ACTR1B	1289.5714	ACTR1B	1687.2038
ACTR2	14737.3281	ACTR2	4414.0149
ACTR3B	158.9883	ACTR3B	70.9208
ACTR3C	24.8921	ACTR3C	20.1422
ACTR3	13108.5015	ACTR3	2553.6561
ACTR5	161.7987	ACTR5	167.4001
ACTR6	581.7525	ACTR6	280.2979
ACTR8	312.3557	ACTR8	297.2241
ACVR1B	1306.8353	ACVR1B	859.3433
ACVR1C	151.7615	ACVR1C	12.3561
ACVR1	1587.0722	ACVR1	1028.6053
ACVR2A	362.5414	ACVR2A	303.1483
