gene_id	TCGA-50-5939-01A-11R-1628-07	gene_id	TCGA-50-5939-11A-01R-1628-07
removed	removed	?|100133144	7.3566
?|100134869	14.7152	?|100134869	17.1449
?|10357	78.7686	?|10357	83.7339
?|10431	417.3080	?|10431	355.2719
?|155060	76.6205	?|155060	78.4048
?|57714	1344.9632	?|57714	856.3277
?|652919	27.3645	removed	removed
?|653553	230.5456	?|653553	235.8270
removed	removed	?|729884	5.5128
?|8225	519.2406	?|8225	468.5914
?|90288	24.6280	?|90288	7.3505
A1BG	81.1972	A1BG	51.7594
A2LD1	139.7093	A2LD1	79.5870
A2M	24429.6015	A2M	130591.5552
A4GALT	464.5117	A4GALT	378.5483
AAAS	726.5264	AAAS	407.3376
AACS	851.7188	AACS	448.9902
AADAC	192.2353	AADAC	101.6813
AADAT	32.8374	AADAT	116.3822
AAGAB	1115.7859	AAGAB	560.4720
AAK1	780.5712	AAK1	1117.2688
AAMP	2118.0092	AAMP	1574.2220
AARS2	202.4970	AARS2	317.9071
AARSD1	395.4165	AARSD1	291.5680
AARS	2128.2709	AARS	2374.8088
AASDHPPT	1126.0202	AASDHPPT	666.4410
AASDH	322.2165	AASDH	245.0151
AASS	292.1156	AASS	614.3753
AATF	1308.7053	AATF	849.5898
AATK	445.3566	AATK	1019.2628
ABAT	103.3008	ABAT	339.3459
ABCA10	10.2617	ABCA10	41.0400
ABCA11P	52.6903	ABCA11P	49.0214
ABCA12	56.7813	removed	removed
ABCA13	21.2075	ABCA13	18.9887
removed	removed	ABCA17P	7.9630
ABCA1	1095.2557	ABCA1	2271.2654
ABCA2	1639.8153	ABCA2	1174.2348
ABCA3	3801.6077	ABCA3	21953.9647
ABCA4	10.9458	ABCA4	14.0884
ABCA5	158.0298	ABCA5	209.4879
ABCA6	94.4074	ABCA6	341.7961
ABCA7	428.2538	ABCA7	510.8565
ABCA8	110.1420	ABCA8	2003.6109
ABCA9	29.4168	ABCA9	276.2545
ABCB10	638.2760	ABCB10	458.1782
ABCB11	7.5252	removed	removed
ABCB1	51.3084	ABCB1	456.3406
ABCB4	10.9458	ABCB4	6.7379
removed	removed	ABCB5	9.8006
ABCB6	836.9489	ABCB6	183.8716
ABCB7	493.9285	ABCB7	331.9954
ABCB8	628.0144	ABCB8	491.8678
ABCB9	184.5254	ABCB9	71.6179
ABCC10	290.0633	ABCC10	357.7220
ABCC11	9.5776	removed	removed
removed	removed	ABCC13	5.5128
ABCC1	6991.6196	ABCC1	2101.6169
ABCC2	215.4951	ABCC2	5.5128
ABCC3	7757.8245	ABCC3	665.2160
ABCC4	508.9790	ABCC4	1091.5422
ABCC5	1485.2061	ABCC5	358.3346
removed	removed	ABCC6P1	34.3021
ABCC6P2	10.9458	ABCC6P2	61.2538
ABCC6	78.6728	ABCC6	528.6201
removed	removed	ABCC8	22.0514
