gene_id	TCGA-49-6761-01A-31R-1949-07	gene_id	TCGA-49-6761-11A-01R-1949-07
removed	removed	?|100133144	15.0207
removed	removed	?|100134869	16.0996
?|10357	172.0037	?|10357	103.3817
?|10431	687.8093	?|10431	546.6805
?|155060	89.4592	?|155060	41.4938
?|390284	8.0660	?|390284	8.2988
?|57714	345.3712	?|57714	285.2697
?|653553	715.6737	?|653553	245.8506
?|729884	548.4876	removed	removed
?|8225	423.8313	?|8225	608.9212
removed	removed	?|90288	7.2614
A1BG	143.6774	A1BG	71.5768
A2LD1	136.5280	A2LD1	103.8485
A2M	5295.6627	A2M	53236.2759
A4GALT	438.4968	A4GALT	420.1245
AAAS	508.1577	AAAS	521.7842
AACS	482.4931	AACS	427.3859
AADAC	24.1980	AADAC	266.5975
AADAT	22.7314	AADAT	158.7137
AAGAB	988.4510	AAGAB	665.9751
AAK1	909.2576	AAK1	932.5726
AAMP	2500.4583	AAMP	1974.0664
AARS2	433.3346	AARS2	346.3797
AARSD1	379.8350	AARSD1	253.1120
AARS	2634.6471	AARS	2664.9378
AASDHPPT	681.2099	AASDHPPT	721.9917
AASDH	228.7809	AASDH	201.2448
AASS	113.6572	AASS	483.4025
AATF	1449.6792	AATF	1052.9046
AATK	64.5280	AATK	1072.6141
ABAT	101.1916	ABAT	357.8838
removed	removed	ABCA10	18.6722
ABCA11P	92.8836	ABCA11P	97.2303
ABCA12	98.9918	removed	removed
ABCA13	129.0559	ABCA13	22.8216
ABCA17P	183.3181	removed	removed
ABCA1	603.4830	ABCA1	1312.2407
ABCA2	1040.5133	ABCA2	684.6473
ABCA3	6864.1613	ABCA3	25698.1328
ABCA4	373.2356	ABCA4	10.3734
ABCA5	12.4656	ABCA5	211.6183
ABCA6	38.1302	ABCA6	219.9170
ABCA7	812.4656	ABCA7	350.6224
ABCA8	13.9322	ABCA8	818.4647
ABCA9	15.3987	ABCA9	113.0705
ABCB10	236.8469	ABCB10	374.4813
ABCB1	57.9285	ABCB1	51.8672
ABCB4	16.1320	ABCB4	7.2614
ABCB6	625.3566	ABCB6	197.8942
ABCB7	409.1659	ABCB7	364.1079
ABCB8	876.9936	ABCB8	547.7178
ABCB9	207.6187	ABCB9	83.4855
ABCC10	843.9963	ABCC10	324.6888
removed	removed	ABCC13	23.8589
ABCC1	1096.2420	ABCC1	1286.3071
removed	removed	ABCC2	6.2241
ABCC3	2364.8029	ABCC3	505.1867
ABCC4	272.7773	ABCC4	867.2199
ABCC5	267.6444	ABCC5	304.9793
