gene_id	TCGA-44-6776-01A-11R-1858-07	gene_id	TCGA-44-6776-11A-01R-1858-07
?|100133144	13.5920	?|100133144	22.8156
?|100134869	24.4828	?|100134869	8.3901
?|10357	97.3563	?|10357	101.2482
?|10431	888.6494	?|10431	539.7163
?|155060	66.0920	?|155060	121.9858
removed	removed	?|390284	6.3830
?|57714	274.4253	?|57714	404.9645
?|645851	5.7471	?|645851	7.0922
?|652919	15.0862	?|652919	81.7021
?|653553	257.1839	?|653553	205.6738
?|729884	167.3851	removed	removed
?|8225	801.0057	?|8225	526.2411
?|90288	15.8046	?|90288	103.5461
A1BG	45.2011	A1BG	47.3475
A2LD1	118.3549	A2LD1	50.6809
A2M	29278.7141	A2M	50136.0638
A4GALT	112.0690	A4GALT	278.0142
AAAS	727.7299	AAAS	556.7376
AACS	425.2874	AACS	674.4681
AADAC	408.7644	AADAC	794.3262
AADAT	87.6437	AADAT	130.4965
AAGAB	1144.3966	AAGAB	629.7872
AAK1	703.3046	AAK1	986.5248
AAMP	2595.5460	AAMP	1760.9929
AARS2	516.4799	AARS2	370.9078
AARSD1	649.4253	AARSD1	332.6241
AARS	3435.3448	AARS	2519.8582
AASDHPPT	872.8448	AASDHPPT	678.0142
AASDH	298.1322	AASDH	360.2837
AASS	248.5632	AASS	925.5319
AATF	1160.2011	AATF	959.5745
AATK	181.0345	AATK	978.4965
ABAT	132.9023	ABAT	226.2411
ABCA10	7.9023	ABCA10	51.0638
ABCA11P	106.5733	ABCA11P	89.9078
ABCA13	19.3966	ABCA13	253.1915
ABCA1	354.1667	ABCA1	2564.5177
ABCA2	1010.7759	ABCA2	777.3050
ABCA3	9451.8678	ABCA3	25565.9574
ABCA4	11.4943	ABCA4	19.8582
ABCA5	293.1034	ABCA5	490.0709
ABCA6	48.8506	ABCA6	190.0709
ABCA7	1875.7184	ABCA7	404.9645
ABCA8	93.3908	ABCA8	666.6667
ABCA9	28.7356	ABCA9	153.9007
ABCB10	591.9540	ABCB10	517.7305
ABCB1	32.3276	ABCB1	51.7730
ABCB4	14.3678	removed	removed
ABCB6	2752.2414	ABCB6	228.6950
ABCB7	428.8793	ABCB7	390.0709
ABCB8	1302.4425	ABCB8	477.3050
ABCB9	38.5489	ABCB9	48.6809
ABCC10	865.6609	ABCC10	466.6667
ABCC13	21.5517	ABCC13	30.4965
ABCC1	1316.8103	ABCC1	1853.1915
ABCC2	15.0862	ABCC2	7.8014
ABCC3	10732.0402	ABCC3	465.2482
ABCC4	2407.3276	ABCC4	911.3475
ABCC5	293.8218	ABCC5	538.2979
ABCC6P1	22.2701	ABCC6P1	48.2270
ABCC6P2	81.1782	ABCC6P2	77.3050
ABCC6	462.6437	ABCC6	772.3404
removed	removed	ABCC8	21.2766
ABCC9	258.6207	ABCC9	531.2057
ABCD1	311.0632	ABCD1	279.4326
ABCD2	7.9023	ABCD2	16.3121
ABCD3	2161.6379	ABCD3	1994.3262
ABCD4	568.9655	ABCD4	651.0638
ABCE1	1262.2126	ABCE1	1007.8014
ABCF1	3298.1322	ABCF1	1424.8227
ABCF2	1400.1437	ABCF2	829.0780
ABCF3	799.5690	ABCF3	936.1702
ABCG1	447.5575	ABCG1	1896.4539
ABCG2	38.7931	ABCG2	236.8794
ABHD10	309.6264	ABHD10	456.7376
ABHD11	479.1667	ABHD11	315.6028
removed	removed	ABHD12B	13.4752
ABHD12	1907.3276	ABHD12	940.4255
ABHD13	609.9138	ABHD13	768.7943
ABHD14A	613.7356	ABHD14A	283.6879
ABHD14B	1637.9310	ABHD14B	1618.4397
ABHD15	479.8851	ABHD15	237.5887
ABHD2	9128.5920	ABHD2	7484.3972
ABHD3	410.9195	ABHD3	412.0567
ABHD4	1931.7529	ABHD4	765.2482
ABHD5	454.0230	ABHD5	1265.2482
ABHD6	66.0920	ABHD6	268.0851
ABHD8	309.6264	ABHD8	278.7234
ABI1	1163.6135	ABI1	1286.0284
ABI2	619.9713	ABI2	1905.6738
