gene_id	TCGA-44-6777-01A-11R-1858-07	gene_id	TCGA-44-6777-11A-01R-1858-07
removed	removed	?|100134869	9.1135
?|10357	80.4314	?|10357	86.6280
?|10431	571.2783	?|10431	481.3587
?|155060	54.7080	?|155060	40.5965
removed	removed	?|390284	6.6280
?|57714	1288.7954	?|57714	526.9263
?|652919	6.4440	removed	removed
?|653553	494.4766	?|653553	322.2867
?|729884	409.2583	removed	removed
?|8225	409.7843	?|8225	560.8948
removed	removed	?|90288	50.5385
A1BG	126.3388	A1BG	103.5626
A2LD1	85.0710	A2LD1	75.3355
A2M	73887.8906	A2M	116544.9959
A4GALT	317.7275	A4GALT	650.3728
AAAS	481.8517	AAAS	536.8683
removed	removed	AACSL	8.2850
removed	removed	AACS	733.2229
removed	removed	AADAC	77.0505
AADAT	67.8590	AADAT	97.7630
AAGAB	541.8201	AAGAB	750.6214
AAK1	1280.3787	AAK1	975.9735
AAMP	1649.6581	AAMP	1818.5584
AARS2	409.7685	AARS2	314.8302
AARSD1	433.9821	AARSD1	324.7722
AARS	3902.6828	AARS	2918.8070
AASDHPPT	971.0679	AASDHPPT	709.1964
AASDH	247.7643	AASDH	209.6106
AASS	325.0921	AASS	451.5327
AATF	1502.3672	AATF	1014.9130
AATK	33.6665	AATK	803.6454
ABAT	304.0505	ABAT	359.5692
removed	removed	ABCA10	19.0555
ABCA11P	44.3135	ABCA11P	56.9428
ABCA12	430.2998	removed	removed
removed	removed	ABCA13	29.8260
ABCA17P	121.5150	removed	removed
ABCA1	3134.6081	ABCA1	1887.2991
ABCA2	1085.2183	ABCA2	905.5510
ABCA3	4247.2383	ABCA3	31225.3521
ABCA4	78.9058	ABCA4	33.9685
ABCA5	117.8327	ABCA5	213.7531
ABCA6	197.7906	ABCA6	267.6056
ABCA7	424.5134	ABCA7	591.5493
removed	removed	ABCA8	1231.9801
ABCA9	70.4892	ABCA9	159.9006
ABCB10	578.1168	ABCB10	396.8517
ABCB11	6.3125	removed	removed
ABCB1	49.9737	ABCB1	198.0116
ABCB4	30.5103	ABCB4	14.9130
ABCB6	395.2656	ABCB6	265.7415
ABCB7	452.9195	ABCB7	318.9727
ABCB8	534.4555	ABCB8	632.9743
ABCB9	101.8254	ABCB9	80.9776
ABCC10	583.3772	ABCC10	458.1607
removed	removed	ABCC13	23.1980
ABCC1	1659.1268	ABCC1	1686.8268
ABCC3	3768.0168	ABCC3	840.0994
ABCC4	777.4855	ABCC4	776.3049
ABCC5	544.4503	ABCC5	359.5692
ABCC6P1	14.7291	ABCC6P1	15.7415
ABCC6P2	39.9790	ABCC6P2	91.9635
ABCC6	229.8790	ABCC6	779.6189
removed	removed	ABCC8	19.0555
ABCC9	732.2462	ABCC9	631.3173
ABCD1	599.6844	ABCD1	516.1558
ABCD2	43.1352	ABCD2	34.7970
ABCD3	1511.8359	ABCD3	1439.9337
ABCD4	511.8359	ABCD4	571.6653
ABCE1	1396.6334	ABCE1	850.8699
ABCF1	1957.3908	ABCF1	1714.9959
ABCF2	1608.6270	ABCF2	1116.8186
ABCF3	1037.8748	ABCF3	958.5750
ABCG1	1602.3146	ABCG1	2797.8459
ABCG2	117.3067	ABCG2	394.3662
ABCG4	7.3645	removed	removed
ABHD10	611.7833	ABHD10	555.9238
ABHD11	456.6018	ABHD11	307.3737
ABHD12B	5.7864	removed	removed
ABHD12	1703.8401	ABHD12	1175.6421
