gene_id	TCGA-60-2709-01A-21R-1820-07	gene_id	TCGA-60-2709-11A-01R-1820-07
?|100133144	8.1202	?|100133144	7.0827
?|100134869	6.4143	?|100134869	12.7754
?|10357	167.1963	?|10357	105.7336
?|10431	667.4387	?|10431	831.8361
?|155060	103.2713	?|155060	89.5193
removed	removed	?|390284	6.9346
?|57714	480.7853	?|57714	203.3097
?|645851	17.9769	?|645851	8.5106
?|652919	12.5532	?|652919	29.0465
?|653553	239.8189	?|653553	122.9314
?|729884	59.2854	removed	removed
?|8225	568.7572	?|8225	640.1891
?|90288	9.1797	?|90288	57.6832
A1BG	61.5115	A1BG	92.6714
A2LD1	112.8717	A2LD1	55.1080
A2ML1	1486.7244	removed	removed
A2M	45033.1568	A2M	63607.4673
A4GALT	1288.5965	A4GALT	435.6186
AAAS	851.0321	AAAS	382.3483
AACS	558.0476	AACS	433.7273
AADAC	44.7509	AADAC	416.3909
AADAT	60.8153	AADAT	114.7360
AAGAB	1027.3583	AAGAB	996.6903
AAK1	1250.3478	AAK1	737.5887
AAMP	2320.9271	AAMP	1664.3026
AARS2	359.9043	AARS2	151.6123
AARSD1	604.7109	AARSD1	281.7967
AARS	3207.1479	AARS	1453.7431
AASDHPPT	721.7517	AASDHPPT	581.5603
AASDH	290.6896	AASDH	191.0165
AASS	480.0203	AASS	768.4791
AATF	1689.0596	AATF	849.4878
AATK	137.3126	AATK	447.2813
ABAT	147.6397	ABAT	289.9921
ABCA10	15.2995	ABCA10	81.6391
ABCA11P	40.9222	ABCA11P	80.4791
ABCA12	340.0304	removed	removed
ABCA13	739.3461	ABCA13	142.7896
ABCA17P	7.2672	removed	removed
ABCA1	2187.4279	ABCA1	771.0008
ABCA2	1023.5334	ABCA2	577.7778
ABCA3	2176.7297	ABCA3	12184.3972
ABCA4	11.4746	ABCA4	11.6627
ABCA5	406.2005	ABCA5	293.7746
ABCA6	132.7228	ABCA6	367.8487
ABCA7	477.7254	ABCA7	366.5879
ABCA8	162.1742	ABCA8	1037.0370
ABCA9	70.3775	ABCA9	302.6005
ABCB10	691.9178	ABCB10	475.3349
ABCB1	71.5249	ABCB1	78.4870
ABCB4	20.6543	removed	removed
ABCB6	1631.6446	ABCB6	131.4894
ABCB7	354.9473	ABCB7	375.7289
ABCB8	619.2454	ABCB8	493.3018
ABCB9	152.8071	ABCB9	55.7352
ABCC10	630.7200	ABCC10	187.2340
removed	removed	ABCC13	23.0102
ABCC1	11995.9189	ABCC1	1178.5658
ABCC2	52.4006	ABCC2	13.2388
ABCC3	2095.2601	ABCC3	778.8810
ABCC4	1035.0080	ABCC4	1159.0229
ABCC5	7543.0130	ABCC5	319.9370
ABCC6P1	9.5622	ABCC6P1	16.7061
ABCC6P2	17.9769	ABCC6P2	73.7589
ABCC6	93.3267	ABCC6	258.7864
ABCC8	5.7373	ABCC8	9.7715
ABCC9	187.4183	ABCC9	458.6288
ABCD1	858.6818	ABCD1	306.6982
ABCD2	30.9814	ABCD2	14.4996
ABCD3	597.4437	ABCD3	1323.8771
ABCD4	499.1447	ABCD4	465.5634
ABCE1	1305.0434	ABCE1	1585.8156
ABCF1	2308.3050	ABCF1	1568.7943
ABCF2	1503.1713	ABCF2	1056.8952
ABCF3	2631.5060	ABCF3	740.7407
ABCG1	2392.4520	ABCG1	2136.8006
ABCG2	127.7504	ABCG2	301.0244
ABCG4	20.6543	removed	removed
ABHD10	468.5458	ABHD10	335.3822
ABHD11	548.8679	ABHD11	433.7273
removed	removed	ABHD12B	10.0867
