gene_id	TCGA-51-4080-01A-01R-1100-07	gene_id	TCGA-51-4080-11A-01R-1758-07
removed	removed	?|100133144	8.5542
?|100134869	12.9469	?|100134869	17.3571
?|10357	282.5065	?|10357	89.3729
?|10431	718.6047	?|10431	492.4857
?|155060	47.6248	?|155060	106.0632
?|57714	307.6207	?|57714	805.3204
?|645851	11.9944	?|645851	8.6371
?|652919	10.3857	removed	removed
?|653553	427.2117	?|653553	131.6290
?|729884	518.9335	removed	removed
?|8225	331.6094	?|8225	723.6138
removed	removed	?|90288	46.4674
A1BG	21.5193	A1BG	97.5333
A2BP1	44.8026	removed	removed
A2LD1	169.3043	A2LD1	92.6326
A2ML1	505.1752	A2ML1	5.0095
A2M	5044.3051	A2M	120932.9055
A4GALT	2724.4890	A4GALT	564.8644
AAAS	915.1009	AAAS	583.6932
AACS	633.9385	AACS	630.5061
AADACL2	226.8350	removed	removed
AADAC	2979.5460	AADAC	419.7616
AADAT	356.3038	AADAT	90.5165
AAGAB	1740.5968	AAGAB	677.3191
AAK1	1227.6605	AAK1	1090.6892
AAMP	2912.1658	AAMP	2118.1551
AARS2	367.2292	AARS2	411.9693
AARSD1	788.8071	AARSD1	324.0629
AARS	4787.1702	AARS	2548.9722
AASDHPPT	1613.2446	AASDHPPT	552.4270
AASDH	356.6565	AASDH	182.9331
AASS	761.6434	AASS	447.5730
AATF	2205.5555	AATF	922.9573
AATK	123.4716	AATK	1269.5405
ABAT	72.3191	ABAT	366.2118
ABCA10	10.5833	ABCA10	82.3977
ABCA11P	178.0143	ABCA11P	97.9789
ABCA13	1211.7855	ABCA13	55.1045
ABCA1	1658.0331	ABCA1	1323.1923
ABCA2	527.7529	ABCA2	1365.8663
ABCA3	167.2158	ABCA3	24098.1171
ABCA4	116.0633	ABCA4	19.5198
ABCA5	1103.4833	ABCA5	244.0836
ABCA6	36.3359	ABCA6	375.5398
ABCA7	157.3381	ABCA7	449.3004
ABCA8	5.2916	ABCA8	1181.0330
ABCA9	8.8194	ABCA9	231.3007
ABCB10	976.1312	ABCB10	437.7267
ABCB1	44.4498	ABCB1	457.2465
ABCB4	12.6999	ABCB4	10.8827
ABCB6	1193.9280	ABCB6	231.4424
ABCB7	553.5055	ABCB7	405.5968
ABCB8	360.5371	ABCB8	831.9226
ABCB9	182.2723	ABCB9	106.8907
ABCC10	667.8050	ABCC10	650.3714
removed	removed	ABCC13	24.1838
ABCC1	19334.9467	ABCC1	2121.9554
removed	removed	ABCC2	10.1917
ABCC3	1764.5855	ABCC3	1629.9879
ABCC4	725.3074	ABCC4	914.8385
ABCC5	7764.2469	ABCC5	494.7314
removed	removed	ABCC6P1	51.8224
ABCC6P2	20.8138	ABCC6P2	76.8699
ABCC6	20.8138	ABCC6	647.9530
ABCC8	44.8026	ABCC8	22.4564
ABCC9	43.0387	ABCC9	577.4745
ABCD1	227.5405	ABCD1	748.6613
removed	removed	ABCD2	21.9382
ABCD3	572.9082	ABCD3	1211.9537
ABCD4	438.8533	ABCD4	696.4933
ABCE1	3878.7721	ABCE1	830.5407
ABCF1	2250.3581	ABCF1	1858.1793
ABCF2	2062.3285	ABCF2	987.7354
ABCF3	1067.5002	ABCF3	1061.4959
ABCG1	566.9110	ABCG1	2194.5068
ABCG2	531.2806	ABCG2	276.9045
ABHD10	1396.2874	ABHD10	401.1055
ABHD11	248.7071	ABHD11	403.8694
ABHD12	1027.6365	ABHD12	1535.3256
ABHD13	669.5688	ABHD13	453.2734
ABHD14A	160.8659	ABHD14A	407.4970
ABHD14B	921.0981	ABHD14B	1610.9864
ABHD15	559.5027	ABHD15	477.6300
ABHD1	25.3999	removed	removed
ABHD2	5188.9821	ABHD2	8942.9953
ABHD3	684.7382	ABHD3	300.3973
ABHD4	3327.3832	ABHD4	996.8907
ABHD5	691.7937	ABHD5	881.6721
ABHD6	116.7689	ABHD6	323.7174
ABHD8	307.2679	ABHD8	538.4350
removed	removed	ABI1	1574.4999
ABI2	1143.6998	ABI2	1213.1629
ABI3BP	51.8581	ABI3BP	2747.2793
ABI3	85.3718	ABI3	1034.3755
ABL1	1843.2546	ABL1	2571.2558
ABL2	1113.3610	ABL2	852.9971
ABLIM1	2898.7603	ABLIM1	4960.9604
removed	removed	ABLIM2	114.0093
ABLIM3	52.2108	ABLIM3	965.6245
removed	removed	ABO	63.0506
ABP1	8.4666	ABP1	67.1964
ABR	600.0720	ABR	4045.7765
ABT1	1310.2100	ABT1	664.3634
ABTB1	507.9974	ABTB1	1192.0884
ABTB2	169.6853	ABTB2	158.0584
ACAA1	445.5561	ACAA1	1774.5725
ACAA2	628.6468	ACAA2	1712.7310
ACACA	2418.6322	ACACA	1706.8578
ACACB	94.8967	ACACB	896.1824
ACAD10	458.9616	ACAD10	473.4842
ACAD11	1397.6879	ACAD11	212.9228
ACAD8	335.8427	ACAD8	514.4239
ACAD9	2425.6877	ACAD9	814.1285
