gene_id	TCGA-43-3394-01A-01R-0980-07	gene_id	TCGA-43-3394-11A-01R-1758-07
?|100133144	6.4101	removed	removed
removed	removed	?|100134869	10.0695
?|10357	344.6891	?|10357	104.3228
?|10431	915.2898	?|10431	393.2881
?|155060	130.2645	?|155060	50.6592
removed	removed	?|390284	6.7119
?|57714	289.1796	?|57714	507.0715
?|645851	25.2125	removed	removed
?|653553	669.2771	?|653553	212.0655
?|729884	445.8027	removed	removed
?|8225	926.3681	?|8225	467.1195
removed	removed	?|90288	146.5441
A1BG	30.9120	A1BG	32.8518
A2LD1	137.4425	A2LD1	90.1047
A2ML1	2562.5060	A2ML1	9.9081
A2M	7407.8197	A2M	77914.9708
A4GALT	1297.6793	A4GALT	407.5110
AAAS	950.8165	AAAS	556.4523
AACS	1347.7223	AACS	574.1910
AADACL2	24.8305	removed	removed
AADAC	2141.5338	AADAC	301.2385
AADAT	70.2894	AADAT	124.3308
AAGAB	2280.9665	AAGAB	679.5046
AAK1	871.7410	AAK1	1134.7982
AAMP	2002.1010	AAMP	1492.1294
AARS2	395.7559	AARS2	289.8921
AARSD1	720.8481	AARSD1	291.4902
AARS	2897.5265	AARS	2634.2789
AASDHPPT	1228.5360	AASDHPPT	614.4626
AASDH	264.7312	AASDH	234.7583
AASS	481.3294	AASS	652.3372
AATF	1393.1812	AATF	1057.6109
AATK	84.0416	AATK	893.6476
ABAT	183.7456	ABAT	324.5705
ABCA10	6.1159	ABCA10	27.1674
ABCA11P	85.0119	ABCA11P	63.6165
ABCA12	193.6778	ABCA12	5.9129
removed	removed	ABCA13	332.0815
ABCA17P	12.2242	removed	removed
ABCA1	3011.7391	ABCA1	2269.1059
ABCA2	833.9223	ABCA2	1154.2948
ABCA3	1099.0354	ABCA3	32321.3744
ABCA4	9.9322	ABCA4	31.1626
ABCA5	1122.3341	ABCA5	316.8997
ABCA6	29.7966	ABCA6	323.7715
ABCA7	143.6348	ABCA7	285.2577
ABCA8	56.5371	ABCA8	1703.5557
ABCA9	25.2125	ABCA9	176.2685
ABCB10	688.3774	ABCB10	395.0459
ABCB1	168.0833	ABCB1	112.6648
removed	removed	ABCB4	6.5521
removed	removed	ABCB5	7.6708
ABCB6	1306.7520	ABCB6	294.6784
ABCB7	505.3959	ABCB7	358.4499
ABCB8	489.7335	ABCB8	458.6496
ABCB9	126.4177	ABCB9	73.6396
ABCC10	830.1022	ABCC10	454.0152
removed	removed	ABCC13	9.7483
ABCC1	3890.3639	ABCC1	1685.8170
ABCC2	6.1121	ABCC2	5.1139
ABCC3	748.7346	ABCC3	1448.6616
ABCC4	651.7047	ABCC4	1423.2521
ABCC5	8381.6254	ABCC5	567.6388
ABCC6P1	8.7862	ABCC6P1	19.4966
ABCC6P2	17.5723	ABCC6P2	65.6812
ABCC6	40.8748	ABCC6	383.6996
ABCC9	150.8929	ABCC9	507.7107
ABCD1	237.9906	ABCD1	553.7355
ABCD2	8.4042	ABCD2	29.0851
ABCD3	908.0317	ABCD3	1884.7783
ABCD4	278.8654	ABCD4	543.6676
ABCE1	2260.3381	ABCE1	959.8082
ABCF1	1844.7140	ABCF1	1821.6540
ABCF2	2273.3263	ABCF2	863.6037
ABCF3	1678.9227	ABCF3	921.6141
ABCG1	1851.2081	ABCG1	2169.5565
ABCG2	42.4028	ABCG2	441.2305
ABHD10	1249.1644	ABHD10	528.6456
ABHD11	720.0840	ABHD11	299.0012
removed	removed	ABHD12B	22.5330
ABHD12	829.3382	ABHD12	1327.2074
ABHD13	471.3972	ABHD13	596.4043
ABHD14A	118.8043	ABHD14A	342.8957
ABHD14B	1023.3980	ABHD14B	1489.4127
ABHD15	573.7752	ABHD15	302.3572
ABHD1	44.6949	removed	removed
ABHD2	1986.0567	ABHD2	9039.0731
ABHD3	1406.9334	ABHD3	363.7235
ABHD4	781.9692	ABHD4	1264.5625
ABHD5	726.1962	ABHD5	1049.3008
ABHD6	410.6580	ABHD6	417.5789
ABHD8	247.5408	ABHD8	439.4726
ABI1	2642.1469	ABI1	1554.1734
ABI2	684.1753	ABI2	1551.7379
ABI3BP	150.8929	ABI3BP	4868.8773
ABI3	82.8956	ABI3	504.5146
ABL1	1555.9163	ABL1	2199.9201
ABL2	593.2576	ABL2	917.9385
ABLIM1	4807.5637	ABLIM1	5244.2669
