gene_id	TCGA-44-2661-01A-01R-1107-07	gene_id	TCGA-44-2661-11A-01R-1758-07
?|100133144	14.4044	removed	removed
?|100134869	15.8549	?|100134869	6.8654
?|10357	82.6849	?|10357	112.8503
?|10431	677.7137	?|10431	442.6710
?|155060	140.7301	?|155060	77.8114
?|390284	8.6455	?|390284	7.5914
?|553137	25.4563	removed	removed
?|57714	296.8300	?|57714	447.4156
?|645851	11.5274	?|645851	6.1680
?|653553	272.8146	?|653553	242.4490
?|8225	513.9289	?|8225	593.5492
?|90288	35.0624	?|90288	29.8910
A1BG	188.6359	A1BG	74.2530
A2LD1	162.1710	A2LD1	70.1963
A2M	26540.4515	A2M	135432.6125
A4GALT	255.5235	A4GALT	492.9638
AAAS	641.2104	AAAS	553.2202
AACS	379.4428	AACS	547.0522
AADAC	1767.5312	AADAC	50.7672
AADAT	148.4150	AADAT	75.9136
AAGAB	1211.8156	AAGAB	642.4186
AAK1	633.5255	AAK1	978.8106
AAMP	1915.4659	AAMP	1835.6851
AARS2	242.0701	AARS2	363.4362
AARSD1	342.4592	AARSD1	311.2456
AARS	1556.6763	AARS	2690.6617
AASDHPPT	1034.1018	AASDHPPT	582.6367
AASDH	319.4044	AASDH	214.9303
AASS	426.0327	AASS	413.7290
AATF	726.2248	AATF	974.0660
AATK	304.5149	AATK	884.3931
ABAT	490.8742	ABAT	315.9902
ABCA10	39.8655	ABCA10	36.0589
ABCA11P	178.0548	ABCA11P	65.4707
ABCA12	28.3381	removed	removed
ABCA13	301.6330	ABCA13	13.2849
ABCA17P	40.8261	removed	removed
ABCA1	1752.6177	ABCA1	2417.8378
ABCA2	493.7560	ABCA2	1317.1005
ABCA3	2555.7157	ABCA3	15167.5318
ABCA4	1949.5677	ABCA4	19.4529
ABCA5	415.9462	ABCA5	195.4774
ABCA6	301.6330	ABCA6	389.0571
ABCA7	393.8521	ABCA7	342.5600
ABCA8	263.6888	ABCA8	1240.7124
ABCA9	70.1249	ABCA9	257.1572
ABCB10	623.9193	ABCB10	428.4372
ABCB1	51.8732	ABCB1	157.9951
ABCB4	10.0865	ABCB4	14.2338
ABCB6	461.8252	ABCB6	236.7555
ABCB7	476.9452	ABCB7	369.1297
ABCB8	556.6763	ABCB8	567.4540
ABCB9	84.8367	ABCB9	73.6884
ABCC10	436.1191	ABCC10	474.9343
ABCC13	26.4169	ABCC13	12.8104
ABCC1	987.9923	ABCC1	2141.2372
ABCC2	14.4092	removed	removed
ABCC3	4391.4505	ABCC3	966.9491
ABCC4	1799.7118	ABCC4	742.5296
ABCC5	1022.5744	ABCC5	623.4402
