gene_id	TCGA-55-6972-01A-11R-1949-07	gene_id	TCGA-55-6972-11A-01R-1949-07
?|100133144	16.6895	?|100133144	19.2835
?|100134869	25.5479	?|100134869	15.3622
?|10357	169.8973	?|10357	71.5197
?|10431	1533.1050	?|10431	441.7323
?|155060	412.1005	?|155060	259.8425
?|390284	9.1324	removed	removed
?|57714	162.1005	?|57714	740.9449
removed	removed	?|645851	14.1732
removed	removed	?|652919	37.0079
?|653553	559.3607	?|653553	155.9055
?|729884	147.2603	removed	removed
?|8225	644.9772	?|8225	790.5512
?|90288	17.1233	?|90288	47.2441
A1BG	359.4863	A1BG	74.1811
A2LD1	107.2146	A2LD1	63.5197
A2M	4884.4635	A2M	86357.3307
A4GALT	30.8219	A4GALT	435.4331
AAAS	929.2237	AAAS	521.2598
removed	removed	AACSL	13.3858
AACS	173.5160	AACS	440.1575
AADAC	68.4932	AADAC	254.3307
AADAT	109.5890	AADAT	127.5591
AAGAB	1446.3470	AAGAB	677.9528
AAK1	375.5708	AAK1	1074.0157
AAMP	3382.4201	AAMP	1759.0551
AARS2	323.0479	AARS2	397.6299
AARSD1	490.8676	AARSD1	307.8740
AARS	2791.0959	AARS	2170.0787
AASDHPPT	915.5251	AASDHPPT	579.5276
AASDH	391.5525	AASDH	196.8504
AASS	366.4384	AASS	727.5591
AATF	299.0868	AATF	499.2126
AATK	332.1918	AATK	1129.7717
ABAT	255.7078	ABAT	200.0000
ABCA10	9.1324	ABCA10	74.8031
ABCA11P	54.0183	ABCA11P	82.3228
removed	removed	ABCA13	46.4567
ABCA17P	19.4064	ABCA17P	7.0866
ABCA1	450.9132	ABCA1	3217.3150
ABCA2	261.4155	ABCA2	1071.6535
ABCA3	14448.6301	ABCA3	31287.4016
ABCA4	17.1233	ABCA4	11.8110
ABCA5	95.8904	ABCA5	362.2047
ABCA6	13.6986	ABCA6	307.0866
ABCA7	98.1735	ABCA7	559.8425
ABCA8	410.9589	ABCA8	1212.5984
ABCA9	13.6986	ABCA9	292.1260
ABCB10	747.7169	ABCB10	506.2992
removed	removed	ABCB1	81.8898
ABCB4	20.5479	removed	removed
removed	removed	ABCB5	5.5118
ABCB6	2867.4658	ABCB6	189.9055
ABCB7	692.9224	ABCB7	316.5354
ABCB8	1316.2100	ABCB8	583.4646
ABCB9	43.6986	ABCB9	64.3701
ABCC10	513.6986	ABCC10	511.8110
ABCC13	6.8493	ABCC13	23.6220
ABCC1	883.5616	ABCC1	1796.0630
