gene_id	TCGA-49-6744-01A-11R-1858-07	gene_id	TCGA-49-6744-11A-01R-1858-07
?|100133144	13.1059	?|100133144	8.0000
?|100134869	6.2424	removed	removed
?|10357	75.7077	?|10357	125.7376
?|10431	706.7210	?|10431	444.6618
?|155060	82.9939	?|155060	61.9397
?|390284	8.1466	removed	removed
?|553137	13.7475	removed	removed
?|57714	912.9328	?|57714	755.6642
?|645851	9.1650	?|645851	7.8240
removed	removed	?|652919	108.1467
?|653553	360.4888	?|653553	137.5713
?|729884	78.4114	removed	removed
?|8225	629.8371	?|8225	449.8778
?|90288	17.3116	?|90288	28.0359
A1BG	41.7515	A1BG	34.3276
A2LD1	93.2230	A2LD1	63.5306
A2M	40393.0448	A2M	106528.3782
A4GALT	292.7699	A4GALT	340.3423
AAAS	641.0387	AAAS	406.1940
removed	removed	AACSL	8.4760
AACS	501.0183	AACS	506.6015
AADAC	8.6558	AADAC	37.8158
AADAT	30.0407	AADAT	126.4874
AAGAB	838.5947	AAGAB	605.0530
AAK1	995.4175	AAK1	1219.2339
AAMP	1765.2749	AAMP	1556.9682
AARS2	344.6945	AARS2	271.8696
AARSD1	432.2811	AARSD1	271.2306
AARS	3413.4420	AARS	2474.9796
AASDHPPT	622.1996	AASDHPPT	744.5086
AASDH	189.9185	AASDH	237.3268
AASS	566.1914	AASS	758.2722
AATF	1377.8004	AATF	919.3154
AATK	100.3055	AATK	347.5143
ABAT	379.3279	ABAT	352.7302
ABCA10	11.7108	ABCA10	31.9478
ABCA11P	77.1894	ABCA11P	72.8867
ABCA12	176.6802	removed	removed
ABCA13	47.3523	ABCA13	86.7156
ABCA17P	49.3890	removed	removed
ABCA1	1839.6029	ABCA1	2858.9861
ABCA2	594.7047	ABCA2	790.2200
ABCA3	3303.4623	ABCA3	24895.8435
ABCA4	14.2566	ABCA4	30.6438
ABCA5	194.5010	ABCA5	369.0302
ABCA6	202.1385	ABCA6	421.1899
ABCA7	411.9145	ABCA7	348.1663
ABCA8	306.5173	ABCA8	2124.8574
ABCA9	122.1996	ABCA9	241.2388
ABCB10	446.0285	ABCB10	550.2852
ABCB1	136.4562	ABCB1	414.6699
ABCB4	9.6741	removed	removed
ABCB6	201.0642	ABCB6	185.0954
ABCB7	433.2994	ABCB7	402.2820
ABCB8	644.6029	ABCB8	417.9299
ABCB9	86.1151	ABCB9	44.3488
ABCC10	570.7739	ABCC10	378.8101
removed	removed	ABCC13	15.6479
ABCC1	2133.9104	ABCC1	1953.3822
removed	removed	ABCC2	5.2160
ABCC3	2731.6701	ABCC3	593.9690
ABCC4	765.2749	ABCC4	1189.2421
ABCC5	561.0998	ABCC5	584.8411
ABCC6P1	54.4807	ABCC6P1	41.0758
ABCC6P2	73.8289	ABCC6P2	60.6357
ABCC6	476.0692	ABCC6	626.5689
removed	removed	ABCC8	19.5599
ABCC9	391.5479	ABCC9	818.9079
ABCD1	666.4969	ABCD1	316.8704
ABCD2	38.6965	ABCD2	16.9519
ABCD3	1562.6273	ABCD3	1632.5998
ABCD4	369.6538	ABCD4	545.0693
ABCE1	1325.8656	ABCE1	1007.3350
ABCF1	1800.4073	ABCF1	1227.7099
ABCF2	1230.6517	ABCF2	784.3521
ABCF3	1100.8147	ABCF3	801.3040
ABCG1	877.2912	ABCG1	2738.3863
ABCG2	291.2424	ABCG2	956.4792
ABHD10	470.4684	ABHD10	447.9218
ABHD11	825.3564	ABHD11	168.2152
ABHD12	1127.2912	ABHD12	964.3032
ABHD13	465.8859	ABHD13	752.4042
ABHD14A	320.7739	ABHD14A	288.8346
ABHD14B	1410.8961	ABHD14B	1465.0367
ABHD15	407.8411	ABHD15	322.0864
ABHD2	7661.9145	ABHD2	8211.2469
ABHD3	324.8473	ABHD3	394.4580
ABHD4	1030.5499	ABHD4	889.3236
ABHD5	794.8065	ABHD5	1139.6903
ABHD6	201.6293	ABHD6	427.0579
ABHD8	237.7800	ABHD8	224.2869
ABI1	1562.0468	ABI1	1453.9527
ABI2	1200.6110	ABI2	1756.4792
ABI3BP	1013.7475	ABI3BP	6179.6251
ABI3	434.8269	ABI3	302.5265
ABL1	1768.3299	ABL1	1741.4833
ABL2	1046.8432	ABL2	795.4360
ABLIM1	2513.7475	ABLIM1	7643.3578
ABLIM2	140.5295	ABLIM2	74.9796
ABLIM3	456.7210	ABLIM3	1215.3219
ABO	109.9796	ABO	121.2714
ABP1	693.4827	ABP1	11.0839
ABR	2287.1690	ABR	3033.0888
ABT1	671.5886	ABT1	547.0253
ABTB1	521.3849	ABTB1	666.9927
ABTB2	130.8554	ABTB2	86.7156
ACAA1	945.0102	ACAA1	1118.1744
ACAA2	880.8554	ACAA2	1517.8484
ACACA	1703.6660	ACACA	2775.5501
ACACB	239.8167	ACACB	1096.0065
ACAD10	247.9633	ACAD10	374.2461
ACAD11	207.2301	ACAD11	373.5941
ACAD8	668.5336	ACAD8	502.0375
ACAD9	584.0071	ACAD9	608.9650
ACADL	45.8248	ACADL	634.3928
ACADM	722.5051	ACADM	999.5110
ACADSB	804.9898	ACADSB	1195.7620
ACADS	325.3564	ACADS	427.7099
ACADVL	2301.4155	ACADVL	3167.9870
ACAN	71.2831	ACAN	14.9959
ACAP1	381.8737	ACAP1	113.4474
ACAP2	1309.0631	ACAP2	1781.2551
ACAP3	582.5153	ACAP3	292.0945
ACAT1	766.2933	ACAT1	1461.7767
ACAT2	298.4165	ACAT2	536.5216
ACBD3	2584.5214	ACBD3	1621.5159
ACBD4	198.0652	ACBD4	178.6471
ACBD5	1157.8411	ACBD5	1017.1149
ACBD6	569.2464	ACBD6	272.5346
