gene_id	TCGA-38-4626-01A-01R-1206-07	gene_id	TCGA-38-4626-11A-01R-1758-07
?|100133144	15.9742	removed	removed
?|100134869	12.3047	?|100134869	9.1110
?|10357	78.7874	?|10357	129.6157
?|10431	769.8660	?|10431	835.5713
?|155060	131.6668	?|155060	65.6781
removed	removed	?|390284	8.7571
?|57714	737.2886	?|57714	225.1299
?|645851	14.0264	removed	removed
?|653553	146.1456	?|653553	261.2528
?|8225	693.8522	?|8225	853.4503
?|90288	12.4427	?|90288	148.8703
A1BG	121.9456	A1BG	243.9686
A2LD1	97.6302	A2LD1	59.8984
A2M	78133.0513	A2M	33512.8328
A4GALT	340.0260	A4GALT	556.0745
AAAS	601.0972	AAAS	530.1681
AACS	756.7445	AACS	591.4677
AADACL2	5.8820	removed	removed
AADAC	22.6232	AADAC	50.7181
AADAT	134.3815	AADAT	75.1649
AAGAB	916.2378	AAGAB	772.4473
AAK1	1025.9601	AAK1	668.0921
AAMP	1957.1291	AAMP	2112.2803
AARS2	336.3792	AARS2	233.1463
AARSD1	371.6984	AARSD1	323.6470
AARS	2729.9361	AARS	1795.2011
AASDHPPT	760.8167	AASDHPPT	711.1478
AASDH	247.9498	AASDH	230.2382
AASS	4385.2723	AASS	594.3867
AATF	920.5362	AATF	834.1117
AATK	876.0590	AATK	529.8835
ABAT	472.3715	ABAT	657.5107
ABCA10	17.6461	ABCA10	36.1229
ABCA11P	74.0501	ABCA11P	69.1773
ABCA12	18.0985	removed	removed
ABCA13	81.4434	ABCA13	132.8157
ABCA1	4437.2241	ABCA1	1262.4715
ABCA2	655.6190	ABCA2	567.0208
ABCA3	46754.5953	ABCA3	11550.9516
ABCA4	103.6140	ABCA4	15.6898
ABCA5	221.2545	ABCA5	265.6314
ABCA6	133.2504	ABCA6	195.5748
ABCA7	525.5359	ABCA7	569.2101
ABCA8	410.3840	ABCA8	623.5770
ABCA9	55.2005	ABCA9	102.8957
ABCB10	447.0335	ABCB10	607.5223
removed	removed	ABCB1	37.9473
ABCB4	8.3706	removed	removed
ABCB5	36.6495	ABCB5	10.2166
ABCB6	446.1128	ABCB6	263.2414
ABCB7	429.6137	ABCB7	394.0685
ABCB8	821.4468	ABCB8	829.0034
ABCB9	155.6156	ABCB9	63.0583
ABCC10	666.7044	ABCC10	471.7876
ABCC13	21.2658	ABCC13	20.4332
ABCC1	1841.2986	ABCC1	1281.8174
ABCC2	7.6919	ABCC2	8.7571
ABCC3	1364.4025	ABCC3	1204.0983
ABCC4	735.0263	ABCC4	526.8842
ABCC5	975.9629	ABCC5	515.5730
ABCC6P1	30.0888	ABCC6P1	18.6088
ABCC6P2	82.5745	ABCC6P2	80.2732
ABCC6	774.3906	ABCC6	548.0472
ABCC8	10.8591	ABCC8	10.5815
ABCC9	514.9030	ABCC9	226.2245
ABCD1	699.7342	ABCD1	517.0325
ABCD2	7.4656	ABCD2	18.6088
ABCD3	2262.9942	ABCD3	1440.9043
ABCD4	702.6752	ABCD4	669.1868
ABCE1	1311.6905	ABCE1	1192.7871
ABCF1	1729.0877	ABCF1	1322.3189
ABCF2	1308.2970	ABCF2	912.9254
ABCF3	1056.0489	ABCF3	969.8465
ABCG1	1439.7376	ABCG1	4106.3401
ABCG2	218.9921	ABCG2	489.3018
ABCG4	13.1214	removed	removed
ABHD10	447.0335	ABHD10	714.7965
ABHD11	441.8302	ABHD11	568.8452
removed	removed	ABHD12B	56.9210
ABHD12	1852.6101	ABHD12	2285.9624
ABHD13	714.4392	ABHD13	837.3956
ABHD14A	235.7808	ABHD14A	520.4587
ABHD14B	1185.9058	ABHD14B	1838.6216
ABHD15	361.2918	ABHD15	455.7330
ABHD2	7117.4707	ABHD2	6237.2293
ABHD3	564.4477	ABHD3	679.7682
ABHD4	1154.2334	ABHD4	991.3743
ABHD5	808.5516	ABHD5	2657.0436
ABHD6	423.7317	ABHD6	550.9662
ABHD8	335.0489	ABHD8	494.7749
ABI1	1400.3620	ABI1	1832.5756
ABI2	870.0865	ABI2	735.9595
ABI3BP	806.7417	ABI3BP	1163.9617
ABI3	317.8553	ABI3	789.9615
ABL1	2654.6010	ABL1	1695.2245
ABL2	926.1920	ABL2	989.5499
removed	removed	ABLIM1	2620.1909
ABLIM2	60.1776	ABLIM2	33.2039
ABLIM3	857.6438	ABLIM3	401.7310
ABO	190.4870	ABO	86.8410
ABP1	82.8007	ABP1	36.4878
ABR	3782.1390	ABR	3669.5808
ABT1	547.2541	ABT1	927.8855
ABTB1	631.6385	ABTB1	1139.1500
ABTB2	159.7195	ABTB2	77.3542
ACAA1	1794.6949	ACAA1	1994.4247
ACAA2	2159.8326	ACAA2	2460.3742
ACACA	3860.4151	ACACA	1460.6077
ACACB	254.0580	ACACB	690.7146
ACAD10	559.9231	ACAD10	342.2558
ACAD11	350.6589	ACAD11	284.9699
ACAD8	992.9303	ACAD8	552.4257
ACAD9	900.6595	ACAD9	779.0151
ACADL	362.4229	ACADL	377.2841
ACADM	816.0172	ACADM	1187.6788
ACADSB	2369.7755	ACADSB	1070.5529
ACADS	614.8973	ACADS	941.7508
ACADVL	6388.5278	ACADVL	4957.2253
ACAN	54.7480	ACAN	42.3259
ACAP1	213.1101	ACAP1	117.4908
ACAP2	1123.2396	ACAP2	1232.5588
ACAP3	596.9119	ACAP3	384.2570
ACAT1	1558.2829	ACAT1	1964.5046
ACAT2	734.6621	ACAT2	1107.3508
ACBD3	1921.3845	ACBD3	1474.1082
ACBD4	233.4710	ACBD4	273.6587
ACBD5	813.5286	ACBD5	797.6239
ACBD6	366.7213	ACBD6	357.5807
ACBD7	11.7640	ACBD7	26.2712
ACCN2	73.0728	ACCN2	43.0556
ACCN3	11.5378	ACCN3	10.2166
ACCS	355.4098	ACCS	161.6411
ACD	216.2774	ACD	322.9173
ACE2	149.3128	ACE2	41.2312
ACER2	72.8466	ACER2	48.5288
ACER3	585.4872	ACER3	1022.0241
ACE	3449.8049	ACE	3005.5024
ACHE	329.1669	ACHE	22.6225
ACIN1	3087.8344	ACIN1	1723.6850
ACLY	4446.8073	ACLY	2739.5061
ACN9	174.6508	ACN9	209.4401
ACO1	1489.2823	ACO1	1363.9150
ACO2	2647.4589	ACO2	2740.7066
ACOT11	224.9466	ACOT11	97.4882
ACOT13	787.3876	ACOT13	941.4005
ACOT1	715.7966	ACOT1	1586.4907
ACOT2	388.8920	ACOT2	665.5380
ACOT4	134.6078	ACOT4	415.9612
ACOT7	411.2890	ACOT7	1149.0017
ACOT8	370.4112	ACOT8	462.4540
ACOT9	1005.3730	ACOT9	992.4689
ACOX1	1901.7522	ACOX1	1982.1319
ACOX2	169.6737	ACOX2	152.5191
ACOX3	494.0897	ACOX3	409.3934
ACOXL	321.9275	ACOXL	254.3202
ACP1	1427.2948	ACP1	1497.4604
ACP2	2562.9772	ACP2	1340.5628
ACP5	7723.7713	ACP5	31498.1172
ACP6	285.2780	ACP6	212.7240
ACPL2	232.3398	ACPL2	98.8820
ACPP	367.6263	ACPP	196.6694
ACRBP	56.5579	ACRBP	54.3669
ACRC	15.3837	ACRC	19.3385
ACR	5.2033	removed	removed
ACSBG1	5.2033	ACSBG1	46.3395
ACSF2	977.7728	ACSF2	1132.9470
ACSF3	363.3279	ACSF3	406.8393
ACSL1	12534.5851	ACSL1	7762.0556
ACSL3	2307.7880	ACSL3	1826.2158
ACSL4	5216.2208	ACSL4	4194.2758
ACSL5	3996.1541	ACSL5	2263.3399
ACSL6	8.3706	removed	removed
ACSM1	11.9903	ACSM1	22.9873
ACSM3	798.6403	ACSM3	263.4786
removed	removed	ACSM5	41.2312
ACSS1	1136.1348	ACSS1	1142.4339
ACSS2	4712.8556	ACSS2	2851.8886
ACSS3	751.9937	ACSS3	233.1572
ACTA2	3198.0544	ACTA2	4474.6774
ACTBL2	8.5968	removed	removed
ACTB	138724.7328	ACTB	133188.9632
removed	removed	ACTC1	11.6761
ACTG1	53289.2936	ACTG1	56435.7230
ACTG2	434.3646	ACTG2	518.8569
ACTL6A	632.9959	ACTL6A	691.8092
ACTN1	4072.3941	ACTN1	3519.9807
ACTN2	20.5871	ACTN2	81.7327
ACTN4	11490.1736	ACTN4	9005.7468
ACTR10	1056.2751	ACTR10	1351.8740
ACTR1A	3512.9235	ACTR1A	3416.3553
ACTR1B	1225.2701	ACTR1B	1913.4217
ACTR2	8157.2309	ACTR2	7756.5824
ACTR3B	78.2761	ACTR3B	105.4498
ACTR3C	67.1908	ACTR3C	57.6508
ACTR3	5556.2468	ACTR3	5757.0494
ACTR5	162.8867	ACTR5	174.4118
ACTR6	348.6228	ACTR6	551.3311
ACTR8	526.6670	ACTR8	387.5007
ACVR1B	1391.0978	ACVR1B	1360.6311
ACVR1C	82.8007	ACVR1C	41.2312
ACVR1	1085.6852	ACVR1	883.7352
ACVR2A	276.2287	ACVR2A	221.1162
ACVR2B	192.2968	ACVR2B	94.8684
ACVRL1	2714.7786	ACVRL1	4429.6223
ACY1	571.4134	ACY1	580.0142
ACY3	10.6329	ACY3	18.6088
ACYP1	43.2102	ACYP1	110.9230
removed	removed	ACYP2	257.9689
ADAD2	5.8820	removed	removed
ADAL	136.4176	ADAL	128.0723
ADAM10	2167.5245	ADAM10	1661.2908
ADAM11	7.0132	removed	removed
ADAM12	640.0090	ADAM12	26.2712
ADAM15	3546.6320	ADAM15	2651.9353
ADAM17	876.8735	ADAM17	1622.9786
ADAM19	527.1195	ADAM19	162.0060
ADAM22	7.2394	removed	removed
