gene_id	TCGA-50-5935-01A-11R-1755-07	gene_id	TCGA-50-5935-11A-01R-1858-07
?|100133144	7.8943	removed	removed
?|100134869	13.7514	?|100134869	9.1950
?|10357	84.1191	?|10357	81.1533
?|10431	856.2788	?|10431	494.5820
?|155060	77.6699	?|155060	57.2755
?|390284	5.0931	?|390284	13.1579
?|553137	27.3755	?|553137	6.1920
?|57714	588.2540	?|57714	810.3715
?|645851	14.0060	removed	removed
?|652919	6.3664	?|652919	43.4752
?|653553	773.5158	?|653553	300.3096
?|729884	385.8030	removed	removed
?|8225	824.4469	?|8225	494.5820
removed	removed	?|90288	171.8266
A1BG	38.6503	A1BG	64.8762
A2BP1	23.5556	removed	removed
A2LD1	78.8095	A2LD1	77.6316
A2M	16254.5790	A2M	72822.4381
A4GALT	187.8084	A4GALT	678.0186
AAAS	510.5841	AAAS	394.7368
AACSL	11.4595	AACSL	8.5139
AACS	654.4644	AACS	517.8019
removed	removed	AADACL2	6.9659
AADAC	21.0091	AADAC	241.4861
AADAT	87.8561	AADAT	82.8173
AAGAB	674.8369	AAGAB	705.8824
AAK1	721.9481	AAK1	1105.2632
AAMP	2637.5935	AAMP	1695.0464
AARS2	425.8666	AARS2	279.4118
AARSD1	542.4160	AARSD1	260.8359
AARS	4255.2921	AARS	2325.8514
AASDHPPT	916.1229	AASDHPPT	755.4180
AASDH	271.2080	AASDH	212.8483
AASS	474.2957	AASS	457.4303
AATF	1469.9984	AATF	912.5387
AATK	64.9371	AATK	697.3684
ABAT	586.3441	ABAT	289.4737
removed	removed	ABCA10	14.7059
ABCA11P	57.9468	ABCA11P	75.4644
ABCA12	269.2981	removed	removed
ABCA13	19.0992	ABCA13	215.1703
ABCA1	860.0987	ABCA1	1893.9241
ABCA2	806.6210	ABCA2	1130.0310
ABCA3	30289.3522	ABCA3	24503.8700
ABCA4	233.0097	ABCA4	30.1858
ABCA5	159.1596	ABCA5	229.8762
ABCA6	115.8682	ABCA6	157.1207
ABCA7	205.6343	ABCA7	369.9690
ABCA8	52.8410	ABCA8	1178.0186
ABCA9	16.5526	ABCA9	112.2291
ABCB10	930.7656	ABCB10	592.8793
ABCB1	23.5556	ABCB1	254.6440
ABCB4	29.9220	ABCB4	6.1920
ABCB6	342.8808	ABCB6	178.7926
ABCB7	513.1307	ABCB7	333.5913
ABCB8	780.5189	ABCB8	539.4737
ABCB9	185.0008	ABCB9	55.1238
ABCC10	594.6204	ABCC10	380.8050
removed	removed	ABCC13	19.3498
ABCC1	1552.1248	ABCC1	2082.8173
ABCC2	7.0030	ABCC2	6.9659
ABCC3	5468.7251	ABCC3	1003.8700
ABCC4	3092.1534	ABCC4	621.5170
ABCC5	466.6561	ABCC5	679.5666
ABCC6P1	27.3755	ABCC6P1	24.7678
ABCC6P2	257.2020	ABCC6P2	74.3034
ABCC6	550.6923	ABCC6	505.4180
ABCC8	8.2763	ABCC8	30.1858
ABCC9	367.9771	ABCC9	884.6749
ABCD1	536.6863	ABCD1	433.4365
ABCD2	10.1862	ABCD2	41.0217
ABCD3	1298.7426	ABCD3	1767.0279
ABCD4	496.5781	ABCD4	527.8638
ABCE1	1310.8388	ABCE1	1070.4334
ABCF1	2311.6346	ABCF1	1443.4985
ABCF2	1123.0304	ABCF2	973.6842
ABCF3	822.5370	ABCF3	825.8514
ABCG1	1122.3938	ABCG1	2384.6749
ABCG2	77.6699	ABCG2	871.5170
ABHD10	296.6736	ABHD10	424.9226
ABHD11	1317.8418	ABHD11	308.8235
removed	removed	ABHD12B	13.1579
ABHD12	2183.0336	ABHD12	950.4644
ABHD13	407.4487	ABHD13	657.1207
ABHD14A	278.8477	ABHD14A	340.5573
ABHD14B	1529.8424	ABHD14B	1642.4149
ABHD15	360.9741	ABHD15	458.2043
removed	removed	ABHD1	7.7399
ABHD2	3576.6354	ABHD2	10101.3932
ABHD3	493.3949	ABHD3	358.3591
ABHD4	1117.3007	ABHD4	877.7090
ABHD5	441.8272	ABHD5	964.3963
ABHD6	43.2914	ABHD6	414.0867
ABHD8	227.9166	ABHD8	311.9195
ABI1	1558.2811	ABI1	1551.0836
ABI2	995.7027	ABI2	2157.1207
ABI3BP	388.9862	ABI3BP	4052.6316
ABI3	220.2769	ABI3	571.2074
ABL1	1932.8346	ABL1	2064.2415
ABL2	1327.3914	ABL2	684.2105
ABLIM1	2332.6436	ABLIM1	9178.7926
ABLIM2	84.6729	ABLIM2	89.0093
ABLIM3	192.2648	ABLIM3	1178.0186
ABO	453.9233	ABO	192.7245
ABP1	339.9650	ABP1	21.6718
ABR	3011.9370	ABR	3052.6316
ABT1	884.2909	ABT1	523.2198
ABTB1	325.3223	ABTB1	550.3096
ABTB2	415.7250	ABTB2	119.1950
ACAA1	759.5098	ACAA1	1218.2663
ACAA2	1806.7802	ACAA2	1474.4582
ACACA	1235.0788	ACACA	2075.0774
ACACB	200.5411	ACACB	627.7090
ACAD10	423.3646	ACAD10	367.6471
ACAD11	168.7092	ACAD11	282.5077
ACAD8	1307.6556	ACAD8	446.5944
ACAD9	507.4009	ACAD9	667.9489
ACADL	7.6397	ACADL	386.9969
ACADM	553.8755	ACADM	943.4985
ACADSB	992.5195	ACADSB	947.3684
ACADS	776.6990	ACADS	564.2415
ACADVL	4887.4741	ACADVL	3036.3777
ACAN	42.6548	ACAN	20.8978
ACAP1	213.2739	ACAP1	120.7430
ACAP2	694.5727	ACAP2	1575.0774
ACAP3	335.5722	ACAP3	312.6935
ACAT1	1596.6895	ACAT1	1013.1579
ACAT2	303.5429	ACAT2	478.0108
ACBD3	3499.6021	ACBD3	1705.1084
ACBD4	367.9771	ACBD4	198.1424
removed	removed	ACBD5	967.4923
ACBD6	898.9336	ACBD6	319.6594
ACBD7	68.7570	ACBD7	24.7678
ACCN2	70.6669	ACCN2	33.2817
ACCN3	5.0931	removed	removed
ACCS	236.8295	ACCS	113.0031
ACD	364.1572	ACD	258.5139
ACE2	686.2964	ACE2	74.3034
ACER2	57.9341	ACER2	95.2012
ACER3	305.5865	ACER3	547.2136
ACE	598.4402	ACE	3247.6780
ACHE	1379.5957	ACHE	72.7554
ACIN1	2316.7277	ACIN1	2055.7276
ACLY	3038.0392	ACLY	3249.2260
ACMSD	16.5526	removed	removed
ACN9	244.4692	ACN9	117.6471
ACO1	2884.6093	ACO1	1492.2601
ACO2	2169.6960	ACO2	2511.0681
ACOT11	61.7539	ACOT11	55.7276
ACOT13	695.2475	ACOT13	519.5743
ACOT1	443.7371	ACOT1	622.2910
ACOT2	255.2921	ACOT2	338.2353
ACOT4	54.7509	ACOT4	99.8452
ACOT7	399.8090	ACOT7	359.1331
ACOT8	423.5620	ACOT8	288.6455
ACOT9	537.3229	ACOT9	591.3313
ACOX1	2226.2104	ACOX1	1878.0573
ACOX2	299.8568	ACOX2	317.3375
ACOX3	347.6046	ACOX3	342.8793
ACOXL	96.7691	ACOXL	142.4149
ACP1	1373.2293	ACP1	1171.8266
ACP2	1134.4899	ACP2	986.0681
ACP5	3169.8233	ACP5	4502.3220
ACP6	478.1155	ACP6	180.3406
ACPL2	227.2800	ACPL2	226.0062
ACPP	98.6790	ACPP	102.9412
ACRBP	14.0060	ACRBP	47.9876
ACRC	61.1173	removed	removed
removed	removed	ACR	10.8359
removed	removed	ACSBG1	45.6656
ACSF2	1027.5346	ACSF2	843.6533
ACSF3	453.2866	ACSF3	329.7214
ACSL1	5151.0425	ACSL1	3587.4613
ACSL3	2342.8299	ACSL3	2034.0557
ACSL4	1631.0680	ACSL4	6813.4675
ACSL5	5485.9144	ACSL5	2256.9659
ACSL6	12.0961	removed	removed
ACSM1	15.2793	ACSM1	9.2879
ACSM3	1421.2574	ACSM3	243.7384
ACSM5	13.3694	ACSM5	14.7059
ACSS1	1103.2946	ACSS1	1212.8483
ACSS2	2289.3522	ACSS2	1917.1827
ACSS3	93.5859	ACSS3	404.7988
ACTA1	5.0931	ACTA1	23.9938
ACTA2	2641.1587	ACTA2	8745.8050
removed	removed	ACTBL2	17.0279
ACTB	116498.4880	ACTB	113908.6687
removed	removed	ACTC1	13.9319
ACTG1	92832.0866	ACTG1	55738.3901
ACTG2	71.3035	ACTG2	1273.9938
ACTL6A	807.8943	ACTL6A	552.6316
ACTN1	1829.0625	ACTN1	4731.4241
ACTN2	5.0931	ACTN2	65.0155
ACTN4	11572.8346	ACTN4	15523.1656
ACTR10	2049.3395	ACTR10	988.3901
ACTR1A	2603.2150	ACTR1A	3032.5077
ACTR1B	1157.4089	ACTR1B	1356.0372
ACTR2	6517.2688	ACTR2	7783.2817
ACTR3B	90.4027	ACTR3B	77.3994
ACTR3C	38.1983	ACTR3C	31.7337
ACTR3	3975.8077	ACTR3	3868.4211
ACTR5	304.9499	ACTR5	135.4489
ACTR6	485.7552	ACTR6	332.0433
ACTR8	242.5593	ACTR8	445.0464
ACVR1B	2726.7229	ACVR1B	1050.3096
ACVR1C	47.7479	ACVR1C	10.0619
ACVR1	1331.8478	ACVR1	928.0186
ACVR2A	197.9946	ACVR2A	306.5015
ACVR2B	306.8598	ACVR2B	308.0495
ACVRL1	540.5061	ACVRL1	4143.1889
ACY1	382.6198	ACY1	345.2012
ACY3	71.9402	ACY3	15.4799
ACYP1	39.4716	ACYP1	39.4737
ACYP2	59.8440	ACYP2	123.0650
ADAL	77.6699	ADAL	128.4830
ADAM10	1280.2801	ADAM10	2639.3189
ADAM11	8.2763	removed	removed
ADAM12	208.1808	ADAM12	48.7616
ADAM15	5924.6602	ADAM15	2570.6966
ADAM17	529.6833	ADAM17	1109.1331
ADAM19	413.1784	ADAM19	332.0433
ADAM22	11.4595	ADAM22	10.8359
removed	removed	ADAM23	34.0557
ADAM28	324.6857	ADAM28	143.9628
ADAM33	16.5526	ADAM33	143.5372
ADAM6	34803.1004	ADAM6	1297.6471
ADAM8	811.7141	ADAM8	177.2446
ADAM9	3793.7291	ADAM9	3905.5728
ADAMDEC1	160.4329	ADAMDEC1	13.9319
ADAMTS10	92.3126	ADAMTS10	104.4892
ADAMTS12	87.8561	ADAMTS12	68.1115
ADAMTS13	29.9220	ADAMTS13	23.9938
ADAMTS14	41.3815	ADAMTS14	13.9319
ADAMTS15	7.6397	ADAMTS15	78.9474
ADAMTS16	36.2884	ADAMTS16	57.2755
ADAMTS17	19.7358	ADAMTS17	35.6037
ADAMTS18	12.7328	ADAMTS18	9.2879
ADAMTS1	367.9771	ADAMTS1	2009.2879
ADAMTS2	159.1596	ADAMTS2	236.8421
ADAMTS3	56.6608	ADAMTS3	42.5697
ADAMTS4	119.0514	ADAMTS4	79.7214
ADAMTS5	42.6548	ADAMTS5	242.2601
ADAMTS6	12.0961	ADAMTS6	37.9257
ADAMTS7	150.2467	ADAMTS7	360.6811
ADAMTS8	70.0302	ADAMTS8	568.1115
ADAMTS9	245.1058	ADAMTS9	841.3313
ADAMTSL1	113.9583	ADAMTSL1	565.0155
ADAMTSL2	646.8248	ADAMTSL2	690.4025
ADAMTSL3	104.4087	ADAMTSL3	884.6749
ADAMTSL4	598.4402	ADAMTSL4	2060.3715
ADAMTSL5	25.4655	ADAMTSL5	22.4458
ADAP1	303.7212	ADAP1	334.5666
ADAP2	173.8023	ADAP2	208.9783
ADARB1	278.2110	ADARB1	1247.6780
removed	removed	ADARB2	13.9319
ADAR	16848.0025	ADAR	8077.3994
ADAT1	235.5563	ADAT1	277.0898
ADAT2	47.1113	ADAT2	75.8514
ADAT3	34.3785	ADAT3	32.5077
ADA	119.0514	ADA	72.7554
ADCK1	143.2437	ADCK1	89.0093
ADCK2	830.8133	ADCK2	544.1176
ADCK4	641.0950	ADCK4	486.8421
ADCK5	103.7721	ADCK5	54.9536
ADCY1	208.1808	ADCY1	108.3591
ADCY2	7.0030	ADCY2	33.2817
ADCY3	363.6416	ADCY3	1129.3266
ADCY4	100.5889	ADCY4	485.2941
ADCY5	71.9402	ADCY5	108.3591
ADCY6	870.2849	ADCY6	1462.8483
ADCY7	2085.6279	ADCY7	1369.1950
removed	removed	ADCY8	78.1734
ADCY9	1324.8448	ADCY9	2709.7523
ADCYAP1	7.6397	removed	removed
ADC	108.2286	ADC	58.0495
ADD1	5392.9651	ADD1	7760.8359
ADD2	28.0121	ADD2	73.5294
ADD3	1350.3104	ADD3	2146.2848
removed	removed	ADH1A	53.4056
ADH1B	656.3743	ADH1B	9944.2724
ADH1C	36.9250	ADH1C	155.5728
ADH5	2942.5434	ADH5	2850.6192
removed	removed	ADH6	18.5759
removed	removed	ADH7	47.9876
ADHFE1	54.1143	ADHFE1	78.9474
ADI1	2603.2150	ADI1	1928.0186
ADIPOR1	5847.5251	ADIPOR1	3349.0712
ADIPOR2	755.6900	ADIPOR2	2741.4861
ADK	840.9995	ADK	516.2539
ADM2	75.7600	ADM2	26.3158
ADM	422.7280	ADM	237.6161
ADNP2	760.7831	ADNP2	567.3375
ADNP	2256.8837	ADNP	1863.0031
ADORA1	458.3798	ADORA1	102.1672
ADORA2A	197.9946	ADORA2A	304.1796
ADORA2B	347.6046	ADORA2B	105.2632
ADORA3	94.2225	ADORA3	65.0155
ADO	493.3949	ADO	695.8204
ADPGK	941.1173	ADPGK	1145.8746
ADPRHL1	102.4988	ADPRHL1	52.6316
ADPRHL2	612.4463	ADPRHL2	696.5944
ADPRH	204.3610	ADPRH	1000.0000
removed	removed	ADRA1A	8.5139
ADRA1B	63.6639	ADRA1B	76.6254
removed	removed	ADRA1D	81.2693
ADRA2A	2101.5438	ADRA2A	221.3622
