gene_id	TCGA-91-6829-01A-21R-1858-07	gene_id	TCGA-91-6829-11A-01R-1858-07
ABCC13	5.6789	ABCC13	34.7648
ABCC1	1624.6773	ABCC1	1658.4867
ABCC2	5.1626	removed	removed
ABCC3	2013.9391	ABCC3	2499.6592
ABCC4	810.0155	ABCC4	601.9087
ABCC5	2029.9432	ABCC5	1029.3115
ABCC6P1	14.9716	ABCC6P1	39.5365
ABCC6P2	77.4393	ABCC6P2	88.6162
ABCC6	286.0093	ABCC6	685.7532
removed	removed	ABCC8	9.5433
removed	removed	ABCC9	180.6408
ABCD1	773.3609	ABCD1	548.0573
ABCD2	8.7765	ABCD2	19.0866
ABCD3	1851.8327	ABCD3	1255.6237
ABCD4	357.2535	ABCD4	690.5249
ABCE1	1320.0826	ABCE1	903.8855
ABCF1	2690.2426	ABCF1	1449.8978
ABCF2	970.0568	ABCF2	922.9721
ABCF3	1415.0749	ABCF3	1119.2911
ABCG1	1369.1275	ABCG1	4659.8500
ABCG2	50.5937	ABCG2	735.5147
ABHD10	432.6278	ABHD10	823.4492
ABHD11	386.1642	ABHD11	547.3756
removed	removed	ABHD12B	25.9032
ABHD12	1474.4450	ABHD12	2597.1370
ABHD13	537.4290	ABHD13	476.4826
ABHD14A	207.5374	ABHD14A	422.6312
ABHD14B	990.7073	ABHD14B	1843.2175
ABHD15	329.8916	ABHD15	575.3238
ABHD1	30.4595	ABHD1	6.8166
ABHD2	6909.6541	ABHD2	10515.3374
ABHD3	513.1647	ABHD3	669.3933
ABHD4	1900.3614	ABHD4	1048.3981
ABHD5	724.8322	ABHD5	1578.0504
ABHD6	146.1022	ABHD6	393.3197
ABHD8	320.5989	ABHD8	499.6592
ABI1	1812.5039	ABI1	1735.3715
ABI2	1232.3180	ABI2	1007.4983
removed	removed	ABI3BP	1550.1022
ABI3	180.1755	ABI3	1492.1609
ABL1	2223.5416	ABL1	1423.3129
ABL2	1090.8622	ABL2	847.9891
ABLIM1	1740.3201	ABLIM1	3434.9012
ABLIM2	112.0289	ABLIM2	55.8964
ABLIM3	314.4037	ABLIM3	436.2645
ABO	8.2602	ABO	137.0143
ABP1	9.2927	ABP1	102.9312
ABR	2805.3691	ABR	5392.6380
ABT1	687.6613	ABT1	510.5658
ABTB1	382.5503	ABTB1	839.1275
ABTB2	109.4476	ABTB2	94.7512
ACAA1	554.4657	ACAA1	2100.8862
ACAA2	1235.4156	ACAA2	2184.0491
ACACA	2480.6402	ACACA	1948.8753
ACACB	211.1513	ACACB	909.3388
ACAD10	607.1244	ACAD10	513.2924
ACAD11	178.0382	ACAD11	483.9264
ACAD8	732.5761	ACAD8	882.7539
ACAD9	819.8658	ACAD9	928.4117
ACADL	22.7155	ACADL	369.4615
ACADM	1402.1683	ACADM	1210.6339
ACADSB	469.7987	ACADSB	1072.2563
ACADS	303.5622	ACADS	758.0095
ACADVL	2513.1492	ACADVL	6261.7587
removed	removed	ACAN	12.9516
ACAP1	58.8539	ACAP1	177.9141
ACAP2	1177.0780	ACAP2	1724.6080
ACAP3	378.4357	ACAP3	683.8378
ACAT1	1108.9313	ACAT1	1551.4656
ACAT2	568.1156	ACAT2	825.0988
ACBD3	2655.6531	ACBD3	1212.6789
ACBD4	99.6386	ACBD4	235.1738
ACBD5	1358.8023	ACBD5	946.1486
ACBD6	380.4853	ACBD6	244.0354
ACBD7	67.1141	ACBD7	36.1282
ACCN2	164.1714	ACCN2	26.5849
removed	removed	ACCN3	24.5399
ACCS	226.1229	ACCS	409.6796
ACD	155.9112	ACD	295.1602
ACE2	50.0774	ACE2	44.9898
ACER2	60.4027	ACER2	51.8064
ACER3	594.7341	ACER3	1597.8187
ACE	540.5266	ACE	4514.6558
ACHE	37.1709	ACHE	79.7546
ACIN1	2212.7001	ACIN1	2566.4622
ACLY	5451.7295	ACLY	3178.5958
ACN9	257.6149	ACN9	149.2843
ACO1	1799.1740	ACO1	2237.9005
ACO2	1698.2654	ACO2	3325.1261
ACOT11	90.8622	ACOT11	141.1520
ACOT13	1135.0439	ACOT13	765.5283
ACOT1	274.1353	ACOT1	1521.4724
ACOT2	237.9969	ACOT2	734.1513
ACOT4	104.8012	ACOT4	322.4267
ACOT7	241.0945	ACOT7	1324.4717
ACOT8	344.2488	ACOT8	448.2618
ACOT9	676.3036	ACOT9	948.8753
ACOX1	1632.9375	ACOX1	2453.4765
ACOX2	128.5493	ACOX2	205.1806
ACOX3	298.9158	ACOX3	436.2645
ACOXL	74.8580	ACOXL	271.3020
ACP1	1787.8162	ACP1	1201.7723
ACP2	1567.8885	ACP2	1543.9673
ACP5	2146.1022	ACP5	30000.0000
ACP6	394.9406	ACP6	314.9284
ACPL2	483.2215	ACPL2	133.6060
removed	removed	ACPP	124.7444
ACRBP	64.5328	ACRBP	76.3463
ACRC	6.1951	ACRC	18.4049
ACR	5.1626	removed	removed
removed	removed	ACSBG1	29.9932
ACSF2	1243.1595	ACSF2	1081.1179
ACSF3	355.1884	ACSF3	391.2747
ACSL1	1243.6758	ACSL1	5359.2365
ACSL3	1329.8916	ACSL3	1863.6673
ACSL4	2940.1136	ACSL4	3181.3224
ACSL5	3535.3640	ACSL5	1723.2447
ACSL6	6.7114	ACSL6	7.4983
removed	removed	ACSM1	10.2249
ACSM3	229.0552	ACSM3	350.8793
removed	removed	ACSM5	34.0832
ACSS1	705.2142	ACSS1	1319.7001
ACSS2	1237.9969	ACSS2	3792.0927
ACSS3	99.6386	ACSS3	353.7832
removed	removed	ACTA1	6.1350
ACTA2	14346.5565	ACTA2	4459.4956
ACTB	155559.6283	ACTB	188912.0654
ACTG1	57688.6939	ACTG1	65530.3340
ACTG2	310.7899	ACTG2	1047.0348
ACTL6A	2494.5792	ACTL6A	568.5072
ACTN1	7037.6871	ACTN1	4087.9346
removed	removed	ACTN2	39.5365
ACTN4	15162.1580	ACTN4	11205.7669
ACTR10	733.6087	ACTR10	1042.2631
ACTR1A	2858.5441	ACTR1A	3650.9884
ACTR1B	1417.1399	ACTR1B	1340.1500
ACTR2	9656.1693	ACTR2	9560.3272
ACTR3B	100.1549	ACTR3B	86.5712
ACTR3C	18.5854	ACTR3C	47.7164
ACTR3	6407.8472	ACTR3	6041.5815
ACTR5	291.6882	ACTR5	160.8725
ACTR6	342.7981	ACTR6	369.4615
ACTR8	503.8720	ACTR8	490.7975
ACVR1B	1369.1275	ACVR1B	1083.1629
ACVR1C	81.5694	ACVR1C	28.6299
ACVR1	969.0243	ACVR1	706.8848
ACVR2A	312.8549	ACVR2A	277.4369
ACVR2B	513.6809	ACVR2B	262.4404
ACVRL1	767.1657	ACVRL1	2809.8160
ACY1	496.1280	ACY1	548.0573
removed	removed	ACY3	15.6783
ACYP1	26.8456	ACYP1	80.4363
ACYP2	96.0248	ACYP2	177.9141
ADAL	77.4393	ADAL	116.5644
ADAM10	1711.4094	ADAM10	2920.9271
ADAM12	1558.5958	ADAM12	215.4056
ADAM15	3057.3567	ADAM15	2132.9857
ADAM17	1531.2339	ADAM17	1273.3470
ADAM19	571.5023	ADAM19	266.5303
ADAM21	6.1951	removed	removed
ADAM22	182.2406	removed	removed
ADAM23	18.0692	ADAM23	5.4533
ADAM28	1029.4269	ADAM28	145.8759
removed	removed	ADAM29	6.1350
ADAM33	50.0774	ADAM33	83.8446
ADAM6	26513.1699	ADAM6	20700.2318
ADAM8	923.5932	ADAM8	290.3885
ADAM9	7757.3567	ADAM9	2964.5535
ADAMDEC1	272.0702	ADAMDEC1	28.6299
ADAMTS10	133.7119	ADAMTS10	80.4363
removed	removed	ADAMTS12	13.6333
ADAMTS13	7.7439	ADAMTS13	47.7164
ADAMTS14	84.1507	ADAMTS14	40.2181
ADAMTS15	21.6830	ADAMTS15	35.4465
ADAMTS16	281.3629	removed	removed
ADAMTS17	38.7197	ADAMTS17	16.3599
ADAMTS19	30.9757	removed	removed
ADAMTS1	820.8570	ADAMTS1	776.4145
ADAMTS2	658.7506	ADAMTS2	87.9346
ADAMTS3	213.2163	ADAMTS3	10.2249
ADAMTS4	582.8601	ADAMTS4	12.9516
ADAMTS5	375.3227	ADAMTS5	40.8998
ADAMTS6	86.2158	ADAMTS6	12.9516
ADAMTS7	733.0924	ADAMTS7	90.6612
ADAMTS8	29.9432	ADAMTS8	473.0743
ADAMTS9	1247.2896	ADAMTS9	141.7860
removed	removed	ADAMTSL1	20.4499
ADAMTSL2	471.3474	ADAMTSL2	261.7587
ADAMTSL3	117.1915	ADAMTSL3	235.8555
ADAMTSL4	393.3918	ADAMTSL4	7392.6380
ADAMTSL5	16.0041	ADAMTSL5	49.7614
ADAP1	395.9112	ADAP1	673.4833
ADAP2	330.9241	ADAP2	663.9400
ADARB1	1232.3180	ADARB1	693.2515
removed	removed	ADARB2	5.4533
ADAR	14627.7749	ADAR	6968.6435
ADAT1	461.5385	ADAT1	256.9870
ADAT2	132.1631	ADAT2	222.2222
ADAT3	33.0408	ADAT3	46.3531
ADA	772.8446	ADA	70.2113
ADCK1	128.0330	ADCK1	348.3299
ADCK2	478.0589	ADCK2	901.1588
ADCK4	356.7372	ADCK4	681.6633
ADCK5	65.5653	ADCK5	126.1077
ADCY1	321.1151	ADCY1	43.6264
ADCY2	5.1626	ADCY2	13.6333
ADCY3	967.2277	ADCY3	1132.7607
ADCY4	79.5044	ADCY4	375.5965
ADCY5	10.3252	ADCY5	60.6680
ADCY6	897.7801	ADCY6	937.2870
ADCY7	1445.0181	ADCY7	2962.5085
ADCY9	1255.0336	ADCY9	1643.4901
ADC	112.0289	ADC	39.5365
ADD1	7121.8379	ADD1	5516.7007
ADD2	18.0692	ADD2	28.6299
ADD3	1719.6696	ADD3	1217.4506
ADH1A	6.1951	ADH1A	29.3115
ADH1B	998.4512	ADH1B	4720.5181
ADH1C	16.0041	ADH1C	205.1806
ADH5	2569.9535	ADH5	2925.0170
ADH6	6.1951	ADH6	20.4499
removed	removed	ADH7	268.5753
removed	removed	ADHFE1	120.6544
ADI1	1242.6433	ADI1	1928.4254
ADIPOR1	3394.9406	ADIPOR1	3644.8534
ADIPOR2	2105.8338	ADIPOR2	2412.4063
ADK	501.8069	ADK	706.2031
ADM2	226.1229	ADM2	32.0382
ADM	245.2246	ADM	68.1663
ADNP2	807.9504	ADNP2	526.2440
ADNP	4452.7620	ADNP	1512.6108
ADORA1	411.4610	ADORA1	154.7376
ADORA2A	102.1683	ADORA2A	279.4819
ADORA2B	57.3051	ADORA2B	194.9557
ADORA3	217.3464	ADORA3	231.0838
ADO	510.5834	ADO	698.7048
ADPGK	1294.0888	ADPGK	2609.7410
ADPRHL1	118.7403	ADPRHL1	42.2631
ADPRHL2	638.1002	ADPRHL2	1020.4499
ADPRH	340.2168	ADPRH	1387.8664
removed	removed	ADRA1A	8.8616
ADRA1B	49.0449	ADRA1B	21.8132
removed	removed	ADRA1D	22.4949
ADRA2A	71.2442	ADRA2A	143.8309
ADRA2B	7.7439	ADRA2B	20.4499
ADRA2C	11.8740	ADRA2C	17.0416
ADRB1	30.9757	ADRB1	294.4785
ADRB2	108.9313	ADRB2	404.2263
removed	removed	ADRB3	15.6783
ADRBK1	1766.1332	ADRBK1	3779.1411
ADRBK2	227.6717	ADRBK2	2129.5160
ADRM1	2074.8580	ADRM1	1805.7260
ADSL	728.4461	ADSL	805.7260
ADSSL1	99.1224	ADSSL1	96.7962
ADSS	1661.3320	ADSS	1081.1179
AEBP1	36377.3877	AEBP1	1829.5842
AEBP2	890.0361	AEBP2	518.7457
AEN	385.6479	AEN	307.4301
AES	4069.1791	AES	8250.1704
AFAP1L1	455.3433	AFAP1L1	398.7730
AFAP1L2	217.3464	AFAP1L2	115.8828
AFAP1	2650.8002	AFAP1	378.9980
AFF1	2007.7439	AFF1	1944.1036
AFF2	36.1384	AFF2	117.9277
AFF3	52.1425	AFF3	453.3061
AFF4	2767.1657	AFF4	2066.8030
AFG3L1	216.8301	AFG3L1	319.0184
AFG3L2	1654.5741	AFG3L2	1198.9775
AFMID	358.8023	AFMID	361.2815
AFTPH	1737.7388	AFTPH	1366.0532
AG2	209.6025	AG2	706.2031
AGAP11	8.7765	AGAP11	70.2113
AGAP1	298.3996	AGAP1	166.3258
AGAP2	72.9066	AGAP2	252.6176
AGAP3	685.5963	AGAP3	2415.1329
AGAP4	113.0614	AGAP4	234.4922
AGAP5	27.1709	AGAP5	46.7007
AGAP6	63.5003	AGAP6	165.6442
AGAP7	5.6789	AGAP7	10.2249
AGAP8	14.9716	AGAP8	29.3115
AGA	435.2091	AGA	423.9945
AGBL2	17.0367	AGBL2	77.7096
AGBL3	13.4228	removed	removed
removed	removed	AGBL4	10.2249
AGBL5	628.8126	AGBL5	511.2543
AGER	431.5953	AGER	30399.4547
AGFG1	1520.9086	AGFG1	2068.8480
AGFG2	277.7491	AGFG2	469.6660
AGGF1	771.2958	AGGF1	760.7362
AGK	385.1316	AGK	444.4444
AGL	1263.2938	AGL	783.9127
AGMAT	80.5369	AGMAT	5.4533
AGPAT1	2570.5472	AGPAT1	1548.8821
AGPAT2	1166.2364	AGPAT2	3223.5855
AGPAT3	1829.6335	AGPAT3	2584.8671
AGPAT4	197.2122	AGPAT4	686.4349
AGPAT5	440.8880	AGPAT5	337.4233
AGPAT6	2024.7806	AGPAT6	1579.4138
AGPAT9	65.0490	AGPAT9	128.1527
AGPHD1	37.1709	AGPHD1	21.1316
AGPS	1294.2695	AGPS	1768.9162
AGR2	5517.8110	AGR2	2681.6633
AGR3	425.9164	AGR3	1145.1943
AGRN	8326.7940	AGRN	4438.9911
removed	removed	AGRP	117.2461
AGTPBP1	384.6154	AGTPBP1	982.9584
AGTR1	18.0692	AGTR1	107.7028
AGTR2	67.1141	AGTR2	588.9571
AGTRAP	846.6701	AGTRAP	1590.3204
AGT	77.9556	AGT	33.4015
AGXT2L2	300.6298	AGXT2L2	672.4472
AHCTF1	1580.7950	AHCTF1	730.0613
AHCYL1	3418.1724	AHCYL1	3738.2413
AHCYL2	509.5509	AHCYL2	3642.8085
AHCY	3678.8849	AHCY	1912.0654
AHDC1	1338.6680	AHDC1	400.8180
AHI1	625.1936	AHI1	254.9421
removed	removed	AHNAK2	483.9809
removed	removed	AHNAK	41532.3790
AHRR	338.6680	AHRR	323.7900
AHR	8143.5209	AHR	2733.4697
AHSA1	1181.7243	AHSA1	1393.3197
AHSA2	194.1146	AHSA2	851.3974
removed	removed	AICDA	16.3599
AIDA	1678.4667	AIDA	1142.4676
AIF1L	456.8921	AIF1L	362.6449
AIF1	249.8709	AIF1	1967.2802
AIFM1	703.1492	AIFM1	862.9857
AIFM2	502.8394	AIFM2	492.8425
AIFM3	13.2370	AIFM3	36.1282
AIG1	544.1404	AIG1	468.9843
AIM1L	6.1951	AIM1L	51.8064
AIM1	880.7434	AIM1	1777.0961
AIM2	9.2927	AIM2	14.3149
AIMP1	680.3717	AIMP1	791.4860
AIMP2	730.4853	AIMP2	324.3831
AIP	842.0237	AIP	1381.7314
removed	removed	AJAP1	10.2249
AK1	682.4987	AK1	2972.7335
AK2	2154.8787	AK2	1820.0409
AK3L1	112.0289	AK3L1	23.1766
AK3	1437.7904	AK3	1408.3163
AK7	41.3010	AK7	228.3572
AKAP10	403.7171	AKAP10	454.6694
AKAP11	1383.0666	AKAP11	1412.4063
AKAP12	1388.7455	AKAP12	510.5658
AKAP13	5184.8219	AKAP13	6424.6762
removed	removed	AKAP14	89.2979
AKAP1	1439.3392	AKAP1	1602.5903
AKAP2	1159.2927	AKAP2	2005.6987
AKAP3	183.7894	AKAP3	47.7164
AKAP5	171.9153	AKAP5	355.8282
AKAP6	244.7083	AKAP6	202.4540
AKAP7	142.4884	AKAP7	234.4922
AKAP8L	463.6035	AKAP8L	567.8255
AKAP8	446.5669	AKAP8	579.4138
removed	removed	AKAP9	1710.9748
AKD1	246.2571	AKD1	167.0075
AKIRIN1	1727.4135	AKIRIN1	1116.5644
AKIRIN2	635.5188	AKIRIN2	1149.9659
AKNA	765.1007	AKNA	1198.3640
AKR1A1	1781.1048	AKR1A1	3589.6387
removed	removed	AKR1B10	10.9066
AKR1B1	717.6045	AKR1B1	2836.4008
AKR1C1	44.9148	AKR1C1	618.9502
AKR1C2	13.9391	AKR1C2	367.4165
AKR1C3	522.4574	AKR1C3	727.3347
AKR1E2	74.8580	AKR1E2	25.9032
AKR7A2	1129.5818	AKR7A2	867.0757
AKR7A3	24.7806	AKR7A3	8.8616
AKR7L	8.7765	AKR7L	5.4533
AKT1S1	712.4419	AKT1S1	800.9543
AKT1	2454.3108	AKT1	4055.2147
AKT2	1799.6902	AKT2	1743.0130
AKT3	1794.0114	AKT3	418.5412
AKTIP	447.8420	AKTIP	589.6592
ALAD	942.1786	ALAD	1627.8119
ALAS1	1802.7878	ALAS1	4866.3940
removed	removed	ALAS2	11.5883
ALB	11.8740	removed	removed
ALCAM	3468.2499	ALCAM	7916.8371
ALDH16A1	331.9566	ALDH16A1	854.1241
ALDH18A1	2665.4621	ALDH18A1	584.8671
ALDH1A1	539.4941	ALDH1A1	5270.6203
ALDH1A2	582.8601	ALDH1A2	664.6217
ALDH1A3	1273.0511	ALDH1A3	501.5746
ALDH1B1	2179.6593	ALDH1B1	459.4410
ALDH1L1	35.6221	ALDH1L1	57.2597
ALDH1L2	533.8152	ALDH1L2	88.6162
ALDH2	2478.0589	ALDH2	19590.3204
ALDH3A1	42.8498	ALDH3A1	5355.8282
ALDH3A2	3865.7718	ALDH3A2	3728.6980
ALDH3B1	1292.7207	ALDH3B1	4567.8255
removed	removed	ALDH3B2	105.6578
ALDH4A1	889.0036	ALDH4A1	420.5862
ALDH5A1	861.6417	ALDH5A1	717.7914
ALDH6A1	397.5684	ALDH6A1	344.0014
ALDH7A1	1170.8828	ALDH7A1	787.3211
ALDH8A1	8.2602	ALDH8A1	15.6783
ALDH9A1	1620.5472	ALDH9A1	2114.5194
ALDOA	12438.3067	ALDOA	23108.3845
ALDOC	439.3392	ALDOC	489.4342
ALG10B	446.5669	ALG10B	229.0389
ALG10	216.3139	ALG10	58.6230
ALG11	15.4879	ALG11	14.3149
ALG12	579.2463	ALG12	598.5003
ALG13	308.2086	ALG13	415.1329
ALG14	127.0005	ALG14	226.3122
ALG1L	160.5008	ALG1L	9.6183
ALG1	712.9272	ALG1	684.5058
ALG2	552.9169	ALG2	992.5017
ALG3	1568.4047	ALG3	773.0061
ALG5	386.6804	ALG5	607.3620
ALG6	490.4491	ALG6	199.7273
ALG8	897.2638	ALG8	511.9291
ALG9	336.6030	ALG9	563.0539
ALKBH1	151.7811	ALKBH1	238.5821
ALKBH2	211.1513	ALKBH2	126.1077
ALKBH3	83.1182	ALKBH3	374.2331
ALKBH4	243.2989	ALKBH4	210.3885
ALKBH5	1819.2566	ALKBH5	2354.0286
ALKBH6	135.2607	ALKBH6	139.7410
ALKBH7	260.1962	ALKBH7	648.9434
ALKBH8	267.4239	ALKBH8	220.1772
ALK	12.3903	ALK	5.4533
removed	removed	ALMS1	539.8773
removed	removed	ALOX12P2	9.5433
removed	removed	ALOX12	8.8616
ALOX15B	147.6510	ALOX15B	2261.7587
removed	removed	ALOX15	414.4513
ALOX5AP	585.9577	ALOX5AP	11949.5569
ALOX5	915.8493	ALOX5	12546.6939
ALOXE3	18.0692	removed	removed
ALPK1	376.8715	ALPK1	961.1452
ALPK2	114.0940	ALPK2	6.8166
ALPK3	3229.7367	ALPK3	1766.1895
ALPL	405.2659	ALPL	6515.3374
removed	removed	ALPPL2	31.3565
removed	removed	ALPP	147.9209
ALS2CL	128.0330	ALS2CL	1122.6994
ALS2CR11	37.6871	ALS2CR11	7.4983
removed	removed	ALS2CR12	31.3565
ALS2CR4	579.2463	ALS2CR4	282.8903
ALS2CR8	88.7971	ALS2CR8	192.9107
ALS2	520.3924	ALS2	530.3340
ALX3	109.4476	ALX3	10.9066
AMACR	799.1740	AMACR	359.9182
AMBP	6.1951	AMBP	12.9516
AMBRA1	958.6990	AMBRA1	912.0654
AMD1	1449.1482	AMD1	1620.3136
removed	removed	AMDHD1	12.2699
AMDHD2	257.7181	AMDHD2	323.1084
AMFR	2008.2602	AMFR	2704.8398
AMICA1	124.4192	AMICA1	5947.5119
AMIGO1	162.6226	AMIGO1	106.3395
AMIGO2	1465.6686	AMIGO2	1267.8868
AMIGO3	183.2731	AMIGO3	74.3013
AMMECR1L	625.1936	AMMECR1L	616.9052
AMMECR1	704.1817	AMMECR1	231.0838
AMN1	163.6551	AMN1	115.8828
removed	removed	AMN	34.7648
AMOTL1	2330.4078	AMOTL1	1855.4874
AMOTL2	2646.3604	AMOTL2	1869.8023
AMOT	2098.6061	AMOT	256.3054
removed	removed	AMPD1	17.0416
AMPD2	1101.7037	AMPD2	822.7676
AMPD3	573.5674	AMPD3	282.8903
removed	removed	AMPH	5.4533
AMT	21.6830	AMT	168.4867
AMY1A	834.2798	AMY1A	973.4151
AMY2A	16.5204	AMY2A	20.4499
AMY2B	114.0114	AMY2B	292.5699
AMZ1	83.6345	AMZ1	330.6067
AMZ2P1	110.4801	AMZ2P1	133.6060
AMZ2	1097.5736	AMZ2	996.5917
ANAPC10	78.4719	ANAPC10	111.7928
ANAPC11	766.1332	ANAPC11	1027.2665
ANAPC13	1252.2664	ANAPC13	963.2584
ANAPC16	1396.4894	ANAPC16	2280.8453
ANAPC1	1145.5860	ANAPC1	372.8698
ANAPC2	413.0098	ANAPC2	665.3033
ANAPC4	608.1569	ANAPC4	597.8187
ANAPC5	1797.6252	ANAPC5	1887.5256
ANAPC7	850.8002	ANAPC7	1078.3913
ANGEL1	597.8317	ANGEL1	925.0170
ANGEL2	521.9411	ANGEL2	524.1990
ANGPT1	199.2772	ANGPT1	496.2509
ANGPT2	272.0702	ANGPT2	117.9277
removed	removed	ANGPT4	153.3742
ANGPTL1	75.3743	ANGPTL1	85.8896
ANGPTL2	5541.0428	ANGPTL2	257.6687
ANGPTL4	104.8012	ANGPTL4	27.9482
ANGPTL6	11.9153	ANGPTL6	22.0927
removed	removed	ANGPTL7	6.8166
ANG	174.5018	ANG	269.2570
removed	removed	ANK1	20.4499
ANK2	199.2772	ANK2	130.8793
ANK3	731.5436	ANK3	971.3701
ANKAR	11.3578	ANKAR	32.0382
ANKDD1A	49.5612	ANKDD1A	154.0559
removed	removed	ANKFN1	11.5883
ANKFY1	2186.8869	ANKFY1	2311.5201
ANKHD1-EIF4EBP3	551.2855	ANKHD1-EIF4EBP3	1257.8868
ANKHD1	2706.4430	ANKHD1	2099.5637
ANKH	2447.5994	ANKH	1062.0314
ANKIB1	2300.9809	ANKIB1	912.7471
removed	removed	ANKK1	20.4499
ANKLE1	9.2927	ANKLE1	6.8166
ANKLE2	3910.1704	ANKLE2	1408.9980
ANKMY1	62.9840	ANKMY1	329.9250
ANKMY2	1309.2411	ANKMY2	560.3272
ANKRA2	153.3299	ANKRA2	205.1806
ANKRD10	822.7620	ANKRD10	1441.7178
ANKRD11	4262.0496	ANKRD11	2272.8357
ANKRD12	966.9592	ANKRD12	1255.6237
ANKRD13A	1516.2623	ANKRD13A	1751.8746
ANKRD13B	171.9153	ANKRD13B	36.8098
ANKRD13C	795.5601	ANKRD13C	539.1956
ANKRD13D	296.3345	ANKRD13D	871.1656
ANKRD16	127.9453	ANKRD16	79.0729
ANKRD17	2356.2210	ANKRD17	1835.7192
ANKRD19	24.7806	ANKRD19	34.0832
ANKRD1	104.2850	ANKRD1	465.5760
removed	removed	ANKRD20A3	12.9516
removed	removed	ANKRD20A4	5.4533
removed	removed	ANKRD20B	7.4983
ANKRD22	30.4595	ANKRD22	74.9830
ANKRD23	22.1993	ANKRD23	33.4015
removed	removed	ANKRD24	30.6748
ANKRD26	366.0299	ANKRD26	134.9693
ANKRD27	1067.1141	ANKRD27	898.4322
ANKRD28	1066.5978	ANKRD28	987.7301
ANKRD29	78.4719	ANKRD29	547.3756
ANKRD32	108.9313	ANKRD32	113.8378
ANKRD34A	13.9391	ANKRD34A	12.2699
removed	removed	ANKRD34B	6.1350
ANKRD35	52.1425	ANKRD35	40.2181
ANKRD36BP1	206.5049	ANKRD36BP1	130.8793
ANKRD36B	17.0367	ANKRD36B	17.0416
ANKRD36	124.9355	ANKRD36	145.8759
ANKRD37	43.0872	ANKRD37	97.0075
ANKRD39	160.0413	ANKRD39	150.6476
ANKRD40	1345.8957	ANKRD40	1378.3231
ANKRD42	195.6634	ANKRD42	313.5651
ANKRD43	20.6505	ANKRD43	11.5883
ANKRD44	87.7646	ANKRD44	252.2154
removed	removed	ANKRD45	73.6196
ANKRD46	367.9143	ANKRD46	326.5167
ANKRD49	246.2571	ANKRD49	249.4888
ANKRD50	2074.8580	ANKRD50	964.5535
ANKRD52	1628.2912	ANKRD52	856.8507
ANKRD53	28.3944	removed	removed
ANKRD54	176.5617	ANKRD54	398.7730
removed	removed	ANKRD55	12.9516
ANKRD56	137.8420	ANKRD56	53.1697
ANKRD57	568.9210	ANKRD57	728.6980
ANKRD58	19.1017	ANKRD58	206.5440
ANKRD5	422.3025	ANKRD5	96.1145
ANKRD6	500.8105	ANKRD6	412.7676
ANKRD9	54.2075	ANKRD9	86.5712
ANKS1A	1644.2953	ANKS1A	2170.4158
ANKS1B	21.1668	ANKS1B	6.8166
ANKS3	339.1843	ANKS3	197.6823
ANKS6	489.4166	ANKS6	566.4622
ANKZF1	386.6804	ANKZF1	598.5003
ANLN	886.4223	ANLN	118.6094
