gene_id	TCGA-22-4593-01A-21R-1820-07	gene_id	TCGA-22-4593-11A-01R-1820-07
?|100133144	9.0866	removed	removed
?|100134869	8.2237	?|100134869	7.1966
?|10357	186.0080	?|10357	145.7135
?|10431	614.3808	?|10431	825.9871
?|155060	98.5353	?|155060	33.4544
removed	removed	?|390284	6.2241
?|57714	471.9041	?|57714	353.4758
?|653553	703.8615	?|653553	191.3904
?|8225	392.2770	?|8225	635.8934
?|90288	10.3862	removed	removed
A1BG	94.6658	A1BG	49.4892
A2LD1	38.7324	A2LD1	105.2180
A2ML1	209.3209	removed	removed
A2M	9372.7909	A2M	138242.4240
A4GALT	703.8615	A4GALT	386.9302
AAAS	1342.7430	AAAS	558.8704
AACS	1463.9148	AACS	996.1119
AADACL2	28.2290	removed	removed
AADAC	12.7830	AADAC	337.1376
AADAT	72.7031	AADAT	154.8240
AAGAB	1161.9174	AAGAB	1003.1140
AAK1	1670.3063	AAK1	743.5180
AAMP	2686.0186	AAMP	2148.6038
AARS2	592.0053	AARS2	259.8501
AARSD1	546.4714	AARSD1	527.7500
AARS	5436.7510	AARS	3727.4450
AASDHPPT	942.4714	AASDHPPT	730.5512
AASDH	422.3702	AASDH	205.1353
AASS	395.7390	AASS	478.4760
AATF	1525.1664	AATF	1022.5642
AATK	70.3063	AATK	436.4635
ABAT	294.5406	ABAT	249.7411
removed	removed	ABCA10	6.7428
ABCA11P	72.6285	ABCA11P	60.8533
ABCA12	218.6418	removed	removed
ABCA13	993.8748	ABCA13	27.2303
ABCA17P	8.2557	removed	removed
ABCA1	1011.1718	ABCA1	1532.4148
ABCA2	1229.0280	ABCA2	553.6836
ABCA3	125.9654	ABCA3	33310.7494
ABCA4	10.1198	ABCA4	52.9047
ABCA5	228.2290	ABCA5	153.2679
ABCA6	90.8123	ABCA6	163.9007
ABCA7	362.4501	ABCA7	278.0088
removed	removed	ABCA8	741.4434
ABCA9	54.5939	ABCA9	114.8861
ABCB10	330.4927	ABCB10	481.0694
ABCB1	16.2450	ABCB1	131.7430
ABCB4	29.0280	ABCB4	8.8174
ABCB6	498.9348	ABCB6	542.0342
ABCB7	287.8828	ABCB7	420.6440
ABCB8	697.2037	ABCB8	802.3875
ABCB9	357.9920	ABCB9	189.4220
ABCC10	698.0027	ABCC10	527.7500
ABCC11	7.1904	removed	removed
removed	removed	ABCC13	43.5685
ABCC1	5997.0706	ABCC1	1492.2228
ABCC2	26.3648	removed	removed
ABCC3	342.2104	ABCC3	1197.6164
ABCC4	768.5752	ABCC4	1122.1495
ABCC5	2404.7936	ABCC5	402.2311
removed	removed	ABCC6P1	19.1909
ABCC6P2	15.9787	ABCC6P2	68.4649
ABCC6	28.4953	ABCC6	448.6523
removed	removed	ABCC8	29.8237
ABCC9	240.2130	ABCC9	594.6588
ABCD1	196.2716	ABCD1	490.4055
removed	removed	ABCD2	22.5623
ABCD3	709.9867	ABCD3	1970.1802
ABCD4	398.1358	ABCD4	634.0780
ABCE1	2952.0639	ABCE1	1430.7600
ABCF1	2086.5513	ABCF1	1577.2852
ABCF2	2535.2863	ABCF2	1502.0776
