gene_id	TCGA-44-2655-01A-01R-0946-07	gene_id	TCGA-44-2655-11A-01R-1758-07
?|100133144	13.7330	?|100133144	5.3467
?|100134869	5.9485	?|100134869	8.2126
?|10357	151.5862	?|10357	107.5162
?|10431	1260.1321	?|10431	433.5901
?|155060	50.4985	?|155060	68.1048
?|57714	201.9940	?|57714	402.7735
?|645851	6.9921	removed	removed
removed	removed	?|652919	80.7396
?|653553	452.6738	?|653553	258.5516
?|729884	76.3952	removed	removed
?|8225	693.7719	?|8225	621.2635
?|90288	16.5739	?|90288	108.7827
A1BG	104.7520	A1BG	86.1017
A2LD1	128.7349	A2LD1	57.1125
A2M	24295.8436	A2M	133594.6379
A4GALT	178.9460	A4GALT	690.2928
AAAS	506.2799	AAAS	550.6934
AACS	905.0887	AACS	488.7519
AADAC	209.5041	AADAC	313.7134
AADAT	118.8657	AADAT	99.5378
AAGAB	1677.5864	AAGAB	617.5655
AAK1	554.4478	AAK1	822.1880
AAMP	3583.0636	AAMP	2230.5085
AARS2	303.7524	AARS2	403.0632
AARSD1	744.2704	AARSD1	352.8505
AARS	3509.7760	AARS	2746.0709
AASDHPPT	1180.0647	AASDHPPT	658.8598
AASDH	374.9838	AASDH	262.2496
AASS	465.6222	AASS	355.6240
AATF	1001.1654	AATF	966.4099
AATK	372.1352	AATK	1076.8413
ABAT	494.3675	ABAT	298.6133
ABCA10	9.0638	ABCA10	35.1310
ABCA11P	81.9733	ABCA11P	66.1448
ABCA12	234.6239	removed	removed
ABCA13	58.2675	ABCA13	115.5624
ABCA1	721.9992	ABCA1	2490.2773
ABCA2	597.9542	ABCA2	1302.0031
ABCA3	7414.9942	ABCA3	13218.7982
ABCA4	188.7867	ABCA4	18.4900
ABCA5	123.2682	ABCA5	232.6656
ABCA6	84.1642	ABCA6	289.9846
ABCA7	367.9917	ABCA7	455.1618
ABCA8	193.7071	ABCA8	1733.1279
ABCA9	18.6456	ABCA9	307.5501
ABCB10	622.2970	ABCB10	457.6271
ABCB1	59.3034	ABCB1	418.4900
removed	removed	ABCB4	6.1633
ABCB6	2785.4538	ABCB6	304.4314
ABCB7	544.0891	ABCB7	339.9076
ABCB8	868.5744	ABCB8	492.7581
ABCB9	187.7276	ABCB9	66.3082
ABCC10	600.2849	ABCC10	458.8598
ABCC13	8.0280	ABCC13	13.5593
ABCC1	1510.0350	ABCC1	2106.0092
ABCC2	222.1934	removed	removed
ABCC3	8871.9410	ABCC3	618.1818
ABCC4	692.7360	ABCC4	632.6656
