gene_id	TCGA-51-4081-01A-01R-1100-07	gene_id	TCGA-51-4081-11A-01R-1758-07
?|100133144	18.2449	?|100133144	14.9346
?|100134869	17.9638	?|100134869	16.7558
?|10357	271.4675	?|10357	95.0028
?|10431	686.2620	?|10431	499.6239
?|155060	241.5335	?|155060	273.5797
?|57714	461.7678	?|57714	754.9516
?|645851	48.5623	?|645851	30.8880
removed	removed	?|652919	20.1574
?|653553	679.0202	?|653553	201.7751
?|729884	683.2801	removed	removed
?|8225	331.8424	?|8225	742.3156
removed	removed	?|90288	33.0943
A1BG	39.4547	A1BG	178.7755
A2LD1	108.4132	A2LD1	73.2407
A2ML1	1897.7636	A2ML1	18.4526
A2M	2821.6656	A2M	121664.9130
A4GALT	920.1278	A4GALT	571.8297
AAAS	814.4835	AAAS	687.3590
AACS	1010.8626	AACS	468.7359
AADACL2	83.9191	removed	removed
AADAC	491.5868	AADAC	17.6503
AADAT	224.9201	AADAT	95.2715
AAGAB	1789.9894	AAGAB	651.8578
AAK1	1325.6656	AAK1	1200.4212
AAMP	1658.7859	AAMP	2089.5552
AARS2	302.0192	AARS2	513.2548
removed	removed	AARSD1	367.2467
AARS	2809.7977	AARS	2436.3436
AASDHPPT	1240.0256	AASDHPPT	545.5388
AASDH	284.1321	AASDH	235.4711
AASS	350.5857	AASS	946.6981
AATF	1463.6848	AATF	1016.2964
AATK	97.5506	AATK	663.2904
ABAT	152.5027	ABAT	336.5592
ABCA10	26.4111	ABCA10	94.4692
ABCA11P	69.3674	ABCA11P	63.2683
ABCA12	712.2471	ABCA12	8.4240
ABCA13	1630.6709	ABCA13	145.6150
removed	removed	ABCA17P	5.8166
ABCA1	2317.3291	ABCA1	1337.9812
ABCA2	1712.4601	ABCA2	1422.0529
ABCA3	268.7966	ABCA3	25542.9975
ABCA4	253.8871	ABCA4	37.9080
ABCA5	598.5091	ABCA5	337.1609
ABCA6	25.9851	ABCA6	497.4176
ABCA7	551.6507	ABCA7	931.8558
removed	removed	ABCA8	855.6386
ABCA9	20.0213	ABCA9	369.4529
ABCB10	557.6145	ABCB10	430.4267
ABCB1	22.1512	ABCB1	288.4220
ABCB4	14.4835	ABCB4	11.0314
ABCB5	12.7796	ABCB5	16.6474
ABCB6	1627.5911	ABCB6	341.7139
ABCB7	515.4420	ABCB7	355.0118
ABCB8	599.3610	ABCB8	727.2727
removed	removed	ABCB9	173.4704
ABCC10	599.3610	ABCC10	636.0126
removed	removed	ABCC13	12.6360
ABCC1	25917.7849	ABCC1	1978.8397
ABCC2	23.0032	ABCC2	14.8423
ABCC3	5730.3514	ABCC3	1721.3057
ABCC4	457.0820	ABCC4	928.0449
ABCC5	8538.8711	ABCC5	969.9644
removed	removed	ABCC6P1	13.0372
ABCC6P2	11.5016	ABCC6P2	48.1372
ABCC6	50.6922	ABCC6	718.2470
ABCC8	17.0394	removed	removed
ABCC9	209.1587	ABCC9	758.3613
ABCD1	371.8850	ABCD1	685.3533
removed	removed	ABCD2	44.1258
ABCD3	739.9361	ABCD3	1079.0754
ABCD4	494.1427	ABCD4	780.2236
ABCE1	1871.7785	ABCE1	1043.9753
ABCF1	1543.7700	ABCF1	1791.5058
ABCF2	1803.6209	ABCF2	1060.2216
ABCF3	1699.6805	ABCF3	1073.2588
ABCG1	1206.8158	ABCG1	1730.3314
ABCG2	344.6219	ABCG2	228.0499
ABCG4	73.2694	ABCG4	9.4269
ABHD10	1231.9489	ABHD10	406.3581
ABHD11	726.7306	ABHD11	298.8517
ABHD12B	49.4143	removed	removed
ABHD12	1165.0692	ABHD12	1809.1561
ABHD13	735.6763	ABHD13	513.2628
ABHD14A	107.7742	ABHD14A	417.0406
ABHD14B	371.4590	ABHD14B	1725.7183
ABHD15	571.6720	ABHD15	489.3948
ABHD1	22.5772	ABHD1	6.4183
ABHD2	17370.3940	ABHD2	7095.0208
ABHD3	933.7593	ABHD3	427.8193
ABHD4	4842.5985	ABHD4	1092.1125
ABHD5	598.5091	ABHD5	1561.0490
ABHD6	199.7870	ABHD6	330.9432
ABHD8	253.4611	ABHD8	398.7364
ABI1	1976.6006	ABI1	1412.5157
ABI2	998.0831	ABI2	1028.9325
