gene_id	TCGA-44-6147-01A-11R-1755-07	gene_id	TCGA-44-6147-11A-01R-1858-07
?|100133144	13.8415	?|100133144	15.5789
?|100134869	7.4699	?|100134869	19.8140
?|10357	72.9508	?|10357	89.5561
?|10431	734.9727	?|10431	657.4685
?|155060	214.7541	?|155060	104.9790
?|390284	10.3825	?|390284	7.1986
?|553137	5.4645	removed	removed
?|57714	765.5738	?|57714	572.8854
?|645851	9.8361	?|645851	5.3989
removed	removed	?|652919	6.5987
?|653553	813.6612	?|653553	304.7391
?|729884	98.9071	removed	removed
?|8225	524.5902	?|8225	665.8668
?|90288	309.2896	?|90288	23.9952
A1BG	207.7978	A1BG	76.8026
A2LD1	82.9180	A2LD1	36.1668
A2M	50838.6721	A2M	84438.4343
A4GALT	416.9399	A4GALT	527.2945
AAAS	522.9508	AAAS	356.3287
AACS	622.4044	AACS	405.5189
AADAC	87.4317	AADAC	363.5273
AADAT	61.7486	AADAT	60.5879
AAGAB	751.3661	AAGAB	745.6509
AAK1	865.5738	AAK1	1131.9736
AAMP	1921.3115	AAMP	1568.0864
AARS2	475.9454	AARS2	186.5627
AARSD1	392.3497	AARSD1	227.3545
AARS	4131.1475	AARS	1691.0618
AASDHPPT	882.5137	AASDHPPT	529.6941
AASDH	195.6284	AASDH	107.3785
AASS	521.3115	AASS	1745.0510
AATF	1054.0984	AATF	1043.1914
AATK	72.6776	AATK	850.8518
ABAT	571.5847	ABAT	180.5639
ABCA10	25.1366	ABCA10	43.7912
ABCA11P	83.2404	ABCA11P	72.8014
ABCA12	37.7049	removed	removed
ABCA13	2495.6284	ABCA13	30.5939
ABCA1	580.8470	ABCA1	1064.7870
ABCA2	1468.3060	ABCA2	766.6467
ABCA3	4488.5246	ABCA3	25920.8158
ABCA4	708.7432	ABCA4	20.3959
ABCA5	400.0000	ABCA5	254.3491
ABCA6	190.7104	ABCA6	292.1416
ABCA7	599.4536	ABCA7	365.3269
ABCA8	446.9945	ABCA8	1020.3959
ABCA9	66.6667	ABCA9	295.7409
ABCB10	715.3005	ABCB10	449.3101
ABCB11	10.3825	removed	removed
ABCB1	121.8579	ABCB1	84.5831
ABCB4	20.7650	removed	removed
ABCB6	460.8689	ABCB6	123.0714
ABCB7	402.1858	ABCB7	289.7421
ABCB8	709.8361	ABCB8	428.9142
ABCB9	143.0273	ABCB9	28.6383
ABCC10	671.0383	ABCC10	176.3647
removed	removed	ABCC13	31.7936
ABCC1	1889.0710	ABCC1	1814.6371
ABCC2	18.0328	removed	removed
ABCC3	3986.8852	ABCC3	640.0720
ABCC4	804.9180	ABCC4	752.2496
ABCC5	1995.6284	ABCC5	313.1374
ABCC6P1	20.7650	ABCC6P1	17.3965
ABCC6P2	85.2459	ABCC6P2	47.3905
ABCC6	278.1421	ABCC6	403.7193
ABCC8	7.1038	ABCC8	11.3977
ABCC9	543.7158	ABCC9	832.0336
ABCD1	300.0000	ABCD1	346.1308
ABCD2	54.6448	ABCD2	8.9982
ABCD3	2021.3115	ABCD3	1182.3635
ABCD4	600.0000	ABCD4	428.3143
ABCE1	1154.0984	ABCE1	1965.8068
ABCF1	2033.3333	ABCF1	2272.3455
ABCF2	1289.6175	ABCF2	1254.3491
ABCF3	1066.1202	ABCF3	601.6797
ABCG1	573.7705	ABCG1	1978.4043
ABCG2	122.9508	ABCG2	373.1254
ABCG4	7.6503	removed	removed
ABHD10	504.9180	ABHD10	167.9664
ABHD11	1310.3825	ABHD11	304.1392
ABHD12B	38.7978	removed	removed
ABHD12	1543.7158	ABHD12	822.4355
ABHD13	487.4317	ABHD13	782.8434
ABHD14A	303.8251	ABHD14A	194.5591
ABHD14B	1340.9836	ABHD14B	1356.3287
ABHD15	426.7760	ABHD15	228.5543
ABHD1	9.8361	removed	removed
ABHD2	6230.0546	ABHD2	12229.7540
ABHD3	378.1421	ABHD3	305.3389
