gene_id	TCGA-38-4627-01A-01R-1206-07	gene_id	TCGA-38-4627-11A-01R-1758-07
?|100134869	8.5443	?|100134869	7.5432
?|10357	104.7355	?|10357	144.8024
?|10431	774.1700	?|10431	900.8730
?|155060	42.6852	?|155060	18.3192
removed	removed	?|390284	6.4656
removed	removed	?|553137	6.4656
?|57714	365.9248	?|57714	221.9854
?|652919	14.5932	?|652919	8.6208
?|653553	549.7993	?|653553	434.2725
?|729884	848.2306	removed	removed
?|8225	534.1116	?|8225	657.3356
?|90288	14.9580	?|90288	11.3148
A1BG	209.7811	A1BG	368.0002
A2BP1	13.4987	removed	removed
A2LD1	111.0799	A2LD1	110.6102
A2M	55115.0967	A2M	109322.1173
A4GALT	448.0117	A4GALT	422.4189
AAAS	518.0591	AAAS	544.7264
removed	removed	AACSL	5.9268
AACS	994.5275	AACS	502.1613
removed	removed	AADAC	308.7322
AADAT	65.3046	AADAT	96.4451
AAGAB	1025.1733	AAGAB	851.3034
AAK1	436.3371	AAK1	401.4057
AAMP	2684.4217	AAMP	1953.1487
AARS2	254.6516	AARS2	180.4979
AARSD1	510.7625	AARSD1	419.1861
AARS	4795.3302	AARS	1915.4327
AASDHPPT	961.3280	AASDHPPT	808.1995
AASDH	204.3050	AASDH	200.4335
AASS	163.8088	AASS	232.2226
AATF	912.8055	AATF	732.7675
AATK	31.0106	AATK	400.3281
ABAT	186.7931	ABAT	134.1611
ABCA10	5.1076	ABCA10	15.0864
ABCA11P	63.3966	ABCA11P	82.8189
ABCA12	85.3703	removed	removed
ABCA13	204.3050	ABCA13	35.5608
ABCA17P	7.2966	removed	removed
ABCA1	901.1237	ABCA1	496.2345
ABCA2	789.8577	ABCA2	570.0500
ABCA3	861.3645	ABCA3	12297.5629
ABCA4	695.7315	ABCA4	49.5696
ABCA5	117.4754	ABCA5	130.9283
ABCA6	230.2080	ABCA6	213.3647
ABCA7	360.8172	ABCA7	362.6122
ABCA8	390.7333	ABCA8	1310.8995
ABCA9	64.5750	ABCA9	14.5476
ABCB10	463.6994	ABCB10	530.1788
ABCB1	153.2287	ABCB1	82.9751
ABCB4	57.2784	removed	removed
ABCB6	741.6782	ABCB6	423.0008
ABCB7	410.0693	ABCB7	379.8537
ABCB8	644.2904	ABCB8	844.2990
ABCB9	105.2536	ABCB9	81.1809
ABCC10	443.6337	ABCC10	278.5594
ABCC11	9.1208	removed	removed
removed	removed	ABCC13	7.5432
ABCC1	1339.6571	ABCC1	793.1131
ABCC3	2021.5250	ABCC3	817.3590
ABCC4	749.3615	ABCC4	574.3604
ABCC5	478.2926	ABCC5	298.4950
