gene_id	TCGA-49-6742-01A-11R-1858-07	gene_id	TCGA-49-6742-11A-01R-1858-07
removed	removed	?|100133144	13.9563
?|100134869	5.2498	?|100134869	22.2155
?|10357	206.7040	?|10357	86.4868
?|10431	911.2603	?|10431	723.4363
?|155060	20.8799	?|155060	44.0090
?|340602	101.4169	removed	removed
?|390284	29.0828	?|390284	9.6458
?|553137	6.7114	?|553137	6.6315
?|57714	450.4101	?|57714	473.2479
?|645851	9.6943	removed	removed
?|653553	167.7852	?|653553	325.5463
?|729884	15.6600	removed	removed
?|8225	907.5317	?|8225	541.9744
?|90288	21.6257	?|90288	303.8433
A1BG	38.0313	A1BG	72.5908
A1CF	64.1312	removed	removed
A2LD1	190.1044	A2LD1	98.9661
A2ML1	7.4571	removed	removed
A2M	18082.4161	A2M	63109.7151
A4GALT	668.1581	A4GALT	296.6089
removed	removed	A4GNT	10.2487
AAAS	1123.0425	AAAS	569.7061
removed	removed	AACSL	6.0286
AACS	833.7062	AACS	683.0445
AADAC	19.3885	AADAC	82.5923
AADAT	131.2453	AADAT	123.5870
AAGAB	1438.4787	AAGAB	835.5690
AAK1	475.0186	AAK1	808.4401
AAMP	3297.5391	AAMP	1883.3459
AARS2	389.2617	AARS2	260.3888
AARSD1	827.7405	AARSD1	331.5750
AARS	2383.2960	AARS	2321.6277
AASDHPPT	952.2744	AASDHPPT	783.7227
AASDH	143.1767	AASDH	223.0595
AASS	351.9761	AASS	451.5448
AATF	1645.0410	AATF	1086.9631
AATK	185.0783	AATK	691.8342
ABAT	78.2998	ABAT	895.8553
removed	removed	ABCA10	10.2487
ABCA11P	39.9254	ABCA11P	86.4024
ABCA12	9.6943	ABCA12	14.4687
ABCA13	133.4825	ABCA13	429.2389
ABCA1	920.9545	ABCA1	1294.3120
ABCA2	610.7383	ABCA2	827.7317
ABCA3	8132.7368	ABCA3	26750.2638
removed	removed	ABCA4	58.4778
ABCA5	119.3139	ABCA5	298.4175
ABCA6	10.4400	ABCA6	71.7408
ABCA7	478.0015	ABCA7	523.8885
ABCA8	27.5913	ABCA8	653.5041
ABCA9	7.4571	ABCA9	44.6119
ABCB10	490.6786	ABCB10	387.6413
ABCB1	23.1171	ABCB1	456.9706
removed	removed	ABCB4	13.8659
ABCB6	2483.5869	ABCB6	235.4424
ABCB7	404.9217	ABCB7	461.7935
ABCB8	568.2327	ABCB8	704.1447
ABCB9	117.0768	ABCB9	146.7551
ABCC10	600.2983	ABCC10	500.9797
ABCC13	67.1141	ABCC13	27.7317
ABCC1	2494.4072	ABCC1	1661.4921
ABCC2	1146.9053	removed	removed
ABCC3	3595.8240	ABCC3	2527.2042
ABCC4	1369.8732	ABCC4	1157.4981
ABCC5	599.5526	ABCC5	746.3451
ABCC6P1	20.8799	ABCC6P1	36.1718
ABCC6P2	46.9799	ABCC6P2	119.9699
ABCC6	179.7166	ABCC6	560.0603
removed	removed	ABCC8	12.6601
ABCC9	143.9224	ABCC9	444.3105
ABCD1	724.0865	ABCD1	359.3067
removed	removed	ABCD2	37.3775
ABCD3	2305.7420	ABCD3	1624.7174
ABCD4	654.7353	ABCD4	654.1070
ABCE1	1668.1581	ABCE1	1135.1922
ABCF1	2695.0037	ABCF1	1502.9390
ABCF2	1022.3714	ABCF2	991.7106
ABCF3	1070.8427	ABCF3	932.0271
ABCG1	1347.5019	ABCG1	2532.6300
ABCG2	120.8054	ABCG2	411.7558
ABCG5	8.2028	removed	removed
ABCG8	13.4228	removed	removed
ABHD10	484.7129	ABHD10	493.7453
ABHD11	788.9635	ABHD11	500.3768
ABHD12	2692.0209	ABHD12	1504.1447
ABHD13	906.0403	ABHD13	606.4808
ABHD14A	533.1842	ABHD14A	519.0656
ABHD14B	1872.4832	ABHD14B	1604.8229
ABHD15	619.6868	ABHD15	452.7506
ABHD1	8.2028	removed	removed
ABHD2	16633.1096	ABHD2	12080.7837
ABHD3	791.2006	ABHD3	330.9721
ABHD4	1408.6503	ABHD4	806.0286
ABHD5	466.0701	ABHD5	1078.5230
ABHD6	85.0112	ABHD6	314.0919
ABHD8	228.9336	ABHD8	414.7702
ABI1	1348.5086	ABI1	1481.3323
ABI2	829.2319	ABI2	1426.3753
ABI3BP	155.1081	ABI3BP	1347.4002
ABI3	102.9083	ABI3	406.9329
ABL1	2185.6823	ABL1	2000.9043
ABL2	901.5660	ABL2	528.1085
ABLIM1	3732.2893	ABLIM1	6348.7566
ABLIM2	26.8456	ABLIM2	71.7408
ABLIM3	185.6823	ABLIM3	760.2110
ABO	151.3796	ABO	222.4567
ABP1	927.6659	ABP1	35.5690
ABR	2947.0544	ABR	2958.2517
ABT1	1010.4400	ABT1	657.1213
ABTB1	453.3930	ABTB1	697.5132
ABTB2	153.6167	ABTB2	138.0558
ACAA1	1541.3870	ACAA1	1750.1130
