gene_id	TCGA-50-5936-01A-11R-1628-07	gene_id	TCGA-50-5936-11A-01R-1628-07
?|100133144	10.1754	?|100133144	23.3037
?|100134869	7.3684	removed	removed
?|10357	102.9167	?|10357	83.9183
?|10431	1122.8070	?|10431	366.8694
?|155060	60.6725	?|155060	89.2217
?|390284	5.8480	removed	removed
?|57714	473.6842	?|57714	924.6607
removed	removed	?|645851	5.6153
?|652919	21.3889	?|652919	12.9964
?|653553	142.5439	?|653553	228.9814
?|729884	1171.0526	removed	removed
?|8225	680.5556	?|8225	539.6974
?|90288	5.1170	?|90288	16.2221
A1BG	70.8333	A1BG	65.7557
A2LD1	157.0980	A2LD1	64.4580
A2ML1	8.7719	removed	removed
A2M	11488.9766	A2M	86389.5679
A4GALT	630.1170	A4GALT	453.5954
AAAS	1078.9474	AAAS	459.2107
AACS	713.4503	AACS	495.3985
AADAC	5.8480	AADAC	207.7679
AADAT	74.5614	AADAT	91.0934
AAGAB	1614.7661	AAGAB	583.3723
AAK1	606.7251	AAK1	1038.2156
AAMP	2229.5322	AAMP	1770.7066
AARS2	576.7544	AARS2	376.1847
AARSD1	440.0585	AARSD1	272.6564
AARS	3519.7368	AARS	2719.7005
AASDHPPT	819.4444	AASDHPPT	626.4233
AASDH	155.7018	AASDH	298.2374
AASS	388.8889	AASS	487.9114
AATF	1551.9006	AATF	889.7208
AATK	100.1462	AATK	1158.0097
ABAT	142.5439	ABAT	411.7922
removed	removed	ABCA10	31.1964
ABCA11P	71.5570	ABCA11P	62.5487
ABCA12	74.5614	removed	removed
ABCA13	315.7895	ABCA13	60.5210
ABCA1	1986.8202	ABCA1	2619.2357
ABCA2	567.9825	ABCA2	856.6526
ABCA3	2984.6491	ABCA3	24254.5625
ABCA4	49.7076	ABCA4	16.2221
ABCA5	56.2865	ABCA5	323.1945
ABCA6	115.4971	ABCA6	406.8008
ABCA7	1125.0000	ABCA7	497.2703
ABCA8	84.0643	ABCA8	1567.3062
ABCA9	46.7836	ABCA9	291.9981
ABCB10	438.5965	ABCB10	463.5782
ABCB1	10.2339	ABCB1	45.5467
ABCB4	29.2398	ABCB4	6.2393
ABCB6	166.8421	ABCB6	210.5194
ABCB7	559.9415	ABCB7	407.4247
ABCB8	514.6199	ABCB8	529.0906
ABCB9	69.8904	ABCB9	43.2257
ABCC10	603.8012	ABCC10	424.8947
ABCC11	7.3099	removed	removed
removed	removed	ABCC13	15.5982
ABCC1	4064.3275	ABCC1	1932.9278
ABCC2	3570.9064	ABCC2	8.1111
ABCC3	5839.1813	ABCC3	725.6278
ABCC4	824.5614	ABCC4	708.7818
ABCC5	296.7836	ABCC5	433.6297
ABCC6P1	54.8246	ABCC6P1	47.4185
ABCC6P2	79.6784	ABCC6P2	71.7517
ABCC6	345.7602	ABCC6	941.5068
ABCC9	279.9708	ABCC9	893.4644
ABCD1	503.6550	ABCD1	356.2627
ABCD2	16.8129	ABCD2	19.3418
ABCD3	980.2632	ABCD3	1591.0154
ABCD4	495.6140	ABCD4	574.0134
ABCE1	1440.7895	ABCE1	861.6440
ABCF1	2273.3918	ABCF1	1482.4520
