gene_id	TCGA-50-5933-01A-11R-1755-07	gene_id	TCGA-50-5933-11A-01R-1755-07
removed	removed	?|100133144	24.7876
removed	removed	?|100134869	29.7656
?|10357	81.2848	?|10357	79.8295
?|10431	1005.7277	?|10431	477.9088
?|155060	63.2726	?|155060	93.1951
removed	removed	?|390284	6.2509
?|57714	1613.9608	?|57714	805.2280
removed	removed	?|645851	6.8192
removed	removed	?|652919	6.1656
?|653553	742.9424	?|653553	204.0063
?|729884	501.5882	removed	removed
?|8225	221.4540	?|8225	537.0081
removed	removed	?|90288	182.4123
A1BG	33.5702	A1BG	65.7423
A2LD1	81.9635	A2LD1	37.5281
A2M	23954.2703	A2M	119507.7767
A4GALT	359.2249	A4GALT	592.6978
AAAS	501.5882	AAAS	421.0825
AACS	622.0102	AACS	512.5728
removed	removed	AADAC	519.9602
AADAT	10.7155	AADAT	92.6268
AAGAB	1110.3315	AAGAB	688.7342
AAK1	858.7721	AAK1	946.1571
AAMP	2330.8798	AAMP	1638.3009
AARS2	550.0580	AARS2	271.6011
AARSD1	330.1399	AARSD1	283.5630
AARS	4648.4928	AARS	2180.4234
AASDHPPT	1544.0548	AASDHPPT	534.1668
AASDH	320.4449	AASDH	152.2944
AASS	140.8325	AASS	1522.3753
AATF	1676.7231	AATF	1080.8353
AATK	52.5571	AATK	662.5941
ABAT	86.2344	ABAT	317.0905
removed	removed	ABCA10	52.8484
ABCA11P	52.2866	ABCA11P	59.2471
ABCA12	354.1223	removed	removed
removed	removed	ABCA13	134.6782
ABCA1	1856.8305	ABCA1	1945.1002
ABCA2	957.7630	ABCA2	858.6447
ABCA3	2251.7891	ABCA3	24995.0277
ABCA4	349.0197	ABCA4	14.2066
ABCA5	20.4105	ABCA5	415.9682
ABCA6	63.7828	ABCA6	583.0374
removed	removed	ABCA7	589.8565
removed	removed	ABCA8	1801.9605
ABCA9	9.6950	ABCA9	411.9903
ABCB10	355.1428	ABCB10	435.8574
ABCB1	29.0850	ABCB1	783.0658
removed	removed	ABCB4	8.5239
ABCB6	296.1207	ABCB6	149.4246
ABCB7	343.4068	ABCB7	338.1162
ABCB8	649.5644	ABCB8	481.8866
ABCB9	107.4613	ABCB9	37.1814
ABCC10	615.8870	ABCC10	269.3564
removed	removed	ABCC13	17.6161
ABCC1	2132.3876	ABCC1	1867.8790
ABCC2	7.1437	removed	removed
ABCC3	6514.5234	ABCC3	767.7227
ABCC4	239.3132	ABCC4	1066.6288
ABCC5	309.7294	ABCC5	473.3627
ABCC6P1	20.4105	ABCC6P1	19.3209
ABCC6P2	9.1847	ABCC6P2	55.6897
ABCC6	80.1112	ABCC6	537.0081
ABCC9	576.5968	ABCC9	1304.7308
ABCD1	405.1486	ABCD1	364.2563
ABCD2	8.6745	ABCD2	28.4131
ABCD3	1226.6714	ABCD3	1462.7078
ABCD4	459.7467	ABCD4	513.7093
ABCE1	3123.3177	ABCE1	1717.2894
ABCF1	2736.0284	ABCF1	2098.0253
ABCF2	1456.7999	ABCF2	1121.7502
ABCF3	897.5520	ABCF3	716.5791
ABCG1	620.4794	ABCG1	1695.6954
removed	removed	ABCG2	252.8768
ABHD10	486.7906	ABHD10	216.5080
ABHD11	463.8288	ABHD11	360.8467
ABHD12	946.5372	ABHD12	908.0835
ABHD13	408.2101	ABHD13	823.9807
ABHD14A	164.8148	ABHD14A	301.5428
ABHD14B	1525.1751	ABHD14B	1467.8221
ABHD15	375.5533	ABHD15	287.5408
ABHD2	4579.6074	ABHD2	12589.8565
ABHD3	311.2602	ABHD3	383.5772
ABHD4	780.7019	ABHD4	611.4505
ABHD5	828.6666	ABHD5	1696.8319
ABHD6	154.6096	ABHD6	226.7368
ABHD8	183.1843	ABHD8	242.0798
ABI1	1914.9647	ABI1	1672.2262
ABI2	757.2298	ABI2	1535.4454
ABI3BP	139.3017	ABI3BP	3160.1080
ABI3	267.8879	ABI3	238.6703
ABL1	1489.9670	ABL1	3496.5194
ABL2	1944.1007	ABL2	1413.2689
ABLIM1	3087.0891	ABLIM1	7105.5548
ABLIM2	21.9413	ABLIM2	61.3724
ABLIM3	526.0808	ABLIM3	831.9364
ABO	33.6773	ABO	168.7740
ABP1	82.1523	ABP1	13.6383
ABR	3896.8759	ABR	3156.1301
ABT1	793.9687	ABT1	543.2590
ABTB1	330.6502	ABTB1	1009.8025
ABTB2	396.9843	ABTB2	355.7323
ACAA1	781.2121	ACAA1	1147.8903
ACAA2	424.0283	ACAA2	1615.5704
removed	removed	ACACA	2231.5670
ACACB	101.5423	ACACB	688.7342
ACAD10	394.9433	ACAD10	368.2341
ACAD11	258.1929	ACAD11	390.3964
ACAD8	600.0689	ACAD8	240.3751
ACAD9	813.3587	ACAD9	588.7654
removed	removed	ACADL	630.2032
ACADM	860.3028	ACADM	908.0835
ACADSB	179.6125	ACADSB	1488.8478
ACADS	238.2927	ACADS	422.7873
ACADVL	2600.2934	ACADVL	4457.9173
ACAN	101.5423	ACAN	29.5497
ACAP1	162.7738	ACAP1	129.5639
ACAP2	1356.7884	ACAP2	1343.9409
ACAP3	559.7836	ACAP3	410.3708
ACAT1	1440.9817	ACAT1	1203.5801
ACAT2	404.6995	ACAT2	778.9402
ACBD3	2791.1367	ACBD3	2597.5281
ACBD4	169.4072	ACBD4	188.6632
ACBD5	929.6986	ACBD5	678.5055
ACBD6	241.8645	ACBD6	283.5630
ACBD7	65.3136	ACBD7	37.5053
ACCN2	19.9002	ACCN2	19.3209
ACCN3	14.2874	ACCN3	10.2287
ACCS	57.1494	ACCS	157.4087
ACD	321.9757	ACD	294.3600
removed	removed	ACE2	71.6011
ACER2	36.7389	ACER2	73.8741
ACER3	480.6674	ACER3	717.7156
ACE	1162.3783	ACE	4301.7474
ACHE	8.6745	ACHE	43.7562
ACIN1	1931.8544	ACIN1	2291.8028
ACLY	5442.9718	ACLY	3035.6585
ACN9	127.0554	ACN9	88.6490
ACO1	1335.3574	ACO1	1750.2486
ACO2	1684.3668	ACO2	2602.4492
ACOT11	444.9490	ACOT11	58.5310
ACOT13	551.9001	ACOT13	471.0215
ACOT1	260.3819	ACOT1	600.6535
ACOT2	236.6139	ACOT2	462.5657
ACOT4	171.4483	ACOT4	77.8520
ACOT7	687.8341	ACOT7	475.6357
ACOT8	342.9220	ACOT8	277.3689
ACOT9	682.7314	ACOT9	863.1908
ACOX1	2039.0096	ACOX1	1855.9114
ACOX2	155.6301	ACOX2	293.2235
ACOX3	339.8349	ACOX3	368.2341
removed	removed	ACOXL	311.4079
ACP1	1045.0179	ACP1	1246.7680
ACP2	1148.0910	ACP2	729.6491
ACP5	1836.9456	ACP5	5400.7672
ACP6	381.1662	ACP6	134.6782
ACPL2	230.1285	ACPL2	174.4566
removed	removed	ACPP	278.4486
ACRBP	27.0439	ACRBP	27.2766
ACRC	19.3900	ACRC	58.5310
removed	removed	ACSBG1	44.3245
ACSF2	491.8932	ACSF2	659.7528
ACSF3	203.0845	ACSF3	256.2864
ACSL1	1188.9120	ACSL1	9653.0757
ACSL3	3005.9573	ACSL3	2383.8613
ACSL4	2239.0325	ACSL4	5862.7646
ACSL5	3588.1670	ACSL5	3306.7197
ACSM3	384.6513	ACSM3	176.3319
removed	removed	ACSM5	45.4610
ACSS1	167.8764	ACSS1	1203.5801
ACSS2	568.9429	ACSS2	2069.0439
ACSS3	128.5862	ACSS3	519.9602
removed	removed	ACTA1	8.5239
ACTA2	9380.9595	ACTA2	3769.7343
ACTBL2	6.6334	removed	removed
ACTB	168251.4574	ACTB	124432.4478
removed	removed	ACTC1	6.2509
ACTG1	84507.1501	ACTG1	59000.4262
ACTG2	961.3348	ACTG2	497.2297
ACTL6A	980.2146	ACTL6A	518.2554
ACTN1	7791.2005	ACTN1	3494.2463
removed	removed	ACTN2	209.6889
ACTN4	11548.4839	ACTN4	15160.9433
ACTR10	963.8862	ACTR10	1002.9834
ACTR1A	1865.5203	ACTR1A	2690.1549
ACTR1B	655.1773	ACTR1B	1329.1661
ACTR2	9163.2968	ACTR2	7211.2516
ACTR3B	144.9146	ACTR3B	73.8741
ACTR3C	17.8592	ACTR3C	57.3945
ACTR3	7117.1435	ACTR3	4210.2571
ACTR5	193.8998	ACTR5	118.7669
ACTR6	407.1896	ACTR6	299.4744
ACTR8	527.1013	ACTR8	272.7660
