gene_id	TCGA-49-4490-01A-21R-1858-07	gene_id	TCGA-49-4490-11A-01R-1858-07
?|100133144	10.4839	?|100133144	7.5210
removed	removed	?|100134869	7.8852
?|10357	67.9397	?|10357	169.1036
?|10431	997.8470	?|10431	912.4650
?|155060	113.2641	?|155060	29.4118
?|340602	79.5657	removed	removed
?|390284	11.2328	removed	removed
?|57714	316.3905	?|57714	181.3725
?|645851	14.9771	removed	removed
?|653553	1844.9874	?|653553	329.1317
?|729884	749.7894	removed	removed
?|8225	1245.9047	?|8225	542.7171
?|90288	14.9771	?|90288	18.9076
A1BG	148.6755	A1BG	115.9594
A2LD1	90.0590	A2LD1	91.4846
A2ML1	165.6838	removed	removed
A2M	25398.0998	A2M	91974.5238
A4GALT	1935.7858	A4GALT	313.0252
AAAS	597.2105	AAAS	451.6807
AACS	536.3662	AACS	503.5014
removed	removed	AADACL2	9.1036
AADAC	12.1689	AADAC	155.4622
AADAT	30.8902	AADAT	108.5434
AAGAB	609.3794	AAGAB	1029.4118
AAK1	599.0827	AAK1	413.1653
AAMP	3744.2666	AAMP	2100.1401
AARS2	574.6326	AARS2	122.5000
AARSD1	955.7240	AARSD1	416.6667
AARS	3469.9991	AARS	1817.9272
AASDHPPT	840.5878	AASDHPPT	940.4762
AASDH	149.7707	AASDH	306.7227
AASS	351.0250	AASS	142.1569
AATF	1718.6184	AATF	638.6555
AATK	92.6706	AATK	377.4510
ABAT	246.1855	ABAT	106.4426
ABCA10	5.6164	ABCA10	14.7059
ABCA11P	41.0933	ABCA11P	142.8501
ABCA12	267.7151	removed	removed
ABCA13	234.0167	ABCA13	51.8207
ABCA17P	22.4656	removed	removed
ABCA1	519.5170	ABCA1	1161.7577
ABCA2	850.8846	ABCA2	287.8151
ABCA3	655.2467	ABCA3	6642.1569
ABCA4	1297.3884	ABCA4	11.9048
ABCA5	103.9034	ABCA5	207.9832
ABCA6	46.8033	ABCA6	412.4650
ABCA7	621.5483	ABCA7	214.9860
ABCA8	42.1230	ABCA8	1046.2185
ABCA9	28.0820	ABCA9	96.6387
ABCB10	155.3871	ABCB10	623.9496
ABCB1	30.8902	ABCB1	179.2717
ABCB4	15.9131	removed	removed
ABCB6	452.1202	ABCB6	296.8557
ABCB7	252.7380	ABCB7	483.1933
ABCB8	899.5600	ABCB8	542.7171
ABCB9	222.0256	ABCB9	52.3389
ABCC10	571.0007	ABCC10	167.3669
removed	removed	ABCC13	33.6134
removed	removed	ABCC1	567.2269
ABCC2	5.6164	removed	removed
ABCC3	4392.0247	ABCC3	378.8515
ABCC4	133.8575	ABCC4	787.1148
ABCC5	449.3120	ABCC5	241.5966
ABCC6P1	22.4656	ABCC6P1	21.7087
ABCC6P2	68.3329	ABCC6P2	112.7451
ABCC6	313.5823	ABCC6	373.2493
ABCC8	18.7213	ABCC8	5.6022
ABCC9	179.7248	ABCC9	694.6779
ABCD1	584.1056	ABCD1	221.2885
ABCD2	7.4885	ABCD2	26.6106
ABCD3	1952.6350	ABCD3	2004.9020
