gene_id	TCGA-43-6647-01A-11R-1820-07	gene_id	TCGA-43-6647-11A-01R-1820-07
removed	removed	?|100133144	14.8250
?|100134869	13.7564	?|100134869	9.8589
?|10357	103.2444	?|10357	113.1056
?|10431	587.8499	?|10431	549.8870
?|155060	113.4513	?|155060	83.5828
?|57714	1006.4589	?|57714	909.1465
?|645851	7.4885	removed	removed
?|652919	41.8646	?|652919	46.4276
?|653553	621.9227	?|653553	144.1926
?|729884	41.5614	removed	removed
?|8225	605.8223	?|8225	628.3375
removed	removed	?|90288	42.7690
A1BG	139.1070	A1BG	54.4999
A2LD1	74.0578	A2LD1	60.5511
A2ML1	1161.0971	removed	removed
A2M	9009.8212	A2M	128100.8908
A4GALT	864.1767	A4GALT	457.0172
AAAS	700.9267	AAAS	549.3982
AACSL	14.6026	removed	removed
AACS	888.5145	AACS	659.3756
removed	removed	AADAC	153.9684
AADAT	45.6801	AADAT	86.2712
AAGAB	1203.0329	AAGAB	713.8755
AAK1	2296.3587	AAK1	1097.0856
AAMP	2118.8805	AAMP	1726.1563
AARS2	1085.0510	AARS2	316.9646
AARSD1	421.2300	AARSD1	315.0241
AARS	6698.4929	AARS	2852.0804
AASDHPPT	617.4183	AASDHPPT	601.9429
AASDH	204.0625	AASDH	192.0938
AASS	769.8212	AASS	603.8981
AATF	1084.7140	AATF	1080.9556
AATK	61.7804	AATK	1035.4396
ABAT	700.5523	ABAT	262.2350
ABCA10	97.7254	ABCA10	37.1479
ABCA11P	91.7083	ABCA11P	85.6528
ABCA12	263.9708	removed	removed
removed	removed	ABCA13	35.4372
removed	removed	ABCA17P	7.8206
ABCA1	2035.0014	ABCA1	1283.0696
ABCA2	671.3470	ABCA2	1303.8431
ABCA3	381.5408	ABCA3	46705.9327
ABCA4	293.9249	ABCA4	20.7735
ABCA5	176.3550	ABCA5	242.9278
ABCA6	374.4267	ABCA6	323.0891
ABCA7	423.4766	ABCA7	636.6469
ABCA8	193.2042	ABCA8	1472.9639
ABCA9	86.4926	ABCA9	302.8044
ABCB10	341.8515	ABCB10	422.3132
ABCB1	27.3331	ABCB1	321.6228
removed	removed	ABCB4	5.3767
removed	removed	ABCB5	7.5762
ABCB6	963.5683	ABCB6	182.8362
ABCB7	327.9978	ABCB7	335.3089
ABCB8	1277.5438	ABCB8	797.4583
ABCB9	150.6356	ABCB9	71.5562
ABCC10	1073.4812	ABCC10	404.4724
removed	removed	ABCC13	19.0627
ABCC1	4958.9067	ABCC1	2120.3641
ABCC2	9.7351	ABCC2	5.3767
ABCC3	246.3727	ABCC3	717.5414
ABCC4	355.3309	ABCC4	1121.0362
ABCC5	769.0724	ABCC5	302.3156
removed	removed	ABCC6P1	55.4775
ABCC6P2	14.9771	ABCC6P2	56.4551
ABCC6	29.9541	ABCC6	695.5459
removed	removed	ABCC8	57.6770
ABCC9	652.2512	ABCC9	799.6578
ABCD1	315.6417	ABCD1	416.9365
ABCD2	20.2190	ABCD2	10.5090
ABCD3	878.0305	ABCD3	1335.1256
ABCD4	467.6589	ABCD4	550.6202
ABCE1	2986.8015	ABCE1	1129.1012
ABCF1	2972.1988	ABCF1	2022.8509
ABCF2	3228.3067	ABCF2	1217.0832
ABCF3	1809.2296	ABCF3	931.6307
ABCG1	700.9267	ABCG1	2461.2941
ABCG2	44.1823	ABCG2	355.5936
ABCG4	11.2328	removed	removed
ABHD10	357.2030	ABHD10	305.2484
ABHD11	285.6875	ABHD11	337.9972
ABHD12	626.4158	ABHD12	1065.5587
ABHD13	338.4817	ABHD13	604.3869
ABHD14A	173.9736	ABHD14A	363.2627
ABHD14B	731.6297	ABHD14B	1639.3963
ABHD15	392.0247	ABHD15	395.9186
ABHD2	6377.6093	ABHD2	10041.6692
ABHD3	540.6721	ABHD3	313.3134
ABHD4	1188.0558	ABHD4	821.4089
ABHD5	668.3516	ABHD5	1130.0788
ABHD6	128.4283	ABHD6	292.0511
ABHD8	472.1520	ABHD8	306.4703
ABI1	1530.5776	ABI1	1341.6362
ABI2	969.0162	ABI2	1615.2013
ABI3BP	582.2335	ABI3BP	3698.4175
ABI3	317.1394	ABI3	410.8267
ABL1	3562.6697	ABL1	3101.6069
ABL2	1495.8345	ABL2	1285.2691
ABLIM1	1204.1561	ABLIM1	6407.0386
ABLIM2	101.0952	ABLIM2	125.6186
