gene_id	TCGA-44-5645-01A-01R-1628-07	gene_id	TCGA-44-5645-11A-01R-1628-07
?|100133144	22.6793	removed	removed
?|100134869	22.6449	?|100134869	6.1484
?|10357	119.8107	?|10357	81.7467
?|10431	535.8577	?|10431	379.7705
?|155060	208.8353	?|155060	90.8452
removed	removed	?|390284	6.5558
?|57714	601.8359	?|57714	369.0002
?|645851	16.6380	?|645851	5.6193
?|652919	15.4045	?|652919	13.1117
?|653553	488.8124	?|653553	289.3936
?|8225	534.1365	?|8225	716.4598
?|90288	164.0849	?|90288	90.8452
A1BG	42.0711	A1BG	101.0864
A2LD1	58.3018	A2LD1	65.1042
A2M	47961.4515	A2M	70763.4231
A4GALT	148.0207	A4GALT	369.0002
removed	removed	A4GNT	5.1510
AAAS	570.2811	AAAS	634.9801
removed	removed	AACSL	5.1510
AACS	424.5554	AACS	549.7542
AADAC	358.5772	AADAC	485.6006
AADAT	78.0264	AADAT	140.4823
AAGAB	1288.5829	AAGAB	632.6387
AAK1	890.9925	AAK1	928.5882
AAMP	1861.7326	AAMP	2244.4392
AARS2	411.3540	AARS2	347.9045
AARSD1	317.2691	AARSD1	323.5776
AARS	5907.6305	AARS	2833.5284
AASDHPPT	1054.5037	AASDHPPT	592.8354
AASDH	460.1262	AASDH	250.0585
AASS	631.6695	AASS	426.1297
AATF	1102.6965	AATF	923.9054
AATK	45.3471	AATK	1444.5095
ABAT	457.2576	ABAT	204.1676
ABCA10	31.5548	ABCA10	51.9785
ABCA11P	79.7418	ABCA11P	75.4343
ABCA12	61.3884	removed	removed
ABCA13	679.2886	ABCA13	63.2170
ABCA1	1518.0264	ABCA1	2024.3362
ABCA2	1130.8090	ABCA2	1159.9157
ABCA3	6090.6483	ABCA3	17249.3561
ABCA4	765.9208	ABCA4	7.9607
ABCA5	471.6007	ABCA5	246.3123
ABCA6	238.6690	ABCA6	262.7019
ABCA7	800.9180	ABCA7	518.3798
ABCA8	466.4372	ABCA8	907.5158
ABCA9	99.2542	ABCA9	131.5851
ABCB10	593.2301	ABCB10	434.5587
ABCB1	115.8921	ABCB1	139.0775
ABCB4	30.9811	removed	removed
removed	removed	ABCB5	5.6193
ABCB6	541.8876	ABCB6	228.0403
ABCB7	648.3075	ABCB7	300.1639
ABCB8	606.4257	ABCB8	629.8291
ABCB9	79.0419	ABCB9	83.7837
ABCC10	487.6649	ABCC10	445.7972
ABCC11	5.1635	removed	removed
ABCC12	12.6219	removed	removed
removed	removed	ABCC13	29.5013
ABCC1	2198.5083	ABCC1	1805.1978
ABCC2	20.0803	ABCC2	7.0241
ABCC3	2631.6695	ABCC3	492.1564
ABCC4	1202.5244	ABCC4	962.7722
ABCC5	655.7659	ABCC5	496.3709
ABCC6P1	55.6512	ABCC6P1	67.4315
ABCC6P2	184.1652	ABCC6P2	93.1866
ABCC6	647.1601	ABCC6	740.8101
ABCC9	317.8428	ABCC9	464.5282
ABCD1	380.9524	ABCD1	471.0841
ABCD2	57.3723	ABCD2	20.6041
ABCD3	2806.0815	ABCD3	1428.2369
ABCD4	503.7292	ABCD4	752.5170
ABCE1	1196.7871	ABCE1	801.6858
ABCF1	1152.0367	ABCF1	1190.3535
ABCF2	1231.2106	ABCF2	898.6186
ABCF3	819.2771	ABCF3	1031.6085
ABCG1	913.9415	ABCG1	2171.3884
ABCG2	74.5841	ABCG2	242.5661
ABHD10	507.7453	ABHD10	485.6006
ABHD11	569.7074	ABHD11	311.4025
ABHD12	1067.1256	ABHD12	1178.1784
ABHD13	543.3161	ABHD13	494.0295
ABHD14A	379.8049	ABHD14A	396.1555
ABHD14B	1355.7085	ABHD14B	1756.4973
ABHD15	275.9610	ABHD15	241.6296
removed	removed	ABHD1	6.0876
ABHD2	11339.6443	ABHD2	5857.6446
ABHD3	344.8078	ABHD3	397.5650
ABHD4	601.2622	ABHD4	843.8305
ABHD5	519.2197	ABHD5	732.3812
ABHD6	199.6558	ABHD6	442.5193
ABHD8	313.2530	ABHD8	667.7593
ABI1	1378.0838	ABI1	1376.0009
ABI2	1017.7854	ABI2	1588.8551
ABI3BP	1234.6529	ABI3BP	3736.3615
ABI3	344.2341	ABI3	487.4737
ABL1	2119.3345	ABL1	1669.8665
ABL2	645.4389	ABL2	431.7490
ABLIM1	3149.1681	ABLIM1	5570.1241
ABLIM2	135.9725	ABLIM2	102.5521
ABLIM3	200.8032	ABLIM3	1618.8246
ABO	82.6162	ABO	61.8122
ABP1	238.0952	ABP1	28.0965
ABR	3376.9363	ABR	3149.1454
ABT1	532.9891	ABT1	607.3519
ABTB1	516.3511	ABTB1	1177.7101
ABTB2	132.5301	ABTB2	111.4493
ACAA1	1012.0482	ACAA1	1640.3653
ACAA2	1296.0413	ACAA2	1771.9504
ACACA	2076.3052	ACACA	1557.4807
ACACB	509.4664	ACACB	814.7975
ACAD10	737.2347	ACAD10	444.8607
ACAD11	368.6976	ACAD11	399.7144
ACAD8	1281.6982	ACAD8	501.5219
ACAD9	620.4475	ACAD9	755.2892
ACADL	80.3213	ACADL	377.4292
ACADM	772.8055	ACADM	816.2023
ACADSB	1352.2662	ACADSB	967.4549
ACADS	465.8635	ACADS	804.9637
ACADVL	4124.4406	ACADVL	4265.5022
ACAN	12.6219	removed	removed
ACAP1	527.8256	ACAP1	202.7628
ACAP2	1184.7390	ACAP2	1242.8003
ACAP3	527.8944	ACAP3	459.4615
ACAT1	1243.8325	ACAT1	1661.9059
ACAT2	354.0218	ACAT2	532.8916
ACBD3	1885.2553	ACBD3	1198.3142
ACBD4	218.0149	ACBD4	327.7921
ACBD5	768.7894	ACBD5	893.9358
ACBD6	386.1159	ACBD6	385.8581
ACBD7	52.2088	ACBD7	25.7551
ACCN2	14.9168	ACCN2	34.6523
ACCN3	5.1635	ACCN3	12.1751
removed	removed	ACCN4	5.1510
ACCS	188.1813	ACCS	221.9621
ACD	517.4986	ACD	365.7223
ACE2	257.0281	ACE2	37.9302
ACER2	123.9243	ACER2	44.9543
ACER3	354.5611	ACER3	445.7972
ACE	497.4182	ACE	5365.4882
ACHE	363.1670	ACHE	46.8274
ACIN1	2691.3368	ACIN1	2501.0536
ACLY	2438.8985	ACLY	2554.9052
ACN9	275.9610	ACN9	147.0382
ACO1	789.4435	ACO1	1306.0173
ACO2	2109.7017	ACO2	2630.4238
ACOT11	96.5347	ACOT11	93.3973
ACOT13	679.7189	ACOT13	649.5762
ACOT1	264.4865	ACOT1	970.7328
ACOT2	186.4601	ACOT2	425.1932
ACOT4	75.7315	ACOT4	114.7272
ACOT7	488.8124	ACOT7	480.9178
ACOT8	355.1348	ACOT8	429.5996
ACOT9	790.5909	ACOT9	692.1096
ACOX1	1634.2054	ACOX1	1600.0047
ACOX2	344.8078	ACOX2	386.3264
ACOX3	737.8084	ACOX3	383.0485
ACOXL	235.2266	ACOXL	255.2096
ACP1	1135.3987	ACP1	1124.7951
ACP2	2569.1337	ACP2	1145.3992
ACP5	1308.0895	ACP5	5231.0934
ACP6	509.4664	ACP6	351.2058
ACPL2	299.4836	ACPL2	211.6600
ACPP	150.3155	ACPP	92.2501
ACRBP	16.6380	ACRBP	48.7005
ACRC	17.7854	ACRC	16.3896
ACSBG1	12.6219	ACSBG1	27.1599
ACSF2	819.8508	ACSF2	1047.0616
ACSF3	358.0034	ACSF3	393.3505
ACSL1	1918.5313	ACSL1	3585.5771
ACSL3	1810.0975	ACSL3	1575.7434
ACSL4	2440.6196	ACSL4	2220.0890
ACSL5	4029.2599	ACSL5	2634.0435
ACSL6	21.2278	ACSL6	8.4289
ACSM1	35.5709	ACSM1	40.2716
ACSM3	836.4314	ACSM3	263.7134
ACSM5	59.6672	ACSM5	66.0267
ACSS1	1355.1348	ACSS1	1524.7015
ACSS2	1381.5261	ACSS2	2157.3402
ACSS3	59.6672	ACSS3	452.8214
ACTA2	4679.3746	ACTA2	6334.1232
ACTBL2	11.4745	removed	removed
ACTB	122818.1297	ACTB	110481.3861
ACTC1	9.1796	removed	removed
ACTG1	60692.4842	ACTG1	48193.8656
ACTG2	411.3597	ACTG2	987.5907
ACTL6A	812.9662	ACTL6A	531.0232
ACTN1	2825.5881	ACTN1	3339.2648
ACTN2	6.8847	ACTN2	73.5191
ACTN4	9822.6219	ACTN4	14528.3634
ACTR10	925.4159	ACTR10	1014.7506
ACTR1A	2093.5169	ACTR1A	3372.9806
ACTR1B	1130.2352	ACTR1B	1682.9782
ACTR2	7419.3919	ACTR2	5199.7190
ACTR3B	127.9403	ACTR3B	110.5128
ACTR3C	102.6965	ACTR3C	33.7158
ACTR3	4603.5571	ACTR3	3406.2280
ACTR5	278.2559	ACTR5	147.9747
ACTR6	468.7321	ACTR6	452.8214
ACTR8	394.7217	ACTR8	344.6500
ACVR1B	932.8744	ACVR1B	823.6947
ACVR1C	11.4745	ACVR1C	18.7310
ACVR1	1082.0425	ACVR1	814.3292
ACVR2A	351.1188	ACVR2A	364.7858
ACVR2B	293.1727	ACVR2B	280.4964
ACVRL1	406.7699	ACVRL1	7486.7712
ACY1	460.1262	ACY1	460.3184
ACY3	36.7183	removed	removed
ACYP1	46.4716	ACYP1	47.2957
ACYP2	158.3477	ACYP2	131.1168
ADAL	110.1549	ADAL	69.3046
ADAM10	1686.7470	ADAM10	1618.8246
ADAM12	99.8279	ADAM12	34.6523
ADAM15	3725.8003	ADAM15	2616.7174
ADAM17	547.9059	ADAM17	787.6376
ADAM19	876.0757	ADAM19	346.5231
ADAM22	29.8336	ADAM22	11.2386
ADAM23	17.2117	ADAM23	24.8185
ADAM28	655.1922	ADAM28	54.7881
removed	removed	ADAM29	9.3655
ADAM33	24.0964	ADAM33	94.5914
ADAM6	67200.6081	ADAM6	40600.4495
ADAM8	1499.1394	ADAM8	282.8377
ADAM9	4391.2794	ADAM9	2742.2149
ADAMDEC1	139.9885	ADAMDEC1	11.2386
ADAMTS10	110.7286	ADAMTS10	239.2882
ADAMTS12	48.1928	ADAMTS12	51.0419
ADAMTS13	42.4555	ADAMTS13	85.6942
ADAMTS14	50.4877	ADAMTS14	13.5800
ADAMTS15	29.8336	ADAMTS15	51.0419
ADAMTS16	9.1796	ADAMTS16	26.2234
ADAMTS17	44.1767	ADAMTS17	77.7336
ADAMTS18	44.1767	removed	removed
ADAMTS1	580.6081	ADAMTS1	1056.8953
ADAMTS2	63.1096	ADAMTS2	241.1613
ADAMTS3	32.1285	ADAMTS3	22.4772
ADAMTS4	44.7504	ADAMTS4	21.0723
ADAMTS5	69.9943	ADAMTS5	133.9265
ADAMTS6	41.8818	ADAMTS6	30.4378
ADAMTS7	62.5359	ADAMTS7	277.6867
ADAMTS8	388.4108	ADAMTS8	1788.3400
ADAMTS9	84.3373	ADAMTS9	211.1918
ADAMTSL1	74.0103	ADAMTSL1	95.0597
ADAMTSL2	1276.5347	ADAMTSL2	804.0272
ADAMTSL3	199.6558	ADAMTSL3	628.4243
ADAMTSL4	472.1744	ADAMTSL4	2020.1358
ADAMTSL5	8.0321	ADAMTSL5	34.1840
ADAP1	355.8979	ADAP1	501.1098
ADAP2	308.0895	ADAP2	264.5750
ADARB1	570.2811	ADARB1	2241.6296
removed	removed	ADARB2	11.2386
ADAR	9100.9753	ADAR	6956.6846
ADAT1	1132.5301	ADAT1	205.5725
ADAT2	166.9535	ADAT2	121.7513
ADAT3	27.5387	ADAT3	45.4226
ADA	67.6994	ADA	101.1473
ADCK1	162.9375	ADCK1	141.4189
ADCK2	501.4343	ADCK2	603.6057
ADCK4	624.2111	ADCK4	609.6933
ADCK5	95.2381	ADCK5	81.0115
ADCY1	66.5519	ADCY1	247.7172
ADCY2	21.2278	ADCY2	29.9696
ADCY3	519.9541	ADCY3	899.0775
ADCY4	78.6001	ADCY4	975.4156
ADCY5	83.7636	ADCY5	58.0660
ADCY6	1247.2748	ADCY6	1509.7167
ADCY7	2447.5043	ADCY7	1816.4364
removed	removed	ADCY8	145.6333
ADCY9	2905.9094	ADCY9	2251.4634
removed	removed	ADCYAP1R1	14.0482
ADC	131.9564	ADC	112.8541
ADD1	7444.6357	ADD1	8397.0967
ADD2	72.2892	ADD2	54.7881
ADD3	1475.0430	ADD3	2191.5242
ADH1A	46.2421	ADH1A	147.7687
ADH1B	4134.8250	ADH1B	11875.4390
ADH1C	253.0120	ADH1C	94.5914
