gene_id	TCGA-43-6143-01A-11R-1820-07	gene_id	TCGA-43-6143-11A-01R-1820-07
?|100133144	23.5752	?|100133144	10.8091
?|100134869	13.3096	removed	removed
?|10357	448.2458	?|10357	113.1220
?|10431	651.2610	?|10431	585.2125
?|155060	276.4137	?|155060	113.4081
removed	removed	?|390284	5.3844
?|391343	12.6653	removed	removed
removed	removed	?|553137	6.3939
?|57714	569.2701	?|57714	416.2783
?|645851	48.2169	?|645851	5.3844
?|653553	783.2463	?|653553	227.8257
?|728788	8.6657	removed	removed
?|729884	31.5520	removed	removed
?|8225	743.6951	?|8225	685.1597
A1BG	30.5411	A1BG	113.6605
A2LD1	66.1904	A2LD1	74.2234
A2ML1	447.9502	removed	removed
A2M	10939.4178	A2M	115216.8180
A4GALT	259.9711	A4GALT	762.8964
AAAS	785.4683	AAAS	583.5299
AACS	6007.1103	AACS	758.8581
AADACL2	721.6976	AADACL2	5.7209
AADAC	7.1103	AADAC	164.5595
AADAT	293.9673	AADAT	83.4576
AAGAB	768.8035	AAGAB	740.6859
AAK1	1355.4050	AAK1	1112.8797
AAMP	3828.9079	AAMP	2118.4088
AARS2	611.0277	AARS2	360.7453
AARSD1	465.2816	AARSD1	355.7042
AARS	5219.1979	AARS	3071.4403
AASDHPPT	1037.6625	AASDHPPT	586.8951
AASDH	305.5216	AASDH	234.8927
AASS	478.8357	AASS	629.6335
AATF	1672.4808	AATF	1194.9912
AATK	27.3303	AATK	483.3337
ABAT	227.3081	ABAT	409.8843
removed	removed	ABCA10	103.9854
ABCA11P	9.4323	ABCA11P	69.6467
ABCA12	141.5398	removed	removed
ABCA13	40.2178	removed	removed
ABCA17P	21.1088	removed	removed
ABCA1	1170.9743	ABCA1	1076.8584
ABCA2	665.9260	ABCA2	1244.1235
ABCA3	647.2614	ABCA3	18800.8359
removed	removed	ABCA4	73.0254
ABCA5	372.8475	ABCA5	285.7076
ABCA6	39.5512	ABCA6	382.2895
ABCA7	118.2091	ABCA7	611.7978
ABCA8	56.4382	ABCA8	2150.0419
ABCA9	17.3314	ABCA9	497.0437
ABCB10	503.9440	ABCB10	353.3486
ABCB1	37.3292	ABCB1	652.8535
removed	removed	ABCB4	34.9983
removed	removed	ABCB5	17.4992
removed	removed	ABCB6	304.4216
ABCB7	443.2841	ABCB7	354.0216
ABCB8	583.7129	ABCB8	697.9475
ABCB9	367.7925	ABCB9	170.4015
removed	removed	ABCC10	551.5603
removed	removed	ABCC13	12.1148
ABCC1	3840.2400	ABCC1	1608.5773
ABCC2	38.4402	ABCC2	10.0957
