gene_id	TCGA-91-6849-01A-11R-1949-07	gene_id	TCGA-91-6849-11A-01R-1949-07
?|100133144	20.3893	?|100133144	10.5042
?|100134869	10.7564	?|100134869	12.0103
?|10357	87.5751	?|10357	83.3424
?|10431	876.5295	?|10431	499.9767
?|155060	81.2013	?|155060	120.3360
?|390284	11.1235	?|390284	9.3163
?|553137	11.1235	removed	removed
?|57714	371.5239	?|57714	466.5932
?|645851	10.0111	?|645851	6.2109
removed	removed	?|652919	22.7629
?|653553	724.1379	?|653553	218.9339
?|729884	15.5729	removed	removed
?|8225	777.5306	?|8225	679.3162
?|90288	28.9210	?|90288	216.6048
A1BG	27.0634	A1BG	68.8167
A2LD1	106.0734	A2LD1	65.0125
A2ML1	6.6741	removed	removed
A2M	21963.2481	A2M	59204.4315
A4GALT	67.8532	A4GALT	293.4646
AAAS	738.5984	AAAS	399.0497
removed	removed	AACSL	6.2109
AACS	413.7931	AACS	527.9257
AADAC	15.5729	AADAC	371.8771
AADAT	44.4939	AADAT	144.4032
AAGAB	919.9110	AAGAB	721.2397
AAK1	1086.7631	AAK1	1062.8387
AAMP	2602.8921	AAMP	1574.4608
AARS2	430.4227	AARS2	305.0401
AARSD1	698.5539	AARSD1	274.8319
AARS	4266.9633	AARS	2158.2846
AASDHPPT	1231.3682	AASDHPPT	642.0508
AASDH	264.7386	AASDH	225.1448
AASS	604.0044	AASS	732.1088
AATF	1230.2558	AATF	915.3300
AATK	269.1880	AATK	829.6120
ABAT	242.4917	ABAT	295.7937
ABCA10	5.5617	ABCA10	62.1710
ABCA11P	79.3548	ABCA11P	90.3296
ABCA12	13.3482	removed	removed
ABCA13	160.1780	ABCA13	320.6372
ABCA1	699.6663	ABCA1	2052.6916
ABCA2	954.3938	ABCA2	1079.9186
ABCA3	2281.4238	ABCA3	17375.7434
ABCA4	244.7164	ABCA4	18.6327
ABCA5	324.8053	ABCA5	375.6968
ABCA6	107.8977	ABCA6	246.1065
ABCA7	295.8843	ABCA7	316.7554
ABCA8	94.5495	ABCA8	1277.8908
ABCA9	36.7075	ABCA9	177.7867
ABCB10	572.8587	ABCB10	491.4367
ABCB1	86.7631	ABCB1	86.9525
ABCB4	25.5840	removed	removed
ABCB6	2191.4349	ABCB6	236.5340
ABCB7	347.0523	ABCB7	280.2664
ABCB8	1192.4360	ABCB8	599.3510
ABCB9	77.2525	ABCB9	45.4948
ABCC10	519.4661	ABCC10	380.4171
ABCC13	8.8988	ABCC13	31.8308
ABCC1	2757.5083	ABCC1	1861.7145
ABCC3	8278.0868	ABCC3	527.1494
ABCC4	2598.4427	ABCC4	1097.7749
ABCC5	555.0612	ABCC5	894.3683
ABCC6P1	8.8988	ABCC6P1	31.8308
ABCC6P2	45.6062	ABCC6P2	65.2144
ABCC6	338.1535	ABCC6	590.8110
removed	removed	ABCC8	10.8691
ABCC9	374.8610	ABCC9	657.5781
