gene_id	TCGA-55-6971-01A-11R-1949-07	gene_id	TCGA-55-6971-11A-01R-1949-07
?|100133144	13.0203	?|100133144	28.6968
?|100134869	18.9255	?|100134869	29.1489
?|10357	86.1568	?|10357	73.6237
?|10431	793.8045	?|10431	440.8245
?|155060	140.3679	?|155060	176.8617
?|390284	9.6805	removed	removed
?|57714	1329.1384	?|57714	800.5319
?|645851	34.8500	?|645851	21.2766
?|652919	10.6486	?|652919	70.8710
?|653553	237.1733	?|653553	236.0372
?|8225	857.6960	?|8225	671.5426
removed	removed	?|90288	9.3085
A1BG	83.9303	A1BG	56.2633
A2BP1	53.2430	removed	removed
A2LD1	82.1297	A2LD1	81.9282
A2ML1	11.6167	removed	removed
A2M	25474.3078	A2M	54757.8457
A4GALT	212.9719	A4GALT	548.5372
removed	removed	A4GNT	5.9840
AAAS	563.4076	AAAS	513.2979
AACS	786.0600	AACS	630.3191
AADAC	54.2110	AADAC	249.3351
AADAT	133.5915	AADAT	166.8883
AAGAB	848.9835	AAGAB	713.4309
AAK1	960.3098	AAK1	1354.3883
AAMP	1814.1336	AAMP	1550.5319
AARS2	431.7038	AARS2	378.3245
AARSD1	264.2788	AARSD1	316.4894
AARS	2626.3311	AARS	2246.0106
AASDHPPT	826.7183	AASDHPPT	727.3936
AASDH	172.3136	AASDH	257.3138
AASS	1320.4259	AASS	873.6702
AATF	926.4279	AATF	855.7181
AATK	505.8470	AATK	991.5359
ABAT	261.3746	ABAT	325.7979
ABCA10	7.7444	ABCA10	128.3245
ABCA11P	69.0900	ABCA11P	106.4495
ABCA12	121.9748	removed	removed
ABCA13	63.8916	ABCA13	15.9574
ABCA1	3255.5373	ABCA1	2136.9282
ABCA2	2557.5992	ABCA2	799.2021
ABCA3	8052.2749	ABCA3	33700.7979
ABCA4	24.2014	ABCA4	70.4787
ABCA5	203.2914	ABCA5	476.7287
ABCA6	77.4443	ABCA6	243.3511
ABCA7	448.2091	ABCA7	523.9362
ABCA8	148.1123	ABCA8	1545.2128
ABCA9	47.4347	ABCA9	295.2128
ABCB10	563.4076	ABCB10	486.0372
ABCB1	127.7832	ABCB1	146.2766
ABCB4	436.5924	ABCB4	5.3191
ABCB6	617.7057	ABCB6	144.7872
ABCB7	531.4618	ABCB7	404.2553
ABCB8	746.3698	ABCB8	656.2500
ABCB9	130.2130	ABCB9	85.8910
ABCC10	605.0339	ABCC10	625.6649
removed	removed	ABCC13	31.9149
ABCC1	2008.7125	ABCC1	1635.6383
ABCC2	6.7764	ABCC2	8.6436
ABCC3	1774.4434	ABCC3	942.1543
ABCC4	850.9197	ABCC4	1254.6543
ABCC5	1009.6805	ABCC5	676.1968
ABCC6P1	28.0736	ABCC6P1	47.8723
ABCC6P2	82.2846	ABCC6P2	97.0745
ABCC6	295.2565	ABCC6	796.5426
ABCC8	9.6805	ABCC8	9.3085
ABCC9	570.1839	ABCC9	705.4521
ABCD1	557.5992	ABCD1	372.3404
ABCD2	80.3485	ABCD2	20.6117
ABCD3	1060.9874	ABCD3	1827.7926
ABCD4	730.8809	ABCD4	625.0000
ABCE1	1417.2314	ABCE1	898.2713
ABCF1	1577.9284	ABCF1	1391.6223
ABCF2	1356.2439	ABCF2	716.7553
ABCF3	783.1559	ABCF3	781.9149
ABCG1	1054.2110	ABCG1	2031.2500
ABCG2	101.6457	ABCG2	436.1702
ABHD10	405.6147	ABHD10	446.1436
ABHD11	466.6021	ABHD11	335.1064
ABHD12	1043.5624	ABHD12	1250.6649
ABHD13	550.8228	ABHD13	608.3777
ABHD14A	319.4579	ABHD14A	261.9681
ABHD14B	968.0542	ABHD14B	1459.4415
ABHD15	500.4840	ABHD15	390.9574
ABHD1	8.7125	removed	removed
ABHD2	4718.2962	ABHD2	9843.7500
ABHD3	694.0949	ABHD3	436.1702
ABHD4	1035.8180	ABHD4	821.8085
ABHD5	470.4743	ABHD5	1042.5532
ABHD6	219.7483	ABHD6	310.5053
ABHD8	461.7619	ABHD8	333.1117
ABI1	1554.6951	ABI1	1410.3590
ABI2	1353.3398	ABI2	1467.4202
ABI3BP	968.0542	ABI3BP	2650.2660
ABI3	470.4743	ABI3	442.1543
ABL1	3813.1655	ABL1	1938.1649
ABL2	796.7086	ABL2	818.4840
ABLIM1	1791.8683	ABLIM1	6162.8989
ABLIM2	39.6902	ABLIM2	103.0585
ABLIM3	233.3011	ABLIM3	928.1915
ABO	107.4540	ABO	113.6968
ABP1	3030.9777	ABP1	17.2872
removed	removed	ABRA	11.9681
ABR	2248.7899	ABR	3354.3883
ABT1	593.4172	ABT1	515.2926
ABTB1	422.0716	ABTB1	862.3670
ABTB2	111.3262	ABTB2	108.3777
ACAA1	1229.4288	ACAA1	1353.0585
ACAA2	1023.2333	ACAA2	1797.2074
ACACA	1393.0300	ACACA	3250.6649
ACACB	312.6815	ACACB	720.7447
ACAD10	466.6021	ACAD10	496.6755
ACAD11	434.4434	ACAD11	535.2394
ACAD8	503.3882	ACAD8	579.7872
ACAD9	594.3853	ACAD9	718.0851
ACADL	139.3998	ACADL	841.0904
ACADM	958.3737	ACADM	1011.9681
ACADSB	720.2323	ACADSB	1402.9255
ACADS	349.4676	ACADS	626.3298
ACADVL	3994.1723	ACADVL	4273.2447
ACAN	16.4569	ACAN	17.9521
ACAP1	716.3601	ACAP1	174.8670
ACAP2	1242.9816	ACAP2	1464.7606
ACAP3	610.0484	ACAP3	548.7367
ACAT1	786.0600	ACAT1	1689.4947
ACAT2	351.0939	ACAT2	785.2926
ACBD3	2226.5247	ACBD3	1515.2926
ACBD4	340.7551	ACBD4	308.5106
ACBD5	727.9768	ACBD5	874.3351
ACBD6	332.0426	ACBD6	331.1170
ACBD7	110.3582	ACBD7	14.6277
ACCN2	237.1733	ACCN2	25.9309
ACCN3	21.2972	ACCN3	30.5851
ACCS	518.8771	ACCS	761.3032
ACD	235.2372	ACD	242.0213
ACE2	339.7870	ACE2	47.8723
ACER2	58.0833	ACER2	87.1011
ACER3	421.1036	ACER3	737.3670
ACE	2236.2052	ACE	3877.6596
ACHE	636.9797	ACHE	82.4468
ACIN1	4120.0387	ACIN1	3134.9734
ACLY	2689.2546	ACLY	2781.2500
ACN9	180.0581	ACN9	136.3032
ACO1	1526.6215	ACO1	1571.8085
ACO2	1786.0019	ACO2	1988.9162
ACOT11	109.4192	ACOT11	51.2234
ACOT13	426.6893	ACOT13	619.2354
ACOT1	378.5092	ACOT1	494.0160
ACOT2	383.3495	ACOT2	398.9362
ACOT4	170.3775	ACOT4	130.9840
ACOT7	452.0813	ACOT7	484.0426
ACOT8	223.7561	ACOT8	314.9335
ACOT9	583.7367	ACOT9	711.4362
ACOX1	1887.7057	ACOX1	2049.4282
ACOX2	363.0203	ACOX2	184.1755
ACOX3	230.3969	ACOX3	383.6436
ACOXL	53.2430	ACOXL	413.5638
