gene_id	TCGA-50-5932-01A-11R-1755-07	gene_id	TCGA-50-5932-11A-01R-1755-07
?|100133144	8.6658	?|100133144	7.0292
?|100134869	22.0906	?|100134869	7.5812
?|10357	139.5470	?|10357	89.7484
?|10431	725.2702	?|10431	455.3571
?|155060	49.8753	?|155060	85.2273
?|390284	15.3782	removed	removed
?|57714	770.1579	?|57714	889.6104
?|645851	5.8188	?|645851	6.4935
?|653553	263.0923	?|653553	149.3506
?|729884	396.0931	?|729884	5.6818
?|8225	792.6018	?|8225	532.4675
removed	removed	?|90288	24.3506
A1BG	19.5761	A1BG	48.7013
A2LD1	68.4206	A2LD1	59.5617
A2M	18739.3724	A2M	147059.9432
A4GALT	55.2785	A4GALT	403.4091
AAAS	511.6376	AAAS	443.9935
AACS	570.6567	AACS	612.0130
removed	removed	AADAC	226.4610
AADAT	89.3599	AADAT	113.6364
AAGAB	1171.6542	AAGAB	637.9870
AAK1	908.5619	AAK1	1126.6234
AAMP	3114.7132	AAMP	1460.2273
AARS2	485.8396	AARS2	281.6153
AARSD1	458.8529	AARSD1	258.9286
AARS	4895.2618	AARS	2209.4156
AASDHPPT	1179.1355	AASDHPPT	674.5130
AASDH	348.7116	AASDH	278.4091
AASS	302.1613	AASS	567.3701
AATF	1444.7215	AATF	1020.2922
AATK	567.8263	AATK	929.7078
ABAT	186.6168	ABAT	366.8831
ABCA10	7.8969	ABCA10	66.5584
ABCA11P	92.4855	ABCA11P	77.4351
ABCA12	511.6376	removed	removed
ABCA13	11.6376	ABCA13	31.6558
ABCA1	645.0416	ABCA1	4232.1023
ABCA2	559.0191	ABCA2	925.3247
ABCA3	2084.7880	ABCA3	22324.6753
ABCA4	7.0657	ABCA4	8.1169
ABCA5	57.3566	ABCA5	280.8442
ABCA6	68.1629	ABCA6	387.9870
ABCA7	326.6833	ABCA7	483.7662
ABCA8	91.0224	ABCA8	2179.3831
ABCA9	31.5877	ABCA9	404.2208
ABCB10	1235.2452	ABCB10	552.7597
ABCB1	24.9377	ABCB1	572.2403
ABCB4	60.6816	ABCB4	8.1169
removed	removed	ABCB5	16.2338
ABCB6	331.8246	ABCB6	142.0455
ABCB7	632.1696	ABCB7	327.1104
ABCB8	370.3242	ABCB8	567.3701
ABCB9	53.3292	ABCB9	56.4610
ABCC10	874.8961	ABCC10	424.5130
removed	removed	ABCC13	24.3506
ABCC1	1692.0200	ABCC1	2155.8442
ABCC2	18.7032	removed	removed
ABCC3	3933.9152	ABCC3	364.4481
ABCC4	588.1131	ABCC4	706.9805
ABCC5	171.6542	ABCC5	453.7338
ABCC6P1	11.6376	ABCC6P1	37.3377
ABCC6P2	70.6567	ABCC6P2	54.3831
ABCC6	345.3865	ABCC6	703.7338
removed	removed	ABCC8	12.1753
ABCC9	175.8105	ABCC9	1038.9610
ABCD1	364.5054	ABCD1	349.8377
removed	removed	ABCD2	9.7403
ABCD3	1117.2070	ABCD3	1330.3571
ABCD4	635.9102	ABCD4	539.7727
ABCE1	1471.3217	ABCE1	886.3636
