gene_id	TCGA-50-5931-01A-11R-1755-07	gene_id	TCGA-50-5931-11A-01R-1858-07
?|100133144	30.7513	removed	removed
?|100134869	26.6982	?|100134869	9.2166
?|10357	413.6553	?|10357	68.7558
?|10431	720.3283	?|10431	638.2488
?|155060	138.2576	?|155060	62.9800
?|390284	10.1010	?|390284	13.8249
?|57714	463.3838	?|57714	380.1843
?|645851	68.1818	removed	removed
?|652919	32.1970	removed	removed
?|653553	448.8636	?|653553	241.9355
?|729884	1019.5707	removed	removed
?|8225	679.2929	?|8225	518.4332
A1BG	67.5505	A1BG	73.6252
A2LD1	58.0934	A2LD1	52.2657
A2ML1	26.5152	removed	removed
A2M	8485.8902	A2M	65901.4132
A4GALT	221.5909	A4GALT	622.1198
AAAS	1087.7525	AAAS	401.6897
AACS	1277.1465	AACS	488.4793
AADACL2	30.9343	removed	removed
AADAC	5.0505	AADAC	220.4301
AADAT	155.3030	AADAT	112.9032
AAGAB	1219.6970	AAGAB	675.1152
AAK1	1566.9192	AAK1	805.6836
AAMP	3063.1313	AAMP	1830.2611
AARS2	413.5101	AARS2	129.8003
AARSD1	974.7475	AARSD1	253.4562
AARS	3679.9242	AARS	2294.1628
AASDHPPT	1062.4116	AASDHPPT	660.5223
AASDH	311.8687	AASDH	196.6206
AASS	1763.2576	AASS	667.4347
AATF	1780.9343	AATF	899.3856
AATK	80.8081	AATK	1204.5929
ABAT	186.2374	ABAT	205.8372
ABCA10	11.9949	ABCA10	35.3303
ABCA11P	91.5404	ABCA11P	56.8433
ABCA12	957.0707	removed	removed
removed	removed	ABCA13	12.2888
ABCA17P	15.7828	removed	removed
ABCA1	610.4545	ABCA1	3208.8940
ABCA2	1366.1616	ABCA2	662.0584
ABCA3	273.3586	ABCA3	21072.9647
ABCA4	5.0505	ABCA4	8.4485
ABCA5	354.1667	ABCA5	224.2704
ABCA6	18.3081	ABCA6	215.0538
ABCA7	503.7879	ABCA7	365.5914
ABCA8	17.0455	ABCA8	993.8556
ABCA9	10.7323	ABCA9	135.9447
ABCB10	399.6212	ABCB10	430.8756
ABCB1	15.1515	ABCB1	50.6912
ABCB4	10.7323	removed	removed
removed	removed	ABCB5	6.1444
ABCB6	938.2828	ABCB6	110.9908
ABCB7	399.6212	ABCB7	295.6989
ABCB8	448.2323	ABCB8	558.3717
ABCB9	198.0114	ABCB9	74.3395
ABCC10	412.8788	ABCC10	299.5392
ABCC11	78.2828	removed	removed
ABCC13	6.9444	ABCC13	17.6651
ABCC1	3260.1010	ABCC1	1777.2657
ABCC2	7.5758	removed	removed
ABCC3	118.6869	ABCC3	360.2151
ABCC4	107.9545	ABCC4	752.6882
ABCC5	2383.2071	ABCC5	456.9892
ABCC6P1	7.5758	ABCC6P1	35.3303
ABCC6P2	30.9343	ABCC6P2	88.3257
ABCC6	38.5101	ABCC6	535.3303
ABCC8	12.6263	removed	removed
ABCC9	250.0000	ABCC9	698.9247
ABCD1	395.2020	ABCD1	466.2058
removed	removed	ABCD2	6.9124
ABCD3	756.3131	ABCD3	1357.1429
ABCD4	380.6818	ABCD4	493.0876
ABCE1	2113.6364	ABCE1	1013.0568
ABCF1	2750.6313	ABCF1	1756.5284
ABCF2	1396.4646	ABCF2	889.4009
ABCF3	1776.5152	ABCF3	821.8126
ABCG1	495.5808	ABCG1	1831.7972
ABCG2	23.9899	ABCG2	180.4916
ABHD10	741.7929	ABHD10	325.6528
ABHD11	857.9545	ABHD11	341.7819
removed	removed	ABHD12B	6.1444
ABHD12	1120.5808	ABHD12	1212.7496
ABHD13	255.6818	ABHD13	809.5238
ABHD14A	88.3838	ABHD14A	331.0292
ABHD14B	1008.8384	ABHD14B	1821.0445
ABHD15	232.9545	ABHD15	264.2089
ABHD1	8.8384	removed	removed
ABHD2	3991.1616	ABHD2	7109.0630
