gene_id	TCGA-55-6978-01A-11R-1949-07	gene_id	TCGA-55-6978-11A-01R-1949-07
?|100133144	19.4718	?|100133144	13.6003
?|100134869	8.6281	?|100134869	25.1855
?|10357	98.6523	?|10357	79.6627
?|10431	907.4829	?|10431	543.8449
?|155060	128.2509	?|155060	119.7302
?|390284	5.7641	?|390284	9.2749
?|57714	1740.3929	?|57714	799.3255
?|645851	8.6461	?|645851	9.2749
?|652919	49.5315	removed	removed
?|653553	229.8428	?|653553	222.5970
removed	removed	?|728603	6.7454
?|729884	245.6940	removed	removed
?|8225	540.0226	?|8225	675.3794
?|90288	15.8512	?|90288	366.7791
A1BG	54.5498	A1BG	97.5885
A2LD1	68.1639	A2LD1	59.8820
A2M	36847.5940	A2M	61950.8769
A4GALT	368.5411	A4GALT	428.3305
AAAS	596.9429	AAAS	426.6442
AACS	613.5146	AACS	469.6459
AADAC	7.2051	AADAC	202.3609
AADAT	72.0510	AADAT	100.3373
AAGAB	1197.1280	AAGAB	743.6762
AAK1	1109.5860	AAK1	1053.1197
AAMP	1589.8062	AAMP	1679.5953
AARS2	301.8686	AARS2	294.9073
AARSD1	325.3104	AARSD1	285.8347
AARS	2701.9140	AARS	2107.9258
AASDHPPT	788.9589	AASDHPPT	722.5970
AASDH	223.7185	AASDH	246.2057
AASS	353.4104	AASS	610.4553
AATF	1637.7202	AATF	939.2917
AATK	38.9076	AATK	913.9966
ABAT	154.5495	ABAT	344.0135
removed	removed	ABCA10	28.6678
ABCA11P	116.9172	ABCA11P	71.9815
ABCA13	54.7588	ABCA13	1005.0590
ABCA1	1727.0346	ABCA1	2337.2681
ABCA2	841.1959	ABCA2	908.0944
ABCA3	659.9875	ABCA3	21220.0675
ABCA4	5.4038	ABCA4	21.0793
ABCA5	127.5303	ABCA5	493.2546
ABCA6	177.2456	ABCA6	311.1298
ABCA7	451.7600	ABCA7	583.4739
ABCA8	51.1562	ABCA8	1208.2631
ABCA9	46.1127	ABCA9	137.4368
ABCB10	666.1119	ABCB10	573.3558
removed	removed	ABCB11	5.9022
ABCB1	105.9150	ABCB1	80.9444
ABCB4	12.9692	removed	removed
ABCB6	175.9162	ABCB6	222.8415
ABCB7	456.8036	ABCB7	292.5801
ABCB8	766.6231	ABCB8	586.0034
ABCB9	105.4287	ABCB9	65.2782
ABCC10	590.4583	ABCC10	452.7825
removed	removed	ABCC13	29.5110
