gene_id	TCGA-22-5482-01A-01R-1635-07	gene_id	TCGA-22-5482-11A-01R-1635-07
?|100133144	16.2410	removed	removed
?|100134869	18.4140	?|100134869	6.7310
?|10357	131.2551	?|10357	114.7995
?|10431	1144.5520	?|10431	485.0254
?|155060	57.1339	?|155060	80.7107
?|340602	14.0493	removed	removed
removed	removed	?|553137	5.0761
?|57714	196.0662	?|57714	747.2081
removed	removed	?|652919	25.8832
?|653553	1418.3578	?|653553	133.5025
?|729884	610.3653	?|729884	7.8680
?|8225	908.8355	?|8225	540.8629
removed	removed	?|90288	85.0254
A1BG	68.9416	A1BG	63.3046
A2LD1	101.8170	A2LD1	71.1751
A2ML1	446.7687	removed	removed
A2M	2569.0790	A2M	167652.7259
A4GALT	2157.9769	A4GALT	351.0152
AAAS	859.5067	AAAS	496.7005
AACS	1729.0041	AACS	513.4518
AADACL2	29.9719	removed	removed
AADAC	108.3359	AADAC	44.9239
AADAT	86.7936	AADAT	103.2995
AAGAB	1647.5180	AAGAB	754.3147
AAK1	851.3893	AAK1	1194.1624
AAMP	2715.5791	AAMP	1917.2589
AARS2	474.8642	AARS2	368.5076
AARSD1	493.5998	AARSD1	378.4264
AARS	3844.2086	AARS	2924.3655
AASDHPPT	872.9316	AASDHPPT	636.5482
AASDH	307.8364	AASDH	210.1523
AASS	154.5426	AASS	424.6193
AATF	1707.7740	AATF	1031.4721
AATK	28.7262	AATK	765.5812
ABAT	158.6013	ABAT	343.6548
ABCA10	7.1808	ABCA10	29.1878
ABCA11P	105.2825	ABCA11P	72.4949
ABCA12	695.5979	removed	removed
ABCA13	2226.3503	ABCA13	137.0558
ABCA1	705.8945	ABCA1	1719.2868
ABCA2	1548.8604	ABCA2	1454.5685
ABCA3	147.0496	ABCA3	18707.6142
ABCA4	413.0503	ABCA4	48.7310
ABCA5	654.6987	ABCA5	213.7056
ABCA6	28.4109	ABCA6	450.0000
ABCA7	238.2142	ABCA7	468.0203
removed	removed	ABCA8	1447.9695
ABCA9	8.4296	ABCA9	246.1929
ABCB10	487.6678	ABCB10	469.5431
ABCB1	8.7418	ABCB1	158.1218
removed	removed	ABCB4	10.6599
ABCB6	2192.7693	ABCB6	287.4569
ABCB7	472.0574	ABCB7	342.8934
ABCB8	401.4986	ABCB8	517.2589
ABCB9	108.9135	ABCB9	54.5431
ABCC10	482.6725	ABCC10	421.0660
removed	removed	ABCC13	5.5838
ABCC1	10262.5663	ABCC1	2194.6701
ABCC2	55.5729	ABCC2	5.0761
ABCC3	2305.9632	ABCC3	623.3503
ABCC4	333.4374	ABCC4	731.4721
ABCC5	9981.8920	ABCC5	474.6193
removed	removed	ABCC6P1	22.3350
removed	removed	ABCC6P2	41.1168
removed	removed	ABCC6	529.9492
removed	removed	ABCC8	18.0203
ABCC9	49.6410	ABCC9	974.1117
ABCD1	252.5757	ABCD1	459.6447
removed	removed	ABCD2	30.4569
ABCD3	1103.3406	ABCD3	1377.1574
ABCD4	456.4471	ABCD4	658.1218
ABCE1	1300.9678	ABCE1	875.6345
ABCF1	1678.1143	ABCF1	1644.9239
ABCF2	1409.9282	ABCF2	1112.9442
ABCF3	3104.2772	ABCF3	964.9746
ABCG1	1119.2632	ABCG1	2247.2081
ABCG2	98.9697	ABCG2	366.4975
ABCG4	9.9906	removed	removed
ABHD10	419.6066	ABHD10	436.8020
ABHD11	908.5233	ABHD11	285.5330
removed	removed	ABHD12B	8.6294
ABHD12	1793.0066	ABHD12	967.2589
ABHD13	212.6132	ABHD13	614.4670
ABHD14A	142.6725	ABHD14A	305.6548
ABHD14B	480.1748	ABHD14B	1560.6599
ABHD15	432.4071	ABHD15	384.0102
ABHD1	6.8686	ABHD1	5.3299
ABHD2	4108.3359	ABHD2	7206.3452
ABHD3	1885.7321	ABHD3	292.3858
ABHD4	3043.3968	ABHD4	949.2386
ABHD5	561.3487	ABHD5	820.3046
ABHD6	172.9628	ABHD6	390.6091
ABHD8	108.3359	ABHD8	338.3249
ABI1	3004.1086	ABI1	1522.1954
ABI2	592.2573	ABI2	1800.5076
ABI3BP	34.9672	ABI3BP	6050.5076
ABI3	116.4533	ABI3	685.5330
ABL1	1673.1190	ABL1	2264.7208
ABL2	988.1361	ABL2	552.7919
ABLIM1	4099.2819	ABLIM1	5903.2995
ABLIM2	916.0162	ABLIM2	194.1624
ABLIM3	729.0041	ABLIM3	1861.1675
ABO	195.1296	ABO	85.2792
ABP1	22.4789	ABP1	18.2741
ABR	1931.3144	ABR	3782.9949
ABT1	718.3890	ABT1	536.5482
ABTB1	585.7009	ABTB1	613.4518
ABTB2	122.0731	ABTB2	152.7919
ACAA1	439.9001	ACAA1	1413.7056
ACAA2	199.1883	ACAA2	1652.7919
ACACA	1352.7943	ACACA	1751.5228
ACACB	43.7090	ACACB	993.4010
ACAD10	437.7146	ACAD10	390.3553
ACAD11	185.3981	ACAD11	321.0660
ACAD8	219.4817	ACAD8	485.7868
ACAD9	791.4455	ACAD9	710.6599
removed	removed	ACADL	294.4162
ACADM	722.4477	ACADM	843.1472
ACADSB	310.3341	ACADSB	737.5635
ACADS	411.4892	ACADS	549.4924
ACADVL	3998.4358	ACADVL	3566.9822
ACAN	36.2160	ACAN	118.2741
ACAP1	86.1692	ACAP1	247.4619
ACAP2	3897.2838	ACAP2	1352.5381
ACAP3	1442.7443	ACAP3	422.6066
ACAT1	718.7012	ACAT1	1249.7462
ACAT2	1419.7253	ACAT2	473.4315
ACBD3	1638.1517	ACBD3	1318.2741
ACBD4	32.1574	ACBD4	198.2234
ACBD5	805.8071	ACBD5	896.9543
ACBD6	665.3138	ACBD6	339.0863
ACBD7	13.1127	ACBD7	29.4416
ACCN2	146.4252	ACCN2	35.7868
ACCN4	13.7371	removed	removed
ACCS	48.7043	ACCS	114.2132
ACD	1015.9226	ACD	341.8782
ACE2	111.1458	ACE2	43.1472
ACER1	9.0540	removed	removed
ACER2	50.5776	ACER2	113.7056
ACER3	394.9422	ACER3	635.2792
ACE	272.2448	ACE	6206.8528
ACHE	12.4883	ACHE	67.0051
ACIN1	2253.5123	ACIN1	2438.8325
ACLY	2583.8277	ACLY	3598.7310
ACN9	221.9794	ACN9	77.4112
ACO1	459.8814	ACO1	1647.9695
ACO2	5857.3462	ACO2	3027.6777
ACOT11	379.1976	ACOT11	95.5736
ACOT13	848.9198	ACOT13	466.2716
ACOT1	487.6678	ACOT1	1078.4264
