gene_id	TCGA-55-6970-01A-11R-1949-07	gene_id	TCGA-55-6970-11A-01R-1949-07
?|100133144	6.5178	?|100133144	9.0813
?|100134869	7.9377	?|100134869	7.4849
?|10357	97.1731	?|10357	80.2259
?|10431	1201.0922	?|10431	524.0964
?|155060	66.4953	?|155060	137.0482
?|553137	8.9945	?|553137	5.2711
?|57714	1393.5111	?|57714	1041.4157
removed	removed	?|645851	9.0361
?|652919	17.7225	?|652919	36.1672
?|653553	99.9036	?|653553	155.1205
?|729884	15.0980	removed	removed
?|8225	473.1770	?|8225	451.8072
removed	removed	?|90288	17.3193
A1BG	80.7645	A1BG	75.2861
A2LD1	91.4263	A2LD1	66.7169
A2M	29140.0450	A2M	88096.2123
A4GALT	259.5567	A4GALT	157.3795
AAAS	483.7777	AAAS	451.8072
removed	removed	AACSL	6.0241
AACS	1065.5316	AACS	457.0783
AADAC	83.1995	AADAC	602.4096
AADAT	42.0816	AADAT	173.9458
AAGAB	1068.1015	AAGAB	679.2169
AAK1	1025.0562	AAK1	1192.0181
AAMP	2758.4324	AAMP	1583.5843
AARS2	531.6287	AARS2	321.5136
AARSD1	413.1063	AARSD1	280.1205
AARS	2963.3794	AARS	2064.0060
AASDHPPT	840.9894	AASDHPPT	739.4578
AASDH	254.4170	AASDH	241.7169
AASS	774.8153	AASS	746.2349
AATF	1057.5008	AATF	911.1446
AATK	521.6222	AATK	754.8494
ABAT	149.6948	ABAT	335.0904
ABCA10	5.4610	ABCA10	68.5241
ABCA11P	74.0475	ABCA11P	94.4578
ABCA12	279.7944	removed	removed
removed	removed	ABCA13	25.6024
ABCA1	1980.3855	ABCA1	3346.3630
ABCA2	798.2653	ABCA2	969.8795
ABCA3	6220.0450	ABCA3	20109.9398
ABCA4	12.2069	ABCA4	12.8012
ABCA5	163.8291	ABCA5	439.0060
ABCA6	101.5098	ABCA6	521.8373
ABCA7	613.2348	ABCA7	542.9217
ABCA8	197.2374	ABCA8	1883.2831
ABCA9	37.2631	ABCA9	257.5301
ABCB10	870.2217	ABCB10	515.0602
ABCB1	35.0145	ABCB1	55.7229
ABCB4	16.3829	ABCB4	5.2711
removed	removed	ABCB5	10.5422
ABCB6	371.1147	ABCB6	176.9578
ABCB7	419.8522	ABCB7	417.1687
ABCB8	776.4215	ABCB8	512.0482
ABCB9	66.4729	ABCB9	70.0301
ABCC10	975.9075	ABCC10	460.8434
removed	removed	ABCC13	12.8012
ABCC1	2199.1648	ABCC1	1732.6807
ABCC2	2340.8288	ABCC2	12.0482
ABCC3	4027.6261	ABCC3	646.0843
ABCC4	260.1992	ABCC4	1097.8916
ABCC5	529.0716	ABCC5	750.7530
ABCC6P1	17.9891	ABCC6P1	37.6506
ABCC6P2	40.1542	ABCC6P2	45.1807
ABCC6	316.7363	ABCC6	724.3976
ABCC9	407.6454	ABCC9	815.5120
ABCD1	407.6454	ABCD1	432.9819
ABCD2	54.2885	ABCD2	53.4639
