gene_id	TCGA-91-6847-01A-11R-1949-07	gene_id	TCGA-91-6847-11A-01R-1949-07
?|100133144	8.8451	?|100133144	5.6652
?|100134869	5.2056	?|100134869	12.4344
?|10357	225.0034	?|10357	72.9774
?|10431	918.7800	?|10431	564.7059
?|155060	277.5874	?|155060	73.3032
removed	removed	?|390284	8.1448
?|57714	261.8232	?|57714	501.3575
?|645851	14.7361	?|645851	6.3348
?|652919	68.5641	removed	removed
?|653553	139.4791	?|653553	417.1946
removed	removed	?|728603	6.3348
?|729884	72.6525	removed	removed
?|8225	306.0315	?|8225	652.4887
removed	removed	?|90288	354.7511
A1BG	91.6895	A1BG	67.6923
A2BP1	35.6408	removed	removed
A2LD1	117.5600	A2LD1	61.4389
A2M	2450.9630	A2M	39359.0950
A4GALT	1239.8903	A4GALT	267.8733
removed	removed	A4GNT	9.0498
AAAS	652.5017	AAAS	540.2715
AACS	464.3592	AACS	610.8597
removed	removed	AADAC	470.5882
AADAT	233.0363	AADAT	105.8824
AAGAB	937.9712	AAGAB	762.8959
AAK1	1055.1748	AAK1	1018.0995
AAMP	1542.8376	AAMP	1911.3122
AARS2	763.8074	AARS2	347.3937
AARSD1	783.0706	AARSD1	285.9729
AARS	1532.5565	AARS	2287.7828
AASDHPPT	1028.1014	AASDHPPT	646.0452
AASDH	208.0192	AASDH	233.4842
AASS	393.7629	AASS	523.0769
AATF	1339.9589	AATF	982.8054
AATK	27.0733	AATK	1593.5385
ABAT	47.9781	ABAT	298.6425
ABCA10	6.1686	ABCA10	28.9593
ABCA11P	232.8341	ABCA11P	94.9140
ABCA12	10.9664	removed	removed
ABCA13	18.5058	ABCA13	457.9186
removed	removed	ABCA17P	8.1448
ABCA1	358.8074	ABCA1	4287.7647
ABCA2	51.4051	ABCA2	832.5792
ABCA3	148.0466	ABCA3	26709.5023
removed	removed	ABCA4	20.8145
ABCA5	474.9829	ABCA5	390.9502
removed	removed	ABCA6	180.9955
ABCA7	525.3598	ABCA7	570.1357
removed	removed	ABCA8	1494.1176
removed	removed	ABCA9	123.0769
ABCB10	566.4839	ABCB10	485.0679
ABCB1	7.8821	ABCB1	25.3394
ABCB6	463.8554	ABCB6	192.0000
ABCB7	476.3537	ABCB7	284.1629
ABCB8	589.7875	ABCB8	704.0724
ABCB9	191.7820	ABCB9	61.2579
ABCC10	978.4099	ABCC10	544.7964
ABCC11	101.0966	removed	removed
removed	removed	ABCC13	14.4796
ABCC1	1225.1542	ABCC1	1835.2941
removed	removed	ABCC2	7.2398
ABCC3	2917.0665	ABCC3	791.8552
ABCC4	4824.8801	ABCC4	752.0362
ABCC5	713.8451	ABCC5	735.7466
removed	removed	ABCC6P1	46.1538
ABCC6P2	14.3934	ABCC6P2	111.3122
ABCC6	32.8992	ABCC6	768.3258
removed	removed	ABCC8	35.2941
ABCC9	41.4668	ABCC9	510.4072
ABCD1	172.3783	ABCD1	371.0407
removed	removed	ABCD2	19.9095
ABCD3	1551.7478	ABCD3	1658.8235
ABCD4	877.3132	ABCD4	641.6290
ABCE1	1684.0302	ABCE1	836.1991
ABCF1	2539.4106	ABCF1	1498.6425
ABCF2	1758.0535	ABCF2	896.8326
ABCF3	735.0925	ABCF3	943.8914
ABCG1	435.5723	ABCG1	1751.1312
ABCG2	15.0788	ABCG2	185.5204
ABHD10	296.4359	ABHD10	425.3394
ABHD11	895.1337	ABHD11	582.8054
removed	removed	ABHD12B	22.6244
ABHD12	2876.6278	ABHD12	1183.7104
ABHD13	962.3029	ABHD13	592.7602
ABHD14A	230.9801	ABHD14A	429.2036
ABHD14B	640.5072	ABHD14B	1628.0543
ABHD15	240.2330	ABHD15	446.1538
ABHD2	1489.0336	ABHD2	9438.9140
ABHD3	597.6696	ABHD3	388.2353
ABHD4	1552.7759	ABHD4	753.8462
ABHD5	527.4160	ABHD5	932.1267
