gene_id	TCGA-22-5489-01A-01R-1635-07	gene_id	TCGA-22-5489-11A-01R-1635-07
?|100133144	5.2439	?|100133144	5.4138
?|100134869	7.5684	?|100134869	13.5450
?|10357	189.8823	?|10357	132.0644
?|10431	784.9101	?|10431	553.1147
?|155060	69.8579	?|155060	54.7698
removed	removed	?|390284	5.1159
?|57714	653.4308	?|57714	526.3316
?|645851	8.5416	removed	removed
?|652919	18.7579	?|652919	31.5137
?|653553	294.0744	?|653553	152.5730
?|729884	18.9135	removed	removed
?|8225	497.5470	?|8225	709.9007
?|90288	11.5921	?|90288	272.6452
A1BG	154.6849	A1BG	103.8339
A2LD1	109.4176	A2LD1	69.0069
A2ML1	1451.7633	removed	removed
A2M	23218.1222	A2M	118613.2290
A4GALT	485.0397	A4GALT	601.8658
AAAS	905.1023	AAAS	604.8751
AACSL	16.1680	removed	removed
AACS	932.5574	AACS	708.0951
AADAC	49.7242	AADAC	188.9859
AADAT	27.7601	AADAT	113.7526
AAGAB	1154.9435	AAGAB	748.1192
AAK1	1170.8064	AAK1	899.1875
AAMP	2567.3545	AAMP	2373.7587
AARS2	525.2796	AARS2	394.8119
AARSD1	435.0104	AARSD1	392.7174
AARS	3323.5893	AARS	2908.5164
AASDHPPT	773.6230	AASDHPPT	598.8264
AASDH	164.7304	AASDH	267.2284
AASS	175.7125	AASS	340.0542
AATF	1682.9961	AATF	1166.1150
AATK	27.1500	AATK	325.3085
ABAT	179.6782	ABAT	286.4881
ABCA10	5.1860	ABCA10	33.7045
ABCA11P	78.0334	ABCA11P	68.0861
ABCA12	70.7731	removed	removed
ABCA13	73.5186	ABCA13	362.6241
ABCA17P	14.6427	removed	removed
ABCA1	1144.5655	ABCA1	1676.4881
ABCA2	1614.3584	ABCA2	1111.3452
ABCA3	3835.1689	ABCA3	19170.6289
ABCA4	82.6703	ABCA4	21.9681
ABCA5	113.4810	ABCA5	258.2004
ABCA6	55.5203	ABCA6	174.2401
ABCA7	240.3844	ABCA7	582.0042
ABCA8	63.7568	ABCA8	889.2567
ABCA9	21.9641	ABCA9	175.1429
ABCB10	643.9740	ABCB10	454.1077
ABCB11	6.4062	removed	removed
ABCB1	39.3523	ABCB1	225.3987
ABCB4	16.4730	ABCB4	5.1159
ABCB6	1085.5035	ABCB6	341.8477
ABCB7	489.6155	ABCB7	396.9305
ABCB8	791.3163	ABCB8	614.2040
ABCB9	342.6729	ABCB9	98.9257
ABCC10	501.8178	ABCC10	499.2477
removed	removed	ABCC13	5.7177
ABCC1	4806.4684	ABCC1	2321.6973
removed	removed	ABCC2	9.0280
ABCC3	301.7008	ABCC3	1171.2308
ABCC4	1188.4997	ABCC4	1161.6010
ABCC5	1231.8177	ABCC5	536.8643
removed	removed	ABCC6P1	15.0466
ABCC6P2	6.4062	ABCC6P2	69.8164
ABCC6	41.1826	ABCC6	821.5468
removed	removed	ABCC8	6.9215
ABCC9	153.1383	ABCC9	595.2453
ABCD1	461.8554	ABCD1	415.2874
ABCD2	51.8596	ABCD2	26.7830
ABCD3	940.1838	ABCD3	1310.5627
ABCD4	467.6514	ABCD4	694.8540
ABCE1	1449.0178	ABCE1	1009.3289
ABCF1	2267.7892	ABCF1	1748.4201
ABCF2	1699.4691	ABCF2	1132.7114
ABCF3	1473.7274	ABCF3	1135.4198
ABCG1	766.3016	ABCG1	2081.8537
ABCG2	70.1630	ABCG2	340.9570
ABHD10	703.4600	ABHD10	442.3714
ABHD11	437.7559	ABHD11	402.0463
removed	removed	ABHD12B	20.7644
ABHD12	1327.9104	ABHD12	1189.5877
ABHD13	450.5683	ABHD13	514.2943
ABHD14A	207.4383	ABHD14A	441.7033
ABHD14B	854.7680	ABHD14B	2021.6672
ABHD15	311.7676	ABHD15	381.5829
ABHD1	17.9983	removed	removed
ABHD2	2468.8213	ABHD2	8532.3503
ABHD3	617.7392	ABHD3	281.0713
ABHD4	870.6309	ABHD4	960.5778
ABHD5	553.3723	ABHD5	928.6789
ABHD6	103.7192	ABHD6	379.7773
ABHD8	426.1638	ABHD8	349.0822
ABI1	1654.3208	ABI1	1314.9323
ABI2	1491.4207	ABI2	1528.1372
ABI3BP	3403.2090	ABI3BP	2405.9585
ABI3	419.7576	ABI3	498.3449
ABL1	2157.0537	ABL1	2141.7394
ABL2	758.6752	ABL2	552.5128
ABLIM1	2157.9689	ABLIM1	6223.5931
ABLIM2	134.8349	ABLIM2	93.8911
ABLIM3	173.8821	ABLIM3	1222.0885
ABO	6.4062	ABO	43.6353
ABP1	44.2332	ABP1	17.7550
ABR	1588.1235	ABR	3215.4680
ABT1	653.1257	ABT1	704.1830
ABTB1	578.0819	ABTB1	1193.8008
ABTB2	1575.3112	ABTB2	115.5582
ACAA1	1152.8081	ACAA1	1614.5050
ACAA2	1006.6861	ACAA2	1762.8649
ACACA	1419.7324	ACACA	1932.5910
ACACB	177.2378	ACACB	587.4210
ACAD10	525.6122	ACAD10	489.0159
ACAD11	267.5345	ACAD11	333.1327
ACAD8	284.6176	ACAD8	453.5059
ACAD9	1469.1180	ACAD9	838.6909
ACADL	15.5579	ACADL	270.5387
ACADM	929.5068	ACADM	836.2925
ACADSB	647.3297	ACADSB	1121.5769
ACADS	319.3940	ACADS	679.5065
ACADVL	2393.0880	ACADVL	4460.1083
ACAN	79.9248	ACAN	40.9269
ACAP1	344.1036	ACAP1	173.9392
ACAP2	3374.5337	ACAP2	997.5925
ACAP3	344.7168	ACAP3	393.9332
ACAT1	689.1224	ACAT1	1309.3590
ACAT2	843.0599	ACAT2	720.7614
ACBD3	2158.5790	ACBD3	1351.7906
ACBD4	124.7681	ACBD4	257.2976
ACBD5	505.4784	ACBD5	848.0289
ACBD6	653.4308	ACBD6	424.3154
ACBD7	67.1124	ACBD7	53.5661
ACCN1	6.4062	removed	removed
ACCN2	44.2332	ACCN2	32.8017
removed	removed	ACCN3	6.6205
ACCS	75.6540	ACCS	147.1562
ACD	363.6272	ACD	455.9133
ACE2	23.4893	ACE2	79.4463
ACER2	49.1141	ACER2	81.2519
