gene_id	TCGA-44-3396-01A-01R-1206-07	gene_id	TCGA-44-3396-11A-01R-1758-07
?|100133144	12.9268	?|100133144	7.2494
?|100134869	13.0298	?|100134869	17.0338
?|10357	71.4657	?|10357	113.0473
?|10431	678.0040	?|10431	539.8574
?|155060	387.5587	?|155060	77.2917
?|390284	5.8179	?|390284	6.5150
?|57714	560.9756	?|57714	810.2303
?|645851	14.9922	removed	removed
removed	removed	?|652919	28.3906
?|653553	554.2627	?|653553	205.2228
?|729884	1095.0996	removed	removed
?|8225	586.7084	?|8225	526.5313
?|90288	7.3842	?|90288	118.1586
A1BG	192.0318	A1BG	104.7258
A2LD1	216.4198	A2LD1	74.2148
A2M	16616.6368	A2M	106784.4768
A4GALT	356.2318	A4GALT	782.0973
AAAS	616.2452	AAAS	488.3296
removed	removed	AACS	482.7030
removed	removed	AADAC	176.4975
AADAT	223.5399	AADAT	92.0986
AAGAB	1519.8031	AAGAB	652.9817
AAK1	772.4323	AAK1	1119.6933
AAMP	2422.4659	AAMP	1681.7610
AARS2	405.2316	AARS2	321.5957
AARSD1	479.7494	AARSD1	303.2441
AARS	1862.1616	AARS	2665.2314
AASDHPPT	950.1007	AASDHPPT	678.4495
AASDH	203.8487	AASDH	225.0640
AASS	501.4545	AASS	503.1365
AATF	1290.8928	AATF	995.3159
AATK	56.8472	AATK	906.2823
ABAT	93.7570	ABAT	343.5187
ABCA10	17.0060	ABCA10	53.3046
ABCA11P	82.2466	ABCA11P	72.0442
ABCA12	327.3663	removed	removed
ABCA13	64.2202	ABCA13	386.7547
ABCA1	1865.0168	ABCA1	1431.4987
ABCA2	765.0481	ABCA2	1375.2594
ABCA3	2112.3294	ABCA3	27372.5187
ABCA4	319.9821	ABCA4	22.5064
ABCA5	168.9416	ABCA5	288.7334
ABCA6	247.9302	ABCA6	323.9737
ABCA7	1019.0199	ABCA7	703.9172
ABCA8	60.4162	ABCA8	1935.8464
ABCA9	158.6485	ABCA9	226.5447
ABCB10	420.4520	ABCB10	511.1322
ABCB1	46.3191	ABCB1	393.2697
ABCB4	35.3547	ABCB4	13.0300
ABCB6	548.8789	ABCB6	228.7805
ABCB7	471.6939	ABCB7	361.2869
ABCB8	1053.4795	ABCB8	673.1190
ABCB9	173.3050	ABCB9	66.2577
ABCC10	633.0275	ABCC10	499.5828
removed	removed	ABCC13	8.2918
ABCC1	1456.2542	ABCC1	2093.3912
ABCC3	3189.9754	ABCC3	1074.6805
ABCC4	592.0788	ABCC4	1295.0063
ABCC5	570.8212	ABCC5	442.4284
ABCC6P1	17.6773	ABCC6P1	24.5794
ABCC6P2	49.2280	ABCC6P2	62.4849
ABCC6	401.2083	ABCC6	1034.7021
removed	removed	ABCC8	40.8669
ABCC9	335.1980	ABCC9	855.5393
ABCD1	576.4153	ABCD1	550.5184
ABCD2	43.4102	ABCD2	41.4592
ABCD3	1222.1974	ABCD3	1315.7359
ABCD4	556.5003	ABCD4	607.9689
ABCE1	1736.6301	ABCE1	1101.6290
ABCF1	1766.1669	ABCF1	1576.3363
ABCF2	2297.6057	ABCF2	978.1399
ABCF3	963.9740	ABCF3	881.5993
ABCG1	1034.2358	ABCG1	3008.1578
ABCG2	57.0597	ABCG2	582.5011
ABHD10	395.1667	ABHD10	419.9220
ABHD11	1288.2077	ABHD11	350.0337
removed	removed	ABHD12B	41.7553
ABHD12	1709.5547	ABHD12	1259.4699
ABHD13	542.6270	ABHD13	596.1234
ABHD14A	416.8695	ABHD14A	334.0216
ABHD14B	1455.1354	ABHD14B	1599.7311
ABHD15	511.3001	ABHD15	472.9305
ABHD2	3677.5565	ABHD2	10423.1277
ABHD3	530.5437	ABHD3	352.6990
ABHD4	545.7597	ABHD4	809.6381
ABHD5	1269.8590	ABHD5	1024.6334
ABHD6	162.2287	ABHD6	315.9780
ABHD8	463.6384	ABHD8	368.9865
ABI1	2126.3773	ABI1	1590.0178
ABI2	1175.4307	ABI2	1515.0360
ABI3BP	463.4146	ABI3BP	5045.5792
ABI3	348.1763	ABI3	620.7028
ABL1	1826.5831	ABL1	2999.5699
ABL2	884.3142	ABL2	1069.9423
ABLIM1	1029.0893	ABLIM1	5900.8223
ABLIM2	9.1743	ABLIM2	87.9526
ABLIM3	140.2998	ABLIM3	1176.8477
ABO	41.6200	ABO	49.4548
ABP1	22.8239	ABP1	18.0643
ABR	2178.5634	ABR	3897.7528
ABT1	788.9908	ABT1	545.4840
ABTB1	499.8881	ABTB1	933.1271
ABTB2	104.7214	ABTB2	177.0898
ACAA1	1466.7711	ACAA1	1369.3367
ACAA2	1436.1155	ACAA2	1630.8255
ACACA	2110.9868	ACACA	1966.6446
ACACB	157.0821	ACACB	789.7969
ACAD10	497.2030	ACAD10	414.2954
ACAD11	316.3750	ACAD11	301.1119
ACAD8	918.5500	ACAD8	414.5915
ACAD9	736.6167	ACAD9	755.7293
removed	removed	ACADL	339.6689
ACADM	853.8823	ACADM	818.8183
ACADSB	299.3958	ACADSB	931.6464
ACADS	288.4314	ACADS	600.8616
ACADVL	3577.5140	ACADVL	4211.9274
ACAN	84.1352	ACAN	26.9485
ACAP1	407.6975	ACAP1	281.3300
ACAP2	963.7503	ACAP2	1387.6971
ACAP3	1067.1873	ACAP3	444.2408
ACAT1	722.7568	ACAT1	1195.5043
ACAT2	395.4397	ACAT2	483.4730
ACBD3	1178.3397	ACBD3	1435.3752
ACBD4	414.4104	ACBD4	238.0940
ACBD5	1097.5610	ACBD5	850.8011
ACBD6	358.0219	ACBD6	323.3814
ACBD7	31.5507	ACBD7	15.1030
ACCN2	57.0597	ACCN2	29.6137
ACCN3	33.7883	ACCN3	15.3991
ACCN4	28.1942	removed	removed
ACCS	258.8946	ACCS	155.7680
ACD	465.6523	ACD	284.5875
ACE2	115.9096	ACE2	48.2703
ACER2	45.8716	ACER2	90.9140
ACER3	534.1240	ACER3	669.5654
ACE	1083.6876	ACE	5120.2056
ACHE	30.4319	ACHE	78.1801
ACIN1	2234.7281	ACIN1	2065.2582
ACLY	4706.4220	ACLY	3606.9465
ACN9	367.1962	ACN9	108.9784
ACO1	1470.1275	ACO1	1775.9325
ACO2	1843.7480	ACO2	2942.3177
ACOT11	181.9311	ACOT11	44.9062
ACOT13	496.8606	ACOT13	521.2245
ACOT1	322.6673	ACOT1	646.7628
ACOT2	318.8633	ACOT2	492.4755
ACOT4	34.9071	ACOT4	128.5234
ACOT7	1048.3330	ACOT7	609.4496
ACOT8	503.0879	ACOT8	285.7572
ACOT9	879.6151	ACOT9	764.3291
ACOX1	2663.9852	ACOX1	1884.1379
ACOX2	306.1087	ACOX2	291.3986
ACOX3	419.1094	ACOX3	413.1109
ACOXL	39.6062	ACOXL	103.3518
ACP1	1524.9497	ACP1	1110.2169
ACP2	1849.6308	ACP2	1226.3026
ACP5	3124.4126	ACP5	9773.6996
ACP6	363.1685	ACP6	181.2357
ACPL2	199.8210	ACPL2	223.2872
ACPP	240.5460	ACPP	180.6435
ACRBP	31.9982	ACRBP	67.8153
ACRC	31.7744	ACRC	8.8841
removed	removed	ACR	5.9227
removed	removed	ACSBG1	52.7124
ACSF2	2103.3788	ACSF2	821.4835
ACSF3	370.1052	ACSF3	350.6260
ACSL1	4838.6664	ACSL1	5742.9814
ACSL3	1658.9841	ACSL3	2506.2059
ACSL4	1922.3540	ACSL4	3736.6544
ACSL5	3999.5525	ACSL5	2024.6874
ACSL6	7.8317	ACSL6	18.6566
ACSM1	16.3348	ACSM1	65.4462
removed	removed	ACSM2A	5.6266
ACSM3	59.9194	ACSM3	156.9051
ACSM5	12.5308	ACSM5	35.8326
ACSS1	540.1656	ACSS1	1008.9381
ACSS2	734.6162	ACSS2	1973.1596
ACSS3	241.2173	ACSS3	320.1239
removed	removed	ACTA1	8.5880
ACTA2	8393.9919	ACTA2	6324.0403
ACTB	171311.9266	ACTB	135573.2165
ACTG1	91552.4726	ACTG1	60374.8944
ACTG2	404.1173	ACTG2	826.8140
ACTL6A	1380.8458	ACTL6A	504.6171
ACTN1	6036.9210	ACTN1	5681.6811
removed	removed	ACTN2	108.6822
ACTN4	8796.0998	ACTN4	17522.6585
ACTR10	1126.8740	ACTR10	930.4619
ACTR1A	2127.3215	ACTR1A	3162.7412
ACTR1B	1485.1197	ACTR1B	1534.2849
ACTR2	7344.5961	ACTR2	7144.5969
ACTR3B	152.6068	ACTR3B	81.1415
ACTR3C	165.8089	ACTR3C	31.6866
ACTR3	6015.2159	ACTR3	4124.2975
ACTR5	210.1141	ACTR5	152.2143
ACTR6	489.8188	ACTR6	333.4501
ACTR8	530.0962	ACTR8	391.7890
ACVR1B	964.8691	ACVR1B	1255.6201
ACVR1C	16.3348	ACVR1C	8.8841
ACVR1	1183.9338	ACVR1	935.4962
ACVR2A	277.2432	ACVR2A	259.1197
ACVR2B	183.0387	ACVR2B	190.7121
ACVRL1	877.6013	ACVRL1	6379.0833
ACY1	1216.6055	ACY1	407.8011
ACY3	134.0345	ACY3	10.9571
ACYP1	51.4657	ACYP1	39.9785
ACYP2	108.7492	ACYP2	132.0770
ADAL	146.5652	ADAL	134.1500
ADAM10	2042.2913	ADAM10	2142.2538
ADAM11	5.5941	removed	removed
ADAM12	2056.3885	ADAM12	60.7080
ADAM15	5195.5561	ADAM15	3026.7078
ADAM17	1507.2723	ADAM17	1578.7054
ADAM19	995.7485	ADAM19	448.3511
ADAM22	91.7431	ADAM22	37.6094
ADAM23	34.4596	ADAM23	56.8583
ADAM28	877.8250	ADAM28	202.2614
removed	removed	ADAM29	5.6266
ADAM33	87.7154	ADAM33	204.6009
ADAM6	298040.5169	ADAM6	24175.9142
ADAM8	1453.7928	ADAM8	458.7159
ADAM9	4085.2540	ADAM9	3729.2510
ADAMDEC1	647.7959	ADAMDEC1	94.7638
ADAMTS10	146.1177	ADAMTS10	160.5062
