gene_id	TCGA-44-6145-01A-11R-1755-07	gene_id	TCGA-44-6145-11A-01R-1858-07
removed	removed	?|100133144	12.2373
?|100134869	12.0973	?|100134869	18.9730
?|10357	54.8579	?|10357	67.9514
?|10431	1077.0689	?|10431	606.0606
?|155060	89.0714	?|155060	96.5342
removed	removed	?|390284	18.8713
?|57714	2325.9634	?|57714	461.6222
?|645851	6.9488	?|645851	5.8066
?|653553	130.1327	?|653553	325.8937
?|8225	307.0120	?|8225	558.8822
?|90288	12.6342	?|90288	67.5014
A1BG	54.3272	A1BG	83.4694
A2LD1	114.0745	A2LD1	48.1074
A2ML1	16.4245	removed	removed
A2M	25633.5629	A2M	74022.6021
A4GALT	190.1453	A4GALT	359.2814
AAAS	615.9191	AAAS	474.6870
AACS	1061.2761	AACS	764.2896
AADAC	15.7928	AADAC	149.5191
AADAT	8.2123	AADAT	116.8572
AAGAB	1466.8351	AAGAB	869.5337
AAK1	971.5730	AAK1	1155.5072
AAMP	2468.0985	AAMP	1589.5482
AARS2	445.2937	AARS2	264.8521
removed	removed	AARSD1	313.5547
AARS	3675.9318	AARS	2262.3843
AASDHPPT	657.6121	AASDHPPT	657.5939
AASDH	218.5723	AASDH	179.2778
AASS	327.8585	AASS	847.0332
AATF	842.0720	AATF	1096.7157
AATK	390.3980	AATK	739.1036
ABAT	125.7107	ABAT	244.6017
ABCA10	8.8440	ABCA10	42.0976
ABCA11P	66.2792	ABCA11P	87.3598
ABCA12	372.0783	removed	removed
ABCA13	20.2148	ABCA13	72.5821
ABCA1	1651.9078	ABCA1	1601.8871
ABCA2	2082.1226	ABCA2	833.9684
ABCA3	1157.9280	ABCA3	28553.0757
ABCA4	71.3834	ABCA4	45.7267
ABCA5	223.6260	ABCA5	227.1820
ABCA6	133.9229	ABCA6	293.9575
ABCA7	425.7738	ABCA7	741.7891
ABCA8	59.3809	ABCA8	1293.4132
ABCA9	65.0663	ABCA9	192.3426
ABCB10	526.2160	ABCB10	466.7030
ABCB1	133.2912	ABCB1	333.8777
ABCB4	20.8465	removed	removed
ABCB6	1201.1434	ABCB6	147.3417
ABCB7	458.6229	ABCB7	300.4899
ABCB8	935.5654	ABCB8	634.3676
ABCB9	121.6109	ABCB9	86.8735
ABCC10	409.3493	ABCC10	421.7021
ABCC11	10.1074	removed	removed
removed	removed	ABCC13	7.2582
ABCC1	5198.3575	ABCC1	1548.9022
ABCC2	1766.8983	removed	removed
ABCC3	7469.3620	ABCC3	1207.0405
ABCC4	261.5287	ABCC4	979.1326
removed	removed	ABCC5	608.2381
ABCC6P1	36.6393	ABCC6P1	24.6779
ABCC6P2	78.9640	ABCC6P2	66.7755
ABCC6	264.0556	ABCC6	590.8184
ABCC9	396.0834	ABCC9	505.1715
ABCD1	421.3519	ABCD1	323.7162
ABCD2	42.3247	ABCD2	13.7906
ABCD3	1645.6096	ABCD3	1307.9296
ABCD4	347.4416	ABCD4	532.0269
ABCE1	975.9949	ABCE1	1297.7681
ABCF1	1881.2382	ABCF1	1674.4692
ABCF2	1485.7865	ABCF2	1083.6509
ABCF3	1218.5723	ABCF3	778.0802
ABCG1	1150.9792	ABCG1	2358.1927
ABCG2	83.3860	ABCG2	299.0383
ABHD10	511.6867	ABHD10	354.9265
ABHD11	255.8433	ABHD11	322.2646
ABHD12	1179.4062	ABHD12	1209.9437
ABHD13	487.6816	ABHD13	698.9657
