gene_id	TCGA-43-6771-01A-11R-1820-07	gene_id	TCGA-43-6771-11A-01R-1820-07
removed	removed	?|100133144	6.0777
?|100134869	6.7609	?|100134869	9.4589
?|10357	172.6957	?|10357	84.3634
?|10431	900.8152	?|10431	636.7347
?|155060	70.1087	?|155060	107.9658
?|57714	564.4022	?|57714	561.4220
removed	removed	?|645851	5.0033
?|652919	28.1386	?|652919	93.7011
?|653553	525.8152	?|653553	230.4147
?|729884	657.8804	removed	removed
?|8225	544.8370	?|8225	570.3752
removed	removed	?|90288	5.0033
A1BG	93.0924	A1BG	71.9184
A2LD1	90.2011	A2LD1	46.1040
A2ML1	10570.9239	removed	removed
A2M	4714.9239	A2M	125979.9315
A4GALT	407.3370	A4GALT	797.6300
AAAS	570.9239	AAAS	489.0059
AACS	1233.1522	AACS	535.8789
removed	removed	AADAC	51.0862
AADAT	30.7065	AADAT	62.4095
AAGAB	1194.2935	AAGAB	734.1672
AAK1	1085.5978	AAK1	1121.2640
AAMP	2924.7283	AAMP	1704.5425
AARS2	553.5136	AARS2	276.2186
AARSD1	405.1630	AARSD1	341.5405
AARS	2876.6304	AARS	2155.6287
AASDHPPT	444.8370	AASDHPPT	523.2390
AASDH	116.0326	AASDH	114.2857
AASS	159.2391	AASS	721.2640
AATF	1883.9674	AATF	1148.3871
AATK	25.0000	AATK	614.1567
ABAT	170.1087	ABAT	219.6182
removed	removed	ABCA10	47.6629
ABCA11P	37.7255	ABCA11P	42.2146
ABCA12	2986.1413	removed	removed
ABCA13	51.0870	ABCA13	13.4299
ABCA1	697.2772	ABCA1	1118.0935
ABCA2	683.1522	ABCA2	1014.3515
ABCA3	22.8261	ABCA3	25317.9724
removed	removed	ABCA4	19.2232
ABCA5	257.8804	ABCA5	250.4279
ABCA6	14.9457	ABCA6	272.2844
ABCA7	163.5870	ABCA7	519.8157
removed	removed	ABCA8	1254.5095
ABCA9	7.3370	ABCA9	272.2844
ABCB10	274.4565	ABCB10	402.6333
ABCB1	32.6087	ABCB1	159.8420
removed	removed	ABCB4	5.0033
removed	removed	ABCB5	8.6899
ABCB6	756.1060	ABCB6	194.9651
ABCB7	364.4022	ABCB7	297.3009
ABCB8	570.6522	ABCB8	632.5214
ABCB9	188.7337	ABCB9	52.2581
ABCC10	419.8370	ABCC10	360.7637
removed	removed	ABCC13	24.2265
ABCC1	3073.9130	ABCC1	1935.7472
ABCC3	1005.1630	ABCC3	817.3799
ABCC4	266.3043	ABCC4	895.3259
removed	removed	ABCC5	337.3272
removed	removed	ABCC6P1	25.0165
removed	removed	ABCC6P2	47.3996
removed	removed	ABCC6	526.3989
removed	removed	ABCC8	176.9585
ABCC9	62.2283	ABCC9	966.6886
ABCD1	249.7283	ABCD1	467.1494
ABCD2	8.4239	ABCD2	6.0566
ABCD3	625.5435	ABCD3	976.4319
ABCD4	498.0978	ABCD4	613.5616
ABCE1	1429.3478	ABCE1	1517.3140
ABCF1	2680.4348	ABCF1	2369.7169
ABCF2	1187.7717	ABCF2	1295.8525
