gene_id	TCGA-50-6595-01A-12R-1858-07	gene_id	TCGA-50-6595-11A-01R-1858-07
removed	removed	?|100133144	10.7438
removed	removed	?|100134869	7.1690
?|10357	74.0322	?|10357	86.6005
?|10431	1151.7685	?|10431	492.6012
?|155060	36.6559	?|155060	116.0436
removed	removed	?|390284	8.9564
?|57714	809.6463	?|57714	551.0125
removed	removed	?|645851	9.7352
?|652919	23.8457	removed	removed
?|653553	351.7685	?|653553	231.3084
?|729884	171.7042	removed	removed
?|8225	443.0868	?|8225	601.6355
?|90288	23.1511	?|90288	81.3863
A1BG	84.8360	A1BG	71.5654
A2LD1	64.2508	A2LD1	61.0397
A2M	23528.5531	A2M	67889.5327
A4GALT	930.5466	A4GALT	510.1246
AAAS	769.1318	AAAS	450.1558
AACS	465.5949	AACS	426.0125
AADAC	14.7910	AADAC	432.2430
AADAT	40.5145	AADAT	111.3707
AAGAB	1232.7974	AAGAB	634.3458
AAK1	685.5305	AAK1	1207.1651
AAMP	2178.1350	AAMP	1751.5576
AARS2	422.5080	AARS2	353.9058
AARSD1	494.5338	AARSD1	273.7539
AARS	3651.4469	AARS	2359.8131
AASDHPPT	956.2701	AASDHPPT	716.1215
AASDH	147.2669	AASDH	241.0436
AASS	144.6945	AASS	667.0561
AATF	1588.4244	AATF	910.0467
AATK	32.1543	AATK	962.8972
ABAT	269.4534	ABAT	289.7196
removed	removed	ABCA10	72.8193
ABCA11P	103.9678	ABCA11P	102.4961
ABCA13	141.4791	ABCA13	53.3489
ABCA1	1392.9132	ABCA1	3124.5950
ABCA2	518.3280	ABCA2	1065.0312
ABCA3	363.3441	ABCA3	15690.4206
ABCA4	139.5498	ABCA4	9.3458
ABCA5	27.6527	ABCA5	310.7477
ABCA6	29.5820	ABCA6	335.2804
ABCA7	303.5370	ABCA7	461.0592
ABCA8	21.8650	ABCA8	1349.2991
ABCA9	12.8617	ABCA9	250.7788
ABCB10	537.6206	ABCB10	516.3551
ABCB1	57.8778	ABCB1	118.3801
ABCB6	503.8457	ABCB6	191.1098
ABCB7	317.6849	ABCB7	340.7321
ABCB8	540.8360	ABCB8	514.0187
ABCB9	136.6817	ABCB9	62.3092
ABCC10	586.4952	ABCC10	470.7944
removed	removed	ABCC13	24.1433
ABCC1	2456.5916	ABCC1	2216.1215
ABCC2	5.7878	ABCC2	10.1246
ABCC3	874.5981	ABCC3	615.6542
ABCC4	452.0900	ABCC4	820.8723
ABCC5	381.9936	ABCC5	614.4860
removed	removed	ABCC6P1	43.6137
ABCC6P2	16.0772	ABCC6P2	63.0841
ABCC6	32.1543	ABCC6	901.8692
removed	removed	ABCC8	8.1776
ABCC9	353.0547	ABCC9	674.0654
ABCD1	439.2283	ABCD1	439.2523
ABCD2	10.9325	ABCD2	40.1090
ABCD3	660.4502	ABCD3	1432.2430
ABCD4	600.6431	ABCD4	599.2991
ABCE1	2025.7235	ABCE1	853.1931
ABCF1	2681.6720	ABCF1	1480.1402
ABCF2	1944.6945	ABCF2	824.7664
ABCF3	1363.9871	ABCF3	894.8598
ABCG1	659.8071	ABCG1	1663.9408
ABCG2	96.4630	ABCG2	223.5202
ABCG4	10.9325	removed	removed
ABHD10	329.9035	ABHD10	473.1308
ABHD11	411.5756	ABHD11	219.2368
ABHD12	1639.8714	ABHD12	1063.4735
