gene_id	TCGA-73-4676-01A-01R-1755-07	gene_id	TCGA-73-4676-11A-01R-1755-07
removed	removed	?|100133144	6.1155
removed	removed	?|100134869	7.1430
?|10357	118.4274	?|10357	94.0032
?|10431	883.9050	?|10431	700.2177
?|155060	101.8470	?|155060	18.2305
?|390284	8.9710	?|390284	10.7726
?|57714	1125.5937	?|57714	161.5887
?|653553	985.2243	?|653553	341.4079
?|729884	764.1161	removed	removed
?|8225	452.7704	?|8225	551.8876
removed	removed	?|90288	24.8598
A1BG	33.6464	A1BG	138.2039
A2LD1	172.1003	A2LD1	108.7119
A2M	15789.9525	A2M	85312.4732
A4GALT	255.9367	A4GALT	384.4983
removed	removed	A4GNT	6.6293
AAAS	394.7230	AAAS	527.8564
AACS	1162.5330	AACS	580.0620
AADAC	27.9683	AADAC	242.7974
AADAT	158.8391	AADAT	68.7788
AAGAB	1075.4617	AAGAB	783.9124
AAK1	828.4960	AAK1	470.6789
AAMP	2712.4011	AAMP	1986.2981
AARS2	292.8760	AARS2	189.7631
AARSD1	880.2111	AARSD1	333.9500
AARS	2632.1900	AARS	2171.0893
AASDHPPT	1502.3747	AASDHPPT	684.4732
AASDH	199.4723	AASDH	155.7881
AASS	231.6623	AASS	466.5356
AATF	2467.5462	AATF	791.3703
AATK	51.7150	AATK	404.3861
ABAT	61.7414	ABAT	274.2865
ABCA10	7.3879	ABCA10	12.4299
ABCA11P	108.9604	ABCA11P	102.8201
ABCA13	489.7098	ABCA13	60.4922
ABCA1	701.8470	ABCA1	517.9042
ABCA2	794.7230	ABCA2	397.7568
ABCA3	3159.3668	ABCA3	19009.4612
ABCA4	6035.3562	ABCA4	11.6012
ABCA5	181.5303	ABCA5	150.8161
ABCA6	49.0765	ABCA6	249.4267
ABCA7	153.0343	ABCA7	291.6883
ABCA8	170.9763	ABCA8	877.5510
ABCA9	11.0818	ABCA9	53.0342
ABCB10	711.8734	ABCB10	570.9468
ABCB1	23.7467	ABCB1	57.1775
ABCB4	14.2480	removed	removed
removed	removed	ABCB5	5.8006
ABCB6	986.6332	ABCB6	184.3769
ABCB7	829.5515	ABCB7	493.8814
ABCB8	713.9842	ABCB8	627.2956
ABCB9	170.3958	ABCB9	60.8154
ABCC10	395.7784	ABCC10	265.1712
ABCC13	24.8021	ABCC13	29.8318
ABCC1	1217.9420	ABCC1	1075.6007
ABCC2	2670.1847	removed	removed
ABCC3	13944.5910	ABCC3	598.2925
ABCC4	636.9393	ABCC4	807.9435
ABCC5	572.5594	ABCC5	289.2024
ABCC6P1	23.2190	ABCC6P1	19.0592
ABCC6P2	46.9657	ABCC6P2	117.6697
ABCC6	143.5356	ABCC6	401.9001
removed	removed	ABCC8	9.9439
ABCC9	262.2691	ABCC9	398.5855
ABCD1	480.7388	ABCD1	335.6073
ABCD2	5.2770	ABCD2	22.3738
ABCD3	2263.8522	ABCD3	1505.6753
ABCD4	437.4670	ABCD4	683.6445
ABCE1	2794.7230	ABCE1	1004.3360
ABCF1	1501.8470	ABCF1	1238.0181
ABCF2	2291.8206	ABCF2	927.2706
ABCF3	1504.4855	ABCF3	893.2955
ABCG1	575.1979	ABCG1	2430.4599
ABCG2	321.3720	ABCG2	491.3954
ABHD10	763.0607	ABHD10	669.5573
ABHD11	1990.5013	ABHD11	328.1494
ABHD12	1436.4116	ABHD12	1991.2701
ABHD13	378.8918	ABHD13	793.0277
ABHD14A	344.0633	ABHD14A	434.2179
ABHD14B	1391.0290	ABHD14B	1673.8933
ABHD15	276.5172	ABHD15	326.4921
ABHD1	6.3325	removed	removed
ABHD2	8841.1609	ABHD2	4942.1285
ABHD3	910.8179	ABHD3	422.6166
ABHD4	1378.3641	ABHD4	1093.0026
ABHD5	893.4037	ABHD5	1315.9121
ABHD6	166.2269	ABHD6	372.0684
ABHD8	313.4565	ABHD8	313.2335
ABI1	1253.2348	ABI1	1955.4388
ABI2	978.3641	ABI2	1318.3981
ABI3BP	306.5963	ABI3BP	2364.9957
ABI3	217.4142	ABI3	673.7006
ABL1	900.7916	ABL1	1251.2767
ABL2	718.7335	ABL2	505.4826
ABLIM1	1996.8338	ABLIM1	3505.2320
ABLIM2	51.7150	ABLIM2	52.2056
ABLIM3	901.3193	ABLIM3	739.1648
ABO	62.2691	ABO	48.0623
ABP1	7.9156	ABP1	12.4299
ABR	2758.8391	ABR	1997.0707
ABT1	576.7810	ABT1	780.5978
ABTB1	362.5330	ABTB1	959.5883
ABTB2	274.4063	ABTB2	94.4672
ACAA1	1429.0237	ACAA1	2031.8744
ACAA2	1745.6464	ACAA2	2118.8837
ACACA	2207.3879	ACACA	1308.4542
ACACB	96.5699	ACACB	296.6603
ACAD10	407.3879	ACAD10	303.2896
ACAD11	136.6755	ACAD11	211.3083
