gene_id	TCGA-49-4512-01A-21R-1858-07	gene_id	TCGA-49-4512-11A-01R-1858-07
?|100133144	19.3851	?|100133144	11.9709
?|100134869	10.5919	?|100134869	6.0240
?|10357	71.9754	?|10357	106.2554
?|10431	650.2690	?|10431	1105.3985
?|155060	210.6072	?|155060	20.5656
?|390284	5.3805	?|390284	9.4259
?|57714	435.0500	?|57714	234.7901
?|645851	24.5965	removed	removed
?|652919	13.2513	removed	removed
?|653553	1950.0384	?|653553	359.8972
?|729884	13.8355	?|729884	5.9983
?|8225	754.0354	?|8225	684.6615
?|90288	14.6042	?|90288	65.9811
A1BG	259.6695	A1BG	126.8209
A2LD1	55.9493	A2LD1	98.2691
A2M	15111.3067	A2M	51353.4704
A4GALT	466.5642	A4GALT	216.7952
removed	removed	A4GNT	8.5690
AAAS	728.6703	AAAS	485.8612
removed	removed	AACSL	5.9983
AACS	652.5749	AACS	850.0428
removed	removed	AADACL2	10.2828
removed	removed	AADAC	529.5630
AADAT	56.1107	AADAT	130.2485
AAGAB	608.7625	AAGAB	1096.8295
AAK1	765.5650	AAK1	389.8886
AAMP	2258.2629	AAMP	2224.5073
AARS2	485.7802	AARS2	167.9520
AARSD1	680.2460	AARSD1	430.1628
AARS	4120.6764	AARS	1866.3239
AASDHPPT	770.1768	AASDHPPT	944.3016
AASDH	154.4965	AASDH	301.6281
AASS	315.1422	AASS	229.6487
AATF	1601.8447	AATF	716.3668
AATK	22.2905	AATK	353.0420
ABAT	236.7410	ABAT	269.9229
ABCA10	9.9923	ABCA10	8.5690
ABCA11P	123.5895	ABCA11P	87.8492
ABCA12	16.1414	ABCA12	23.9931
ABCA13	295.9262	ABCA13	107.1123
ABCA17P	13.8355	removed	removed
ABCA1	1179.0930	ABCA1	1058.2691
ABCA2	1199.0776	ABCA2	335.9040
ABCA3	7370.4842	ABCA3	8833.7618
ABCA4	797.0792	ABCA4	23.9931
ABCA5	259.8002	ABCA5	228.7918
ABCA6	61.4912	ABCA6	159.3830
ABCA7	405.8417	ABCA7	337.6178
ABCA8	19.2160	ABCA8	531.2768
ABCA9	19.9846	ABCA9	44.5587
ABCB10	196.7717	ABCB10	690.6598
ABCB1	33.0515	ABCB1	305.9126
ABCB4	42.2752	ABCB4	10.2828
ABCB6	517.9324	ABCB6	282.0394
ABCB7	308.2244	ABCB7	532.9906
ABCB8	1198.3090	ABCB8	668.3805
ABCB9	301.8217	ABCB9	60.5827
ABCC10	622.5980	ABCC10	281.0626
removed	removed	ABCC13	28.2776
ABCC1	1329.7463	ABCC1	573.2648
ABCC2	6.9178	removed	removed
ABCC3	5011.5296	ABCC3	1191.9452
ABCC4	174.4812	ABCC4	896.3153
ABCC5	1730.9762	ABCC5	307.6264
ABCC6P1	49.1929	ABCC6P1	28.2776
ABCC6P2	250.5765	ABCC6P2	167.0951
ABCC6	424.2890	ABCC6	431.0197
ABCC8	9.2237	removed	removed
ABCC9	138.3551	ABCC9	596.4010
ABCD1	842.4289	ABCD1	233.9332
ABCD2	5.3805	ABCD2	47.9863
ABCD3	926.9792	ABCD3	2793.4876
ABCD4	525.7494	ABCD4	667.5236
ABCE1	1020.7533	ABCE1	1612.6821
ABCF1	1762.4904	ABCF1	841.4739
ABCF2	1722.5211	ABCF2	951.1568
ABCF3	1062.2598	ABCF3	798.6290
ABCG1	1108.3782	ABCG1	2401.0283
ABCG2	54.5734	ABCG2	397.6007
ABCG4	9.2237	removed	removed
ABHD10	620.2921	ABHD10	1030.8483
ABHD11	2191.3912	ABHD11	510.7112
ABHD12B	9.2237	ABHD12B	29.1345
ABHD12	1003.8432	ABHD12	1204.7986
ABHD13	256.7256	ABHD13	1025.7069
ABHD14A	604.9193	ABHD14A	590.4027
ABHD14B	2754.0354	ABHD14B	1874.8929
ABHD15	426.5949	ABHD15	361.6110
ABHD1	7.6864	removed	removed
ABHD2	2397.3866	ABHD2	4831.1911
ABHD3	195.2344	ABHD3	483.2905
ABHD4	1093.0054	ABHD4	722.3650
ABHD5	568.7932	ABHD5	1085.6898
ABHD6	124.5196	ABHD6	303.3419
ABHD8	376.6334	ABHD8	299.9143
ABI1	1032.9516	ABI1	2067.9263
ABI2	833.9739	ABI2	1589.5458
ABI3BP	223.6741	ABI3BP	1722.3650
ABI3	366.6410	ABI3	690.6598
ABL1	1875.4804	ABL1	798.6290
ABL2	883.9354	ABL2	351.3282
ABLIM1	914.6810	ABLIM1	3604.1131
ABLIM2	102.9977	ABLIM2	52.2708
ABLIM3	119.9078	ABLIM3	582.6907
ABO	71.4835	ABO	14.5673
ABP1	49.9616	ABP1	52.2708
ABR	4650.2690	ABR	1416.4524
ABT1	907.7633	ABT1	990.5741
ABTB1	614.9116	ABTB1	1121.6795
ABTB2	227.5173	ABTB2	50.5570
ACAA1	1738.6626	ACAA1	2007.7121
ACAA2	470.4074	ACAA2	2591.2596
ACACA	1358.9547	ACACA	1120.8226
ACACB	181.3989	ACACB	126.8209
ACAD10	821.6756	ACAD10	255.3556
ACAD11	326.6718	ACAD11	242.5021
ACAD8	1893.1591	ACAD8	482.4336
ACAD9	972.3290	ACAD9	838.6632
removed	removed	ACADL	482.4336
ACADM	295.9262	ACADM	1577.5493
ACADSB	755.5726	ACADSB	1314.4816
ACADS	1197.5404	ACADS	884.3188
ACADVL	7943.8586	ACADVL	3790.0600
ACAN	85.3190	ACAN	15.4242
ACAP1	169.8693	ACAP1	161.0968
ACAP2	683.3205	ACAP2	1661.5253
ACAP3	1133.9047	ACAP3	192.8021
ACAT1	1024.5965	ACAT1	2482.4336
ACAT2	459.6157	ACAT2	1141.2768
ACBD3	867.0254	ACBD3	1819.1945
ACBD4	330.5150	ACBD4	328.1919
ACBD5	504.2275	ACBD5	1108.8260
ACBD6	385.0884	ACBD6	360.7541
ACBD7	31.5142	ACBD7	28.2776
ACCN2	62.2598	ACCN2	25.7069
ACCN3	19.9846	removed	removed
ACCS	495.7725	ACCS	311.0540
ACD	583.3974	ACD	221.0797
ACE2	82.2444	ACE2	48.8432
ACER2	31.5142	ACER2	24.8500
ACER3	470.4074	ACER3	617.8235
ACE	425.0576	ACE	1258.7832
ACHE	1312.8363	ACHE	41.9880
ACIN1	2746.3490	ACIN1	928.0206
ACLY	1938.5088	ACLY	2448.1577
ACMSD	9.9923	removed	removed
ACN9	245.1960	ACN9	323.9075
ACO1	1710.9915	ACO1	2394.1731
ACO2	1980.0077	ACO2	2037.1380
ACOT11	112.9900	ACOT11	79.6915
ACOT13	874.4120	ACOT13	914.1131
ACOT1	965.4112	ACOT1	1589.5458
ACOT2	397.3866	ACOT2	544.1302
ACOT4	144.5042	ACOT4	270.7798
ACOT7	1410.4535	ACOT7	826.9066
ACOT8	797.3713	ACOT8	591.3539
ACOT9	933.8970	ACOT9	796.9152
ACOX1	1287.4712	ACOX1	1434.5330
ACOX2	139.8924	ACOX2	252.7849
ACOX3	503.4589	ACOX3	290.4884
ACOXL	189.0853	ACOXL	161.9537
ACP1	1149.1161	ACP1	2036.8466
ACP2	1311.2990	ACP2	1441.3025
ACP5	3448.1168	ACP5	10099.4002
ACP6	711.7602	ACP6	201.3710
ACPL2	207.5327	ACPL2	227.0780
ACPP	52.2675	ACPP	174.8072
ACRBP	17.6787	ACRBP	37.7035
ACRC	49.9616	removed	removed
ACSBG1	13.8355	ACSBG1	32.5621
ACSF2	802.4596	ACSF2	1719.7943
ACSF3	524.9808	ACSF3	309.3402
ACSL1	1761.7218	ACSL1	3535.5613
ACSL3	1087.6249	ACSL3	2125.1071
ACSL4	1250.5765	ACSL4	4802.0566
ACSL5	5224.4427	ACSL5	1859.4687
ACSL6	11.5296	ACSL6	5.1414
ACSM1	9.9923	ACSM1	17.9949
ACSM3	281.1837	ACSM3	355.7584
ACSM5	14.6042	ACSM5	12.8535
ACSS1	277.4789	ACSS1	1079.6915
ACSS2	6853.9585	ACSS2	1791.7738
ACSS3	53.0361	ACSS3	287.0608
ACTA1	7.6864	removed	removed
ACTA2	13807.5480	ACTA2	7617.2751
ACTB	293757.8786	ACTB	155893.7446
removed	removed	ACTC1	10.2828
ACTG1	77714.8347	ACTG1	76866.3239
ACTG2	1156.0338	ACTG2	2497.0009
ACTL6A	869.3313	ACTL6A	1231.3625
ACTN1	4787.0869	ACTN1	2506.4267
removed	removed	ACTN2	35.1328
ACTN4	13263.4973	ACTN4	7961.6195
ACTR10	844.7348	ACTR10	1971.7224
ACTR1A	4218.2936	ACTR1A	3216.7952
ACTR1B	1340.5073	ACTR1B	2010.2828
ACTR2	4282.0907	ACTR2	8359.0403
ACTR3B	126.0569	ACTR3B	66.8380
ACTR3C	41.5065	ACTR3C	78.8346
ACTR3	3626.4412	ACTR3	6832.0480
ACTR5	427.3636	ACTR5	185.9469
ACTR6	286.7025	ACTR6	827.7635
ACTR8	336.6641	ACTR8	362.4679
ACVR1B	1189.8540	ACVR1B	568.1234
removed	removed	ACVR1C	11.1397
ACVR1	889.3159	ACVR1	929.7344
ACVR2A	258.2629	ACVR2A	401.0283
ACVR2B	250.5765	ACVR2B	198.8003
ACVRL1	599.5388	ACVRL1	2432.7335
ACY1	769.4081	ACY1	612.6821
ACY3	24.5965	ACY3	11.9966
ACYP1	24.5965	ACYP1	67.6949
ACYP2	112.2214	ACYP2	318.7661
ADAL	75.3267	ADAL	128.5347
ADAM10	491.1606	ADAM10	1583.5476
ADAM11	5.3805	removed	removed
ADAM12	1578.0169	ADAM12	83.9760
ADAM15	9332.9131	ADAM15	2514.9957
ADAM17	341.2759	ADAM17	659.8115
removed	removed	ADAM19	176.5210
removed	removed	ADAM21	5.1414
ADAM22	9.9923	removed	removed
ADAM23	6.9178	ADAM23	14.5673
ADAM28	111.4527	ADAM28	121.6795
ADAM33	154.4965	ADAM33	90.8312
ADAM6	33234.6810	ADAM6	59635.1414
ADAM8	1346.6564	ADAM8	271.6367
ADAM9	2786.3182	ADAM9	3001.7138
ADAMDEC1	6.9178	ADAMDEC1	30.8483
ADAMTS10	142.9669	ADAMTS10	17.9949
ADAMTS12	61.4912	ADAMTS12	29.1345
ADAMTS13	43.8125	ADAMTS13	5.9983
ADAMTS14	302.8440	ADAMTS14	7.7121
removed	removed	ADAMTS15	7.7121
ADAMTS16	155.2652	ADAMTS16	21.4225
ADAMTS17	48.4243	ADAMTS17	10.2828
ADAMTS1	617.2175	ADAMTS1	666.6667
ADAMTS2	156.0338	ADAMTS2	71.9794
ADAMTS3	35.3574	ADAMTS3	33.4190
ADAMTS4	402.7671	ADAMTS4	11.9966
ADAMTS5	129.9001	ADAMTS5	182.5193
ADAMTS6	34.5888	ADAMTS6	8.5690
ADAMTS7	306.6872	ADAMTS7	57.4122
ADAMTS8	89.9308	ADAMTS8	377.0351
ADAMTS9	320.5227	ADAMTS9	156.8123
ADAMTSL1	109.1468	ADAMTSL1	61.6967
ADAMTSL2	744.8117	ADAMTSL2	151.6710
ADAMTSL3	26.1337	ADAMTSL3	486.7181
ADAMTSL4	1226.7487	ADAMTSL4	980.2913
ADAMTSL5	76.8640	ADAMTSL5	15.4242
ADAP1	763.4435	ADAP1	497.3608
ADAP2	568.0246	ADAP2	294.7729
ADARB1	553.4204	ADARB1	523.5647
ADAR	10611.0684	ADAR	4738.6461
ADAT1	221.3682	ADAT1	116.5381
ADAT2	172.1752	ADAT2	75.4070
ADAT3	78.4012	ADAT3	31.7052
ADA	85.3190	ADA	69.4087
ADCK1	338.9700	ADCK1	116.5381
ADCK2	775.5803	ADCK2	1084.8329
ADCK4	747.8862	ADCK4	536.4182
ADCK5	594.9270	ADCK5	59.1260
ADCY1	50.7302	ADCY1	46.2725
ADCY2	39.2006	ADCY2	34.2759
ADCY3	588.0169	ADCY3	768.2948
ADCY4	53.0361	ADCY4	94.2588
ADCY5	24.5965	ADCY5	32.5621
ADCY6	873.9431	ADCY6	622.9649
ADCY7	886.2414	ADCY7	1002.5707
removed	removed	ADCY8	40.2742
ADCY9	1660.2613	ADCY9	894.6015
removed	removed	ADCYAP1	39.4173
ADC	211.3759	ADC	68.5518
ADD1	4134.5119	ADD1	4310.1971
ADD2	59.1852	ADD2	32.5621
ADD3	384.3198	ADD3	2023.1362
removed	removed	ADH1A	88.1662
ADH1B	418.9085	ADH1B	14872.3222
ADH1C	31.5142	ADH1C	271.6367
ADH5	1563.4128	ADH5	7201.3710
ADH6	8.4550	ADH6	12.8535
ADH7	11.5296	ADH7	25.7069
ADHFE1	72.2521	ADHFE1	102.8278
ADI1	2102.2291	ADI1	4022.2793
ADIPOR1	2880.8609	ADIPOR1	4106.2554
ADIPOR2	2033.0515	ADIPOR2	1647.8149
ADK	1143.7356	ADK	1028.2776
ADM2	209.0699	ADM2	119.1088
ADM	356.6487	ADM	136.2468
ADNP2	301.3067	ADNP2	491.8595
ADNP	1453.4973	ADNP	1319.6230
ADORA1	134.5119	ADORA1	79.6915
ADORA2A	184.4658	ADORA2A	181.6624
ADORA2B	119.9078	ADORA2B	160.2399
ADORA3	334.3582	ADORA3	94.2588
ADO	449.6541	ADO	802.0566
ADPGK	896.1107	ADPGK	1840.9940
ADPRHL1	49.9616	ADPRHL1	68.5518
ADPRHL2	1345.1191	ADPRHL2	981.1482
ADPRH	289.0085	ADPRH	814.0531
removed	removed	ADRA1A	5.1414
ADRA1B	22.2905	ADRA1B	32.5621
removed	removed	ADRA1D	68.5518
ADRA2A	450.4228	ADRA2A	96.8295
ADRA2B	14.6042	ADRA2B	5.1414
ADRA2C	31.5142	ADRA2C	57.4122
ADRB1	308.9931	ADRB1	271.6367
ADRB2	84.5503	ADRB2	691.5167
ADRB3	30.7456	ADRB3	5.1414
ADRBK1	3093.0054	ADRBK1	1231.3625
