gene_id	TCGA-22-5471-01A-01R-1635-07	gene_id	TCGA-22-5471-11A-01R-1635-07
?|100133144	5.5272	removed	removed
removed	removed	?|100134869	8.9897
?|10357	180.7988	?|10357	112.6199
?|10431	1834.8327	?|10431	525.6849
?|155060	92.8392	?|155060	44.9486
?|390284	6.1173	removed	removed
?|57714	372.7960	?|57714	516.6952
?|645851	5.0378	removed	removed
?|653553	774.0194	?|653553	212.3288
?|729884	558.1144	removed	removed
?|8225	1620.0072	?|8225	615.1541
removed	removed	?|90288	208.9041
A1BG	75.8906	A1BG	42.2731
A2LD1	185.0630	A2LD1	55.1627
A2ML1	10927.3120	removed	removed
A2M	3679.2911	A2M	88731.1344
A4GALT	1156.5311	A4GALT	540.2397
removed	removed	A4GNT	11.5582
AAAS	1544.0806	AAAS	615.5822
AACS	1309.4638	AACS	723.0308
AADAC	51.0975	AADAC	446.0616
AADAT	97.1573	AADAT	101.8836
AAGAB	960.7773	AAGAB	676.3699
AAK1	700.6117	AAK1	947.7740
AAMP	3342.2094	AAMP	1993.5788
AARS2	424.9694	AARS2	339.4649
AARSD1	681.5401	AARSD1	325.7705
AARS	4755.3077	AARS	2590.3253
AASDHPPT	732.2778	AASDHPPT	670.3339
AASDH	242.8931	AASDH	260.2740
AASS	166.2469	AASS	366.0103
AATF	2200.4318	AATF	1044.0925
AATK	19.0716	AATK	1018.8356
ABAT	56.1353	ABAT	464.0411
ABCA10	10.4354	ABCA10	16.2671
ABCA11P	82.5945	ABCA11P	69.5163
ABCA12	232.0979	removed	removed
ABCA13	1360.2015	ABCA13	651.5411
ABCA17P	11.8748	removed	removed
ABCA1	444.7643	ABCA1	1827.4743
ABCA2	496.2217	ABCA2	963.1849
ABCA3	1477.5099	ABCA3	27896.8322
ABCA4	229.2191	ABCA4	16.6952
ABCA5	358.4023	ABCA5	317.2089
ABCA6	32.3858	ABCA6	287.6712
ABCA7	246.4915	ABCA7	585.1884
ABCA8	14.7535	ABCA8	1375.4281
ABCA9	17.9921	ABCA9	165.2397
ABCB10	465.2753	ABCB10	530.8219
ABCB1	41.3818	ABCB1	369.4349
removed	removed	ABCB5	5.9932
ABCB6	403.3105	ABCB6	106.0231
ABCB7	446.2037	ABCB7	327.0548
ABCB8	728.6794	ABCB8	672.0890
ABCB9	210.9752	ABCB9	72.7354
ABCC10	681.9000	ABCC10	571.4897
removed	removed	ABCC13	17.5514
ABCC1	4464.5556	ABCC1	1771.4041
ABCC2	5.7575	ABCC2	6.4212
ABCC3	236.0561	ABCC3	1268.8356
ABCC4	445.1241	ABCC4	731.1644
ABCC5	6681.1803	ABCC5	431.0788
removed	removed	ABCC6P1	20.5479
ABCC6P2	5.0378	ABCC6P2	63.7842
ABCC6	10.0756	ABCC6	785.5308
ABCC9	42.1015	ABCC9	552.2260
ABCD1	607.7726	ABCD1	377.1404
ABCD2	21.2307	ABCD2	18.8356
ABCD3	963.2961	ABCD3	1738.8699
ABCD4	527.8877	ABCD4	637.4144
ABCE1	1915.0774	ABCE1	864.7260
removed	removed	ABCF1	1502.1404
ABCF2	2181.3602	ABCF2	918.6644
ABCF3	2714.2857	ABCF3	1019.2637
ABCG1	917.9561	ABCG1	2932.3630
ABCG2	42.4613	ABCG2	377.9966
ABHD10	607.0529	ABHD10	484.1610
ABHD11	1374.9550	ABHD11	415.6678
removed	removed	ABHD12B	35.1027
ABHD12	2243.2530	ABHD12	1250.8562
ABHD13	293.9906	ABHD13	592.4658
ABHD14A	291.4718	ABHD14A	439.7731
ABHD14B	1040.6621	ABHD14B	1844.1781
ABHD15	449.0824	ABHD15	518.4075
ABHD1	78.0856	ABHD1	6.8493
ABHD2	1606.3332	ABHD2	10217.0377
ABHD3	602.7348	ABHD3	316.3527
ABHD4	1345.4480	ABHD4	948.2021
ABHD5	536.8838	ABHD5	1271.4041
ABHD6	138.8989	ABHD6	471.3185
ABHD8	407.7006	ABHD8	387.8425
ABI1	6515.0486	ABI1	1576.9050
ABI2	703.1306	ABI2	1342.0377
ABI3BP	125.5847	ABI3BP	2170.8048
ABI3	432.1698	ABI3	537.2432
ABL1	1229.2191	ABL1	1954.6233
