gene_id	TCGA-55-6979-01A-11R-1949-07	gene_id	TCGA-55-6979-11A-01R-1949-07
removed	removed	?|100133144	5.9255
?|100134869	9.2103	?|100134869	14.1431
?|10357	75.0215	?|10357	97.6393
?|10431	1277.6063	?|10431	508.0539
?|155060	176.8777	?|155060	61.2622
removed	removed	?|390284	8.4500
?|57714	847.7443	?|57714	794.2963
?|645851	21.8454	?|645851	5.2812
removed	removed	?|652919	19.4138
?|653553	257.9172	?|653553	350.6734
?|729884	1150.0571	removed	removed
?|8225	473.5529	?|8225	560.8661
removed	removed	?|90288	30.6311
A1BG	73.1611	A1BG	58.0935
A2LD1	161.5436	A2LD1	74.7399
A2M	28800.7202	A2M	52864.9802
A4GALT	733.5842	A4GALT	227.0927
removed	removed	A4GNT	5.2812
AAAS	516.5391	AAAS	535.5162
AACS	413.6541	AACS	484.8165
AADAC	105.7038	AADAC	1281.2252
AADAT	154.3275	AADAT	79.2184
AAGAB	1007.7093	AAGAB	691.8405
removed	removed	AAK1	1079.4824
AAMP	2021.7609	AAMP	1868.4975
AARS2	408.0095	AARS2	287.2036
AARSD1	380.5336	AARSD1	257.7238
AARS	2378.3350	AARS	2317.4016
AASDHPPT	927.3745	AASDHPPT	641.1407
AASDH	169.1260	AASDH	266.1738
AASS	221.2732	AASS	451.0166
AATF	1439.6854	AATF	1001.3203
AATK	118.3882	AATK	984.8851
ABAT	251.5750	ABAT	295.7486
ABCA10	11.9798	ABCA10	20.0687
ABCA11P	69.4685	ABCA11P	58.6744
ABCA12	586.3036	ABCA12	5.2812
ABCA13	187.4480	ABCA13	71.8247
ABCA17P	7.7516	ABCA17P	6.3375
ABCA1	1730.7232	ABCA1	2567.7212
ABCA2	779.3892	ABCA2	782.6776
ABCA3	1951.2917	ABCA3	20239.7676
ABCA4	93.0193	ABCA4	7.3937
ABCA5	224.7967	ABCA5	251.3863
ABCA6	129.6633	ABCA6	146.8181
ABCA7	667.3432	ABCA7	348.5609
ABCA8	74.6973	ABCA8	792.1838
ABCA9	80.3349	ABCA9	102.4558
ABCB10	474.9623	ABCB10	455.2416
ABCB11	9.1610	removed	removed
ABCB1	72.5833	ABCB1	50.6998
ABCB4	109.9319	ABCB4	6.3375
ABCB6	366.4186	ABCB6	145.8886
