gene_id	TCGA-22-5478-01A-01R-1635-07	gene_id	TCGA-22-5478-11A-11R-1635-07
?|100133144	12.1216	?|100133144	8.4688
?|100134869	20.5186	?|100134869	20.3553
?|10357	105.2751	?|10357	104.2446
?|10431	763.6220	?|10431	525.6974
?|155060	133.1929	?|155060	54.0796
?|390284	7.1071	?|390284	6.3139
?|57714	983.4167	?|57714	1521.6401
removed	removed	?|645851	5.2158
?|652919	5.6146	removed	removed
?|653553	485.9173	?|653553	130.9439
?|729884	22.3743	removed	removed
?|8225	602.0005	?|8225	556.9922
?|90288	29.2182	?|90288	43.0990
A1BG	205.8121	A1BG	34.7839
A2LD1	46.0990	A2LD1	59.0291
A2ML1	93.9721	removed	removed
A2M	11550.8950	A2M	90213.4661
A4GALT	1050.8028	A4GALT	177.0626
removed	removed	A4GNT	5.2158
AAAS	813.8984	AAAS	464.2059
AACS	3093.7089	AACS	563.0315
AADACL2	6.8439	removed	removed
AADAC	17.1098	AADAC	187.2197
AADAT	123.1903	AADAT	78.5115
AAGAB	1404.5802	AAGAB	712.0935
AAK1	2111.0819	AAK1	1338.2636
AAMP	3434.3248	AAMP	1769.8022
AARS2	509.0708	AARS2	347.7976
AARSD1	474.0721	AARSD1	306.0849
AARS	4801.0003	AARS	2727.8617
AASDHPPT	674.6512	AASDHPPT	633.3075
AASDH	521.9795	AASDH	236.9070
AASS	397.9995	AASS	588.0125
AATF	1162.6744	AATF	1071.1599
AATK	108.9760	AATK	1011.1536
removed	removed	ABAT	424.6757
ABCA10	32.3769	ABCA10	15.0984
ABCA11P	109.9526	ABCA11P	61.0084
ABCA12	466.4385	removed	removed
ABCA13	1840.4843	ABCA13	73.5702
ABCA17P	20.7949	removed	removed
ABCA1	539.3446	ABCA1	5384.8819
ABCA2	640.9581	ABCA2	966.5695
ABCA3	2226.9018	ABCA3	24125.8050
ABCA4	31.5873	ABCA4	14.0003
ABCA5	401.9479	ABCA5	242.9463
ABCA6	57.9100	ABCA6	248.1621
ABCA7	707.5546	ABCA7	609.4247
ABCA8	88.7076	ABCA8	1205.6726
ABCA9	38.9576	ABCA9	212.2006
ABCB10	492.2348	ABCB10	460.9117
ABCB1	39.7473	ABCB1	70.8250
ABCB4	17.3730	removed	removed
ABCB5	6.5807	removed	removed
ABCB6	1466.1148	ABCB6	127.8913
ABCB7	355.3567	ABCB7	323.6539
ABCB8	1490.3922	ABCB8	546.5606
removed	removed	ABCB9	52.8662
ABCC10	465.3856	ABCC10	441.6956
ABCC11	8.1600	removed	removed
removed	removed	ABCC13	7.1374
ABCC1	3034.4828	ABCC1	2135.4570
ABCC3	188.7339	ABCC3	878.4500
ABCC4	953.1456	ABCC4	977.0011
ABCC5	2031.5873	ABCC5	342.0465
removed	removed	ABCC6P1	27.7261
ABCC6P2	24.2169	ABCC6P2	53.8051
ABCC6	59.7526	ABCC6	615.4640
removed	removed	ABCC8	8.2355
ABCC9	125.2961	ABCC9	721.9761
ABCD1	659.9105	ABCD1	460.9117
ABCD2	8.6865	ABCD2	36.7851
ABCD3	988.1548	ABCD3	1406.8925
ABCD4	788.1021	ABCD4	564.6786
ABCE1	1721.2424	ABCE1	888.0580
ABCF1	2404.5802	ABCF1	1700.8988
ABCF2	3553.3035	ABCF2	945.1573
ABCF3	1709.6604	ABCF3	931.1570
ABCG1	1933.9300	ABCG1	2624.0948
ABCG2	33.4298	ABCG2	369.7725
ABHD10	486.4438	ABHD10	406.0086
ABHD11	909.7131	ABHD11	330.2423
ABHD12B	7.8968	removed	removed
ABHD12	6152.4085	ABHD12	1086.2583
ABHD13	231.9031	ABHD13	624.7975
ABHD14A	211.6636	ABHD14A	298.7169
ABHD14B	790.7344	ABHD14B	1635.2895
ABHD15	476.4412	ABHD15	432.0876
ABHD1	60.8055	removed	removed
ABHD2	4791.7873	ABHD2	10659.7159
ABHD3	1025.0066	ABHD3	375.5374
ABHD4	1417.7415	ABHD4	944.6082
ABHD5	524.3485	ABHD5	1254.2619
ABHD6	185.3119	ABHD6	394.7535
ABHD8	499.6052	ABHD8	408.7538
ABI1	1452.4875	ABI1	1497.2082
ABI2	920.5054	ABI2	1619.9167
ABI3BP	417.2151	ABI3BP	2369.8933
ABI3	209.5288	ABI3	518.5600
ABL1	1477.7573	ABL1	1968.8260
ABL2	598.3153	ABL2	957.2360
ABLIM1	1175.3093	ABLIM1	8194.0167
ABLIM2	29.4814	ABLIM2	91.4137
ABLIM3	126.0858	ABLIM3	951.4711
ABO	8.9497	ABO	190.7884
ABP1	27.1124	ABP1	21.4122
ABR	1668.0705	ABR	3886.3176
ABT1	540.1421	ABT1	561.1099
ABTB1	249.8026	ABTB1	910.8428
ABTB2	987.6283	ABTB2	110.6298
ACAA1	842.0637	ACAA1	1466.1879
