gene_id	TCGA-E9-A1N9-01A-11R-A14D-07	gene_id	TCGA-E9-A1N9-11A-71R-A14D-07
CCT5	8568.2459	CCT5	3084.3373
CCT6A	7064.1993	CCT6A	2644.2018
CCT6B	181.4131	CCT6B	99.0211
CCT6P1	136.8555	CCT6P1	88.8554
CCT7	4793.5801	CCT7	3324.1717
CCT8	4701.7368	CCT8	2893.0723
CD101	40.9203	CD101	24.4729
CD109	842.0478	CD109	992.8464
CD14	318.2686	CD14	846.762
CD151	2697.5539	CD151	6429.9699
CD160	21.3695	CD160	11.6717
CD163L1	125.9434	CD163L1	220.256
CD163	482.859	CD163	440.512
removed	removed	CD164L2	35.0151
CD164	14201.6004	CD164	11396.4608
CD177	48.195	CD177	22.9669
CD180	71.8378	CD180	56.4759
CD19	6.3654	removed	removed
CD1A	5.456	removed	removed
CD1B	10.9121	removed	removed
CD1C	55.015	CD1C	47.0633
CD1D	31.3722	CD1D	29.3675
CD1E	87.2965	CD1E	12.0482
CD200R1	17.2774	CD200R1	16.1898
CD200	235.9734	CD200	582.4548
CD207	28.1895	CD207	9.4127
CD209	16.8228	CD209	161.1446
CD226	37.7376	CD226	16.1898
CD22	62.2897	CD22	19.9548
CD244	7.7294	CD244	13.9307
CD247	89.1152	CD247	41.0392
CD248	562.4261	CD248	2239.0813
CD24	94513.9584	CD24	9022.2139
CD274	10.4574	CD274	24.0964
CD276	2629.3535	CD276	889.6837
CD27	104.9286	CD27	91.6039
CD28	63.1991	CD28	38.0271
CD2AP	2700.7366	CD2AP	1422.8163
CD2BP2	1351.2776	CD2BP2	1199.1717
CD2	290.9885	CD2	94.8795
CD300A	75.9298	CD300A	86.5964
CD300C	7.7294	CD300C	7.1536
CD300LB	16.8228	removed	removed
CD300LF	30.0082	CD300LF	13.5542
CD300LG	20.9148	CD300LG	1786.5211
CD302	668.7597	CD302	2046.8072
CD320	783.3955	CD320	629.1416
CD33	30.9175	CD33	53.8404
CD34	1565.8816	CD34	3973.2681
CD36	332.3634	CD36	21292.1687
CD37	229.1534	CD37	134.7892
CD38	18.1868	CD38	24.4729
CD3D	90.4792	CD3D	33.1325
CD3EAP	564.4312	CD3EAP	388.1777
CD3E	277.3484	CD3E	120.4819
CD3G	45.0123	CD3G	20.3313
CD40LG	33.1909	CD40LG	21.0843
CD40	169.137	CD40	278.991
CD44	6429.9354	CD44	4731.5512
CD46	4653.9965	CD46	6586.5964
CD47	1236.7009	CD47	2305.3464
CD48	273.711	CD48	116.7169
CD4	652.4507	CD4	522.5904
CD52	266.4363	CD52	86.9729
CD53	444.2121	CD53	1124.247
CD55	844.3212	CD55	2115.2108
CD58	129.5808	CD58	187.5
CD59	6068.9279	CD59	18698.0422
CD5	150.4956	CD5	38.7801
CD63	4512.5943	CD63	6609.9398
CD68	886.6054	CD68	975.1506
CD69	101.3913	CD69	105.0452
CD6	165.045	CD6	71.1596
CD72	32.7362	CD72	22.5904
CD74	13339.5471	CD74	14143.8253
CD79A	75.0205	CD79A	152.1084
CD79B	58.6524	CD79B	94.8795
CD7	46.831	CD7	28.6145
CD80	12.7307	removed	removed
CD81	4602.6189	CD81	10071.1596
CD82	510.5938	CD82	1408.509
CD83	375.557	CD83	236.4458
CD84	67.7457	CD84	50.8283
CD86	116.3954	CD86	71.9127
CD8A	199.1452	CD8A	124.6235
CD8B	55.9243	CD8B	41.0392
CD93	2639.3562	CD93	2836.5964
CD96	204.1466	CD96	85.8434
CD97	295.0805	CD97	526.7319
CD99L2	689.2789	CD99L2	1492.8464
CD99	1314.4494	CD99	2135.1657
CD9	9280.7129	CD9	5603.1627
CDADC1	169.137	CDADC1	208.2078
CDAN1	269.619	CDAN1	418.2982
CDA	39.5562	CDA	10.1657
CDC123	1440.8748	CDC123	656.7733
CDC14A	190.9612	CDC14A	263.9307
CDC14B	361.0075	CDC14B	657.756
CDC14C	7.2747	CDC14C	15.8133
CDC16	1200.782	CDC16	1346.762
CDC20	1127.1256	CDC20	55.7229
CDC23	1090.752	CDC23	850.9036
CDC25A	567.8821	CDC25A	73.4187
CDC25B	620.1691	CDC25B	484.5633
CDC25C	105.0377	CDC25C	9.7892
CDC26	182.6134	CDC26	82.8313
CDC27	1895.517	CDC27	1532.003
CDC34	732.4725	CDC34	534.262
CDC37L1	336.9101	CDC37L1	415.6627
CDC37	6742.748	CDC37	2681.0994
CDC40	1286.7146	CDC40	800.0753
CDC42BPA	1559.9709	CDC42BPA	2076.0542
CDC42BPB	3902.4279	CDC42BPB	3745.1054
CDC42BPG	315.5406	CDC42BPG	1091.1145
CDC42EP1	977.5393	CDC42EP1	1774.0964
CDC42EP2	171.8651	CDC42EP2	451.8072
CDC42EP3	437.392	CDC42EP3	893.4488
CDC42EP4	1539.0561	CDC42EP4	2523.7199
CDC42EP5	34.5549	CDC42EP5	166.4157
CDC42SE1	3486.3508	CDC42SE1	2733.4902
CDC42SE2	1267.6184	CDC42SE2	1343.3735
CDC42	6906.8837	CDC42	4530.497
CDC45	282.8044	CDC45	78.6898
CDC5L	2088.7515	CDC5L	1260.1657
CDC6	1104.8468	CDC6	225.5271
CDC73	1337.1829	CDC73	1093.75
CDC7	303.7192	CDC7	103.9157
CDCA2	98.6633	CDCA2	37.2741
CDCA3	508.2977	CDCA3	34.4616
CDCA4	361.0075	CDCA4	175.4518
CDCA5	612.8944	CDCA5	160.7681
CDCA7L	899.7181	CDCA7L	464.9285
CDCA7	973.902	CDCA7	64.759
CDCA8	475.1296	CDCA8	80.1958
CDCP1	1450.3956	CDCP1	1000.3765
CDH11	2592.0706	CDH11	593.3735
removed	removed	CDH12	56.0994
CDH13	456.0335	CDH13	689.759
CDH1	20577.4302	CDH1	10046.6867
removed	removed	CDH20	30.8735
removed	removed	CDH22	13.9307
CDH23	151.8596	CDH23	402.3532
CDH24	265.0723	CDH24	94.1265
removed	removed	CDH26	15.0602
CDH2	31.8269	CDH2	8.6596
CDH3	517.4138	CDH3	1226.6566
CDH5	1239.4289	CDH5	2553.4639
CDH6	138.2195	CDH6	108.0572
removed	removed	CDH7	9.4127
CDH8	5.9107	CDH8	6.0241
CDHR1	9.0934	CDHR1	6.0241
CDHR2	5.0014	removed	removed
CDHR3	99.4817	CDHR3	36.0505
CDIPT	1410.8393	CDIPT	1564.3825
CDK10	244.6122	CDK10	730.4217
CDK11A	548.154	CDK11A	481.5926
CDK11B	905.4242	CDK11B	809.07
CDK12	1907.793	CDK12	1740.2108
CDK13	1378.1031	CDK13	1216.491
CDK14	1120.7602	CDK14	568.9006
removed	removed	CDK15	5.6476
CDK16	2131.0357	CDK16	1385.1657
CDK17	782.0315	CDK17	733.8102
CDK18	81.8405	CDK18	212.3494
CDK19	1823.1381	CDK19	710.5346
CDK1	1408.566	CDK1	236.0693
CDK20	185.9598	CDK20	157.756
CDK2AP1	1976.9028	CDK2AP1	1379.1416
CDK2AP2	386.469	CDK2AP2	462.7259
CDK2	504.6831	CDK2	560.994
CDK3	78.8124	CDK3	150.5873
CDK4	2823.952	CDK4	1274.8494
CDK5R1	416.0226	CDK5R1	36.8976
CDK5RAP1	371.4649	CDK5RAP1	467.997
CDK5RAP2	1249.8863	CDK5RAP2	1837.3494
CDK5RAP3	885.2414	CDK5RAP3	2116.7169
CDK5	243.2482	CDK5	210.0904
CDK6	390.1064	CDK6	809.488
CDK7	674.2748	CDK7	312.5
CDK8	215.5133	CDK8	164.1566
CDK9	769.7554	CDK9	1160.7681
CDKAL1	397.3811	CDKAL1	340.3614
CDKL1	86.8419	CDKL1	24.4729
CDKL2	7.2747	CDKL2	35.3916
CDKL3	38.0331	CDKL3	32.9066
CDKL5	303.7192	CDKL5	138.5542
CDKN1A	692.0069	CDKN1A	2638.9307
CDKN1B	1313.0854	CDKN1B	1458.5843
CDKN1C	149.5863	CDKN1C	681.4759
CDKN2AIPNL	259.6163	CDKN2AIPNL	243.9759
CDKN2AIP	627.4438	CDKN2AIP	623.8705
CDKN2A	41.3749	CDKN2A	23.3434
CDKN2B	406.0198	CDKN2B	800.8283
CDKN2C	379.649	CDKN2C	454.8193
CDKN2D	530.1446	CDKN2D	82.0783
CDKN3	193.6892	CDKN3	28.238
CDNF	20.4601	CDNF	74.1717
CDO1	103.6646	CDO1	628.7651
CDON	258.7069	CDON	646.8373
removed	removed	CDR1	24.8833
CDR2L	981.1767	CDR2L	451.8072
CDR2	633.8092	CDR2	576.0542
CDRT15P	6.3654	removed	removed
CDRT4	208.5114	CDRT4	278.622
CDS1	1455.3969	CDS1	695.4066
CDS2	574.7022	CDS2	658.1325
CDSN	234.1548	CDSN	13.1777
CDT1	388.7424	CDT1	75.3012
CDV3	5014.5494	CDV3	3519.2018
CDX1	7.7294	removed	removed
CDYL2	219.1507	CDYL2	85.8434
CDYL	735.2005	CDYL	666.4157
CEACAM19	76.3845	CEACAM19	64.759
CEACAM1	261.4349	CEACAM1	537.2741
CEACAM21	56.8337	CEACAM21	7.5301
CEACAM6	28.1895	CEACAM6	32.3795
CEACAM7	48.6496	CEACAM7	33.1325
CEBPA	542.8753	CEBPA	2184.1114
CEBPB	343.7301	CEBPB	704.0663
CEBPD	201.8732	CEBPD	918.2982
CEBPG	2039.1925	CEBPG	996.2349
CEBPZ	1623.17	CEBPZ	1240.9639
CECR1	664.2721	CECR1	2130.6476
CECR2	63.1991	CECR2	173.9458
CECR5	458.7615	CECR5	570.7831
CECR6	62.7444	CECR6	143.0723
CECR7	15.0041	CECR7	88.1024
CELF1	2178.3214	CELF1	2044.8042
CELF2	429.208	CELF2	1536.1446
CELF4	7.2747	CELF4	7.9066
CELF5	6.3654	CELF5	43.2982
CELF6	11.1076	CELF6	85.1468
CELSR1	2626.1708	CELSR1	943.9006
CELSR2	992.5434	CELSR2	1225.1506
CELSR3	116.3954	CELSR3	82.7861
CEL	12.2761	CEL	10.5422
CEMP1	58.1568	CEMP1	190.0602
CENPA	243.2482	CENPA	9.4127
CENPBD1	412.3852	CENPBD1	277.4849
CENPB	1364.463	CENPB	1667.1687
CENPC1	445.1214	CENPC1	542.5452
CENPE	1145.767	CENPE	46.6867
CENPF	5730.1991	CENPF	181.8524
CENPH	384.1957	CENPH	67.7711
CENPI	83.2045	CENPI	20.7078
CENPJ	314.6313	CENPJ	271.4608
CENPK	233.2454	CENPK	20.7078
CENPL	412.8399	CENPL	116.7169
CENPM	105.938	CENPM	41.7922
CENPN	944.7486	CENPN	222.9593
CENPO	228.7578	CENPO	97.3306
CENPP	98.3632	CENPP	52.6807
CENPQ	165.4997	CENPQ	95.256
CENPT	299.1725	CENPT	608.8102
CENPV	325.998	CENPV	86.5964
CENPW	382.377	CENPW	50.4518
CEP110	960.2619	CEP110	685.6175
CEP120	504.2284	CEP120	707.0783
CEP135	341.0021	CEP135	216.8675
CEP152	64.5631	CEP152	160.7681
CEP164	433.3	CEP164	612.1988
removed	removed	CEP170L	6.7771
CEP170	1502.6825	CEP170	799.3223
CEP192	911.6123	CEP192	925.4518
CEP250	1364.463	CEP250	714.2319
CEP290	537.1147	CEP290	577.2101
CEP350	2543.8756	CEP350	1641.5663
CEP55	1239.4289	CEP55	44.8042
CEP57	912.0669	CEP57	762.8012
CEP63	728.6851	CEP63	737.387
CEP68	929.3898	CEP68	1573.8667
CEP70	1175.3205	CEP70	293.6747
CEP72	80.0218	CEP72	70.4066
CEP76	294.6258	CEP76	163.7801
CEP78	647.904	CEP78	250.3765
CEP97	267.8003	CEP97	164.9096
CEPT1	461.4895	CEPT1	681.4759
CERCAM	1147.131	CERCAM	592.997
CERKL	30.2901	CERKL	17.6807
CERK	942.9845	CERK	930.7229
CES1	66.3817	CES1	3070.0301
CES2	703.8283	CES2	1116.7169
CES3	14.0948	CES3	369.3524
removed	removed	CES4	23.3434
removed	removed	CES8	115.9639
CETN2	1741.384	CETN2	733.4337
CETN3	263.7083	CETN3	230.4217
CETP	13.1854	CETP	9.7892
CFB	479.0034	CFB	893.0723
CFDP1	1269.4371	CFDP1	654.3675
CFD	38.6469	CFD	5317.0181
CFHR3	7.7294	removed	removed
CFH	1444.0302	CFH	3477.4096
CFI	394.6531	CFI	581.3253
CFL1	12492.498	CFL1	7847.5151
CFL2	239.6108	CFL2	717.244
CFLAR	627.4438	CFLAR	1849.3976
CFP	19.0961	CFP	37.6506
removed	removed	CFTR	9.0361
CG030	17.7321	CG030	50.0753
removed	removed	CGB7	10.0866
CGGBP1	2034.223	CGGBP1	2035.4066
CGNL1	870.692	CGNL1	2263.1777
CGN	1585.4324	CGN	892.3193
CGREF1	74.7931	CGREF1	81.5324
CGRRF1	147.3129	CGRRF1	214.9849
CH25H	35.0095	CH25H	43.2982
CHAC1	16.8228	CHAC1	23.3434
CHAC2	30.0082	CHAC2	19.2018
CHADL	23.1881	CHADL	71.2274
CHAD	122.3061	CHAD	136.6717
CHAF1A	471.0376	CHAF1A	329.8193
CHAF1B	758.3887	CHAF1B	316.2651
CHCHD10	180.5038	CHCHD10	402.1084
CHCHD1	662.4534	CHCHD1	373.1175
CHCHD2	3362.7353	CHCHD2	2452.1837
CHCHD3	1169.8645	CHCHD3	678.4639
CHCHD4	336.9101	CHCHD4	239.0813
CHCHD5	118.2141	CHCHD5	198.7952
CHCHD6	220.9694	CHCHD6	120.1054
CHCHD7	195.9625	CHCHD7	444.2771
CHCHD8	809.7663	CHCHD8	425.4518
CHD1L	896.1535	CHD1L	1766.5663
CHD1	1491.3158	CHD1	1420.1807
CHD2	2290.17	CHD2	3447.2892
CHD3	6172.5925	CHD3	3966.1145
CHD4	9589.8063	CHD4	5067.4849
removed	removed	CHD5	6.0241
CHD6	3675.5479	CHD6	2554.5934
CHD7	1088.9333	CHD7	620.4819
CHD8	1951.896	CHD8	2264.6837
CHD9	995.7261	CHD9	2249.247
CHDH	395.5624	CHDH	815.1355
CHEK1	514.2312	CHEK1	89.6084
CHEK2	711.103	CHEK2	112.1988
CHERP	2049.2998	CHERP	1125.1393
CHFR	325.5433	CHFR	419.8042
CHGA	86.8419	removed	removed
CHI3L1	278.7124	CHI3L1	2288.7801
CHI3L2	37.7376	CHI3L2	198.0422
CHIC1	285.5324	CHIC1	252.259
CHIC2	192.7798	CHIC2	227.0331
CHID1	794.7622	CHID1	1255.2711
CHIT1	45.4669	CHIT1	141.9428
CHKA	614.7131	CHKA	980.0452
CHKB-CPT1B	121.2422	CHKB-CPT1B	392.3042
CHKB	108.4887	CHKB	251.0617
CHL1	122.3061	CHL1	1404.3675
CHML	1268.5278	CHML	376.506
CHMP1A	1811.8578	CHMP1A	1489.8343
CHMP1B	1405.838	CHMP1B	1728.9157
CHMP2A	964.8086	CHMP2A	1362.1988
CHMP2B	739.2925	CHMP2B	998.1175
CHMP4A	813.1991	CHMP4A	650.2447
CHMP4B	3370.9193	CHMP4B	2417.1687
CHMP4C	1187.5966	CHMP4C	376.506
CHMP5	558.2022	CHMP5	1207.933
CHMP6	304.6285	CHMP6	338.1024
CHMP7	575.1569	CHMP7	1080.1958
CHM	330.5447	CHM	627.6355
CHN1	9695.3715	CHN1	331.7018
CHN2	93.2072	CHN2	80.5723
CHODL	25.4615	CHODL	27.4849
CHORDC1	614.2584	CHORDC1	420.5572
CHPF2	935.7097	CHPF2	805.7229
CHPF	1549.0588	CHPF	1750.3765
CHPT1	971.6286	CHPT1	1395.3313
CHP	1767.7548	CHP	3727.0331
CHRAC1	663.3627	CHRAC1	463.1024
CHRDL1	205.9653	CHRDL1	6056.0994
removed	removed	CHRDL2	15.0602
CHRD	90.0246	CHRD	188.6295
CHRFAM7A	9.5481	CHRFAM7A	21.0843
CHRM1	25.4615	CHRM1	126.8825
removed	removed	CHRM3	16.5663
removed	removed	CHRM5	5.6476
CHRNA10	5.456	CHRNA10	7.5301
CHRNA1	24.5522	removed	removed
removed	removed	CHRNA2	409.6386
CHRNA3	12.2761	removed	removed
CHRNA5	280.9857	CHRNA5	39.1566
CHRNA6	6.3654	removed	removed
removed	removed	CHRNA7	10.5422
CHRNB1	177.7758	CHRNB1	133.2831
CHRNB2	22.7335	CHRNB2	33.1325
CHRNE	17.9685	CHRNE	19.8005
CHST10	373.7383	CHST10	224.0211
CHST11	131.8541	CHST11	105.4217
CHST12	145.9489	CHST12	226.6566
removed	removed	CHST13	5.2711
CHST14	364.6449	CHST14	391.9428
CHST15	1911.4304	CHST15	904.744
CHST1	519.2325	CHST1	983.4337
CHST2	83.6592	CHST2	212.7259
CHST3	444.6667	CHST3	957.4548
removed	removed	CHST4	5.2711
CHST5	13.29	removed	removed
CHST6	18.6414	CHST6	8.6596
CHST7	66.3817	CHST7	94.503
CHST8	118.6687	CHST8	7.5301
CHST9	145.0396	CHST9	284.262
CHSY1	1579.067	CHSY1	1376.506
CHSY3	93.2072	CHSY3	77.5602
CHTF18	235.5188	CHTF18	160.0151
CHTF8	1745.0214	CHTF8	2261.9767
CHUK	897.0628	CHUK	712.7259
CHURC1	858.2795	CHURC1	1264.6197
CIAO1	1650.4501	CIAO1	1776.7319
CIAPIN1	940.2564	CIAPIN1	629.5181
CIB1	780.2128	CIB1	977.0331
CIB2	172.7744	CIB2	96.762
CIB3	6.3654	removed	removed
CIC	1203.51	CIC	2167.9217
removed	removed	CIDEA	1045.5572
CIDEB	217.5275	CIDEB	344.3637
CIDECP	104.574	CIDECP	93.75
removed	removed	CIDEC	3951.8072
CIITA	95.0259	CIITA	237.1988
CILP2	237.7921	CILP2	18.0723
CILP	4676.73	CILP	1333.2078
CINP	235.0641	CINP	324.9247
CIR1	4809.0388	CIR1	632.1536
CIRBP	2746.6582	CIRBP	6149.0964
CIRH1A	1053.9238	CIRH1A	796.3102
CISD1	356.4609	CISD1	253.012
CISD2	750.6547	CISD2	278.238
CISD3	440.9839	CISD3	765.2824
CISH	274.6204	CISH	284.262
CITED1	39.5562	CITED1	25.2259
CITED2	2055.5606	CITED2	2837.7259
CITED4	219.1507	CITED4	524.0964
CIT	532.4179	CIT	83.2078
CIZ1	2310.6302	CIZ1	1865.2108
CKAP2L	300.5365	CKAP2L	36.1446
CKAP2	1082.1133	CKAP2	329.0663
CKAP4	2774.393	CKAP4	1435.6175
CKAP5	5668.3641	CKAP5	2184.488
CKB	1300.8093	CKB	560.241
CKLF	403.7465	CKLF	195.4066
CKMT1A	25.9162	CKMT1A	59.1114
CKMT1B	31.3722	CKMT1B	214.9849
CKMT2	20.9148	CKMT2	51.5813
CKS1B	1795.9443	CKS1B	419.8042
CKS2	1554.0602	CKS2	92.6205
CLASP1	1449.4862	CLASP1	1604.6687
CLASP2	1610.4392	CLASP2	1331.7018
CLCA2	45.0123	CLCA2	1260.5422
removed	removed	CLCA4	97.8916
CLCC1	946.8537	CLCC1	1188.5617
CLCF1	100.0273	CLCF1	83.5843
removed	removed	CLCN1	8.6596
CLCN2	159.1343	CLCN2	68.5241
CLCN3	2687.5512	CLCN3	2190.8886
CLCN4	35.0095	CLCN4	130.6476
CLCN5	345.5488	CLCN5	254.5181
CLCN6	310.5392	CLCN6	829.0663
CLCN7	801.1276	CLCN7	1486.4458
CLCNKA	16.8228	CLCNKA	9.7892
removed	removed	CLCNKB	7.9066
removed	removed	CLDN10	17.5264
CLDN11	261.4349	CLDN11	597.6054
CLDN12	677.9122	CLDN12	962.8464
removed	removed	CLDN14	40.2861
CLDN15	69.5644	CLDN15	188.253
CLDN19	22.2788	CLDN19	156.6265
CLDN1	189.5972	CLDN1	1858.4337
CLDN23	32.7362	CLDN23	115.2108
removed	removed	CLDN2	8.3509
CLDN3	3664.1811	CLDN3	1507.9066
CLDN4	10658.3614	CLDN4	4621.2349
CLDN5	98.2086	CLDN5	1514.6837
CLDN7	998.9088	CLDN7	1396.0843
CLDN8	149.5863	CLDN8	2280.1205
CLDND1	879.7854	CLDND1	1088.4789
removed	removed	CLDND2	12.0482
CLEC10A	83.2045	CLEC10A	79.0663
CLEC11A	243.2482	CLEC11A	94.8795
CLEC12A	10.4574	CLEC12A	10.5422
CLEC14A	456.0335	CLEC14A	731.9277
CLEC16A	613.8038	CLEC16A	900.6024
CLEC18A	19.8736	CLEC18A	12.7711
CLEC18B	8.1841	removed	removed
CLEC1A	63.1991	CLEC1A	124.6235
CLEC2B	185.0505	CLEC2B	216.491
CLEC2D	765.2087	CLEC2D	268.4488
CLEC2L	45.0123	removed	removed
CLEC3B	121.3967	CLEC3B	2041.7922
CLEC4A	35.0095	CLEC4A	22.2139
removed	removed	CLEC4C	13.5542
CLEC4E	8.1841	removed	removed
CLEC4F	10.0027	CLEC4F	17.6958
removed	removed	CLEC4GP1	11.6717
removed	removed	CLEC4G	13.9307
CLEC5A	35.4642	CLEC5A	8.2831
CLEC7A	107.7567	CLEC7A	73.4187
CLEC9A	9.0934	CLEC9A	10.9187
CLECL1	8.6387	CLECL1	7.5301
CLGN	16.3681	CLGN	36.8976
CLIC1	5987.9967	CLIC1	3810.6175
CLIC2	324.634	CLIC2	469.1265
removed	removed	CLIC3	90.3614
CLIC4	6766.8455	CLIC4	6018.8253
CLIC5	114.5767	CLIC5	441.2651
CLIC6	30.4629	CLIC6	99.3976
CLINT1	1604.0738	CLINT1	2561.3705
CLIP1	2080.1128	CLIP1	2603.5392
CLIP2	1161.6805	CLIP2	446.1596
CLIP3	265.0723	CLIP3	618.9759
CLIP4	225.516	CLIP4	1022.2139
CLK1	1251.2503	CLK1	3107.3042
CLK2P	10.9121	CLK2P	16.5663
CLK2	569.2462	CLK2	678.4639
CLK3	479.2216	CLK3	945.7831
CLK4	592.4343	CLK4	837.7259
CLMN	1942.8026	CLMN	2592.6205
CLN3	1114.2402	CLN3	1600.1506
CLN5	368.2823	CLN5	726.2801
CLN6	710.6484	CLN6	700.6777
CLN8	99.1179	CLN8	455.1958
removed	removed	CLNK	9.0361
CLNS1A	1273.9838	CLNS1A	971.009
CLOCK	917.523	CLOCK	705.1958
CLP1	231.8814	CLP1	210.4669
CLPB	265.9816	CLPB	317.0181
CLPP	569.2462	CLPP	471.3855
CLPTM1L	2155.1332	CLPTM1L	1803.8404
CLPTM1	2053.2873	CLPTM1	2920.9337
CLPX	584.2503	CLPX	834.7139
CLSPN	381.9223	CLSPN	74.1717
CLSTN1	4626.7164	CLSTN1	5066.2651
CLSTN2	3227.6985	CLSTN2	1509.4127
CLSTN3	5522.8699	CLSTN3	867.8464
CLTA	1735.0186	CLTA	1577.1837
CLTB	874.3294	CLTB	815.1355
CLTCL1	70.9284	CLTCL1	158.509
CLTC	14193.8711	CLTC	11250
CLUAP1	337.1283	CLUAP1	375.6589
CLUL1	389.1971	CLUL1	31.25
CLU	2979.4489	CLU	90122.3645
CLVS1	6.3699	CLVS1	20.9224
CLYBL	100.4819	CLYBL	147.2139
removed	removed	CMA1	39.1566
CMAH	245.5215	CMAH	224.0211
CMAS	1234.4276	CMAS	625.753
CMBL	2255.1605	CMBL	729.2922
CMC1	200.5092	CMC1	101.6566
CMIP	2652.5416	CMIP	931.0994
CMKLR1	207.3293	CMKLR1	269.9548
CMPK1	3684.6413	CMPK1	4435.6175
CMPK2	125.4888	CMPK2	89.2319
CMTM1	169.137	CMTM1	90.3614
CMTM3	1176.6846	CMTM3	774.4729
CMTM4	2435.2096	CMTM4	2234.1867
removed	removed	CMTM5	10.1657
CMTM6	3547.7858	CMTM6	1954.0663
CMTM7	143.6755	CMTM7	577.5602
CMTM8	158.225	CMTM8	144.2018
CMYA5	307.3566	CMYA5	1408.509
CN5H6.4	5.456	CN5H6.4	9.4127
CNBP	5190.0518	CNBP	6478.9157
CNDP2	2412.9308	CNDP2	3769.9548
CNFN	70.0191	CNFN	24.8494
CNGA1	32.7362	CNGA1	89.6084
removed	removed	CNGA3	5.6476
CNGB3	28.1895	removed	removed
CNIH2	153.6783	removed	removed
CNIH3	90.4792	CNIH3	40.2861
CNIH4	1173.0472	CNIH4	498.494
CNIH	862.508	CNIH	935.241
CNKSR1	259.1616	CNKSR1	383.6596
CNKSR2	5.0014	CNKSR2	73.7952
CNKSR3	231.4268	CNKSR3	270.7078
CNN1	177.7758	CNN1	3517.3193
CNN2	1197.5993	CNN2	2536.5211
CNN3	3405.0196	CNN3	5164.9096
CNNM1	22.2788	CNNM1	60.994
CNNM2	55.4697	CNNM2	160.7681
CNNM3	679.7308	CNNM3	994.7289
CNNM4	1114.8495	CNNM4	732.3042
CNOT10	613.8038	CNOT10	518.4488
CNOT1	6393.3709	CNOT1	4924.6009
CNOT2	1958.716	CNOT2	1244.7289
CNOT3	1728.1986	CNOT3	895.7078
CNOT4	534.6913	CNOT4	513.9307
CNOT6L	1749.1134	CNOT6L	1425.0753
CNOT6	2547.513	CNOT6	929.5934
CNOT7	1050.7411	CNOT7	1359.9398
CNOT8	1563.1536	CNOT8	1229.6687
CNO	239.1561	CNO	193.5241
CNPY2	636.5372	CNPY2	789.5331
CNPY3	1268.0731	CNPY3	852.4096
CNPY4	208.2386	CNPY4	251.811
CNP	1625.7979	CNP	2671.2839
CNR1	21.8241	CNR1	147.9669
CNRIP1	167.773	CNRIP1	358.8102
CNST	1225.3342	CNST	682.6054
CNTD1	162.9763	CNTD1	91.9729
CNTD2	7.7294	removed	removed
CNTFR	144.5849	CNTFR	495.8584
CNTF	20.9148	CNTF	15.0602
CNTLN	142.3115	CNTLN	237.1988
CNTN1	65.4724	CNTN1	489.4578
removed	removed	CNTN2	12.0482
CNTN3	120.0327	CNTN3	132.9066
CNTN4	145.4942	CNTN4	279.744
CNTNAP1	82.7498	CNTNAP1	141.5663
CNTNAP2	3548.6951	CNTNAP2	637.0482
CNTNAP3	36.3736	CNTNAP3	310.994
CNTROB	744.2939	CNTROB	699.1717
COASY	764.754	COASY	2113.7048
COBLL1	330.09	COBLL1	2073.0422
COBL	565.1541	COBL	1114.8343
COBRA1	756.57	COBRA1	1175.8283
COCH	55.4742	COCH	29.3072
COG1	619.7372	COG1	935.7492
COG2	1098.4814	COG2	707.0783
COG3	837.9558	COG3	1128.012
COG4	888.8788	COG4	1198.4187
COG5	1323.5792	COG5	1060.5158
COG6	792.4889	COG6	713.8554
COG7	630.1719	COG7	659.6386
COG8	323.5246	COG8	431.6604
COIL	574.7022	COIL	435.994
COL10A1	2925.7979	removed	removed
COL11A1	1242.157	COL11A1	18.4488
COL11A2	22.7335	COL11A2	40.2861
COL12A1	6928.2532	COL12A1	3528.991
COL13A1	76.3845	COL13A1	19.5783
COL14A1	2444.7577	COL14A1	3621.2349
COL15A1	3505.9562	COL15A1	3360.6928
COL16A1	1270.8011	COL16A1	2119.3524
COL17A1	889.7881	COL17A1	4655.8735
COL18A1	5161.4077	COL18A1	2733.4337
COL1A1	65617.4411	COL1A1	7055.7229
COL1A2	67328.3623	COL1A2	13712.7259
COL21A1	62.7444	COL21A1	57.9819
COL22A1	212.7853	removed	removed
COL23A1	23.6428	COL23A1	62.1235
COL24A1	20.4601	COL24A1	17.6958
COL25A1	15.4588	COL25A1	45.1807
COL27A1	324.1793	COL27A1	391.5663
COL28A1	7.7294	COL28A1	38.7801
COL2A1	469.6735	COL2A1	28.6145
COL3A1	72740.7475	COL3A1	10770.3313
COL4A1	12496.59	COL4A1	6739.0813
COL4A2	9202.5098	COL4A2	7838.1024
COL4A3BP	1176.2299	COL4A3BP	1546.3102
removed	removed	COL4A3	95.6325
COL4A4	60.0164	COL4A4	202.1837
COL4A5	395.5624	COL4A5	650.2259
COL4A6	35.0095	COL4A6	221.762
COL5A1	6677.7303	COL5A1	1198.0422
COL5A2	11098.9361	COL5A2	1840.3614
COL5A3	583.3409	COL5A3	1103.5392
COL6A1	7423.3882	COL6A1	7222.5151
COL6A2	9344.3666	COL6A2	10307.2289
COL6A3	23036.2826	COL6A3	9506.0241
COL6A6	20.4601	COL6A6	190.1355
COL7A1	219.1507	COL7A1	1700.3012
COL8A1	852.9599	COL8A1	314.006
