gene_id	TCGA-BH-A0B3-01A-11R-A056-07	gene_id	TCGA-BH-A0B3-11B-21R-A089-07
SDHB	1352.529	SDHB	1083.7269
SDHC	5052.3083	SDHC	1600.687
SDHD	1144.0637	SDHD	1776.9
SDK1	199.6353	SDK1	401.2022
SDK2	56.4354	SDK2	204.7231
SDPR	34.9362	SDPR	2367.7115
SDR16C5	20.7314	SDR16C5	32.9755
SDR39U1	362.8525	SDR39U1	535.7286
SDR42E1	281.7929	SDR42E1	252.8124
SDSL	191.1892	SDSL	129.4976
SDS	398.5027	SDS	105.7965
SEC11A	2177.5602	SEC11A	2023.8729
SEC11C	1399.3665	SEC11C	647.1447
SEC13	2902.3899	SEC13	1330.3564
SEC14L1	1676.1685	SEC14L1	2304.1649
SEC14L2	262.6164	SEC14L2	1527.5225
SEC14L4	17.66	removed	removed
SEC14L5	11.1335	SEC14L5	18.8922
SEC16A	3034.8402	SEC16A	3497.8102
SEC16B	67.2157	SEC16B	269.6436
removed	removed	SEC1	12.3727
SEC22A	358.5757	SEC22A	392.6149
SEC22B	2282.3687	SEC22B	1421.7261
SEC22C	458.3933	SEC22C	852.8982
SEC23A	1602.841	SEC23A	1214.255
SEC23B	1450.4271	SEC23B	1446.1142
SEC23IP	1007.7743	SEC23IP	1259.5964
SEC24A	548.2292	SEC24A	806.1829
SEC24B	754.7749	SEC24B	1468.4414
SEC24C	2419.426	SEC24C	2710.176
SEC24D	1603.9927	SEC24D	1014.6844
SEC31A	7641.4243	SEC31A	3906.0198
SEC31B	11.9013	SEC31B	206.3478
SEC61A1	10684.3267	SEC61A1	5589.0597
SEC61A2	256.9114	SEC61A2	109.52
SEC61B	1548.3252	SEC61B	892.4002
SEC61G	1007.0064	SEC61G	517.3036
SEC62	3467.5113	SEC62	4341.0906
SEC63	3323.5435	SEC63	3119.2787
SECISBP2L	741.7219	SECISBP2L	2077.4581
SECISBP2	643.056	SECISBP2	1375.6977
SECTM1	2082.3496	SECTM1	347.9605
SEH1L	1102.601	SEH1L	724.0876
SEL1L3	1481.9081	SEL1L3	781.1078
SEL1L	3014.1088	SEL1L	4711.0348
SELENBP1	731.7401	SELENBP1	2381.4513
SELE	54.5158	SELE	84.1563
SELK	626.1637	SELK	466.4663
SELL	233.8036	SELL	163.1602
SELM	1543.7182	SELM	1066.8957
SELO	215.3758	SELO	286.1314
SELPLG	633.0742	SELPLG	442.7651
SELP	26.1062	SELP	449.635
SELS	1412.4196	SELS	701.7604
SELT	2086.1887	SELT	1800.9446
SEMA3A	16.1244	SEMA3A	127.7802
SEMA3B	114.0225	SEMA3B	288.5359
SEMA3C	816.5851	SEMA3C	4650.2362
SEMA3D	28.4096	SEMA3D	402.9197
SEMA3E	17.2761	SEMA3E	507.3422
SEMA3F	1682.3112	SEMA3F	953.1988
SEMA3G	162.3956	SEMA3G	1819.8368
SEMA4A	1915.347	SEMA4A	653.6711
SEMA4B	2857.8558	SEMA4B	1933.1902
SEMA4C	1074.1914	SEMA4C	1080.6355
SEMA4D	910.644	SEMA4D	770.8029
SEMA4F	332.0856	SEMA4F	256.5908
SEMA4G	89.6554	SEMA4G	147.6788
SEMA5A	251.0798	SEMA5A	2098.7548
SEMA5B	38.0075	SEMA5B	13.0528
SEMA6A	125.5399	SEMA6A	919.1928
SEMA6B	131.2986	SEMA6B	191.6702
SEMA6C	202.3227	SEMA6C	238.3856
SEMA6D	23.8027	SEMA6D	611.4212
SEMA7A	238.4106	SEMA7A	74.1949
SENP1	528.2657	SENP1	567.7973
SENP2	749.784	SENP2	1021.8978
SENP3	1067.853	SENP3	803.5483
SENP5	908.7244	SENP5	918.1623
SENP6	1207.4095	SENP6	2737.9991
SENP7	141.2804	SENP7	722.0266
SENP8	32.2488	SENP8	81.7518
SEP15	3354.2566	SEP15	3193.8171
removed	removed	SEPHS1	1253.4135
SEPHS2	2890.4885	SEPHS2	1688.9652
SEPN1	3699.0114	SEPN1	2770.2877
SEPP1	1354.6214	SEPP1	19556.9875
SEPSECS	87.5324	SEPSECS	567.7973
removed	removed	SEPT10	2000.1717
SEPT11	2872.0607	SEPT11	2139.2872
SEPT1	119.3973	SEPT1	152.5118
SEPT2	6667.8184	SEPT2	9312.8381
SEPT3	191.5731	SEPT3	134.6501
SEPT4	214.9918	SEPT4	384.371
SEPT5	621.1729	SEPT5	399.1413
SEPT6	1020.8273	SEPT6	1064.8347
SEPT7P2	64.1136	SEPT7P2	302.2757
SEPT7	3583.0694	SEPT7	3548.6475
SEPT8	1993.1203	SEPT8	1799.0588
SEPT9	8004.2231	SEPT9	4348.991
SEPW1	3553.8919	SEPW1	2102.8768
SEPX1	1287.2637	SEPX1	263.8042
SERAC1	200.0192	SERAC1	299.5277
SERBP1	10365.2942	SERBP1	5977.8446
SERF1A	248.7763	SERF1A	522.456
SERF2	6673.9495	SERF2	4238.7497
SERGEF	243.0176	SERGEF	325.6333
SERHL2	15.8365	SERHL2	80.1614
SERHL	150.8782	SERHL	311.8935
SERINC1	2962.6644	SERINC1	9492.8295
SERINC2	4451.099	SERINC2	1315.2426
SERINC3	1495.345	SERINC3	2844.4826
removed	removed	SERINC4	12.6406
SERINC5	107.4959	SERINC5	327.0073
SERP1	5300.4473	SERP1	4414.4302
SERP2	8.83	SERP2	80.3778
removed	removed	SERPINA11	50.8373
SERPINA1	2069.6804	SERPINA1	1439.2443
SERPINA3	8426.9124	SERPINA3	6419.2357
removed	removed	SERPINA4	73.1644
SERPINA5	5.3748	SERPINA5	227.3937
removed	removed	SERPINA6	22.6707
SERPINB13	16.8922	SERPINB13	5.8394
SERPINB1	1385.1617	SERPINB1	1174.7531
SERPINB2	34.1683	SERPINB2	8.9309
SERPINB3	39.7543	removed	removed
SERPINB4	9.7706	removed	removed
SERPINB5	1178.616	SERPINB5	692.8295
SERPINB6	2439.0057	SERPINB6	2237.1833
SERPINB7	115.942	removed	removed
SERPINB8	433.8228	SERPINB8	226.0198
SERPINB9	592.3793	SERPINB9	496.3504
SERPINE1	1230.8283	SERPINE1	144.9549
SERPINE2	385.8336	SERPINE2	437.9562
SERPINF1	2606.0083	SERPINF1	4457.5354
SERPINF2	24.1866	SERPINF2	102.705
SERPING1	12651.1181	SERPING1	11309.5749
SERPINH1	9580.9579	SERPINH1	1756.6337
SERPINI1	133.2182	SERPINI1	265.5217
SERTAD1	617.3337	SERTAD1	448.6046
SERTAD2	1307.2272	SERTAD2	1700.6441
SERTAD3	759.3819	SERTAD3	736.4534
SERTAD4	490.2582	SERTAD4	447.5741
SESN1	196.9479	SESN1	1027.0502
SESN2	335.5408	SESN2	356.8914
SESN3	75.2471	SESN3	238.3856
SESTD1	1953.3544	SESTD1	1932.5032
SETBP1	476.4373	SETBP1	1165.4787
SETD1A	1091.0836	SETD1A	790.0386
SETD1B	972.0703	SETD1B	1111.2065
SETD2	1936.4622	SETD2	2942.7222
SETD3	1585.9487	SETD3	1517.5612
SETD4	212.6884	SETD4	419.751
SETD5	2671.6575	SETD5	2993.903
SETD6	283.1788	SETD6	410.6724
SETD7	1223.5339	SETD7	3595.7063
SETD8	1192.4369	SETD8	685.6161
SETDB1	2076.2069	SETDB1	1045.2555
SETDB2	167.7704	SETDB2	717.2177
SETMAR	363.9505	SETMAR	679.7767
SETX	1888.0891	SETX	2898.7548
SET	9192.053	SET	5792.3572
SEZ6L2	673.3852	SEZ6L2	556.8055
SF1	5286.1119	SF1	4477.4581
SF3A1	3043.9889	SF3A1	3434.8991
SF3A2	1667.7224	SF3A2	757.4066
SF3A3	2281.6009	SF3A3	1940.7471
SF3B14	3263.6529	SF3B14	1083.0399
SF3B1	7092.4273	SF3B1	8840.8759
SF3B2	7520.1075	SF3B2	4147.0159
SF3B3	5392.84	SF3B3	3319.1928
SF3B4	6313.4658	SF3B4	1094.3753
SF3B5	1433.151	SF3B5	817.8617
SF4	635.7616	SF4	464.0618
SFI1	205.0101	SFI1	514.8991
SFMBT1	402.7258	SFMBT1	404.9807
SFMBT2	55.6675	SFMBT2	308.1151
SFN	3153.5886	SFN	498.0953
SFPQ	6026.8625	SFPQ	3625.7243
SFRP1	14245.8969	SFRP1	23291.0262
SFRP2	4531.337	SFRP2	4522.456
SFRP4	310.2025	SFRP4	1556.0326
removed	removed	SFRP5	6.8699
SFRS11	2133.0262	SFRS11	3978.3598
SFRS12IP1	335.1569	SFRS12IP1	657.1061
SFRS12	624.6281	SFRS12	1716.1013
SFRS13A	1223.5339	SFRS13A	1775.1825
SFRS13B	47.6053	SFRS13B	29.1971
SFRS14	952.9206	SFRS14	1801.4736
SFRS15	1028.1217	SFRS15	891.7132
SFRS16	553.2201	SFRS16	509.7467
SFRS17A	673.3852	SFRS17A	831.2581
SFRS18	1223.15	SFRS18	3117.9047
SFRS1	4730.9723	SFRS1	3829.283
SFRS2B	953.2585	SFRS2B	1714.7274
SFRS2IP	1504.9429	SFRS2IP	3772.2628
SFRS2	3268.1563	SFRS2	3117.0391
SFRS3	4933.6789	SFRS3	4901.6745
SFRS4	2215.5677	SFRS4	1799.2271
SFRS5	2181.0155	SFRS5	6737.6556
SFRS6	2692.3889	SFRS6	3900.7299
SFRS7	2028.2177	SFRS7	1981.9665
SFRS8	864.5743	SFRS8	967.2821
SFRS9	2839.8119	SFRS9	1689.3087
SFT2D1	413.8593	SFT2D1	442.0781
SFT2D2	217.6562	SFT2D2	88.2782
SFT2D3	454.5542	SFT2D3	416.316
removed	removed	SFTA2	20.2662
SFTPA1	42.6145	SFTPA1	5.8394
SFTPA2	91.7554	SFTPA2	62.1726
SFTPB	206.1618	SFTPB	25.0751
SFTPD	13.437	SFTPD	21.6402
SFXN1	549.7649	SFXN1	420.0945
SFXN2	159.3243	SFXN2	273.4221
SFXN3	1143.2959	SFXN3	899.2701
SFXN4	328.2465	SFXN4	363.4178
SFXN5	262.5972	SFXN5	261.7432
removed	removed	SGCA	28.8536
SGCB	860.7352	SGCB	1183.3405
SGCD	164.3152	SGCD	410.1331
SGCE	653.4216	SGCE	1184.0275
removed	removed	SGCG	97.2091
SGEF	311.3543	SGEF	367.1962
SGIP1	259.9098	SGIP1	88.6217
SGK196	33.7844	SGK196	31.2581
SGK1	973.9898	SGK1	1105.3671
SGK223	1014.3008	SGK223	575.3542
SGK269	980.1325	SGK269	1762.1297
removed	removed	SGK2	155.6033
SGK3	381.7103	SGK3	1414.3066
SGK494	29.5614	SGK494	54.8321
SGMS1	517.1322	SGMS1	720.3091
SGMS2	305.5955	SGMS2	482.5865
SGOL1	300.9886	SGOL1	5.8394
SGOL2	646.5112	SGOL2	133.6196
SGPL1	2246.6647	SGPL1	1958.6088
SGPP1	161.6278	SGPP1	462.3444
SGPP2	17.66	SGPP2	30.5711
SGSH	1064.2096	SGSH	816.1443
SGSM1	5.7587	SGSM1	185.4873
SGSM2	637.2972	SGSM2	2138.2568
SGSM3	832.7095	SGSM3	1028.4242
SGTA	1667.7224	SGTA	952.5118
SGTB	111.0356	SGTB	228.6441
SH2B1	605.8163	SH2B1	1142.4646
SH2B2	52.9801	SH2B2	13.3963
SH2B3	614.2624	SH2B3	1172.3486
SH2D1A	51.4445	SH2D1A	74.5384
SH2D1B	7.6783	SH2D1B	7.9004
SH2D2A	186.5822	SH2D2A	57.3637
SH2D3A	279.1055	SH2D3A	244.5685
SH2D3C	191.1892	SH2D3C	367.5397
SH2D4A	396.1993	SH2D4A	309.1456
SH2D5	5.7587	removed	removed
SH3BGRL2	112.4868	SH3BGRL2	1569.7724
SH3BGRL3	4489.8743	SH3BGRL3	1387.3766
SH3BGRL	1499.952	SH3BGRL	5745.6419
SH3BGR	353.9687	SH3BGR	282.0094
SH3BP1	569.3214	SH3BP1	265.7553
SH3BP2	998.9442	SH3BP2	1332.0739
SH3BP4	758.2302	SH3BP4	2400.687
SH3BP5L	1469.2389	SH3BP5L	751.2237
SH3BP5	1417.3222	SH3BP5	1963.6651
SH3D19	793.5502	SH3D19	3036.8398
SH3D20	22.6509	SH3D20	6.5264
SH3GL1	2160.668	SH3GL1	855.3027
SH3GLB1	3417.2185	SH3GLB1	3794.59
SH3GLB2	883.77	SH3GLB2	1214.5985
SH3KBP1	1152.8938	SH3KBP1	937.0545
SH3PXD2A	1786.7358	SH3PXD2A	2014.255
SH3PXD2B	2225.9334	SH3PXD2B	1481.1507
SH3RF1	587.7723	SH3RF1	1148.6475
SH3RF2	87.9163	SH3RF2	304.3366
SH3RF3	90.6037	SH3RF3	149.7638
SH3TC1	156.6369	SH3TC1	195.1052
SH3TC2	9.9818	SH3TC2	120.9103
SH3YL1	526.3461	SH3YL1	1192.6149
SHANK2	258.3741	SHANK2	1291.1979
SHANK3	323.6395	SHANK3	917.8188
SHARPIN	2035.1281	SHARPIN	462.3444
SHB	1310.2985	SHB	529.3259
SHC1	5456.1858	SHC1	2564.1906
SHC2	68.3367	SHC2	394.3323
SHC3	132.4503	SHC3	10.6483
SHC4	42.6145	SHC4	163.1602
SHCBP1	880.6987	SHCBP1	25.4186
SHE	65.6493	SHE	622.0696
SHFM1	2343.795	SHFM1	1036.3246
SHF	48.3732	SHF	144.2679
SHISA2	69.1045	SHISA2	1677.2864
SHISA3	8.4461	SHISA3	13.7398
SHISA4	282.9446	SHISA4	154.9163
SHISA5	4058.7388	SHISA5	2631.5157
removed	removed	SHISA6	15.1138
SHISA9	23.4188	SHISA9	52.5547
SHKBP1	1897.6869	SHKBP1	502.1898
SHMT1	1348.5901	SHMT1	909.781
SHMT2	2335.3489	SHMT2	760.4981
SHOC2	824.6473	SHOC2	1270.5882
SHOX2	99.4337	SHOX2	94.8046
SHPK	230.3484	SHPK	410.7411
SHPRH	210.9492	SHPRH	726.626
SHQ1	352.4331	SHQ1	422.4989
SHROOM1	199.2514	SHROOM1	195.4487
SHROOM2	356.6561	SHROOM2	311.55
removed	removed	SHROOM3	4181.7089
SHROOM4	118.2455	SHROOM4	471.6187
SIAE	214.224	SIAE	887.2134
SIAH1	502.1672	SIAH1	743.1619
SIAH2	1994.4332	SIAH2	954.5728
SIDT1	24.9544	SIDT1	950.4508
SIDT2	929.0757	SIDT2	1599.5672
SIGIRR	532.4887	SIGIRR	454.1005
SIGLEC10	191.1892	SIGLEC10	123.6582
SIGLEC11	12.6692	SIGLEC11	8.2439
SIGLEC12	111.719	SIGLEC12	17.8617
SIGLEC14	92.5233	SIGLEC14	40.5324
removed	removed	SIGLEC15	22.6707
SIGLEC16	16.5083	SIGLEC16	9.9614
SIGLEC1	728.2849	SIGLEC1	692.8295
SIGLEC5	50.6766	SIGLEC5	30.2276
removed	removed	SIGLEC6	7.9004
SIGLEC7	93.2911	SIGLEC7	24.0447
SIGLEC8	36.4718	SIGLEC8	61.4856
SIGLEC9	111.719	SIGLEC9	32.632
removed	removed	SIGLECP3	14.7703
SIGMAR1	2077.3587	SIGMAR1	769.0854
SIK1	903.7336	SIK1	647.1447
SIK2	659.9482	SIK2	1648.4328
SIK3	876.0918	SIK3	2003.6067
SIKE1	768.9797	SIKE1	893.7742
SIL1	337.0765	SIL1	547.8746
SILV	56.4354	SILV	668.4414
SIM1	87.5324	SIM1	20.9532
SIM2	93.675	SIM2	38.4714
SIN3A	1618.9654	SIN3A	2807.7286
SIN3B	675.6886	SIN3B	1210.4766
SIP1	175.8326	SIP1	129.8411
SIPA1L1	1168.2503	SIPA1L1	1344.7832
SIPA1L2	1998.6563	SIPA1L2	1073.4221
SIPA1L3	1177.0803	SIPA1L3	1215.2855
SIPA1	736.3471	SIPA1	456.5049
SIRPA	1428.1601	SIRPA	2226.8785
SIRPB1	160.4761	SIRPB1	111.9794
SIRPB2	67.185	SIRPB2	37.441
SIRPG	81.3898	SIRPG	36.4105
SIRT1	389.2888	SIRT1	1043.1945
SIRT2	1665.4189	SIRT2	935.3371
SIRT3	483.5858	SIRT3	908.9051
SIRT4	26.874	SIRT4	41.2194
SIRT5	375.4679	SIRT5	368.5702
SIRT6	275.2663	SIRT6	138.772
SIRT7	757.8462	SIRT7	215.3714
SIT1	62.578	SIT1	52.2112
SIVA1	981.2842	SIVA1	694.547
SIX1	276.0342	SIX1	126.0627
SIX2	303.2921	SIX2	5.8394
SIX3	175.8326	removed	removed
SIX4	216.5275	SIX4	345.8995
SIX5	836.5486	SIX5	438.9867
SKA1	722.5262	SKA1	15.1138
SKA2	1063.8257	SKA2	466.8098
SKA3	427.7071	SKA3	21.9837
SKAP1	163.5474	SKAP1	208.845
SKAP2	963.6241	SKAP2	1288.1065
SKIL	742.4897	SKIL	491.1979
SKIV2L2	793.27	SKIV2L2	1709.094
SKIV2L	1191.5001	SKIV2L	722.5247
SKI	2135.7136	SKI	2646.6295
SKP1	3004.8949	SKP1	6551.8248
SKP2	138.9769	SKP2	150.1073
SLA2	64.1136	SLA2	74.8819
SLAIN1	18.8118	SLAIN1	190.9833
SLAIN2	1242.3457	SLAIN2	1469.1284
SLAMF1	62.1941	SLAMF1	56.6767
SLAMF6	181.9752	SLAMF6	104.4225
SLAMF7	1156.349	SLAMF7	519.708
SLAMF8	1068.3252	SLAMF8	232.766
SLAMF9	19.5796	SLAMF9	7.5569
SLA	768.9797	SLA	374.7531
SLBP	1542.9504	SLBP	802.4045
SLC10A3	1161.7238	SLC10A3	431.4298
SLC10A5	5.3748	SLC10A5	12.0223
removed	removed	SLC10A6	28.8536
SLC10A7	125.9238	SLC10A7	269.3001
SLC11A1	447.2598	SLC11A1	21.9837
SLC11A2	892.6001	SLC11A2	2544.2679
removed	removed	SLC12A1	7.9004
SLC12A2	714.8479	SLC12A2	2277.0288
SLC12A4	864.7317	SLC12A4	1189.5268
SLC12A6	342.8429	SLC12A6	893.4719
SLC12A7	1975.2375	SLC12A7	1508.9738
SLC12A8	377.3875	SLC12A8	248.6904
SLC12A9	577.7906	SLC12A9	566.4234
removed	removed	SLC13A2	174.152
SLC13A3	20.3474	SLC13A3	61.4856
removed	removed	SLC13A4	7.5569
SLC13A5	19.5796	SLC13A5	6.1829
removed	removed	SLC14A1	36.754
removed	removed	SLC14A2	35.38
SLC15A1	40.6949	removed	removed
SLC15A2	87.5324	SLC15A2	157.3207
SLC15A3	1923.4092	SLC15A3	439.6737
SLC15A4	566.6571	SLC15A4	646.4577
SLC16A10	31.097	SLC16A10	6.5264
SLC16A11	35.704	SLC16A11	57.7072
removed	removed	SLC16A12	69.0425
SLC16A13	140.5125	SLC16A13	56.6767
SLC16A14	126.3077	SLC16A14	224.6458
SLC16A1	676.0726	SLC16A1	533.7913
SLC16A2	565.5053	SLC16A2	738.1709
SLC16A3	2806.7953	SLC16A3	136.024
SLC16A4	111.3351	SLC16A4	552.3401
SLC16A5	73.3276	SLC16A5	279.605
SLC16A6	15.7405	SLC16A6	73.8514
SLC16A7	13.0531	SLC16A7	129.1541
SLC16A8	15.7405	SLC16A8	5.4959
SLC16A9	9.9818	SLC16A9	99.2701
SLC17A5	514.0609	SLC17A5	907.1705
SLC17A7	7.6783	SLC17A7	38.8149
SLC17A9	130.5308	SLC17A9	29.5406
SLC19A1	320.5682	SLC19A1	107.8574
SLC19A2	344.7548	SLC19A2	713.0957
SLC19A3	54.8997	SLC19A3	708.2868
SLC1A1	99.0498	SLC1A1	187.2048
SLC1A2	36.0879	SLC1A2	400.1717
SLC1A3	275.6503	SLC1A3	460.2834
SLC1A4	1180.9195	SLC1A4	1564.62
SLC1A5	6209.4251	SLC1A5	2005.6677
SLC1A6	449.1794	removed	removed
SLC1A7	11.1335	SLC1A7	27.4796
SLC20A1	947.1158	SLC20A1	768.3985
SLC20A2	1536.4238	SLC20A2	1296.6939
SLC22A15	77.1667	SLC22A15	49.8068
SLC22A17	218.0632	SLC22A17	675.3113
SLC22A18AS	14.9726	SLC22A18AS	5.1524
SLC22A18	180.0557	SLC22A18	116.7883
SLC22A20	5.3748	removed	removed
SLC22A23	394.9976	SLC22A23	947.301
SLC22A3	83.3093	SLC22A3	240.79
SLC22A4	26.874	SLC22A4	210.006
SLC22A5	254.9189	SLC22A5	569.5148
SLC23A1	14.5887	SLC23A1	10.9918
SLC23A2	604.6646	SLC23A2	1266.1228
SLC23A3	5.7702	SLC23A3	13.2314
SLC24A1	162.3956	SLC24A1	571.0915
SLC24A2	7.6783	removed	removed
SLC24A3	575.1032	SLC24A3	472.9927
removed	removed	SLC24A4	10.6483
removed	removed	SLC24A5	13.6883
SLC24A6	904.1175	SLC24A6	665.0064
SLC25A10	1542.5665	SLC25A10	360.6698
SLC25A11	904.8853	SLC25A11	716.1872
SLC25A12	498.7043	SLC25A12	732.675
SLC25A13	604.6646	SLC25A13	449.2915
SLC25A14	126.3077	SLC25A14	149.4204
SLC25A15	382.2017	SLC25A15	355.7991
SLC25A16	132.0664	SLC25A16	302.2757
SLC25A17	462.6164	SLC25A17	521.082
removed	removed	SLC25A18	47.0588
SLC25A19	426.9124	SLC25A19	95.1481
SLC25A1	1841.2516	SLC25A1	964.8776
SLC25A20	227.2771	SLC25A20	400.5152
SLC25A21	6.4267	SLC25A21	15.6634
SLC25A22	740.954	SLC25A22	197.1662
SLC25A23	884.9218	SLC25A23	1125.2898
SLC25A24	1327.9585	SLC25A24	1114.985
SLC25A25	462.6164	SLC25A25	540.3177
SLC25A26	313.3468	SLC25A26	502.863
SLC25A27	53.364	SLC25A27	300.2147
SLC25A28	724.8296	SLC25A28	600.4294
SLC25A29	408.4845	SLC25A29	860.7986
SLC25A30	259.5259	SLC25A30	620.6956
SLC25A32	799.6314	SLC25A32	432.8381
SLC25A33	165.4669	SLC25A33	210.5625
SLC25A34	9.5979	SLC25A34	29.1971
SLC25A35	146.7012	SLC25A35	182.7978
SLC25A36	1192.8208	SLC25A36	2396.9085
SLC25A37	914.4832	SLC25A37	755.6891
SLC25A38	520.5874	SLC25A38	755.3456
SLC25A39	4047.9893	SLC25A39	1074.1091
SLC25A3	6770.7074	SLC25A3	6172.2628
SLC25A40	169.69	SLC25A40	238.7291
SLC25A42	169.69	SLC25A42	302.6191
SLC25A43	794.702	SLC25A43	403.2632
SLC25A44	2116.134	SLC25A44	724.4311
SLC25A45	109.0316	SLC25A45	190.9833
SLC25A46	325.943	SLC25A46	669.4719
SLC25A4	490.2582	SLC25A4	678.0593
SLC25A5	7202.2267	SLC25A5	3034.0919
SLC25A6	5145.2155	SLC25A6	5930.4422
SLC26A10	15.6829	SLC26A10	18.7445
SLC26A11	422.3054	SLC26A11	328.3813
SLC26A1	12.2929	SLC26A1	49.8617
SLC26A2	230.7323	SLC26A2	1180.936
removed	removed	SLC26A3	148.0464
SLC26A4	8.83	SLC26A4	81.0648
removed	removed	SLC26A5	9.9614
SLC26A6	393.5272	SLC26A6	98.5831
SLC26A7	34.1683	SLC26A7	24.0447
removed	removed	SLC26A8	9.9614
SLC26A9	59.1228	removed	removed
SLC27A1	337.4604	SLC27A1	961.0992
SLC27A2	28.0257	SLC27A2	24.7316
SLC27A3	537.0957	SLC27A3	394.3323
SLC27A4	714.08	SLC27A4	375.0966
SLC27A5	91.671	SLC27A5	65.3225
SLC27A6	95.2107	SLC27A6	265.1782
SLC28A1	22.267	SLC28A1	5.1524
removed	removed	SLC28A2	5.4959
SLC28A3	26.1062	SLC28A3	156.6337
SLC29A1	2846.3384	SLC29A1	2340.2319
SLC29A2	295.3873	SLC29A2	144.5015
SLC29A3	299.4529	SLC29A3	237.3551
SLC29A4	112.8707	SLC29A4	252.1254
SLC2A10	341.2995	SLC2A10	903.392
SLC2A11	148.1908	SLC2A11	209.532
SLC2A12	518.2839	SLC2A12	256.5908
SLC2A13	66.4171	SLC2A13	323.5723
SLC2A14	82.9254	SLC2A14	12.0223
SLC2A1	7872.5406	SLC2A1	980.3349
SLC2A3	1376.3317	SLC2A3	526.2344
SLC2A4RG	3353.8727	SLC2A4RG	946.6724
SLC2A4	16.5083	SLC2A4	343.4951
SLC2A5	466.8394	SLC2A5	27.4796
SLC2A6	257.6063	SLC2A6	28.5101
SLC2A8	160.86	SLC2A8	217.7759
SLC2A9	53.748	SLC2A9	94.1176
SLC30A10	5.7587	removed	removed
SLC30A1	342.0674	SLC30A1	370.9747
SLC30A2	55.2836	SLC30A2	27.1361
SLC30A4	58.7388	SLC30A4	134.3066
SLC30A5	636.9133	SLC30A5	1327.2649
SLC30A6	442.2689	SLC30A6	321.5114
SLC30A7	785.4881	SLC30A7	863.2031
SLC30A9	1098.7619	SLC30A9	1630.2276
SLC31A1	1676.5525	SLC31A1	1427.5655
SLC31A2	367.4057	SLC31A2	539.2872
SLC33A1	798.925	SLC33A1	553.714
SLC34A2	1612.4388	SLC34A2	2174.6672
SLC35A1	470.2716	SLC35A1	869.4238
SLC35A2	968.2311	SLC35A2	496.0069
SLC35A3	264.5167	SLC35A3	536.5393
SLC35A4	1822.8237	SLC35A4	1875.8265
SLC35A5	335.1569	SLC35A5	843.6239
SLC35B1	1100.2975	SLC35B1	522.456
SLC35B2	2117.2857	SLC35B2	1075.8265
SLC35B3	623.0924	SLC35B3	531.7304
SLC35B4	296.7655	SLC35B4	455.4745
SLC35C1	864.9582	SLC35C1	435.8952
SLC35C2	673.3852	SLC35C2	784.5427
SLC35D1	596.2184	SLC35D1	635.8094
SLC35D2	358.9596	SLC35D2	471.6187
SLC35E1	1682.6951	SLC35E1	2190.8115
SLC35E2	1121.9925	SLC35E2	3564.6372
SLC35E2	41.2669	SLC35E2	88.7763
SLC35E3	224.2058	SLC35E3	262.0867
SLC35E4	134.535	SLC35E4	66.3976
SLC35F1	12.6692	SLC35F1	20.6097
SLC35F2	639.9846	SLC35F2	189.9528
SLC35F3	136.2895	SLC35F3	127.0932
SLC35F5	676.0726	SLC35F5	814.4268
SLC36A1	299.069	SLC36A1	219.8368
SLC36A4	307.5151	SLC36A4	183.7699
SLC37A1	480.6603	SLC37A1	339.7166
SLC37A2	236.491	SLC37A2	178.9609
SLC37A3	578.5584	SLC37A3	948.0464
SLC37A4	568.9606	SLC37A4	460.9704
SLC38A10	5062.674	SLC38A10	1915.672
SLC38A1	2240.906	SLC38A1	9321.4255
SLC38A2	2397.9269	SLC38A2	5743.9244
SLC38A3	769.3637	SLC38A3	105.1095
SLC38A4	16.8922	SLC38A4	28.5101
SLC38A5	355.5044	SLC38A5	27.8231
SLC38A6	84.845	SLC38A6	159.3817
SLC38A7	260.2937	SLC38A7	199.2271
SLC38A9	142.816	SLC38A9	230.4852
SLC39A10	524.4265	SLC39A10	683.2117
SLC39A11	1175.9286	SLC39A11	774.9249
SLC39A12	8.0622	removed	removed
SLC39A13	926.3845	SLC39A13	588.0635
SLC39A14	2378.3473	SLC39A14	1227.9948
SLC39A1	11599.9616	SLC39A1	2427.8231
SLC39A2	38.3914	SLC39A2	10.6483
SLC39A3	510.9895	SLC39A3	254.5298
SLC39A4	553.2201	SLC39A4	118.8493
SLC39A6	2399.0786	SLC39A6	9544.3538
SLC39A7	5618.5814	SLC39A7	2446.7153
SLC39A8	741.3379	SLC39A8	1006.097
SLC39A9	1704.1943	SLC39A9	2608.158
removed	removed	SLC3A1	6.9352
SLC3A2	6407.5247	SLC3A2	2344.0103
SLC40A1	372.7805	SLC40A1	6951.6531
SLC41A1	567.4249	SLC41A1	833.6625
SLC41A2	244.5532	SLC41A2	353.7999
SLC41A3	872.6365	SLC41A3	1288.7935
SLC43A1	119.7812	SLC43A1	204.0361
SLC43A2	1086.8605	SLC43A2	486.7325
SLC43A3	2640.3878	SLC43A3	1712.1271
SLC44A1	2556.8673	SLC44A1	4663.6325
SLC44A2	8026.4901	SLC44A2	5111.2065
SLC44A3	416.1628	SLC44A3	384.7145
removed	removed	SLC44A4	506.9987
removed	removed	SLC44A5	135.3371
SLC45A1	9.9818	SLC45A1	26.7926
SLC45A3	258.3741	SLC45A3	108.8879
SLC45A4	336.3087	SLC45A4	379.9055
SLC46A1	230.9857	SLC46A1	916.9326
