gene_id	TCGA-BH-A1EV-01A-11R-A137-07	gene_id	TCGA-BH-A1EV-11A-24R-A137-07
NUFIP1	136.6062	NUFIP1	258.922
NUFIP2	38881.9249	NUFIP2	7278.3657
NUMA1	11608.0916	NUMA1	6978.7423
NUMBL	484.7191	NUMBL	316.2688
NUMB	1994.3728	NUMB	1920.256
NUP107	2292.4226	NUP107	1152.5966
NUP133	2037.4503	NUP133	1790.3027
NUP153	2068.4971	NUP153	1977.6028
NUP155	1091.6853	NUP155	845.9267
NUP160	1371.107	NUP160	1704.6517
NUP188	1765.0141	NUP188	1419.1484
NUP205	1609.0036	NUP205	1971.4497
NUP210	2480.2561	NUP210	966.7733
NUP214	2402.639	NUP214	1505.2917
NUP35	192.4905	NUP35	311.5924
NUP37	422.2373	NUP37	357.6175
NUP43	1556.612	NUP43	950.7753
NUP50	1617.9296	NUP50	1382.2299
NUP54	596.8759	NUP54	1008.6143
NUP62CL	52.3916	NUP62CL	48.7325
NUP62	1883.1396	NUP62	970.0665
NUP85	445.9105	NUP85	482.6483
NUP88	524.0788	NUP88	846.7536
NUP93	748.6174	NUP93	674.8708
NUP98	3261.8609	NUP98	3065.4689
NUPL1	992.7234	NUPL1	1323.4063
NUPL2	374.1147	NUPL2	411.0263
NUPR1	2437.1786	NUPR1	853.0642
NUS1	1029.5915	NUS1	1911.6416
NUSAP1	1231.7842	NUSAP1	309.3773
NUTF2	1101.7755	NUTF2	1118.6316
NVL	1078.8784	NVL	512.4292
NWD1	21.7328	NWD1	62.0231
NXF1	1593.4802	NXF1	1558.4543
NXF3	6.2094	removed	removed
NXNL2	27.5541	NXNL2	30.5193
NXN	445.9105	NXN	691.1149
NXPH1	692.7331	removed	removed
removed	removed	NXPH2	22.1511
NXPH3	178.1314	NXPH3	122.0773
NXPH4	68.3031	NXPH4	9.3527
NXT1	188.9978	NXT1	238.986
NXT2	343.0678	NXT2	583.5589
NYNRIN	598.8163	NYNRIN	1003.1996
OAF	272.0481	OAF	970.219
OAS1	508.7804	OAS1	731.4792
OAS2	1113.03	OAS2	849.6185
OAS3	1402.542	OAS3	1097.9572
OASL	107.1117	OASL	76.7905
OAT	6123.9934	OAT	6530.6424
OAZ1	7039.0996	OAZ1	4946.0989
OAZ2	1855.8261	OAZ2	1799.1632
OAZ3	65.2023	OAZ3	42.7369
OBFC1	601.1449	OBFC1	845.4344
OBFC2A	145.9202	OBFC2A	574.4524
OBFC2B	924.4203	OBFC2B	432.4391
OBP2B	34.5396	OBP2B	36.6724
OBSCN	288.0877	OBSCN	681.8189
OBSL1	1000.4851	OBSL1	965.5427
removed	removed	OCA2	12.5523
OCEL1	288.3477	OCEL1	165.1489
OCIAD1	1978.4612	OCIAD1	2517.1056
OCIAD2	341.5155	OCIAD2	520.3052
OCLM	6.2094	OCLM	6.3992
OCLN	453.2842	OCLN	734.4327
OCRL	1743.6694	OCRL	1373.1233
removed	removed	ODAM	26.5813
ODC1	2066.5567	ODC1	1325.1292
ODF2L	334.5299	ODF2L	781.1962
ODF2	2812.0695	ODF2	664.2875
ODF3B	163.3841	ODF3B	82.6975
removed	removed	ODF3L1	28.7965
removed	removed	ODZ1	84.1743
ODZ2	26.7779	ODZ2	958.4051
ODZ3	325.2159	ODZ3	569.0377
ODZ4	656.253	ODZ4	105.0948
OFD1	596.0997	OFD1	998.031
OGDH	3391.8696	OGDH	2105.8331
OGFOD1	619.773	OGFOD1	895.6436
OGFOD2	230.4337	OGFOD2	107.3812
removed	removed	OGFRL1	1097.9572
OGFR	391.1905	OGFR	280.0886
OGG1	494.4213	OGG1	238.0015
OGN	288.7358	OGN	6692.3456
OGT	3232.3664	OGT	4771.5973
OIP5	106.7197	OIP5	29.7268
OLA1	1828.6601	OLA1	1865.3704
OLFM1	51.6154	OLFM1	568.2993
OLFM2	190.5501	OLFM2	828.4519
removed	removed	OLFM4	2311.8385
OLFML1	294.9452	OLFML1	1042.5794
OLFML2A	938.0033	OLFML2A	1788.3337
OLFML2B	1732.4149	OLFML2B	442.0379
OLFML3	1129.3296	OLFML3	2448.9294
OLR1	773.843	OLR1	167.364
OMA1	650.4317	OMA1	429.7317
OMD	249.1511	OMD	1298.0556
ONECUT2	17.0758	ONECUT2	28.7965
OPA1	2695.2557	OPA1	2487.0785
OPA3	740.4676	OPA3	445.7298
OPCML	21.3447	OPCML	19.6899
OPHN1	247.9868	OPHN1	622.6926
OPLAH	1168.1382	OPLAH	145.9513
OPN3	232.4983	OPN3	398.287
OPRL1	32.9873	OPRL1	46.7635
OPTN	831.6678	OPTN	2267.7824
removed	removed	OR2A1	7.876
OR2A4	36.8681	OR2A4	61.5309
OR2A7	62.4818	OR2A7	120.8467
OR2A9P	127.6802	OR2A9P	284.0266
removed	removed	OR2L13	15.7519
OR51E1	37.6443	OR51E1	35.6879
OR51E2	7.7617	removed	removed
OR7E91P	21.7328	removed	removed
ORAI1	203.3569	ORAI1	206.4977
ORAI2	691.627	ORAI2	479.4462
ORAI3	1511.9821	ORAI3	419.1484
ORAOV1	202.5808	ORAOV1	170.0714
ORC1L	86.5431	ORC1L	63.746
ORC2L	473.4646	ORC2L	651.489
ORC3L	591.8308	ORC3L	785.3803
ORC4L	462.2101	ORC4L	797.1942
ORC5L	282.9145	ORC5L	325.3753
ORC6L	64.8103	ORC6L	37.903
ORM1	32.5992	ORM1	13.5368
ORM2	21.3447	ORM2	33.2267
ORMDL1	439.3131	ORMDL1	866.8472
ORMDL2	1115.3313	ORMDL2	393.2168
ORMDL3	16006.9855	ORMDL3	2776.0276
OS9	6281.9443	OS9	4661.0879
OSBP2	151.7415	OSBP2	113.2168
OSBPL10	336.8584	OSBPL10	828.698
OSBPL11	674.105	OSBPL11	694.8068
OSBPL1A	1375.764	OSBPL1A	3295.3483
OSBPL2	1184.4378	OSBPL2	1078.5134
OSBPL3	172.6982	OSBPL3	595.3729
OSBPL5	1272.9213	OSBPL5	412.0108
OSBPL6	365.5768	OSBPL6	100.6645
OSBPL7	63.6461	OSBPL7	177.9473
OSBPL8	3477.6366	OSBPL8	3361.8016
OSBPL9	1025.3226	OSBPL9	3040.3643
OSBP	3140.0019	OSBP	2444.4991
OSCAR	122.6351	OSCAR	30.2732
OSCP1	823.9061	OSCP1	273.1971
OSGEPL1	188.9978	OSGEPL1	254.984
OSGEP	428.8348	OSGEP	323.8986
OSGIN1	44.2418	OSGIN1	70.1452
OSGIN2	993.8876	OSGIN2	1359.3404
OSMR	1227.9034	OSMR	1827.9596
OSM	40.749	OSM	26.8275
OSR1	46.9584	OSR1	642.6286
OSR2	63.6461	OSR2	427.0244
OST4	2590.8489	OST4	1415.6953
OSTCL	5.8213	OSTCL	6.8915
OSTC	1494.9064	OSTC	1448.9294
OSTF1	734.6464	OSTF1	792.764
OSTM1	1140.5841	OSTM1	1125.523
OSTalpha	6.5975	OSTalpha	26.8275
OTOA	9.3141	removed	removed
OTOR	17.8519	removed	removed
OTUB1	1680.4114	OTUB1	1016.2442
OTUB2	156.7866	OTUB2	75.5599
OTUD1	259.2413	OTUD1	766.4287
OTUD3	881.3428	OTUD3	586.0202
OTUD4	590.2785	OTUD4	1929.3625
OTUD5	1154.5552	OTUD5	970.7113
OTUD6B	197.9237	OTUD6B	339.8966
OTUD7A	5.0451	OTUD7A	10.5833
OTUD7B	1371.8832	OTUD7B	957.6667
OTX1	6.5975	OTX1	6.8915
OVCA2	313.0377	OVCA2	345.0997
removed	removed	OVCH2	19.1976
OVGP1	51.6154	OVGP1	26.5813
OVOL1	244.8821	OVOL1	118.8777
OVOL2	341.1274	OVOL2	104.1103
OXA1L	2382.0704	OXA1L	2107.8021
OXCT1	542.5439	OXCT1	1555.747
OXCT2	68.6912	OXCT2	6.8915
OXER1	84.6027	OXER1	33.9651
OXGR1	13.583	OXGR1	57.839
OXNAD1	296.8856	OXNAD1	235.7864
OXR1	1043.9507	OXR1	2232.0945
OXSM	250.7034	OXSM	202.8058
OXSR1	1062.9669	OXSR1	1470.3421
OXTR	252.2557	OXTR	1797.6864
removed	removed	P2RX1	19.936
P2RX2	8.926	P2RX2	5.1686
P2RX4	724.9442	P2RX4	378.0458
P2RX5	16.4277	P2RX5	27.3271
P2RX7	82.6623	P2RX7	186.0694
P2RY10	6.2094	P2RY10	115.4319
P2RY11	17.4212	P2RY11	7.3271
P2RY12	14.7473	P2RY12	227.9104
P2RY13	45.0179	P2RY13	422.8403
P2RY14	11.6426	P2RY14	169.8253
P2RY1	13.9711	P2RY1	37.4108
P2RY2	313.5733	P2RY2	167.8563
P2RY6	37.6443	P2RY6	54.8856
P2RY8	78.0052	P2RY8	83.1898
P4HA1	8561.172	P4HA1	1132.6606
P4HA2	2063.8401	P4HA2	837.8046
P4HA3	340.7393	P4HA3	19.936
P4HB	12653.5364	P4HB	8646.0743
P4HTM	666.3433	P4HTM	343.3424
P704P	20.9566	P704P	16.4903
PA2G4P4	46.5703	PA2G4P4	33.9651
PA2G4	3341.0304	PA2G4	2426.0399
PAAF1	530.1252	PAAF1	372.6311
PABPC1L2B	5.4332	removed	removed
PABPC1L	148.2488	PABPC1L	210.6818
PABPC1	27619.6759	PABPC1	23366.2318
PABPC3	261.1817	PABPC3	223.4802
PABPC4L	31.0469	PABPC4L	137.0908
PABPC4	5854.6619	PABPC4	2844.4499
PABPC5	17.4639	PABPC5	58.3313
PABPN1	1755.9018	PABPN1	1714.4696
PACRGL	99.738	PACRGL	330.5439
removed	removed	PACRG	35.934
PACS1	2266.809	PACS1	2146.1974
removed	removed	PACS2	922.9633
PACSIN1	89.2597	PACSIN1	17.2286
PACSIN2	2219.4625	PACSIN2	766.921
PACSIN3	783.9332	PACSIN3	186.5617
PADI2	1372.2713	PADI2	2173.5171
PADI3	540.9916	PADI3	16.7364
PAF1	1712.2344	PAF1	791.5333
PAFAH1B1	2467.0612	PAFAH1B1	5092.5425
PAFAH1B2	610.847	PAFAH1B2	691.1149
PAFAH1B3	1806.873	PAFAH1B3	193.9503
PAFAH2	553.4103	PAFAH2	472.3111
PAG1	197.5357	PAG1	287.2262
PAH	6.9855	PAH	6.3992
PAICS	4075.2886	PAICS	2815.8996
PAIP1	1421.9463	PAIP1	1438.346
PAIP2B	237.5085	PAIP2B	426.0399
PAIP2	2907.5386	PAIP2	2285.5033
PAK1IP1	350.0534	PAK1IP1	447.4526
PAK1	1937.7122	PAK1	1065.2227
PAK2	3066.2656	PAK2	3524.4893
removed	removed	PAK3	99.68
PAK4	2217.9102	PAK4	520.7974
PAK6	299.055	PAK6	158.6094
removed	removed	PAK7	110.5095
PALB2	545.6486	PALB2	438.5922
PALLD	5638.4981	PALLD	8718.1885
PALM2-AKAP2	620.0912	PALM2-AKAP2	3442.1782
PALM2	33.55	PALM2	75.4344
PALM3	19.7924	PALM3	13.7829
PALMD	479.2859	PALMD	2907.4575
PALM	237.1204	PALM	598.5725
PAMR1	31.4349	PAMR1	1200.5907
PAM	2232.6574	PAM	6206.4977
PAN2	934.1224	PAN2	946.0989
PAN3	1832.541	PAN3	1692.0994
PANK1	66.3627	PANK1	74.0832
PANK2	410.2067	PANK2	500.1231
PANK3	1652.8573	PANK3	990.4012
PANK4	943.4365	PANK4	173.0249
PANX1	548.3652	PANX1	520.0591
PANX2	24.4494	PANX2	13.0445
PAOX	66.7508	PAOX	55.87
PAPD4	1132.4343	PAPD4	1377.7997
PAPD5	261.5698	PAPD5	522.5203
PAPD7	406.7139	PAPD7	854.541
PAPLN	303.095	PAPLN	790.3027
removed	removed	PAPL	5.4147
PAPOLA	4208.7901	PAPOLA	4954.4671
PAPOLG	466.8672	PAPOLG	517.3517
removed	removed	PAPPA2	74.3293
PAPPA	173.4743	PAPPA	404.1349
PAPSS1	1179.7807	PAPSS1	2880.6301
PAPSS2	3388.3768	PAPSS2	566.3303
PAQR3	175.8029	PAQR3	447.9621
PAQR4	1117.9897	PAQR4	374.6124
PAQR5	104.3951	PAQR5	118.1393
PAQR6	73.7363	PAQR6	25.1046
PAQR7	335.3061	PAQR7	292.887
PAQR8	125.3517	PAQR8	372.8772
PAR-SN	38.0324	PAR-SN	203.1947
PAR5	20.9566	PAR5	133.399
PARD3B	119.9185	PARD3B	200.0984
PARD3	1848.0644	PARD3	1304.2087
PARD6A	68.6912	PARD6A	40.8565
PARD6B	581.7406	PARD6B	423.8248
PARD6G	153.2939	PARD6G	552.3013
PARG	676.4335	PARG	588.9737
PARK2	17.0758	PARK2	117.1548
PARK7	2155.4283	PARK7	2383.9527
PARL	1135.539	PARL	842.4809
PARM1	252.2557	PARM1	1442.5302
PARN	1643.1551	PARN	1117.6471
PARP10	1067.6239	PARP10	304.9471
PARP11	149.0249	PARP11	453.6057
PARP12	430.7752	PARP12	581.59
PARP14	1856.9904	PARP14	2215.8504
removed	removed	PARP15	10.8294
PARP16	212.671	PARP16	328.3288
PARP1	6934.7046	PARP1	2782.4268
PARP2	711.3612	PARP2	482.6483
PARP3	306.9758	PARP3	565.8381
PARP4	765.6932	PARP4	2600.5415
PARP6	553.0222	PARP6	820.0837
PARP8	175.8029	PARP8	497.9079
PARP9	2678.3545	PARP9	1695.3212
PARS2	93.9168	PARS2	89.8351
PART1	56.6605	PART1	44.3022
PARVA	2193.0727	PARVA	3297.3173
PARVB	369.0696	PARVB	344.3269
PARVG	108.664	PARVG	141.0288
PASK	190.9382	PASK	200.3446
PATL1	1426.9914	PATL1	1307.4083
removed	removed	PATL2	33.7189
PATZ1	3029.0094	PATZ1	1348.2648
PAWR	306.1997	PAWR	626.6306
PAX1	7.7617	PAX1	8.1221
PAX6	27.166	PAX6	66.9456
PAX7	1332.6865	PAX7	96.9727
PAX8	41.9133	PAX8	77.2828
PAX9	164.1603	PAX9	163.9183
PAXIP1	330.3658	PAXIP1	469.7366
PBK	309.6924	PBK	100.6645
PBLD	156.3986	PBLD	187.0539
PBRM1	2568.7397	PBRM1	3061.0386
PBX1	16291.0643	PBX1	7965.2966
PBX2	2595.5176	PBX2	1245.6313
PBX3	461.0459	PBX3	664.7797
PBX4	5.4332	PBX4	7.6298
PBXIP1	6460.0757	PBXIP1	2054.6394
PCBD1	1812.7486	PCBD1	657.396
PCBD2	269.3315	PCBD2	338.3904
PCBP1	6952.1684	PCBP1	5432.193
PCBP2	10786.417	PCBP2	9716.4361
PCBP3	18.6281	PCBP3	30.2732
PCBP4	647.7151	PCBP4	445.4836
PCCA	366.287	PCCA	632.1142
PCCB	1080.718	PCCB	1249.8425
PCDH10	15.1353	PCDH10	23.3817
removed	removed	PCDH11X	64.2382
PCDH12	388.4739	PCDH12	457.5437
PCDH17	235.18	PCDH17	116.4164
PCDH18	331.4252	PCDH18	2613.0938
PCDH19	49.675	PCDH19	453.3596
PCDH1	1815.8533	PCDH1	1233.079
PCDH20	51.2273	PCDH20	32.7344
PCDH7	705.5399	PCDH7	1057.3468
removed	removed	PCDH8	10.3372
PCDH9	6.2094	PCDH9	174.5016
PCDHA10	10.3541	PCDHA10	169.6234
PCDHA11	8.9648	PCDHA11	87.6766
removed	removed	PCDHA12	24.5976
PCDHA13	32.6497	PCDHA13	17.7111
PCDHA1	94.7162	PCDHA1	41.0313
removed	removed	PCDHA2	11.3217
PCDHA3	7.3736	PCDHA3	95.6165
PCDHA4	8.8445	PCDHA4	85.4984
removed	removed	PCDHA5	8.8654
PCDHA6	10.4628	PCDHA6	54.4105
PCDHA7	6.679	PCDHA7	20.1723
removed	removed	PCDHA8	5.6682
PCDHAC1	5.4332	PCDHAC1	28.7891
PCDHAC2	14.5222	PCDHAC2	41.8607
PCDHB10	100.1261	PCDHB10	152.1044
PCDHB11	32.5992	PCDHB11	59.0697
PCDHB12	38.0324	PCDHB12	68.4223
PCDHB13	107.4998	PCDHB13	100.4184
PCDHB14	116.0376	PCDHB14	281.5653
PCDHB15	29.8826	PCDHB15	75.0677
PCDHB16	237.8966	PCDHB16	325.1292
PCDHB18	14.7473	PCDHB18	25.3507
PCDHB19P	13.583	PCDHB19P	19.6899
PCDHB2	182.7884	PCDHB2	85.4049
PCDHB3	24.4494	PCDHB3	148.4125
PCDHB4	96.6334	PCDHB4	308.1467
PCDHB5	41.9133	PCDHB5	222.2496
PCDHB6	15.5234	PCDHB6	99.1878
PCDHB7	36.4801	PCDHB7	147.9203
PCDHB8	146.6964	PCDHB8	60.3003
PCDHB9	121.0828	PCDHB9	102.1413
PCDHGA10	48.2507	PCDHGA10	123.0372
PCDHGA11	19.5983	PCDHGA11	39.6727
PCDHGA12	43.4656	PCDHGA12	126.8398
PCDHGA1	27.3057	PCDHGA1	16.4903
PCDHGA2	198.9211	PCDHGA2	243.6377
PCDHGA3	39.5188	PCDHGA3	55.048
PCDHGA4	71.5475	PCDHGA4	98.5528
PCDHGA5	31.4349	PCDHGA5	103.3005
PCDHGA6	37.6443	PCDHGA6	97.2016
PCDHGA7	18.24	PCDHGA7	64.3908
PCDHGA8	278.9755	PCDHGA8	8.1221
PCDHGA9	27.5541	PCDHGA9	119.1656
PCDHGB1	191.1128	PCDHGB1	63.9601
PCDHGB2	71.5824	PCDHGB2	109.082
PCDHGB3	24.8375	PCDHGB3	42.38
PCDHGB4	23.2851	PCDHGB4	64.7305
PCDHGB5	169.12	PCDHGB5	264.9766
PCDHGB6	36.7052	PCDHGB6	167.0884
PCDHGB7	104.853	PCDHGB7	463.9675
PCDHGC3	1605.6544	PCDHGC3	2596.2072
PCDHGC4	11.4641	PCDHGC4	6.9111
PCDHGC5	16.2375	PCDHGC5	16.697
PCDP1	67.915	PCDP1	13.5368
PCF11	2335.8882	PCF11	2071.1297
PCGF1	208.7901	PCGF1	138.5676
PCGF2	11360.097	PCGF2	1355.0283
PCGF3	1226.351	PCGF3	1529.904
PCGF5	685.3595	PCGF5	2483.8789
PCGF6	179.2956	PCGF6	230.6178
PCID2	869.7002	PCID2	813.9306
PCIF1	855.341	PCIF1	803.5934
PCK1	11.2545	PCK1	469.1115
PCK2	1244.9791	PCK2	560.6695
PCLO	164.9365	PCLO	554.7625
PCM1	5596.5848	PCM1	5820.0837
PCMT1	2376.2492	PCMT1	1527.1967
PCMTD1	2534.5881	PCMTD1	2809.7465
PCMTD2	873.5811	PCMTD2	2093.7731
PCNA	2236.9264	PCNA	1538.5183
PCNP	2455.8067	PCNP	3736.4017
PCNT	1457.2621	PCNT	777.7504
PCNXL2	270.4958	PCNXL2	456.8053
PCNXL3	1836.4218	PCNXL3	865.6165
PCNX	1675.3663	PCNX	3051.1937
removed	removed	PCOLCE2	1039.872
PCOLCE	1779.7109	PCOLCE	2194.8289
PCOTH	49.4771	PCOTH	19.6087
PCP2	31.4349	removed	removed
PCP4L1	1061.4146	PCP4L1	31.0116
PCP4	8.926	PCP4	7.6298
PCSK1N	5.4332	PCSK1N	5.6608
removed	removed	PCSK1	5.1686
removed	removed	PCSK2	6.6453
PCSK4	86.155	PCSK4	15.2597
PCSK5	74.9006	PCSK5	220.5267
PCSK6	204.9093	PCSK6	401.9198
PCSK7	671.9084	PCSK7	454.7871
PCSK9	9.7021	PCSK9	12.0601
PCTP	253.8081	PCTP	399.9508
PCYOX1L	483.943	PCYOX1L	272.4588
PCYOX1	6843.8925	PCYOX1	6711.5432
PCYT1A	605.4138	PCYT1A	453.6057
PCYT1B	21.7328	PCYT1B	56.8545
PCYT2	217.328	PCYT2	359.3404
PC	754.8268	PC	1247.8464
PDAP1	1207.7229	PDAP1	846.1728
PDCD10	1234.5008	PDCD10	789.0721
PDCD11	2025.4196	PDCD11	1101.8952
PDCD1LG2	40.749	PDCD1LG2	205.7593
removed	removed	PDCD1	8.3682
PDCD2L	101.6785	PDCD2L	78.5134
PDCD2	449.0152	PDCD2	826.9751
PDCD4	9249.741	PDCD4	6777.1868
PDCD5	638.4011	PDCD5	514.1521
PDCD6IP	5040.4579	PDCD6IP	5419.3945
PDCD6	1862.4236	PDCD6	1188.0384
PDCD7	426.8943	PDCD7	600.2953
removed	removed	PDCL3	335.7125
PDCL	651.2079	PDCL	706.1285
PDDC1	786.2618	PDDC1	717.6963
PDE10A	132.7253	PDE10A	257.4452
PDE11A	16.2996	PDE11A	149.6431
PDE12	612.0113	PDE12	803.5934
PDE1A	32.9873	PDE1A	218.8038
PDE1B	25.6137	PDE1B	217.5732
removed	removed	PDE1C	427.7627
PDE2A	57.8248	PDE2A	889.9828
PDE3A	57.4367	PDE3A	201.3291
PDE3B	36.092	PDE3B	1178.1935
PDE4A	976.0357	PDE4A	366.478
PDE4B	3984.0885	PDE4B	3337.1893
PDE4C	5.8213	PDE4C	5.907
PDE4DIP	3380.227	PDE4DIP	2221.019
PDE4D	245.1344	PDE4D	484.7133
PDE5A	139.6527	PDE5A	1236.8521
PDE6B	41.1371	PDE6B	90.8196
PDE6D	247.9868	PDE6D	256.4607
removed	removed	PDE6G	5.907
PDE7A	563.5005	PDE7A	1001.969
PDE7B	14.7473	PDE7B	223.9724
PDE8A	268.5554	PDE8A	809.7465
PDE8B	976.8119	PDE8B	581.0977
PDE9A	46.1822	PDE9A	227.6643
PDF	96.8779	PDF	99.0573
PDGFA	216.9399	PDGFA	387.8907
PDGFB	1194.1399	PDGFB	730.7408
PDGFC	899.9709	PDGFC	1339.4044
PDGFD	552.6341	PDGFD	2652.7197
PDGFRA	943.6965	PDGFRA	3880.8516
PDGFRB	5756.0881	PDGFRB	4796.2097
PDGFRL	459.8816	PDGFRL	1389.6136
PDHA1	1066.1298	PDHA1	1293.9946
PDHB	1582.6138	PDHB	1141.0288
PDHX	730.1523	PDHX	735.7691
PDIA3P	2976.2297	PDIA3P	2288.4568
PDIA3	12352.1762	PDIA3	8932.5129
PDIA4	3628.6019	PDIA4	3067.4379
PDIA5	1028.8154	PDIA5	451.8828
PDIA6	5132.64	PDIA6	4960.475
PDIK1L	270.4958	PDIK1L	369.4315
PDK1	738.5272	PDK1	609.648
PDK2	403.2211	PDK2	1056.3623
PDK3	513.0494	PDK3	388.383
PDK4	51.2273	PDK4	8265.8134
PDLIM1	4869.7002	PDLIM1	5142.0133
PDLIM2	369.0696	PDLIM2	323.8986
PDLIM3	912.0016	PDLIM3	3023.6279
PDLIM4	246.4345	PDLIM4	444.253
PDLIM5	2312.215	PDLIM5	4986.2171
PDLIM7	1149.51	PDLIM7	582.0822
PDP1	1600.0776	PDP1	1962.3431
PDP2	94.6929	PDP2	336.9431
PDPK1	1689.5275	PDPK1	1832.257
PDPN	601.5329	PDPN	777.2582
PDPR	1156.2899	PDPR	1933.3202
PDRG1	595.7117	PDRG1	185.331
PDS5A	3035.995	PDS5A	4198.1295
PDS5B	3717.4736	PDS5B	1615.8011
PDSS1	114.2951	PDSS1	76.6921
PDSS2	1138.2556	PDSS2	439.8228
PDX1	8.926	removed	removed
PDXDC1	10071.2137	PDXDC1	2830.9131
PDXDC2	225.8659	PDXDC2	282.3037
PDXK	2276.8992	PDXK	2884.8142
PDXP	223.9449	PDXP	127.2459
PDZD11	847.5793	PDZD11	530.1501
PDZD2	884.8355	PDZD2	1990.6473
PDZD4	17.4639	PDZD4	64.4844
PDZD7	18.6281	removed	removed
PDZD8	691.1808	PDZD8	854.2949
PDZK1IP1	439.3131	PDZK1IP1	282.796
removed	removed	PDZK1P1	25.843
PDZK1	19.0162	PDZK1	444.0069
PDZRN3	261.9579	PDZRN3	1557.4698
PDZRN4	24.0613	PDZRN4	61.0386
PEA15	6325.4099	PEA15	4638.4445
PEAR1	126.516	PEAR1	448.191
PEBP1	3709.7118	PEBP1	5785.1341
PEBP4	8.5379	PEBP4	8.8604
PECAM1	587.9499	PECAM1	2929.3625
PECI	1068.3962	PECI	1075.3064
PECR	210.7927	PECR	476.6035
PEF1	849.5197	PEF1	1176.9628
PEG10	19.4043	PEG10	2564.8536
PEG3	614.1962	PEG3	1568.0999
PELI1	343.0678	PELI1	2106.0793
PELI2	126.516	PELI2	649.7662
PELI3	213.0591	PELI3	175.7322
PELO	524.1797	PELO	377.5831
PELP1	891.433	PELP1	758.3067
PEMT	146.3083	PEMT	218.3116
removed	removed	PENK	384.9299
PEPD	806.8303	PEPD	890.475
PER1	428.0586	PER1	2787.1031
PER2	879.4023	PER2	2282.5498
PER3	551.0818	PER3	2561.6515
PERP	4273.9886	PERP	8151.6121
PES1	1673.8139	PES1	746.985
PET112L	235.18	PET112L	352.6951
PEX10	1672.1917	PEX10	280.0049
PEX11A	264.6745	PEX11A	378.2919
PEX11B	1181.3331	PEX11B	689.3921
PEX11G	102.8427	PEX11G	22.3972
PEX12	173.0863	PEX12	209.9434
PEX13	1203.0659	PEX13	1121.8312
PEX14	219.2685	PEX14	225.4492
PEX16	343.844	PEX16	155.304
PEX19	4343.1144	PEX19	3458.0482
PEX1	448.2391	PEX1	818.3608
PEX26	502.4702	PEX26	515.427
PEX2	1189.871	PEX2	1250.0615
PEX3	288.7358	PEX3	532.3652
removed	removed	PEX5L	8.8604
PEX5	832.8321	PEX5	876.1999
PEX6	1165.0335	PEX6	617.7701
PEX7	297.2737	PEX7	228.1565
removed	removed	PF4V1	6.8915
PFAS	427.6705	PFAS	379.2764
PFDN1	1020.2775	PFDN1	1095.2498
PFDN2	1340.0602	PFDN2	380.7531
PFDN4	214.9995	PFDN4	343.5885
PFDN5	4627.9228	PFDN5	3961.3586
PFDN6	518.4826	PFDN6	179.4241
PFKFB1	31.823	PFKFB1	146.9358
PFKFB2	834.3844	PFKFB2	593.9134
PFKFB3	12021.7328	PFKFB3	6108.5405
PFKFB4	426.1182	PFKFB4	111.0017
PFKL	4725.7204	PFKL	1206.4977
PFKM	1520.1319	PFKM	986.9555
PFKP	3251.3826	PFKP	564.3613
PFN1	6198.5059	PFN1	4582.5745
PFN2	1341.2244	PFN2	1986.7093
removed	removed	PFN4	6.6453
removed	removed	PGA3	11.3217
PGAM1	4011.6426	PGAM1	2453.3596
PGAM2	111.7687	PGAM2	17.2286
PGAM4	97.7976	PGAM4	45.2867
PGAM5	309.1375	PGAM5	228.4002
PGAP1	164.1603	PGAP1	908.9343
PGAP2	701.6591	PGAP2	474.5262
PGAP3	8855.7291	PGAP3	806.5469
PGBD1	75.6767	PGBD1	143.9823
PGBD2	298.438	PGBD2	201.3291
PGBD3	107.7559	PGBD3	140.6055
PGBD4	22.8971	PGBD4	64.9766
PGBD5	34.5396	PGBD5	137.8292
PGCP	497.526	PGCP	1257.6914
PGC	22.1209	removed	removed
removed	removed	PGD	2083.682
PGF	172.3101	PGF	132.4145
PGGT1B	452.1199	PGGT1B	590.6965
PGK1	29792.5682	PGK1	5629.0918
PGLS	508.0043	PGLS	365.0012
PGLYRP2	45.0179	PGLYRP2	17.4748
PGM1	1651.3049	PGM1	1748.954
PGM2L1	369.4577	PGM2L1	710.8048
PGM2	379.5479	PGM2	872.7541
PGM3	430.0844	PGM3	651.0534
PGM5	49.2869	PGM5	725.3261
PGPEP1	466.091	PGPEP1	837.8046
PGP	232.8515	PGP	152.3505
PGRMC1	2712.3314	PGRMC1	3823.5294
PGRMC2	1400.9896	PGRMC2	2466.6503
PGR	143.4637	PGR	3549.1755
PGS1	196.3714	PGS1	326.3598
PHACTR1	15.5234	PHACTR1	40.3643
PHACTR2	816.9205	PHACTR2	2110.5095
PHACTR4	1098.6708	PHACTR4	1421.3635
PHAX	537.8869	PHAX	689.3921
PHB2	1996.7013	PHB2	2334.728
PHB	1298.9231	PHB	1330.7901
PHC1	560.4541	PHC1	764.5853
PHC2	1910.5462	PHC2	1734.1866
PHC3	2430.5812	PHC3	2424.0709
PHEX	97.0214	PHEX	21.1666
PHF10	563.1202	PHF10	2823.8444
PHF11	506.4519	PHF11	739.6013
PHF12	14710.6665	PHF12	1996.4484
PHF13	1113.8062	PHF13	795.2252
PHF14	1270.9809	PHF14	1147.428
PHF15	432.3275	PHF15	1341.3734
PHF16	637.6249	PHF16	521.5358
