gene_id	TCGA-E2-A153-01A-12R-A12D-07	gene_id	TCGA-E2-A153-11A-31R-A12D-07
COMMD8	170.7453	COMMD8	175.3151
COMMD9	662.4027	COMMD9	587.2601
COMP	24843.1591	COMP	125.3548
COMTD1	113.4594	COMTD1	86.295
COMT	1410.4561	COMT	3973.6573
COPA	8912.1246	COPA	5255.1607
COPB1	3360.4004	COPB1	3215.1698
COPB2	3960.5117	COPB2	3603.043
COPE	2267.2692	COPE	1621.4375
COPG2	572.8587	COPG2	428.2957
COPG	5017.2414	COPG	4746.6788
COPS2	1847.6085	COPS2	1853.5256
COPS3	669.6329	COPS3	916.0895
COPS4	773.0812	COPS4	748.9497
COPS5	1294.2158	COPS5	851.1411
COPS6	1817.0189	COPS6	1063.2451
COPS7A	1839.822	COPS7A	1160.8947
COPS7B	638.4872	COPS7B	594.9813
COPS8	1486.079	COPS8	896.9956
COPZ1	3716.3515	COPZ1	2598.3876
COPZ2	878.7542	COPZ2	121.2672
COQ10A	87.3192	COQ10A	107.1875
COQ10B	611.7909	COQ10B	779.8342
COQ2	149.6107	COQ2	223.0044
COQ3	78.9766	COQ3	100.8289
COQ4	784.2047	COQ4	827.9777
COQ5	526.6963	COQ5	471.8974
COQ6	352.0245	COQ6	551.3069
COQ7	619.5773	COQ7	453.2758
COQ9	550.6118	COQ9	805.7227
CORIN	782.5362	CORIN	89.9285
CORO1A	790.3226	CORO1A	578.6306
CORO1B	1658.5095	CORO1B	1940.729
CORO1C	2440.4894	CORO1C	2569.3199
CORO2A	1175.7508	CORO2A	848.416
CORO2B	101.2236	CORO2B	209.8331
CORO6	126.8076	CORO6	38.1515
CORO7	860.1224	CORO7	607.2533
CORT	7.7086	CORT	6.7719
COTL1	2068.4093	COTL1	1858.0674
COX10	168.5206	COX10	307.9369
COX11	729.2325	COX11	594.2092
COX15	1113.96	COX15	1165.7091
COX16	787.5417	COX16	578.1765
COX17	367.0745	COX17	315.658
COX18	295.8843	COX18	486.8854
COX19	174.6107	COX19	215.3696
COX4I1	2880.4227	COX4I1	3440.4451
COX4I2	22.8031	COX4I2	15.4423
COX4NB	294.2158	COX4NB	386.5107
COX5A	971.079	COX5A	784.8302
COX5B	1032.8142	COX5B	768.4796
COX6A1	1925.4727	COX6A1	1140.4565
COX6B1	2943.8265	COX6B1	1719.9955
COX6B2	77.3081	COX6B2	31.7929
COX6C	4365.406	COX6C	1127.2851
COX7A1	333.1479	COX7A1	169.4107
COX7A2L	1921.0234	COX7A2L	1231.2933
COX7A2	954.3938	COX7A2	725.7863
COX7B	1169.0768	COX7B	884.2966
COX7C	2949.9444	COX7C	1702.2823
COX8A	1366.5184	COX8A	1165.8908
CP110	751.9466	CP110	607.6984
removed	removed	CPA1	6.8128
CPA3	605.673	CPA3	88.5659
CPA4	20.5784	CPA4	54.5021
CPA6	5.5617	removed	removed
CPAMD8	139.5996	CPAMD8	643.1248
CPB1	57.2859	CPB1	63.1316
removed	removed	CPB2	65.4025
CPD	2902.6696	CPD	4964.6872
CPEB1	11.1235	CPEB1	27.7052
CPEB2	874.3048	CPEB2	1022.3686
CPEB3	141.8242	CPEB3	299.7616
CPEB4	1246.941	CPEB4	1438.8555
CPE	3773.6374	CPE	4069.4902
CPLX1	62.8476	CPLX1	76.3029
CPM	419.911	CPM	466.4471
CPN2	37.8198	removed	removed
CPNE1	3210.139	CPNE1	1795.985
CPNE2	591.7686	CPNE2	604.5191
CPNE3	4267.5195	CPNE3	3391.3932
CPNE5	66.7408	CPNE5	49.9603
CPNE7	28.921	CPNE7	27.7052
CPNE8	126.8076	CPNE8	277.9607
CPOX	243.604	CPOX	324.7417
CPPED1	927.1413	CPPED1	699.4436
CPS1	42.8254	CPS1	199.841
CPSF1	1698.5539	CPSF1	1870.3304
CPSF2	1129.5884	CPSF2	1095.4922
CPSF3L	1487.208	CPSF3L	1358.919
CPSF3	851.5017	CPSF3	599.0689
CPSF4	307.564	CPSF4	373.3394
CPSF6	1488.8765	CPSF6	1759.0553
CPSF7	1719.6885	CPSF7	2367.6621
CPT1A	1019.4661	CPT1A	1865.7886
CPT1B	119.0211	CPT1B	241.953
CPT1C	88.4316	CPT1C	67.6734
CPT2	610.6785	CPT2	971.0458
CPVL	312.0133	CPVL	548.2003
CPXM1	678.5317	CPXM1	3094.8109
CPXM2	1813.1257	CPXM2	1613.7164
CPZ	571.7464	CPZ	870.6711
CP	2380.9677	CP	2332.758
CR1	20.5784	CR1	148.064
removed	removed	CR2	62.6774
CRABP1	15.0167	CRABP1	274.3272
CRABP2	8810.901	CRABP2	2560.2362
CRADD	127.3637	CRADD	326.5584
CRAMP1L	748.6263	CRAMP1L	1522.4753
CRAT	2501.1123	CRAT	3020.7789
CRB1	8.8988	CRB1	6.3586
removed	removed	CRB2	154.4226
CRB3	289.7664	CRB3	210.2873
CRBN	617.8142	CRBN	735.4059
CRCP	813.6819	CRCP	896.1054
CREB1	1071.7464	CREB1	1367.5485
CREB3L1	1705.7842	CREB3L1	651.3001
CREB3L2	3479.4216	CREB3L2	3850.5734
CREB3L4	2849.277	CREB3L4	1166.7991
CREB3	1165.0945	CREB3	802.0892
CREB5	108.4538	CREB5	676.7344
CREBBP	3252.5028	CREBBP	3335.9827
CREBL2	1731.3682	CREBL2	1799.9319
CREBZF	1011.1235	CREBZF	1526.513
CREG1	3549.4994	CREG1	2767.7983
CRELD1	719.6885	CRELD1	582.7183
CRELD2	725.8065	CRELD2	473.7141
CREM	369.2992	CREM	264.3352
CRHBP	5.0056	CRHBP	19.0757
CRHR1	28.4372	CRHR1	61.1286
CRIM1	4723.0256	CRIM1	5994.7769
CRIP1	9430.4783	CRIP1	712.615
CRIP2	5116.2403	CRIP2	2133.3031
removed	removed	CRIP3	5.9044
CRIPAK	181.3126	CRIPAK	296.1281
CRIPT	344.2714	CRIPT	309.7536
CRISP3	197.9978	CRISP3	8.1753
CRISPLD1	525.0278	CRISPLD1	959.237
CRISPLD2	4523.3593	CRISPLD2	1135.0062
CRKL	1795.3281	CRKL	2018.3945
CRK	868.743	CRK	1349.8354
CRLF1	63.96	CRLF1	73.1237
CRLF3	330.3671	CRLF3	369.2517
CRLS1	886.5406	CRLS1	560.4633
CRMP1	166.4516	CRMP1	160.7812
CRNKL1	1513.9043	CRNKL1	929.715
CROCCL1	215.3615	CROCCL1	506.0066
CROCCL2	46.7186	CROCCL2	99.0121
CROCC	393.7709	CROCC	420.1204
CROT	650.723	CROT	1064.1535
CRTAC1	15.0167	CRTAC1	122.1755
CRTAM	61.7353	CRTAM	19.5299
CRTAP	4411.0122	CRTAP	3376.4051
CRTC1	248.6096	CRTC1	468.7181
CRTC2	1428.2536	CRTC2	888.3842
CRTC3	1386.5406	CRTC3	1297.6042
CRY1	351.5017	CRY1	535.4831
CRY2	1171.3014	CRY2	1447.9391
CRYAB	438.2647	CRYAB	2428.0686
CRYBB1	22.8031	CRYBB1	5.4502
removed	removed	CRYBB3	6.3586
CRYBG3	185.6785	CRYBG3	669.1904
removed	removed	CRYGN	8.6295
CRYGS	5.0056	CRYGS	10.9004
CRYL1	466.0734	CRYL1	401.953
removed	removed	CRYM	28.6136
CRYZL1	360.4561	CRYZL1	280.159
CRYZ	979.911	CRYZ	748.4183
CSAD	293.6596	CSAD	652.2085
CSDAP1	26.6963	CSDAP1	43.1475
CSDA	2685.2058	CSDA	2850.4599
CSDC2	124.5829	CSDC2	34.0638
CSDE1	11962.7364	CSDE1	15022.1415
CSE1L	2485.5395	CSE1L	1798.1151
CSF1R	1941.6018	CSF1R	806.1769
CSF1	1240.267	CSF1	1290.3372
CSF2RA	97.8865	CSF2RA	102.6456
CSF2RB	207.4527	CSF2RB	458.726
CSF3R	139.0434	CSF3R	403.7697
removed	removed	CSF3	19.0757
CSGALNACT1	353.7264	CSGALNACT1	599.5231
CSGALNACT2	972.1913	CSGALNACT2	662.2005
CSK	1001.1123	CSK	1069.6037
CSMD1	20.0222	CSMD1	28.6136
CSMD2	117.9088	CSMD2	39.514
removed	removed	CSN3	14.5339
CSNK1A1	6347.0523	CSNK1A1	7028.0459
CSNK1D	3225.8065	CSNK1D	3591.2342
CSNK1E	1877.6418	CSNK1E	2474.9949
CSNK1G1	608.4538	CSNK1G1	663.5631
CSNK1G2	869.2992	CSNK1G2	966.9581
CSNK1G3	888.7653	CSNK1G3	783.9219
CSNK2A1P	521.6908	CSNK2A1P	411.0367
CSNK2A1	1626.2514	CSNK2A1	1134.5521
CSNK2A2	358.7319	CSNK2A2	548.6545
CSNK2B	2335.9288	CSNK2B	1764.9597
CSPG4	2023.9155	CSPG4	511.4114
CSPG5	20.5784	CSPG5	61.3149
CSPP1	370.9677	CSPP1	413.7164
CSRNP1	798.6652	CSRNP1	3392.7558
CSRNP2	1121.802	CSRNP2	971.0458
CSRNP3	12.2358	CSRNP3	47.2352
CSRP1	10146.2736	CSRP1	18793.6868
CSRP2BP	735.2614	CSRP2BP	544.5668
CSRP2	367.0745	CSRP2	208.0164
CST1	438.2647	removed	removed
CST2	6.1179	removed	removed
CST3	4380.4227	CST3	2933.5756
CST4	13.3482	removed	removed
CST6	100.1112	CST6	9.5379
CST7	177.9755	CST7	52.2312
CST9	28.3648	removed	removed
CSTA	53.3927	CSTA	188.9406
CSTB	2530.0334	CSTB	3190.1896
CSTF1	764.1824	CSTF1	586.3518
CSTF2T	987.7642	CSTF2T	1076.4165
CSTF2	315.9066	CSTF2	263.881
CSTF3	512.792	CSTF3	566.2814
CS	2796.4405	CS	2959.4641
CT62	53.3927	CT62	51.3228
removed	removed	CTAGE1	8.6295
CTAGE4	49.4994	CTAGE4	70.3985
CTAGE5	638.0089	CTAGE5	1050.2918
CTAGE6	8.3426	CTAGE6	14.5339
CTAGE9	218.02	CTAGE9	230.2714
CTBP1	2177.7809	CTBP1	2150.7301
CTBP2	3384.3159	CTBP2	1944.8166
CTBS	617.3137	CTBS	875.6217
CTCFL	5.6174	removed	removed
CTCF	1188.5428	CTCF	1719.9955
CTDP1	433.8154	CTDP1	613.1486
CTDSP1	3832.0356	CTDSP1	2766.4358
CTDSP2	4609.01	CTDSP2	6129.2154
CTDSPL2	635.1502	CTDSPL2	795.7307
CTDSPL	1230.2558	CTDSPL	1684.5691
CTF1	107.3415	CTF1	149.8808
CTGF	23321.4683	CTGF	12499.6026
CTHRC1	4142.9366	CTHRC1	359.7139
CTH	84.5384	CTH	73.1237
CTLA4	10.5673	CTLA4	14.9881
CTNNA1	12899.8888	CTNNA1	9147.2692
removed	removed	CTNNA2	11.3546
CTNNAL1	379.8665	CTNNAL1	566.8218
CTNNB1	9730.7731	CTNNB1	11735.9964
CTNNBIP1	688.5428	CTNNBIP1	1515.6126
CTNNBL1	1186.3181	CTNNBL1	682.1846
CTNND1	7050.0556	CTNND1	10380.8334
CTNND2	61.7353	CTNND2	180.3111
CTNS	284.1101	CTNS	392.9147
CTPS2	736.3737	CTPS2	520.4951
CTPS	317.5751	CTPS	368.7975
CTR9	1307.564	CTR9	1537.8676
removed	removed	CTRL	7.7211
CTSA	3412.0412	CTSA	2460.62
CTSB	34144.0489	CTSB	14979.4482
CTSC	757.5083	CTSC	1627.7961
CTSD	29112.3471	CTSD	30500.2839
CTSE	6.6741	removed	removed
CTSF	2039.4883	CTSF	1523.3337
CTSG	98.4427	CTSG	61.3149
CTSH	2244.1602	CTSH	2317.2476
CTSK	11868.1869	CTSK	3014.4203
CTSL1	2196.8854	CTSL1	1718.1787
CTSL2	30.5895	CTSL2	195.7534
CTSO	1239.1546	CTSO	1523.7879
CTSS	1245.8287	CTSS	2850.0057
CTSW	51.168	CTSW	74.4862
CTSZ	6828.6986	CTSZ	5361.6441
CTTNBP2NL	783.0923	CTTNBP2NL	1268.0822
CTTNBP2	54.505	CTTNBP2	155.331
CTTN	4397.1079	CTTN	4474.6225
CTU1	30.5895	CTU1	28.6136
CTU2	147.4249	CTU2	199.2097
CTXN1	307.0078	CTXN1	120.813
CUBN	70.634	CUBN	80.8448
CUEDC1	535.0389	CUEDC1	346.0883
CUEDC2	895.9956	CUEDC2	555.9214
CUL1	1435.4839	CUL1	1415.2379
CUL2	685.2058	CUL2	784.8302
CUL3	2022.2469	CUL3	2152.3788
CUL4A	2100.6674	CUL4A	2146.0202
CUL4B	2050.0556	CUL4B	2253.6619
CUL5	739.1546	CUL5	1073.2372
CUL7	902.6696	CUL7	1507.3828
CUL9	518.9099	CUL9	962.4163
CUTA	2248.6096	CUTA	1419.3255
CUTC	225.8565	CUTC	281.7032
CUX1	1131.257	CUX1	1137.2772
removed	removed	CUX2	806.6311
CUZD1	6.4127	CUZD1	12.1631
CWC15	749.1657	CWC15	607.2442
CWC22	572.3026	CWC22	798.0016
CWC25	406.5628	CWC25	470.5348
CWC27	435.4839	CWC27	333.3712
CWF19L1	452.7253	CWF19L1	449.6423
CWF19L2	364.8498	CWF19L2	479.1643
CX3CL1	605.1168	CX3CL1	11673.4416
CX3CR1	588.4316	CX3CR1	150.7891
CXADRP3	6.6741	removed	removed
CXADR	153.5039	CXADR	410.5825
CXCL10	132.9255	CXCL10	41.3308
CXCL11	31.1457	CXCL11	14.0797
CXCL12	5604.5606	CXCL12	6462.5866
CXCL13	16.6852	CXCL13	8.1753
CXCL14	17473.3037	CXCL14	4129.4425
CXCL16	1639.0434	CXCL16	2019.757
CXCL17	7.7864	CXCL17	361.0764
CXCL1	6.1179	CXCL1	65.8567
CXCL2	8.3426	CXCL2	262.5185
removed	removed	CXCL3	23.1634
removed	removed	CXCL5	26.3427
removed	removed	CXCL6	16.8048
CXCL9	77.8643	CXCL9	257.9766
removed	removed	CXCR2P1	9.0837
CXCR2	7.2303	CXCR2	11.3546
CXCR3	16.6852	CXCR3	21.8008
CXCR4	2829.2547	CXCR4	1881.2308
removed	removed	CXCR5	8.1753
CXCR6	12.2358	CXCR6	46.3268
CXCR7	1847.0523	CXCR7	1307.142
CXXC1	642.3804	CXXC1	912.456
CXXC5	1372.0801	CXXC5	588.1685
CXorf21	54.505	CXorf21	32.7013
CXorf23	218.5762	CXorf23	269.3312
CXorf26	470.5228	CXorf26	458.726
CXorf36	643.4928	CXorf36	1221.7554
CXorf38	137.3749	CXorf38	188.4864
CXorf40A	611.7909	CXorf40A	429.204
CXorf40B	621.2458	CXorf40B	381.5147
CXorf42	10.0111	CXorf42	16.3506
removed	removed	CXorf49B	6.3586
CXorf50B	7.7864	removed	removed
CXorf56	189.099	CXorf56	251.1638
CXorf57	36.1513	CXorf57	39.0598
CYB561D1	149.0545	CYB561D1	362.439
CYB561D2	662.4472	CYB561D2	481.5215
CYB561	3329.2547	CYB561	3809.6968
CYB5A	2197.9978	CYB5A	2820.9379
CYB5B	968.2981	CYB5B	1139.5481
CYB5D1	601.2236	CYB5D1	715.3401
CYB5D2	484.4271	CYB5D2	573.6346
CYB5R1	2351.5017	CYB5R1	1314.8632
CYB5R2	156.2848	CYB5R2	264.7894
CYB5R3	4804.7831	CYB5R3	4294.3113
CYB5R4	261.9577	CYB5R4	451.4591
CYB5RL	67.8532	CYB5RL	68.1276
CYBASC3	901.5573	CYBASC3	1316.6799
CYBA	766.4071	CYBA	674.4635
CYBB	850.3893	CYBB	926.9899
CYBRD1	8196.3293	CYBRD1	7169.2971
CYC1	1716.3515	CYC1	1258.5443
CYCS	1391.5462	CYCS	1436.1304
CYFIP1	3562.8476	CYFIP1	5095.9464
CYFIP2	814.7942	CYFIP2	299.3074
CYGB	406.0011	CYGB	345.6342
CYHR1	882.0912	CYHR1	562.7342
CYLD	797.5528	CYLD	1252.6399
CYP11A1	27.8087	CYP11A1	14.5339
removed	removed	CYP19A1	19.9841
removed	removed	CYP1A1	30.4303
CYP1B1	2256.9522	CYP1B1	1705.0074
CYP20A1	585.6507	CYP20A1	833.8821
CYP21A2	115.2558	CYP21A2	117.8971
removed	removed	CYP24A1	9.9921
CYP26A1	215.7953	CYP26A1	106.7333
CYP26B1	343.1591	CYP26B1	50.4144
CYP27A1	454.3938	CYP27A1	1859.8842
CYP27B1	50.0556	CYP27B1	68.1276
CYP27C1	6.1179	CYP27C1	25.4343
removed	removed	CYP2A6	358.3513
removed	removed	CYP2A7	12.263
CYP2B6	10.0111	removed	removed
CYP2B7P1	4090.1001	CYP2B7P1	493.244
removed	removed	CYP2C8	8.1753
removed	removed	CYP2D6	15.4423
removed	removed	CYP2D7P1	16.8048
CYP2E1	20.0222	CYP2E1	33.1782
CYP2J2	105.1168	CYP2J2	915.1811
CYP2R1	187.4305	CYP2R1	444.1921
CYP2S1	87.3192	CYP2S1	74.032
CYP2U1	332.0356	CYP2U1	343.8174
CYP39A1	9.4549	CYP39A1	153.9684
removed	removed	CYP3A5	6.3586
CYP46A1	30.0334	CYP46A1	26.7969
CYP4B1	1511.1235	CYP4B1	148.5182
CYP4F11	280.3115	CYP4F11	127.1716
CYP4F12	61.1791	CYP4F12	24.0718
CYP4F22	358.1758	CYP4F22	111.2751
CYP4F3	25.584	removed	removed
CYP4F8	2224.6941	CYP4F8	32.7013
CYP4V2	689.6552	CYP4V2	633.5869
CYP4X1	726.9188	CYP4X1	727.1489
CYP4Z1	2169.6329	CYP4Z1	853.8662
CYP4Z2P	624.5829	CYP4Z2P	1299.8751
CYP51A1	2047.8309	CYP51A1	3087.9982
removed	removed	CYP7A1	7.2669
CYP7B1	85.6507	CYP7B1	195.2992
CYR61	13359.8443	CYR61	8488.7022
CYS1	246.3849	CYS1	70.3985
CYSLTR1	50.0556	CYSLTR1	42.6933
CYSLTR2	12.2358	CYSLTR2	17.7132
CYTH1	884.3159	CYTH1	1006.9263
CYTH2	1867.6307	CYTH2	1731.8042
CYTH3	1261.4016	CYTH3	884.2966
CYTH4	453.8376	CYTH4	245.2595
CYTIP	143.4928	CYTIP	237.9925
CYTL1	37.2636	CYTL1	95.3787
CYTSA	1141.8242	CYTSA	1970.2509
CYTSB	714.1268	CYTSB	356.5346
CYYR1	314.7942	CYYR1	1010.5598
D2HGDH	392.1023	D2HGDH	478.2559
removed	removed	D4S234E	182.1279
DAAM1	661.8465	DAAM1	1205.859
DAAM2	510.1224	DAAM2	501.7009
removed	removed	DAB1	5.4502
DAB2IP	1283.0923	DAB2IP	3145.2254
DAB2	2666.2959	DAB2	2369.4788
DACH1	263.6263	DACH1	354.2637
DACT1	882.6474	DACT1	167.594
removed	removed	DACT2	30.4303
DACT3	338.7097	DACT3	68.1276
DAD1	3005.0056	DAD1	1627.3419
DAG1	5600.6674	DAG1	4794.8223
DAGLA	154.0601	DAGLA	263.881
DAGLB	661.8465	DAGLB	524.5827
DAK	862.6251	DAK	903.3723
DALRD3	962.9199	DALRD3	793.546
DAP3	3204.1157	DAP3	1538.776
DAPK1	406.5628	DAPK1	454.1842
DAPK2	404.3382	DAPK2	342.0007
DAPK3	1284.7608	DAPK3	819.3482
DAPP1	276.9744	DAPP1	257.5224
DAP	4231.9244	DAP	4334.2796
DARC	73.4149	DARC	2138.2991
DARS2	790.8788	DARS2	450.5507
DARS	1923.2481	DARS	1864.426
DAXX	1441.6018	DAXX	1381.6283
DAZAP1	1210.2336	DAZAP1	1175.4286
DAZAP2	6298.6652	DAZAP2	5734.0752
DBC1	11.1235	DBC1	540.4792
DBF4B	79.5328	DBF4B	98.558
DBF4	145.1613	DBF4	144.4306
DBI	1979.9778	DBI	7451.3455
DBN1	1761.4016	DBN1	1451.1184
DBNDD1	581.7575	DBNDD1	627.6825
DBNDD2	1919.6885	DBNDD2	654.3023
DBNL	2062.8476	DBNL	1690.0193
DBP	514.9722	DBP	187.7734
DBR1	320.9121	DBR1	319.7457
DBT	608.4538	DBT	932.8943
removed	removed	DBX2	14.5339
DCAF10	2364.8498	DCAF10	1214.0343
DCAF11	1716.802	DCAF11	1987.2329
DCAF12L2	5.5617	DCAF12L2	7.2669
DCAF12	1393.7709	DCAF12	1474.2818
DCAF13	1063.2703	DCAF13	641.1218
DCAF15	415.4616	DCAF15	541.3875
DCAF16	1001.1123	DCAF16	905.1891
DCAF17	376.5295	DCAF17	510.503
DCAF4L1	11.1235	DCAF4L1	9.5379
DCAF4	243.604	DCAF4	307.4827
DCAF5	1716.3515	DCAF5	1848.9838
DCAF6	2158.5095	DCAF6	2136.0282
DCAF7	2229.1435	DCAF7	2632.9056
DCAF8	2883.0256	DCAF8	2253.8753
DCAKD	772.525	DCAKD	910.6393
DCBLD1	513.3482	DCBLD1	143.9764
DCBLD2	971.6352	DCBLD2	1011.4682
DCDC1	6.6741	removed	removed
DCDC2	41.0178	DCDC2	115.0857
DCD	30.0334	DCD	10.4462
DCHS1	1884.3159	DCHS1	1471.5567
DCHS2	23.3593	DCHS2	106.7333
DCI	819.7998	DCI	647.2124
DCK	370.4116	DCK	320.1998
DCLK1	264.1824	DCLK1	736.2325
DCLK2	213.5706	DCLK2	94.4703
DCLK3	16.6852	DCLK3	9.5379
DCLRE1A	322.5806	DCLRE1A	320.1998
DCLRE1B	251.3904	DCLRE1B	227.0921
DCLRE1C	273.0812	DCLRE1C	291.1321
DCN	44314.7942	DCN	31709.7763
DCP1A	609.01	DCP1A	1061.4284
DCP1B	393.7709	DCP1B	396.5028
DCP2	983.3148	DCP2	1013.7391
DCPS	326.4739	DCPS	259.3392
DCST2	13.9043	DCST2	35.4264
DCTD	1604.5606	DCTD	1364.8234
DCTN1	4464.9611	DCTN1	3646.7764
DCTN2	1976.0845	DCTN2	1998.8645
DCTN3	814.7942	DCTN3	656.2961
DCTN4	2172.4138	DCTN4	1896.6731
DCTN5	1540.0445	DCTN5	1071.8746
DCTN6	541.713	DCTN6	504.5986
DCTPP1	922.6919	DCTPP1	537.7541
removed	removed	DCT	5.9044
DCUN1D1	412.1246	DCUN1D1	528.6704
DCUN1D2	351.5017	DCUN1D2	247.5304
DCUN1D3	201.3348	DCUN1D3	305.2118
DCUN1D4	685.2058	DCUN1D4	839.7865
DCUN1D5	327.03	DCUN1D5	275.2356
DCXR	1430.4783	DCXR	1374.8155
removed	removed	DCX	108.55
DDA1	700.2225	DDA1	599.9773
DDAH1	2168.5206	DDAH1	1217.6678
DDAH2	2070.0779	DDAH2	1492.9034
DDB1	6015.5729	DDB1	7598.5012
DDB2	646.8298	DDB2	543.2043
removed	removed	DDC	85.8408
DDHD1	307.0078	DDHD1	541.8417
DDHD2	1055.6174	DDHD2	981.492
DDI2	77.6808	DDI2	220.3838
DDIT3	214.5829	DDIT3	287.9482
DDIT4L	40.0445	DDIT4L	21.3467
DDIT4	5828.6986	DDIT4	7352.3334
DDOST	5220.8009	DDOST	3889.1791
DDO	77.8643	DDO	56.3188
DDR1	7073.4149	DDR1	6790.0534
DDR2	323.693	DDR2	436.9252
DDRGK1	1261.9577	DDRGK1	914.7269
DDTL	74.9333	DDTL	244.5055
DDT	400.5172	DDT	628.7862
DDX10	551.168	DDX10	649.4834
DDX11	106.2291	DDX11	170.7732
DDX12	12.2358	DDX12	78.1197
DDX17	7519.4661	DDX17	17432.0427
DDX18	1906.5628	DDX18	1933.462
DDX19A	644.6051	DDX19A	1030.0897
DDX19B	606.7631	DDX19B	877.016
DDX1	2076.1958	DDX1	2105.5978
DDX20	362.6251	DDX20	459.6344
DDX21	1397.1079	DDX21	2099.2392
DDX23	2156.2848	DDX23	2144.6577
DDX24	2953.8376	DDX24	3310.0942
DDX26B	107.3415	DDX26B	415.5785
DDX27	1324.2492	DDX27	1116.8389
DDX28	164.0712	DDX28	255.7057
DDX31	315.3504	DDX31	389.2358
DDX39	741.3793	DDX39	500.511
DDX3X	6473.8598	DDX3X	10494.8337
DDX41	1722.4694	DDX41	1091.8587
DDX42	3242.4917	DDX42	3301.0106
DDX46	1249.7219	DDX46	1650.9595
DDX47	918.2425	DDX47	919.2688
DDX49	871.5239	DDX49	667.1965
DDX50	950.5006	DDX50	937.4361
DDX51	474.9722	DDX51	620.4156
DDX52	558.3982	DDX52	573.1804
DDX54	1314.7219	DDX54	1582.1596
DDX55	390.99	DDX55	430.5666
DDX56	1536.7075	DDX56	1276.2575
DDX58	1186.3181	DDX58	615.4196
DDX59	409.8999	DDX59	451.9133
DDX5	9208.5651	DDX5	17208.1299
DDX60L	571.7464	DDX60L	634.4953
DDX60	825.3615	DDX60	645.3957
DDX6	3465.5172	DDX6	3834.677
DEAF1	884.8721	DEAF1	827.2828
DECR1	1085.0945	DECR1	936.0736
DECR2	429.9221	DECR2	302.0325
DEDD2	576.7519	DEDD2	426.4789
DEDD	1356.8409	DEDD	703.7357
DEF6	265.8509	DEF6	430.1124
DEF8	513.3482	DEF8	777.1091
DEFB132	6.1179	DEFB132	7.2669
removed	removed	DEFB1	368.7975
DEGS1	4691.3237	DEGS1	1295.7874
DEGS2	3656.2848	DEGS2	300.2157
DEK	1539.4883	DEK	2045.1913
DEM1	149.0545	DEM1	169.8649
DENND1A	611.2347	DENND1A	579.9932
DENND1B	94.5495	DENND1B	148.9724
DENND1C	152.3915	DENND1C	251.618
DENND2A	180.7564	DENND2A	180.3111
DENND2C	21.2125	DENND2C	87.5304
DENND2D	696.8854	DENND2D	551.8338
DENND3	413.2369	DENND3	507.7779
DENND4A	453.2814	DENND4A	646.1678
DENND4B	697.931	DENND4B	859.7252
DENND4C	1159.6218	DENND4C	2086.0679
DENND5A	1733.0367	DENND5A	1638.2423
DENND5B	192.436	DENND5B	337.913
DENR	1208.0089	DENR	1309.8672
DEPDC1B	23.3593	DEPDC1B	18.1674
DEPDC1	38.376	DEPDC1	32.2471
DEPDC4	7.7864	DEPDC4	12.7172
DEPDC5	248.0534	DEPDC5	403.3155
DEPDC6	1233.5929	DEPDC6	1125.4684
DEPDC7	77.8643	DEPDC7	8.1753
DERA	288.0979	DERA	443.7379
DERL1	2635.7063	DERL1	1692.7444
DERL2	527.8087	DERL2	568.1844
DERL3	691.8799	DERL3	209.3789
DES	41.713	DES	599.0689
DET1	195.2169	DET1	177.586
DEXI	820.9121	DEXI	450.5507
DFFA	395.9956	DFFA	527.762
DFFB	95.6618	DFFB	121.2672
DFNA5	239.7108	DFNA5	436.9252
DFNB31	324.8053	DFNB31	396.5028
DFNB59	5.5617	DFNB59	45.4184
DGAT1	845.5451	DGAT1	570.2146
DGAT2	157.9533	DGAT2	346.9967
DGCR11	34.4828	DGCR11	31.7929
DGCR14	290.8788	DGCR14	374.2478
DGCR2	2280.3115	DGCR2	3122.9704
DGCR5	19.4661	DGCR5	33.6096
DGCR6L	605.1168	DGCR6L	598.6147
DGCR6	302.0022	DGCR6	481.4352
DGCR8	586.2069	DGCR8	816.169
removed	removed	DGCR9	7.7211
DGKA	654.6162	DGKA	485.9771
removed	removed	DGKB	9.0837
DGKD	832.0356	DGKD	1119.564
DGKE	114.5717	DGKE	247.5304
DGKG	20.5784	DGKG	31.7929
DGKH	23.9155	DGKH	81.7532
DGKI	14.4605	DGKI	40.4224
DGKQ	427.1413	DGKQ	469.6264
DGKZ	531.1457	DGKZ	977.8585
DGUOK	814.7942	DGUOK	571.3637
DHCR24	12328.1424	DHCR24	22098.7851
DHCR7	1200.7786	DHCR7	5037.3566
DHDDS	713.0145	DHDDS	749.8581
DHDH	12.792	DHDH	14.0797
removed	removed	DHDPSL	13.7754
DHFRL1	326.4739	DHFRL1	312.0245
DHFR	90.2002	DHFR	159.8683
removed	removed	DHH	10.4462
DHODH	104.0044	DHODH	154.8768
DHPS	1049.4994	DHPS	803.906
DHRS11	120.1335	DHRS11	134.4385
DHRS12	210.2336	DHRS12	337.4588
DHRS13	326.6296	DHRS13	202.607
DHRS1	496.1068	DHRS1	644.0332
DHRS2	512.2358	DHRS2	26033.8367
DHRS3	429.9221	DHRS3	1166.345
DHRS4L1	6.1179	DHRS4L1	15.8964
DHRS4L2	236.485	DHRS4L2	516.3438
DHRS4	604.3437	DHRS4	950.7346
