gene_id	TCGA-BH-A0H7-01A-13R-A056-07	gene_id	TCGA-BH-A0H7-11A-13R-A089-07
MKKS	1110.6369	MKKS	1051.4308
MKL1	971.1097	MKL1	1126.4501
MKL2	1552.5279	MKL2	1877.0302
MKLN1	1208.1418	MKLN1	1353.0549
MKNK1	517.3999	MKNK1	470.2475
MKNK2	1755.4169	MKNK2	3130.7038
MKRN1	3431.3854	MKRN1	3479.8917
MKRN2	463.2305	MKRN2	619.8763
MKRN3	19.0414	MKRN3	12.3743
MKS1	286.9337	MKS1	319.4122
MKX	55.1543	MKX	132.6373
MLC1	6.566	MLC1	10.0541
MLEC	10413.9856	MLEC	7864.6558
MLF1IP	882.6921	MLF1IP	456.0557
MLF1	1137.8858	MLF1	387.8577
MLF2	3235.0624	MLF2	3135.3442
MLH1	548.9166	MLH1	656.2258
MLH3	254.7603	MLH3	392.8848
MLKL	92.5804	MLKL	161.6396
MLL2	2812.5345	MLL2	1846.6937
MLL3	1463.2305	MLL3	1800.8507
MLL4	812.8693	MLL4	793.8902
MLL5	1175.6402	MLL5	1791.57
MLLT10	515.4301	MLLT10	671.307
MLLT11	151.346	MLLT11	50.2707
MLLT1	938.2797	MLLT1	1300.8507
MLLT3	185.4892	MLLT3	362.7224
MLLT4	1317.7938	MLLT4	2371.2297
MLLT6	4274.7866	MLLT6	4626.8368
MLL	962.5739	MLL	1556.8445
MLPH	6918.91	MLPH	5206.4965
MLST8	1057.7708	MLST8	1027.0031
removed	removed	MLXIPL	146.5584
MLXIP	1107.0256	MLXIP	1064.5785
MLX	1893.8477	MLX	1381.2142
MLYCD	219.9606	MLYCD	327.9196
MMAA	162.8365	MMAA	228.925
MMAB	1414.3139	MMAB	1343.0008
MMACHC	40.7091	MMACHC	131.8639
MMADHC	1954.3664	MMADHC	1684.8415
MMD	402.1668	MMD	404.4857
MMEL1	20.2265	MMEL1	16.6937
MME	913.329	MME	2502.7069
MMGT1	833.8805	MMGT1	886.3109
MMP10	454.0381	removed	removed
MMP11	23535.7846	MMP11	746.7131
MMP12	8.8641	MMP12	12.761
MMP13	819.4353	MMP13	12.3743
MMP14	22047.9317	MMP14	3131.8639
MMP15	2770.847	MMP15	2146.5584
MMP16	272.1602	MMP16	36.7363
MMP17	190.4137	MMP17	128.3836
MMP19	478.6605	MMP19	347.2544
MMP1	980.6303	MMP1	23.5886
MMP23A	100.1313	removed	removed
MMP23B	144.1234	MMP23B	84.6868
MMP24	208.7984	MMP24	383.2173
MMP25	98.3158	MMP25	86.8445
MMP27	7.2226	removed	removed
MMP28	69.9278	MMP28	138.051
MMP2	21734.4058	MMP2	7133.024
MMP3	269.2055	MMP3	29.0023
MMP7	1028.562	MMP7	1595.901
MMP9	1412.3441	MMP9	94.7409
MMRN1	37.0978	MMRN1	898.6852
MMRN2	532.1733	MMRN2	1557.6179
MMS19	1067.3014	MMS19	1202.6295
MN1	1729.153	MN1	462.877
MNAT1	341.7597	MNAT1	344.5476
MND1	52.5279	MND1	20.8817
MNDA	77.4787	MNDA	80.4331
MNS1	55.4826	MNS1	111.3689
MNT	508.2075	MNT	490.3326
MNX1	10.5056	MNX1	12.3743
MOAP1	913.9856	MOAP1	1193.7355
MOB2	452.0683	MOB2	661.2529
MOBKL1A	810.2429	MOBKL1A	631.0905
MOBKL1B	1121.1425	MOBKL1B	578.8863
MOBKL2A	742.9416	MOBKL2A	823.2792
MOBKL2B	228.4964	MOBKL2B	565.7386
MOBKL2C	295.4695	MOBKL2C	576.5429
MOBKL3	2013.4603	MOBKL3	1235.1121
MOCOS	161.195	MOCOS	132.6373
MOCS1	381.3592	MOCS1	632.6025
MOCS2	1376.2311	MOCS2	959.0101
MOCS3	368.6802	MOCS3	305.1044
MOGAT2	26.9206	MOGAT2	15.0812
MOGS	978.3322	MOGS	979.505
MON1A	108.9954	MON1A	162.7997
MON1B	672.3572	MON1B	612.529
MON2	1151.6743	MON2	943.9288
MORC2	973.4077	MORC2	901.0054
MORC3	608.3388	MORC3	786.9296
MORC4	467.4984	MORC4	523.2019
MORF4L1	4159.2252	MORF4L1	4206.1098
MORF4L2	6052.1963	MORF4L2	3901.0015
MORF4	5.2528	MORF4	6.9606
MORN1	119.8293	MORN1	110.2088
MORN2	324.3598	MORN2	237.819
MORN3	13.4603	MORN3	14.6945
MORN4	224.2285	MORN4	250.1933
MOSC1	299.4091	MOSC1	873.1632
MOSC2	161.195	MOSC2	432.7146
MOSPD1	345.371	MOSPD1	232.0186
MOSPD2	248.851	MOSPD2	198.3759
MOSPD3	408.0762	MOSPD3	369.6829
MOV10	891.6612	MOV10	683.2947
MOXD1	213.3946	MOXD1	75.7927
MPDU1	1754.7603	MPDU1	1149.2653
MPDZ	409.0611	MPDZ	949.3426
MPEG1	430.4005	MPEG1	507.3473
MPG	776.0998	MPG	766.8213
MPHOSPH10	688.4439	MPHOSPH10	1083.14
MPHOSPH6	333.5522	MPHOSPH6	341.454
MPHOSPH8	446.8155	MPHOSPH8	1085.8469
MPHOSPH9	232.7643	MPHOSPH9	122.9698
MPI	422.8496	MPI	731.2452
MPL	7.5509	MPL	21.6551
MPND	209.7833	MPND	322.1191
removed	removed	MPO	14.6945
MPP1	289.5601	MPP1	324.826
MPP2	247.2095	MPP2	253.2869
MPP3	60.0788	MPP3	65.7386
MPP5	922.8496	MPP5	820.5723
MPP6	35.7846	MPP6	56.8445
MPP7	2129.35	MPP7	1323.6659
MPPE1	847.6691	MPPE1	770.6883
removed	removed	MPPED1	18.5615
MPPED2	144.78	MPPED2	226.9915
MPRIP	1442.2193	MPRIP	1805.4911
MPST	415.2988	MPST	667.8268
MPV17L2	200.9192	MPV17L2	201.4695
removed	removed	MPV17L	131.8639
MPV17	1065.3316	MPV17	693.3488
MPZL1	4219.9606	MPZL1	6945.0889
MPZL2	414.6422	MPZL2	857.3086
MPZL3	42.6789	MPZL3	36.3496
removed	removed	MPZ	17.0147
MR1	380.1707	MR1	197.2158
MRAP2	8.5358	MRAP2	97.8345
removed	removed	MRAP	81.7363
MRAS	537.4261	MRAS	1861.1756
MRC1	45.6336	MRC1	244.0062
MRC2	8262.9678	MRC2	2243.2328
MRE11A	308.9297	MRE11A	361.1756
MREG	717.6625	MREG	626.0634
MRFAP1L1	2201.9041	MRFAP1L1	2163.1864
MRFAP1	10386.7367	MRFAP1	8386.6976
MRGPRF	250.4924	MRGPRF	262.9544
removed	removed	MRGPRX3	100.9281
MRI1	214.0512	MRI1	397.5251
MRM1	67.958	MRM1	100.5414
MRO	27.9054	MRO	29.389
MRP63	560.4563	MRP63	760.5027
MRPL10	982.9284	MRPL10	1258.7007
MRPL11	782.3375	MRPL11	821.7324
MRPL12	939.5929	MRPL12	810.5182
MRPL13	2772.4885	MRPL13	1076.9528
MRPL14	1304.6619	MRPL14	742.4594
MRPL15	2727.5115	MRPL15	1304.331
MRPL16	549.9015	MRPL16	753.6736
MRPL17	918.91	MRPL17	891.338
MRPL18	546.9468	MRPL18	704.563
MRPL19	1387.3933	MRPL19	851.8948
MRPL1	364.7406	MRPL1	412.993
MRPL20	987.8726	MRPL20	1282.3047
MRPL21	522.6527	MRPL21	509.6674
MRPL22	567.6297	MRPL22	440.4486
MRPL23	804.6619	MRPL23	853.4416
MRPL24	1720.6172	MRPL24	1332.1732
MRPL27	753.7754	MRPL27	661.6396
MRPL28	1021.0112	MRPL28	1000.3867
MRPL2	461.589	MRPL2	596.6744
MRPL30	961.8516	MRPL30	968.4725
MRPL32	885.4235	MRPL32	942.3821
MRPL33	576.1655	MRPL33	653.9056
MRPL34	297.7676	MRPL34	577.7262
MRPL35	369.3368	MRPL35	544.4702
MRPL36	351.2804	MRPL36	333.3333
MRPL37	1652.3309	MRPL37	1538.2831
MRPL38	927.7741	MRPL38	905.5607
MRPL39	552.5279	MRPL39	496.5197
MRPL3	2002.9547	MRPL3	1820.1856
MRPL40	959.6192	MRPL40	776.8755
MRPL41	495.0755	MRPL41	417.6334
removed	removed	MRPL42P5	17.007
MRPL42	1204.5305	MRPL42	580.8198
MRPL43	1102.3539	MRPL43	1242.7185
MRPL44	711.0965	MRPL44	720.0309
MRPL45	1206.172	MRPL45	1502.7069
MRPL46	310.2429	MRPL46	499.6133
MRPL47	692.3835	MRPL47	476.7981
MRPL48	407.4196	MRPL48	448.5692
MRPL49	2305.6467	MRPL49	2235.8855
MRPL4	653.3158	MRPL4	810.5182
MRPL50	400.5253	MRPL50	426.9142
MRPL51	1672.0289	MRPL51	1564.5785
MRPL52	752.4622	MRPL52	583.9134
MRPL53	553.4176	MRPL53	482.5986
MRPL54	253.1188	MRPL54	485.6922
MRPL55	717.0059	MRPL55	501.9335
MRPL9	974.3303	MRPL9	1195.9822
MRPS10	1498.6868	MRPS10	1081.2065
MRPS11	449.1136	MRPS11	569.6056
MRPS12	713.3946	MRPS12	559.1647
MRPS14	474.7209	MRPS14	300.464
MRPS15	1199.2777	MRPS15	1114.8492
MRPS16	2115.8142	MRPS16	1738.2057
MRPS17	320.7485	MRPS17	327.1462
MRPS18A	851.937	MRPS18A	919.5669
MRPS18B	2330.2692	MRPS18B	2144.6249
MRPS18C	326.6152	MRPS18C	307.9892
MRPS21	414.9705	MRPS21	802.3975
MRPS22	500.6566	MRPS22	556.0712
MRPS23	958.6343	MRPS23	736.6589
MRPS24	967.1701	MRPS24	1026.6821
MRPS25	385.7354	MRPS25	701.9683
MRPS26	900.197	MRPS26	948.9559
MRPS27	1771.5036	MRPS27	1887.8577
MRPS28	691.1064	MRPS28	446.5855
MRPS2	858.4701	MRPS2	922.5638
MRPS30	472.4228	MRPS30	445.8623
removed	removed	MRPS31	468.6775
MRPS33	814.1825	MRPS33	697.2158
MRPS34	1236.3756	MRPS34	1104.7951
MRPS35	1161.5233	MRPS35	1186.7749
MRPS36	435.6533	MRPS36	370.843
MRPS5	630.9915	MRPS5	742.8461
MRPS6	1124.5798	MRPS6	761.4772
MRPS7	1505.6697	MRPS7	1295.0232
MRPS9	795.4695	MRPS9	746.7131
MRRF	357.5181	MRRF	392.1114
MRS2	1049.5732	MRS2	807.4246
MRTO4	883.782	MRTO4	1114.8492
MRVI1	361.4576	MRVI1	560.3248
MS4A14	11.4905	MS4A14	23.3875
MS4A15	103.4143	MS4A15	8.5073
MS4A1	68.2863	MS4A1	39.8299
MS4A2	34.7997	MS4A2	35.5762
MS4A4A	92.5804	MS4A4A	105.5684
MS4A6A	358.8313	MS4A6A	505.0271
MS4A7	150.0328	MS4A7	177.3086
MS4A8B	18.3848	MS4A8B	12.761
MSC	223.1845	MSC	69.7602
MSH2	1163.8214	MSH2	985.6922
MSH3	303.4373	MSH3	411.8561
MSH5	107.9875	MSH5	106.3418
MSH6	2036.7695	MSH6	1622.1964
MSI1	297.111	MSI1	158.1593
MSI2	250.1641	MSI2	186.7749
MSL1	2349.9672	MSL1	1896.7517
MSL2	825.673	MSL2	883.9907
MSL3L2	14.7735	MSL3L2	76.5661
MSL3	472.7511	MSL3	479.1183
removed	removed	MSLN	8.894
MSMB	232.1077	MSMB	42.9234
MSMP	12.4754	MSMP	27.8422
MSN	5807.6165	MSN	5777.6489
MSR1	880.8273	MSR1	141.5313
MSRA	58.7656	MSRA	225.058
MSRB2	583.7163	MSRB2	421.5004
MSRB3	1134.2745	MSRB3	1610.9822
removed	removed	MST1P2	55.6845
removed	removed	MST1P9	12.761
MST1R	261.6546	MST1R	226.9915
MST1	9.5207	MST1	33.6427
MST4	553.5128	MST4	352.6682
removed	removed	MSTN	5.4138
MSTO1	633.8739	MSTO1	577.4439
MSTO2P	77.6133	MSTO2P	63.7162
MSX1	41.3657	MSX1	54.9111
removed	removed	MSX2P1	5.0271
MSX2	553.8411	MSX2	471.3844
removed	removed	MT1A	11.6009
MT1E	605.3841	MT1E	1094.3542
MT1F	142.8102	MT1F	148.8786
MT1G	5.5811	MT1G	91.6473
MT1L	41.3657	MT1L	124.5166
MT1M	13.4603	MT1M	114.8492
MT1X	608.9954	MT1X	1916.0866
MT2A	1826.6579	MT2A	2208.0433
MTA1	579.7768	MTA1	818.2521
MTA2	1828.6277	MTA2	2022.0418
MTA3	1401.8385	MTA3	1175.5607
MTAP	463.2305	MTAP	668.2135
MTBP	236.0473	MTBP	121.0363
MTCH1	5179.2515	MTCH1	4950.5027
MTCH2	3237.3605	MTCH2	2201.8561
MTCP1NB	335.0328	MTCP1NB	328.372
MTCP1	18.5456	MTCP1	22.7494
MTDH	7529.5469	MTDH	4097.4478
MTERFD1	832.239	MTERFD1	375.8701
MTERFD2	538.0827	MTERFD2	691.0286
MTERFD3	656.5988	MTERFD3	551.0441
MTERF	180.893	MTERF	250.1933
MTF1	484.5699	MTF1	476.0247
MTF2	364.7406	MTF2	358.4687
MTFMT	144.1234	MTFMT	242.8461
MTFR1	2104.3992	MTFR1	924.594
MTG1	449.4419	MTG1	420.3403
MTHFD1L	337.1635	MTHFD1L	168.6002
MTHFD1	1671.7137	MTHFD1	2149.4548
MTHFD2L	94.5338	MTHFD2L	163.3991
MTHFD2	2699.606	MTHFD2	1172.4671
MTHFR	849.6093	MTHFR	679.5708
MTHFSD	296.4544	MTHFSD	364.6558
MTHFS	301.7072	MTHFS	357.6953
MTIF2	462.2456	MTIF2	733.5654
MTIF3	525.2791	MTIF3	832.9466
MTL5	449.4419	MTL5	276.1021
MTM1	399.8687	MTM1	399.8453
MTMR10	475.0624	MTMR10	854.6288
MTMR11	198.6211	MTMR11	197.9892
MTMR12	1094.5502	MTMR12	1801.2374
MTMR14	592.9087	MTMR14	748.2599
MTMR15	354.5502	MTMR15	506.5468
MTMR1	844.0578	MTMR1	782.2892
MTMR2	572.8825	MTMR2	501.5468
MTMR3	1873.6047	MTMR3	1977.5715
MTMR4	918.5817	MTMR4	1036.7363
MTMR6	666.1195	MTMR6	605.1817
MTMR7	64.4025	MTMR7	76.8832
MTMR9L	9.849	MTMR9L	77.7262
MTMR9	186.4741	MTMR9	254.8337
MTO1	239.9869	MTO1	412.993
MTOR	1426.7892	MTOR	1508.5073
MTP18	512.6034	MTP18	258.0936
MTPAP	558.4373	MTPAP	500.7734
MTRF1L	159.2252	MTRF1L	188.3217
MTRF1	63.3618	MTRF1	91.2606
MTRR	645.7649	MTRR	528.6156
MTR	999.0151	MTR	1083.9134
MTSS1L	1037.4261	MTSS1L	1124.1299
MTSS1	1902.1668	MTSS1	1170.1469
MTUS1	814.8391	MTUS1	2616.7827
MTUS2	6.8943	MTUS2	11.2142
MTX1	871.6316	MTX1	618.3063
MTX2	909.3894	MTX2	757.9273
MTX3	622.1274	MTX3	604.7951
MUC15	575.5089	MUC15	879.737
removed	removed	MUC16	323.6659
MUC1	15794.4846	MUC1	3741.2993
MUC20	962.9022	MUC20	817.092
MUC4	10.8339	MUC4	13.5344
MUC5B	1191.0703	MUC5B	494.1995
removed	removed	MUC6	165.1199
removed	removed	MUC7	13.3913
MUCL1	49.2449	MUCL1	3873.5499
MUDENG	592.2521	MUDENG	586.6203
MUL1	1206.8286	MUL1	1107.8886
MUM1L1	192.7118	MUM1L1	51.4308
MUM1	602.4294	MUM1	861.949
MURC	6.2377	removed	removed
MUS81	248.851	MUS81	431.1678
MUSTN1	12.1241	MUSTN1	89.9188
MUTED	319.7636	MUTED	434.9575
MUTYH	93.48	MUTYH	151.0982
MUT	1017.7282	MUT	987.6257
MVD	646.7498	MVD	581.9799
MVK	1006.8943	MVK	713.4571
MVP	5617.2029	MVP	2850.348
MX1	5496.3887	MX1	2080.8198
MX2	359.4879	MX2	379.737
MXD1	419.8949	MXD1	443.5422
MXD3	118.9002	MXD3	109.5166
MXD4	1480.302	MXD4	1942.3821
MXI1	1132.633	MXI1	2168.6002
MXRA5	15350.6238	MXRA5	2830.2398
MXRA7	2466.1852	MXRA7	2623.3565
MXRA8	3813.8542	MXRA8	1949.3426
MYADM	7098.8181	MYADM	4109.0487
MYBBP1A	1115.7781	MYBBP1A	1189.099
MYBL1	956.6645	MYBL1	278.0356
MYBL2	880.1707	MYBL2	288.8631
removed	removed	MYBPC1	589.3271
MYB	893.631	MYB	896.365
MYCBP2	1580.1051	MYCBP2	1759.4741
MYCBP	638.2141	MYCBP	627.9969
MYCL1	83.7163	MYCL1	197.2158
MYCN	18.0565	MYCN	21.6551
MYCT1	132.9613	MYCT1	315.5452
MYC	961.589	MYC	4636.1176
MYD88	1001.6415	MYD88	1059.9381
MYEF2	287.2521	MYEF2	281.7981
MYEOV2	710.4399	MYEOV2	560.3248
MYEOV	9.5207	MYEOV	319.0255
MYH10	1372.9481	MYH10	1816.3186
MYH11	512.5443	MYH11	12235.0967
MYH14	4595.2068	MYH14	3247.0998
removed	removed	MYH3	31.3225
removed	removed	MYH7B	14.3078
MYH9	26786.2771	MYH9	29968.2908
MYL12A	6847.0125	MYL12A	5688.7084
MYL12B	7914.6422	MYL12B	7525.9087
MYL3	11.4905	removed	removed
MYL5	130.5745	MYL5	156.7285
MYL6B	576.4938	MYL6B	717.7108
MYL6	21914.9705	MYL6	16773.0085
removed	removed	MYL7	99.768
MYL9	4676.9534	MYL9	8330.6265
MYLIP	909.0611	MYLIP	1157.7726
removed	removed	MYLK3	9.6674
MYLK4	18.7131	MYLK4	65.3519
MYLK	1970.7682	MYLK	9331.0054
MYNN	450.0985	MYNN	442.7688
MYO10	964.2154	MYO10	916.86
removed	removed	MYO15A	15.4679
MYO15B	114.9048	MYO15B	356.9219
MYO16	9.5207	MYO16	24.3619
MYO18A	1637.5181	MYO18A	1879.884
removed	removed	MYO18B	7.734
MYO19	724.2219	MYO19	598.372
MYO1B	3838.1484	MYO1B	2205.7231
MYO1C	4454.0381	MYO1C	4728.1516
MYO1D	2534.1431	MYO1D	1721.9644
MYO1E	895.2725	MYO1E	949.7293
MYO1F	132.3047	MYO1F	129.5437
MYO1G	109.9803	MYO1G	78.8863
MYO1H	6.2377	MYO1H	15.0812
MYO3A	6.8943	MYO3A	10.0541
MYO3B	10.1773	removed	removed
MYO5A	764.6093	MYO5A	607.1152
MYO5B	911.3592	MYO5B	1504.6404
MYO5C	408.2928	MYO5C	948.6659
MYO6	2184.5043	MYO6	1800.8507
MYO7A	29.5469	MYO7A	71.1524
MYO9A	346.3559	MYO9A	407.1926
MYO9B	1229.153	MYO9B	1113.6891
removed	removed	MYOCD	13.5344
removed	removed	MYOC	80.8198
MYOF	6442.5476	MYOF	6598.2212
MYOM1	15.1018	MYOM1	181.3612
removed	removed	MYOM2	53.3643
MYOM3	11.8188	MYOM3	36.7363
MYOZ1	8.2075	MYOZ1	13.9211
MYOZ3	11.1622	MYOZ3	13.9211
MYPOP	65.9882	MYPOP	82.3666
MYRIP	19.698	MYRIP	141.5313
MYSM1	96.8483	MYSM1	66.1253
MYST1	438.608	MYST1	705.3364
MYST2	1326.6579	MYST2	1581.9799
MYST3	1707.4852	MYST3	1663.9598
MYST4	862.1142	MYST4	1271.4617
MYT1	126.3953	MYT1	102.4749
MZF1	166.8844	MZF1	231.048
N4BP1	1367.367	N4BP1	1291.57
N4BP2L1	279.0545	N4BP2L1	723.5112
N4BP2L2	974.7209	N4BP2L2	1513.9211
N4BP2	272.4885	N4BP2	163.9598
N4BP3	779.0545	N4BP3	410.6729
N6AMT1	254.7603	N6AMT1	261.4076
N6AMT2	185.4892	N6AMT2	158.9327
NAA10	780.696	NAA10	737.819
NAA15	1270.1904	NAA15	1001.5468
NAA16	132.633	NAA16	191.802
NAA20	2611.2935	NAA20	1542.9234
NAA25	785.6205	NAA25	556.8445
NAA30	677.2817	NAA30	558.0046
NAA35	392.3178	NAA35	402.1655
NAA38	344.3861	NAA38	377.0302
NAA40	417.5968	NAA40	430.7811
NAA50	3265.9225	NAA50	2327.5329
NAAA	739.9869	NAAA	752.5135
removed	removed	NAALAD2	54.9111
NAALADL1	46.2902	NAALADL1	80.4331
NAALADL2	479.9737	NAALADL2	324.4393
NAB1	666.1195	NAB1	825.2127
NAB2	695.0098	NAB2	639.5978
NACA2	24.2942	NACA2	29.7757
NACAD	49.2449	NACAD	105.5684
NACAP1	100.1313	NACAP1	170.5336
NACA	13728.4964	NACA	29135.3442
NACC1	1186.1458	NACC1	1071.5391
NACC2	46.6185	NACC2	26.6821
NADK	825.0164	NADK	991.4927
NADSYN1	905.7781	NADSYN1	887.8577
NAE1	965.8569	NAE1	964.0371
NAF1	207.8135	NAF1	176.7208
NAGA	1070.9127	NAGA	856.9219
NAGK	1264.281	NAGK	868.9095
NAGLU	1676.2968	NAGLU	1084.3001
NAGPA	285.5089	NAGPA	271.9954
NAGS	24.2942	NAGS	78.8863
NAIF1	254.432	NAIF1	288.0897
NAIP	22.3244	NAIP	48.3372
NALCN	33.4865	NALCN	138.4377
NAMPT	1164.8063	NAMPT	2057.6179
NANOS1	216.021	NANOS1	269.1415
NANP	319.4353	NANP	226.2181
NANS	1368.8674	NANS	1111.3689
NAP1L1	6433.0269	NAP1L1	9253.2869
NAP1L2	13.132	NAP1L2	162.413
NAP1L3	148.3913	NAP1L3	107.8886
NAP1L4	5039.7242	NAP1L4	4220.0309
NAP1L5	36.7695	NAP1L5	172.4671
NAPA	3117.0683	NAPA	3183.3256
NAPB	315.4957	NAPB	312.8384
NAPEPLD	299.8752	NAPEPLD	310.2398
NAPG	885.0952	NAPG	619.4896
NAPRT1	65.0033	NAPRT1	102.8616
removed	removed	NAPSA	11.2142
NAPSB	85.3578	NAPSB	51.0441
NARFL	648.7196	NARFL	517.4014
NARF	623.1123	NARF	605.5684
NARG2	462.5739	NARG2	834.1067
NARS2	246.5529	NARS2	319.0255
NARS	2521.6678	NARS	2675.174
NASP	1293.4997	NASP	1609.4354
NAT10	1821.4051	NAT10	1431.1678
NAT14	420.5515	NAT14	215.7773
NAT15	1263.6244	NAT15	1055.2978
NAT1	2187.459	NAT1	1388.6311
NAT2	8.2075	NAT2	8.5073
NAT6	72.7643	NAT6	202.3279
NAT8L	36.4412	NAT8L	147.3318
NAT9	501.9698	NAT9	453.2096
NAV1	1871.6349	NAV1	749.0333
NAV2	206.7072	NAV2	2283.4648
NAV3	92.9087	NAV3	167.0534
NBAS	1027.2489	NBAS	1252.5135
NBEAL1	125.0821	NBEAL1	73.8592
NBEAL2	652.0026	NBEAL2	883.604
NBEA	691.7269	NBEA	391.338
NBL1	5914.0184	NBL1	3870.843
NBLA00301	11.1622	NBLA00301	20.8817
NBN	4577.4787	NBN	2104.0217
NBPF10	512.7938	NBPF10	567.7146
NBPF14	183.6704	NBPF14	261.0828
NBPF15	88.8148	NBPF15	206.1098
NBPF16	26.9206	NBPF16	60.7115
NBPF1	659.8818	NBPF1	661.6396
NBPF3	250.4924	NBPF3	333.72
removed	removed	NBPF4	18.9482
NBPF9	264.5535	NBPF9	170.3248
NBR1	5134.9311	NBR1	5257.5406
NBR2	48.9166	NBR2	70.7657
NCALD	721.6021	NCALD	4569.9923
NCAM1	12.1471	NCAM1	363.0472
NCAM2	688.4439	NCAM2	320.1856
NCAPD2	969.7965	NCAPD2	1243.6195
NCAPD3	333.5522	NCAPD3	393.6582
NCAPG2	509.5207	NCAPG2	420.3403
NCAPG	304.1431	NCAPG	113.6272
NCAPH2	1114.9048	NCAPH2	885.5375
NCAPH	240.3152	NCAPH	101.3148
NCBP1	800.3381	NCBP1	589.5166
NCBP2	3217.6625	NCBP2	2248.6466
NCCRP1	37.0978	NCCRP1	368.5228
NCDN	854.2351	NCDN	600.9281
NCEH1	452.0683	NCEH1	378.577
NCF1B	6.8943	removed	removed
NCF1C	10.5056	NCF1C	19.3349
NCF1	46.9468	NCF1	46.017
NCF2	159.8818	NCF2	92.4207
NCF4	59.7505	NCF4	71.5391
NCK1	520.0263	NCK1	691.0286
NCK2	1120.8142	NCK2	1686.0015
NCKAP1L	297.7676	NCKAP1L	175.5607
NCKAP1	5423.1779	NCKAP1	3918.7935
NCKAP5L	570.9127	NCKAP5L	544.0835
NCKAP5	221.6021	NCKAP5	273.0085
NCKIPSD	734.4058	NCKIPSD	857.3086
NCLN	1542.6789	NCLN	1121.423
NCL	8688.1156	NCL	14501.5468
NCOA1	1879.1858	NCOA1	2296.2104
NCOA2	2809.9146	NCOA2	1267.5947
NCOA3	2252.1339	NCOA3	1331.3998
NCOA4	6422.8496	NCOA4	5659.3194
NCOA5	1425.476	NCOA5	1340.6806
NCOA6	1697.6362	NCOA6	1535.9629
NCOA7	449.1136	NCOA7	1138.8244
NCOR1	2309.258	NCOR1	2423.0472
NCOR2	6255.4169	NCOR2	4893.2715
removed	removed	NCR3	5.4138
NCRNA00081	188.9166	NCRNA00081	143.6891
NCRNA00085	71.8976	NCRNA00085	42.15
NCRNA00086	15.4301	NCRNA00086	244.3929
NCRNA00087	25.9357	NCRNA00087	126.4501
removed	removed	NCRNA00092	42.9234
removed	removed	NCRNA00093	20.7811
NCRNA00094	588.4209	NCRNA00094	619.9613
NCRNA00095	22.3244	NCRNA00095	31.7092
removed	removed	NCRNA00105	22.0418
NCRNA00107	6.2377	NCRNA00107	13.9211
removed	removed	NCRNA00110	8.1206
removed	removed	NCRNA00115	8.5073
NCRNA00116	212.4097	NCRNA00116	180.2011
NCRNA00120	14.7735	NCRNA00120	37.5097
NCRNA00152	142.1536	NCRNA00152	94.3542
NCRNA00160	8.8641	removed	removed
removed	removed	NCRNA00162	13.9211
NCRNA00171	19.4222	NCRNA00171	33.1941
removed	removed	NCRNA00173	11.9876
NCRNA00174	45.6336	NCRNA00174	97.8345
NCRNA00176	30.8601	NCRNA00176	21.2684
NCRNA00181	148.0794	NCRNA00181	86.3844
NCRNA00182	48.5883	NCRNA00182	48.7239
NCRNA00183	163.4931	NCRNA00183	285.7695
NCRNA00188	5754.7603	NCRNA00188	12078.8863
NCRNA00201	433.7229	NCRNA00201	646.4772
NCRNA00219	352.5936	NCRNA00219	1111.3689
NCS1	1066.6448	NCS1	492.266
NCSTN	3731.8089	NCSTN	3072.2235
NDC80	172.3572	NDC80	78.1129
NDE1	278.0007	NDE1	286.1717
NDEL1	535.4563	NDEL1	837.9737
NDFIP1	4130.6632	NDFIP1	3537.123
NDFIP2	993.7623	NDFIP2	767.9814
NDNL2	479.9737	NDNL2	505.4138
NDN	481.6152	NDN	712.297
NDOR1	691.3986	NDOR1	522.4285
NDP	7.8792	NDP	50.6574
NDRG1	4299.0808	NDRG1	4239.7525
NDRG2	1587.6559	NDRG2	15603.635
NDRG3	1236.7039	NDRG3	1135.3442
NDRG4	173.9987	NDRG4	281.5159
NDST1	4998.6868	NDST1	6011.9876
NDST2	489.4944	NDST2	501.5468
NDST4	7.5509	removed	removed
NDUFA10	1685.8175	NDUFA10	2213.4571
NDUFA11	1346.6842	NDUFA11	1476.4114
NDUFA12	930.4005	NDUFA12	822.5058
NDUFA13	1953.6802	NDUFA13	1982.9853
NDUFA1	1889.6914	NDUFA1	2039.8299
NDUFA2	1218.6474	NDUFA2	791.1833
NDUFA3	702.889	NDUFA3	609.0487
NDUFA4L2	187.1307	NDUFA4L2	259.4741
NDUFA4	5006.2377	NDUFA4	3402.5522
NDUFA5	1145.7649	NDUFA5	1104.0217
NDUFA6	1000	NDUFA6	1007.3473
NDUFA7	664.478	NDUFA7	576.1794
NDUFA8	1017.3999	NDUFA8	862.3357
NDUFA9	1368.6802	NDUFA9	1227.3782
NDUFAB1	976.0341	NDUFAB1	766.8213
NDUFAF1	346.0276	NDUFAF1	315.1585
NDUFAF2	172.6855	NDUFAF2	204.1763
NDUFAF3	1102.1011	NDUFAF3	992.266
NDUFAF4	136.5726	NDUFAF4	227.7649
NDUFB10	1346.6842	NDUFB10	1474.478
NDUFB11	1703.5456	NDUFB11	1461.3302
NDUFB1	759.3565	NDUFB1	632.6373
NDUFB2	1518.3815	NDUFB2	833.7046
NDUFB3	1015.4301	NDUFB3	657.3859
