gene_id	TCGA-BH-A209-01A-11R-A157-07	gene_id	TCGA-BH-A209-11A-42R-A157-07
NUP88	898.0024	NUP88	748.5619
removed	removed	NUP93	775.3116
NUP98	4332.3468	NUP98	2925.5093
NUPL1	816.8097	NUPL1	1036.1812
NUPL2	569.6952	NUPL2	370.0213
NUPR1	2100.6215	NUPR1	1327.1511
NUS1	1673.5721	NUS1	1497.7197
NUSAP1	1860.9056	NUSAP1	96.3819
NUTF2	2147.9728	NUTF2	1249.924
NVL	1244.451	NVL	419.2764
NWD1	27.8189	NWD1	42.2621
NXF1	2035.8094	NXF1	1625.4181
removed	removed	NXNL2	7.2971
NXN	239.124	NXN	700.8209
NXPH3	21.0121	NXPH3	103.6789
NXPH4	15.3892	NXPH4	20.3709
NXT1	411.3643	NXT1	264.214
NXT2	266.9429	NXT2	441.4716
NYNRIN	575.0222	NYNRIN	938.8872
OAF	394.4954	OAF	894.4968
OAS1	4485.3507	OAS1	4074.1867
OAS2	8604.0249	OAS2	8382.7911
OAS3	8902.6339	OAS3	7342.3533
OASL	1327.3158	OASL	499.848
OAT	4791.0624	OAT	4436.3028
OAZ1	6468.4818	OAZ1	5619.6412
OAZ2	1692.8085	OAZ2	1889.024
OAZ3	114.7973	OAZ3	27.1481
OBFC1	693.1045	OBFC1	874.4299
OBFC2A	744.0071	OBFC2A	541.806
OBFC2B	1012.4297	OBFC2B	435.0867
OBP2A	39.6567	removed	removed
OBP2B	444.8062	OBP2B	14.8981
OBSCN	245.2885	OBSCN	460.8148
OBSL1	408.1089	OBSL1	975.3725
removed	removed	OCA2	30.7084
OCEL1	159.2187	OCEL1	162.6634
OCIAD1	3102.3972	OCIAD1	2687.443
OCIAD2	835.1583	OCIAD2	418.3642
OCLN	379.9941	OCLN	260.8696
OCRL	901.4501	OCRL	1345.0897
ODC1	1165.4336	ODC1	1194.8921
ODF2L	756.1409	ODF2L	634.5394
ODF2	1248.2983	ODF2	705.9897
ODF3B	36.6972	ODF3B	284.889
removed	removed	ODF3L1	10.9456
ODZ1	35.2175	ODZ1	108.2396
ODZ2	88.1918	ODZ2	583.156
ODZ3	121.0417	ODZ3	387.0477
ODZ4	199.7632	ODZ4	337.7926
OFD1	916.8393	OFD1	925.8133
OGDH	1887.5407	OGDH	2270.599
OGFOD1	1128.4404	OGFOD1	975.3725
OGFOD2	170.2279	OGFOD2	103.232
OGFRL1	856.1705	OGFRL1	1105.5032
OGFR	622.6694	OGFR	446.9444
OGG1	244.3386	OGG1	247.6984
OGN	73.9864	OGN	3021.8912
OGT	3537.1412	OGT	4519.9149
OIP5	202.2285	OIP5	6.391
OLA1	3894.9393	OLA1	1524.4755
OLFM1	173.72	OLFM1	551.8395
OLFM2	65.9959	OLFM2	233.2016
removed	removed	OLFM4	3034.661
OLFML1	217.224	OLFML1	815.4454
OLFML2A	393.0157	OLFML2A	1874.4299
OLFML2B	923.3501	OLFML2B	830.3436
OLFML3	2656.4072	OLFML3	1616.2967
OLR1	1144.1255	OLR1	312.253
OMA1	337.3779	OMA1	379.7507
OMD	120.7458	OMD	660.9912
OMG	5.9189	removed	removed
ONECUT2	14.7973	ONECUT2	7.9051
removed	removed	OOEP	6.8927
OPA1	2611.7194	OPA1	2000
OPA3	507.8426	OPA3	556.0961
removed	removed	OPCML	30.7084
OPHN1	123.4093	OPHN1	581.6358
OPLAH	214.2646	OPLAH	144.1168
OPN3	579.8757	OPN3	313.1164
OPRL1	94.9985	OPRL1	69.322
OPTN	3103.5809	OPTN	3366.0687
removed	removed	OR2A1	8.5132
OR2A4	20.4202	OR2A4	44.0863
OR2A7	73.9864	OR2A7	169.0483
OR2A9P	105.3566	OR2A9P	242.0189
removed	removed	OR2L13	5.1687
OR2W3	21.1364	OR2W3	11.505
OR51E1	23.9716	OR51E1	63.8492
removed	removed	OR7A5	7.9051
removed	removed	OR7C1	6.689
removed	removed	OR7E91P	6.3849
ORAI1	258.3605	ORAI1	320.7662
ORAI2	828.6564	ORAI2	472.4992
ORAI3	284.6996	ORAI3	451.505
ORAOV1	367.8603	ORAOV1	173.609
ORC1L	270.4942	ORC1L	21.8912
ORC2L	889.3164	ORC2L	605.3512
ORC3L	569.3992	ORC3L	787.1694
ORC4L	904.7055	ORC4L	652.782
ORC5L	464.9305	ORC5L	327.1511
ORC6L	327.9077	ORC6L	24.9316
ORM1	62.4445	removed	removed
ORM2	38.4729	removed	removed
ORMDL1	1509.6182	ORMDL1	861.356
ORMDL2	1117.3365	ORMDL2	452.6665
ORMDL3	1337.9698	ORMDL3	1968.3794
OS9	5995.8568	OS9	5602.9188
OSBP2	47.9432	OSBP2	94.8617
OSBPL10	500.148	OSBPL10	699.6047
OSBPL11	717.0761	OSBPL11	629.9787
OSBPL1A	625.9248	OSBPL1A	2765.5822
OSBPL2	722.995	OSBPL2	1101.8547
OSBPL3	710.5653	OSBPL3	378.8386
OSBPL5	654.0397	OSBPL5	486.166
OSBPL6	147.0849	OSBPL6	117.969
OSBPL7	84.6404	OSBPL7	200.6689
OSBPL8	1485.0547	OSBPL8	2628.7625
OSBPL9	1627.1086	OSBPL9	2529.9483
OSBP	2463.1548	OSBP	2491.6388
OSCAR	121.9296	OSCAR	50.7753
OSCP1	90.2634	OSCP1	180.602
OSGEPL1	448.0616	OSGEPL1	215.567
OSGEP	391.536	OSGEP	319.246
OSGIN1	37.2891	OSGIN1	99.1183
OSGIN2	1269.0145	OSGIN2	824.2627
OSMR	538.6209	OSMR	2239.8905
OSM	28.7067	OSM	11.8577
OSR1	18.3486	OSR1	312.253
OSR2	35.5135	OSR2	325.9349
OST4	1725.6555	OST4	1598.9571
OSTCL	5.327	OSTCL	5.4728
OSTC	2022.4919	OSTC	1327.4552
OSTF1	1112.1634	OSTF1	873.2137
OSTM1	663.5099	OSTM1	1106.7194
OSTalpha	31.3702	OSTalpha	20.675
removed	removed	OTOA	10.6415
OTOF	6.2149	OTOF	5.4728
OTOR	7.1027	removed	removed
OTUB1	2111.5715	OTUB1	1151.7178
OTUB2	123.4093	OTUB2	56.5521
OTUD1	273.4537	OTUD1	609.6078
OTUD3	277.005	OTUD3	397.6893
OTUD4	1430.6008	OTUD4	1836.1204
OTUD5	1807.0435	OTUD5	1046.2147
OTUD6B	813.2584	OTUD6B	280.3284
OTUD7A	9.7662	OTUD7A	16.1143
OTUD7B	1541.2844	OTUD7B	945.2721
OTX1	37.5851	OTX1	9.7294
OVCA2	440.7103	OVCA2	336.1508
removed	removed	OVCH2	13.682
OVGP1	75.7621	OVGP1	27.668
OVOL1	144.4214	OVOL1	62.0249
OVOL2	302.4563	OVOL2	76.0109
OXA1L	3493.3412	OXA1L	1919.1244
OXCT1	688.0734	OXCT1	1333.536
OXER1	9.1743	OXER1	21.5871
OXGR1	42.6162	OXGR1	61.7209
OXNAD1	388.2806	OXNAD1	218.6075
OXR1	1295.6496	OXR1	1676.1934
OXSM	366.0846	OXSM	226.5126
OXSR1	1759.6922	OXSR1	1445.7282
OXTR	48.5351	OXTR	5102.7668
P2RX1	73.3945	P2RX1	17.6345
P2RX4	574.1344	P2RX4	397.6893
P2RX5	298.6357	P2RX5	43.083
removed	removed	P2RX6	16.7224
P2RX7	239.7159	P2RX7	107.0234
P2RY10	202.1308	P2RY10	42.2621
P2RY11	133.1193	P2RY11	12.3776
P2RY12	55.6378	P2RY12	266.6464
P2RY13	204.4984	P2RY13	193.6759
P2RY14	91.4472	P2RY14	93.9495
P2RY1	12.1338	P2RY1	18.5467
P2RY2	83.1607	P2RY2	71.4503
P2RY6	113.3471	P2RY6	50.1672
P2RY8	542.1722	P2RY8	125.8741
P4HA1	1061.2607	P4HA1	976.8927
P4HA2	577.0938	P4HA2	678.0176
P4HA3	60.9648	P4HA3	37.0933
P4HB	14928.3812	P4HB	9711.4625
P4HTM	315.182	P4HTM	284.889
P704P	17.7567	P704P	17.3305
PA2G4P4	87.3039	PA2G4P4	32.2286
PA2G4	6109.7958	PA2G4	2573.7306
PAAF1	480.9115	PAAF1	387.0477
PABPC1L	161.8822	PABPC1L	95.1657
PABPC1P2	7.3986	removed	removed
PABPC1	99517.6088	PABPC1	21799.0271
PABPC3	1084.0485	PABPC3	194.8921
PABPC4L	11.8378	PABPC4L	89.6929
PABPC4	8825.6881	PABPC4	2316.2055
PABPC5	18.6446	PABPC5	67.4977
PABPN1	2775.4484	PABPN1	1769.8145
PACRGL	161.2903	PACRGL	236.242
removed	removed	PACRG	30.1003
PACS1	2110.3877	PACS1	2365.1566
PACS2	873.6313	PACS2	1015.5062
PACSIN1	276.7091	PACSIN1	10.3375
PACSIN2	433.5602	PACSIN2	1016.7224
PACSIN3	840.1894	PACSIN3	221.952
PADI2	271.678	PADI2	2976.2846
PADI3	42.0243	removed	removed
PAF1	1063.0364	PAF1	891.4564
PAFAH1B1	2505.475	PAFAH1B1	4580.4196
PAFAH1B2	560.8168	PAFAH1B2	658.8629
PAFAH1B3	516.0965	PAFAH1B3	169.6716
PAFAH2	413.14	PAFAH2	456.3697
PAG1	779.2246	PAG1	450.2888
PAH	32.554	removed	removed
PAICS	6758.8044	PAICS	2246.5795
PAIP1	1137.0228	PAIP1	1217.3913
PAIP2B	225.478	PAIP2B	335.9684
PAIP2	4191.7727	PAIP2	2408.3308
PAK1IP1	451.9088	PAK1IP1	398.2974
PAK1	1984.6108	PAK1	1093.3414
PAK2	4504.5872	PAK2	3122.8337
removed	removed	PAK3	94.8617
PAK4	508.7304	PAK4	533.2928
PAK6	450.2456	PAK6	163.5756
removed	removed	PAK7	95.1657
PALB2	312.2226	PALB2	402.858
PALLD	2402.7819	PALLD	8481.9094
PALM2-AKAP2	899.9231	PALM2-AKAP2	4426.5309
PALM2	63.6283	PALM2	60.5929
PALM3	43.208	PALM3	9.4254
PALMD	497.1885	PALMD	4529.9483
PALM	41.7283	PALM	786.8653
PAMR1	26.0432	PAMR1	1698.0845
PAM	1470.8494	PAM	5449.6808
PAN2	675.0518	PAN2	764.6701
PAN3	2171.3525	PAN3	1389.7841
PANK1	177.2714	PANK1	112.4962
PANK2	769.1625	PANK2	537.5494
PANK3	713.8207	PANK3	787.4734
PANK4	209.2335	PANK4	243.235
PANX1	715.0044	PANX1	459.7142
PANX2	30.4824	PANX2	12.7698
PAOX	92.631	PAOX	74.7948
PAPD4	844.6286	PAPD4	1304.0438
PAPD5	420.5386	PAPD5	463.0587
PAPD7	758.2125	PAPD7	699.9088
PAPLN	494.818	PAPLN	530.8604
PAPOLA	5381.7698	PAPOLA	4212.5266
PAPOLG	430.3048	PAPOLG	526.2998
removed	removed	PAPPA2	233.5056
PAPPA	44.9837	PAPPA	142.5965
PAPSS1	1742.8233	PAPSS1	2402.858
PAPSS2	1424.6819	PAPSS2	1409.2429
PAQR3	323.7911	PAQR3	343.2776
PAQR4	702.19	PAQR4	127.4217
PAQR5	138.7985	PAQR5	46.5187
PAQR6	56.8215	PAQR6	13.3779
PAQR7	309.855	PAQR7	359.3798
PAQR8	700.5031	PAQR8	407.1146
PAR-SN	106.3125	PAR-SN	147.5008
PAR5	10.95	PAR5	54.4238
PARD3B	100.6215	PARD3B	190.3314
PARD3	256.5848	PARD3	1116.4488
PARD6A	58.3013	PARD6A	39.2216
PARD6B	320.805	PARD6B	179.0818
PARD6G	87.3039	PARD6G	346.914
PARG	494.2291	PARG	491.6388
PARK2	9.7662	PARK2	135.2995
PARK7	4211.897	PARK7	3226.2086
PARL	1016.573	PARL	795.3785
PARM1	392.4238	PARM1	2449.3767
PARN	988.7541	PARN	979.9331
PARP10	1575.3181	PARP10	617.5129
PARP11	385.617	PARP11	470.6598
PARP12	2073.3945	PARP12	1482.5175
PARP14	9243.8591	PARP14	5915.1718
PARP15	127.5525	PARP15	48.343
PARP16	220.7754	PARP16	310.1247
PARP1	8276.4131	PARP1	2717.5433
PARP2	796.0935	PARP2	396.4731
PARP3	466.4102	PARP3	721.7999
PARP4	2171.0565	PARP4	2569.474
PARP6	913.288	PARP6	808.4524
PARP8	479.1358	PARP8	530.2524
PARP9	6482.5392	PARP9	4601.2618
PARS2	153.0038	PARS2	136.2116
PART1	28.4108	PART1	48.951
PARVA	1643.3856	PARVA	3803.8918
PARVB	422.0183	PARVB	455.4576
PARVG	536.2533	PARVG	245.0593
PASK	467.8899	PASK	95.1657
PATL1	2559.3371	PATL1	1360.5959
PATL2	78.1296	PATL2	36.7893
PATZ1	2451.6129	PATZ1	1182.1222
PAWR	442.7345	PAWR	373.9739
removed	removed	PAX3	6.689
PAX5	111.8674	removed	removed
PAX6	25.4513	PAX6	77.8352
PAX8	28.7067	PAX8	66.8896
PAX9	307.4874	PAX9	81.1797
PAXIP1	646.8807	PAXIP1	365.2052
PBK	438.5913	PBK	19.1548
PBLD	97.0701	PBLD	253.5725
PBRM1	1573.8384	PBRM1	2242.0189
PBX1	11492.4534	PBX1	3669.8085
PBX2	1086.1202	PBX2	1090.9091
PBX3	223.4389	PBX3	473.7002
PBX4	11.8378	PBX4	9.1213
PBXIP1	1135.2471	PBXIP1	2116.4488
PCBD1	1515.8331	PCBD1	792.9462
PCBD2	333.2347	PCBD2	313.4387
PCBP1	6786.6233	PCBP1	5925.5093
PCBP2	9289.9171	PCBP2	9423.0313
PCBP3	12.7257	PCBP3	67.1937
PCBP4	254.5132	PCBP4	384.0073
PCCA	124.5931	PCCA	613.232
PCCB	1930.5357	PCCB	1042.779
PCDH10	696.3599	PCDH10	12.1618
removed	removed	PCDH11X	21.8912
PCDH12	196.8038	PCDH12	461.2344
PCDH17	215.4484	PCDH17	133.7793
PCDH18	301.2726	PCDH18	1619.9453
PCDH19	18.0527	PCDH19	289.1456
PCDH1	464.9305	PCDH1	2071.7543
removed	removed	PCDH20	43.7823
PCDH7	142.3498	PCDH7	870.7814
removed	removed	PCDH8	6.993
PCDH9	18.6446	PCDH9	252.3563
PCDHA10	25.3566	PCDHA10	165.2569
PCDHA11	57.8307	PCDHA11	18.6409
PCDHA12	40.2723	PCDHA12	30.7449
PCDHA13	11.24	PCDHA13	14.7552
PCDHA1	22.5303	PCDHA1	20.1611
PCDHA2	10.1095	PCDHA2	10.0334
PCDHA3	22.2847	PCDHA3	62.6087
PCDHA4	13.066	PCDHA4	86.0292
PCDHA5	17.1974	PCDHA5	22.2773
PCDHA6	5.5105	PCDHA6	40.4804
removed	removed	PCDHA7	28.0359
removed	removed	PCDHAC1	13.4661
PCDHAC2	8.4108	PCDHAC2	28.0116
PCDHB10	16.277	PCDHB10	88.1727
removed	removed	PCDHB11	42.2621
PCDHB12	12.7257	PCDHB12	73.8826
PCDHB13	21.3081	PCDHB13	102.7668
PCDHB14	35.8094	PCDHB14	183.3384
PCDHB15	11.5419	PCDHB15	116.1447
PCDHB16	68.0675	PCDHB16	296.7467
removed	removed	PCDHB18	15.8103
removed	removed	PCDHB19P	16.1143
PCDHB2	95.2945	PCDHB2	124.3539
PCDHB3	77.2418	PCDHB3	89.997
PCDHB4	31.0743	PCDHB4	228.6409
PCDHB5	5.327	PCDHB5	122.2256
PCDHB6	5.0311	PCDHB6	19.1548
PCDHB7	26.0432	PCDHB7	120.7054
PCDHB8	33.1459	PCDHB8	44.0863
PCDHB9	12.4297	PCDHB9	91.5172
PCDHGA10	40.293	PCDHGA10	119.4193
PCDHGA11	9.7425	PCDHGA11	31.7787
PCDHGA12	50.7872	PCDHGA12	133.3566
PCDHGA1	5.0311	PCDHGA1	20.0669
PCDHGA2	63.9242	PCDHGA2	130.6628
PCDHGA3	10.0621	PCDHGA3	33.3658
PCDHGA4	215.6703	PCDHGA4	102.405
PCDHGA5	14.2054	PCDHGA5	40.4378
PCDHGA6	20.4202	PCDHGA6	65.2843
PCDHGA7	8.8784	PCDHGA7	61.3196
removed	removed	PCDHGA8	15.8103
PCDHGA9	8.8784	PCDHGA9	107.7744
PCDHGB1	9.0885	PCDHGB1	24.6275
PCDHGB2	23.6756	PCDHGB2	42.8702
PCDHGB3	10.3581	PCDHGB3	35.1444
PCDHGB4	11.7461	PCDHGB4	102.5509
PCDHGB5	77.4489	PCDHGB5	201.2861
PCDHGB6	15.9811	PCDHGB6	137.2758
PCDHGB7	65.4336	PCDHGB7	542.8915
PCDHGC3	1086.4013	PCDHGC3	2274.0955
PCDHGC4	5.4602	PCDHGC4	12.0249
PCDHGC5	16.86	PCDHGC5	9.702
PCF11	1990.2338	PCF11	1688.6592
PCGF1	279.9645	PCGF1	202.4932
PCGF2	460.3847	PCGF2	616.9991
PCGF3	1296.8334	PCGF3	1270.903
PCGF5	1087.3039	PCGF5	2174.5211
PCGF6	211.0092	PCGF6	205.5336
PCID2	678.0112	PCID2	742.4749
PCIF1	740.4558	PCIF1	853.4509
PCK1	6.8067	PCK1	509.8814
PCK2	814.7381	PCK2	506.5369
PCLO	166.6173	PCLO	686.2268
PCM1	1949.0974	PCM1	4355.4272
PCMT1	3340.6333	PCMT1	1455.7616
PCMTD1	1978.9879	PCMTD1	2534.2049
PCMTD2	868.3042	PCMTD2	1705.6856
PCNA	3751.7017	PCNA	1017.0265
PCNP	2697.2477	PCNP	3025.8437
PCNT	984.9068	PCNT	649.7416
PCNXL2	377.3306	PCNXL2	435.0867
PCNXL3	1199.7632	PCNXL3	878.9906
PCNX	1315.7739	PCNX	2850.1064
PCOLCE2	36.9932	PCOLCE2	2782.3047
PCOLCE	1004.4303	PCOLCE	2065.2569
PCOTH	68.7925	PCOTH	15.8103
PCP2	74.5783	PCP2	5.7768
removed	removed	PCP4L1	73.8826
PCP4	7.9905	removed	removed
PCSK1	22.4919	PCSK1	6.689
PCSK4	10.0621	PCSK4	6.993
PCSK5	41.1364	PCSK5	392.5205
PCSK6	460.7872	PCSK6	305.564
PCSK7	751.5478	PCSK7	578.3612
PCTP	499.2601	PCTP	469.7476
PCYOX1L	325.5401	PCYOX1L	264.214
PCYOX1	2063.3323	PCYOX1	5217.0873
PCYT1A	453.3886	PCYT1A	495.5914
PCYT1B	10.654	PCYT1B	32.8367
PCYT2	470.2575	PCYT2	267.8626
PC	198.2835	PC	768.0146
PDAP1	2530.9263	PDAP1	1062.633
PDCD10	1423.4981	PDCD10	677.1055
PDCD11	2185.8538	PDCD11	1076.619
PDCD1LG2	252.4416	PDCD1LG2	203.7093
PDCD1	85.2323	PDCD1	25.2356
PDCD2L	656.4072	PDCD2L	96.6859
PDCD2	1344.4806	PDCD2	779.5683
PDCD4	7550.1184	PDCD4	7273.3627
PDCD5	3156.5552	PDCD5	536.3332
PDCD6IP	4138.2066	PDCD6IP	4636.3636
PDCD6	2068.6594	PDCD6	1204.9255
PDCD7	676.2356	PDCD7	674.3691
PDCL3	928.3812	PDCL3	345.3937
PDCL	361.9414	PDCL	659.1669
PDDC1	1050.0148	PDDC1	656.4305
PDE10A	53.2702	PDE10A	217.0873
PDE11A	33.7378	PDE11A	153.2381
PDE12	920.9825	PDE12	670.1125
PDE1A	62.4445	PDE1A	189.7233
PDE1B	97.0701	PDE1B	602.0067
removed	removed	PDE1C	301.9155
PDE2A	96.7742	PDE2A	1730.3132
PDE3A	21.9	PDE3A	249.3159
PDE3B	813.8503	PDE3B	880.8148
PDE4A	229.9497	PDE4A	463.0587
PDE4B	575.91	PDE4B	1027.668
PDE4C	5.0311	PDE4C	8.8173
PDE4DIP	2007.9905	PDE4DIP	1982.9735
PDE4D	192.261	PDE4D	241.9428
PDE5A	85.2323	PDE5A	1304.8313
PDE6B	160.4025	PDE6B	83.308
PDE6D	546.3155	PDE6D	294.0103
PDE6G	43.7999	PDE6G	11.8577
PDE7A	1683.0127	PDE7A	1217.0721
PDE7B	55.6378	PDE7B	297.3548
PDE8A	382.6576	PDE8A	789.6017
PDE8B	190.8849	PDE8B	436.3028
PDE9A	31.9621	PDE9A	353.907
PDF	115.617	PDF	97.5707
PDGFA	156.2592	PDGFA	844.0255
PDGFB	455.4602	PDGFB	1183.3384
PDGFC	332.0509	PDGFC	1236.8501
PDGFD	337.9698	PDGFD	1980.2372
PDGFRA	1495.9012	PDGFRA	2881.9398
PDGFRB	1746.0787	PDGFRB	4216.1751
PDGFRL	236.1645	PDGFRL	1011.8577
PDHA1	1754.0693	PDHA1	1378.4585
PDHB	2036.4013	PDHB	1114.6245
PDHX	1415.2737	PDHX	705.0593
PDIA3P	3132.5836	PDIA3P	2312.8611
PDIA3	11606.6765	PDIA3	8923.0192
PDIA4	4632.1397	PDIA4	2904.8343
PDIA5	427.3454	PDIA5	407.7227
PDIA6	6662.3173	PDIA6	5185.9562
PDIK1L	443.6224	PDIK1L	490.1186
PDK1	866.5286	PDK1	410.7631
PDK2	561.4087	PDK2	892.6725
PDK3	317.5496	PDK3	364.5485
PDK4	481.2075	PDK4	12678.9298
PDLIM1	2353.6549	PDLIM1	5401.9459
PDLIM2	166.0255	PDLIM2	390.3922
PDLIM3	546.0195	PDLIM3	2125.266
PDLIM4	76.058	PDLIM4	631.4989
PDLIM5	2096.1823	PDLIM5	4131.955
PDLIM7	382.6576	PDLIM7	919.4284
PDP1	1789.8787	PDP1	972.028
PDP2	120.7458	PDP2	269.6868
PDPK1	973.0186	PDPK1	1364.4877
PDPN	362.5333	PDPN	752.2043
PDPR	425.179	PDPR	1062.7972
PDRG1	1052.9743	PDRG1	283.0648
PDS5A	3073.0985	PDS5A	3357.2514
PDS5B	907.665	PDS5B	1266.0383
PDSS1	327.8426	PDSS1	69.9301
PDSS2	338.2658	PDSS2	343.8735
PDXDC1	3020.4202	PDXDC1	2620.8574
PDXDC2	173.4241	PDXDC2	235.938
PDXK	1998.2243	PDXK	2487.9903
PDXP	224.3267	PDXP	157.7987
PDZD11	519.6804	PDZD11	586.5005
PDZD2	311.9266	PDZD2	2224.9924
PDZD4	13.6135	PDZD4	119.7933
PDZD7	5.623	removed	removed
PDZD8	184.67	PDZD8	645.789
PDZK1IP1	581.533	PDZK1IP1	341.1371
PDZK1P1	36.4013	PDZK1P1	25.8437
PDZK1	15.6851	PDZK1	149.5895
PDZRN3	217.8159	PDZRN3	1253.5725
PDZRN4	7.6946	PDZRN4	111.28
PEA15	5586.2681	PEA15	7153.8462
PEAR1	47.9432	PEAR1	655.2144
PEBP1	13968.0379	PEBP1	5687.443
removed	removed	PEBP4	25.8437
PECAM1	1446.8778	PECAM1	5333.536
PECI	3799.633	PECI	1157.4916
PECR	263.6875	PECR	323.8826
PEF1	1324.3563	PEF1	1663.1195
PEG10	642.2018	PEG10	1716.3272
removed	removed	PEG3AS	6.4822
PEG3	400.5297	PEG3	1499.4558
PELI1	630.0681	PELI1	1294.3144
PELI2	49.4229	PELI2	464.5789
PELI3	160.6984	PELI3	221.952
PELO	281.4768	PELO	449.9179
PELP1	1874.5191	PELP1	945.8802
PEMT	108.612	PEMT	651.2618
removed	removed	PENK	30.4044
PEPD	1148.2687	PEPD	1025.8437
PER1	364.6049	PER1	2453.0252
PER2	653.1518	PER2	1245.9714
PER3	229.6537	PER3	1997.8717
PERP	2844.0367	PERP	6119.4892
PES1	4852.9151	PES1	796.5947
PET112L	399.2305	PET112L	334.7522
PEX10	242.702	PEX10	217.5494
PEX11A	285.2915	PEX11A	360.9
PEX11B	1457.2359	PEX11B	802.6756
PEX11G	33.4418	PEX11G	34.965
PEX12	228.174	PEX12	348.7382
PEX13	941.9947	PEX13	680.45
PEX14	226.6943	PEX14	283.0648
PEX16	265.1672	PEX16	184.2505
PEX19	2635.987	PEX19	2988.4251
PEX1	580.0533	PEX1	545.1505
PEX26	440.1539	PEX26	472.785
PEX2	2271.974	PEX2	1004.2566
PEX3	393.3116	PEX3	461.5385
PEX5	1468.7777	PEX5	1021.8912
PEX6	1735.7206	PEX6	512.6178
PEX7	289.1388	PEX7	212.8306
PFAS	395.6792	PFAS	477.9568
PFDN1	1711.1571	PFDN1	1008.2092
PFDN2	1322.8766	PFDN2	376.1022
PFDN4	432.9683	PFDN4	306.7802
PFDN5	4022.7878	PFDN5	4356.0353
PFDN6	561.4087	PFDN6	229.249
PFKFB1	10.654	PFKFB1	136.8197
PFKFB2	1277.301	PFKFB2	466.4032
PFKFB3	1544.5398	PFKFB3	6636.6677
PFKFB4	200.3551	PFKFB4	91.2131
PFKL	1309.559	PFKL	1311.9489
PFKM	1216.3362	PFKM	951.9611
PFKP	1036.9932	PFKP	851.3226
PFN1	14235.5727	PFN1	6389.7841
PFN2	260.1361	PFN2	1425.6613
PFN4	8.5824	PFN4	7.6011
removed	removed	PGA3	35.5731
PGAM1	3903.5218	PGAM1	2472.484
PGAM2	12.7257	PGAM2	11.2496
PGAM4	86.712	PGAM4	51.6874
PGAM5	1048.4285	PGAM5	264.3022
PGAP1	172.5363	PGAP1	593.7975
PGAP2	893.4596	PGAP2	446.9444
PGAP3	374.6671	PGAP3	571.6023
PGBD1	124.0012	PGBD1	185.1627
PGBD2	163.9538	PGBD2	180.602
PGBD3	98.7925	PGBD3	117.7045
PGBD4	39.9526	PGBD4	75.7069
PGBD5	23.6756	PGBD5	61.1128
PGCP	1505.179	PGCP	1120.4013
PGD	2769.1625	PGD	2330.1915
PGF	57.4134	PGF	245.6674
PGGT1B	384.7292	PGGT1B	515.6583
PGK1	6996.1527	PGK1	5062.329
PGK2	5.623	removed	removed
PGLS	765.6111	PGLS	436.3028
PGLYRP2	31.6662	PGLYRP2	30.4044
PGM1	1281.4442	PGM1	2325.6309
PGM2L1	742.8233	PGM2L1	363.9404
PGM2	859.4259	PGM2	745.2113
PGM3	539.5146	PGM3	498.3794
removed	removed	PGM5P2	6.689
PGM5	176.6795	PGM5	1033.7489
PGPEP1	589.2276	PGPEP1	674.6732
PGP	251.5537	PGP	138.948
PGRMC1	1722.995	PGRMC1	3632.4111
PGRMC2	1605.8005	PGRMC2	2636.3636
PGR	2091.8171	PGR	1343.609
PGS1	492.1574	PGS1	369.1092
PHACTR1	27.6295	PHACTR1	43.7823
PHACTR2	806.4516	PHACTR2	1742.779
PHACTR4	1183.1903	PHACTR4	1347.8261
PHAX	521.752	PHAX	645.4849
PHB2	3975.7325	PHB2	2208.8781
PHB	3597.81	PHB	1898.1453
PHC1	322.3439	PHC1	495.5306
PHC2	1648.4167	PHC2	2123.7458
PHC3	1457.5318	PHC3	2074.1867
PHEX	34.3297	PHEX	11.5537
PHF10	1388.7393	PHF10	2195.2022
PHF11	941.6987	PHF11	1176.9535
PHF12	792.1426	PHF12	1152.3259
PHF13	907.0731	PHF13	644.5728
PHF14	1394.1995	PHF14	969.2916
PHF15	1261.024	PHF15	1775.6157
PHF16	670.9086	PHF16	570.0821
PHF17	531.5182	PHF17	1646.3971
PHF19	642.4978	PHF19	419.2764
PHF1	610.8316	PHF1	868.045
PHF20L1	2221.3673	PHF20L1	1123.7458
PHF20	1063.9242	PHF20	1391.0003
PHF21A	1062.1486	PHF21A	1034.3569
PHF23	891.388	PHF23	593.4935
PHF2	705.2382	PHF2	1416.844
PHF3	2445.694	PHF3	2889.6321
PHF5A	633.6194	PHF5A	401.0337
PHF6	617.6384	PHF6	802.0675
PHF7	77.5377	PHF7	68.1058
PHF8	3017.7567	PHF8	1106.4153
PHGDH	1247.7064	PHGDH	1352.0827
removed	removed	PHGR1	5.1687
PHIP	1612.8411	PHIP	2261.9246
PHKA1	295.0577	PHKA1	361.204
PHKA2	580.9737	PHKA2	701.3165
PHKB	1046.1675	PHKB	2566.1295
removed	removed	PHKG1	59.2885
PHKG2	375.259	PHKG2	252.3563
PHLDA1	339.1536	PHLDA1	2337.7926
PHLDA2	153.5957	PHLDA2	31.9246
PHLDA3	461.6751	PHLDA3	962.9067
PHLDB1	1085.8242	PHLDB1	3238.0663
PHLDB2	350.3995	PHLDB2	1902.4019
PHLDB3	42.9121	PHLDB3	47.4308
PHLPP1	254.8091	PHLPP1	788.0815
PHLPP2	286.5315	PHLPP2	481.654
removed	removed	PHOSPHO1	6.993
