gene_id	TCGA-BH-A0DO-01B-11R-A12D-07	gene_id	TCGA-BH-A0DO-11A-22R-A12D-07
SIK3	1965.6684	SIK3	1734.9121
SIKE1	678.9627	SIKE1	920.1681
SIL1	877.2827	SIL1	590.5271
SILV	40.5405	SILV	66.4629
SIM1	156.6837	SIM1	21.7723
SIM2	46.7495	SIM2	48.1283
SIN3A	2840.3944	SIN3A	2841.864
SIN3B	1225.7122	SIN3B	1218.4874
SIP1	106.6472	SIP1	119.1749
SIPA1L1	882.0307	SIPA1L1	1468.2964
SIPA1L2	675.6757	SIPA1L2	631.016
SIPA1L3	2294.3755	SIPA1L3	1454.9274
SIPA1	476.6253	SIPA1	474.4079
SIRPA	810.0804	SIRPA	2876.2414
SIRPB1	45.6538	SIRPB1	156.9901
SIRPB2	20.0877	SIRPB2	12.2231
SIRPG	5.4785	SIRPG	23.3002
SIRT1	838.5683	SIRT1	1008.7853
SIRT2	842.5858	SIRT2	1099.3125
SIRT3	855.9204	SIRT3	724.4958
SIRT4	13.5135	SIRT4	30.9396
SIRT5	313.7327	SIRT5	346.0657
SIRT6	254.5654	SIRT6	145.9129
SIRT7	281.9576	SIRT7	174.5607
SIT1	18.2615	SIT1	40.107
SIVA1	590.2118	SIVA1	597.7846
SIX1	376.9175	SIX1	50.4202
SIX2	231.5559	SIX2	13.751
removed	removed	SIX3	21.0084
SIX4	544.5581	SIX4	175.7066
SIX5	854.2732	SIX5	590.5271
SKA1	19.3572	SKA1	14.8969
SKA2	453.981	SKA2	386.5546
SKA3	40.6099	SKA3	23.3117
SKAP1	375.8218	SKAP1	246.3713
SKAP2	516.4354	SKAP2	1366.3102
SKIL	1012.4178	SKIL	549.6562
SKIV2L2	1707.0526	SKIV2L2	1705.783
SKIV2L	1206.1249	SKIV2L	772.3453
SKI	2363.7692	SKI	3326.2032
SKP1	6166.9102	SKP1	6211.9939
SKP2	85.0986	SKP2	134.0718
SLA2	17.531	SLA2	50.8021
SLAIN1	48.9408	SLAIN1	177.2345
SLAIN2	1401.3879	SLAIN2	1288.7701
SLAMF1	11.6874	SLAMF1	57.6776
SLAMF6	46.019	SLAMF6	70.6646
SLAMF7	140.2484	SLAMF7	497.3262
SLAMF8	73.7253	SLAMF8	97.0283
SLAMF9	6.9394	SLAMF9	8.4034
SLA	130.0219	SLA	151.6425
SLBP	693.9372	SLBP	714.2857
SLC10A3	401.3879	SLC10A3	498.4721
SLC10A5	5.4785	SLC10A5	6.1115
SLC10A6	10.2264	SLC10A6	23.6822
SLC10A7	252.7392	SLC10A7	255.9206
SLC11A1	40.5405	SLC11A1	18.7166
SLC11A2	1596.4207	SLC11A2	2602.7502
removed	removed	SLC12A1	17.1887
SLC12A2	2951.0592	SLC12A2	11082.8877
SLC12A4	669.832	SLC12A4	1138.2735
SLC12A6	497.2023	SLC12A6	771.0313
SLC12A7	1891.8919	SLC12A7	1371.6578
SLC12A8	430.6063	SLC12A8	242.5516
SLC12A9	805.6976	SLC12A9	661.9557
SLC13A2	1237.3996	SLC13A2	1013.751
SLC13A3	189.9196	SLC13A3	118.029
SLC13A4	5.8437	removed	removed
SLC13A5	8.0351	SLC13A5	13.369
SLC14A1	88.0205	SLC14A1	407.945
SLC14A2	1076.6983	SLC14A2	13.369
removed	removed	SLC15A1	6.1115
SLC15A2	100.073	SLC15A2	194.0413
SLC15A3	314.4631	SLC15A3	309.3965
SLC15A4	476.6253	SLC15A4	661.9557
removed	removed	SLC16A10	16.4248
SLC16A11	23.3747	SLC16A11	78.686
SLC16A12	75.2374	SLC16A12	59.5875
SLC16A13	69.7589	SLC16A13	91.2911
SLC16A14	214.0248	SLC16A14	211.6119
SLC16A1	241.4171	SLC16A1	446.906
SLC16A2	596.786	SLC16A2	884.6448
SLC16A3	114.317	SLC16A3	77.5401
SLC16A4	308.6194	SLC16A4	497.7082
SLC16A5	250.5478	SLC16A5	300.9931
SLC16A6	220.2337	SLC16A6	51.1841
SLC16A7	23.3747	SLC16A7	105.042
removed	removed	SLC16A8	8.7853
SLC16A9	44.5581	SLC16A9	105.042
SLC17A5	914.1709	SLC17A5	850.6494
SLC17A7	14.9744	SLC17A7	59.2055
SLC17A9	23.0095	SLC17A9	42.0168
SLC18A2	6.9394	removed	removed
SLC19A1	230.095	SLC19A1	149.7326
SLC19A2	2515.3397	SLC19A2	552.33
SLC19A3	201.2418	SLC19A3	329.6409
SLC1A1	469.3207	SLC1A1	182.5821
SLC1A2	253.4697	SLC1A2	206.6463
SLC1A3	143.9007	SLC1A3	203.2086
SLC1A4	2508.4003	SLC1A4	1158.8999
SLC1A5	4200.1461	SLC1A5	4487.395
SLC1A7	11.8481	SLC1A7	18.7166
SLC20A1	948.1373	SLC20A1	708.1742
SLC20A2	995.6172	SLC20A2	1223.453
SLC22A11	8.7655	SLC22A11	7.2574
removed	removed	SLC22A12	14.8969
SLC22A15	222.7904	SLC22A15	77.1581
SLC22A17	546.019	SLC22A17	956.8373
SLC22A18AS	12.7831	removed	removed
SLC22A18	870.7085	SLC22A18	240.6417
SLC22A23	1233.7107	SLC22A23	1179.068
SLC22A3	33.9664	SLC22A3	70.2827
SLC22A4	557.1987	SLC22A4	85.0535
SLC22A5	772.4617	SLC22A5	415.2024
SLC23A1	29.5836	SLC23A1	8.4034
SLC23A2	662.1622	SLC23A2	1553.8579
SLC23A3	6.5121	removed	removed
SLC24A1	619.6603	SLC24A1	589.7861
SLC24A2	13.5135	removed	removed
SLC24A3	403.214	SLC24A3	646.2949
SLC24A5	24.149	SLC24A5	12.33
SLC24A6	747.626	SLC24A6	640.5653
SLC25A10	847.6991	SLC25A10	532.4675
SLC25A11	773.5573	SLC25A11	817.4179
SLC25A12	878.7436	SLC25A12	896.1039
SLC25A13	539.0796	SLC25A13	587.8533
SLC25A14	142.805	SLC25A14	109.6257
SLC25A15	316.4828	SLC25A15	364.2208
SLC25A16	576.6983	SLC25A16	313.5982
SLC25A17	777.2096	SLC25A17	512.605
SLC25A18	10.5917	SLC25A18	27.5019
SLC25A19	77.794	SLC25A19	102.3682
SLC25A1	953.2505	SLC25A1	1016.4248
SLC25A20	332.3594	SLC25A20	412.1467
SLC25A21	16.5267	SLC25A21	13.3728
SLC25A22	669.4668	SLC25A22	264.7059
SLC25A23	1700.1461	SLC25A23	1540.4889
SLC25A24	1581.4463	SLC25A24	1158.136
SLC25A25	421.1103	SLC25A25	799.0833
SLC25A26	376.8262	SLC25A26	494.0718
SLC25A27	92.038	SLC25A27	481.2834
SLC25A28	445.2155	SLC25A28	619.1749
SLC25A29	1801.3148	SLC25A29	855.233
SLC25A30	305.3324	SLC25A30	588.6173
SLC25A32	413.6486	SLC25A32	496.7685
SLC25A33	142.0745	SLC25A33	238.7319
SLC25A34	6.9394	SLC25A34	28.6478
SLC25A35	257.1256	SLC25A35	152.2345
SLC25A36	1667.2754	SLC25A36	2569.9007
SLC25A37	574.1417	SLC25A37	985.1031
SLC25A38	759.6786	SLC25A38	720.7792
SLC25A39	1835.2812	SLC25A39	1359.4347
SLC25A3	5159.2403	SLC25A3	8389.6104
SLC25A40	222.6881	SLC25A40	263.56
SLC25A42	239.2257	SLC25A42	360.1986
SLC25A43	484.6603	SLC25A43	402.9794
SLC25A44	1345.1424	SLC25A44	675.7066
SLC25A45	248.3565	SLC25A45	200.5348
SLC25A46	554.4193	SLC25A46	691.3675
SLC25A4	412.71	SLC25A4	613.4454
SLC25A5	5185.9021	SLC25A5	4540.107
SLC25A6	7512.4178	SLC25A6	10883.4989
removed	removed	SLC26A10	22.5248
SLC26A11	448.5026	SLC26A11	368.984
SLC26A1	34.7115	SLC26A1	42.0817
SLC26A2	12143.5354	SLC26A2	1985.4851
SLC26A3	52.9584	SLC26A3	58.0596
SLC26A4	1231.5047	SLC26A4	219.6333
SLC26A5	60.263	SLC26A5	6.4935
SLC26A6	139.1527	SLC26A6	115.3552
SLC26A7	8.4003	SLC26A7	35.9053
SLC27A1	1122.7173	SLC27A1	1503.0558
SLC27A2	174.9452	SLC27A2	13.369
SLC27A3	206.7202	SLC27A3	441.5584
SLC27A4	472.973	SLC27A4	404.5073
SLC27A5	130.0402	SLC27A5	119.2437
SLC27A6	146.092	SLC27A6	342.246
removed	removed	SLC28A1	9.1673
SLC28A3	53.6888	SLC28A3	511.8411
SLC29A1	2375.8218	SLC29A1	3846.4477
SLC29A2	270.8437	SLC29A2	272.055
SLC29A3	411.2491	SLC29A3	229.1826
SLC29A4	129.2915	SLC29A4	263.56
SLC2A10	1807.1585	SLC2A10	602.7502
SLC2A11	199.4156	SLC2A11	213.9037
SLC2A12	156.3185	SLC2A12	448.4339
SLC2A13	451.7896	SLC2A13	230.7105
SLC2A14	16.8006	SLC2A14	8.4034
SLC2A1	1021.1833	SLC2A1	763.9419
SLC2A3	822.8634	SLC2A3	490.4507
SLC2A4RG	1003.6523	SLC2A4RG	911.0008
SLC2A4	23.3747	SLC2A4	76.7762
SLC2A5	44.1928	SLC2A5	66.081
SLC2A6	38.7144	SLC2A6	32.8495
SLC2A8	304.2367	SLC2A8	234.1482
SLC2A9	103.7253	SLC2A9	136.7456
SLC30A1	415.2666	SLC30A1	352.1772
removed	removed	SLC30A2	30.9396
SLC30A4	64.6457	SLC30A4	109.2437
SLC30A5	1527.3923	SLC30A5	1284.5684
SLC30A6	395.5442	SLC30A6	356.7609
SLC30A7	1580.7159	SLC30A7	736.44
SLC30A8	6.9394	SLC30A8	19.4805
SLC30A9	2025.2009	SLC30A9	1848.3575
SLC31A1	1764.4266	SLC31A1	1373.5676
SLC31A2	2816.2893	SLC31A2	633.3079
SLC33A1	834.916	SLC33A1	702.8266
SLC34A2	5573.7765	SLC34A2	2773.1092
SLC34A3	5.8437	removed	removed
SLC35A1	767.29	SLC35A1	751.8755
SLC35A2	869.2476	SLC35A2	478.2277
SLC35A3	815.924	SLC35A3	384.2628
SLC35A4	1713.6596	SLC35A4	2254.3927
SLC35A5	680.0584	SLC35A5	755.9206
SLC35B1	723.886	SLC35B1	616.5011
SLC35B2	1187.7283	SLC35B2	1344.5378
SLC35B3	729.3645	SLC35B3	467.9144
SLC35B4	264.4266	SLC35B4	419.0222
SLC35C1	1556.9759	SLC35C1	507.6394
SLC35C2	900.6574	SLC35C2	1020.6264
SLC35D1	835.6465	SLC35D1	664.6295
SLC35D2	368.1519	SLC35D2	564.9351
SLC35E1	3096.4207	SLC35E1	2233.0023
SLC35E2	3472.0051	SLC35E2	2993.1207
SLC35E2	78.3966	SLC35E2	146.2987
SLC35E3	253.4697	SLC35E3	338.4263
SLC35E4	31.0555	SLC35E4	56.2185
SLC35F1	8.7655	SLC35F1	10.3132
SLC35F2	214.3901	SLC35F2	197.861
SLC35F3	48.5756	SLC35F3	237.9679
SLC35F5	857.5603	SLC35F5	732.6203
SLC36A1	143.5354	SLC36A1	234.1482
SLC36A4	142.4397	SLC36A4	150.1146
SLC37A1	629.2915	SLC37A1	406.7991
SLC37A2	149.0139	SLC37A2	90.5271
SLC37A3	1347.3338	SLC37A3	1008.0214
SLC37A4	483.1994	SLC37A4	533.6134
SLC38A10	2752.374	SLC38A10	1633.6898
SLC38A11	6.2089	removed	removed
SLC38A1	9626.0044	SLC38A1	5650.1146
SLC38A2	3112.4909	SLC38A2	5285.7143
SLC38A3	14.9744	SLC38A3	96.2567
SLC38A4	7.3046	SLC38A4	12.987
SLC38A5	29.2184	SLC38A5	54.2399
SLC38A6	175.3104	SLC38A6	132.5439
SLC38A7	183.7107	SLC38A7	175.3247
SLC38A9	228.9993	SLC38A9	165.0115
SLC39A10	792.1841	SLC39A10	818.5638
SLC39A11	1790.7232	SLC39A11	996.1803
removed	removed	SLC39A12	12.987
SLC39A13	843.3163	SLC39A13	637.1276
SLC39A14	1304.6019	SLC39A14	1181.0542
SLC39A1	2721.6947	SLC39A1	2263.56
SLC39A2	6.9394	SLC39A2	17.1887
SLC39A3	541.6362	SLC39A3	281.8946
SLC39A4	228.9993	SLC39A4	140.5653
SLC39A6	33811.9065	SLC39A6	11522.9183
SLC39A7	3883.1264	SLC39A7	2003.8197
SLC39A8	2054.0541	SLC39A8	1521.7723
SLC39A9	3238.8605	SLC39A9	2713.5218
SLC3A1	5.4565	SLC3A1	8.5256
SLC3A2	2360.8473	SLC3A2	2211.9939
SLC40A1	60669.1015	SLC40A1	2919.0222
SLC41A1	698.6852	SLC41A1	850.6494
SLC41A2	309.3499	SLC41A2	205.5004
SLC41A3	883.1264	SLC41A3	1540.4889
SLC43A1	268.8093	SLC43A1	219.6333
SLC43A2	1188.0935	SLC43A2	686.0199
SLC43A3	1045.1936	SLC43A3	1475.4889
SLC44A1	4777.9401	SLC44A1	3422.0779
SLC44A2	4654.1271	SLC44A2	5160.0458
SLC44A3	407.962	SLC44A3	294.4996
SLC44A4	5840.7597	SLC44A4	302.139
SLC44A5	3199.4156	SLC44A5	30.9396
SLC45A1	74.1417	SLC45A1	38.961
SLC45A3	85.0986	SLC45A3	89.3812
SLC45A4	502.5566	SLC45A4	412.9106
SLC46A1	1419.8247	SLC46A1	1255.5997
SLC46A2	67.2023	SLC46A2	10.3132
SLC46A3	411.2491	SLC46A3	673.4148
SLC47A1	25.2009	SLC47A1	108.4798
removed	removed	SLC47A2	5.3476
SLC48A1	645.7268	SLC48A1	897.6318
SLC4A11	109.9343	SLC4A11	183.3461
SLC4A1AP	479.1782	SLC4A1AP	635.2177
SLC4A2	1944.9598	SLC4A2	1099.2284
SLC4A3	203.0679	SLC4A3	322.3835
SLC4A4	31.0446	SLC4A4	93.5829
SLC4A5	191.6801	SLC4A5	182.7731
SLC4A7	2839.2988	SLC4A7	2111.1536
SLC4A8	1006.9394	SLC4A8	167.3033
SLC5A1	1076.3331	SLC5A1	2001.9099
SLC5A3	590.9058	SLC5A3	1097.139
removed	removed	SLC5A4	7.2574
SLC5A6	1122.8488	SLC5A6	2139.6677
removed	removed	SLC5A8	7.6394
SLC5A9	17.531	SLC5A9	30.5577
removed	removed	SLC6A11	8.7853
SLC6A12	37.2535	SLC6A12	39.343
SLC6A14	149.7443	SLC6A14	1193.6593
removed	removed	SLC6A15	16.0428
SLC6A16	12.0526	SLC6A16	38.5791
removed	removed	SLC6A17	47.7464
SLC6A1	19.3572	SLC6A1	18.7166
SLC6A20	14.244	SLC6A20	9.5493
removed	removed	SLC6A2	19.4805
SLC6A6	1784.8795	SLC6A6	1676.8526
SLC6A8	424.3974	SLC6A8	664.6295
SLC6A9	261.2564	SLC6A9	159.893
SLC7A10	20.4821	SLC7A10	55.2292
SLC7A11	87.29	SLC7A11	78.304
SLC7A13	8.4003	removed	removed
removed	removed	SLC7A14	19.4805
SLC7A1	1074.5069	SLC7A1	1291.8258
SLC7A2	10745.0694	SLC7A2	1147.8228
SLC7A3	33.2359	SLC7A3	46.2185
SLC7A4	85.0986	SLC7A4	73.3384
SLC7A5	552.5931	SLC7A5	361.7265
SLC7A6OS	105.336	SLC7A6OS	168.8503
SLC7A6	560.4785	SLC7A6	758.5752
SLC7A7	107.7429	SLC7A7	189.4576
SLC7A8	3988.3126	SLC7A8	1193.2773
SLC8A1	140.2484	SLC8A1	206.2643
SLC8A2	13.1483	removed	removed
SLC9A1	2030.6793	SLC9A1	1954.5455
SLC9A2	146.8225	SLC9A2	22.9183
SLC9A3R1	4227.1731	SLC9A3R1	2040.107
SLC9A3R2	1138.4222	SLC9A3R2	1006.8755
SLC9A5	16.4354	SLC9A5	29.0298
SLC9A6	254.5654	SLC9A6	455.3094
SLC9A7	107.0124	SLC9A7	306.3407
SLC9A8	851.3514	SLC9A8	782.2765
SLC9A9	85.4638	SLC9A9	213.9037
SLCO1A2	15.7049	SLCO1A2	269.2895
SLCO2A1	504.0175	SLCO2A1	460.275
SLCO2B1	471.5121	SLCO2B1	701.6807
SLCO3A1	337.8378	SLCO3A1	778.0749
SLCO4A1	8.0351	SLCO4A1	29.7403
SLCO4C1	16.4354	SLCO4C1	15.6608
SLFN11	382.0307	SLFN11	679.9083
SLFN12L	9.1308	SLFN12L	17.5707
SLFN12	118.3346	SLFN12	175.7066
SLFN13	309.3499	SLFN13	801.3751
SLFN5	810.0804	SLFN5	950.7257
SLFNL1	5.4785	removed	removed
removed	removed	SLIT1	14.8969
SLIT2	366.3258	SLIT2	475.1719
SLIT3	525.9313	SLIT3	1674.1788
removed	removed	SLITRK1	5.3476
removed	removed	SLITRK3	5.3476
SLITRK4	29.5836	SLITRK4	91.673
SLITRK5	21.9138	SLITRK5	59.5875
SLITRK6	1776.4792	SLITRK6	700.9167
SLK	1967.1293	SLK	2416.3484
SLMAP	1638.7874	SLMAP	1731.4744
SLMO1	51.8627	SLMO1	35.5233
SLMO2	1509.1308	SLMO2	1444.2322
SLPI	1135.1351	SLPI	4224.9809
SLTM	2236.3039	SLTM	2123.7586
SLU7	1360.8473	SLU7	1621.4668
SMAD1	842.5858	SMAD1	934.301
SMAD2	1898.8313	SMAD2	2515.2788
SMAD3	1187.363	SMAD3	1695.5691
SMAD4	1672.3594	SMAD4	2677.838
SMAD5	1921.4755	SMAD5	2625.2865
SMAD6	146.8225	SMAD6	71.4286
SMAD7	695.7633	SMAD7	557.2956
SMAD9	39.8101	SMAD9	75.2483
SMAGP	144.6311	SMAGP	276.547
SMAP1	575.84	SMAP1	663.3155
SMAP2	1060.6282	SMAP2	829.259
SMARCA1	2598.6121	SMARCA1	1892.6662
SMARCA2	3805.3324	SMARCA2	6352.5592
SMARCA4	3042.0015	SMARCA4	2338.0443
SMARCA5	2576.5084	SMARCA5	2379.2017
SMARCAD1	1057.7064	SMARCAD1	1242.5516
SMARCAL1	594.5946	SMARCAL1	621.4668
SMARCB1	1256.7568	SMARCB1	1302.139
SMARCC1	3647.553	SMARCC1	3637.8915
SMARCC2	3097.5164	SMARCC2	3260.5042
SMARCD1	1429.5106	SMARCD1	1665.7754
SMARCD2	1908.6925	SMARCD2	2756.6845
SMARCD3	823.5939	SMARCD3	723.835
SMARCE1	2974.4339	SMARCE1	2879.6791
SMC1A	2410.5186	SMC1A	2645.9129
SMC2	612.1256	SMC2	658.518
SMC3	1644.2659	SMC3	2198.2429
SMC4	1424.0321	SMC4	634.8358
SMC5	1231.5559	SMC5	1682.5821
SMC6	686.6326	SMC6	525.5921
SMCHD1	1330.5332	SMCHD1	1731.0924
SMCR7L	1111.7604	SMCR7L	1326.2032
SMCR7	391.5267	SMCR7	433.919
SMCR8	1573.7947	SMCR8	1648.4874
SMEK1	1910.5186	SMEK1	1991.5966
SMEK2	2214.0248	SMEK2	2185.6379
SMG1	4036.1578	SMG1	3574.8663
SMG5	2853.1775	SMG5	1788.0061
SMG6	1325.0548	SMG6	1655.4622
SMG7	2564.6457	SMG7	2016.8067
SMN2	1081.6618	SMN2	1105.7563
SMNDC1	585.8291	SMNDC1	567.9908
SMOC1	51.8627	SMOC1	106.5699
SMOC2	847.3338	SMOC2	2075.2483
SMOX	70.1242	SMOX	130.2521
SMO	333.8203	SMO	738.3499
SMPD1	884.2221	SMPD1	639.8014
SMPD2	280.1315	SMPD2	174.5607
SMPD3	222.7904	SMPD3	142.4752
SMPD4	2450.3287	SMPD4	1786.0963
SMPDL3A	228.634	SMPDL3A	300.6112
SMPDL3B	135.8656	SMPDL3B	266.9977
removed	removed	SMR3B	8.4034
SMS	1668.7363	SMS	1063.0252
removed	removed	SMTNL1	5.3476
SMTN	624.1782	SMTN	791.8258
SMU1	1620.1607	SMU1	1846.0657
SMUG1	501.0957	SMUG1	419.4041
SMURF1	1710.9679	SMURF1	962.8533
SMURF2	419.2841	SMURF2	680.2903
SMYD1	57.3411	SMYD1	519.0985
SMYD2	638.4222	SMYD2	593.5829
SMYD3	662.8926	SMYD3	257.0665
SMYD4	368.1519	SMYD4	488.5409
SMYD5	715.4858	SMYD5	887.7005
SNAI1	94.2294	SNAI1	101.6043
SNAI2	378.7436	SNAI2	1231.0924
SNAI3	11.6874	SNAI3	18.3346
SNAP23	1541.6362	SNAP23	1325.0573
removed	removed	SNAP25	93.2009
SNAP29	1442.2936	SNAP29	1121.4668
SNAP47	974.4704	SNAP47	768.9076
SNAPC1	161.4317	SNAPC1	242.1696
SNAPC2	567.5676	SNAPC2	283.8044
SNAPC3	549.3061	SNAPC3	419.7861
SNAPC4	382.0307	SNAPC4	340.3361
SNAPC5	83.8641	SNAPC5	99.5416
SNAPIN	676.0409	SNAPIN	491.2147
SNCAIP	72.6808	SNCAIP	108.8617
SNCA	55.1497	SNCA	121.4668
SNCG	209.2768	SNCG	599.3125
SND1	7120.5259	SND1	4589.7632
SNED1	381.3002	SNED1	828.877
SNF8	562.4543	SNF8	534.3774
SNHG10	64.2805	SNHG10	80.9778
SNHG11	219.832	SNHG11	147.2307
SNHG12	120.8912	SNHG12	167.6853
SNHG1	551.8627	SNHG1	732.162
SNHG3-RCC1	156.9686	SNHG3-RCC1	344.2704
SNHG3	28.4879	SNHG3	30.5577
SNHG4	9.4704	SNHG4	42.796
SNHG5	1753.1045	SNHG5	3077.9221
SNHG6	497.4434	SNHG6	839.1902
SNHG7	414.2915	SNHG7	604.9771
SNHG8	991.2345	SNHG8	1402.5974
SNHG9	30.6793	SNHG9	41.6348
SNIP1	325.42	SNIP1	480.5195
SNN	997.8086	SNN	1289.916
SNORA39	10.263	removed	removed
SNORA8	318.3565	SNORA8	303.6402
SNORD116-20	14.6092	SNORD116-20	22.1543
SNORD116-28	58.9335	SNORD116-28	40.3209
SNORD116-4	17.2462	SNORD116-4	47.7349
removed	removed	SNORD17	9.9312
SNORD1C	14.7845	SNORD1C	14.8892
SNPH	1113.5866	SNPH	205.1184
SNRK	1317.385	SNRK	1451.1077
SNRNP200	7065.7414	SNRNP200	9038.1971
SNRNP25	456.5376	SNRNP25	265.0879
SNRNP27	425.8583	SNRNP27	544.6906
SNRNP35	272.2535	SNRNP35	294.5111
SNRNP40	733.7473	SNRNP40	735.2941
SNRNP48	400.2922	SNRNP48	480.1375
SNRNP70	3294.0102	SNRNP70	2367.838
SNRPA1	268.0789	SNRPA1	271.5814
SNRPA	1178.2323	SNRPA	1292.9717
SNRPB2	748.3565	SNRPB2	872.0397
SNRPB	1508.7655	SNRPB	1606.9519
SNRPC	801.3148	SNRPC	878.9152
SNRPD1	508.4003	SNRPD1	590.9091
SNRPD2	2194.6676	SNRPD2	2405.6532
SNRPD3	1413.0168	SNRPD3	1378.4836
SNRPE	999.2695	SNRPE	782.2765
SNRPF	433.5281	SNRPF	559.2055
SNRPG	413.8057	SNRPG	369.7479
SNRPN	1686.26	SNRPN	1740.8098
SNTA1	205.6245	SNTA1	446.1421
SNTB1	302.0453	SNTB1	686.7838
SNTB2	684.8064	SNTB2	1137.5095
removed	removed	SNTG2	5.7296
SNUPN	466.7641	SNUPN	472.1161
SNURF	79.6275	SNURF	61.7838
SNW1	1606.282	SNW1	1604.66
SNX10	239.9562	SNX10	232.6203
SNX11	460.1899	SNX11	484.7212
SNX12	208.9116	SNX12	294.8816
SNX13	1105.5515	SNX13	1338.0443
SNX14	1523.3747	SNX14	1075.6303
SNX15	432.0672	SNX15	499.2361
SNX16	378.3784	SNX16	263.9419
SNX17	2021.1833	SNX17	2139.0374
SNX18	950.3287	SNX18	1470.5882
SNX19	3081.0811	SNX19	1901.8335
SNX1	2878.7436	SNX1	4300.6112
SNX20	20.0877	SNX20	26.7418
SNX21	430.0475	SNX21	537.7578
SNX22	170.8473	SNX22	115.3667
SNX24	155.2228	SNX24	138.6555
SNX25	268.0789	SNX25	346.0657
SNX27	2116.7677	SNX27	1119.6486
SNX29	958.3638	SNX29	923.6058
SNX2	1391.8919	SNX2	1503.4377
SNX30	1194.6676	SNX30	1079.068
removed	removed	SNX32	11.0772
SNX33	793.2798	SNX33	1072.9565
SNX3	2290.3579	SNX3	2630.2521
SNX4	1063.9153	SNX4	1021.3904
SNX5	1721.3294	SNX5	1965.2406
SNX6	1175.6757	SNX6	1217.3415
SNX7	493.4259	SNX7	590.5271
SNX8	250.5478	SNX8	314.3621
SNX9	2291.0884	SNX9	2092.437
SOAT1	445.2155	SOAT1	482.0474
SOBP	88.0205	SOBP	236.0581
SOCS1	16.4354	SOCS1	39.725
SOCS2	1839.2988	SOCS2	595.8747
SOCS3	1172.0234	SOCS3	1487.7769
SOCS4	639.8831	SOCS4	631.78
SOCS5	973.7034	SOCS5	1440.4125
SOCS6	1746.1651	SOCS6	1421.314
SOCS7	58.802	SOCS7	154.6982
SOD1	2559.5325	SOD1	2681.8182
SOD2	3126.7348	SOD2	7488.9228
SOD3	298.7582	SOD3	873.1856
SOHLH2	9.496	SOHLH2	41.4897
SOLH	729.7297	SOLH	406.0351
SON	8194.6676	SON	9311.3063
SORBS1	2018.6267	SORBS1	4703.5905
SORBS2	2747.2608	SORBS2	2751.3369
SORBS3	1980.6428	SORBS3	2484.3392
SORCS1	929.1454	SORCS1	14.8969
SORCS2	215.1205	SORCS2	97.0206
SORD	747.2608	SORD	451.1077
SORL1	7283.0533	SORL1	5180.6723
SORT1	3061.7239	SORT1	3044.3086
SOS1	1279.401	SOS1	2231.4744
SOS2	1272.0964	SOS2	1944.2322
SOSTDC1	1054.4193	SOSTDC1	716.5775
SOX10	667.2754	SOX10	4241.7876
SOX11	11.6874	SOX11	31.7036
SOX12	951.7896	SOX12	351.4133
SOX13	1547.1147	SOX13	1170.3591
SOX15	25.5661	SOX15	52.712
SOX17	86.1943	SOX17	110.3896
SOX18	153.0314	SOX18	179.9083
SOX4	3987.9474	SOX4	3266.6157
SOX5	14.9744	SOX5	63.0252
SOX6	30.6793	SOX6	264.3239
SOX7	150.1096	SOX7	310.2215
SOX8	29.5836	SOX8	206.6463
SOX9	3352.447	SOX9	4082.8877
SP100	1640.2484	SP100	1619.1749
SP110	474.0687	SP110	457.9832
SP140L	174.2148	SP140L	307.1047
SP140	32.5055	SP140	38.5791
SP1	3864.8649	SP1	4775.783
SP2	708.5464	SP2	995.4163
SP3	2800.2191	SP3	2903.7433
SP4	382.7611	SP4	533.6134
SP5	68.298	SP5	9.9312
SP6	75.9679	SP6	124.1406
SPA17	306.428	SPA17	113.8273
SPACA4	11.6874	removed	removed
SPAG16	359.3864	SPAG16	454.5455
SPAG17	81.0811	SPAG17	25.2101
SPAG1	186.6326	SPAG1	127.1963
SPAG4	25.9313	SPAG4	50.0382
SPAG5	143.9226	SPAG5	103.1322
SPAG6	491.9649	SPAG6	22.1543
SPAG7	480.2776	SPAG7	548.5103
SPAG8	12.4178	SPAG8	24.4461
SPAG9	1608.8386	SPAG9	2238.7319
SPARCL1	6494.5215	SPARCL1	16213.5218
SPARC	31025.2009	SPARC	18689.4576
SPAST	554.4193	SPAST	560.3514
removed	removed	SPATA12	5.7296
SPATA13	783.981	SPATA13	959.1062
SPATA17	72.6808	SPATA17	19.4805
SPATA18	174.9452	SPATA18	624.1406
SPATA20	1204.664	SPATA20	1088.2353
SPATA24	32.8707	SPATA24	43.9267
SPATA2L	108.8386	SPATA2L	142.0932
SPATA2	463.1118	SPATA2	530.9396
SPATA4	9.1308	SPATA4	14.8969
SPATA5L1	154.8576	SPATA5L1	167.3033
SPATA5	353.908	SPATA5	284.5684
SPATA6	179.6932	SPATA6	238.3499
SPATA7	209.6421	SPATA7	315.508
SPATA9	10.9569	SPATA9	9.5493
SPATS2L	1163.6231	SPATS2L	1116.1192
SPATS2	535.4273	SPATS2	567.9908
SPC25	68.298	SPC25	21.0084
SPCS1	2179.5544	SPCS1	1805.5348
SPCS2	943.0241	SPCS2	561.4973
SPCS3	2610.2995	SPCS3	2799.0833
SPDEF	3243.6085	SPDEF	1236.822
SPDYA	11.7604	SPDYA	12.2804
SPDYE1	14.6348	SPDYE1	14.5149
SPDYE3	80.7414	SPDYE3	91.1612
SPDYE5	13.5135	SPDYE5	10.3132
