gene_id	TCGA-E9-A1RF-01A-11R-A157-07	gene_id	TCGA-E9-A1RF-11A-32R-A157-07
SNRNP70	5876.8918	SNRNP70	994.382
SNRPA1	1049.5669	SNRPA1	194.6228
SNRPA	1293.6125	SNRPA	726.3242
SNRPB2	1788.5302	SNRPB2	915.7303
SNRPB	5504.5089	SNRPB	703.0498
SNRPC	1465.2977	SNRPC	641.6533
SNRPD1	766.9518	SNRPD1	396.87
SNRPD2	3953.1979	SNRPD2	1127.6083
SNRPD3	1253.1385	SNRPD3	914.382
SNRPE	1712.7566	SNRPE	512.8411
SNRPF	1157.4248	SNRPF	336.6774
SNRPG	1017.4825	SNRPG	428.9727
SNRPN	469.4312	SNRPN	826.8981
SNTA1	698.0046	SNTA1	1058.5875
SNTB1	323.9151	SNTB1	894.061
SNTB2	690.8369	SNTB2	2773.6758
removed	removed	SNTG2	40.5297
SNTN	6.4851	removed	removed
SNUPN	340.9812	SNUPN	459.8716
SNURF	5.0072	SNURF	18.764
SNW1	1754.3979	SNW1	1387.2392
SNX10	626.6682	SNX10	534.5104
SNX11	1254.0191	SNX11	802.1669
SNX12	231.0754	SNX12	170.5457
SNX13	1520.9333	SNX13	2146.0674
SNX14	1044.447	SNX14	1334.2697
SNX15	610.9674	SNX15	697.0305
SNX16	191.1406	SNX16	636.8379
SNX17	4676.119	SNX17	2210.6742
SNX18	613.3566	SNX18	1323.0337
SNX19	1071.0702	SNX19	3216.2921
SNX1	1912.7716	SNX1	5892.4559
SNX20	84.8118	SNX20	22.0706
SNX21	387.9711	SNX21	979.2456
SNX22	138.652	SNX22	57.6445
SNX24	253.6027	SNX24	191.4125
SNX25	350.8796	SNX25	295.3451
SNX27	1776.915	SNX27	1226.264
SNX29	563.8649	SNX29	1417.7368
SNX2	1725.0442	SNX2	2838.6838
SNX30	611.65	SNX30	827.4478
removed	removed	SNX31	7.6244
SNX33	651.9261	SNX33	1634.0289
SNX3	8359.3307	SNX3	6054.9759
SNX4	2327.4785	SNX4	824.2376
SNX5	2273.5495	SNX5	3918.9406
SNX6	1455.7407	SNX6	2500.8026
SNX7	473.0731	SNX7	601.1236
SNX8	516.7624	SNX8	256.0193
SNX9	1832.2195	SNX9	4136.4366
SOAT1	905.1874	SOAT1	725.5217
SOBP	146.4274	SOBP	618.3788
SOCS1	68.9472	SOCS1	53.7721
SOCS2	114.3431	SOCS2	732.7448
SOCS3	2119.2718	SOCS3	2617.5762
SOCS4	680.2559	SOCS4	809.39
SOCS5	602.4343	SOCS5	955.8587
SOCS6	556.6971	SOCS6	634.0289
SOCS7	19.4554	SOCS7	85.8748
SOD1	4811.9654	SOD1	3510.8347
SOD2	3897.5623	SOD2	6025.2809
SOD3	109.2232	SOD3	4441.8138
SOHLH2	11.9463	SOHLH2	13.3547
SOLH	444.402	SOLH	190.2087
SON	5800.4355	SON	8213.0819
SORBS1	570.6913	SORBS1	54548.9567
SORBS2	113.6604	SORBS2	697.8331
SORBS3	1126.7058	SORBS3	1774.8796
SORCS1	1529.8077	SORCS1	6.4205
SORCS2	165.2001	SORCS2	121.5891
SORD	3452.4777	SORD	103.9326
SORL1	1864.3038	SORL1	847.1108
SORT1	3023.7765	SORT1	10131.2199
SOS1	1244.462	SOS1	4516.4526
SOS2	949.218	SOS2	1965.4896
SOSTDC1	10.581	SOSTDC1	8.427
SOX10	21.162	removed	removed
SOX11	42.324	removed	removed
SOX12	2587.5663	SOX12	98.7159
SOX13	1765.3203	SOX13	814.6067
SOX15	5.8025	SOX15	6.4205
SOX17	45.0546	SOX17	292.9374
SOX18	161.4456	SOX18	363.5634
SOX4	4295.5444	SOX4	548.9567
SOX5	12.6289	SOX5	324.6388
SOX6	13.9942	SOX6	270.8668
SOX7	94.2631	SOX7	574.5666
removed	removed	SOX8	10.4334
SOX9	1155.0355	SOX9	158.1059
SP100	1847.2377	SP100	2088.6838
SP110	676.16	SP110	498.7961
SP140L	387.7424	SP140L	320.626
SP140	109.5645	SP140	24.077
SP1	3126.8559	SP1	4171.3483
SP2	807.2278	SP2	591.4928
SP3	2042.4742	SP3	2222.7127
SP4	227.3208	SP4	227.5281
removed	removed	SP5	6.0193
SP6	303.4358	removed	removed
SPA17	161.4456	SPA17	77.0465
SPAG16	198.3084	SPAG16	324.2376
removed	removed	SPAG17	109.1493
SPAG1	157.0084	SPAG1	79.8555
SPAG4	145.0621	removed	removed
SPAG5	1042.4332	SPAG5	49.3579
SPAG7	1057.076	SPAG7	453.0498
SPAG8	12.2876	SPAG8	13.2424
SPAG9	3671.2654	SPAG9	4284.9117
SPARCL1	3303.661	SPARCL1	21811.3965
SPARC	75715.9241	SPARC	119020.8668
SPAST	589.4641	SPAST	512.4398
SPATA12	11.9463	SPATA12	5.2167
SPATA13	702.9265	SPATA13	245.1846
SPATA17	81.2348	SPATA17	6.8218
SPATA18	65.1926	SPATA18	310.5939
SPATA20	2452.0612	SPATA20	327.8491
removed	removed	SPATA22	20.931
SPATA24	52.5637	SPATA24	16.0514
SPATA2L	228.6861	SPATA2L	26.0835
SPATA2	617.1112	SPATA2	285.7143
SPATA4	5.8025	removed	removed
SPATA5L1	119.1216	SPATA5L1	144.4623
SPATA5	206.1588	SPATA5	292.9374
SPATA6	49.4918	SPATA6	133.6276
SPATA7	186.3621	SPATA7	212.6806
SPATA9	5.1198	SPATA9	47.3515
SPATS2L	1568.0358	SPATS2L	1910.9149
SPATS2	672.4054	SPATS2	245.9872
SPC24	11.9463	removed	removed
SPC25	82.2587	removed	removed
SPCS1	2185.1163	SPCS1	1463.4831
SPCS2	636.9079	SPCS2	440.2087
SPCS3	1969.0898	SPCS3	2465.8909
SPDEF	4668.9513	removed	removed
SPDYA	12.9976	SPDYA	10.1726
SPDYC	139.2596	removed	removed
SPDYE1	5.5397	SPDYE1	17.6565
SPDYE3	46.9694	SPDYE3	105.2006
SPDYE5	8.5331	SPDYE5	10.8347
SPDYE6	34.4736	SPDYE6	31.7014
SPDYE7P	6.8265	removed	removed
SPDYE8P	21.5033	SPDYE8P	14.0449
SPEF1	23.2099	removed	removed
SPEF2	158.715	SPEF2	89.8876
SPEG	93.5224	SPEG	16.0514
SPEN	1565.6466	SPEN	3515.6501
SPERT	26.2818	removed	removed
SPESP1	140.601	SPESP1	59.7833
SPG11	1568.7185	SPG11	2313.8042
SPG20	529.3913	SPG20	2319.4222
SPG21	1495.3341	SPG21	2075.4414
SPG7	1089.1603	SPG7	638.0417
SPHAR	76.7703	SPHAR	108.4631
SPHK1	627.7536	SPHK1	58.6998
SPHK2	172.1426	SPHK2	92.7327
SPI1	635.2013	SPI1	353.5313
SPIB	10.9223	removed	removed
SPIN1	2798.5036	SPIN1	2867.175
SPIN2A	5.1198	SPIN2A	19.6629
SPIN2B	89.0442	SPIN2B	155.1204
SPIN3	321.5258	SPIN3	315.008
SPIN4	183.2902	SPIN4	71.8299
SPINK8	14.3355	removed	removed
SPINT1	2283.1066	SPINT1	30.8989
SPINT2	71012.8406	SPINT2	89.4864
SPIRE1	961.5056	SPIRE1	1093.4992
SPIRE2	52.905	SPIRE2	10.0321
SPNS1	852.0981	SPNS1	435.317
SPNS2	113.302	SPNS2	432.6485
SPNS3	5.8025	removed	removed
SPN	258.0399	SPN	150.4815
SPOCD1	384.3292	SPOCD1	11.6372
SPOCK1	1585.102	SPOCK1	1425.3612
SPOCK2	634.86	SPOCK2	179.7753
SPON1	839.3122	SPON1	3022.4719
SPON2	800.0601	SPON2	653.2905
SPOPL	3117.2989	SPOPL	1030.4976
SPOP	2396.0843	SPOP	1409.7111
SPP1	1791.2608	SPP1	408.9085
SPPL2A	708.927	SPPL2A	1409.3098
SPPL2B	798.6948	SPPL2B	255.2167
SPPL3	1665.9954	SPPL3	1439.0048
SPRED1	693.9088	SPRED1	1689.8074
SPRED2	1544.4846	SPRED2	1221.5088
SPRED3	5.4612	removed	removed
SPRN	73.7257	SPRN	22.8732
SPRR1A	6.4851	removed	removed
removed	removed	SPRR2B	5.2167
removed	removed	SPRR2E	6.0193
removed	removed	SPRR2F	18.8604
SPRR3	9.8984	removed	removed
SPRY1	520.5169	SPRY1	3008.427
SPRY2	82.2587	SPRY2	1009.2295
SPRY3	49.4918	SPRY3	152.8892
SPRY4	673.0881	SPRY4	1618.3788
SPRYD3	1629.8152	SPRYD3	2109.9518
SPRYD4	296.9506	SPRYD4	219.9037
SPR	1057.076	SPR	526.886
SPSB1	1151.6223	SPSB1	1300.1605
SPSB2	105.1273	SPSB2	32.1027
SPSB3	669.3335	SPSB3	317.0144
SPSB4	12.9703	SPSB4	154.8957
removed	removed	SPTA1	12.8411
SPTAN1	6164.2854	SPTAN1	9916.9342
SPTBN1	4858.7266	SPTBN1	60609.1493
SPTBN2	1473.8308	SPTBN2	20.8668
SPTBN4	41.3	SPTBN4	40.1284
SPTBN5	35.1562	SPTBN5	10.8347
SPTB	24.5752	SPTB	39.3258
SPTLC1	1771.4641	SPTLC1	1963.0819
SPTLC2	2368.0959	SPTLC2	2120.7865
SPTLC3	550.212	SPTLC3	408.5072
SPTY2D1	1476.5443	SPTY2D1	897.2713
SQLE	1569.4011	SQLE	136.0353
SQRDL	1981.3774	SQRDL	1204.6549
SQSTM1	22565.6363	SQSTM1	9703.1982
SR140	1947.2452	SR140	2326.6453
SRA1	812.0064	SRA1	412.5201
SRBD1	511.3012	SRBD1	561.3965
removed	removed	SRCAP	2951.8459
SRCIN1	89.0852	SRCIN1	70.626
SRCRB4D	40.6925	SRCRB4D	95.3652
SRC	1774.8773	SRC	404.4944
SRD5A1	279.2019	SRD5A1	69.0209
SRD5A2	18.0901	removed	removed
SRD5A3	987.0332	SRD5A3	504.8154
SREBF1	6729.8568	SREBF1	1265.2488
SREBF2	8275.0241	SREBF2	1379.2135
SRFBP1	228.3448	SRFBP1	274.4783
SRF	1227.7372	SRF	995.9872
SRGAP1	338.2507	SRGAP1	524.4783
SRGAP2	1048.8842	SRGAP2	1430.5778
SRGAP3	917.1337	SRGAP3	82.6645
SRGN	1404.5423	SRGN	1882.0225
SRI	1364.9489	SRI	1717.0947
SRL	8.1917	SRL	47.7528
SRMS	17.0661	removed	removed
SRM	1407.9555	SRM	627.6083
SRP14	3471.933	SRP14	3776.0835
SRP19	817.3173	SRP19	598.4711
SRP54	1696.7144	SRP54	992.7769
SRP68	3254.1693	SRP68	2040.5297
SRP72	2284.8132	SRP72	2324.2376
SRP9	6585.4774	SRP9	3511.6372
SRPK1	1027.3809	SRPK1	581.0594
SRPK2	2122.685	SRPK2	1191.4125
SRPK3	20.6739	removed	removed
SRPRB	1332.5233	SRPRB	952.2472
SRPR	2473.2232	SRPR	3539.7271
SRPX2	611.9913	SRPX2	2451.4446
SRPX	346.4424	SRPX	2457.8652
SRRD	249.5068	SRRD	256.0193
SRRM1	2139.4098	SRRM1	1923.3547
SRRM2	11725.1125	SRRM2	13729.9358
SRRM3	77.8215	SRRM3	20.8668
SRRM5	39.6275	SRRM5	9.8194
SRRT	1239.6835	SRRT	489.9679
SRR	292.9025	SRR	332.6766
SRXN1	1998.4436	SRXN1	605.5377
SS18L1	823.6113	SS18L1	302.1669
SS18L2	371.3589	SS18L2	176.565
SS18	1576.2276	SS18	1675.7624
SSBP1	2509.7448	SSBP1	827.8491
SSBP2	757.0534	SSBP2	609.1493
SSBP3	730.7716	SSBP3	691.4125
SSBP4	523.5888	SSBP4	240.3692
SSB	2134.2899	SSB	2915.9711
SSC5D	728.7237	SSC5D	1685.7945
SSFA2	3369.8776	SSFA2	3440.61
SSH1	1492.2622	SSH1	1611.1557
SSH2	524.6128	SSH2	1190.2087
SSH3	1665.9954	SSH3	337.4799
SSNA1	898.361	SSNA1	228.7319
SSPN	634.1773	SSPN	4459.4703
SSPO	7.8504	removed	removed
SSR1	3659.3191	SSR1	4518.0578
SSR2	6386.145	SSR2	3290.931
SSR3	2864.7202	SSR3	4630.4173
SSR4	3520.7422	SSR4	1118.3788
SSRP1	3172.2518	SSRP1	1672.5522
SSSCA1	366.5804	SSSCA1	150.0803
removed	removed	SSTR1	59.39
SSTR2	563.8649	SSTR2	60.5939
SSU72	2855.5045	SSU72	2331.4607
SSX2IP	694.5914	SSX2IP	71.4286
ST13	7041.4843	ST13	6373.5955
ST14	1124.9991	ST14	106.3403
ST20	93.4336	ST20	14.9639
ST3GAL1	1927.4485	ST3GAL1	2869.5827
ST3GAL2	316.406	ST3GAL2	432.183
ST3GAL3	157.3497	ST3GAL3	427.3676
ST3GAL4	291.8308	ST3GAL4	414.5265
ST3GAL5	277.4952	ST3GAL5	762.0385
ST3GAL6	67.5819	ST3GAL6	241.1717
ST5	947.8527	ST5	489.1653
ST6GAL1	715.0708	ST6GAL1	1540.5297
ST6GAL2	250.8721	removed	removed
removed	removed	ST6GALNAC1	78.6517
ST6GALNAC2	1300.7803	ST6GALNAC2	174.5586
ST6GALNAC3	30.0364	ST6GALNAC3	306.5811
ST6GALNAC4	157.691	ST6GALNAC4	145.2648
ST6GALNAC5	623.5963	removed	removed
ST6GALNAC6	698.0046	ST6GALNAC6	2780.8989
ST7L	279.8845	ST7L	364.366
ST7OT1	15.95	ST7OT1	21.5971
ST7	499.0716	ST7	1149.7271
ST8SIA1	44.7133	ST8SIA1	115.5698
ST8SIA2	52.2224	removed	removed
ST8SIA4	322.2085	ST8SIA4	454.2536
ST8SIA5	10.581	removed	removed
ST8SIA6	16.3835	ST8SIA6	9.6308
STAB1	624.3984	STAB1	2495.8226
STAC3	89.5869	STAC3	20.0642
STAC	29.0124	STAC	95.5056
STAG1	570.5582	STAG1	1694.8756
STAG2	2328.8438	STAG2	3563.8042
STAG3L1	83.9653	STAG3L1	94.3018
STAG3L2	25.2579	STAG3L2	24.4783
STAG3L3	103.175	STAG3L3	133.0257
STAG3L4	66.5579	STAG3L4	117.5762
STAG3	16.8989	STAG3	14.5425
STAM2	679.2319	STAM2	1152.488
STAMBPL1	79.8695	STAMBPL1	208.6677
STAMBP	1233.5397	STAMBP	690.61
STAM	542.0202	STAM	647.2713
STAP1	17.7488	removed	removed
STAP2	336.544	STAP2	8.8283
STARD10	5611.0015	STARD10	101.5249
STARD13	337.568	STARD13	1516.8539
STARD3NL	461.4681	STARD3NL	717.0947
STARD3	1086.0884	STARD3	377.2071
STARD4	65.8753	STARD4	49.7592
STARD5	136.1877	STARD5	77.8491
STARD7	3682.6246	STARD7	3357.1188
STARD8	208.5481	STARD8	471.9101
STAT1	10418.1884	STAT1	4608.3467
STAT2	3403.3272	STAT2	2524.8796
STAT3	4868.9663	STAT3	6463.4831
STAT4	100.0075	STAT4	58.9888
STAT5A	738.622	STAT5A	3611.9583
STAT5B	1344.8109	STAT5B	5216.6934
STAT6	1085.7471	STAT6	3449.0369
STAU1	5702.8173	STAU1	2651.2841
STAU2	986.0809	STAU2	1164.9278
STBD1	409.9079	STBD1	3005.7063
STC1	624.6203	STC1	1001.6051
STC2	1088.1363	STC2	160.9149
STEAP1	88.7439	STEAP1	992.3756
STEAP2	162.8109	STEAP2	1286.9181
STEAP3	602.4343	STEAP3	434.1894
STEAP4	68.9472	STEAP4	4766.0514
STIL	220.8357	STIL	25.6822
STIM1	849.8932	STIM1	2343.4992
STIM2	456.3483	STIM2	570.626
STIP1	4203.7286	STIP1	1703.8523
STK10	990.8594	STK10	750
STK11IP	469.6598	STK11IP	120.7865
STK11	648.8542	STK11	339.0851
STK16	776.8501	STK16	323.435
STK17A	579.2244	STK17A	546.1477
STK17B	766.9518	STK17B	1209.4703
STK19	440.272	STK19	146.5088
STK24	4165.8418	STK24	2801.3644
STK25	1319.8943	STK25	1002.809
STK31	5.8025	removed	removed
removed	removed	STK32A	28.0899
STK32B	33.7909	STK32B	268.8604
STK32C	136.8703	STK32C	49.3579
STK35	2512.8167	STK35	1250.8026
STK36	642.3691	STK36	300.9631
STK38L	1043.0817	STK38L	2109.9518
STK38	1556.0895	STK38	2149.2777
STK39	821.5634	STK39	1085.0722
STK3	386.7185	STK3	773.6758
STK40	1111.6876	STK40	2015.2488
STK4	1466.3217	STK4	1308.9888
removed	removed	STL	6.0273
STMN1	3579.1083	STMN1	708.6677
STMN2	11.605	STMN2	10.8347
STMN3	1522.2986	STMN3	313.4029
STOML1	154.9604	STOML1	150.8828
STOML2	1220.5695	STOML2	981.1396
STOM	5745.1413	STOM	11430.1766
removed	removed	STON1-GTF2A1L	187.7488
STON1	255.9578	STON1	1751.256
STON2	358.73	STON2	304.9759
STOX1	26.6232	STOX1	527.2873
STOX2	13.6529	STOX2	65.008
STRA13	262.8184	STRA13	93.9005
STRA6	171.0026	removed	removed
STRADA	1976.2576	STRADA	459.8716
STRADB	235.8539	STRADB	859.1493
STRAP	2067.0494	STRAP	2943.0177
STRBP	1453.0101	STRBP	284.1091
STRC	12.2876	removed	removed
STRN3	879.9296	STRN3	1088.2825
STRN4	1722.3136	STRN4	806.5811
STRN	337.9093	STRN	776.886
STS	292.8548	STS	3205.4575
STT3A	2258.19	STT3A	2949.0369
STT3B	1993.3237	STT3B	2063.8042
STUB1	1781.5502	STUB1	751.4807
STX10	218.4464	STX10	98.7159
STX11	160.4216	STX11	1299.3579
STX12	1432.1894	STX12	3135.2327
STX16	1909.3584	STX16	1508.0257
STX17	1126.0231	STX17	1176.9663
STX18	628.3748	STX18	463.0819
STX1A	193.1476	STX1A	11.1918
STX1B	27.9884	STX1B	78.2504
STX2	305.4837	STX2	777.2873
STX3	1192.581	STX3	385.634
STX4	791.527	STX4	360.3531
STX5	1207.5992	STX5	860.7544
STX6	1783.5844	STX6	949.1292
STX7	1229.7852	STX7	4006.4205
STX8	419.1441	STX8	507.2231
STXBP1	558.0624	STXBP1	2529.695
STXBP2	2634.3275	STXBP2	91.8941
STXBP3	1054.0041	STXBP3	898.4751
STXBP4	810.6411	STXBP4	160.1124
STXBP5	409.9284	STXBP5	745.5056
removed	removed	STXBP6	147.2713
STYK1	31.743	STYK1	6.4205
STYXL1	875.8337	STYXL1	273.6758
STYX	587.0748	STYX	768.4591
SUB1	2261.2619	SUB1	3952.6485
SUCLA2	801.4834	SUCLA2	2202.3074
SUCLG1	1996.3956	SUCLG1	2680.1766
SUCLG2	1806.279	SUCLG2	1944.2215
SUCNR1	15.7008	SUCNR1	162.5201
SUDS3	1966.3592	SUDS3	981.1396
SUFU	473.0731	SUFU	487.5602
SUGT1L1	33.1834	SUGT1L1	41.7215
removed	removed	SUGT1P1	9.6308
SUGT1	810.9824	SUGT1	647.2713
SULF1	18396.2618	SULF1	1554.1734
SULF2	17049.403	SULF2	1880.8186
SULT1A1	385.0118	SULT1A1	1138.443
removed	removed	SULT1A2	34.5104
SULT1A3	521.2405	SULT1A3	1071.4687
SULT1C2	51.5397	SULT1C2	41.7335
SULT1C4	16.0422	SULT1C4	100.321
SULT2B1	46.0785	removed	removed
SULT4A1	13.9942	removed	removed
SUMF1	1055.3693	SUMF1	1190.61
SUMF2	2108.3494	SUMF2	2667.7368
SUMO1P3	140.2836	SUMO1P3	128.4109
SUMO1	2342.838	SUMO1	1953.8523
SUMO2	3469.2025	SUMO2	2476.7255
SUMO3	2835.0252	SUMO3	2296.9502
SUN1	2466.3968	SUN1	3989.9679
SUN2	1635.959	SUN2	3636.4366
SUOX	661.1418	SUOX	891.252
SUPT16H	3821.7887	SUPT16H	3131.6212
SUPT3H	123.5588	SUPT3H	113.5634
SUPT4H1	3527.8519	SUPT4H1	1264.8274
SUPT5H	3113.8857	SUPT5H	1158.9085
SUPT6H	6058.8167	SUPT6H	2575.4414
SUPT7L	1461.5432	SUPT7L	1259.057
SUPV3L1	392.5209	SUPV3L1	579.053
SURF1	1177.5628	SURF1	609.1493
SURF2	163.4935	SURF2	49.3579
SURF4	6738.3899	SURF4	8018.0578
SURF6	646.8062	SURF6	233.9486
SUSD1	167.2481	SUSD1	140.4494
SUSD2	645.7823	SUSD2	113.5634
SUSD3	134.1398	SUSD3	14.4462
SUSD4	1613.773	removed	removed
SUSD5	37.2042	SUSD5	80.6581
SUV39H1	280.5671	SUV39H1	125.2006
SUV39H2	133.7984	SUV39H2	119.9839
SUV420H1	1253.6778	SUV420H1	1316.6132
SUV420H2	235.5126	SUV420H2	31.3002
SUZ12P	136.8703	SUZ12P	97.512
SUZ12	1100.0826	SUZ12	847.1108
SV2A	44.7133	SV2A	12.8411
SV2B	35.8389	SV2B	349.9197
SVEP1	341.0563	SVEP1	8289.5064
SVIL	993.1735	SVIL	2436.6653
SVIP	151.5472	SVIP	99.9197
SWAP70	1315.7985	SWAP70	3019.6629
SYAP1	2312.8016	SYAP1	1107.1429
SYBU	766.4944	SYBU	696.9663
removed	removed	SYCE1	24.2095
SYCE2	23.5513	removed	removed
SYCP2	917.475	SYCP2	26.0835
SYDE1	340.2986	SYDE1	457.8652
SYDE2	112.9778	SYDE2	197.8331
SYF2	1430.8242	SYF2	1171.3483
SYK	556.3558	SYK	654.0931
SYMPK	2473.5646	SYMPK	870.7865
SYN1	15.3595	removed	removed
removed	removed	SYN2	616.3724
SYN3	6.1438	SYN3	21.2681
SYNCRIP	2723.754	SYNCRIP	4160.9149
SYNC	324.9937	SYNC	792.2873
SYNE1	841.3601	SYNE1	5415.7303
SYNE2	2758.9102	SYNE2	5237.9615
SYNGAP1	335.8614	SYNGAP1	241.9743
SYNGR1	972.3153	SYNGR1	222.6525
SYNGR2	8126.2074	SYNGR2	1740.7705
SYNGR3	20.138	removed	removed
SYNGR4	11.9463	removed	removed
SYNJ1	247.4589	SYNJ1	673.3547
SYNJ2BP	1531.173	SYNJ2BP	2028.4912
SYNJ2	682.3038	SYNJ2	314.2055
SYNM	229.7101	SYNM	4158.1059
SYNPO2	356.6821	SYNPO2	9340.2889
SYNPO	1185.0719	SYNPO	11334.2697
SYNRG	613.698	SYNRG	1206.26
SYPL1	2004.9287	SYPL1	3899.679
SYPL2	13.9942	SYPL2	137.2392
SYP	42.324	SYP	36.9181
SYS1-DBNDD2	24.9063	removed	removed
SYS1	1463.5502	SYS1	1018.9366
SYT11	396.2755	SYT11	886.4366
SYT12	51.5397	removed	removed
SYT13	17.0661	removed	removed
SYT15	20.138	SYT15	446.2279
SYT17	490.8218	SYT17	75.8427
SYT1	131.4092	SYT1	52.5682
SYT2	16.7248	SYT2	15.2488
SYT3	40.9587	removed	removed
SYT7	2718.6342	SYT7	204.2536
SYT9	40.6174	removed	removed
SYTL1	835.8989	SYTL1	10.0321
SYTL2	3173.2758	SYTL2	320.626
SYTL3	134.8224	SYTL3	201.8459
SYTL4	681.2798	SYTL4	1558.1862
SYTL5	1100.4239	removed	removed
SYVN1	1684.4268	SYVN1	1630.8186
TAB1	828.5025	TAB1	296.6091
TAB2	1747.9128	TAB2	3461.878
TAB3	1190.5331	TAB3	898.0738
TACC1	2072.5106	TACC1	19203.8523
TACC2	286.0283	TACC2	2743.5795
TACC3	866.618	TACC3	83.8684
TACO1	1669.0673	TACO1	269.2616
TACR1	6.4851	TACR1	603.9326
TACR2	11.9463	TACR2	24.8796
TACSTD2	3401.9619	TACSTD2	24.8796
TADA1	400.03	TADA1	222.7127
TADA2A	76.7976	TADA2A	184.5907
TADA2B	975.4999	TADA2B	723.5152
TADA3	2209.8383	TADA3	938.4631
TAF10	735.5501	TAF10	598.7159
TAF11	812.0064	TAF11	521.2681
TAF12	483.3127	TAF12	463.8844
TAF13	184.9968	TAF13	272.0706
TAF15	858.0849	TAF15	1311.3965
TAF1A	117.7563	TAF1A	105.939
TAF1B	264.1837	TAF1B	249.5987
TAF1C	585.0269	TAF1C	306.9823
TAF1D	416.1882	TAF1D	489.9639
TAF1L	32.767	TAF1L	50.9631
TAF1	1626.0607	TAF1	1763.2424
TAF2	780.946	TAF2	856.3403
TAF3	240.6324	TAF3	288.9246
TAF4B	94.5463	TAF4B	221.5088
TAF4	818.1502	TAF4	333.4671
TAF5L	883.6841	TAF5L	595.5056
TAF5	89.0852	TAF5	149.679
TAF6L	209.572	TAF6L	102.3274
TAF6	813.713	TAF6	575.4414
TAF7	2720.6821	TAF7	2946.2279
TAF8	514.0318	TAF8	786.9181
TAF9B	661.8244	TAF9B	964.687
TAF9	1508.3044	TAF9	1483.1461
TAGAP	142.6728	TAGAP	327.4478
TAGLN2	27511.9634	TAGLN2	9324.2376
TAGLN	9411.478	TAGLN	5422.3676
TAL1	34.8149	TAL1	281.3002
TALDO1	3030.9443	TALDO1	2727.5281
TANC1	733.1609	TANC1	1012.0385
TANC2	5773.8124	TANC2	878.0096
TANK	845.456	TANK	1053.7721
TAOK1	597.9971	TAOK1	1547.3515
TAOK2	950.9246	TAOK2	942.6164
TAOK3	758.0774	TAOK3	992.3756
TAP1	3422.1	TAP1	854.7352
TAP2	1072.6983	TAP2	800.1605
TAPBPL	436.2546	TAPBPL	439.4623
TAPBP	5071.0292	TAPBP	1751.6051
TAPT1	657.3872	TAPT1	1003.2103
TARBP1	773.4369	TARBP1	565.8106
TARBP2	503.4508	TARBP2	142.0546
TARDBP	3820.0821	TARDBP	3372.3917
TARP	13.3116	TARP	17.6565
TARS2	1256.7497	TARS2	328.2504
TARSL2	961.5056	TARSL2	353.13
TARS	1628.4499	TARS	1751.6051
TAS1R3	5.4612	removed	removed
TAS2R14	9.6014	TAS2R14	9.9759
TAS2R20	16.0422	TAS2R20	18.4591
TAS2R4	11.605	removed	removed
TAS2R5	19.1141	TAS2R5	11.236
TASP1	279.8845	TASP1	186.9984
TATDN1	258.0399	TATDN1	400.8828
TATDN2	1526.3945	TATDN2	1065.008
TATDN3	323.2325	TATDN3	545.7464
TAT	5.8025	removed	removed
TAX1BP1	2545.2423	TAX1BP1	3037.3194
TAX1BP3	2323.0652	TAX1BP3	2351.8138
TAZ	262.1357	TAZ	227.1268
TBC1D10A	782.2806	TBC1D10A	250.1645
TBC1D10B	1327.4034	TBC1D10B	645.6661
TBC1D10C	146.4274	TBC1D10C	14.0449
TBC1D12	255.3093	TBC1D12	936.9984
TBC1D13	782.6526	TBC1D13	1260.8347
TBC1D14	1365.9729	TBC1D14	1654.4944
TBC1D15	857.4023	TBC1D15	1714.2857
TBC1D16	465.9053	TBC1D16	1218.2986
TBC1D17	2378.1069	TBC1D17	899.5024
TBC1D19	112.2951	TBC1D19	193.8202
TBC1D1	787.7725	TBC1D1	1358.3467
TBC1D20	1929.1551	TBC1D20	1862.7608
TBC1D22A	342.0052	TBC1D22A	336.2761
TBC1D22B	344.3467	TBC1D22B	305.7624
TBC1D23	7422.7416	TBC1D23	1261.6372
TBC1D24	201.295	TBC1D24	277.0867
TBC1D25	505.84	TBC1D25	445.4254
TBC1D2B	1254.7017	TBC1D2B	3656.9021
TBC1D2	823.9527	TBC1D2	138.8443
TBC1D3B	74.7496	TBC1D3B	34.9117
TBC1D3C	27.9884	removed	removed
removed	removed	TBC1D3G	14.8475
TBC1D3H	5.4612	removed	removed
TBC1D3	195.0146	TBC1D3	166.1637
TBC1D4	1318.529	TBC1D4	2158.9085
TBC1D5	1641.4202	TBC1D5	2813.4029
TBC1D7	418.8028	TBC1D7	197.1629
TBC1D8B	278.1779	TBC1D8B	389.6469
TBC1D8	673.4294	TBC1D8	512.8411
TBC1D9B	4767.5935	TBC1D9B	3512.4398
TBC1D9	13459.0311	TBC1D9	2499.5987
TBCA	1903.8972	TBCA	987.5602
TBCB	1605.4311	TBCB	464.3178
TBCCD1	229.3688	TBCCD1	312.199
TBCC	701.7592	TBCC	272.4719
TBCD	1104.8987	TBCD	950.4856
TBCEL	260.4291	TBCEL	528.4912
TBCE	635.1569	TBCE	334.9238
TBCK	608.09	TBCK	1056.882
TBK1	776.5088	TBK1	692.2151
TBKBP1	87.7199	TBKBP1	185.7945
TBL1XR1	2937.7632	TBL1XR1	3792.1348
TBL1X	2587.225	TBL1X	996.7897
