gene_id	TCGA-A7-A0CE-01A-11R-A00Z-07	gene_id	TCGA-A7-A0CE-11A-21R-A089-07
SLC22A4	93.8147	SLC22A4	100.5079
SLC22A5	823.4596	SLC22A5	553.9683
SLC23A1	6.7802	SLC23A1	6.9841
SLC23A2	861.4289	SLC23A2	727.3016
removed	removed	SLC23A3	7.7619
SLC24A1	388.8465	SLC24A1	399.7016
SLC24A3	1044.4953	SLC24A3	613.6508
removed	removed	SLC24A4	7.3016
SLC24A5	20.2932	SLC24A5	12.1651
SLC24A6	810.9162	SLC24A6	860
SLC25A10	635.6471	SLC25A10	607.9365
SLC25A11	1722.8579	SLC25A11	1089.5238
SLC25A12	814.6453	SLC25A12	857.1429
SLC25A13	1547.2498	SLC25A13	476.1905
SLC25A14	240.6984	SLC25A14	152.381
SLC25A15	1011.4416	SLC25A15	462.6095
SLC25A16	169.5059	SLC25A16	193.9683
SLC25A17	540.3848	SLC25A17	577.4603
SLC25A18	11.5264	SLC25A18	140.3175
SLC25A19	462.7511	SLC25A19	127.9365
SLC25A1	917.3659	SLC25A1	1374.2857
SLC25A20	300.3644	SLC25A20	683.4921
SLC25A21	11.7942	SLC25A21	9.6635
SLC25A22	521.0611	SLC25A22	285.7143
SLC25A23	3686.7531	SLC25A23	1243.4921
SLC25A24	1586.9141	SLC25A24	765.0794
SLC25A25	464.4461	SLC25A25	851.4286
SLC25A26	298.2931	SLC25A26	519.9429
SLC25A27	60.6831	SLC25A27	215.5556
SLC25A28	700.7374	SLC25A28	802.5397
SLC25A29	572.9299	SLC25A29	1085.7143
SLC25A30	362.0646	SLC25A30	390.1587
SLC25A32	544.2631	SLC25A32	417.1492
SLC25A33	358.6745	SLC25A33	209.8413
SLC25A34	12.5434	SLC25A34	36.8254
SLC25A35	126.3768	SLC25A35	286.6762
SLC25A36	1139.7576	SLC25A36	1240
SLC25A37	3188.7448	SLC25A37	552.6984
SLC25A38	380.0322	SLC25A38	817.1429
SLC25A39	3500.2966	SLC25A39	2000.3175
SLC25A3	8138.6558	SLC25A3	7551.1111
SLC25A40	381.3883	SLC25A40	113.9683
SLC25A41	12.2044	removed	removed
SLC25A42	299.0084	SLC25A42	253.0159
SLC25A43	756.3353	SLC25A43	393.6508
SLC25A44	1541.8256	SLC25A44	643.4921
SLC25A45	69.4974	SLC25A45	163.1746
SLC25A46	574.964	SLC25A46	447.9365
SLC25A4	971.2688	SLC25A4	939.6825
SLC25A5	15842.6985	SLC25A5	4215.5556
SLC25A6	3878.2948	SLC25A6	9505.0794
SLC26A10	42.1765	SLC26A10	28.854
SLC26A11	341.3849	SLC26A11	426.3492
SLC26A1	16.615	SLC26A1	34.3016
SLC26A2	1919.1457	SLC26A2	1319.6825
removed	removed	SLC26A3	85.0794
SLC26A4	8.4753	SLC26A4	29.2063
SLC26A6	136.6217	SLC26A6	167.2984
SLC26A7	13.5605	SLC26A7	11.4286
SLC26A8	5.4242	removed	removed
SLC26A9	115.603	removed	removed
SLC27A1	310.8738	SLC27A1	1162.2222
SLC27A2	59.6661	SLC27A2	70.4762
SLC27A3	449.8686	SLC27A3	874.6032
SLC27A4	732.2654	SLC27A4	773.6508
SLC27A5	84.8919	SLC27A5	130.7937
SLC27A6	519.027	SLC27A6	495.5556
SLC28A1	18.3066	removed	removed
SLC28A3	11.5264	SLC28A3	87.619
SLC29A1	3661.3272	SLC29A1	2298.0952
SLC29A2	422.6121	SLC29A2	233.2762
SLC29A3	231.8841	SLC29A3	376.5079
SLC29A4	270.5314	SLC29A4	143.8095
SLC2A10	323.0782	SLC2A10	967.9365
SLC2A11	117.2981	SLC2A11	217.4603
SLC2A12	167.1328	SLC2A12	224.127
SLC2A13	110.1788	SLC2A13	98.0952
SLC2A14	61.7001	SLC2A14	11.4286
SLC2A1	3798.966	SLC2A1	1677.7778
SLC2A3	512.5858	SLC2A3	440.9524
SLC2A4RG	810.9162	SLC2A4RG	1322.2222
SLC2A4	8.1363	SLC2A4	68.8889
SLC2A5	54.9199	SLC2A5	247.619
SLC2A6	123.4003	SLC2A6	53.0159
SLC2A8	226.4599	SLC2A8	362.5397
SLC2A9	52.5468	SLC2A9	161.2698
SLC30A1	379.0152	SLC30A1	397.7778
removed	removed	SLC30A2	5.0794
SLC30A4	114.925	SLC30A4	42.5397
SLC30A5	1593.6944	SLC30A5	1168.5714
SLC30A6	512.2468	SLC30A6	178.7302
SLC30A7	802.1019	SLC30A7	718.0952
SLC30A9	1732.3502	SLC30A9	1444.127
SLC31A1	1658.7846	SLC31A1	1390.7937
SLC31A2	379.0152	SLC31A2	685.7143
SLC33A1	635.6471	SLC33A1	542.5397
SLC34A2	530.8924	SLC34A2	1554.6032
SLC35A1	388.3549	SLC35A1	730.0635
SLC35A2	1336.0454	SLC35A2	648.5714
SLC35A3	315.62	SLC35A3	353.0159
SLC35A4	2728.0278	SLC35A4	2017.7778
SLC35A5	594.6267	SLC35A5	715.2381
SLC35B1	1678.4473	SLC35B1	781.5873
SLC35B2	2529.3669	SLC35B2	1441.9048
SLC35B3	635.9861	SLC35B3	540.3175
SLC35B4	615.9844	SLC35B4	392.0635
SLC35C1	1081.7866	SLC35C1	527.619
SLC35C2	757.0133	SLC35C2	982.8571
SLC35D1	980.0831	SLC35D1	499.0476
SLC35D2	450.2076	SLC35D2	537.1429
SLC35E1	2956.8608	SLC35E1	1835.873
SLC35E2	2078.2405	SLC35E2	3050.0984
SLC35E2	45.3293	SLC35E2	89.2667
SLC35E3	234.9352	SLC35E3	212.6984
SLC35E4	58.7236	SLC35E4	115.2698
SLC35F1	7.7973	SLC35F1	9.2063
SLC35F2	442.4104	SLC35F2	204.127
SLC35F3	22.3748	SLC35F3	293.9683
SLC35F5	380.3712	SLC35F5	664.7619
SLC36A1	139.6729	SLC36A1	219.0476
SLC36A4	767.8617	SLC36A4	130.4762
SLC37A1	464.1071	SLC37A1	397.4603
SLC37A2	88.4821	SLC37A2	237.1429
SLC37A3	1827.2735	SLC37A3	934.6032
SLC37A4	483.4308	SLC37A4	504.4444
SLC38A10	3455.5471	SLC38A10	3720.6349
removed	removed	SLC38A11	7.619
SLC38A1	9284.8546	SLC38A1	6137.7778
SLC38A2	2232.0536	SLC38A2	4278.0952
SLC38A3	41.6984	SLC38A3	46.3492
removed	removed	SLC38A4	13.0159
SLC38A5	25.7649	SLC38A5	89.5238
SLC38A6	53.9029	SLC38A6	142.8571
SLC38A7	357.9964	SLC38A7	182.5397
SLC38A9	256.2929	SLC38A9	169.2063
SLC39A10	579.0321	SLC39A10	539.6825
SLC39A11	1104.5004	SLC39A11	940.3175
SLC39A12	59.2152	removed	removed
SLC39A13	685.8208	SLC39A13	929.2063
SLC39A14	3393.5079	SLC39A14	1796.1905
SLC39A1	5039.7491	SLC39A1	3018.4127
SLC39A2	7.1192	SLC39A2	13.0159
SLC39A3	343.4189	SLC39A3	482.2222
SLC39A4	285.7869	SLC39A4	243.4921
SLC39A6	7851.8519	SLC39A6	29018.7302
SLC39A7	4186.7955	SLC39A7	3982.5397
SLC39A8	1975.0826	SLC39A8	957.4603
SLC39A9	1882.8714	SLC39A9	2097.7778
removed	removed	SLC3A1	9.5238
SLC3A2	14842.9528	SLC3A2	2972.6984
SLC40A1	567.5057	SLC40A1	3659.3651
SLC41A1	1088.2278	SLC41A1	692.0635
SLC41A2	140.0119	SLC41A2	300.6349
SLC41A3	1322.824	SLC41A3	1298.0952
SLC43A1	87.126	SLC43A1	251.1111
SLC43A2	1389.2703	SLC43A2	751.1111
SLC43A3	4431.2671	SLC43A3	1832.0635
SLC44A1	2333.4181	SLC44A1	3253.0159
SLC44A2	19035.1725	SLC44A2	5086.0317
SLC44A3	445.4615	SLC44A3	349.2063
SLC44A4	26.1039	SLC44A4	877.7778
SLC44A5	122.0442	SLC44A5	129.2063
SLC45A1	25.4259	SLC45A1	96.5079
SLC45A3	354.9453	SLC45A3	123.8095
SLC45A4	4046.1056	SLC45A4	480.9524
SLC46A1	871.762	SLC46A1	1079.6349
removed	removed	SLC46A2	20.3175
SLC46A3	158.9965	SLC46A3	659.3651
SLC47A1	17.6286	SLC47A1	83.8095
removed	removed	SLC47A2	10.7937
SLC48A1	528.8584	SLC48A1	1084.7619
SLC4A11	335.2827	SLC4A11	341.9048
SLC4A1AP	850.4314	SLC4A1AP	765.3968
removed	removed	SLC4A1	5.7143
SLC4A2	3257.0421	SLC4A2	1852.6825
SLC4A3	146.7921	SLC4A3	401.2698
SLC4A4	75.5996	SLC4A4	55.873
SLC4A5	146.0531	SLC4A5	202.1937
SLC4A7	347.1481	SLC4A7	1812.381
SLC4A8	102.7206	SLC4A8	318.4127
SLC5A1	140.3509	SLC5A1	640
SLC5A3	1262.8833	SLC5A3	412.5333
SLC5A6	2613.052	SLC5A6	1609.6222
SLC5A8	10.8484	SLC5A8	9.2063
removed	removed	SLC5A9	15.873
SLC6A10P	9.8313	removed	removed
SLC6A11	81.3628	SLC6A11	10.7937
SLC6A12	18.3066	SLC6A12	12.6984
SLC6A14	5953.3859	SLC6A14	382.5397
SLC6A15	154.2504	SLC6A15	5.3968
SLC6A16	48.8177	SLC6A16	32.0635
SLC6A17	188.1515	SLC6A17	27.3016
SLC6A1	18.9847	SLC6A1	14.2857
removed	removed	SLC6A2	12.6984
SLC6A4	9.1533	removed	removed
SLC6A6	579.3711	SLC6A6	674.2857
SLC6A8	2721.9256	SLC6A8	736.5079
SLC6A9	356.0912	SLC6A9	363.0762
SLC7A10	8.5736	SLC7A10	25.2317
SLC7A11	138.6558	SLC7A11	75.5556
removed	removed	SLC7A14	7.3016
SLC7A1	3078.905	SLC7A1	885.3968
SLC7A2	3444.6987	SLC7A2	2602.2222
removed	removed	SLC7A3	52.381
SLC7A4	123.7393	SLC7A4	76.1905
SLC7A5P2	10.9263	removed	removed
SLC7A5	45871.345	SLC7A5	651.1111
SLC7A6OS	155.047	SLC7A6OS	170.273
SLC7A6	653.157	SLC7A6	812.2667
SLC7A7	152.8943	SLC7A7	318.0952
SLC7A8	2551.4027	SLC7A8	2217.1429
SLC8A1	60.6831	SLC8A1	211.1111
SLC8A2	11.1874	removed	removed
SLC8A3	25.0869	SLC8A3	9.8413
SLC9A1	1551.3179	SLC9A1	1555.873
removed	removed	SLC9A2	114.9206
SLC9A3R1	1175.3538	SLC9A3R1	7155.5556
SLC9A3R2	602.4239	SLC9A3R2	2079.3651
SLC9A3	5.4377	SLC9A3	9.5238
SLC9A5	8.1363	SLC9A5	26.6667
SLC9A6	712.6028	SLC9A6	282.2222
SLC9A7	96.9574	SLC9A7	87.3016
SLC9A8	459.7	SLC9A8	588.8889
SLC9A9	58.649	SLC9A9	269.8413
removed	removed	SLCO1A2	18.4127
SLCO1C1	22.0358	SLCO1C1	5.7143
SLCO2A1	404.7801	SLCO2A1	777.7778
SLCO2B1	341.3849	SLCO2B1	1781.2698
SLCO3A1	314.9419	SLCO3A1	833.0159
SLCO4A1	100.1	SLCO4A1	100.3365
SLCO4C1	42.7155	SLCO4C1	5.3968
SLFN11	279.6847	SLFN11	546.6667
removed	removed	SLFN12L	6.9841
SLFN12	132.5536	SLFN12	96.8254
SLFN13	1308.5855	SLFN13	720.3175
SLFN5	768.8787	SLFN5	546.9841
SLFNL1	5.4242	SLFNL1	5.3968
SLIT1	20.6797	SLIT1	12.0635
SLIT2	124.4173	SLIT2	306.6667
SLIT3	379.3542	SLIT3	2751.1111
SLITRK2	5.0852	SLITRK2	10.7937
SLITRK4	28.816	SLITRK4	71.746
SLITRK5	133.2316	SLITRK5	44.7619
SLITRK6	48.8177	SLITRK6	577.1429
SLK	1797.1014	SLK	1556.1905
SLMAP	856.3438	SLMAP	1675.873
SLMO1	53.2248	SLMO1	36.8254
SLMO2	2467.3277	SLMO2	1179.3651
SLPI	9518.4338	SLPI	2487.619
SLTM	1888.9736	SLTM	1933.6508
SLU7	529.1974	SLU7	1255.2381
SMAD1	868.5482	SMAD1	443.4921
SMAD2	2753.1147	SMAD2	1779.6825
SMAD3	546.148	SMAD3	1205.3968
SMAD4	2000.878	SMAD4	1597.8603
SMAD5	1564.2004	SMAD5	1348.8889
SMAD6	64.7513	SMAD6	84.7619
SMAD7	373.93	SMAD7	453.9683
SMAD9	82.7189	SMAD9	33.6508
SMAGP	236.2912	SMAGP	321.5873
SMAP1	942.2324	SMAP1	740.4571
SMAP2	643.4444	SMAP2	1682.2222
SMARCA1	1228.5787	SMARCA1	2029.5238
SMARCA2	3310.789	SMARCA2	5148.8889
SMARCA4	6041.1899	SMARCA4	2775.5556
SMARCA5	4638.6982	SMARCA5	2504.127
SMARCAD1	1411.306	SMARCAD1	716.1905
SMARCAL1	413.2554	SMARCAL1	616.5079
SMARCB1	1527.5871	SMARCB1	1334.2857
SMARCC1	4407.1531	SMARCC1	2383.4921
SMARCC2	3225.3581	SMARCC2	2714.6032
SMARCD1	1774.3877	SMARCD1	1171.4286
SMARCD2	3487.7532	SMARCD2	3402.5397
SMARCD3	764.8106	SMARCD3	1027.619
SMARCE1	4620.0525	SMARCE1	3338.7302
SMC1A	4234.2571	SMC1A	2128.254
SMC1B	151.1993	SMC1B	8.5714
SMC2	1173.9978	SMC2	450.4762
SMC3	2671.4128	SMC3	1435.2381
SMC4	2973.4723	SMC4	686.9841
SMC5	851.2586	SMC5	780.3175
SMC6	1143.8257	SMC6	477.1429
SMCHD1	1323.841	SMCHD1	1040.3175
SMCR7L	1077.0404	SMCR7L	980.3175
SMCR7	257.649	SMCR7	354.2857
SMCR8	1101.1781	SMCR8	804.6
SMEK1	2602.9325	SMEK1	1364.4444
SMEK2	1844.5631	SMEK2	1619.6825
SMG1	3045.6818	SMG1	1875.2381
SMG5	3661.3272	SMG5	1931.746
SMG6	1467.243	SMG6	1370.4762
SMG7	4375.9641	SMG7	1626.6667
SMN2	960.8272	SMN2	853.7143
SMNDC1	760.4034	SMNDC1	529.5238
SMOC1	7797.61	SMOC1	179.6825
SMOC2	429.5279	SMOC2	4416.1905
SMOX	228.4939	SMOX	208.8889
SMO	1156.7082	SMO	667.619
SMPD1	438.0032	SMPD1	990.1587
SMPD2	218.3236	SMPD2	312.0635
SMPD3	26.7819	SMPD3	191.4286
SMPD4	1714.3826	SMPD4	1750.4762
SMPDL3A	97.2964	SMPDL3A	328.8889
SMPDL3B	1218.7474	SMPDL3B	402.8571
removed	removed	SMR3A	6.3492
SMR3B	5.0852	SMR3B	517.7778
SMS	1715.7386	SMS	1432.6984
SMTNL2	18.3066	SMTNL2	29.5238
SMTN	788.8804	SMTN	2194.2857
SMU1	2096.7879	SMU1	1753.6508
SMUG1	679.7186	SMUG1	536.5079
SMURF1	1164.3597	SMURF1	800.1238
SMURF2	793.6266	SMURF2	427.619
SMYD1	9.8313	SMYD1	743.8095
SMYD2	1757.4371	SMYD2	664.7619
SMYD3	245.7835	SMYD3	317.4603
SMYD4	501.0594	SMYD4	418.0952
SMYD5	790.5755	SMYD5	618.0952
SNAI1	157.3015	SNAI1	70.7937
SNAI2	393.9317	SNAI2	1242.5397
SNAI3	7.4583	SNAI3	36.5079
SNAP23	1045.5123	SNAP23	1352.6984
SNAP25	66.7853	SNAP25	34.6032
SNAP29	999.4067	SNAP29	1187.9365
SNAP47	1123.1053	SNAP47	778.0889
SNAP91	18.9847	SNAP91	5.7143
SNAPC1	181.7103	SNAPC1	213.3333
SNAPC2	361.7256	SNAPC2	442.2222
SNAPC3	423.7647	SNAPC3	427.619
SNAPC4	298.6694	SNAPC4	347.3016
SNAPC5	157.7252	SNAPC5	115.1175
SNAPIN	919.0609	SNAPIN	731.746
SNCAIP	26.4429	SNCAIP	165.0794
SNCA	203.0681	SNCA	183.8095
SNCG	284.4309	SNCG	1603.8095
SND1	7262.3104	SND1	4309.5238
SNED1	207.1362	SNED1	739.6825
SNF8	1287.2277	SNF8	994.6032
SNHG10	50.1737	SNHG10	90.4762
SNHG11	117.3557	SNHG11	176.6
SNHG12	308.7312	SNHG12	255.6889
SNHG1	620.6187	SNHG1	562.3587
SNHG3-RCC1	57.7676	SNHG3-RCC1	300.5873
SNHG3	75.9386	SNHG3	81.5873
SNHG4	6.6751	SNHG4	7.1016
SNHG5	382.7443	SNHG5	1115.873
SNHG6	925.8412	SNHG6	902.8571
SNHG7	345.6768	SNHG7	956.8762
SNHG8	582.4222	SNHG8	1373.6508
SNHG9	50.8518	SNHG9	57.4603
SNIP1	379.6932	SNIP1	362.8571
SNN	1322.485	SNN	1159.3651
removed	removed	SNORA39	10.0667
removed	removed	SNORA7B	8.2698
SNORA8	404.4309	SNORA8	275.7524
removed	removed	SNORD116-20	11.1111
removed	removed	SNORD116-28	37.8762
removed	removed	SNORD116-4	20.2794
SNORD1C	43.5189	SNORD1C	23.2
SNPH	19.3237	SNPH	190.7937
SNRK	676.3285	SNRK	856.1905
SNRNP200	5845.2411	SNRNP200	5566.3492
SNRNP25	566.1497	SNRNP25	470.1587
SNRNP27	489.872	SNRNP27	535.873
SNRNP35	244.6004	SNRNP35	523.1587
SNRNP40	1188.2363	SNRNP40	901.5873
SNRNP48	483.7698	SNRNP48	310.7937
SNRNP70	2644.9699	SNRNP70	3711.4286
SNRPA1	797.0167	SNRPA1	388.254
SNRPA	1254.6826	SNRPA	1208.254
SNRPB2	800.4068	SNRPB2	1004.127
SNRPB	2525.6378	SNRPB	2098.0952
SNRPC	1703.5342	SNRPC	981.5873
SNRPD1	1478.0914	SNRPD1	675.2381
SNRPD2	2919.2304	SNRPD2	3077.1429
SNRPD3	1433.5893	SNRPD3	1843.4159
SNRPE	1939.1474	SNRPE	812.381
SNRPF	922.7901	SNRPF	711.1111
SNRPG	1100.7713	SNRPG	686.9841
SNRPN	187.565	SNRPN	2731.4159
SNTA1	105.4327	SNTA1	422.2222
SNTB1	191.2026	SNTB1	410.1587
SNTB2	592.9316	SNTB2	824.4444
removed	removed	SNTG2	9.2063
SNUPN	559.0304	SNUPN	610.1587
SNURF	8.0447	SNURF	165.0889
SNW1	2367.6583	SNW1	1825.7143
SNX10	421.3916	SNX10	204.4444
SNX11	425.7988	SNX11	560
SNX12	357.3184	SNX12	226.3492
SNX13	745.1479	SNX13	748.5714
SNX14	1384.1851	SNX14	1261.9048
SNX15	350.5382	SNX15	472.6984
SNX16	119.6712	SNX16	186.6667
SNX17	2407.6617	SNX17	2903.4921
SNX18	1024.1546	SNX18	711.4286
SNX19	1133.6554	SNX19	1911.1111
SNX1	4046.1056	SNX1	4221.5873
SNX20	11.3569	SNX20	32.2222
SNX21	200.2068	SNX21	762.9492
SNX22	2455.3979	SNX22	247.5175
SNX24	281.7188	SNX24	239.3651
SNX25	185.7785	SNX25	400.9524
SNX27	1828.4634	SNX27	858.346
SNX29	598.6948	SNX29	625.3968
SNX2	1304.1783	SNX2	1704.4444
SNX30	357.3184	SNX30	501.9048
removed	removed	SNX31	10.4762
SNX32	9.4923	removed	removed
SNX33	699.3813	SNX33	980.9524
SNX3	3971.523	SNX3	3240.6349
SNX4	990.9314	SNX4	762.8571
SNX5	1274.0063	SNX5	1954.2857
SNX6	1145.5208	SNX6	1199.3651
SNX7	1117.0438	SNX7	475.873
SNX8	678.0236	SNX8	262.2222
SNX9	2205.9497	SNX9	1986.0317
SOAT1	1769.3025	SOAT1	512.0635
removed	removed	SOAT2	9.2063
SOBP	44.7496	SOBP	280.9524
SOCS1	51.5298	SOCS1	90.4762
SOCS2	260.022	SOCS2	1300.6349
SOCS3	2110.0093	SOCS3	1927.619
SOCS4	486.1429	SOCS4	460.9524
SOCS5	535.6386	SOCS5	718.7302
SOCS6	1206.2039	SOCS6	826.9841
SOCS7	93.9063	SOCS7	51.1111
SOD1	5381.473	SOD1	4097.4603
SOD2	12473.2604	SOD2	4920.9524
SOD3	1424.1885	SOD3	1095.873
SOHLH2	11.8654	SOHLH2	29.2508
SOLH	577.3371	SOLH	487.619
SON	6277.1421	SON	5256.5079
SORBS1	1931.3501	SORBS1	2460.9524
SORBS2	1090.2619	SORBS2	2101.9048
SORBS3	2201.2035	SORBS3	2555.873
removed	removed	SORCS1	18.4127
SORCS2	85.431	SORCS2	192.6984
SORD	853.6317	SORD	740.6349
SORL1	1276.3794	SORL1	2498.7302
SORT1	5744.8936	SORT1	2485.7143
SOS1	1885.2445	SOS1	1014.6032
SOS2	985.1682	SOS2	982.5397
SOSTDC1	68.1414	SOSTDC1	394.2857
SOX10	1085.8547	SOX10	1853.3333
SOX11	1924.5699	SOX11	64.127
SOX12	479.3627	SOX12	448.5714
SOX13	433.5961	SOX13	1013.3333
SOX15	104.4156	SOX15	45.0794
SOX17	29.494	SOX17	193.6508
SOX18	89.1601	SOX18	237.1429
SOX2	8.4753	SOX2	6.3492
SOX4	3581.6595	SOX4	2299.3651
SOX5	104.0766	SOX5	10.1587
SOX6	460.717	SOX6	43.1746
SOX7	83.7359	SOX7	158.0952
SOX8	28.138	SOX8	66.6667
SOX9	6260.1915	SOX9	1937.1429
SP100	959.0643	SP100	2060
SP110	279.0067	SP110	734.2857
SP140L	117.6371	SP140L	318.4127
SP140	31.8671	SP140	48.254
SP1	2937.1981	SP1	2442.2222
SP2	448.8516	SP2	721.5873
SP3	1593.3554	SP3	1546.9841
SP4	229.172	SP4	146.6667
removed	removed	SP5	21.5873
SP6	102.7206	SP6	314.2857
SPA17	80.3458	SPA17	247.9365
SPAG16	132.5536	SPAG16	345.3968
removed	removed	SPAG17	33.0159
SPAG1	56.954	SPAG1	253.6508
SPAG4	54.2419	SPAG4	56.1905
SPAG5	1552.8841	SPAG5	155.3111
removed	removed	SPAG6	54.2857
SPAG7	641.0713	SPAG7	976.8254
SPAG8	11.8654	SPAG8	36.1905
SPAG9	2153.7418	SPAG9	1509.8413
SPARCL1	2498.5168	SPARCL1	20317.4603
SPARC	19140.9441	SPARC	27634.9206
SPAST	541.7408	SPAST	367.619
SPATA12	9.1533	removed	removed
SPATA13	190.5043	SPATA13	349.0603
SPATA17	58.649	SPATA17	39.6825
SPATA18	146.1141	SPATA18	473.9683
SPATA20	132.8926	SPATA20	1053.9683
SPATA24	27.46	SPATA24	40
SPATA2L	125.4344	SPATA2L	254.9206
SPATA2	356.6404	SPATA2	452.0635
removed	removed	SPATA4	16.8254
SPATA5L1	374.608	SPATA5L1	170.7937
SPATA5	523.4342	SPATA5	193.3333
SPATA6	65.7683	SPATA6	122.5397
SPATA7	189.1686	SPATA7	216.8254
removed	removed	SPATA9	9.5968
SPATS2L	1544.8767	SPATS2L	1706.0317
SPATS2	737.3506	SPATS2	507.3016
SPC24	81.7018	removed	removed
SPC25	141.3679	SPC25	24.4444
SPCS1	1751.9247	SPCS1	2404.6762
SPCS2	241.7154	SPCS2	642.2222
SPCS3	1201.4578	SPCS3	2403.8095
SPDEF	91.1942	SPDEF	4144.127
SPDYA	8.221	SPDYA	11.1619
SPDYE1	11.6823	SPDYE1	13.7778
SPDYE3	82.3019	SPDYE3	63.4127
SPDYE5	8.8143	SPDYE5	6.3492
SPDYE6	47.4616	SPDYE6	23.1746
SPDYE7P	9.4923	removed	removed
SPDYE8P	17.9676	SPDYE8P	27.3016
removed	removed	SPEF1	31.746
SPEF2	62.7172	SPEF2	211.1111
SPEG	159.6745	SPEG	774.2857
SPEN	1995.0843	SPEN	1821.5873
SPERT	6.7802	removed	removed
removed	removed	SPESP1	31.4381
SPG11	1828.6295	SPG11	1800
SPG20	2251.0382	SPG20	1688.8889
SPG21	3599.2881	SPG21	1743.8095
SPG7	1117.3828	SPG7	1342.5397
SPHAR	117.9591	SPHAR	163.7238
SPHK1	1620.0695	SPHK1	418.7016
SPHK2	214.1605	SPHK2	314.6476
removed	removed	SPHKAP	63.1746
SPI1	161.3696	SPI1	518.4127
SPIB	11.5264	SPIB	13.9683
SPIN1	2642.5968	SPIN1	2308.8889
SPIN2B	108.8431	SPIN2B	156.6
SPIN3	281.7188	SPIN3	283.1746
SPIN4	263.4122	SPIN4	96.8254
SPINK1	38.3083	SPINK1	23.1746
SPINK5	176.9641	SPINK5	52.381
removed	removed	SPINK8	31.746
SPINLW1	10.9365	removed	removed
SPINT1	2486.9904	SPINT1	3883.8095
SPINT2	11914.908	SPINT2	12158.0952
SPIRE1	508.8567	SPIRE1	640
SPIRE2	216.6285	SPIRE2	86.6667
SPNS1	1313.6435	SPNS1	721.4063
SPNS2	178.3846	SPNS2	689.2698
removed	removed	SPNS3	36.1905
SPN	37.9693	SPN	137.1429
SPOCD1	35.9352	SPOCD1	19.3651
SPOCK1	165.0987	SPOCK1	217.7778
SPOCK2	6271.3789	SPOCK2	348.5714
SPON1	496.3132	SPON1	1311.746
SPON2	1324.858	SPON2	918.7302
SPOPL	415.6284	SPOPL	671.746
SPOP	952.6231	SPOP	1334.6032
SPP1	2591.4061	SPP1	1678.4127
SPPL2A	1025.1716	SPPL2A	775.873
SPPL2B	574.964	SPPL2B	866.0317
SPPL3	1111.6196	SPPL3	1382.2222
SPRED1	340.3678	SPRED1	935.2381
SPRED2	690.228	SPRED2	1565.0794
SPRN	88.8211	SPRN	86.6667
removed	removed	SPRR1A	16.8254
removed	removed	SPRR1B	9.5238
removed	removed	SPRR2A	22.2222
removed	removed	SPRR2E	5.0794
removed	removed	SPRR3	51.4286
SPRY1	405.1191	SPRY1	1198.7302
SPRY2	420.3746	SPRY2	1142.5397
SPRY3	80.3458	SPRY3	59.3651
SPRY4	423.0867	SPRY4	666.3492
SPRYD3	1035.342	SPRYD3	1647.3016
SPRYD4	202.729	SPRYD4	359.3651
SPR	667.1752	SPR	758.0952
SPSB1	1799.1355	SPSB1	786.9841
SPSB2	140.6899	SPSB2	157.4603
SPSB3	433.9351	SPSB3	916.5079
SPSB4	158.6575	SPSB4	5.3968
SPTAN1	15891.8552	SPTAN1	9082.2222
SPTBN1	7490.8043	SPTBN1	9237.1429
SPTBN2	1328.5872	SPTBN2	700.9524
SPTBN4	6.1022	SPTBN4	48.5714
SPTBN5	23.3918	SPTBN5	202.3714
SPTB	90.5161	SPTB	106.0317
SPTLC1	1614.0351	SPTLC1	1374.9206
SPTLC2	2154.7589	SPTLC2	1408.254
SPTLC3	272.9045	SPTLC3	394.2857
SPTY2D1	735.9946	SPTY2D1	770.3587
SQLE	1083.4817	SQLE	564.4444
SQRDL	877.3625	SQRDL	1626.0317
SQSTM1	3447.9803	SQSTM1	6890.3841
SR140	2614.1198	SR140	1775.873
SRA1	505.8056	SRA1	677.1429
SRBD1	374.608	SRBD1	435.5556
SRCAP	5202.4748	SRCAP	2846.9841
SRCIN1	206.4582	SRCIN1	259.6825
SRCRB4D	43.0545	SRCRB4D	14.9206
SRC	434.6131	SRC	1094.2857
SRD5A1	592.9316	SRD5A1	130.1587
SRD5A3	468.4804	SRD5A3	582.5016
SREBF1	8327.4854	SREBF1	3586.6667
SREBF2	2445.97	SREBF2	3444.7619
SRFBP1	232.2231	SRFBP1	185.0794
SRF	1272.6502	SRF	2188.8889
SRGAP1	368.8448	SRGAP1	347.9365
SRGAP2	1073.6503	SRGAP2	615.873
SRGAP3	57.293	SRGAP3	257.1429
SRGN	1256.0386	SRGN	1828.5714
SRI	3630.4772	SRI	1988.8889
SRL	5.4242	SRL	42.5397
SRMS	26.4429	SRMS	19.0476
SRM	1879.8203	SRM	1366.9841
SRP14	2335.4522	SRP14	5760.6349
SRP19	625.6971	SRP19	759.7873
SRP54	1143.1477	SRP54	1327.619
SRP68	2344.9445	SRP68	1933.0159
SRP72	3321.2984	SRP72	2046.3492
SRP9	5577.0828	SRP9	4256.8254
SRPK1	2966.6921	SRPK1	825.0794
SRPK2	1215.0182	SRPK2	988.254
SRPK3	82.4002	SRPK3	14.3048
SRPRB	1627.2565	SRPRB	1413.0159
SRPR	3111.4501	SRPR	3886.9841
SRPX2	134.2487	SRPX2	360.6349
SRPX	174.9301	SRPX	2290.1587
