gene_id	TCGA-BH-A0B7-01A-12R-A115-07	gene_id	TCGA-BH-A0B7-11A-34R-A115-07
RIF1	1213.3667	RIF1	1947.3457
RILPL1	171.5332	RILPL1	267.5486
RILPL2	235.8828	RILPL2	549.4174
RILP	82.9164	RILP	71.6444
RIMBP2	6.0758	RIMBP2	27.1903
RIMBP3	43.6026	RIMBP3	41.0013
RIMKLA	80.4146	RIMKLA	45.3172
RIMKLB	333.3417	RIMKLB	822.6068
RIMS1	20.3717	RIMS1	12.9478
RIMS2	44.6748	RIMS2	25.0324
RIMS3	72.5518	RIMS3	312.473
RIMS4	27.1623	RIMS4	34.0958
RIN1	63.6169	RIN1	198.9642
RIN2	1486.0615	RIN2	1799.3095
RIN3	412.7949	RIN3	422.0975
RING1	515.3681	RING1	672.4212
RINL	197.6412	RINL	173.0686
RINT1	404.8749	RINT1	482.9521
RIOK1	379.5568	RIOK1	599.9137
RIOK2	389.564	RIOK2	647.8205
RIOK3	1350.6076	RIOK3	1510.1424
RIPK1	1270.5504	RIPK1	1046.1804
RIPK2	432.8091	RIPK2	442.814
RIPK3	109.0064	RIPK3	162.7104
RIPK4	578.985	RIPK4	940.4402
RIT1	720.8721	RIT1	609.4087
RLF	546.1044	RLF	1087.6133
RLIM	2741.6011	RLIM	2006.0423
RLN2	5.0036	RLN2	18.1269
RLTPR	97.2123	RLTPR	16.4005
RMI1	354.539	RMI1	268.4506
RMND1	324.1601	RMND1	620.1985
RMND5A	1457.1122	RMND5A	2231.7652
RMND5B	1082.559	RMND5B	521.7954
RMRP	10.3645	RMRP	23.306
removed	removed	RMST	23.7376
RNASE1	2469.6212	RNASE1	777.2982
RNASE2	8.2202	removed	removed
RNASE4	558.8456	RNASE4	1601.7091
RNASE6	384.5604	RNASE6	218.8174
removed	removed	RNASE7	60.423
RNASEH1	430.6648	RNASEH1	264.5662
RNASEH2A	323.8027	RNASEH2A	205.0065
RNASEH2B	235.8828	RNASEH2B	332.7579
RNASEH2C	255.9507	RNASEH2C	476.4955
RNASEK	1510.5075	RNASEK	1200.0173
RNASEL	610.436	RNASEL	427.7082
RNASEN	1648.3202	RNASEN	1512.3004
RNASET2	1119.7284	RNASET2	653.8628
RND1	541.1008	RND1	55.2438
RND2	45.747	RND2	70.3496
RND3	1167.6197	RND3	3088.9081
RNF103	1993.1916	RNF103	1393.9318
RNF10	2852.0372	RNF10	3337.5054
RNF111	835.2395	RNF111	923.6081
RNF112	7.148	RNF112	10.7898
RNF113A	256.9693	RNF113A	227.0177
RNF114	4413.1523	RNF114	1456.6249
RNF115	665.8327	RNF115	474.7518
RNF11	5233.0236	RNF11	2602.9348
RNF121	627.5911	RNF121	479.0678
RNF122	235.168	RNF122	135.0885
RNF123	916.0114	RNF123	664.6526
RNF125	530.0214	RNF125	546.8278
removed	removed	RNF126P1	5.6107
RNF126	460.6862	RNF126	279.2404
RNF128	44.3174	RNF128	352.1795
RNF130	2250.8935	RNF130	1618.0406
RNF133	16.0829	removed	removed
RNF135	595.7827	RNF135	589.9871
RNF138P1	15.0107	RNF138P1	19.8533
RNF138	527.1623	RNF138	802.7622
RNF139	1131.1651	RNF139	1017.6953
RNF13	1200.8578	RNF13	1687.527
RNF141	1604.7177	RNF141	1704.3591
RNF144A	516.7977	RNF144A	598.1873
RNF144B	1748.3917	RNF144B	2653.8628
RNF145	3691.208	RNF145	1820.8891
RNF146	527.5197	RNF146	829.9525
RNF148	30.0214	removed	removed
RNF149	1021.4439	RNF149	709.5382
RNF14	2506.4332	RNF14	1400.5179
RNF150	59.6855	RNF150	240.8287
RNF152	109.0064	RNF152	125.5934
RNF157	62.534	RNF157	87.1817
RNF160	1852.3946	RNF160	1624.9461
RNF165	39.0279	RNF165	166.9184
RNF166	271.2652	RNF166	177.8161
RNF167	2082.559	RNF167	1579.1972
RNF168	291.9943	RNF168	262.4083
RNF169	666.1651	RNF169	1129.9698
RNF170	358.8277	RNF170	591.7134
RNF175	11.4367	RNF175	16.8321
RNF180	109.0064	RNF180	290.8934
RNF181	965.3324	RNF181	567.5442
RNF182	19.6569	RNF182	8.6319
RNF183	69.6926	RNF183	43.1593
RNF185	988.238	RNF185	1420.8287
removed	removed	RNF186	28.0535
RNF187	4691.208	RNF187	1715.1489
RNF19A	1535.025	RNF19A	1944.7562
RNF19B	815.2252	RNF19B	490.2892
RNF207	59.6855	RNF207	316.789
RNF208	53.9671	RNF208	62.1493
RNF20	697.9986	RNF20	1690.5481
RNF212	213.7241	RNF212	34.5274
RNF213	6382.6912	RNF213	3166.8796
RNF214	333.0951	RNF214	431.5926
RNF215	160.1144	RNF215	224.4281
RNF216L	455.5361	RNF216L	253.3448
RNF216	1656.183	RNF216	1382.391
RNF217	55.7505	RNF217	113.047
RNF219	337.0515	RNF219	437.924
RNF220	901.3259	RNF220	1143.1118
RNF24	731.594	RNF24	427.7082
RNF25	567.5482	RNF25	325.8524
RNF26	1109.0064	RNF26	796.2883
RNF2	657.97	RNF2	657.3155
RNF31	634.2781	RNF31	924.9245
RNF32	21.0865	RNF32	34.0958
RNF34	834.639	RNF34	526.9314
RNF38	743.7455	RNF38	2004.7475
RNF39	200.8578	RNF39	526.5429
RNF40	2626.1615	RNF40	2097.9715
RNF41	1494.2816	RNF41	964.1778
RNF43	597.5697	RNF43	884.7648
RNF44	1496.7834	RNF44	1155.3733
RNF4	1905.6469	RNF4	1359.9482
RNF5P1	88.6347	RNF5P1	88.4765
RNF5	783.0593	RNF5	695.2956
RNF6	578.985	RNF6	981.0099
RNF7	1102.9307	RNF7	776.8666
RNF8	323.8027	RNF8	379.8015
RNFT1	210.5075	RNFT1	390.1597
RNFT2	51.8227	RNFT2	15.5373
RNGTT	631.5225	RNGTT	530.4273
RNH1	2517.8699	RNH1	1966.3358
RNLS	96.4975	RNLS	177.8161
RNMTL1	156.5404	RNMTL1	282.6931
RNMT	1233.381	RNMT	1565.8179
RNPC3	124.3746	RNPC3	445.779
RNPEPL1	2631.5225	RNPEPL1	924.0397
RNPEP	2194.0672	RNPEP	1317.6521
RNPS1	2254.1101	RNPS1	1934.8295
ROBLD3	1551.8227	ROBLD3	381.0962
ROBO1	1433.5239	ROBO1	679.7583
ROBO2	192.6376	ROBO2	10.7898
ROBO3	44.3174	ROBO3	288.3038
ROBO4	768.406	ROBO4	411.7393
ROCK1	2105.4325	ROCK1	2003.0211
ROCK2	1132.2373	ROCK2	1904.1864
ROD1	2213.0093	ROD1	3466.9832
ROGDI	529.3066	ROGDI	370.3064
ROM1	46.8192	ROM1	44.454
ROMO1	520.7291	ROMO1	204.1433
removed	removed	ROPN1B	312.0414
ROPN1L	30.0214	ROPN1L	11.653
removed	removed	ROPN1	176.5214
removed	removed	ROR1	158.3945
ROR2	366.6905	ROR2	359.085
RORA	482.8449	RORA	825.205
RORB	8.5776	removed	removed
RORC	773.0522	RORC	747.5183
removed	removed	RP1L1	22.4428
removed	removed	RP1	44.8856
RP2	679.0565	RP2	433.7505
RP9P	109.7212	RP9P	135.0885
RP9	203.3595	RP9	154.0785
RPA1	1828.4489	RPA1	2438.4981
RPA2	961.0436	RPA2	968.0621
RPA3	244.1029	RPA3	181.7005
RPAIN	396.1151	RPAIN	680.3496
RPAP1	583.9886	RPAP1	702.2011
RPAP2	116.1544	RPAP2	403.9707
RPAP3	695.4968	RPAP3	687.9586
removed	removed	RPE65	5.1791
RPE	867.2659	RPE	789.836
RPF1	635.8113	RPF1	615.0194
RPF2	237.3124	RPF2	369.0117
RPGRIP1L	215.1537	RPGRIP1L	312.0414
RPGRIP1	5.7184	RPGRIP1	11.653
RPGR	203.7169	RPGR	249.4605
RPH3AL	139.7427	RPH3AL	256.366
RPH3A	30.0214	removed	removed
RPIA	315.94	RPIA	394.9072
RPL10A	7820.2287	RPL10A	14361.6746
RPL10	10599.0565	RPL10	17409.9741
RPL11	14885.99	RPL11	20721.1912
RPL12	8635.0965	RPL12	15436.3401
RPL13AP20	19.2995	RPL13AP20	19.4217
removed	removed	RPL13AP3	29.7799
RPL13AP6	6.7906	RPL13AP6	11.2214
RPL13A	12458.5418	RPL13A	18687.527
RPL13P5	9.6497	RPL13P5	10.7898
RPL13	11985.7041	RPL13	17460.5093
RPL14	6626.1615	RPL14	9835.9948
RPL15	15054.3245	RPL15	22625.3776
RPL17	4972.1587	RPL17	8786.5645
RPL18A	1360.6147	RPL18A	1613.7246
RPL18	7536.0972	RPL18	10712.1278
RPL19P12	30.7362	RPL19P12	121.2775
RPL19	18865.6183	RPL19	17011.653
removed	removed	RPL21P44	6.4739
RPL22L1	257.3267	RPL22L1	436.7717
RPL22	7943.8885	RPL22	11589.9871
RPL23AP53	100.7863	RPL23AP53	230.0388
removed	removed	RPL23AP64	7.7687
RPL23AP7	137.9557	RPL23AP7	63.8757
RPL23AP82	70.05	RPL23AP82	88.8174
RPL23A	3507.148	RPL23A	4681.9163
RPL23P8	109.0064	RPL23P8	210.1856
RPL23	14898.4989	RPL23	10513.5952
RPL24	7690.8506	RPL24	8911.5235
RPL26L1	486.7763	RPL26L1	135.0885
RPL26	6238.3846	RPL26	10900.3021
RPL27A	9098.9993	RPL27A	10905.4812
RPL27	3968.1916	RPL27	6343.1161
RPL28	7944.9607	RPL28	4958.5671
RPL29	7851.3224	RPL29	11518.7743
RPL30	7546.8192	RPL30	11232.6284
RPL31	8126.1615	RPL31	11443.2456
RPL32P3	94.2209	RPL32P3	323.0816
RPL32	12930.3074	RPL32	18317.2205
RPL34	6875.6254	RPL34	10512.732
RPL35A	7712.6519	RPL35A	11602.9348
RPL35	5583.9886	RPL35	5014.6741
RPL36AL	2065.0465	RPL36AL	1848.9426
RPL36A	110.0786	RPL36A	138.5412
RPL36	5165.8327	RPL36	6748.8131
RPL37A	13760.1858	RPL37A	11926.6293
RPL37	13058.9707	RPL37	10524.8166
RPL38	5609.3638	RPL38	4637.4622
RPL39L	243.0307	RPL39L	100.1295
RPL39	564.6891	RPL39	780.751
RPL3	21678.6991	RPL3	59782.0457
RPL41	15605.7898	RPL41	15959.8619
RPL4	19956.3974	RPL4	33107.8981
RPL5	9206.2187	RPL5	27526.9745
RPL6	6959.614	RPL6	10681.4847
RPL7A	10973.9099	RPL7A	20125.5934
RPL7L1	1216.5833	RPL7L1	1452.7406
RPL7	1221.2294	RPL7	2349.1584
RPL8	11902.7877	RPL8	20315.4942
RPL9	3394.5675	RPL9	5601.2085
RPLP0P2	45.3896	RPLP0P2	15.9689
RPLP0	10977.8413	RPLP0	27299.9568
RPLP1	15281.9871	RPLP1	20351.3164
RPLP2	9268.406	RPLP2	10280.1036
RPN1	7998.213	RPN1	4446.2667
RPN2	9005.3574	RPN2	6255.0669
RPP14	485.7041	RPP14	637.8938
RPP21	221.2294	RPP21	141.994
RPP25	429.2352	RPP25	165.3
RPP30	361.3295	RPP30	514.8899
RPP38	278.7706	RPP38	363.8239
RPP40	167.6197	RPP40	114.372
RPPH1	10.0071	RPPH1	26.7587
RPRD1A	2045.747	RPRD1A	1502.3738
RPRD1B	515.0107	RPRD1B	886.9227
RPRD2	1820.5861	RPRD2	2012.5162
RPRM	42.173	RPRM	20.2849
RPS10P7	63.6169	RPS10P7	117.8248
RPS10	5524.3031	RPS10	5141.994
RPS11	17824.1601	RPS11	19767.8032
RPS12	11177.6269	RPS12	15626.2408
RPS13	6465.3324	RPS13	7449.2879
RPS14	13910.2931	RPS14	16153.647
RPS15A	9489.2781	RPS15A	10297.7989
RPS15	3227.3052	RPS15	2977.5572
RPS16	7243.0307	RPS16	8091.4976
RPS17	8471.4081	RPS17	11400.0863
RPS18	20176.9121	RPS18	37420.3712
RPS19BP1	809.8642	RPS19BP1	608.5455
RPS19	7908.1487	RPS19	11546.8278
RPS20	8036.4546	RPS20	13357.3587
RPS21	2179.4139	RPS21	4445.8351
RPS23	6441.7441	RPS23	14103.1506
RPS24	13860.2573	RPS24	20814.8468
RPS25	8000.3574	RPS25	10261.9767
RPS26	440.3145	RPS26	143.7203
RPS27A	7116.5118	RPS27A	11632.7147
RPS27L	859.8999	RPS27L	895.9862
RPS27	110.436	RPS27	1098.4031
removed	removed	RPS28	7.3371
RPS29	3755.1823	RPS29	4801.4674
RPS2	10104.0029	RPS2	11664.221
RPS3A	5140.4575	RPS3A	8996.1157
RPS3	12915.2966	RPS3	23109.1929
RPS4X	23912.4375	RPS4X	45965.041
RPS5	6282.7019	RPS5	11297.7989
RPS6KA1	1237.6698	RPS6KA1	957.7039
RPS6KA2	1967.4768	RPS6KA2	944.3246
RPS6KA3	913.867	RPS6KA3	1524.385
RPS6KA4	657.2552	RPS6KA4	369.0117
RPS6KA5	268.0486	RPS6KA5	731.5494
RPS6KA6	23.2309	RPS6KA6	93.224
RPS6KB1	989.9929	RPS6KB1	1267.1558
RPS6KB2	990.3503	RPS6KB2	433.3189
RPS6KC1	848.4632	RPS6KC1	583.5132
RPS6KL1	20.7291	RPS6KL1	145.8783
RPS6	12765.5468	RPS6	39087.6133
RPS7	4434.9535	RPS7	6388.0017
RPS8	15637.5983	RPS8	23696.5904
RPS9	7557.8985	RPS9	14647.3889
RPSAP58	4413.5096	RPSAP58	7348.2952
RPSAP9	10.0071	RPSAP9	22.0112
RPSA	3030.0214	RPSA	5272.7665
RPTOR	785.1894	RPTOR	805.7833
RPUSD1	362.0443	RPUSD1	261.1135
RPUSD2	131.8799	RPUSD2	156.6681
RPUSD3	354.8964	RPUSD3	283.9879
RPUSD4	449.6069	RPUSD4	577.9025
RQCD1	393.8528	RQCD1	212.3435
RRAD	37.1694	RRAD	29.7799
RRAGA	1116.8692	RRAGA	1718.6016
RRAGB	272.3374	RRAGB	409.5814
RRAGC	545.9114	RRAGC	353.0427
RRAGD	161.544	RRAGD	419.0764
RRAS2	339.5282	RRAS2	432.0242
RRAS	501.4296	RRAS	416.4868
RRBP1	5501.787	RRBP1	4778.593
RREB1	1537.5268	RREB1	1587.8291
RRM1	2234.8106	RRM1	1738.4549
RRM2B	605.7898	RRM2B	932.6716
RRM2	1973.9099	RRM2	139.836
removed	removed	RRN3P1	37.117
RRN3P2	16.7977	RRN3P2	8.2003
RRN3P3	55.8542	RRN3P3	72.2745
RRN3	1823.8027	RRN3	1460.9409
RRP12	1033.5954	RRP12	890.3755
RRP15	552.5375	RRP15	799.741
RRP1B	1582.2016	RRP1B	1261.9767
RRP1	561.4725	RRP1	441.9508
RRP7A	397.0693	RRP7A	494.1735
RRP7B	60.6719	RRP7B	312.9262
RRP8	226.9478	RRP8	296.9357
RRP9	336.669	RRP9	364.2641
RRS1	286.2759	RRS1	374.6224
RSAD1	553.6097	RSAD1	958.5671
RSAD2	693.3524	RSAD2	87.6133
RSBN1L	411.1187	RSBN1L	616.0293
RSBN1	600.4289	RSBN1	1007.3371
RSC1A1	456.7798	RSC1A1	388.8088
RSF1	1103.6455	RSF1	1288.3038
RSL1D1	3805.5754	RSL1D1	6674.5792
RSL24D1	1832.0229	RSL24D1	2739.3181
RSPH1	287.3481	RSPH1	69.4864
RSPH3	215.5111	RSPH3	236.5127
RSPH4A	13.9385	RSPH4A	21.148
RSPH9	6.4332	RSPH9	5.1791
RSPO1	30.0214	RSPO1	495.8999
RSPO3	128.3059	RSPO3	266.7242
RSPO4	8.2202	RSPO4	21.148
RSPRY1	672.6233	RSPRY1	489.426
RSRC1	251.2509	RSRC1	253.3448
RSRC2	1447.8199	RSRC2	1886.4912
RSU1	1533.9528	RSU1	1678.0319
RTCD1	1071.4796	RTCD1	452.7406
RTEL1	109.1887	RTEL1	389.3828
RTF1	2320.5861	RTF1	2269.7454
RTKN2	203.0021	RTKN2	105.7402
RTKN	631.5225	RTKN	785.9301
RTN1	150.1072	RTN1	273.1981
RTN2	121.5154	RTN2	288.3038
RTN3	9301.2866	RTN3	4177.3845
RTN4IP1	219.4425	RTN4IP1	140.6992
RTN4RL1	588.9921	RTN4RL1	706.9486
RTN4RL2	14.6533	RTN4RL2	8.6319
RTN4R	106.1472	RTN4R	37.5486
RTN4	5927.8056	RTN4	5157.5313
RTP4	78.2702	RTP4	133.3621
RTTN	221.9442	RTTN	511.8688
RUFY1	1516.4403	RUFY1	1316.3574
RUFY2	227.6626	RUFY2	604.2296
RUFY3	787.3481	RUFY3	1115.6668
RUFY4	10.3645	RUFY4	8.2003
RUNDC1	402.7877	RUNDC1	976.694
RUNDC2A	64.3317	RUNDC2A	60.8546
RUNDC2C	16.0222	RUNDC2C	56.8753
RUNDC3A	11.0793	RUNDC3A	8.6319
RUNDC3B	81.1294	RUNDC3B	145.8783
RUNX1T1	61.8299	RUNX1T1	111.7825
RUNX1	3054.6819	RUNX1	7119.5511
RUNX2	434.9535	RUNX2	223.9965
RUNX3	509.6497	RUNX3	556.3228
RUSC1	1332.0229	RUSC1	514.0268
RUSC2	432.0944	RUSC2	835.5632
RUVBL1	1182.4696	RUVBL1	842.1839
RUVBL2	1338.8134	RUVBL2	1152.3522
RWDD1	911.3653	RWDD1	830.3841
RWDD2A	119.371	RWDD2A	91.9292
RWDD2B	437.8127	RWDD2B	381.5278
RWDD3	193.0593	RWDD3	348.2952
RWDD4A	503.574	RWDD4A	582.2184
RXRA	1649.035	RXRA	1412.6025
RXRB	670.1215	RXRB	1132.9305
RYBP	2065.0465	RYBP	1797.1515
RYK	1330.2359	RYK	2149.331
RYR1	310.9364	RYR1	240.3971
RYR2	14.6533	RYR2	16.8321
RYR3	8.5776	RYR3	309.8835
S100A10	3032.5232	S100A10	1388.8649
S100A11	13891.351	S100A11	2471.2991
S100A12	10.3645	removed	removed
S100A13	970.6934	S100A13	980.1467
S100A14	2363.8313	S100A14	1025.8956
S100A16	2756.9693	S100A16	1685.8006
S100A1	115.797	S100A1	560.6388
S100A2	220.8721	S100A2	41.4329
S100A3	7.148	removed	removed
S100A4	1365.9757	S100A4	554.5965
S100A6	4969.6212	S100A6	3571.8602
S100A7A	883.1308	removed	removed
S100A7	2474.2673	removed	removed
S100A8	16936.7405	S100A8	22.4428
S100A9	44822.3731	S100A9	118.688
S100B	130.4503	S100B	496.3315
S100PBP	576.4832	S100PBP	738.0233
S100P	510.7219	removed	removed
S1PR1	2128.3059	S1PR1	1015.9689
S1PR2	226.233	S1PR2	315.9258
S1PR3	1295.5218	S1PR3	728.4981
S1PR4	88.9921	S1PR4	10.7898
S1PR5	25.0179	S1PR5	17.6953
SAA1	1500.3574	SAA1	1517.4795
SAA2	624.732	SAA2	451.4458
SAA4	15.0107	SAA4	39.2749
SAAL1	237.6698	SAAL1	229.1757
SAC3D1	203.3595	SAC3D1	96.6767
SACM1L	1171.5511	SACM1L	1354.7691
removed	removed	SACS	1282.2615
SAE1	2530.7362	SAE1	1281.3984
SAFB2	953.1808	SAFB2	1284.8511
SAFB	1309.5068	SAFB	1781.6142
SALL1	28.9492	SALL1	15.9689
SALL2	153.3238	SALL2	744.4972
SALL4	71.837	SALL4	5.1791
SAMD10	96.1401	SAMD10	143.2887
SAMD11	544.6748	SAMD11	6.5991
SAMD12	623.6598	SAMD12	474.3202
SAMD13	32.5232	SAMD13	55.6754
SAMD14	22.5161	removed	removed
SAMD1	278.0558	SAMD1	191.1955
SAMD3	104.7177	SAMD3	22.0112
SAMD4A	280.2001	SAMD4A	397.9284
SAMD4B	1443.5311	SAMD4B	1593.8714
SAMD5	52.1801	SAMD5	2372.4644
SAMD8	127.5911	SAMD8	157.5313
SAMD9L	1032.5232	SAMD9L	761.3293
SAMD9	923.8742	SAMD9	535.1748
SAMHD1	1335.5111	SAMHD1	746.8278
SAMM50	756.6119	SAMM50	977.1256
SAMSN1	220.5147	SAMSN1	67.76
SAP130	635.4539	SAP130	701.7695
SAP18	2180.4861	SAP18	2099.2663
SAP30BP	914.5818	SAP30BP	992.2313
SAP30L	1456.3974	SAP30L	1593.0082
SAP30	164.0457	SAP30	91.9292
SAPS1	1796.6405	SAPS1	1123.4355
SAPS2	684.4174	SAPS2	1197.2378
SAPS3	2609.7212	SAPS3	2792.404
SAR1A	2965.6898	SAR1A	2366.8537
SAR1B	1261.6154	SAR1B	436.3401
SARDH	74.6962	SARDH	104.0138
SARM1	351.8263	SARM1	579.167
SARNP	1013.7134	SARNP	696.5127
SARS2	169.832	SARS2	355.6323
SARS	2445.3181	SARS	2621.4933
SART1	870.6219	SART1	1002.158
SART3	970.6934	SART3	1671.558
SASH1	1973.5525	SASH1	2968.0621
SASH3	673.3381	SASH3	193.3535
SASS6	151.8942	SASS6	227.0177
SAT1	4791.6369	SAT1	2546.8278
SAT2	428.8778	SAT2	580.9236
SATB1	367.0479	SATB1	1350.4532
SATB2	68.6204	SATB2	45.3172
SATL1	34.6676	SATL1	28.9167
SAV1	697.6412	SAV1	2210.1856
SBDSP1	314.8678	SBDSP1	520.0691
SBDS	1474.9821	SBDS	2059.5598
SBF1	1188.3488	SBF1	1510.1424
SBF2	1287.1301	SBF2	1354.0785
SBK1	1375.6254	SBK1	268.4506
SBNO1	1141.5297	SBNO1	851.9637
SBNO2	1885.2752	SBNO2	1401.3811
SBSN	12.5089	removed	removed
SC4MOL	2055.0393	SC4MOL	854.9849
SC5DL	2446.7477	SC5DL	1523.0902
SC65	585.4182	SC65	339.2318
SCAF1	1451.3939	SCAF1	929.6504
SCAI	203.7169	SCAI	549.4174
SCAMP1	1550.7505	SCAMP1	2131.2041
SCAMP2	1839.1708	SCAMP2	1735.8653
SCAMP3	2100.7863	SCAMP3	836.4264
SCAMP4	1692.6376	SCAMP4	1362.1062
SCAMP5	258.0415	SCAMP5	221.407
SCAND1	502.1444	SCAND1	187.3112
SCAND2	258.3989	SCAND2	420.8028
removed	removed	SCAND3	154.0785
SCAPER	295.2109	SCAPER	616.3142
SCAP	1633.1308	SCAP	1897.1472
SCARA3	637.2409	SCARA3	2306.8623
SCARA5	320.5861	SCARA5	312.9046
SCARB1	586.4904	SCARB1	1457.9197
SCARB2	12865.9757	SCARB2	8039.7065
SCARF1	254.8249	SCARF1	155.8049
SCARF2	219.7999	SCARF2	104.0138
SCARNA17	5.0036	SCARNA17	11.653
removed	removed	SCARNA9	12.0846
SCCPDH	2878.842	SCCPDH	674.5792
SCD5	221.9442	SCD5	367.7169
SCD	17678.6991	SCD	7258.9555
SCEL	8.2202	removed	removed
SCFD1	863.1165	SCFD1	1164.4368
SCFD2	421.3724	SCFD2	441.5192
SCG2	69.6926	SCG2	9.0634
SCG3	7.148	SCG3	11.653
SCG5	92.9235	SCG5	128.6146
SCGB1D2	403.5025	SCGB1D2	2605.0928
SCGB2A1	11.4367	SCGB2A1	46.612
SCGB2A2	3688.7062	SCGB2A2	7038.4117
SCGB3A1	1911.3653	SCGB3A1	2089.7713
SCGN	23.9457	SCGN	6.0423
SCHIP1	125.8041	SCHIP1	299.0937
SCIN	85.4182	SCIN	34.5274
SCLT1	142.6019	SCLT1	208.0276
SCLY	457.827	SCLY	203.2801
SCMH1	1227.3052	SCMH1	1084.5921
SCML1	73.624	SCML1	203.2801
SCML2	14.2959	SCML2	63.8757
SCML4	69.6926	SCML4	53.0859
SCN11A	10.7219	SCN11A	12.5162
SCN1B	121.158	SCN1B	91.9292
SCN2A	16.7977	SCN2A	328.8735
SCN2B	17.1551	SCN2B	234.3548
SCN3A	29.664	SCN3A	138.1096
SCN3B	54.3245	SCN3B	65.1705
SCN4A	52.8949	SCN4A	69.918
SCN4B	234.0958	SCN4B	839.4476
removed	removed	SCN5A	34.959
SCN7A	41.1008	SCN7A	32.3694
SCN8A	50.7505	SCN8A	95.382
SCN9A	43.2452	SCN9A	31.5063
SCNM1	441.7441	SCNM1	237.3759
SCNN1A	1035.7398	SCNN1A	2686.6638
SCNN1B	38.599	SCNN1B	167.8895
SCNN1D	22.1587	SCNN1D	75.5287
removed	removed	SCNN1G	157.9629
SCO1	439.2423	SCO1	427.7082
SCO2	280.9149	SCO2	258.0924
SCOC	2403.5025	SCOC	1854.9849
SCP2	3906.3617	SCP2	3338.8002
SCPEP1	3152.9664	SCPEP1	4345.7057
SCRG1	8.2202	SCRG1	8.6319
SCRIB	822.3731	SCRIB	1282.6931
SCRN1	1483.2023	SCRN1	1120.4143
SCRN2	202.2873	SCRN2	729.3915
SCRN3	373.4811	SCRN3	387.5701
SCUBE1	34.3102	SCUBE1	317.2205
SCUBE2	2743.7455	SCUBE2	4246.4394
SCUBE3	102.2159	SCUBE3	10.7898
SCYL1	1897.4339	SCYL1	1256.8623
SCYL2	1604.0029	SCYL2	1309.8835
SCYL3	745.9757	SCYL3	653.5693
SDAD1	1140.4575	SDAD1	1358.2218
SDC1	25030.7362	SDC1	2374.6224
SDC2	1096.4975	SDC2	1771.2559
SDC3	3087.5625	SDC3	3236.5127
SDC4	5181.2009	SDC4	6872.6802
SDCBP2	79.3317	SDCBP2	37.5486
SDCBP	3144.7462	SDCBP	2804.9202
SDCCAG1	848.4632	SDCCAG1	1378.9383
SDCCAG3	420.6576	SDCCAG3	540.7855
SDCCAG8	340.243	SDCCAG8	590.4186
SDF2L1	196.2116	SDF2L1	133.3621
SDF2	1025.0179	SDF2	655.5891
SDF4	3669.0493	SDF4	1757.445
SDHAF1	193.7098	SDHAF1	185.1532
SDHAF2	676.1973	SDHAF2	497.1946
SDHAP1	95.4253	SDHAP1	399.6547
SDHAP2	91.8513	SDHAP2	227.0177
SDHAP3	70.7648	SDHAP3	150.1942
SDHA	2704.0743	SDHA	1831.6789
SDHB	1583.9886	SDHB	920.1554
SDHC	3845.9614	SDHC	1607.2508
SDHD	2294.1387	SDHD	1532.1536
SDK1	340.243	SDK1	283.9879
SDK2	105.7898	SDK2	396.6336
SDPR	1185.1322	SDPR	2025.0324
SDR16C5	213.0093	SDR16C5	81.571
SDR39U1	337.827	SDR39U1	577.5529
SDR42E1	247.6769	SDR42E1	393.1808
SDSL	275.9114	SDSL	151.489
SDS	184.4174	SDS	27.6219
SEC11A	2659.3996	SEC11A	1906.776
SEC11C	1033.5954	SEC11C	770.8243
SEC13	2165.1179	SEC13	1209.754
SEC14L1	2161.9014	SEC14L1	2384.1174
SEC14L2	228.1094	SEC14L2	2142.404
SEC14L5	14.2959	SEC14L5	17.2637
SEC16A	4977.4839	SEC16A	3751.8343
SEC16B	189.8034	SEC16B	274.4281
SEC1	5.0036	SEC1	15.9689
SEC22A	350.6076	SEC22A	385.8438
SEC22B	2582.559	SEC22B	1364.6957
SEC22C	784.4889	SEC22C	801.0358
SEC23A	1273.767	SEC23A	1077.6867
SEC23B	2467.4768	SEC23B	1963.7462
SEC23IP	1668.6919	SEC23IP	1396.6336
SEC24A	1756.9693	SEC24A	1064.3073
SEC24B	1214.7963	SEC24B	1617.609
SEC24C	3375.9828	SEC24C	3059.9914
SEC24D	1982.8449	SEC24D	1549.8489
SEC31A	5295.7327	SEC31A	4483.2542
SEC31B	31.5904	SEC31B	269.7885
SEC61A1	12334.8142	SEC61A1	6807.0824
SEC61A2	119.4746	SEC61A2	158.2046
SEC61B	1236.955	SEC61B	837.2896
SEC61G	864.1887	SEC61G	495.4683
SEC62	4087.2051	SEC62	3938.7139
SEC63	4017.1551	SEC63	3403.1075
SECISBP2L	3320.5861	SECISBP2L	2058.6966
SECISBP2	712.2945	SECISBP2	1445.8351
SECTM1	697.6412	SECTM1	110.0561
SEH1L	810.2216	SEH1L	974.536
SEL1L3	4004.2888	SEL1L3	589.5555
SEL1L	3062.5447	SEL1L	3366.8537
SELENBP1	2763.4024	SELENBP1	2583.0816
SELE	873.8385	SELE	37.9801
SELK	404.9321	SELK	400.0863
SELL	1094.7105	SELL	58.6966
SELM	865.9757	SELM	498.4894
SELO	119.7284	SELO	310.3151
SELPLG	1038.599	SELPLG	356.4955
SELP	862.7591	SELP	235.6495
SELS	1282.7019	SELS	741.476
SELT	2160.8292	SELT	1648.2521
SEMA3A	63.2595	SEMA3A	85.8869
