gene_id	TCGA-E9-A1RC-01A-11R-A157-07	gene_id	TCGA-E9-A1RC-11A-33R-A157-07
TCTN1	1451.1334	TCTN1	426.965
TCTN2	1163.1944	TCTN2	209.0361
TCTN3	963.5417	TCTN3	925.9809
TDG	523.8095	TDG	243.6424
TDH	5.7044	removed	removed
TDO2	27.2817	removed	removed
TDP1	683.2837	TDP1	240.4964
TDP2	804.8115	TDP2	814.1222
TDRD10	8.9286	TDRD10	57.3276
TDRD1	20.5853	TDRD1	6.9912
TDRD3	405.2579	TDRD3	483.7892
TDRD5	432.7877	removed	removed
TDRD6	5.9524	TDRD6	18.5266
TDRD7	521.3294	TDRD7	520.1433
TDRD9	9.9206	TDRD9	5.9425
TDRKH	713.7897	TDRKH	184.567
TEAD1	1301.0913	TEAD1	6856.9431
TEAD2	906.002	TEAD2	770.7769
TEAD3	683.5317	TEAD3	335.5763
TEAD4	248.7599	TEAD4	161.4961
TECPR1	168.4028	TECPR1	375.7756
TECPR2	938.244	TECPR2	841.3877
TECR	1351.9345	TECR	1800.5768
TECTA	12.8968	TECTA	18.8762
TEC	62.5	TEC	41.5975
TEF	727.9266	TEF	2882.4609
TEKT1	161.7063	removed	removed
TEKT2	174.6032	removed	removed
TEKT3	17.8571	removed	removed
TEKT4	21.0813	removed	removed
TEK	73.6607	TEK	2554.5748
TELO2	893.3532	TELO2	351.3065
TENC1	1880.2083	TENC1	8455.7826
TEP1	866.5675	TEP1	821.4629
TERF1	838.5417	TERF1	520.8424
TERF2IP	1499.504	TERF2IP	1879.9266
TERF2	737.8472	TERF2	601.9401
removed	removed	TESC	61.5223
TESK1	626.2401	TESK1	1692.5631
TESK2	223.9583	TESK2	100.3233
TES	1059.9851	TES	611.9234
TET1	96.4782	TET1	88.7879
TET2	1035.9623	TET2	596.3471
TET3	750.744	TET3	285.939
TEX10	405.754	TEX10	282.4434
TEX14	12.6488	removed	removed
TEX261	2341.5179	TEX261	4077.602
TEX264	1760.6647	TEX264	750.852
TEX2	1699.4048	TEX2	1826.0946
TEX9	83.8294	TEX9	18.5266
TFAM	664.4345	TFAM	504.0636
TFAP2A	1238.2515	TFAP2A	13.6328
TFAP2B	9.4246	removed	removed
TFAP2C	2094.494	TFAP2C	8.739
TFAP2E	14.1369	removed	removed
TFAP4	257.1925	TFAP4	123.7438
TFB1M	127.4802	TFB1M	104.8676
TFB2M	712.0536	TFB2M	298.1736
TFCP2L1	66.7163	TFCP2L1	25.8673
TFCP2	613.8393	TFCP2	684.0863
TFDP1	2482.1429	TFDP1	1504.151
TFDP2	360.119	TFDP2	570.8293
TFDP3	41.6667	removed	removed
TFE3	1329.3651	TFE3	4150.3102
TFEB	148.0655	TFEB	391.8553
TFEC	42.1627	TFEC	118.1508
TFF1	156.994	removed	removed
TFF3	687.996	TFF3	31.4603
TFG	2810.0198	TFG	1577.9079
TFIP11	755.2555	TFIP11	787.4963
TFPI2	1079.3651	TFPI2	453.3776
TFPI	54.5635	TFPI	1202.4819
TFPT	138.1424	TFPT	165.3273
TFR2	240.3274	removed	removed
TFRC	3183.5317	TFRC	1346.1505
TF	440.2282	TF	5551.691
TGDS	210.3175	TGDS	280.6956
TGFA	15.625	TGFA	34.6063
TGFB1I1	514.1369	TGFB1I1	543.5638
TGFB1	589.7817	TGFB1	689.6793
TGFB2	260.9127	TGFB2	115.7039
TGFB3	684.0278	TGFB3	552.3027
TGFBI	5572.9167	TGFBI	2601.7653
TGFBR1	892.3611	TGFBR1	1622.3018
TGFBR2	752.9762	TGFBR2	18858.6909
TGFBR3	128.9683	TGFBR3	7173.9928
TGFBRAP1	484.871	TGFBRAP1	472.2538
TGIF1	783.9782	TGIF1	474.7007
TGIF2	1245.1662	TGIF2	345.0284
TGM1	18.3532	TGM1	21.3231
TGM2	425.0992	TGM2	1316.0884
TGM3	14.881	removed	removed
TGOLN2	7280.506	TGOLN2	10115.5291
TGS1	960.3175	TGS1	507.5592
TG	5.2083	removed	removed
TH1L	1782.4901	TH1L	1149.3489
THADA	948.4127	THADA	901.8614
THAP10	96.9742	THAP10	38.801
THAP11	534.2262	THAP11	469.8069
THAP1	269.8413	THAP1	220.9211
THAP2	60.5159	THAP2	81.4472
THAP3	153.7078	THAP3	393.2465
THAP4	805.0595	THAP4	782.3123
THAP5	1011.4087	THAP5	469.8069
THAP6	544.1468	THAP6	313.2046
THAP7	215.7738	THAP7	195.0537
THAP8	100.4464	THAP8	133.1819
THAP9	189.9802	THAP9	136.3279
THBD	149.5536	THBD	849.078
removed	removed	THBS1	6934.1956
THBS2	9285.4663	THBS2	1424.1021
THBS3	780.7763	THBS3	644.9498
THBS4	322.6687	THBS4	8671.1527
THEM4	494.2956	THEM4	370.8818
removed	removed	THEMIS	8.0398
THG1L	127.4802	THG1L	119.5491
THNSL1	240.0794	THNSL1	141.9208
THNSL2	1581.1012	THNSL2	705.0599
THOC1	621.0317	THOC1	343.9657
THOC2	1550.3472	THOC2	1296.1636
THOC3	968.502	THOC3	216.7264
THOC4	570.1885	THOC4	426.8112
THOC5	338.5417	THOC5	569.7807
THOC6	753.8244	THOC6	146.0736
THOC7	1204.8611	THOC7	943.4589
THOP1	267.6091	THOP1	295.3771
THPO	243.0556	THPO	41.2479
THRAP3	3819.1964	THRAP3	3956.6547
THRA	676.3095	THRA	2233.659
THRB	528.7698	THRB	2598.9688
THRSP	20.5853	THRSP	8935.419
THSD1P1	87.0536	THSD1P1	105.9163
THSD1	41.9147	THSD1	361.4437
THSD4	9069.9405	THSD4	230.3592
THSD7A	31.25	THSD7A	205.1909
removed	removed	THSD7B	346.4127
THTPA	532.7381	THTPA	518.046
THUMPD1	3858.879	THUMPD1	1335.6637
THUMPD2	299.6032	THUMPD2	138.0757
THUMPD3	1738.3433	THUMPD3	941.7111
THY1	3317.4603	THY1	5037.1406
THYN1	421.875	THYN1	780.5645
TIA1	1121.2798	TIA1	863.0604
TIAF1	116.4608	TIAF1	156.5953
TIAL1	1377.9762	TIAL1	1223.4554
TIAM1	366.8155	TIAM1	167.4386
TIAM2	79.9033	TIAM2	50.4168
TICAM1	331.5972	TICAM1	218.4742
TICAM2	92.6339	TICAM2	207.1625
TIE1	168.1548	TIE1	1878.1788
TIFA	379.2163	TIFA	122.6951
TIGD1	121.0317	TIGD1	39.8497
TIGD2	164.1865	TIGD2	112.5579
TIGD3	27.5298	removed	removed
TIGD4	23.5615	removed	removed
TIGD5	174.1071	TIGD5	49.6373
TIGD6	376.2401	TIGD6	195.7529
TIGD7	432.6935	TIGD7	251.2838
removed	removed	TIGIT	23.77
removed	removed	TIMD4	5.2434
TIMELESS	1477.4306	TIMELESS	346.7622
TIMM10	359.375	TIMM10	335.9259
TIMM13	424.1071	TIMM13	568.732
TIMM16	180.6771	TIMM16	106.5839
TIMM17A	2257.4405	TIMM17A	1014.0697
TIMM17B	592.5099	TIMM17B	301.6691
TIMM22	451.3889	TIMM22	474.3511
TIMM44	275.0496	TIMM44	401.2934
TIMM50	540.1786	TIMM50	625.71
TIMM8A	171.131	TIMM8A	80.0489
TIMM8B	395.3373	TIMM8B	459.6697
TIMM9	590.5258	TIMM9	488.683
TIMP1	4628.2242	TIMP1	1945.2941
TIMP2	9745.2877	TIMP2	22250.4588
TIMP3	27065.4762	TIMP3	58355.676
TIMP4	12.1528	TIMP4	3797.6055
TINAGL1	807.5397	TINAGL1	4406.1872
TINF2	1490.5754	TINF2	1445.4252
TIPARP	963.0432	TIPARP	849.4241
TIPIN	155.2579	TIPIN	61.8719
TIPRL	1679.5635	TIPRL	736.1706
TIRAP	232.8869	TIRAP	168.1377
TJAP1	385.4167	TJAP1	500.568
TJP1	1618.5516	TJP1	4282.793
TJP2	2000.248	TJP2	4751.9007
TJP3	1003.7202	removed	removed
TK1	809.0278	TK1	48.9382
TK2	744.5437	TK2	2805.558
TKT	7576.8849	TKT	11629.8174
TLCD1	286.7063	TLCD1	13.6328
TLE1	664.4345	TLE1	1941.7985
TLE2	394.3452	TLE2	968.9767
TLE3	2750.248	TLE3	1320.9823
TLE4	91.2698	TLE4	317.7488
TLE6	138.1448	removed	removed
TLK1	1616.8155	TLK1	1093.07
TLK2	617.5595	TLK2	680.9403
TLL1	43.1548	TLL1	307.9612
TLL2	17.3611	removed	removed
TLN1	5250.744	TLN1	31545.2242
TLN2	364.0823	TLN2	8626.4092
removed	removed	TLR10	5.2434
TLR1	191.9643	TLR1	232.4565
TLR2	113.0952	TLR2	209.7352
removed	removed	TLR3	696.3209
TLR4	107.3909	TLR4	1964.1702
removed	removed	TLR5	283.4921
TLR6	44.1468	TLR6	32.509
TLR7	38.4425	TLR7	135.6288
TLR8	9.4246	TLR8	119.8986
TLR9	20.0223	TLR9	23.8434
TM2D1	311.5079	TM2D1	304.8152
TM2D2	1469.7421	TM2D2	784.0601
TM2D3	603.9187	TM2D3	630.2543
TM4SF18	42.6587	TM4SF18	485.1875
TM4SF19	30.1761	TM4SF19	7.9525
TM4SF1	276.0417	TM4SF1	3816.1321
TM6SF1	60.7639	TM6SF1	162.8943
TM6SF2	8.4871	removed	removed
TM7SF2	736.3591	TM7SF2	1920.825
TM7SF3	4423.3631	TM7SF3	1361.8806
TM7SF4	8.9286	removed	removed
TM9SF1	2312.8423	TM9SF1	1227.8563
TM9SF2	5787.4504	TM9SF2	4103.1198
TM9SF3	5968.006	TM9SF3	6443.7647
TM9SF4	3516.369	TM9SF4	1619.1558
TMBIM1	879.7123	TMBIM1	12789.6531
TMBIM4	2440.4886	TMBIM4	1655.9748
TMBIM6	31280.2579	TMBIM6	20469.1078
removed	removed	TMC1	10.1372
removed	removed	TMC2	40.5488
TMC4	2460.5655	removed	removed
TMC5	6486.8552	TMC5	391.5057
TMC6	435.7639	TMC6	453.7272
TMC7	100.4464	TMC7	171.2838
TMC8	39.4345	TMC8	133.1819
TMCC1	1066.4683	TMCC1	1270.2963
TMCC2	25.5456	TMCC2	65.0179
TMCC3	83.0853	TMCC3	860.2639
TMCO1	6819.6925	TMCO1	1769.8156
TMCO3	2862.8472	TMCO3	1329.3717
TMCO4	350.9425	TMCO4	548.108
TMCO6	324.1567	TMCO6	146.8146
TMCO7	287.4504	TMCO7	415.2757
TMED10P1	136.4087	TMED10P1	75.5047
TMED10	10459.5734	TMED10	7466.923
TMED1	269.1319	TMED1	441.9401
TMED2	10693.9484	TMED2	5483.1775
TMED3	2035.9623	TMED3	314.6028
TMED4	1389.3849	TMED4	858.1666
TMED5	842.748	TMED5	2297.6422
TMED7-TICAM2	143.0878	TMED7-TICAM2	165.1385
TMED7	4260.558	TMED7	1722.6042
TMED8	905.0099	TMED8	407.5854
TMED9	5811.2599	TMED9	2201.8701
TMEFF1	41.8304	TMEFF1	38.2732
removed	removed	TMEFF2	9.4381
removed	removed	TMEM100	872.1489
TMEM101	415.6746	TMEM101	353.7534
TMEM102	90.5258	TMEM102	42.6462
TMEM104	510.4167	TMEM104	458.9705
TMEM105	18.6012	removed	removed
TMEM106A	152.2817	TMEM106A	158.0005
TMEM106B	2535.9623	TMEM106B	1444.726
TMEM106C	5925.3472	TMEM106C	596.3471
TMEM107	499.752	TMEM107	240.4964
TMEM108	10.1687	TMEM108	26.2169
TMEM109	1380.2083	TMEM109	4410.3819
TMEM110	250	TMEM110	256.8487
TMEM111	2632.4405	TMEM111	2561.9156
TMEM115	1093.998	TMEM115	937.1668
TMEM116	380.7044	TMEM116	151.7085
TMEM117	40.9226	TMEM117	169.1864
TMEM119	410.9623	TMEM119	732.3254
TMEM11	415.1786	TMEM11	661.0155
TMEM120A	434.0278	TMEM120A	1259.8095
TMEM120B	415.0149	TMEM120B	840.3635
TMEM121	101.4385	TMEM121	10.4868
TMEM123	5062.252	TMEM123	2011.0111
TMEM125	338.7897	removed	removed
TMEM126A	222.7183	TMEM126A	327.886
TMEM126B	424.8512	TMEM126B	723.5865
TMEM127	3057.0437	TMEM127	2284.366
TMEM128	447.4206	TMEM128	490.0813
TMEM129	982.3909	TMEM129	1033.645
TMEM130	27.0337	removed	removed
TMEM131	1507.6885	TMEM131	1596.0849
TMEM132A	340.7738	TMEM132A	91.9339
TMEM132B	9.9206	TMEM132B	9.0885
TMEM132C	9.1766	TMEM132C	4116.7526
TMEM133	29.5139	TMEM133	245.3902
TMEM134	459.8214	TMEM134	235.6026
TMEM135	943.2044	TMEM135	1656.5586
TMEM136	201.1409	TMEM136	87.0401
TMEM138	497.0238	TMEM138	554.7496
TMEM139	63.4921	TMEM139	127.9385
TMEM140	251.937	TMEM140	2549.723
TMEM141	1286.4583	TMEM141	375.7756
TMEM143	91.7659	TMEM143	331.3816
TMEM144	1094.7421	TMEM144	297.4744
TMEM145	32.7381	removed	removed
TMEM147	823.9087	TMEM147	846.6311
TMEM149	42.1949	TMEM149	80.8389
TMEM14A	552.0833	TMEM14A	234.9034
TMEM14B	915.6746	TMEM14B	1501.6517
TMEM14C	1344.9901	TMEM14C	2818.1421
TMEM150A	393.1052	TMEM150A	301.3196
removed	removed	TMEM150B	23.0709
TMEM150C	22.3214	TMEM150C	251.6823
TMEM151B	24.313	removed	removed
TMEM154	216.7659	TMEM154	52.0842
TMEM156	6.4484	TMEM156	8.739
TMEM158	373.0159	TMEM158	8.739
TMEM159	1664.9306	TMEM159	1706.1959
TMEM160	29.2659	TMEM160	48.9382
TMEM161A	301.5873	TMEM161A	349.2091
TMEM161B	298.3631	TMEM161B	125.4916
TMEM163	15.377	TMEM163	112.9075
TMEM164	594.246	TMEM164	1291.9689
TMEM165	1738.8393	TMEM165	871.1002
TMEM167A	2707.5893	TMEM167A	2831.7749
TMEM167B	1003.9683	TMEM167B	1849.8645
TMEM168	980.4067	TMEM168	836.4939
TMEM169	19.0972	TMEM169	65.3675
TMEM170A	391.121	TMEM170A	291.1824
TMEM170B	287.6984	TMEM170B	844.5338
TMEM171	7.9365	removed	removed
TMEM173	246.5278	TMEM173	756.7945
TMEM175	462.0536	TMEM175	392.2048
TMEM176A	87.0536	TMEM176A	519.4442
TMEM176B	152.0337	TMEM176B	1007.4281
TMEM177	215.5258	TMEM177	70.6109
TMEM178	39.4345	TMEM178	59.0754
TMEM179B	837.0536	TMEM179B	737.9184
TMEM17	67.9563	TMEM17	94.7304
TMEM180	32.7381	TMEM180	33.5576
TMEM181	1502.7282	TMEM181	1509.3944
TMEM182	124.256	TMEM182	217.0759
TMEM183A	1640.129	TMEM183A	746.6573
TMEM184A	863.8393	removed	removed
TMEM184B	1002.309	TMEM184B	2037.8887
TMEM184C	876.4881	TMEM184C	731.2768
TMEM185A	572.1726	TMEM185A	737.9184
TMEM185B	685.0198	TMEM185B	441.8422
TMEM186	662.4504	TMEM186	196.8015
TMEM187	289.4345	TMEM187	281.0452
TMEM188	200.8929	TMEM188	299.2222
removed	removed	TMEM189-UBE2V1	14.0907
TMEM189	335.8135	TMEM189	994.3511
TMEM18	801.5848	TMEM18	685.135
TMEM191A	8.6806	removed	removed
TMEM192	1107.3909	TMEM192	1013.7202
TMEM194A	974.2063	TMEM194A	407.5854
TMEM194B	167.1627	TMEM194B	153.4563
removed	removed	TMEM195	125.142
TMEM198	18.8492	TMEM198	25.5178
TMEM199	537.4504	TMEM199	271.2575
TMEM19	621.0317	TMEM19	810.9761
TMEM200A	219.494	TMEM200A	72.0091
TMEM200B	81.1086	TMEM200B	569.0466
TMEM200C	6.6964	TMEM200C	6.6416
TMEM201	241.5675	TMEM201	202.0449
TMEM203	669.1468	TMEM203	757.8432
TMEM204	105.4067	TMEM204	371.2313
TMEM205	1371.2798	TMEM205	915.4942
TMEM206	128.2242	TMEM206	57.3276
TMEM208	721.9742	TMEM208	327.1869
TMEM209	633.4325	TMEM209	485.1875
TMEM20	62.748	TMEM20	212.5317
TMEM212	7.9365	removed	removed
TMEM213	45.7614	removed	removed
TMEM214	2097.4702	TMEM214	2587.7829
TMEM215	66.2202	removed	removed
TMEM216	201.1409	TMEM216	145.4164
TMEM217	9.881	TMEM217	12.0003
TMEM218	314.7321	TMEM218	845.5825
TMEM219	2960.3175	TMEM219	1681.7268
TMEM220	16.369	TMEM220	395.0013
TMEM222	588.5417	TMEM222	666.958
TMEM223	208.8294	TMEM223	170.5846
TMEM229B	220.7341	TMEM229B	80.3985
TMEM22	22.3214	TMEM22	581.3161
TMEM231	484.3626	TMEM231	198.1998
TMEM232	157.2421	TMEM232	10.1372
removed	removed	TMEM233	15.031
TMEM25	1443.4524	TMEM25	207.6379
TMEM26	117.3958	TMEM26	12.9337
removed	removed	TMEM27	6.6416
TMEM2	873.5119	TMEM2	1860.7009
TMEM30A	4235.6151	TMEM30A	4565.2364
TMEM30B	1937.004	TMEM30B	282.0939
TMEM33	1836.5575	TMEM33	789.6531
TMEM35	9.6726	TMEM35	58.3763
TMEM37	79.6131	TMEM37	6289.9589
TMEM38A	60.0198	TMEM38A	65.717
TMEM38B	142.6091	TMEM38B	125.142
TMEM39A	700.6448	TMEM39A	497.7716
TMEM39B	171.875	TMEM39B	243.992
TMEM40	60.5159	removed	removed
TMEM41A	831.8452	TMEM41A	486.5857
TMEM41B	1048.6111	TMEM41B	262.169
TMEM42	187.996	TMEM42	332.4303
TMEM43	2632.6885	TMEM43	4486.5857
TMEM44	127.7282	TMEM44	223.0184
TMEM45A	467.5099	TMEM45A	180.3723
TMEM45B	381.9444	removed	removed
TMEM47	244.2956	TMEM47	2476.6233
TMEM48	293.8988	TMEM48	229.6601
TMEM49	3188.7401	TMEM49	1528.9697
TMEM50A	1548.6111	TMEM50A	2651.4026
TMEM50B	1018.1052	TMEM50B	1356.9938
TMEM51	141.8651	TMEM51	71.31
TMEM52	14.881	TMEM52	37.0532
TMEM53	156.8353	TMEM53	269.4643
TMEM54	594.9901	TMEM54	203.0936
TMEM55A	50.0992	TMEM55A	499.1698
TMEM55B	677.0833	TMEM55B	492.8777
TMEM56	811.4137	TMEM56	782.0781
TMEM57	1214.5337	TMEM57	732.3254
TMEM59L	5.9524	removed	removed
TMEM59	5187.252	TMEM59	6863.2352
TMEM5	265.377	TMEM5	296.4258
TMEM60	300.0992	TMEM60	220.5715
TMEM61	13.6409	removed	removed
TMEM62	601.6865	TMEM62	414.5766
TMEM63A	2365.5754	TMEM63A	903.2596
TMEM63B	2093.75	TMEM63B	579.2187
TMEM63C	911.4583	removed	removed
TMEM64	605.1587	TMEM64	1315.0398
TMEM65	440.2282	TMEM65	262.8681
TMEM66	13212.5496	TMEM66	5988.6393
TMEM67	653.2738	TMEM67	132.8323
TMEM68	658.4821	TMEM68	278.2487
TMEM69	417.1627	TMEM69	426.8112
TMEM70	737.3512	TMEM70	382.4172
TMEM71	14.1369	TMEM71	43.3453
removed	removed	TMEM74	9.7876
TMEM79	697.6687	TMEM79	91.9339
TMEM80	170.6349	TMEM80	316.001
TMEM81	79.1171	TMEM81	46.1417
TMEM84	58.0357	TMEM84	6.9912
TMEM85	1037.4281	TMEM85	1384.8536
TMEM86A	182.5397	TMEM86A	174.0558
TMEM86B	31.746	TMEM86B	32.509
TMEM87A	2642.3611	TMEM87A	1620.5541
TMEM87B	1855.9028	TMEM87B	591.4533
TMEM88	6.9444	TMEM88	206.2396
TMEM8A	1897.5694	TMEM8A	627.8074
TMEM8B	635.4167	TMEM8B	478.8954
removed	removed	TMEM90A	5.2434
TMEM90B	155.754	TMEM90B	32.509
TMEM91	82.3413	TMEM91	72.9144
TMEM92	12.8968	removed	removed
TMEM93	198.6558	TMEM93	177.9149
TMEM97	752.4603	TMEM97	143.8818
TMEM98	871.2798	TMEM98	451.2803
TMEM99	337.7976	TMEM99	209.0361
TMEM9B	1380.4563	TMEM9B	871.1002
TMEM9	3658.4821	TMEM9	780.5645
TMF1	2956.8452	TMF1	1072.446
removed	removed	TMIE	15.3806
TMLHE	298.1151	TMLHE	375.0765
TMOD1	214.7495	TMOD1	731.6892
TMOD2	103.1746	TMOD2	665.2102
TMOD3	1977.1825	TMOD3	1682.7755
TMPO	2083.2391	TMPO	496.3349
TMPPE	132.6885	TMPPE	41.947
TMPRSS13	831.1012	removed	removed
TMPRSS2	193.2044	removed	removed
TMPRSS3	275.5456	removed	removed
TMPRSS4	37.4504	removed	removed
removed	removed	TMPRSS5	11.1859
TMPRSS6	277.0337	removed	removed
TMSB10	9040.4266	TMSB10	13595.3858
TMSB15A	92.2619	removed	removed
TMSB15B	46.1508	TMSB15B	11.9934
TMSL3	11979.1667	TMSL3	33440.1818
TMTC1	86.5575	TMTC1	4967.5784
TMTC2	201.8849	TMTC2	307.2621
TMTC3	945.9325	TMTC3	627.8074
TMTC4	500	TMTC4	285.939
TMUB1	222.9663	TMUB1	274.054
TMUB2	575.1488	TMUB2	720.79
TMX1	1546.379	TMX1	810.6266
TMX2	2054.69	TMX2	1656.2894
TMX3	740.3274	TMX3	1724.7225
TMX4	1590.7738	TMX4	1188.4995
TNC	5358.631	TNC	1212.9686
TNFAIP1	1415.0496	TNFAIP1	1514.8265
TNFAIP2	2934.5238	TNFAIP2	1736.9571
TNFAIP3	238.5913	TNFAIP3	647.0331
TNFAIP6	167.6587	TNFAIP6	137.3766
TNFAIP8L1	83.8294	TNFAIP8L1	138.4252
TNFAIP8L2	22.3214	TNFAIP8L2	86.6906
TNFAIP8L3	224.4544	TNFAIP8L3	67.4648
TNFAIP8	446.9246	TNFAIP8	1003.9325
TNFRSF10A	298.1151	TNFRSF10A	62.571
TNFRSF10B	1974.2063	TNFRSF10B	753.299
TNFRSF10C	493.0556	TNFRSF10C	77.2525
TNFRSF10D	219.9901	TNFRSF10D	237.6999
TNFRSF11A	254.9603	TNFRSF11A	38.1019
TNFRSF11B	9.9206	TNFRSF11B	171.2838
TNFRSF12A	1210.0694	TNFRSF12A	67.8144
TNFRSF14	388.1845	TNFRSF14	554.2393
TNFRSF18	30.0099	TNFRSF18	10.4868
TNFRSF19	704.6131	TNFRSF19	137.027
TNFRSF1A	2477.9266	TNFRSF1A	3187.2761
TNFRSF1B	136.9048	TNFRSF1B	2191.7329
TNFRSF21	837.7976	TNFRSF21	3128.2006
TNFRSF25	7.4405	TNFRSF25	96.4782
TNFRSF4	14.3849	TNFRSF4	40.1992
TNFRSF6B	26.6691	TNFRSF6B	15.08
removed	removed	TNFRSF8	97.8764
TNFSF10	1340.7738	TNFSF10	2621.6901
TNFSF11	10.4167	removed	removed
TNFSF12-TNFSF13	48.6111	TNFSF12-TNFSF13	192.5229
TNFSF12	198.8145	TNFSF12	1411.4446
TNFSF13B	15.873	TNFSF13B	77.9516
TNFSF13	823.5069	TNFSF13	396.5603
removed	removed	TNFSF14	10.1372
TNFSF4	143.1052	TNFSF4	77.9516
TNFSF8	12.8968	TNFSF8	57.6772
TNFSF9	19.5933	TNFSF9	15.3806
removed	removed	TNF	27.6151
TNIK	866.3194	TNIK	56.2789
TNIP1	1891.8651	TNIP1	9570.5672
TNIP2	447.6687	TNIP2	517.3468
TNK1	625.9921	TNK1	34.2568
TNK2	1040.0546	TNK2	630.2124
TNKS1BP1	5435.7639	TNKS1BP1	6110.2858
TNKS2	1547.619	TNKS2	1979.9004
TNKS	3339.7619	TNKS	1494.4228
TNMD	5.4563	TNMD	573.9754
TNNC1	8.4325	TNNC1	11.885
removed	removed	TNNC2	47.8895
TNNI3K	5.7887	TNNI3K	6.5402
TNNI3	19.8413	removed	removed
TNNT1	833.0853	removed	removed
removed	removed	TNNT3	376.4747
TNN	35.2183	TNN	1057.415
TNPO1	4389.1369	TNPO1	3250.1966
TNPO2	1139.3849	TNPO2	2433.6275
TNPO3	1963.0456	TNPO3	1380.4072
TNRC18	4346.7262	TNRC18	1523.7263
TNRC6A	2983.3829	TNRC6A	2041.7723
TNRC6B	696.6766	TNRC6B	1083.2824
TNRC6C	764.1171	TNRC6C	750.6039
TNS1	2329.3651	TNS1	110490.6056
TNS3	4272.8175	TNS3	8191.2086
TNS4	394.8413	removed	removed
TNXB	234.7049	TNXB	12814.0173
TOB1	2146.3021	TOB1	1205.114
TOB2	1522.5694	TOB2	3434.0645
TOE1	249.9678	TOE1	176.5236
TOLLIP	1382.9365	TOLLIP	1366.4249
TOM1L1	681.0193	TOM1L1	356.5149
TOM1L2	1547.8671	TOM1L2	2008.5642
TOM1	956.8452	TOM1	1358.385
TOMM20	10558.7798	TOMM20	4504.7627
TOMM22	841.2698	TOMM22	1028.0521
TOMM34	1225.1984	TOMM34	212.1821
TOMM40L	810.6969	TOMM40L	431.5022
TOMM40	728.1746	TOMM40	382.0676
TOMM5	608.631	TOMM5	781.5922
TOMM6	1875.9945	TOMM6	1475.1411
TOMM70A	3256.9271	TOMM70A	2899.5089
TOMM7	1918.1548	TOMM7	2588.1325
TOP1MT	281.25	TOP1MT	142.2704
TOP1P1	96.2302	TOP1P1	54.1816
TOP1	3495.2877	TOP1	1800.9263
TOP2A	3092.5099	TOP2A	128.288
TOP2B	6166.4187	TOP2B	3865.0703
TOP3A	808.7798	TOP3A	337.6737
TOP3B	163.1944	TOP3B	209.3857
TOPBP1	2260.9127	TOPBP1	857.1179
TOPORS	821.1806	TOPORS	557.8957
TOR1AIP1	4078.125	TOR1AIP1	3085.904
TOR1AIP2	844.494	TOR1AIP2	528.5327
TOR1A	921.131	TOR1A	889.9764
TOR1B	682.5397	TOR1B	536.223
TOR2A	210.3175	TOR2A	108.7128
TOR3A	1769.5933	TOR3A	612.0773
TOX2	37.4504	TOX2	154.1554
TOX3	763.8889	removed	removed
TOX4	2987.0337	TOX4	2010.8293
TOX	41.9147	TOX	29.3629
TP53AIP1	6.2004	removed	removed
TP53BP1	943.9484	TP53BP1	900.1136
TP53BP2	1696.4286	TP53BP2	654.7234
TP53I11	4097.4702	TP53I11	1459.7571
TP53I13	234.871	TP53I13	359.3463
TP53I3	94.494	TP53I3	327.886
TP53INP1	2802.5794	TP53INP1	1115.7913
TP53INP2	1220.7341	TP53INP2	1162.6322
TP53RK	688.244	TP53RK	231.7574
TP53TG1	389.6329	TP53TG1	233.5052
TP53	2149.5536	TP53	690.0288
TP63	5.7044	TP63	15.3806
TP73	214.5337	removed	removed
TPBG	1282.2421	TPBG	170.5846
TPCN1	1905.2579	TPCN1	1712.8375
TPCN2	243.6483	TPCN2	511.9881
TPD52L1	1731.1508	TPD52L1	381.7181
TPD52L2	3149.0575	TPD52L2	3988.115
TPD52	7447.19	TPD52	183.5428
TPI1P2	34.9702	TPI1P2	11.5354
TPI1	13371.2798	TPI1	4317.7488
TPK1	22.5694	TPK1	111.5092
TPM1	5040.7713	TPM1	2848.3929
TPM2	1311.0119	TPM2	1728.9172
TPM3	13898.5615	TPM3	5330.7699
TPM4	8290.9226	TPM4	8806.0823
TPMT	425.5952	TPMT	274.7531
TPO	10.9127	TPO	131.0845
TPP1	4631.4484	TPP1	4340.4702
TPP2	1143.8492	TPP2	937.5164
TPPP3	716.7659	TPPP3	804.3345
TPPP	343.006	TPPP	830.5514
TPRA1	608.879	TPRA1	524.6876
TPRG1L	1147.5694	TPRG1L	2647.907
TPRG1	387.4008	TPRG1	782.3123
TPRKB	195.1885	TPRKB	230.0096
TPRN	1526.2897	TPRN	77.2525
TPRXL	129.2163	removed	removed
TPR	6872.7976	TPR	4313.5891
TPSAB1	94.7421	TPSAB1	267.4124
TPSB2	169.6429	TPSB2	656.4712
TPSD1	22.5694	TPSD1	62.571
TPSG1	72.7381	removed	removed
TPST1	275.7937	TPST1	533.7761
TPST2	801.3393	TPST2	1178.0128
TPT1	20730.6548	TPT1	67026.1295
removed	removed	TPTE2P1	10.4868
TPX2	1584.8214	TPX2	136.3279
TRA2A	925.5952	TRA2A	676.0465
TRA2B	3276.5377	TRA2B	1785.5457
TRABD	285.9623	TRABD	210.7839
TRADD	171.131	TRADD	345.7135
TRAF1	73.6607	TRAF1	196.452
TRAF2	366.5675	TRAF2	146.8146
