gene_id	TCGA-BH-A1FU-01A-11R-A14D-07	gene_id	TCGA-BH-A1FU-11A-23R-A14D-07
SYT1	48.5058	SYT1	97.011
removed	removed	SYT2	34.085
SYT3	7.7956	removed	removed
SYT5	6.0632	removed	removed
removed	removed	SYT6	14.1584
SYT7	1859.2464	SYT7	1377.032
SYT8	151.1477	SYT8	236.4971
removed	removed	SYT9	18.8778
SYTL1	380.6843	SYTL1	571.5784
SYTL2	755.7384	SYTL2	1661.7724
SYTL3	129.4933	SYTL3	174.0954
SYTL4	446.0806	SYTL4	522.8107
SYTL5	21.6544	SYTL5	311.484
SYVN1	1660.8922	SYVN1	1547.9811
TAB1	852.8454	TAB1	816.8117
TAB2	3037.6786	TAB2	2992.1342
TAB3	1026.4184	TAB3	998.4268
TAC1	31.1823	TAC1	58.2066
TACC1	2698.1377	TACC1	5722.0766
TACC2	1734.5171	TACC2	1267.4358
TACC3	627.9775	TACC3	124.279
TACO1	358.1637	TACO1	285.7892
TACR1	328.7137	TACR1	443.1044
TACR2	6.4963	TACR2	8.3901
TACSTD2	7255.5219	TACSTD2	7401.1536
TADA1	386.7475	TADA1	346.0933
TADA2A	250.3248	TADA2A	222.3388
TADA2B	865.7427	TADA2B	1155.742
TADA3	1259.1035	TADA3	1681.5574
TAF10	539.6275	TAF10	458.3115
TAF11	932.8714	TAF11	484.5202
TAF12	532.6981	TAF12	330.3618
TAF13	322.2174	TAF13	169.9004
TAF15	2683.8458	TAF15	2510.2255
TAF1A	111.3036	TAF1A	126.9009
TAF1B	191.4249	TAF1B	240.1678
TAF1C	495.0195	TAF1C	908.2328
TAF1D	616.9467	TAF1D	556.6072
TAF1L	43.7419	TAF1L	52.4384
TAF1	1719.7921	TAF1	1908.2328
TAF2	2222.1741	TAF2	714.2108
TAF3	238.1984	TAF3	260.0944
TAF4B	139.8874	TAF4B	262.1919
TAF4	449.5453	TAF4	454.6408
TAF5L	808.5751	TAF5L	661.7724
TAF5	164.5734	TAF5	133.7179
TAF6L	219.1425	TAF6L	273.204
TAF6	971.4508	TAF6	991.0855
TAF7	2049.372	TAF7	2637.1264
TAF8	486.3577	TAF8	512.323
TAF9B	861.4119	TAF9B	715.784
TAF9	629.2767	TAF9	853.1725
TAGAP	216.1109	TAGAP	209.2292
TAGLN2	14579.0385	TAGLN2	6078.1332
TAGLN	15857.735	TAGLN	19204.7142
TAL1	90.0823	TAL1	149.9738
TALDO1	3607.6223	TALDO1	2187.7294
TANC1	1434.8203	TANC1	1801.7829
TANC2	1587.2672	TANC2	1897.2208
TANK	914.2486	TANK	1706.345
TAOK1	1087.0507	TAOK1	988.9879
TAOK2	1594.1966	TAOK2	1761.4053
TAOK3	639.2378	TAOK3	1130.0472
TAP1	1394.5431	TAP1	1034.6093
TAP2	897.4361	TAP2	1097.6822
TAPBPL	165.0498	TAPBPL	397.1211
TAPBP	4434.3872	TAPBP	2844.7824
TAPT1	533.5643	TAPT1	866.8065
TARBP1	670.8532	TARBP1	764.0273
TARBP2	248.5925	TARBP2	289.4599
TARDBP	3693.3738	TARDBP	3374.9345
TARP	13.8588	TARP	21.4997
TARS2	477.696	TARS2	481.3844
TARSL2	286.2711	TARSL2	332.4594
TARS	6434.8203	TARS	1394.861
removed	removed	TAS1R1	8.3901
TAS1R3	8.6618	TAS1R3	6.817
TAS2R14	6.7129	TAS2R14	16.3818
TAS2R20	12.9926	TAS2R20	23.5973
removed	removed	TAS2R4	16.2559
removed	removed	TAS2R5	25.1704
TASP1	191.4249	TASP1	242.2653
TATDN1	957.1243	TATDN1	355.0079
TATDN2	1229.1035	TATDN2	1557.42
TATDN3	205.7168	TATDN3	241.2166
TAT	44.6081	TAT	3253.2774
TAX1BP1	2726.2884	TAX1BP1	2821.1851
TAX1BP3	4166.1369	TAX1BP3	1441.3372
TAZ	151.5808	TAZ	262.1919
TBC1D10A	518.181	TBC1D10A	568.4426
TBC1D10B	1133.3911	TBC1D10B	928.1594
TBC1D10C	108.272	TBC1D10C	87.5721
TBC1D12	478.9952	TBC1D12	476.1405
TBC1D13	832.395	TBC1D13	1312.5328
TBC1D14	1582.0702	TBC1D14	2362.3492
TBC1D15	824.5994	TBC1D15	1290.5087
TBC1D16	918.5795	TBC1D16	889.8794
TBC1D17	581.8276	TBC1D17	1236.6911
TBC1D19	70.5933	TBC1D19	120.0839
TBC1D1	1319.6189	TBC1D1	934.452
TBC1D20	1334.777	TBC1D20	1542.7373
TBC1D22A	338.6748	TBC1D22A	362.8736
TBC1D22B	545.4223	TBC1D22B	378.6314
TBC1D23	837.592	TBC1D23	914.5254
TBC1D24	823.3001	TBC1D24	462.0818
TBC1D25	440.8835	TBC1D25	499.2134
TBC1D2B	1567.7783	TBC1D2B	1897.7451
TBC1D2	363.3608	TBC1D2	424.7509
TBC1D3B	53.2698	TBC1D3B	66.0724
TBC1D3C	14.725	removed	removed
removed	removed	TBC1D3G	37.2313
removed	removed	TBC1D3H	8.3901
TBC1D3	152.0225	TBC1D3	248.28
TBC1D4	1220.0087	TBC1D4	2994.2318
TBC1D5	1152.88	TBC1D5	2136.3398
TBC1D7	422.4296	TBC1D7	114.1374
TBC1D8B	443.9151	TBC1D8B	305.1914
TBC1D8	624.9459	TBC1D8	1087.5721
TBC1D9B	8523.6033	TBC1D9B	4386.4709
TBC1D9	2506.7129	TBC1D9	6207.656
TBCA	617.1503	TBCA	669.1138
TBCB	663.3218	TBCB	609.57
TBCCD1	300.9961	TBCCD1	325.6424
TBCC	569.0775	TBCC	418.9827
TBCD	1152.7631	TBCD	1308.0021
TBCEL	500.2165	TBCEL	455.1652
TBCE	596.4227	TBCE	233.7965
TBCK	866.2884	TBCK	640.8547
TBK1	615.851	TBK1	638.1751
TBKBP1	186.6609	TBKBP1	358.6786
TBL1XR1	4062.7977	TBL1XR1	2443.6287
TBL1X	963.1875	TBL1X	1206.6072
TBL2	651.3642	TBL2	642.3702
TBL3	660.4591	TBL3	766.1248
TBPL1	325.249	TBPL1	213.9486
TBP	218.7094	TBP	304.667
TBRG1	585.7124	TBRG1	1071.3162
TBRG4	970.55	TBRG4	711.5889
TBX15	137.2889	TBX15	416.3608
TBX18	134.6903	TBX18	205.5585
TBX19	48.5058	TBX19	101.2323
TBX1	298.8307	TBX1	39.3288
removed	removed	TBX20	5.7682
TBX21	26.8515	TBX21	26.2192
removed	removed	TBX22	7.8658
TBX2	344.738	TBX2	224.4363
TBX3	993.9368	TBX3	3386.9953
removed	removed	TBX4	5.7682
TBX5	142.0528	TBX5	101.7305
TBX6	9.961	TBX6	37.7556
TBXA2R	94.8463	TBXA2R	54.0115
TBXAS1	159.8094	TBXAS1	151.5469
TC2N	5129.4933	TC2N	2146.3031
TCAP	14.2919	TCAP	5.7682
TCEA1	1807.2759	TCEA1	1163.0834
TCEA2	155.4786	TCEA2	342.947
TCEA3	349.0689	TCEA3	486.6282
TCEAL1	299.6968	TCEAL1	313.0572
TCEAL2	32.4816	TCEAL2	66.5967
TCEAL3	508.8783	TCEAL3	438.9093
TCEAL4	2226.9381	TCEAL4	1608.2853
TCEAL5	24.686	TCEAL5	63.4504
TCEAL6	26.4184	TCEAL6	22.5485
TCEAL7	50.2382	TCEAL7	121.6571
TCEAL8	1327.4145	TCEAL8	758.7834
TCEANC	62.7977	TCEANC	86.5233
TCEB1	935.4699	TCEB1	305.1914
TCEB2	1249.8917	TCEB2	980.5978
TCEB3	1937.2845	TCEB3	1503.6602
TCERG1	1141.6197	TCERG1	1133.1935
TCF12	2510.1776	TCF12	2274.7771
TCF15	9.0948	TCF15	32.5118
TCF19	554.3525	TCF19	323.0205
TCF20	2596.3621	TCF20	1718.4059
TCF25	2293.6336	TCF25	2066.0724
TCF3	1708.9649	TCF3	1239.6434
TCF4	3128.194	TCF4	2858.9407
TCF7L1	553.9194	TCF7L1	1104.3524
TCF7L2	1067.9948	TCF7L2	1075.5113
TCF7	508.8783	TCF7	964.3419
TCFL5	281.9402	TCFL5	291.5574
TCHHL1	28.5838	removed	removed
TCHH	6.9294	removed	removed
TCHP	302.7285	TCHP	426.8485
TCIRG1	857.9472	TCIRG1	646.0409
TCL1A	24.2529	removed	removed
TCN1	6.0632	TCN1	178.8149
TCN2	484.6254	TCN2	601.9927
TCOF1	1319.6189	TCOF1	1103.828
TCP10L	10.6453	TCP10L	27.4463
TCP11L1	193.5903	TCP11L1	193.5815
TCP11L2	136.4227	TCP11L2	346.6177
TCP1	4447.9472	TCP1	3127.3886
TCTA	507.146	TCTA	716.3083
TCTE3	25.1191	TCTE3	44.5726
TCTEX1D1	9.5279	TCTEX1D1	20.451
TCTEX1D2	82.7198	TCTEX1D2	61.8773
removed	removed	TCTEX1D4	7.3414
TCTN1	268.9346	TCTN1	492.3125
TCTN2	195.7557	TCTN2	524.9082
TCTN3	1196.6219	TCTN3	1283.1673
TDG	559.5496	TDG	467.7504
TDO2	103.508	removed	removed
TDP1	689.476	TDP1	384.8977
TDP2	807.709	TDP2	691.6623
removed	removed	TDRD10	51.3896
TDRD1	1150.7146	TDRD1	17.8291
TDRD3	397.5747	TDRD3	478.7625
TDRD5	80.1213	TDRD5	66.5967
TDRD6	11.2603	TDRD6	47.7189
TDRD7	219.1425	TDRD7	380.7027
TDRD9	50.6713	TDRD9	39.3288
TDRKH	339.5409	TDRKH	250.6555
TEAD1	1991.3382	TEAD1	3288.4111
TEAD2	1719.359	TEAD2	966.4394
TEAD3	1058.9	TEAD3	1029.3655
TEAD4	332.6115	TEAD4	165.1809
TECPR1	247.2932	TECPR1	427.8972
TECPR2	697.2715	TECPR2	1053.4872
TECR	732.7848	TECR	1452.5433
TECTA	9.5279	TECTA	25.1704
TEC	34.2139	TEC	54.0115
removed	removed	TEDDM1	7.8658
TEF	789.5193	TEF	2205.5585
removed	removed	TEKT2	18.3534
removed	removed	TEKT3	7.3414
removed	removed	TEKT4	5.2438
TEK	576.0069	TEK	853.1725
TELO2	550.0217	TELO2	545.8836
TENC1	1389.7791	TENC1	4556.3713
removed	removed	TEP1	1335.0813
removed	removed	TEPP	17.3047
TERF1	704.201	TERF1	587.8343
TERF2IP	1389.346	TERF2IP	1460.409
TERF2	660.4591	TERF2	607.7609
TESC	39.8441	TESC	254.8506
TESK1	464.2702	TESK1	907.7084
TESK2	121.2646	TESK2	378.6051
TES	2109.8657	TES	1947.3728
TET1	114.3352	TET1	125.3277
TET2	1438.7181	TET2	1069.2187
TET3	1258.1204	TET3	738.3325
TEX10	538.3283	TEX10	427.8972
removed	removed	TEX14	12.5852
TEX261	2073.6249	TEX261	2255.3749
TEX264	521.0048	TEX264	640.2727
TEX2	1594.6297	TEX2	2238.5947
TEX9	99.1771	TEX9	85.999
TFAM	903.8545	TFAM	734.1374
TFAP2A	2178.3673	TFAP2A	1872.0503
TFAP2B	2901.689	TFAP2B	1163.0834
TFAP2C	857.081	TFAP2C	2197.1683
TFAP2E	30.1429	TFAP2E	24.8663
TFAP4	213.9454	TFAP4	257.4725
TFB1M	140.7536	TFB1M	136.8642
TFB2M	556.9511	TFB2M	319.8741
TFCP2L1	85.3183	TFCP2L1	541.1641
TFCP2	239.4976	TFCP2	761.9297
TFDP1	1676.0502	TFDP1	1169.376
TFDP2	300.563	TFDP2	369.6906
removed	removed	TFDP3	5.2438
TFE3	1540.4937	TFE3	1412.6901
TFEB	285.4049	TFEB	331.4106
TFEC	171.9359	TFEC	80.7551
TFF1	45.4742	TFF1	1166.2297
removed	removed	TFF2	13.1096
TFF3	379.8181	TFF3	1063.9748
TFG	2032.0485	TFG	1430.5191
TFIP11	949.7921	TFIP11	1006.2507
TFPI2	86.1845	TFPI2	1281.0697
TFPI	552.6202	TFPI	1014.6827
TFPT	302.8974	TFPT	148.1751
TFR2	23.3867	removed	removed
TFRC	6667.3885	TFRC	2081.8039
TF	100.9095	TF	1807.0267
TGDS	169.7705	TGDS	264.2895
TGFA	61.0654	TGFA	304.1426
TGFB1I1	773.9281	TGFB1I1	957.0005
TGFB1	1153.7462	TGFB1	496.0671
TGFB2	2191.8579	TGFB2	383.849
TGFB3	2444.7813	TGFB3	962.7687
TGFBI	4508.4452	TGFBI	1710.5401
TGFBR1	2380.6843	TGFBR1	1805.978
TGFBR2	3306.6262	TGFBR2	7740.43
TGFBR3	1012.1265	TGFBR3	5105.9255
TGFBRAP1	462.1048	TGFBRAP1	532.774
TGIF1	1546.557	TGIF1	1200.839
TGIF2	443.2698	TGIF2	628.2433
TGM1	48.9389	TGM1	24.1217
TGM2	2275.0108	TGM2	1233.8752
removed	removed	TGM5	11.5364
TGOLN2	4670.8532	TGOLN2	7759.8322
TGS1	1154.6124	TGS1	656.5286
TH1L	2080.1213	TH1L	1464.0797
THADA	856.6479	THADA	1089.1453
THAP10	33.3478	THAP10	55.0603
THAP11	559.1165	THAP11	554.2737
THAP1	174.1013	THAP1	240.6922
THAP2	150.2815	THAP2	134.2423
THAP3	184.1836	THAP3	240.5087
THAP4	859.6795	THAP4	740.9544
THAP5	542.6592	THAP5	656.0042
THAP6	251.191	THAP6	422.129
THAP7	245.2967	THAP7	242.5013
THAP8	104.8073	THAP8	103.828
THAP9	159.8094	THAP9	189.827
THBD	724.9892	THBD	1042.9995
THBS1	23436.5526	THBS1	12593.0781
THBS2	15355.5652	THBS2	5337.1788
THBS3	797.7566	THBS3	675.5585
THBS4	2300.1299	THBS4	968.5317
THEG	17.3235	THEG	7.8658
THEM4	164.5734	THEM4	308.3377
removed	removed	THEM5	13.1096
THEMIS	71.0264	THEMIS	41.4263
THG1L	169.7705	THG1L	142.108
THNSL1	93.9801	THNSL1	293.1306
THNSL2	593.7635	THNSL2	1122.1814
THOC1	553.9194	THOC1	478.2381
THOC2	1305.7601	THOC2	1636.0776
THOC3	987.8735	THOC3	469.8479
THOC4	774.7943	THOC4	458.3115
THOC5	710.6973	THOC5	519.14
THOC6	502.2564	THOC6	358.0178
THOC7	780.8575	THOC7	665.9675
THOP1	551.754	THOP1	480.3356
THPO	7.7956	THPO	11.5364
removed	removed	THRAP3	4374.9345
THRA	590.1559	THRA	1528.2748
THRB	786.9207	THRB	1437.8605
THRSP	32.0485	THRSP	1772.9418
THSD1P1	79.2551	THSD1P1	259.57
THSD1	200.5197	THSD1	401.1536
THSD4	1501.0827	THSD4	5237.5459
THSD7A	256.8211	THSD7A	252.2286
THSD7B	45.0411	THSD7B	96.4866
THTPA	283.6726	THTPA	430.5191
THUMPD1	1850.1516	THUMPD1	2282.1185
THUMPD2	210.9138	THUMPD2	223.3875
THUMPD3	877.8692	THUMPD3	782.3807
THY1	5631.4422	THY1	1740.43
THYN1	319.6189	THYN1	563.1883
TIA1	1341.7064	TIA1	1932.3545
TIAF1	254.3439	TIAF1	239.0928
TIAL1	1472.4989	TIAL1	1401.1536
TIAM1	993.9368	TIAM1	517.0425
TIAM2	130.1602	TIAM2	142.2024
TICAM1	396.7085	TICAM1	423.7021
TICAM2	150.1083	TICAM2	128.0703
TIE1	1058.0338	TIE1	1401.678
TIFAB	16.0243	removed	removed
TIFA	396.2754	TIFA	410.5926
TIGD1	178.4322	TIGD1	126.3765
TIGD2	389.346	TIGD2	261.1432
TIGD3	10.8272	removed	removed
TIGD4	6.9294	TIGD4	19.4022
TIGD5	156.7778	TIGD5	136.3398
TIGD6	171.0697	TIGD6	231.2533
TIGD7	137.3278	TIGD7	347.1054
TIGIT	137.2889	TIGIT	39.3288
TIMD4	23.3867	removed	removed
TIMELESS	693.3738	TIMELESS	413.7389
TIMM10	393.6769	TIMM10	271.6308
TIMM13	662.1914	TIMM13	608.8044
TIMM16	124.8376	TIMM16	94.237
TIMM17A	1842.356	TIMM17A	621.9192
TIMM17B	578.1724	TIMM17B	316.7278
TIMM22	512.7761	TIMM22	347.6665
TIMM44	431.7887	TIMM44	380.7027
removed	removed	TIMM50	509.1767
TIMM8A	330.4461	TIMM8A	104.8768
TIMM8B	614.5518	TIMM8B	278.4478
TIMM9	639.6709	TIMM9	398.5317
TIMP1	6543.0922	TIMP1	2460.9334
TIMP2	16459.9394	TIMP2	13391.1904
TIMP3	26948.8956	TIMP3	20339.8007
TIMP4	12.5595	TIMP4	621.9192
TINAGL1	1007.7956	TINAGL1	2015.2071
TINF2	1282.3733	TINF2	1187.7294
TIPARP	703.7635	TIPARP	1589.4232
TIPIN	143.7852	TIPIN	89.1453
TIPRL	1314.8549	TIPRL	873.6235
TIRAP	235.5998	TIRAP	242.2653
TJAP1	448.246	TJAP1	710.5401
TJP1	3547.8562	TJP1	3136.3398
TJP2	1428.757	TJP2	2084.9502
TJP3	356.4314	TJP3	461.4578
TK1	1072.3257	TK1	62.4017
TK2	717.6267	TK2	1095.9622
TKT	5505.8467	TKT	4218.1437
TLCD1	152.0139	TLCD1	36.1825
TLE1	1300.563	TLE1	898.2695
TLE2	284.9718	TLE2	951.7567
TLE3	2132.5249	TLE3	1630.8338
TLE4	341.7064	TLE4	576.8222
TLE6	8.6618	TLE6	17.3047
TLK1	1769.5972	TLK1	1570.5296
TLK2	633.1745	TLK2	641.8458
TLL1	191.8579	TLL1	255.8993
TLL2	21.2213	TLL2	9.4389
TLN1	8694.673	TLN1	13293.1306
TLN2	879.1122	TLN2	2000.5244
TLR10	93.9801	TLR10	36.1825
TLR1	145.9506	TLR1	277.9234
TLR2	1027.7176	TLR2	400.1049
TLR3	78.822	TLR3	294.7037
TLR4	580.7709	TLR4	854.7457
TLR5	167.605	TLR5	393.2879
TLR6	60.1992	TLR6	52.4384
TLR7	192.7241	TLR7	189.827
TLR8	67.5617	TLR8	42.4751
TLR9	37.6483	TLR9	32.6586
TLX1	29.8831	removed	removed
TM2D1	288.4366	TM2D1	313.0572
TM2D2	574.2746	TM2D2	718.4059
TM2D3	657.8605	TM2D3	730.4667
TM4SF18	189.6925	TM4SF18	644.4678
TM4SF19	8.6184	removed	removed
TM4SF1	3187.094	TM4SF1	6682.2234
TM6SF1	87.0507	TM6SF1	101.2061
TM6SF2	9.0256	TM6SF2	6.817
TM7SF2	644.0017	TM7SF2	455.1652
TM7SF3	1218.2763	TM7SF3	1206.0829
TM7SF4	14.725	removed	removed
TM9SF1	2029.437	TM9SF1	1397.42
TM9SF2	5089.6492	TM9SF2	4508.6523
TM9SF3	8109.5712	TM9SF3	5620.3461
TM9SF4	1802.945	TM9SF4	1987.9392
TMBIM1	2607.1893	TMBIM1	3564.7614
TMBIM4	936.0589	TMBIM4	1221.7095
TMBIM6	12989.1728	TMBIM6	18061.8773
TMC4	190.1256	TMC4	901.4158
TMC5	1283.6726	TMC5	879.3917
TMC6	915.1148	TMC6	546.9324
TMC7	129.9264	TMC7	99.1085
TMC8	281.0741	TMC8	233.3508
TMCC1	955.825	TMCC1	815.4169
TMCC2	52.4036	TMCC2	72.365
TMCC3	348.2027	TMCC3	298.8988
TMCO1	2502.382	TMCO1	1480.86
TMCO3	965.353	TMCO3	1551.6518
TMCO4	404.9372	TMCO4	667.5406
TMCO6	104.3742	TMCO6	221.8144
TMCO7	313.9887	TMCO7	418.4583
TMED10P1	76.6566	TMED10P1	57.1578
TMED10	10703.3348	TMED10	6894.5988
TMED1	346.1455	TMED1	485.6214
TMED2	7449.9783	TMED2	5120.0839
TMED3	4564.7466	TMED3	1119.5595
TMED4	879.1685	TMED4	974.8296
TMED5	1909.9047	TMED5	1471.935
removed	removed	TMED6	12.0608
TMED7-TICAM2	205.3833	TMED7-TICAM2	71.0121
TMED7	2186.3058	TMED7	1955.6109
TMED8	469.4673	TMED8	415.312
TMED9	4880.0346	TMED9	2175.6686
TMEFF1	113.4257	TMEFF1	57.5721
TMEM100	41.1434	TMEM100	115.3644
TMEM101	369.8571	TMEM101	628.7362
TMEM102	185.3616	TMEM102	176.7174
TMEM104	456.4747	TMEM104	418.9827
TMEM105	21.2213	TMEM105	9.9633
TMEM106A	126.4617	TMEM106A	228.6314
TMEM106B	1281.9402	TMEM106B	1478.7625
TMEM106C	832.395	TMEM106C	1051.914
TMEM107	132.958	TMEM107	207.1316
TMEM108	67.5617	TMEM108	97.011
TMEM109	2898.2243	TMEM109	2874.1479
TMEM110	239.0645	TMEM110	280.021
TMEM111	726.2884	TMEM111	885.1599
TMEM115	722.3906	TMEM115	977.4515
TMEM116	80.5544	TMEM116	256.4237
TMEM117	71.8926	TMEM117	101.2061
TMEM119	1045.4742	TMEM119	497.6403
TMEM11	269.3807	TMEM11	371.2638
TMEM120A	317.4534	TMEM120A	512.323
TMEM120B	272.5725	TMEM120B	719.7378
TMEM121	64.097	TMEM121	48.2433
TMEM123	9806.8428	TMEM123	4707.9182
TMEM125	341.2733	TMEM125	238.0703
TMEM126A	200.0866	TMEM126A	206.0829
TMEM126B	470.7666	TMEM126B	395.3854
TMEM127	2171.0697	TMEM127	2235.4483
TMEM128	303.1615	TMEM128	578.9198
TMEM129	657.8605	TMEM129	940.7446
TMEM130	138.5881	TMEM130	169.9004
TMEM131	2165.8727	TMEM131	1882.538
TMEM132A	2295.2707	TMEM132A	603.0414
TMEM132B	12.5595	TMEM132B	17.3047
TMEM132C	48.0728	TMEM132C	489.2501
TMEM132E	6.4963	removed	removed
TMEM133	112.1698	TMEM133	106.9743
TMEM134	512.7761	TMEM134	308.3377
TMEM135	961.4552	TMEM135	818.0388
TMEM136	103.9411	TMEM136	197.6927
TMEM138	509.3114	TMEM138	407.9706
TMEM139	111.7367	TMEM139	312.5328
TMEM140	384.4695	TMEM140	660.0734
TMEM141	913.3824	TMEM141	513.8962
TMEM143	55.8683	TMEM143	145.7787
TMEM144	359.8961	TMEM144	593.6025
removed	removed	TMEM145	5.2438
TMEM147	1185.7947	TMEM147	664.9187
TMEM149	101.832	TMEM149	88.4845
TMEM14A	478.9952	TMEM14A	284.7404
TMEM14B	705.5002	TMEM14B	565.7997
TMEM14C	1574.7077	TMEM14C	1353.4347
TMEM150A	359.463	TMEM150A	338.2276
removed	removed	TMEM150B	7.8658
TMEM150C	180.1646	TMEM150C	687.9916
TMEM151B	8.6358	TMEM151B	50.1416
TMEM154	242.5292	TMEM154	160.4615
TMEM156	37.6786	TMEM156	18.8778
TMEM158	84.4521	TMEM158	62.9261
TMEM159	1371.5894	TMEM159	736.7593
TMEM160	42.4426	TMEM160	52.9628
TMEM161A	247.7263	TMEM161A	358.6786
TMEM161B	148.1161	TMEM161B	270.0577
TMEM163	40.7103	TMEM163	111.6938
TMEM164	665.6561	TMEM164	805.978
TMEM165	2306.6262	TMEM165	740.9544
TMEM167A	3002.5985	TMEM167A	1921.3424
TMEM167B	1496.3188	TMEM167B	1428.4216
TMEM168	737.9818	TMEM168	1013.1096
TMEM169	25.5522	TMEM169	26.2192
TMEM170A	500.2165	TMEM170A	628.2119
TMEM170B	151.1477	TMEM170B	286.3136
TMEM173	955.3919	TMEM173	829.5752
TMEM175	174.9675	TMEM175	327.2155
TMEM176A	561.2819	TMEM176A	606.7121
TMEM176B	1050.6713	TMEM176B	1257.4725
TMEM177	198.3543	TMEM177	172.5223
TMEM178	25.9853	TMEM178	125.3277
TMEM179B	791.2516	TMEM179B	730.9911
TMEM17	44.6081	TMEM17	45.097
TMEM180	36.3794	TMEM180	48.7677
TMEM181	1447.3798	TMEM181	1720.5034
TMEM182	103.0749	TMEM182	91.7672
TMEM183A	1417.9298	TMEM183A	818.0388
TMEM184A	212.5076	TMEM184A	382.0713
TMEM184B	2422.369	TMEM184B	1792.344
TMEM184C	851.8839	TMEM184C	750.3933
TMEM185A	403.6379	TMEM185A	503.4085
TMEM185B	566.479	TMEM185B	746.7226
TMEM186	284.1057	TMEM186	210.8023
TMEM187	116.9337	TMEM187	159.4127
TMEM188	258.5535	TMEM188	305.1914
removed	removed	TMEM189-UBE2V1	19.7588
TMEM189	876.5699	TMEM189	433.0729
TMEM18	431.7843	TMEM18	621.3634
TMEM191A	11.6934	TMEM191A	14.1584
TMEM192	708.0987	TMEM192	712.1133
TMEM194A	702.9017	TMEM194A	658.1017
TMEM194B	73.6249	TMEM194B	110.1206
removed	removed	TMEM195	12.0608
TMEM198	34.2139	TMEM198	68.1699
TMEM199	450.4114	TMEM199	401.7777
TMEM19	558.6834	TMEM19	691.1379
TMEM200A	578.6055	TMEM200A	205.0341
TMEM200B	105.4266	TMEM200B	168.1279
TMEM200C	27.7176	TMEM200C	57.1578
TMEM201	401.0394	TMEM201	421.6046
TMEM203	675.1841	TMEM203	686.4185
TMEM204	452.1438	TMEM204	376.5076
TMEM205	483.7592	TMEM205	893.5501
TMEM206	329.5799	TMEM206	128.474
TMEM208	452.5769	TMEM208	365.4955
TMEM209	645.7341	TMEM209	596.7488
TMEM20	53.2698	TMEM20	91.7672
removed	removed	TMEM213	41.4263
TMEM214	2342.1395	TMEM214	2006.817
TMEM215	7.3625	removed	removed
TMEM216	242.0961	TMEM216	256.9481
TMEM217	11.5288	TMEM217	17.2784
TMEM218	173.2352	TMEM218	262.1919
TMEM219	1213.0793	TMEM219	1256.9481
TMEM220	61.0654	TMEM220	214.473
TMEM222	548.2893	TMEM222	722.0766
TMEM223	213.9454	TMEM223	163.6078
TMEM229B	121.6977	TMEM229B	394.861
TMEM22	71.4595	TMEM22	143.6812
TMEM231	188.3889	TMEM231	293.0781
removed	removed	TMEM232	16.2559
TMEM233	8.6618	removed	removed
TMEM25	469.9004	TMEM25	725.7472
TMEM26	158.3283	TMEM26	687.6717
TMEM27	44.175	TMEM27	21.4997
TMEM2	2813.3391	TMEM2	1944.4153
TMEM30A	3367.2586	TMEM30A	3920.818
TMEM30B	716.7605	TMEM30B	1276.3503
TMEM33	987.0074	TMEM33	1106.4499
TMEM35	29.0169	TMEM35	27.7923
TMEM37	85.3183	TMEM37	637.1264
TMEM38A	32.4816	TMEM38A	49.2921
TMEM38B	96.1455	TMEM38B	100.1573
TMEM39A	697.7046	TMEM39A	745.1494
TMEM39B	274.5777	TMEM39B	288.4111
TMEM40	48.5058	TMEM40	22.0241
TMEM41A	747.0767	TMEM41A	503.9329
TMEM41B	511.0437	TMEM41B	520.7132
TMEM42	110.4374	TMEM42	158.8883
TMEM43	2694.673	TMEM43	3614.0535
TMEM44	136.4227	TMEM44	213.4242
TMEM45A	540.9268	TMEM45A	202.4122
TMEM45B	1234.7337	TMEM45B	61.8773
TMEM47	802.0788	TMEM47	1248.5579
TMEM48	779.5583	TMEM48	455.1652
TMEM49	2040.2772	TMEM49	1649.7116
TMEM50A	2685.5782	TMEM50A	1933.4033
TMEM50B	1023.8198	TMEM50B	1157.3152
TMEM51	486.3577	TMEM51	214.473
TMEM52	31.6154	TMEM52	18.3534
TMEM53	202.8887	TMEM53	174.9869
TMEM54	560.8489	TMEM54	397.483
TMEM55A	170.6366	TMEM55A	204.5097
TMEM55B	520.5717	TMEM55B	545.8836
TMEM56	111.7367	TMEM56	197.8605
TMEM57	1777.3928	TMEM57	743.0519
TMEM59L	45.4742	TMEM59L	84.4258
TMEM59	4352.9667	TMEM59	4598.322
TMEM5	402.3387	TMEM5	331.935
TMEM60	242.0961	TMEM60	271.1064
TMEM61	25.5522	TMEM61	38.8044
TMEM62	628.4106	TMEM62	469.3235
TMEM63A	2071.4595	TMEM63A	2140.5349
TMEM63B	1710.2642	TMEM63B	649.1872
TMEM63C	839.7575	TMEM63C	167.2784
TMEM64	708.0987	TMEM64	703.7231
TMEM65	2139.4543	TMEM65	335.0813
TMEM66	3826.3317	TMEM66	6072.365
TMEM67	206.5829	TMEM67	292.0818
TMEM68	499.3504	TMEM68	353.4347
TMEM69	407.5357	TMEM69	471.4211
TMEM70	712.4296	TMEM70	349.2396
TMEM71	35.9463	TMEM71	100.6817
TMEM79	381.5505	TMEM79	217.0949
TMEM80	186.2278	TMEM80	306.7646
TMEM81	38.9779	TMEM81	29.3655
TMEM84	18.6228	TMEM84	173.5711
TMEM85	1236.8168	TMEM85	1124.1584
