gene_id	TCGA-BH-A1EO-01A-11R-A137-07	gene_id	TCGA-BH-A1EO-11A-31R-A137-07
KIAA0831	755.3378	KIAA0831	525.2453
KIAA0892	1087.2286	KIAA0892	756.1618
KIAA0895L	34.1104	KIAA0895L	75.798
KIAA0895	417.7247	KIAA0895	28.2364
KIAA0907	750.1878	KIAA0907	401.2922
KIAA0913	967.0613	KIAA0913	1128.4996
KIAA0922	712.9931	KIAA0922	628.38
KIAA0947	1901.5057	KIAA0947	947.8344
KIAA1009	410.858	KIAA1009	212.9696
KIAA1012	1127.8567	KIAA1012	1066.0445
KIAA1024	68.0948	KIAA1024	27.2793
KIAA1033	1151.8901	KIAA1033	960.0383
removed	removed	KIAA1045	31.1079
KIAA1107	95.5617	KIAA1107	113.185
KIAA1109	2330.6749	KIAA1109	1608.5188
KIAA1143	1155.8957	KIAA1143	903.5654
KIAA1147	1565.6092	KIAA1147	762.3833
KIAA1161	852.0439	KIAA1161	211.7732
KIAA1191	3233.0746	KIAA1191	1858.8179
KIAA1199	1274.9186	KIAA1199	11.7253
KIAA1210	29.1835	removed	removed
KIAA1211	254.0682	KIAA1211	12.9218
KIAA1217	4360.3591	KIAA1217	1574.7787
removed	removed	KIAA1239	17.4683
KIAA1244	633.4537	KIAA1244	53.8406
removed	removed	KIAA1257	8.8538
KIAA1267	1461.4642	KIAA1267	731.0361
KIAA1274	338.1853	KIAA1274	267.7674
KIAA1279	654.6261	KIAA1279	853.0749
KIAA1310	1650.2986	KIAA1310	1115.3386
KIAA1324L	261.5071	KIAA1324L	523.8095
KIAA1324	6339.1152	KIAA1324	13.6396
KIAA1328	127.6063	KIAA1328	138.3106
KIAA1370	855.4773	KIAA1370	726.9682
KIAA1377	85.2616	KIAA1377	594.8792
KIAA1383	46.3503	KIAA1383	90.213
KIAA1407	218.018	KIAA1407	73.4626
KIAA1409	8.5834	removed	removed
KIAA1429	8124.4591	KIAA1429	1558.5068
KIAA1430	1474.0531	KIAA1430	893.2759
KIAA1432	1088.8538	KIAA1432	758.0282
KIAA1462	2426.8088	KIAA1462	2068.1981
KIAA1467	2223.6687	KIAA1467	272.314
KIAA1468	540.181	KIAA1468	459.4401
KIAA1522	4001.0014	KIAA1522	595.597
KIAA1524	112.8829	KIAA1524	46.1833
KIAA1529	26.3224	KIAA1529	50.7298
KIAA1530	148.2064	KIAA1530	70.1125
KIAA1539	413.7191	KIAA1539	794.2091
KIAA1543	368.5133	removed	removed
KIAA1549	333.6075	KIAA1549	87.5808
KIAA1586	222.5958	KIAA1586	227.3271
KIAA1598	2083.4734	KIAA1598	609.476
KIAA1609	345.6243	KIAA1609	333.8119
KIAA1614	35.3922	KIAA1614	123.0701
KIAA1632	1001.3948	KIAA1632	654.7021
KIAA1644	310.7185	KIAA1644	56.9514
KIAA1671	2362.1473	KIAA1671	1000.4786
KIAA1683	22.889	KIAA1683	57.43
KIAA1704	531.6491	KIAA1704	279.9115
KIAA1712	316.0459	KIAA1712	229.0261
KIAA1715	1241.7296	KIAA1715	845.4176
KIAA1731	635.7426	KIAA1731	176.5973
KIAA1737	1500.3755	KIAA1737	594.1613
KIAA1755	258.0737	KIAA1755	229.0022
KIAA1797	1220.5572	KIAA1797	830.3422
KIAA1804	178.5344	KIAA1804	23.2113
KIAA1826	292.4073	KIAA1826	448.6719
KIAA1841	262.6516	KIAA1841	234.0273
KIAA1908	127.6063	KIAA1908	150.7538
KIAA1919	81.256	KIAA1919	77.5305
KIAA1949	1460.3197	KIAA1949	2481.4549
KIAA1958	66.9504	KIAA1958	10.0503
KIAA1967	1435.714	KIAA1967	1595.3577
KIAA2013	842.8883	KIAA2013	1262.0244
KIAA2018	1100.3898	KIAA2018	483.1299
KIAA2022	60.0837	KIAA2022	21.5363
KIAA2026	1235.4351	KIAA2026	521.6559
KIDINS220	2893.1726	KIDINS220	2167.5042
KIF11	411.4302	KIF11	73.7018
KIF12	143.6286	removed	removed
KIF13A	1412.825	KIF13A	1317.7794
KIF13B	1567.3259	KIF13B	836.0852
KIF14	201.4234	KIF14	6.2216
KIF15	163.6565	KIF15	25.8435
KIF16B	716.4265	KIF16B	496.291
KIF17	12.0167	KIF17	105.5276
KIF18A	287.2573	KIF18A	16.0325
KIF18B	78.9671	KIF18B	7.8966
removed	removed	KIF19	20.3398
KIF1B	1756.1604	KIF1B	1412.5389
KIF1C	1697.2211	KIF1C	5575.7358
KIF20A	382.2467	KIF20A	41.3975
KIF20B	291.2628	KIF20B	112.9457
KIF21A	588.2479	KIF21A	152.1895
KIF21B	129.8952	KIF21B	74.659
KIF22	612.8536	KIF22	421.632
KIF23	292.4073	KIF23	43.0725
KIF24	97.8506	KIF24	20.8184
removed	removed	KIF25	50.2513
KIF26A	74.9616	KIF26A	323.5224
KIF26B	675.7984	KIF26B	7.418
KIF27	125.8896	KIF27	40.6796
KIF2A	861.7718	KIF2A	453.9363
KIF2C	264.9405	KIF2C	41.876
KIF3A	741.0322	KIF3A	171.0936
KIF3B	2764.4219	KIF3B	1521.1773
KIF3C	442.3304	KIF3C	326.8725
KIF4A	283.2517	KIF4A	41.3975
KIF5A	14.8779	removed	removed
KIF5B	5515.1103	KIF5B	4848.5284
KIF5C	369.6577	KIF5C	41.1582
removed	removed	KIF6	8.3752
KIF7	92.4602	KIF7	209.9186
KIF9	81.1187	KIF9	118.1335
KIFAP3	2069.74	KIFAP3	1339.0763
KIFC1	232.3236	KIFC1	37.8081
KIFC2	553.0904	KIFC2	77.9158
KIFC3	299.8462	KIFC3	527.1596
KILLIN	19.4557	KILLIN	28.4757
KIN	183.6844	KIN	257.9564
removed	removed	KIRREL3	29.9115
KIRREL	662.6372	KIRREL	423.307
KITLG	6762.5621	KITLG	1050.2513
KIT	807.9825	KIT	459.6793
KLB	8.0112	KLB	867.4324
KLC1	1231.3723	KLC1	1872.1752
KLC2	405.1357	KLC2	221.3448
KLC3	68.6671	removed	removed
KLC4	408.0026	KLC4	369.531
KLF10	2759.8441	KLF10	4193.1084
KLF11	624.8704	KLF11	1853.3142
KLF12	1179.357	KLF12	383.8239
KLF13	2078.3234	KLF13	2707.107
removed	removed	KLF14	34.6973
KLF15	8.0112	KLF15	400.0957
KLF16	231.1791	KLF16	398.4207
KLF2	531.5976	KLF2	4349.6052
KLF3	1543.2924	KLF3	2951.1773
KLF4	596.2591	KLF4	7849.2462
KLF5	384.5356	KLF5	123.9531
KLF6	3635.9215	KLF6	8843.0246
KLF7	140.1953	KLF7	76.8126
KLF8	278.1016	KLF8	392.4384
KLF9	905.8331	KLF9	2481.4549
KLHDC10	1325.2745	KLHDC10	482.4121
KLHDC1	87.5505	KLHDC1	137.5927
KLHDC2	949.3223	KLHDC2	1289.7822
KLHDC3	1415.1139	KLHDC3	2443.1682
KLHDC4	70.956	KLHDC4	147.5544
KLHDC5	4806.695	KLHDC5	605.8866
KLHDC7A	477.8084	KLHDC7A	9.5717
KLHDC7B	36.6224	KLHDC7B	7.8966
KLHDC8A	14.3056	removed	removed
KLHDC8B	532.1698	KLHDC8B	1284.2785
KLHDC9	180.8233	KLHDC9	38.526
removed	removed	KLHL10	5.0251
KLHL11	96.7061	KLHL11	24.1685
KLHL12	1896.9279	KLHL12	853.3142
KLHL13	40.0558	KLHL13	220.3877
KLHL14	11.4445	KLHL14	16.5111
KLHL15	309.0018	KLHL15	311.7971
KLHL17	32.0446	KLHL17	28.2364
KLHL18	553.3422	KLHL18	435.0323
KLHL20	568.7922	KLHL20	650.3948
KLHL21	650.0483	KLHL21	1534.0991
KLHL22	355.9243	KLHL22	563.0534
KLHL23	80.1116	KLHL23	66.5446
KLHL24	2180.1795	KLHL24	1127.7818
KLHL25	120.7396	KLHL25	145.7286
KLHL26	271.2349	KLHL26	156.7361
KLHL28	649.4761	KLHL28	334.7691
KLHL29	56.0781	KLHL29	206.2694
KLHL2	550.481	KLHL2	633.1658
KLHL30	7.4389	KLHL30	115.8172
KLHL31	9.7278	KLHL31	532.6633
removed	removed	KLHL32	5.0251
KLHL35	92.7005	KLHL35	11.0074
KLHL36	139.0508	KLHL36	162.2398
KLHL38	157.362	removed	removed
KLHL3	136.1897	KLHL3	238.5738
KLHL4	65.2337	KLHL4	169.4185
KLHL5	1531.2757	KLHL5	1568.5571
KLHL6	223.168	KLHL6	166.547
KLHL7	870.9274	KLHL7	683.4171
KLHL8	464.6472	KLHL8	367.552
KLHL9	1978.1839	KLHL9	1227.3271
removed	removed	KLK10	13.8789
KLK11	5.15	removed	removed
removed	removed	KLK14	6.4609
KLK1	28.0391	KLK1	10.0503
KLK2	5.7223	removed	removed
KLK4	324.4519	KLK4	8.3752
KLK5	8.0112	removed	removed
KLK7	5.7223	removed	removed
KLKP1	14.8779	removed	removed
KLRA1	18.8834	KLRA1	15.7933
KLRAQ1	650.0483	KLRAQ1	790.6198
KLRB1	49.2114	KLRB1	127.7818
removed	removed	KLRC1	6.9395
KLRD1	92.1283	KLRD1	44.9868
KLRF1	5.15	KLRF1	60.3015
KLRG1	47.4947	KLRG1	192.8691
KLRG2	173.3844	removed	removed
KLRK1	34.9058	KLRK1	120.603
KL	80.6838	KL	467.0974
KMO	75.8084	KMO	56.3676
removed	removed	KNDC1	7.1788
KNTC1	330.1742	KNTC1	176.1187
KPNA1	2427.381	KPNA1	1760.9476
KPNA2	1884.3389	KPNA2	1463.0294
KPNA3	1595.9372	KPNA3	1772.9122
KPNA4	2528.6649	KPNA4	2558.9854
KPNA5	84.1172	KPNA5	63.8909
KPNA6	2588.7486	KPNA6	1600.6222
KPNA7	5.7223	removed	removed
KPNB1	5472.1934	KPNB1	3438.6217
KPTN	85.8338	KPTN	107.442
KRAS	5470.4767	KRAS	1091.888
KRBA1	179.1066	KRBA1	121.0816
KRBA2	88.1227	KRBA2	83.9914
KRCC1	881.7996	KRCC1	1225.4128
KREMEN1	964.7724	KREMEN1	1029.6722
KRI1	431.624	KRI1	385.2596
KRIT1	1051.7507	KRIT1	640.5839
KRR1	647.8166	KRR1	553.7234
KRT10	371.3744	KRT10	560.4212
KRT14	37.1947	KRT14	8.3752
KRT15	147.062	removed	removed
KRT16	54.3614	KRT16	5.743
KRT17	81.256	removed	removed
KRT18	3322.8511	KRT18	169.3946
KRT19	9385.6443	KRT19	32.0651
KRT1	15.4501	KRT1	30.39
KRT222	58.9392	KRT222	113.9028
KRT23	1883.1944	KRT23	9.811
removed	removed	KRT27	8.1359
KRT33A	22.889	removed	removed
KRT5	73.8171	KRT5	14.3575
KRT6B	19.4557	removed	removed
removed	removed	KRT79	11.2467
KRT7	42.3447	KRT7	70.3518
KRT80	1133.0067	KRT80	5.0251
KRT81	13.1612	removed	removed
KRT86	26.3224	removed	removed
KRT8	7121.9828	KRT8	128.5236
KRTCAP2	1402.5249	KRTCAP2	1914.3336
KRTCAP3	93.2728	removed	removed
KSR1	284.9683	KSR1	686.5279
KSR2	24.0335	removed	removed
KTELC1	609.9925	KTELC1	527.8775
KTI12	134.473	KTI12	220.3877
KTN1	7342.7989	KTN1	4815.7454
KYNU	385.6801	KYNU	253.1706
L1CAM	29.7557	L1CAM	165.5899
L1TD1	17.739	L1TD1	14.3575
L2HGDH	268.946	L2HGDH	106.0062
L3MBTL2	709.7715	L3MBTL2	651.0409
L3MBTL3	310.7185	L3MBTL3	266.3317
L3MBTL4	28.6113	L3MBTL4	67.9588
L3MBTL	34.3335	L3MBTL	31.5865
LACE1	80.6838	LACE1	66.2838
LACTB2	468.0805	LACTB2	324.001
LACTB	807.4103	LACTB	477.3869
LAD1	1360.7525	removed	removed
LAG3	14.3056	LAG3	17.229
LAGE3	268.946	LAGE3	214.6447
LAIR1	986.5169	LAIR1	1322.0866
removed	removed	LAIR2	8.6145
LAMA1	101.8562	LAMA1	86.3843
LAMA2	1494.081	LAMA2	4195.4965
LAMA3	256.9293	LAMA3	627.4228
LAMA4	5156.3249	LAMA4	11113.4243
LAMA5	1240.0129	LAMA5	966.0206
LAMB1	7699.2954	LAMB1	5996.4106
LAMB2L	10.3001	LAMB2L	15.0754
LAMB2	7517.3277	LAMB2	10029.1936
LAMB3	606.5591	LAMB3	464.9438
LAMC1	7266.6929	LAMC1	14272.5532
LAMC2	132.7563	LAMC2	103.8526
LAMC3	23.4612	LAMC3	19.1433
LAMP1	10027.1092	LAMP1	9059.8229
LAMP2	7861.8075	LAMP2	4554.6782
LAMP3	94.9894	LAMP3	52.1656
LANCL1	2616.7877	LANCL1	1631.4908
LANCL2	452.0582	LANCL2	434.0751
removed	removed	LANCL3	6.2216
LAP3	2521.7982	LAP3	3736.0613
LAPTM4A	10886.0198	LAPTM4A	14223.7377
LAPTM4B	10035.6926	LAPTM4B	1521.4166
LAPTM5	8946.175	LAPTM5	6948.0737
LARGE	1030.0061	LARGE	464.4652
LARP1B	433.747	LARP1B	344.3408
LARP1	5198.6696	LARP1	2985.6425
LARP4B	1116.9844	LARP4B	854.9892
LARP4	1455.7419	LARP4	932.0412
LARP6	135.0452	LARP6	1081.3592
LARP7	895.5331	LARP7	1184.2546
LARS2	503.5585	LARS2	335.2477
LARS	4031.9016	LARS	1973.6779
LAS1L	716.4265	LAS1L	631.4908
LASP1	4283.1086	LASP1	6620.0048
LASS1	36.2677	LASS1	12.7016
LASS2	10032.2592	LASS2	3837.2816
LASS4	1785.9161	LASS4	624.0727
LASS5	691.2485	LASS5	942.8093
LASS6	2947.8602	LASS6	371.8713
LAT2	266.0849	LAT2	240.7274
LATS1	597.9758	LATS1	234.0273
LATS2	920.711	LATS2	1165.1113
LAT	88.8724	LAT	101.9048
LAX1	69.8115	LAX1	34.6973
LAYN	90.9839	LAYN	159.129
LBH	977.3613	LBH	864.8002
LBP	683.8096	LBP	93.3238
LBR	1101.5343	LBR	1583.1539
LBX2	5.15	removed	removed
LCA5L	72.1004	LCA5L	14.5968
LCA5	304.9962	LCA5	275.9033
LCAT	32.6169	LCAT	90.8112
LCK	112.1562	LCK	103.1347
LCLAT1	383.9634	LCLAT1	205.3123
LCMT1	701.5486	LCMT1	566.1642
LCMT2	235.1847	LCMT2	318.0187
removed	removed	LCN10	40.4403
LCN12	10.8723	removed	removed
removed	removed	LCN6	28.4757
LCORL	129.4203	LCORL	83.2113
LCOR	136.9107	LCOR	26.5925
LCP1	4206.4304	LCP1	6277.5784
LCP2	583.0979	LCP2	664.7523
LDB1	865.2051	LDB1	572.8643
LDB2	389.1134	LDB2	2565.6856
LDB3	26.8946	LDB3	71.0696
LDHA	15432.3522	LDHA	16939.2199
LDHB	1702.3712	LDHB	12335.9655
LDHD	69.2393	LDHD	275.4247
LDLRAD2	112.8372	LDLRAD2	579.8827
LDLRAD3	1935.8392	LDLRAD3	246.2312
LDLRAP1	654.6261	LDLRAP1	557.7889
LDLR	908.122	LDLR	684.135
LDOC1L	1199.3849	LDOC1L	1019.1433
LDOC1	1309.8244	LDOC1	439.5788
LEF1	430.8859	LEF1	52.6442
LEFTY2	6.8667	LEFTY2	54.3192
LEKR1	9.7278	LEKR1	11.0074
LEMD2	596.2591	LEMD2	563.2927
LEMD3	1091.2342	LEMD3	650.3948
LENG1	53.7892	LENG1	182.8189
LENG8	872.4151	LENG8	730.0359
LENG9	78.0516	LENG9	91.6918
LEO1	346.1965	LEO1	437.4252
LEPRE1	1456.8864	LEPRE1	1151.7109
LEPREL1	173.3844	LEPREL1	247.9062
LEPREL2	624.2981	LEPREL2	868.8682
LEPROTL1	954.4723	LEPROTL1	1167.0256
LEPROT	1218.7833	LEPROT	1232.168
LEPR	484.1601	LEPR	3582.8595
LEP	15.4501	LEP	11998.325
LETM1	902.3998	LETM1	840.6317
LETM2	69.8115	LETM2	25.1256
LETMD1	520.7253	LETMD1	1309.1649
LFNG	384.5356	LFNG	1255.0849
LGALS12	12.0167	LGALS12	2256.0421
LGALS1	5026.4297	LGALS1	18084.2307
LGALS2	12.589	LGALS2	93.5631
LGALS3BP	5234.7198	LGALS3BP	8710.457
LGALS3	3708.0219	LGALS3	10937.5449
LGALS8	1730.393	LGALS8	1048.3369
LGALS9C	5.15	LGALS9C	19.6219
LGALS9	912.6998	LGALS9	1419.2391
removed	removed	LGI1	14.1182
LGI2	765.0656	LGI2	428.8107
LGI4	34.9058	LGI4	603.2544
LGMN	3881.4062	LGMN	12352.4767
LGR4	457.7805	LGR4	1251.7349
LGR5	7.4389	removed	removed
LGR6	5.15	LGR6	12.6825
LGTN	1143.879	LGTN	1459.9186
removed	removed	LHCGR	48.3369
LHFPL2	3745.7888	LHFPL2	2842.0675
LHFP	959.0501	LHFP	5702.5604
LHPP	308.4296	LHPP	439.3396
LHX6	148.2064	LHX6	1449.8684
removed	removed	LHX8	35.1113
LIAS	188.8344	LIAS	199.0907
LIFR	393.6912	LIFR	2369.2271
LIF	141.9119	LIF	306.0541
LIG1	499.5529	LIG1	134.0034
LIG3	702.1208	LIG3	258.6743
LIG4	438.3248	LIG4	280.6892
LILRA1	8.5834	LILRA1	26.5614
LILRA2	120.1674	LILRA2	171.3329
removed	removed	LILRA3	38.526
LILRA4	10.3001	removed	removed
LILRA5	10.3001	LILRA5	109.5956
LILRA6	143.6286	LILRA6	329.9856
LILRB1	211.1512	LILRB1	165.8291
LILRB2	188.2622	LILRB2	385.4989
LILRB3	71.5282	LILRB3	212.9672
LILRB4	624.2981	LILRB4	596.7935
LILRB5	111.584	LILRB5	1364.9198
LIMA1	3607.8824	LIMA1	5766.4513
LIMCH1	1871.7499	LIMCH1	3067.241
LIMD1	970.0883	LIMD1	679.9043
LIMD2	164.7552	LIMD2	249.3898
LIME1	27.8044	LIME1	31.4214
LIMK1	1320.6967	LIMK1	701.6033
LIMK2	3162.1187	LIMK2	641.3017
LIMS1	671.7929	LIMS1	494.3766
LIMS2	315.2963	LIMS2	2067.7196
LIMS3-LOC440895	19.078	LIMS3-LOC440895	61.9646
LIMS3	10.1055	LIMS3	16.2838
LIN37	109.1291	LIN37	143.8287
LIN52	190.5511	LIN52	240.0096
LIN54	492.114	LIN54	241.4453
LIN7A	10.8723	LIN7A	30.39
LIN7B	13.1612	LIN7B	23.9292
LIN7C	1031.7228	LIN7C	722.1823
LIN9	200.279	LIN9	89.0165
LINGO1	323.8797	LINGO1	101.2204
LINGO4	6.2945	removed	removed
LINS1	232.3236	LINS1	200.0479
LIPA	2653.4101	LIPA	7463.2687
LIPC	13.1612	LIPC	19.3826
LIPE	202.5679	LIPE	12715.7717
LIPG	9.7278	LIPG	38.526
LIPH	74.9616	removed	removed
LIPT1	114.9945	LIPT1	178.8466
LIPT2	17.739	LIPT2	16.2718
LITAF	3951.2178	LITAF	5173.0079
LIX1L	564.7867	LIX1L	1313.9507
LLGL1	644.8983	LLGL1	564.7284
LLGL2	563.6422	LLGL2	85.1878
LLPH	962.3461	LLPH	904.2187
LMAN1	4260.7918	LMAN1	2575.2572
LMAN2L	639.176	LMAN2L	644.6518
LMAN2	1882.05	LMAN2	1875.0897
LMBR1L	171.6677	LMBR1L	405.5994
LMBR1	1695.5045	LMBR1	790.8591
LMBRD1	1812.2385	LMBRD1	2097.8703
LMBRD2	428.0247	LMBRD2	101.4597
LMCD1	2067.4511	LMCD1	2178.9902
LMF1	163.6565	LMF1	238.7461
LMF2	826.866	LMF2	1370.1843
LMLN	306.7129	LMLN	114.1421
LMNA	5894.4959	LMNA	16106.7241
LMNB1	805.6936	LMNB1	204.3551
LMNB2	759.3434	LMNB2	563.2927
LMO2	247.7737	LMO2	1235.2237
LMO3	46.9225	LMO3	1295.7645
LMO4	644.326	LMO4	1805.2166
LMO7	791.9602	LMO7	95.2381
LMOD1	453.7749	LMOD1	2236.6595
LMTK2	409.1413	LMTK2	116.7743
LMTK3	171.6677	removed	removed
removed	removed	LMX1A	98.3489
LMX1B	401.1301	LMX1B	20.1005
LNP1	51.569	LNP1	83.051
LNPEP	569.9367	LNPEP	179.9569
LNX1	263.796	LNX1	324.9581
LNX2	1033.4394	LNX2	275.664
LOC100009676	40.8512	LOC100009676	75.5922
LOC100125556	40.5136	LOC100125556	18.2197
LOC100126784	9.7736	LOC100126784	8.3752
removed	removed	LOC100128164	14.3575
LOC100128191	33.4752	LOC100128191	14.2187
removed	removed	LOC100128239	9.811
LOC100128288	10.3001	LOC100128288	32.783
LOC100128292	73.8171	LOC100128292	7.418
LOC100128640	14.3056	LOC100128640	15.0754
LOC100128788	8.5834	removed	removed
LOC100128822	45.2058	LOC100128822	200.2872
LOC100128842	6.2945	removed	removed
LOC100129034	2945.4741	LOC100129034	1115.9249
LOC100129387	28.3023	LOC100129387	51.6822
LOC100129534	44.6336	LOC100129534	14.3575
LOC100129550	157.9343	LOC100129550	177.3151
LOC100129637	107.0062	LOC100129637	122.8452
LOC100129716	5.7223	removed	removed
LOC100130015	10.4202	LOC100130015	8.837
LOC100130093	214.5217	LOC100130093	19.0524
removed	removed	LOC100130331	5.5037
LOC100130522	12.589	removed	removed
LOC100130557	14.5174	removed	removed
LOC100130581	25.1779	LOC100130581	46.9012
removed	removed	LOC100130691	12.2278
LOC100130776	132.5618	LOC100130776	199.4664
LOC100130872	34.3335	LOC100130872	79.6841
LOC100130932	36.0502	LOC100130932	61.7373
LOC100131193	32.6169	LOC100131193	5.743
LOC100131434	11.8565	LOC100131434	7.1476
removed	removed	LOC100131496	6.7002
LOC100131691	7.2959	LOC100131691	19.0883
removed	removed	LOC100132111	5.2644
removed	removed	LOC100132215	9.5717
LOC100132247	40.628	LOC100132247	28.9543
LOC100132287	74.9616	LOC100132287	52.4049
LOC100132288	59.5115	LOC100132288	128.2603
LOC100132707	77.1188	LOC100132707	72.0077
LOC100133161	5.15	LOC100133161	6.9371
LOC100133331	40.3762	LOC100133331	21.297
removed	removed	LOC100133985	8.8538
LOC100133991	6.8667	removed	removed
LOC100134229	331.3186	LOC100134229	186.8868
LOC100134259	23.4612	LOC100134259	56.9514
LOC100134368	5.15	removed	removed
LOC100134713	21.1781	LOC100134713	8.1359
removed	removed	LOC100134868	7.1788
removed	removed	LOC100144603	7.1788
LOC100170939	45.9726	LOC100170939	7.418
LOC100188947	6.8667	removed	removed
removed	removed	LOC100188949	6.7002
LOC100190938	112.1562	LOC100190938	266.3317
LOC100190939	103.0006	LOC100190939	128.0211
LOC100190986	69.2393	LOC100190986	25.8435
LOC100192378	25.1779	LOC100192378	56.7121
removed	removed	LOC100216001	5.0251
LOC100216545	20.0279	LOC100216545	35.8938
LOC100233209	9.1556	LOC100233209	34.458
LOC100240735	6.2945	LOC100240735	34.458
LOC100270710	336.8063	LOC100270710	356.4776
LOC100270746	18.8834	LOC100270746	14.1182
LOC100270804	6.8667	LOC100270804	9.5717
LOC100271722	15.4501	LOC100271722	45.944
LOC100271836	488.0226	LOC100271836	115.4056
LOC100272146	10.8723	LOC100272146	13.4003
LOC100272216	10.8208	LOC100272216	7.6573
LOC100272217	8.0112	LOC100272217	5.0251
LOC100272228	8.0112	removed	removed
LOC100286793	134.473	LOC100286793	93.3238
LOC100286844	14.9923	LOC100286844	18.2245
LOC100288778	135.8635	LOC100288778	222.0436
LOC100289341	42.9169	LOC100289341	34.458
LOC100302401	11.4445	LOC100302401	19.2319
removed	removed	LOC100302640	8.6145
removed	removed	LOC100302650	86.9131
LOC100303728	19.4557	LOC100303728	18.904
LOC113230	46.9225	LOC113230	43.7904
LOC115110	38.259	LOC115110	31.3999
LOC121838	5.15	removed	removed
LOC134466	39.4836	LOC134466	93.0845
LOC143188	9.7278	LOC143188	21.297
LOC143666	10.8723	removed	removed
LOC144438	559.0644	LOC144438	622.8763
LOC144486	7.4389	LOC144486	7.418
LOC144571	32.7141	LOC144571	90.682
LOC145783	27.8903	LOC145783	40.9907
LOC145820	10.3001	LOC145820	60.5408
LOC145837	8.0112	removed	removed
LOC146880	131.3601	LOC146880	151.1486
LOC147727	267.8016	LOC147727	427.1357
LOC147804	69.8115	LOC147804	71.3089
LOC148189	84.1172	LOC148189	67.241
LOC148413	195.5295	LOC148413	278.6863
LOC148709	10.3001	removed	removed
LOC149837	64.6615	LOC149837	89.2558
LOC150381	16.5945	LOC150381	127.3008
LOC150622	9.1556	removed	removed
LOC150776	228.318	LOC150776	134.4819
LOC150786	71.5282	LOC150786	39.9617
LOC151009	21.1723	LOC151009	45.7047
LOC151162	1384.786	LOC151162	1073.2233
LOC151534	129.323	LOC151534	249.5812
LOC152217	118.4507	LOC152217	250.5384
LOC153328	162.5121	LOC153328	8.8538
LOC153684	44.0614	LOC153684	20.3398
LOC154761	119.8813	LOC154761	25.7693
LOC154822	18.0995	LOC154822	9.7033
removed	removed	LOC158376	193.1084
LOC158572	16.0223	LOC158572	24.1685
removed	removed	LOC158696	8.3752
LOC162632	54.9337	LOC162632	97.5616
LOC168474	27.4668	removed	removed
LOC200030	553.737	LOC200030	392.1632
removed	removed	LOC201651	17.7076
LOC202181	48.6392	LOC202181	9.3324
LOC202781	97.2784	LOC202781	108.1598
LOC219347	42.9398	LOC219347	65.5659
LOC220594	86.9897	LOC220594	45.1735
LOC220729	89.8394	LOC220729	101.4597
LOC220930	71.4538	LOC220930	78.8753
LOC221442	6.2945	LOC221442	9.811
LOC221710	545.331	LOC221710	382.8667
LOC222699	86.4061	LOC222699	12.6825
LOC253039	352.491	LOC253039	293.3716
LOC253724	9.7278	LOC253724	10.2895
LOC254559	25.1779	LOC254559	8.3752
LOC255167	5.15	removed	removed
removed	removed	LOC257358	21.0577
LOC25845	251.7964	LOC25845	197.7243
LOC282997	25.1779	LOC282997	44.0297
LOC283050	81.256	LOC283050	30.6293
LOC283070	275.2405	LOC283070	575.4965
LOC283174	57.7948	LOC283174	39.9617
LOC283267	275.8127	LOC283267	314.9079
LOC283314	24.1079	LOC283314	28.5355
removed	removed	LOC283392	540.5695
LOC283663	7.4389	LOC283663	9.0931
LOC283731	16.5945	LOC283731	15.0754
LOC283867	42.9169	removed	removed
LOC283922	37.7669	LOC283922	20.1005
LOC284023	100.1395	LOC284023	74.1804
LOC284232	7.4389	LOC284232	10.0503
LOC284276	8.5834	LOC284276	8.3752
LOC284379	28.0391	removed	removed
LOC284440	113.3007	LOC284440	97.3917
LOC284441	116.1618	LOC284441	50.9691
removed	removed	LOC284578	27.9971
removed	removed	LOC284688	9.0931
LOC284837	7.4389	LOC284837	8.8538
LOC284900	124.4762	LOC284900	62.5437
LOC285033	26.0878	LOC285033	33.2855
LOC285074	141.9119	LOC285074	187.844
LOC285359	20.6001	LOC285359	26.0828
removed	removed	LOC285419	11.0074
LOC285548	9.1556	removed	removed
LOC285593	13.7334	removed	removed
LOC285830	15.9021	LOC285830	104.0704
LOC286367	14.3056	LOC286367	103.374
LOC338651	63.7459	removed	removed
LOC338758	29.7557	LOC338758	59.3443
LOC338799	42.9169	LOC338799	78.9663
LOC339047	319.8741	LOC339047	442.9289
LOC339290	403.419	LOC339290	1131.3711
LOC339524	104.5742	LOC339524	1372.8165
LOC339535	28.0391	LOC339535	20.3398
LOC341056	10.8723	LOC341056	12.2039
LOC344595	173.3844	LOC344595	124.671
LOC348926	89.8394	LOC348926	36.3723
LOC349114	78.3949	LOC349114	33.9794
LOC374443	227.7458	LOC374443	140.9428
LOC375190	52.0725	LOC375190	184.0153
LOC387646	28.0391	LOC387646	13.4003
LOC387647	405.4161	LOC387647	675.3649
LOC388152	102.4284	LOC388152	26.3221
LOC388242	11.4445	LOC388242	45.7047
LOC388588	65.2337	LOC388588	5.2644
LOC388692	313.0074	LOC388692	151.4716
LOC388789	377.0967	LOC388789	694.6638
LOC388796	184.2566	LOC388796	146.9251
LOC388955	162.5121	LOC388955	230.9165
LOC389033	5.15	removed	removed
LOC389333	22.3168	LOC389333	23.2113
LOC389493	17.1668	removed	removed
removed	removed	LOC389705	33.5008
LOC399744	113.3007	LOC399744	50.2513
LOC399959	327.8853	LOC399959	830.1029
