gene_id	TCGA-BH-A0BC-01A-22R-A084-07	gene_id	TCGA-BH-A0BC-11A-22R-A089-07
ANKRD53	8.7561	ANKRD53	42.4077
ANKRD54	389.192	ANKRD54	329.2294
ANKRD56	66.4253	ANKRD56	133.1509
ANKRD57	383.1533	ANKRD57	834.4733
ANKRD58	44.6861	ANKRD58	8.6639
ANKRD5	302.2352	ANKRD5	197.4464
ANKRD6	142.4914	ANKRD6	326.4295
ANKRD9	64.0099	ANKRD9	69.3114
ANKS1A	600.2434	ANKS1A	1264.9339
ANKS1B	210.1456	ANKS1B	62.4715
ANKS3	106.5824	ANKS3	176.4706
ANKS6	63.1041	ANKS6	227.9982
ANKZF1	283.2134	ANKZF1	480.6202
ANLN	552.8398	ANLN	81.6233
ANO10	779.8937	ANO10	841.3133
ANO1	10838.4989	ANO1	7106.7031
ANO2	188.4064	ANO2	33.7437
removed	removed	ANO3	35.1117
ANO5	20.5315	ANO5	98.9512
ANO6	2270.5383	ANO6	3723.6662
ANO7	44.3842	ANO7	8.6639
ANO8	245.4718	ANO8	237.1181
ANO9	169.9884	ANO9	89.8313
ANP32A	3786.2433	ANP32A	2380.301
ANP32B	3682.3783	ANP32B	3329.2294
ANP32E	1421.1999	ANP32E	843.5933
removed	removed	ANPEP	6959.8723
ANTXR1	4091.1959	ANTXR1	6559.0515
ANTXR2	628.3232	ANTXR2	1333.7893
ANUBL1	270.2303	ANUBL1	155.4948
ANXA11	5381.3568	ANXA11	4742.3621
ANXA1	2544.9956	ANXA1	20394.8928
ANXA2P1	98.4302	ANXA2P1	114.9111
ANXA2P2	7460.7713	ANXA2P2	6108.0711
ANXA2P3	5.1329	ANXA2P3	10.0319
ANXA2	21563.7728	ANXA2	20405.3808
ANXA3	697.1639	ANXA3	2028.7278
ANXA4	1163.047	ANXA4	1687.1865
ANXA5	6171.8182	ANXA5	10852.7132
ANXA6	3824.5888	ANXA6	6226.1742
ANXA7	3217.401	ANXA7	3749.202
ANXA8L2	151.8724	ANXA8L2	337.8933
ANXA8	228.9892	ANXA8	721.8422
ANXA9	1219.8104	ANXA9	153.2148
AOAH	251.2085	AOAH	201.5504
removed	removed	AOC2	63.3835
AOC3	1240.9458	AOC3	5979.4802
AOX1	74.2756	AOX1	1151.8468
AP1AR	447.4651	AP1AR	446.8764
AP1B1	5154.0011	AP1B1	2536.2517
AP1G1	1806.7687	AP1G1	2389.4209
AP1G2	1095.7974	AP1G2	889.6124
AP1M1	1107.7932	AP1M1	985.4081
AP1M2	2361.1182	AP1M2	969.4482
AP1S1	915.1598	AP1S1	526.2198
AP1S2	383.4553	AP1S2	297.7656
AP1S3	112.923	AP1S3	116.2791
AP2A1	2224.11	AP2A1	1337.2184
AP2A2	1344.207	AP2A2	1563.1555
AP2B1	6764.8151	AP2B1	6434.5645
AP2M1	12451.4265	AP2M1	5520.2918
AP2S1	1716.4907	AP2S1	833.1053
AP3B1	1698.9786	AP3B1	1573.1874
removed	removed	AP3B2	90.2873
AP3D1	2836.9651	AP3D1	2630.643
AP3M1	1652.7828	AP3M1	1383.9489
AP3M2	576.6926	AP3M2	423.6206
AP3S1	631.0406	AP3S1	834.4733
AP3S2	1858.4325	AP3S2	1790.0958
AP4B1	310.2183	AP4B1	303.0552
AP4E1	352.6581	AP4E1	321.0214
AP4M1	578.3985	AP4M1	249.4984
AP4S1	59.7828	AP4S1	86.1833
APAF1	292.8753	APAF1	317.8295
APBA1	84.2394	APBA1	420.8846
APBA2	26.8721	APBA2	87.0953
APBA3	278.6844	APBA3	93.4793
APBB1IP	459.5425	APBB1IP	686.2745
APBB1	420.895	APBB1	857.2731
APBB2	3480.9888	APBB2	1838.1213
APBB3	148.2492	APBB3	247.606
removed	removed	APC2	10.1322
APCDD1L	28.9856	APCDD1L	468.3083
APCDD1	296.4985	APCDD1	1537.1637
APC	931.4642	APC	984.9521
APEH	1984.6074	APEH	1381.213
APEX1	3586.6654	APEX1	3419.5166
APEX2	770.8357	APEX2	461.4683
APH1A	7710.1682	APH1A	4032.8317
APH1B	393.4191	APH1B	658.9147
API5	2463.1717	API5	2580.4834
APIP	363.9051	APIP	370.953
APITD1	312.1356	APITD1	183.1783
APLF	25.3624	APLF	96.6712
APLNR	2531.1067	APLNR	931.6005
APLN	246.3776	APLN	168.7187
APLP1	48.0074	APLP1	28.7278
APLP2	8339.6991	APLP2	15328.3174
APOA1BP	3247.5943	APOA1BP	923.3926
APOB48R	480.0739	APOB48R	197.4464
APOBEC3A	38.3516	APOBEC3A	15.9599
APOBEC3B	445.0436	APOBEC3B	109.8951
APOBEC3C	248.1892	APOBEC3C	447.7884
APOBEC3D	94.2032	APOBEC3D	82.0793
APOBEC3F	155.7976	APOBEC3F	179.6626
APOBEC3G	349.0349	APOBEC3G	363.8851
APOBEC3H	9.6619	removed	removed
removed	removed	APOB	56.9995
APOC1	1734.0028	APOC1	196.9904
APOC2	395.2307	APOC2	32.3757
APOD	1405.4994	APOD	9774.7378
APOE	9277.8058	APOE	1527.5878
APOF	5.1329	removed	removed
APOL1	2101.7576	APOL1	1512.9959
APOL2	1570.053	APOL2	766.9859
APOL3	1096.6217	APOL3	1471.5002
APOL4	368.6605	APOL4	293.6617
APOL6	2669.0902	APOL6	2420.4286
APOLD1	881.3432	APOLD1	1264.0219
APOM	60.0847	APOM	62.4715
APOOL	180.5561	APOOL	147.2868
APOO	334.2401	APOO	153.6708
APPBP2	2191.1298	APPBP2	1085.2713
APPL1	1456.2242	APPL1	1653.8988
APPL2	951.3918	APPL2	1202.0064
APP	11195.9879	APP	36307.3415
APRT	1906.1048	APRT	1433.1965
APTX	573.6732	APTX	511.1719
AQP11	355.0735	AQP11	18.6959
AQP1	4417.468	AQP1	15610.4469
removed	removed	AQP2	6.8399
AQP3	5053.7592	AQP3	1149.5668
AQP4	5.1329	AQP4	44.2316
removed	removed	AQP5	212.4943
removed	removed	AQP6	8.6639
removed	removed	AQP7P1	190.6065
removed	removed	AQP7P3	19.6078
AQP7	13.2851	AQP7	538.0757
AQP9	182.9716	AQP9	31.9197
removed	removed	AQPEP	101.2312
AQR	1281.1029	AQR	1260.3739
ARAF	1423.0115	ARAF	994.984
ARAP1	2697.1458	ARAP1	2029.5577
ARAP2	161.8362	ARAP2	399.9088
ARAP3	341.4865	ARAP3	441.8605
ARCN1	3370.1793	ARCN1	4360.2371
ARC	14.7947	ARC	76.1514
AREG	57.9712	AREG	461.4683
ARF1	13768.4594	ARF1	7295.9416
ARF3	5971.0325	ARF3	4847.6972
ARF4	7310.1066	ARF4	3378.933
ARF5	3299.4906	ARF5	2056.9494
ARF6	3814.625	ARF6	2888.7369
ARFGAP1	1286.8396	ARFGAP1	837.6653
ARFGAP2	2207.1323	ARFGAP2	1950.7524
ARFGAP3	1290.7648	ARFGAP3	1594.1632
ARFGEF1	1474.1772	ARFGEF1	1731.7373
ARFGEF2	1299.8228	ARFGEF2	1898.3128
ARFIP1	1295.5957	ARFIP1	822.6174
ARFIP2	1415.1613	ARFIP2	1385.7729
ARFRP1	462.8637	ARFRP1	454.1724
ARG2	145.0125	ARG2	156.2973
ARGLU1	552.236	ARGLU1	1772.9138
ARHGAP10	281.0999	ARHGAP10	568.6275
ARHGAP11A	526.5716	ARHGAP11A	99.4072
ARHGAP11B	22.0411	removed	removed
ARHGAP12	721.3186	ARHGAP12	1237.5741
ARHGAP15	169.0826	ARHGAP15	122.207
ARHGAP17	815.8237	ARHGAP17	1169.1746
ARHGAP18	819.7489	ARHGAP18	667.5787
ARHGAP19	397.3442	ARHGAP19	850.4332
ARHGAP1	5400.6806	ARHGAP1	3181.0306
ARHGAP20	57.3673	ARHGAP20	423.6206
ARHGAP21	1115.9454	ARHGAP21	2963.9763
ARHGAP22	126.51	ARHGAP22	92.5673
ARHGAP23	623.4922	ARHGAP23	1409.9407
ARHGAP24	273.2496	ARHGAP24	492.9321
ARHGAP25	395.8345	ARHGAP25	493.844
ARHGAP26	320.9551	ARHGAP26	953.9444
ARHGAP27	385.5688	ARHGAP27	598.7232
ARHGAP28	133.7564	ARHGAP28	108.5271
ARHGAP29	3927.5481	ARHGAP29	5068.3995
ARHGAP30	728.8669	ARHGAP30	586.4113
ARHGAP31	987.6238	ARHGAP31	1381.213
ARHGAP32	2393.1232	ARHGAP32	1647.5148
ARHGAP33	114.7346	ARHGAP33	78.8874
ARHGAP36	28.6837	ARHGAP36	199.2704
ARHGAP39	252.1143	ARHGAP39	184.2225
ARHGAP42	194.1159	ARHGAP42	189.6945
ARHGAP4	537.1393	ARHGAP4	306.4295
ARHGAP5	575.7868	ARHGAP5	2576.3794
ARHGAP6	165.4594	ARHGAP6	103.9672
ARHGAP8	480.9405	ARHGAP8	179.5121
ARHGAP9	220.4113	ARHGAP9	107.6151
ARHGDIA	4969.2179	ARHGDIA	4502.508
ARHGDIB	8554.0717	ARHGDIB	4335.6133
ARHGDIG	7.8503	ARHGDIG	25.5358
ARHGEF10L	556.463	ARHGEF10L	984.9521
ARHGEF10	522.9484	ARHGEF10	1291.3817
ARHGEF11	1208.9408	ARHGEF11	1117.1911
ARHGEF12	3539.8658	ARHGEF12	5300.5016
ARHGEF15	544.9896	ARHGEF15	828.5454
ARHGEF16	376.5108	ARHGEF16	158.6867
ARHGEF17	1860.8148	ARHGEF17	1448.2444
ARHGEF18	731.5843	ARHGEF18	735.5221
ARHGEF19	971.3194	ARHGEF19	349.2932
ARHGEF1	1395.5356	ARHGEF1	1100.3192
ARHGEF2	2832.1342	ARHGEF2	1567.7155
removed	removed	ARHGEF33	14.1359
ARHGEF35	378.6243	ARHGEF35	750.57
ARHGEF37	292.8753	ARHGEF37	1789.3297
ARHGEF38	50.4229	ARHGEF38	26.4478
ARHGEF3	1679.051	ARHGEF3	930.6886
ARHGEF4	41.3649	ARHGEF4	156.8627
ARHGEF5	410.3273	ARHGEF5	1175.5586
ARHGEF6	1719.51	ARHGEF6	2371.637
ARHGEF7	832.732	ARHGEF7	1670.7706
ARHGEF9	514.7962	ARHGEF9	902.8728
ARID1A	3585.7596	ARID1A	2294.5736
ARID1B	1850.5491	ARID1B	2169.6306
ARID2	1142.2136	ARID2	905.6088
ARID3A	87.5607	ARID3A	28.7278
ARID3B	111.4134	ARID3B	82.9913
ARID4A	386.1727	ARID4A	571.3634
ARID4B	987.9257	ARID4B	1122.622
ARID5A	1244.569	ARID5A	3551.7556
ARID5B	1640.7054	ARID5B	4115.8231
ARIH1	1334.847	ARIH1	1989.0561
ARIH2	784.0543	ARIH2	1812.1295
ARL10	7.5483	ARL10	45.1436
ARL11	66.7273	ARL11	46.9676
ARL13B	181.16	ARL13B	334.2453
ARL15	443.8419	ARL15	481.5321
ARL16	289.554	ARL16	421.7966
ARL17A	69.7496	ARL17A	78.3447
ARL1	3888.5987	ARL1	2085.2713
ARL2BP	2020.5375	ARL2BP	1645.6908
ARL2	691.1253	ARL2	1065.6635
ARL3	1418.4825	ARL3	676.6986
ARL4A	429.0472	ARL4A	1501.596
ARL4C	1255.4386	ARL4C	2765.6179
ARL4D	58.5751	ARL4D	301.4136
ARL5A	1377.4196	ARL5A	528.4998
ARL5B	259.0588	ARL5B	191.0625
ARL6IP1	6593.6189	ARL6IP1	3272.2298
ARL6IP4	2621.6867	ARL6IP4	1926.5846
ARL6IP5	2687.2062	ARL6IP5	4608.7551
ARL6IP6	296.4985	ARL6IP6	243.0461
ARL6	54.0461	ARL6	34.1997
ARL8A	1499.7026	ARL8A	1176.4706
ARL8B	2641.6143	ARL8B	2011.8559
ARL9	20.8334	ARL9	16.4159
ARMC10	821.9771	ARMC10	627.4692
ARMC1	643.7218	ARMC1	611.0351
ARMC2	42.8745	ARMC2	51.9836
ARMC4	40.761	ARMC4	6.8399
ARMC5	402.4771	ARMC5	246.694
ARMC6	767.4993	ARMC6	440.871
ARMC7	270.5322	ARMC7	270.4058
ARMC8	829.7127	ARMC8	789.7857
ARMC9	340.2788	ARMC9	129.047
ARMCX1	727.6592	ARMCX1	672.1386
ARMCX2	1025.0635	ARMCX2	716.3703
ARMCX3	1438.7121	ARMCX3	1804.8336
ARMCX5	348.431	ARMCX5	450.9804
ARMCX6	178.4426	ARMCX6	266.3019
ARNT2	1110.8125	ARNT2	300.5016
ARNTL2	24.7585	ARNTL2	62.4715
ARNTL	229.4693	ARNTL	311.9015
ARNT	1311.9001	ARNT	1560.8755
ARPC1A	2559.1865	ARPC1A	2205.1984
ARPC1B	2611.7229	ARPC1B	1715.9143
ARPC2	5534.1351	ARPC2	4294.5736
ARPC3	4475.557	ARPC3	3132.2389
ARPC4	4072.313	ARPC4	3101.5276
ARPC5L	967.0923	ARPC5L	640.6749
ARPC5	4227.9717	ARPC5	3140.4469
ARPM1	66.1234	ARPM1	35.5677
ARPP19	3378.9353	ARPP19	3240.3101
ARRB1	1367.7578	ARRB1	989.9681
ARRB2	1154.8948	ARRB2	771.0898
ARRDC1	730.9805	ARRDC1	483.3561
ARRDC2	507.2479	ARRDC2	747.834
ARRDC3	1816.7325	ARRDC3	5720.4742
ARRDC4	419.6873	ARRDC4	1222.5262
ARSA	1021.7422	ARSA	472.4122
ARSB	407.9119	ARSB	234.3821
ARSD	1939.9213	ARSD	2662.1067
ARSE	29.5895	ARSE	30.0958
ARSG	224.3364	ARSG	240.7661
ARSH	7.5483	ARSH	6.3839
ARSI	113.8288	ARSI	46.0556
ARSJ	57.9712	ARSJ	131.3269
ARSK	160.9304	ARSK	117.6471
removed	removed	ART3	8.2079
removed	removed	ART4	13.6799
removed	removed	ART5	7.2959
ARTN	6.3406	ARTN	7.2959
ARV1	660.63	ARV1	331.9653
ARVCF	222.8268	ARVCF	357.9571
AR	832.732	AR	306.4295
AS3MT	251.9754	AS3MT	242.8272
ASAH1	10974.3689	ASAH1	5576.8354
ASAH2B	16.3044	ASAH2B	12.3119
ASAH2	25.0605	removed	removed
ASAM	141.6067	ASAM	900.5928
ASAP1	1138.2885	ASAP1	870.041
ASAP2	1137.0807	ASAP2	820.3374
ASAP3	1660.633	ASAP3	1402.6448
removed	removed	ASB12	8.7825
ASB13	1830.0176	ASB13	847.2412
removed	removed	ASB14	20.5198
ASB16	11.4886	ASB16	10.5791
ASB1	264.8317	ASB1	633.803
ASB2	52.5364	ASB2	85.7273
ASB3	253.9259	ASB3	264.4779
ASB6	634.3014	ASB6	704.528
ASB7	461.656	ASB7	499.772
ASB8	727.3573	ASB8	949.8404
ASB9	61.5944	ASB9	63.3835
ASCC1	619.869	ASCC1	467.8523
ASCC2	1289.859	ASCC2	1156.4067
ASCC3	1145.8368	ASCC3	934.3365
ASCL1	162.4401	removed	removed
ASCL2	262.38	ASCL2	29.6398
ASF1A	592.0912	ASF1A	517.5559
ASF1B	929.3506	ASF1B	116.2791
removed	removed	ASGR1	11.8559
ASGR2	7.5483	ASGR2	5.016
ASH1L	2057.0292	ASH1L	2814.3502
ASH2L	1251.8154	ASH2L	1288.6457
ASL	975.5464	ASL	490.6521
ASMTL	692.0281	ASMTL	745.969
ASNA1	1941.7329	ASNA1	969.9042
ASNSD1	949.5802	ASNSD1	1082.9913
ASNS	698.0697	ASNS	393.0689
ASPA	12.6812	ASPA	87.5513
removed	removed	ASPG	8.2079
ASPHD1	23.8527	ASPHD1	15.5039
ASPHD2	142.8144	ASPHD2	43.7756
ASPH	1858.7828	ASPH	8230.2827
ASPM	495.4725	ASPM	52.8956
ASPN	1387.9873	ASPN	450.5244
ASPRV1	60.0847	ASPRV1	109.3707
ASPSCR1	348.431	ASPSCR1	226.6302
ASRGL1	87.8626	ASRGL1	161.4227
ASS1	1124.0976	ASS1	3654.3548
ASTE1	218.5302	ASTE1	317.9708
ASTL	24.1547	removed	removed
ASTN1	11.1715	ASTN1	115.8231
ASTN2	1256.9482	ASTN2	142.2709
ASXL1	1323.6755	ASXL1	2189.6945
ASXL2	408.2138	ASXL2	718.6503
ASXL3	19.9276	ASXL3	42.8637
ATAD1	955.015	ATAD1	1088.0073
ATAD2B	322.1628	ATAD2B	265.3899
ATAD2	942.6357	ATAD2	360.6931
ATAD3A	808.5773	ATAD3A	342.4533
ATAD3B	95.7128	ATAD3B	153.6708
ATAD3C	113.225	ATAD3C	106.2472
ATAD5	60.6886	ATAD5	43.7756
ATE1	239.1312	ATE1	281.3497
ATF1	556.463	ATF1	417.2367
ATF2	349.6387	ATF2	440.0365
ATF3	293.1772	ATF3	4308.2535
ATF4	5329.1224	ATF4	6857.7291
ATF5	1586.9613	ATF5	670.3146
ATF6B	2516.6139	ATF6B	1990.8801
ATF6	1826.0925	ATF6	1596.8992
ATF7IP2	64.3118	ATF7IP2	72.5034
ATF7IP	759.3622	ATF7IP	943.0005
ATF7	1287.3559	ATF7	1941.0214
ATG10	65.2176	ATG10	76.1514
ATG12	621.0768	ATG12	483.3561
ATG16L1	551.934	ATG16L1	643.8668
ATG16L2	186.2959	ATG16L2	217.6881
ATG2A	683.8789	ATG2A	563.6115
ATG2B	854.7731	ATG2B	1078.8874
ATG3	937.2009	ATG3	719.1062
ATG4A	321.257	ATG4A	358.8691
ATG4B	1032.0079	ATG4B	703.1464
ATG4C	210.4475	ATG4C	170.5426
ATG4D	309.9587	ATG4D	179.6033
ATG5	659.4223	ATG5	879.617
ATG7	973.4842	ATG7	705.098
ATG9A	1361.6496	ATG9A	1333.3333
ATG9B	7.3491	ATG9B	13.8714
ATHL1	179.3484	ATHL1	706.7943
ATIC	2787.1461	ATIC	1404.0128
ATL1	125.0004	ATL1	555.8596
ATL2	787.442	ATL2	2096.6712
ATL3	848.1306	ATL3	561.7875
ATMIN	2045.598	ATMIN	1994.072
ATM	480.6778	ATM	935.2485
ATN1	4988.8436	ATN1	4803.9216
ATOH8	30.7972	ATOH8	421.3406
ATOX1	1426.9367	ATOX1	590.9713
ATP10A	308.5758	ATP10A	342.4533
removed	removed	ATP10B	23.7118
ATP10D	356.8851	ATP10D	466.0283
ATP11A	361.4141	ATP11A	755.13
ATP11B	634.9657	ATP11B	1208.3903
ATP11C	298.612	ATP11C	569.0834
removed	removed	ATP12A	5.472
ATP13A1	1640.1016	ATP13A1	920.6566
ATP13A2	2105.0788	ATP13A2	863.6571
ATP13A3	1691.7322	ATP13A3	1497.948
removed	removed	ATP13A4	88.9193
ATP13A5	7.2464	ATP13A5	44.2316
ATP1A1	16466.8221	ATP1A1	18719.0834
ATP1A2	66.7273	ATP1A2	536.2517
ATP1A3	128.9255	removed	removed
ATP1B1	4162.8296	ATP1B1	4262.6539
ATP1B2	64.6137	ATP1B2	57.4555
ATP1B3	2228.8715	ATP1B3	2555.8596
ATP2A2	4920.6066	ATP2A2	6071.1354
ATP2A3	1236.7187	ATP2A3	740.5381
ATP2B1	623.1903	ATP2B1	1608.2991
removed	removed	ATP2B2	35.5677
ATP2B4	3618.6703	ATP2B4	5967.1683
ATP2C1	2568.9178	ATP2C1	2511.9425
ATP2C2	332.7305	ATP2C2	125.399
ATP5A1	9628.3503	ATP5A1	10810.3055
ATP5B	11043.5116	ATP5B	10528.9558
ATP5C1	2860.2139	ATP5C1	2785.2257
ATP5D	1707.7346	ATP5D	704.5144
ATP5EP2	30.7972	ATP5EP2	36.9357
ATP5E	4459.5545	ATP5E	3393.0689
ATP5F1	2878.9338	ATP5F1	2784.3137
ATP5G1	714.978	ATP5G1	594.1632
ATP5G2	7778.1032	ATP5G2	4636.5709
ATP5G3	2773.2572	ATP5G3	2200.1824
ATP5H	1859.909	ATP5H	1769.2658
ATP5I	1404.5121	ATP5I	931.14
ATP5J2	1609.3044	ATP5J2	1354.7652
ATP5J	1803.1727	ATP5J	1488.9603
ATP5L	2171.8061	ATP5L	2690.3785
ATP5O	3058.2822	ATP5O	2838.1213
ATP5SL	925.1236	ATP5SL	697.6744
ATP5S	115.0366	ATP5S	119.471
ATP6AP1L	26.8721	ATP6AP1L	32.8317
ATP6AP1	6115.3566	ATP6AP1	2515.2759
ATP6AP2	5034.7374	ATP6AP2	3248.518
ATP6V0A1	842.9977	ATP6V0A1	1480.6202
ATP6V0A2	381.3417	ATP6V0A2	536.2517
ATP6V0A4	6.0387	ATP6V0A4	67.9435
ATP6V0B	4226.1601	ATP6V0B	1035.1117
ATP6V0C	4244.9071	ATP6V0C	1459.6443
ATP6V0D1	2147.0475	ATP6V0D1	1684.4505
ATP6V0D2	39.8552	removed	removed
ATP6V0E1	3676.9435	ATP6V0E1	2869.585
ATP6V0E2	1859.8969	ATP6V0E2	919.2294
ATP6V1A	1962.5663	ATP6V1A	1562.2435
ATP6V1B1	1539.5578	ATP6V1B1	1210.2143
ATP6V1B2	3179.6594	ATP6V1B2	1814.4095
ATP6V1C1	1223.1317	ATP6V1C1	1414.9567
ATP6V1C2	38.6384	ATP6V1C2	44.5873
ATP6V1D	1262.685	ATP6V1D	976.7442
ATP6V1E1	2154.8978	ATP6V1E1	2279.9818
ATP6V1E2	19.6257	ATP6V1E2	105.3352
ATP6V1F	2413.0477	ATP6V1F	1212.9366
ATP6V1G1	2847.8347	ATP6V1G1	2041.9517
ATP6V1G2	9.9004	ATP6V1G2	13.2239
ATP6V1H	1102.0565	ATP6V1H	965.3443
ATP7A	612.6226	ATP7A	539.4437
ATP7B	214.9765	ATP7B	171.9106
ATP8A1	272.9477	ATP8A1	477.4282
ATP8A2	12.6812	ATP8A2	12.7679
ATP8B1	1981.9685	ATP8B1	1235.627
ATP8B2	757.5506	ATP8B2	1054.7196
ATP8B3	54.0461	ATP8B3	24.6238
ATP8B4	85.7491	ATP8B4	105.7912
ATP8B5P	28.3817	ATP8B5P	20.9758
ATP9A	1949.5832	ATP9A	3029.6398
ATP9B	526.5716	ATP9B	509.3479
ATPAF1	1395.9221	ATPAF1	1049.243
ATPAF2	238.2254	ATPAF2	199.5896
ATPBD4	114.7346	ATPBD4	129.047
ATPIF1	2438.4132	ATPIF1	875.057
ATRIP	217.0719	ATRIP	196.8855
ATRNL1	7.8503	ATRNL1	65.6635
ATRN	1807.0707	ATRN	2304.1496
ATRX	1724.341	ATRX	2036.0237
ATR	531.4026	ATR	914.2727
ATXN10	3413.9596	ATXN10	2212.9503
ATXN1L	668.4803	ATXN1L	1902.8728
ATXN1	1051.6336	ATXN1	959.4163
ATXN2L	1717.6984	ATXN2L	1761.0579
ATXN2	618.0574	ATXN2	667.5787
ATXN3	442.3323	ATXN3	401.2768
ATXN7L1	198.6721	ATXN7L1	261.7419
ATXN7L2	64.3118	ATXN7L2	45.5996
ATXN7L3B	2660.6361	ATXN7L3B	3310.0775
ATXN7L3	925.4255	ATXN7L3	1094.3912
ATXN7	437.1994	ATXN7	817.1455
AUH	214.0707	AUH	257.6379
AUP1	3014.372	AUP1	1727.0315
AURKAIP1	1863.8341	AURKAIP1	735.0661
AURKAPS1	7.5483	AURKAPS1	10.4879
AURKA	238.2254	AURKA	51.9836
AURKB	112.923	AURKB	20.5198
AURKC	22.3431	AURKC	15.5039
AUTS2	2093.0015	AUTS2	2108.9831
AVEN	146.1357	AVEN	194.2544
AVIL	11.4735	AVIL	18.6959
AVL9	312.8029	AVL9	314.1815
AVPI1	155.7976	AVPI1	295.0296
AVPR1A	41.3649	AVPR1A	55.1756
AVPR2	8.1522	AVPR2	46.9676
AXIN1	554.3495	AXIN1	567.7155
AXIN2	222.8268	AXIN2	349.7492
AXL	1967.3972	AXL	2534.4277
AZGP1	20455.0738	AZGP1	15664.8427
AZI1	274.4574	AZI1	194.7104
AZI2	1001.2108	AZI2	1041.9517
AZIN1	3761.4848	AZIN1	3335.1573
removed	removed	AZU1	5.472
B2M	65433.1867	B2M	35722.7542
B3GALNT1	454.1077	B3GALNT1	311.4455
B3GALNT2	687.1398	B3GALNT2	651.3315
removed	removed	B3GALT1	15.0479
B3GALT2	5.4348	B3GALT2	9.5759
B3GALT4	355.0735	B3GALT4	217.9663
B3GALT5	95.4109	B3GALT5	42.8637
B3GALT6	748.4926	B3GALT6	546.2836
B3GALTL	282.9115	B3GALTL	337.8933
removed	removed	B3GAT1	54.2636
removed	removed	B3GAT2	11.7145
B3GAT3	634.6638	B3GAT3	394.4368
B3GNT1	511.173	B3GNT1	547.6516
B3GNT2	2532.6163	B3GNT2	972.6402
B3GNT3	18.116	B3GNT3	378.933
removed	removed	B3GNT4	5.472
B3GNT5	207.7301	B3GNT5	720.0182
B3GNT7	75.1814	B3GNT7	168.7187
B3GNT8	59.1789	B3GNT8	68.3995
B3GNT9	597.9305	B3GNT9	211.4409
B3GNTL1	36.3769	B3GNTL1	24.259
B4GALNT1	45.598	B4GALNT1	35.2303
B4GALNT3	137.6816	B4GALNT3	185.1345
B4GALNT4	387.3804	B4GALNT4	176.0146
B4GALT1	6281.4199	B4GALT1	5111.2631
B4GALT2	1153.989	B4GALT2	897.4008
B4GALT3	1329.4122	B4GALT3	645.6908
B4GALT4	387.6823	B4GALT4	403.1008
B4GALT5	1068.2399	B4GALT5	2013.2239
B4GALT6	40.761	B4GALT6	159.1427
B4GALT7	1009.6649	B4GALT7	352.0292
B9D1	163.6297	B9D1	121.3406
B9D2	123.4907	B9D2	62.4715
BAALC	31.703	BAALC	145.9188
BACE1	712.8645	BACE1	1441.4045
BACE2	826.3914	BACE2	1301.4136
BACH1	707.4297	BACH1	927.4966
BACH2	77.2949	BACH2	398.5408
BAD	1001.9988	BAD	577.7474
BAG1	1602.2874	BAG1	1495.5039
BAG2	115.9424	BAG2	109.4391
BAG3	2186.2989	BAG3	1746.01
BAG4	246.0756	BAG4	224.3502
BAG5	1408.2168	BAG5	1747.378
BAGE2	14.4898	BAGE2	10.9439
BAHCC1	267.211	BAHCC1	478.7962
BAHD1	838.7706	BAHD1	849.0652
BAI1	31.703	BAI1	15.0479
BAI2	1352.0572	BAI2	95.3032
removed	removed	BAI3	12.7679
BAIAP2L1	759.3622	BAIAP2L1	608.2991
BAIAP2L2	32.3069	BAIAP2L2	5.472
BAIAP2	605.0743	BAIAP2	930.6886
BAIAP3	288.0051	BAIAP3	184.4004
BAK1	495.1706	BAK1	334.7013
BAMBI	519.3252	BAMBI	772.0018
BANF1	2643.1239	BANF1	1787.0497
BANK1	35.9301	BANK1	43.3197
BANP	143.7202	BANP	140.9029
BAP1	910.0269	BAP1	1612.8591
BARD1	273.8535	BARD1	137.2549
BARX2	491.8493	BARX2	1289.1017
BASP1	592.695	BASP1	417.2367
BAT1	5250.3812	BAT1	5445.9644
BAT2L1	4250.345	BAT2L1	5254.1176
BAT2L2	3915.7727	BAT2L2	4529.8678
BAT2	7357.5101	BAT2	5312.3575
BAT3	4972.2372	BAT3	3758.3219
BAT4	358.3948	BAT4	379.845
BAT5	1087.2617	BAT5	601.0032
BATF2	85.1452	BATF2	58.8235
BATF3	37.4397	BATF3	42.8637
BATF	147.3434	BATF	112.1751
BAX	607.1878	BAX	336.0693
BAZ1A	807.3696	BAZ1A	1123.575
BAZ1B	1884.6675	BAZ1B	2170.0866
BAZ2A	2203.4004	BAZ2A	2837.5923
BAZ2B	616.8738	BAZ2B	1196.4204
BBC3	221.0152	BBC3	168.2627
BBOX1	83.3336	BBOX1	1686.7305
BBS10	332.4285	BBS10	436.3885
BBS12	106.5824	BBS12	234.3821
BBS1	739.4346	BBS1	1035.1117
BBS2	591.1854	BBS2	1194.7104
BBS4	445.0497	BBS4	329.6854
BBS5	211.2778	BBS5	233.9261
BBS7	128.3216	BBS7	259.9179
BBS9	332.7305	BBS9	437.7565
BBX	926.9352	BBX	2001.824
BCAM	11183.9106	BCAM	4916.0967
BCAN	9.9638	BCAN	19.1518
BCAP29	1568.8453	BCAP29	1153.2148
BCAP31	6932.0861	BCAP31	4635.2029
BCAR1	1255.1366	BCAR1	893.2969
BCAR3	238.8292	BCAR3	801.1719
BCAS1	424.5182	BCAS1	196.5344
BCAS2	808.6588	BCAS2	696.3885
