gene_id	TCGA-AC-A2FM-01A-11R-A19W-07	gene_id	TCGA-AC-A2FM-11B-32R-A19W-07
NOP58	917.4741	NOP58	1444.9429
NOS1AP	221.5169	NOS1AP	71.3703
NOS2	44.4905	NOS2	27.7325
NOS3	330.1737	NOS3	295.2896
NOSIP	824.9248	NOSIP	1592.9853
NOSTRIN	117.2736	NOSTRIN	528.956
NOTCH1	996.3248	NOTCH1	906.199
NOTCH2NL	485.2389	NOTCH2NL	592.1574
NOTCH2	2726.6956	NOTCH2	1905.3834
NOTCH3	7266.288	NOTCH3	2754.0783
NOTCH4	887.7381	NOTCH4	752.447
NOVA1	524.8914	NOVA1	459.6248
NOVA2	49.7828	NOVA2	43.23
NOV	73.1707	NOV	310.3589
NOX4	101.5703	NOX4	84.8287
NOX5	35.0017	removed	removed
NOXA1	349.148	NOXA1	393.5563
NOXO1	15.0351	NOXO1	9.7879
NPAS1	10.6916	NPAS1	57.0962
NPAS2	152.0214	NPAS2	651.7129
NPAS3	85.867	NPAS3	71.3703
removed	removed	NPAS4	20.7993
NPAT	335.7835	NPAT	176.5905
NPB	5.6799	removed	removed
NPC1L1	31.4066	NPC1L1	27.3246
NPC1	589.9933	NPC1	833.3524
NPC2	1979.9532	NPC2	5092.9853
NPDC1	2974.2733	NPDC1	4343.801
NPEPL1	1017.3739	NPEPL1	1047.7162
NPEPPS	3341.1293	NPEPPS	1402.5285
NPFF	8.6869	NPFF	16.3132
NPHP1	67.1567	NPHP1	200.2447
NPHP3	316.7391	NPHP3	319.739
NPHP4	321.0825	NPHP4	345.8401
NPIPL3	490.872	NPIPL3	1247.7488
NPIP	1023.722	NPIP	926.1542
NPLOC4	3764.1163	NPLOC4	2214.5188
NPL	82.5259	NPL	103.1811
NPM1	5733.3779	NPM1	8349.5106
NPM2	17.708	NPM2	115.0082
NPM3	175.4093	NPM3	620.7178
NPNT	5014.701	NPNT	420.4731
NPR1	310.3909	NPR1	948.6134
NPR2	107.2503	NPR2	292.4144
NPR3	6.014	NPR3	11.0114
NPRL2	637.5175	NPRL2	527.81
NPRL3	1259.2716	NPRL3	1223.8989
NPTN	2408.286	NPTN	2406.199
NPTX1	23.722	NPTX1	484.0946
NPTX2	22.3856	NPTX2	14.6819
NPTXR	278.9843	NPTXR	663.1321
removed	removed	NPW	11.4192
NPY1R	1196.4584	NPY1R	1117.863
NPY2R	13.0304	NPY2R	255.3018
NPY5R	10.3575	NPY5R	33.4421
NQO1	1444.7043	NQO1	2373.1648
NQO2	233.5449	NQO2	636.6232
removed	removed	NR0B1	11.8271
NR1D1	647.3638	NR1D1	663.2096
NR1D2	1505.5129	NR1D2	794.8613
NR1H2	2520.2138	NR1H2	2838.4992
NR1H3	410.2907	NR1H3	980.4241
removed	removed	NR1I3	9.6941
NR2C1	257.6011	NR2C1	290.783
NR2C2AP	4308.5867	NR2C2AP	681.3418
NR2C2	1012.5827	NR2C2	394.3883
NR2E3	20.3809	NR2E3	9.7879
NR2F1	165.3859	NR2F1	709.6248
NR2F2	1343.134	NR2F2	836.0522
NR2F6	3602.4056	NR2F6	1425.367
NR3C1	592.7163	NR3C1	1150.0816
NR3C2	193.7855	NR3C2	192.0881
NR4A1	5621.1159	NR4A1	19411.9086
NR4A2	292.0147	NR4A2	738.1729
NR4A3	172.4023	NR4A3	645.1876
NR5A1	7.6846	removed	removed
NR5A2	144.6709	NR5A2	50.1631
NR6A1	15.3692	removed	removed
NRARP	455.73	NRARP	318.9233
NRAS	1211.8276	NRAS	691.6803
NRBF2	340.127	NRBF2	482.8711
NRBP1	1411.6271	NRBP1	2627.2431
NRBP2	1251.9211	NRBP2	1026.1011
NRCAM	245.2389	NRCAM	65.6607
NRD1	1804.5439	NRD1	1924.5514
NRF1	441.3632	NRF1	448.2055
removed	removed	NRG1	97.8793
NRG2	5.0117	NRG2	336.0522
NRGN	42.4323	NRGN	146.4111
NRIP1	4640.1604	NRIP1	741.0277
NRIP2	112.2619	NRIP2	132.5449
NRIP3	7129.3017	NRIP3	271.2072
NRK	10.6916	NRK	38.7439
NRL	79.569	NRL	58.0546
NRM	192.1149	NRM	328.7113
removed	removed	NRN1L	7.1737
NRN1	80.8553	NRN1	516.721
NRP1	1540.9288	NRP1	988.5808
NRP2	395.5897	NRP2	487.7651
NRSN2	1917.8082	NRSN2	1140.2936
NRTN	8.6869	NRTN	52.6101
removed	removed	NRXN1	45.2692
NRXN2	125.6265	NRXN2	219.4127
NRXN3	1364.8513	NRXN3	115.8238
NSA2	1198.129	NSA2	2159.8695
NSD1	1838.9576	NSD1	962.4796
NSDHL	658.2025	NSDHL	758.9723
NSFL1C	1816.2379	NSFL1C	2225.5302
NSF	1856.9997	NSF	609.2985
NSL1	558.9709	NSL1	482.4633
NSMAF	612.7631	NSMAF	516.0889
NSMCE1	1078.1824	NSMCE1	1836.46
NSMCE2	462.4123	NSMCE2	320.9625
NSMCE4A	732.0414	NSMCE4A	844.6166
NSUN2	1873.0371	NSUN2	1173.7357
NSUN3	104.9115	NSUN3	59.5432
NSUN4	403.2743	NSUN4	498.3687
NSUN5P1	128.2994	NSUN5P1	205.1387
NSUN5P2	304.0461	NSUN5P2	500.2773
NSUN5	837.287	NSUN5	939.6411
NSUN6	178.0822	NSUN6	209.217
NSUN7	287.6712	NSUN7	141.5171
NT5C2	1276.3114	NT5C2	1079.5269
NT5C3L	1097.8951	NT5C3L	1360.522
NT5C3	530.5713	NT5C3	355.2202
NT5C	597.3939	NT5C	710.0326
NT5DC1	725.0251	NT5DC1	664.7635
NT5DC2	909.1213	NT5DC2	957.5163
NT5DC3	208.8206	NT5DC3	473.8989
NT5E	162.0448	NT5E	612.5612
NT5M	60.4744	NT5M	109.7064
NTAN1	338.7905	NTAN1	739.3964
removed	removed	NTF3	32.2186
removed	removed	NTF4	246.0848
NTHL1	304.711	NTHL1	504.0783
NTM	156.3649	NTM	97.4715
NTN1	2406.6154	NTN1	442.9038
NTN4	295.3558	NTN4	4005.3018
NTN5	12.3622	NTN5	26.9168
removed	removed	NTNG2	27.3246
NTRK1	5.0117	NTRK1	20.7993
NTRK2	204.8112	NTRK2	4991.0277
NTRK3	12.6963	NTRK3	251.2235
NTSR1	5.6799	removed	removed
removed	removed	NTS	19.5759
NUAK1	473.1039	NUAK1	329.5269
NUAK2	207.8182	NUAK2	48.9396
NUB1	1554.9415	NUB1	1762.5245
NUBP1	339.9666	NUBP1	653.3524
NUBP2	1759.1046	NUBP2	1864.6003
NUBPL	557.3004	NUBPL	237.7651
NUCB1	2148.012	NUCB1	8361.7455
NUCB2	5735.1988	NUCB2	1722.6305
NUCKS1	7011.3598	NUCKS1	5148.4502
NUDCD1	877.0464	NUDCD1	276.509
NUDCD2	383.8958	NUDCD2	490.6199
NUDCD3	3164.3836	NUDCD3	2579.9347
NUDC	1991.6472	NUDC	3636.2153
NUDT10	10.0234	NUDT10	50.571
NUDT11	8.0187	NUDT11	67.6998
NUDT12	656.866	NUDT12	279.7716
NUDT13	47.5977	NUDT13	57.8752
NUDT14	889.7427	NUDT14	860.1142
NUDT15	1047.3304	NUDT15	369.6411
NUDT16L1	1086.8694	NUDT16L1	872.7569
NUDT16P1	100.2339	NUDT16P1	70.1468
NUDT16	823.5884	NUDT16	841.354
NUDT17	127.6311	NUDT17	52.2023
NUDT18	522.5526	NUDT18	434.7471
NUDT19	186.435	NUDT19	330.3426
NUDT1	388.2392	NUDT1	264.2741
NUDT21	2094.554	NUDT21	1524.062
NUDT22	418.9843	NUDT22	843.8336
NUDT2	673.2376	NUDT2	768.3524
NUDT3	287.3371	NUDT3	387.031
NUDT4	893.418	NUDT4	632.9527
NUDT5	487.5576	NUDT5	550.9135
NUDT6	124.7077	NUDT6	125.2284
NUDT7	20.0468	NUDT7	165.1713
NUDT8	63.4815	NUDT8	194.1272
NUDT9	404.9449	NUDT9	584.4209
NUF2	280.989	NUF2	10.6036
NUFIP1	305.7133	NUFIP1	211.6639
NUFIP2	2331.7741	NUFIP2	1095.4323
NUMA1	8181.4501	NUMA1	10088.9274
NUMBL	244.2366	NUMBL	637.8467
NUMB	2009.021	NUMB	1013.8662
NUP107	816.2379	NUP107	639.478
NUP133	1954.5606	NUP133	1025.6933
NUP153	1136.6522	NUP153	577.0799
NUP155	490.4778	NUP155	179.4454
NUP160	1153.0237	NUP160	636.2153
NUP188	1534.9148	NUP188	1110.1142
NUP205	1261.6104	NUP205	637.4388
NUP210	2839.6258	NUP210	709.6248
NUP214	1637.4875	NUP214	1146.0033
NUP35	132.3087	NUP35	279.7716
NUP37	379.8864	NUP37	363.3768
NUP43	941.1961	NUP43	735.3181
NUP50	867.3572	NUP50	684.7471
NUP54	574.006	NUP54	711.2561
NUP62CL	33.4113	NUP62CL	12.2349
NUP62	2089.2115	NUP62	1337.4511
NUP85	1168.0588	NUP85	764.6819
NUP88	685.7401	NUP88	655.0612
NUP93	531.2396	NUP93	847.0636
NUP98	2828.6001	NUP98	1539.5595
NUPL1	1801.871	NUPL1	514.2741
NUPL2	194.4537	NUPL2	401.3051
NUPR1	444.7043	NUPR1	6110.522
NUS1	1090.8787	NUS1	883.3605
NUSAP1	920.4811	NUSAP1	31.8108
NUTF2	1112.2619	NUTF2	2231.2398
NVL	522.8867	NVL	397.2268
removed	removed	NWD1	42.0065
NXF1	1483.4614	NXF1	1856.0359
removed	removed	NXNL1	8.1566
NXNL2	5.0117	NXNL2	63.6215
NXN	145.3391	NXN	1104.8124
NXPH3	1667.2235	NXPH3	294.0457
NXPH4	11.694	NXPH4	31.4029
NXT1	386.2345	NXT1	708.8091
NXT2	427.9987	NXT2	264.6819
NYNRIN	893.7521	NYNRIN	590.5383
OAF	350.1504	OAF	1057.0962
OAS1	309.0545	OAS1	499.1843
OAS2	291.3465	OAS2	295.2692
OAS3	1140.3274	OAS3	290.3752
OASL	67.1567	OASL	52.2023
OAT	3484.4637	OAT	3493.0669
OAZ1	7678.9175	OAZ1	17310.7667
OAZ2	1354.1597	OAZ2	2314.4372
OAZ3	17.6078	OAZ3	68.9641
OBFC1	561.9779	OBFC1	875.2039
OBFC2A	49.7828	OBFC2A	307.5041
OBFC2B	855.9973	OBFC2B	845.8401
removed	removed	OBP2A	18.7602
removed	removed	OBP2B	84.4209
OBSCN	69.011	OBSCN	1207.0555
OBSL1	1930.1704	OBSL1	3112.1533
OCEL1	2429.001	OCEL1	600.3263
OCIAD1	2447.3772	OCIAD1	2386.2153
OCIAD2	745.0718	OCIAD2	862.5612
OCLN	622.4524	OCLN	135.8075
OCRL	1415.3024	OCRL	638.2545
removed	removed	ODAM	13.0506
ODC1	633.144	ODC1	1527.3246
ODF2L	67.8249	ODF2L	273.2463
ODF2	1845.6398	ODF2	809.5432
ODF3B	62.8132	ODF3B	481.2398
ODF3L1	6.3481	ODF3L1	90.9462
removed	removed	ODZ1	16.721
ODZ2	22.3856	ODZ2	365.8238
ODZ3	67.8249	ODZ3	178.6297
ODZ4	115.9372	ODZ4	86.46
OFD1	749.4153	OFD1	1029.3638
OGDHL	16.3715	OGDHL	22.4307
OGDH	3222.8533	OGDH	2442.9038
OGFOD1	696.6255	OGFOD1	724.7145
OGFOD2	564.27	OGFOD2	469.9511
OGFRL1	315.7367	OGFRL1	403.3442
OGFR	1923.4982	OGFR	2000.3181
OGG1	311.3933	OGG1	466.7618
OGN	160.7083	OGN	1756.1175
OGT	2434.0127	OGT	1878.0587
OIP5	72.6595	OIP5	6.5334
OLA1	1358.1691	OLA1	1634.1762
removed	removed	OLAH	6.1175
OLFM1	2144.3368	OLFM1	712.4796
OLFM2	166.0541	OLFM2	504.0783
removed	removed	OLFM4	842.5775
OLFML1	131.9746	OLFML1	385.3997
OLFML2A	1617.1066	OLFML2A	1482.8711
OLFML2B	646.8426	OLFML2B	452.6917
OLFML3	426.9963	OLFML3	1983.6868
OLIG1	5.3458	removed	removed
OLR1	66.1544	OLR1	174.9592
OMA1	227.5309	OMA1	321.3703
OMD	94.2198	OMD	273.6542
ONECUT2	95.2222	removed	removed
removed	removed	OOEP	6.6558
OPA1	2112.2619	OPA1	791.1909
OPA3	301.704	OPA3	623.5726
OPHN1	180.421	OPHN1	196.5742
OPLAH	346.8092	OPLAH	546.4927
OPN3	114.7745	OPN3	240.1142
OPRL1	81.5236	OPRL1	119.9021
OPTN	1115.6031	OPTN	2319.3312
OR2A1	5.0117	OR2A1	8.5644
OR2A4	41.7641	OR2A4	38.7439
OR2A7	251.587	OR2A7	319.3312
OR2A9P	194.4537	OR2A9P	473.0832
OR2L13	11.694	OR2L13	9.3801
OR2W3	30.6983	removed	removed
OR51E1	56.4651	OR51E1	29.3638
OR51E2	10.0234	removed	removed
OR6B3	7.6846	removed	removed
removed	removed	OR7A5	5.3018
removed	removed	OR7C1	9.7879
ORAI1	1137.6545	ORAI1	624.3883
ORAI2	1694.0829	ORAI2	1292.5693
ORAI3	970.5981	ORAI3	866.2316
ORAOV1	552.2887	ORAOV1	352.3654
ORC1L	55.4627	ORC1L	16.721
ORC2L	342.7999	ORC2L	294.8613
ORC3L	464.7511	ORC3L	449.429
ORC4L	361.5102	ORC4L	457.9935
ORC5L	446.709	ORC5L	304.6493
ORC6L	97.2269	ORC6L	18.7602
ORMDL1	320.4143	ORMDL1	557.9119
ORMDL2	780.4511	ORMDL2	753.8622
ORMDL3	7334.1129	ORMDL3	3662.3165
OS9	8666.5553	OS9	9170.0653
OSBP2	92.8834	OSBP2	117.4551
OSBPL10	325.0919	OSBPL10	496.7374
OSBPL11	342.7999	OSBPL11	205.9543
OSBPL1A	868.6936	OSBPL1A	1798.124
OSBPL2	1939.1914	OSBPL2	1115.416
OSBPL3	102.9068	OSBPL3	226.3458
OSBPL5	802.8734	OSBPL5	1066.8842
OSBPL6	57.8015	OSBPL6	76.6721
OSBPL7	165.0518	OSBPL7	400.0816
OSBPL8	810.2239	OSBPL8	676.5905
OSBPL9	1108.2526	OSBPL9	1944.5351
OSBP	1615.436	OSBP	1555.0571
OSCAR	24.0561	OSCAR	93.801
OSCP1	241.2295	OSCP1	409.8695
OSGEPL1	95.5563	OSGEPL1	167.2104
OSGEP	554.6275	OSGEP	677.814
OSGIN1	1066.1544	OSGIN1	373.5726
OSGIN2	1314.4003	OSGIN2	488.5808
OSMR	78.1824	OSMR	280.5873
OSM	27.0631	OSM	108.8907
OSR1	33.4113	OSR1	1103.9967
OSR2	1609.0879	OSR2	482.8711
OST4	1145.6632	OST4	2837.2471
removed	removed	OSTCL	5.3018
OSTC	907.1166	OSTC	1456.3622
OSTF1	632.4758	OSTF1	827.8956
OSTM1	563.9826	OSTM1	528.5481
OSTalpha	12.6963	OSTalpha	19.9837
removed	removed	OTC	7.7488
OTOA	12.3622	OTOA	20.3915
removed	removed	OTOF	13.0506
OTUB1	1557.6345	OTUB1	2790.3752
OTUB2	185.4327	OTUB2	39.9674
OTUD1	355.4962	OTUD1	598.2871
OTUD3	211.8276	OTUD3	292.8222
OTUD4	750.4176	OTUD4	403.752
OTUD5	2190.7785	OTUD5	2073.4095
OTUD6B	439.6926	OTUD6B	129.69
OTUD7A	25.7267	OTUD7A	14.6819
OTUD7B	1423.3211	OTUD7B	708.8091
OTX1	6.014	removed	removed
OVCA2	573.9926	OVCA2	909.217
OVCH2	6.014	OVCH2	10.1958
OVGP1	30.4043	OVGP1	35.0734
OVOL1	400.6014	OVOL1	498.3687
OVOL2	460.4076	OVOL2	349.5106
OXA1L	1490.4778	OXA1L	2059.9511
OXCT1	138.6569	OXCT1	558.7276
removed	removed	OXCT2	17.5367
OXER1	8.3528	OXER1	92.9853
removed	removed	OXGR1	64.0294
OXNAD1	226.5286	OXNAD1	170.4731
OXR1	2182.0915	OXR1	543.23
OXSM	152.0214	OXSM	207.9935
OXSR1	1547.277	OXSR1	707.1778
OXTR	104.5773	OXTR	6110.1142
P2RX1	13.3645	P2RX1	43.23
removed	removed	P2RX2	13.0506
P2RX4	1610.4243	P2RX4	993.4747
P2RX5	27.1233	P2RX5	29.4984
P2RX6	9.3552	P2RX6	40.783
P2RX7	56.131	P2RX7	31.8108
P2RY10	8.0187	P2RY10	5.7096
P2RY11	128.2994	P2RY11	288.1974
P2RY12	7.6846	P2RY12	169.2496
P2RY13	33.7454	P2RY13	214.5188
P2RY14	23.722	P2RY14	46.9005
P2RY1	20.3809	removed	removed
P2RY2	71.5002	P2RY2	186.7863
P2RY6	10.3575	P2RY6	57.5041
P2RY8	117.9419	P2RY8	67.292
P4HA1	664.5506	P4HA1	707.1778
P4HA2	524.2232	P4HA2	836.0522
P4HA3	74.1731	P4HA3	18.7602
P4HB	16680.588	P4HB	19042.0065
P4HTM	2495.4895	P4HTM	1225.938
P704P	19.0444	P704P	34.6656
PA2G4P4	72.8366	PA2G4P4	54.2414
PA2G4	3253.9258	PA2G4	3410.6852
PAAF1	298.3628	PAAF1	352.7732
PABPC1L2A	12.0281	removed	removed
PABPC1L2B	23.3879	removed	removed
PABPC1L	212.4958	PABPC1L	266.721
PABPC1	19806.2145	PABPC1	20323.8173
PABPC3	248.2459	PABPC3	176.9984
PABPC4L	19.0444	PABPC4L	20.3915
PABPC4	1179.4186	PABPC4	2889.8858
PABPC5	53.124	PABPC5	21.615
PABPN1L	6.3481	removed	removed
PABPN1	3387.7381	PABPN1	3955.1142
PACRGL	298.697	PACRGL	229.2007
removed	removed	PACRG	53.8336
PACS1	3782.4925	PACS1	2222.6754
PACS2	2525.5596	PACS2	1920.4731
PACSIN1	20.715	PACSIN1	11.8271
PACSIN2	852.3221	PACSIN2	1294.0457
PACSIN3	227.1968	PACSIN3	1073.8173
PADI2	67.4908	PADI2	1572.186
removed	removed	PADI3	6.1175
removed	removed	PADI4	9.3801
removed	removed	PAEP	31.4029
PAF1	1105.2456	PAF1	2615.8238
PAFAH1B1	3283.3278	PAFAH1B1	2696.5742
PAFAH1B2	477.4474	PAFAH1B2	120.31
PAFAH1B3	828.4564	PAFAH1B3	911.721
PAFAH2	505.847	PAFAH2	422.5122
PAG1	160.7083	PAG1	66.4763
PAH	117.2736	PAH	14.6819
PAICS	3606.415	PAICS	1663.54
PAIP1	1244.9048	PAIP1	887.031
PAIP2B	305.7133	PAIP2B	173.7357
PAIP2	2652.1884	PAIP2	1921.2887
PAK1IP1	249.9165	PAK1IP1	391.925
PAK1	286.0007	PAK1	1003.6705
PAK2	2423.9893	PAK2	1341.7618
removed	removed	PAK3	17.9445
PAK4	2323.0872	PAK4	2169.6574
PAK6	701.1594	PAK6	371.1256
removed	removed	PAK7	52.2023
PALB2	382.5593	PALB2	158.2382
PALLD	2583.0271	PALLD	4636.6232
PALM2-AKAP2	553.8623	PALM2-AKAP2	1555.5628
PALM2	11.3498	PALM2	22.8385
PALM3	18.7103	PALM3	110.9299
PALMD	299.0311	PALMD	1353.1811
PALM	1263.9492	PALM	2255.7096
PAMR1	84.1965	PAMR1	1928.2219
PAM	756.4317	PAM	3548.5318
PAN2	1295.3558	PAN2	628.0587
PAN3	1746.4083	PAN3	673.3279
PANK1	177.414	PANK1	42.4144
PANK2	487.4708	PANK2	384.584
PANK3	1010.3575	PANK3	323.4095
PANK4	466.7558	PANK4	485.7259
PANX1	246.2412	PANX1	246.7374
PANX2	132.9769	PANX2	117.4551
PAOX	158.3695	PAOX	237.7651
PAPD4	912.4624	PAPD4	681.4845
PAPD5	2034.4136	PAPD5	201.876
PAPD7	711.3264	PAPD7	579.5269
PAPLN	293.017	PAPLN	413.9478
PAPOLA	5529.569	PAPOLA	2045.2692
PAPOLG	189.1079	PAPOLG	181.4845
PAPPA2	9.021	removed	removed
PAPPA	13.0304	PAPPA	31.8108
PAPSS1	1220.1804	PAPSS1	2132.9527
PAPSS2	155.6966	PAPSS2	543.23
PAQR3	78.5165	PAQR3	193.3116
PAQR4	938.5499	PAQR4	340.938
PAQR5	22.0515	PAQR5	55.4649
PAQR6	28.7337	PAQR6	112.5612
PAQR7	298.0287	PAQR7	629.69
PAQR8	89.2082	PAQR8	200.2447
PAR-SN	38.7571	PAR-SN	93.0832
PAR5	10.6916	removed	removed
PARD3B	38.7571	PARD3B	6.9331
PARD3	758.1022	PARD3	818.1077
PARD6A	106.2479	PARD6A	229.6085
PARD6B	429.3351	PARD6B	323.0016
PARD6G	293.3512	PARD6G	381.3214
PARG	656.5319	PARG	282.2186
PARK2	39.7594	PARK2	84.4209
PARK7	3189.442	PARK7	5851.1419
PARL	668.56	PARL	1067.6998
PARM1	2939.1914	PARM1	558.3197
PARN	1365.1854	PARN	1129.2822
PARP10	2294.3535	PARP10	1910.2773
PARP11	195.4561	PARP11	205.1387
PARP12	601.0692	PARP12	553.0179
PARP14	727.3638	PARP14	708.4013
PARP15	5.3458	removed	removed
PARP16	191.4467	PARP16	330.3426
PARP1	4577.013	PARP1	2152.5285
PARP2	515.2021	PARP2	419.2496
PARP3	241.8978	PARP3	851.5498
PARP4	1802.2051	PARP4	1343.3931
PARP6	702.6395	PARP6	827.4878
PARP8	152.6896	PARP8	231.2398
PARP9	1111.019	PARP9	757.3573
PARS2	129.3017	PARS2	127.2431
removed	removed	PART1	75.0408
PARVA	1316.0708	PARVA	1948.2055
PARVB	213.8323	PARVB	572.186
PARVG	71.8343	PARVG	218.5971
PASK	353.4915	PASK	132.9527
PATL1	728.0321	PATL1	528.5481
removed	removed	PATL2	5.7096
PATZ1	1688.9409	PATZ1	1544.0457
PAWR	368.8607	PAWR	179.0375
PAX2	127.9653	PAX2	17.1289
removed	removed	PAX3	6.5253
PAX6	60.1403	PAX6	39.9674
PAX8	55.7969	PAX8	89.7227
PAX9	39.7594	PAX9	83.6052
PAXIP1	1906.0942	PAXIP1	273.6011
PBK	1055.7969	PBK	16.721
PBLD	133.9793	PBLD	145.5954
PBRM1	2610.4243	PBRM1	638.2545
PBX1	7204.4771	PBX1	2068.9233
PBX2	816.572	PBX2	1308.3197
PBX3	143.6686	PBX3	384.9918
PBX4	13.0304	PBX4	30.5873
PBXIP1	2879.3852	PBXIP1	4941.2724
PCBD1	592.7163	PCBD1	1426.1827
PCBD2	405.4728	PCBD2	269.9837
PCBP1	5106.9161	PCBP1	9588.0914
PCBP2	10057.0197	PCBP2	11790.8157
PCBP3	206.4818	PCBP3	101.5498
PCBP4	770.4644	PCBP4	1548.9396
PCCA	343.4881	PCCA	449.1395
PCCB	1440.6883	PCCB	1285.8768
PCDH10	187.1032	PCDH10	17.9445
removed	removed	PCDH11X	6.1175
PCDH12	588.3729	PCDH12	349.9184
PCDH17	115.6031	PCDH17	13.8662
PCDH18	352.4891	PCDH18	412.7243
PCDH19	95.2222	PCDH19	53.0179
PCDH1	2628.4664	PCDH1	1365.416
PCDH20	9.021	PCDH20	15.0897
PCDH7	139.3251	PCDH7	214.9266
removed	removed	PCDH8	6.9331
PCDH9	9.6893	PCDH9	65.6607
PCDHA10	21.6372	PCDHA10	123.5033
PCDHA11	287.2503	PCDHA11	34.4454
PCDHA12	133.2075	PCDHA12	13.7724
PCDHA13	172.0247	PCDHA13	16.0808
PCDHA1	759.863	PCDHA1	146.5253
PCDHA2	185.7902	PCDHA2	20.7993
PCDHA3	489.7928	PCDHA3	173.0383
PCDHA4	88.5399	PCDHA4	47.2512
PCDHA5	11.4166	PCDHA5	22.5489
PCDHA6	164.9883	PCDHA6	68.2259
PCDHA7	10.0234	PCDHA7	32.3695
PCDHA8	18.0388	PCDHA8	7.2104
PCDHA9	9.4721	PCDHA9	5.4241
PCDHAC1	9.3552	PCDHAC1	5.3956
PCDHAC2	18.8239	removed	removed
PCDHB10	208.4865	PCDHB10	95.8401
PCDHB11	41.43	PCDHB11	21.615
PCDHB12	38.423	PCDHB12	47.3083
PCDHB13	157.7013	PCDHB13	71.7781
PCDHB14	203.4748	PCDHB14	213.7031
PCDHB15	43.4347	PCDHB15	36.7047
PCDHB16	483.7955	PCDHB16	213.2953
PCDHB17	12.0281	PCDHB17	7.7488
PCDHB18	7.6846	PCDHB18	13.0506
PCDHB19P	10.0234	PCDHB19P	5.3018
PCDHB2	790.8453	PCDHB2	323.0016
PCDHB3	335.4494	PCDHB3	76.6721
PCDHB4	140.3274	PCDHB4	181.4845
PCDHB5	766.7892	PCDHB5	166.8026
PCDHB6	95.2222	PCDHB6	86.46
PCDHB7	89.8764	PCDHB7	241.0277
PCDHB8	376.2112	PCDHB8	40.3752
PCDHB9	240.8954	PCDHB9	107.2594
PCDHGA10	246.7658	PCDHGA10	54.5514
PCDHGA11	144.5339	PCDHGA11	11.4192
PCDHGA12	493.0538	PCDHGA12	58.4625
PCDHGA1	141.998	PCDHGA1	17.1289
PCDHGA2	665.6231	PCDHGA2	64.009
PCDHGA3	91.5469	PCDHGA3	24.4698
PCDHGA4	557.8015	PCDHGA4	19.9837
PCDHGA5	310.4243	PCDHGA5	22.4307
PCDHGA6	95.8904	PCDHGA6	30.9951
PCDHGA7	252.9101	PCDHGA7	22.0228
PCDHGA8	1795.6465	PCDHGA8	11.8271
PCDHGA9	63.0371	PCDHGA9	19.168
PCDHGB1	320.6248	PCDHGB1	24.8777
PCDHGB2	176.9195	PCDHGB2	29.3638
PCDHGB3	59.138	PCDHGB3	5.7096
PCDHGB4	420.3675	PCDHGB4	25.624
PCDHGB5	1146.5018	PCDHGB5	109.2537
PCDHGB6	79.853	PCDHGB6	62.7977
PCDHGB7	131.0291	PCDHGB7	117.9649
PCDHGB8P	13.6986	removed	removed
PCDHGC3	3480.9088	PCDHGC3	3500.8034
PCDHGC4	12.6963	removed	removed
PCDHGC5	17.3739	removed	removed
PCF11	837.287	PCF11	1036.2969
PCGF1	151.6873	PCGF1	338.907
PCGF2	1662.4557	PCGF2	1022.6387
PCGF3	3113.9325	PCGF3	1183.1158
PCGF5	616.4384	PCGF5	791.5987
PCGF6	91.5469	PCGF6	118.2708
PCID2	1155.3625	PCID2	761.4192
PCIF1	1870.3642	PCIF1	1767.1289
PCK1	43.7688	PCK1	222.2675
PCK2	1653.5249	PCK2	1015.9054
PCLO	351.8209	PCLO	133.3605
PCM1	5589.0411	PCM1	1934.7471
PCMT1	1849.9833	PCMT1	1522.0228
PCMTD1	2349.4821	PCMTD1	1002.447
PCMTD2	3113.5984	PCMTD2	981.2398
PCNA	2516.2045	PCNA	1286.2969
PCNP	2230.2038	PCNP	2103.1811
PCNT	808.2192	PCNT	506.1175
PCNXL2	214.5005	PCNXL2	270.3915
PCNXL3	1195.4561	PCNXL3	1517.9445
PCNX	1389.9098	PCNX	808.3197
PCOLCE2	54.7945	PCOLCE2	839.7227
PCOLCE	962.1985	PCOLCE	3392.2798
PCOTH	6.856	PCOTH	14.8409
PCP2	133.9793	PCP2	69.739
removed	removed	PCP4L1	33.8499
removed	removed	PCSK1N	131.7292
removed	removed	PCSK1	5.7096
PCSK4	163.7153	PCSK4	105.2202
PCSK5	55.4627	PCSK5	76.6721
PCSK6	900.7685	PCSK6	759.3801
PCSK7	464.7477	PCSK7	707.7529
removed	removed	PCSK9	6.1175
PCTP	171.734	PCTP	418.4339
PCYOX1L	374.8747	PCYOX1L	245.9217
PCYOX1	2229.2015	PCYOX1	1865.8238
PCYT1A	430.0033	PCYT1A	200.6525
removed	removed	PCYT1B	41.1909
PCYT2	781.8243	PCYT2	982.0555
PC	704.9783	PC	1778.1403
PDAP1	2591.0458	PDAP1	2825.4486
PDCD10	699.9666	PDCD10	576.2643
PDCD11	903.4414	PDCD11	913.1321
PDCD1LG2	15.3692	PDCD1LG2	76.6721
PDCD1	7.0164	PDCD1	15.4976
PDCD2L	180.0869	PDCD2L	157.4225
PDCD2	658.8707	PDCD2	920.4731
PDCD4	1304.9081	PDCD4	6161.2276
PDCD5	326.0942	PDCD5	789.9674
PDCD6IP	4825.2589	PDCD6IP	2522.0228
PDCD6	2074.1731	PDCD6	1873.5726
