gene_id	TCGA-BH-A0DQ-01A-11R-A084-07	gene_id	TCGA-BH-A0DQ-11A-12R-A089-07
TOM1L2	1597.4663	TOM1L2	1878.8714
TOM1	1007.7646	TOM1	992.5292
TOMM20	5395.5864	TOMM20	7618.4812
TOMM22	762.5664	TOMM22	919.1267
TOMM34	1126.6857	TOMM34	716.327
TOMM40L	410.0082	TOMM40L	299.8564
TOMM40	781.7736	TOMM40	503.6629
TOMM5	583.1467	TOMM5	597.3076
TOMM6	2301.3895	TOMM6	1397.6297
TOMM70A	1990.9113	TOMM70A	2267.8958
TOMM7	1436.4528	TOMM7	2351.7807
TOP1MT	479.3625	TOP1MT	598.5349
TOP1P1	127.9117	TOP1P1	94.872
TOP1P2	9.3993	removed	removed
TOP1	3723.7434	TOP1	2748.096
TOP2A	2519.4115	TOP2A	353.0862
TOP2B	3975.0715	TOP2B	5851.5993
TOP3A	515.7336	TOP3A	434.0321
TOP3B	174.9081	TOP3B	277.6529
TOPBP1	791.5815	TOPBP1	940.016
TOPORS	561.5039	TOPORS	856.1689
TOR1AIP1	1665.3045	TOR1AIP1	2470.7333
TOR1AIP2	346.1381	TOR1AIP2	575.0345
TOR1A	1464.2419	TOR1A	833.5388
TOR1B	803.4328	TOR1B	494.0886
TOR2A	455.2513	TOR2A	151.7371
TOR3A	1110.3392	TOR3A	749.1115
TOX2	41.6837	TOX2	29.8832
TOX3	800.9808	TOX3	671.0669
TOX4	1955.2922	TOX4	1859.3806
TOX	23.7025	TOX	69.9209
removed	removed	TP53AIP1	62.3776
TP53BP1	1564.3645	TP53BP1	1741.0604
TP53BP2	837.7605	TP53BP2	1118.4449
TP53I11	4718.0221	TP53I11	2252.2666
TP53I13	600.7356	TP53I13	299.7026
TP53I3	447.8954	TP53I3	285.4863
TP53INP1	2787.4949	TP53INP1	1676.3618
TP53INP2	1195.3412	TP53INP2	514.6877
TP53RK	802.6154	TP53RK	490.317
TP53TG1	471.1892	TP53TG1	385.8707
TP53	1890.0695	TP53	1564.3722
TP63	101.7573	TP63	2121.1286
TP73	33.9191	TP73	38.2969
TPBG	1873.7229	TPBG	2348.009
TPCN1	1330.2002	TPCN1	1526.9457
TPCN2	174.1193	TPCN2	253.8478
TPD52L1	1078.0548	TPD52L1	1537.6804
TPD52L2	2616.6735	TPD52L2	1792.7033
TPD52	5499.4728	TPD52	4912.0331
TPH1	6.9473	removed	removed
TPI1P2	11.8512	TPI1P2	14.7965
TPI1	4442.1741	TPI1	3972.1477
TPK1	98.4879	TPK1	71.0815
TPM1	9433.3061	TPM1	8496.7665
TPM2	4461.3813	TPM2	3474.2874
TPM3	11127.0944	TPM3	4815.2608
TPM4	20060.0736	TPM4	10603.0318
TPMT	780.1389	TPMT	600.8559
TPO	27.3805	TPO	62.0875
TPP1	5718.0221	TPP1	2970.9146
TPP2	528.4021	TPP2	1582.9405
TPPP3	502.2477	TPPP3	244.8684
TPPP	57.6216	TPPP	169.1448
TPRA1	629.7507	TPRA1	561.6885
TPRG1L	1524.7242	TPRG1L	1655.1824
TPRG1	2295.4638	TPRG1	303.1842
TPRKB	438.0875	TPRKB	366.4321
TPRN	872.4969	TPRN	263.1464
removed	removed	TPRXL	11.8953
TPR	1865.0306	TPR	4263.3205
TPSAB1	1147.9362	TPSAB1	188.8736
TPSB2	2272.5787	TPSB2	369.0433
TPSD1	108.7045	TPSD1	13.636
TPSG1	121.3731	TPSG1	5.8026
TPST1	350.6334	TPST1	294.4803
TPST2	604.0049	TPST2	528.3238
TPT1	46797.7115	TPT1	66254.5877
removed	removed	TPTE2P1	26.4017
TPX2	1487.1271	TPX2	132.5887
TRA2A	1320.801	TRA2A	1229.274
TRA2B	3028.6065	TRA2B	2481.468
TRABD	327.7483	TRABD	442.7359
TRADD	441.7654	TRADD	331.6167
TRAF1	127.9117	TRAF1	166.2436
TRAF2	594.197	TRAF2	310.4374
TRAF3IP1	650.1839	TRAF3IP1	680.3511
TRAF3IP2	696.3629	TRAF3IP2	826.8659
TRAF3IP3	74.3768	TRAF3IP3	85.0076
TRAF3	140.989	TRAF3	220.2074
TRAF4	1289.7425	TRAF4	992.2391
TRAF5	982.8361	TRAF5	575.0345
TRAF6	204.3318	TRAF6	295.9309
TRAF7	2502.5664	TRAF7	1500.7587
TRAFD1	1980.3841	TRAFD1	1269.8919
TRAIP	108.2959	TRAIP	78.9149
TRAK1	1398.4471	TRAK1	1872.7787
TRAK2	2412.3416	TRAK2	2640.4584
TRAM1L1	99.3053	TRAM1L1	127.6565
TRAM1	4487.9444	TRAM1	5524.3345
TRAM2	2036.7797	TRAM2	1476.7535
TRANK1	1063.3429	TRANK1	878.5087
TRAP1	1620.2575	TRAP1	1266.7266
TRAPPC10	965.6723	TRAPPC10	1192.1375
TRAPPC1	1516.5509	TRAPPC1	866.9036
TRAPPC2L	747.4459	TRAPPC2L	449.699
TRAPPC2P1	123.0568	TRAPPC2P1	107.7131
TRAPPC2	393.9518	TRAPPC2	405.8896
TRAPPC3	1022.8852	TRAPPC3	993.6897
TRAPPC4	648.5492	TRAPPC4	590.7014
TRAPPC5	591.745	TRAPPC5	327.8451
TRAPPC6A	388.6391	TRAPPC6A	314.4992
TRAPPC6B	539.8447	TRAPPC6B	684.9931
TRAPPC9	800.1635	TRAPPC9	679.7708
TRAT1	6.5386	TRAT1	20.0189
TRDMT1	100.5313	TRDMT1	140.7123
TRDN	14.7119	TRDN	18.8583
TREM1	77.6461	removed	removed
TREM2	496.1177	TREM2	110.829
removed	removed	TREML2	8.1236
TRERF1	758.0711	TRERF1	265.1773
TREX1	385.0674	TREX1	225.3746
TRHDE	13.6943	removed	removed
TRH	8.9906	TRH	28.1425
TRIAP1	718.0221	TRIAP1	460.4337
TRIB1	997.1394	TRIB1	1047.6536
TRIB2	1403.7597	TRIB2	1206.6439
TRIB3	1084.1847	TRIB3	565.7503
TRIL	908.0507	TRIL	1663.306
TRIM11	868.0016	TRIM11	416.9145
TRIM13	690.5599	TRIM13	1119.9101
TRIM14	1185.1246	TRIM14	997.7515
TRIM16L	88.2468	TRIM16L	100.8051
TRIM16	506.179	TRIM16	305.8243
TRIM17	50.6743	TRIM17	35.3957
TRIM21	530.0368	TRIM21	381.2287
TRIM22	1089.0887	TRIM22	1581.1997
TRIM23	357.9894	TRIM23	577.9357
TRIM24	849.2031	TRIM24	780.1552
TRIM25	855.7417	TRIM25	1477.914
TRIM26	2252.9628	TRIM26	1663.306
TRIM27	2112.3825	TRIM27	1601.2185
TRIM28	5981.6101	TRIM28	4337.4193
TRIM29	214.5484	TRIM29	3400.0145
TRIM2	527.9935	TRIM2	2226.1551
TRIM32	668.5738	TRIM32	597.3743
TRIM33	1626.0727	TRIM33	1964.1691
TRIM34	308.9497	TRIM34	266.0477
TRIM35	542.7054	TRIM35	487.1256
TRIM36	143.0323	TRIM36	500.1813
TRIM37	642.8361	TRIM37	748.9055
TRIM38	570.0858	TRIM38	685.5734
TRIM39	556.3384	TRIM39	533.4765
TRIM3	458.5206	TRIM3	373.9755
TRIM41	642.358	TRIM41	679.2863
TRIM44	1127.0944	TRIM44	1830.1298
TRIM45	227.6257	TRIM45	368.7532
TRIM46	31.4671	TRIM46	25.2412
TRIM47	615.8562	TRIM47	447.378
TRIM4	982.0188	TRIM4	1531.5877
TRIM52	107.0699	TRIM52	244.5782
removed	removed	TRIM54	9.8644
TRIM56	364.9367	TRIM56	724.7407
TRIM58	88.1447	TRIM58	85.643
TRIM59	421.7899	TRIM59	155.7612
TRIM5	481.1443	TRIM5	611.3469
TRIM62	377.6052	TRIM62	252.7018
TRIM65	486.7184	TRIM65	408.7909
TRIM66	193.7066	TRIM66	550.6637
TRIM68	363.7107	TRIM68	463.0449
TRIM69	14.7119	TRIM69	19.1485
TRIM6	149.5709	TRIM6	260.8254
TRIM78P	7.6175	TRIM78P	14.46
TRIM7	11.4426	TRIM7	27.8523
TRIM8	3237.8423	TRIM8	1943.8602
TRIM9	30.6498	TRIM9	145.9346
TRIOBP	1034.5157	TRIOBP	1607.6014
TRIO	1596.649	TRIO	2982.8099
TRIP10	569.2685	TRIP10	712.2652
TRIP11	856.1504	TRIP11	1710.5969
TRIP12	3917.0413	TRIP12	4875.6075
TRIP13	127.5031	TRIP13	79.7853
TRIP4	720.474	TRIP4	546.3117
TRIP6	900.6947	TRIP6	1013.9987
TRIT1	248.8762	TRIT1	402.4081
TRMT112	2315.0797	TRMT112	1256.546
TRMT11	147.9362	TRMT11	249.2203
TRMT12	472.8239	TRMT12	347.8639
TRMT1	346.1381	TRMT1	401.5377
TRMT2A	270.944	TRMT2A	459.2732
TRMT2B	406.6204	TRMT2B	440.705
TRMT5	461.3813	TRMT5	659.7519
TRMT61A	366.5713	TRMT61A	295.3507
TRMT61B	221.4753	TRMT61B	280.3191
TRMT6	232.9383	TRMT6	320.0116
TRMU	179.4034	TRMU	196.1268
TRNAU1AP	372.7013	TRNAU1AP	230.0718
TRNP1	46.9963	TRNP1	313.6288
TRNT1	353.584	TRNT1	391.2845
TROAP	217.8177	TROAP	18.5682
TROVE2	994.1234	TROVE2	1335.2811
TRO	200.6539	TRO	333.9378
TRPA1	82.2722	removed	removed
TRPC1	98.4879	TRPC1	196.707
TRPC3	11.4426	removed	removed
TRPC4AP	2559.0519	TRPC4AP	1952.2739
TRPC4	11.8512	removed	removed
TRPC6	87.8627	TRPC6	178.429
TRPM2	244.7895	TRPM2	136.6505
removed	removed	TRPM3	20.5991
TRPM4	961.177	TRPM4	976.8623
TRPM5	25.7458	removed	removed
TRPM6	11.8512	TRPM6	31.624
TRPM7	804.2501	TRPM7	1544.3534
TRPS1	3816.9187	TRPS1	6485.5298
TRPT1	395.9951	TRPT1	250.3808
TRPV1	211.3731	TRPV1	191.7749
TRPV2	272.5787	TRPV2	109.3784
TRPV3	9.1827	removed	removed
TRPV4	193.2979	TRPV4	85.0076
TRPV6	46.5877	TRPV6	298.8322
TRRAP	1466.3302	TRRAP	2606.6555
TRUB1	690.6416	TRUB1	568.3615
TRUB2	798.1201	TRUB2	536.1572
TSC1	693.5022	TSC1	1378.6901
TSC22D1	5362.8933	TSC22D1	6855.1534
TSC22D2	712.7094	TSC22D2	465.9462
TSC22D3	3835.3085	TSC22D3	4195.2564
TSC22D4	790.7642	TSC22D4	973.6708
TSC2	1513.6902	TSC2	1793.2835
TSEN15	500.613	TSEN15	479.2921
TSEN2	146.7103	TSEN2	160.1509
TSEN34	1084.5934	TSEN34	834.1191
TSEN54	440.5394	TSEN54	291.2889
TSFM	760.5231	TSFM	485.6749
TSG101	1938.2918	TSG101	1313.9914
removed	removed	TSGA10	102.1252
TSGA14	287.2906	TSGA14	306.3756
removed	removed	TSHR	13.636
TSHZ1	407.8463	TSHZ1	1185.4646
TSHZ2	165.9174	TSHZ2	777.2539
TSHZ3	619.5341	TSHZ3	373.3952
TSIX	117.593	TSIX	21.397
TSKU	1710.2575	TSKU	1326.7571
TSLP	12.6686	TSLP	72.8222
TSNARE1	118.9211	TSNARE1	221.9482
TSNAXIP1	29.0151	TSNAXIP1	28.1425
TSNAX	1673.4246	TSNAX	1033.8841
TSN	2140.5803	TSN	2211.6487
TSPAN10	18.3899	TSPAN10	8.4137
TSPAN11	147.1189	TSPAN11	344.3824
TSPAN12	768.2877	TSPAN12	261.6958
TSPAN13	5504.291	TSPAN13	4985.8562
TSPAN14	2318.7577	TSPAN14	2444.3316
TSPAN15	2682.4683	TSPAN15	1000.9429
TSPAN17	1002.8606	TSPAN17	542.2499
TSPAN18	996.322	TSPAN18	542.8302
TSPAN1	6560.2779	TSPAN1	597.9546
TSPAN2	319.575	TSPAN2	151.7371
TSPAN31	1450.3474	TSPAN31	1257.9967
removed	removed	TSPAN32	10.1545
TSPAN33	162.6481	TSPAN33	227.1705
TSPAN3	3069.8815	TSPAN3	2804.6711
TSPAN4	612.1782	TSPAN4	592.4422
TSPAN5	284.0213	TSPAN5	422.1368
TSPAN6	601.1443	TSPAN6	2009.7193
TSPAN7	542.2967	TSPAN7	761.587
removed	removed	TSPAN8	459.8535
TSPAN9	1494.0744	TSPAN9	1800.2466
TSPO	1251.7368	TSPO	923.7688
TSPYL1	4183.1099	TSPYL1	4003.7194
TSPYL2	508.3776	TSPYL2	935.9542
TSPYL3	44.953	TSPYL3	70.2111
TSPYL4	942.3784	TSPYL4	1423.0797
TSPYL5	1222.313	TSPYL5	1308.479
TSR1	1314.4136	TSR1	1246.113
TSR2	1279.526	TSR2	955.1026
TSSC1	438.4961	TSSC1	270.9799
TSSC4	527.9935	TSSC4	364.9815
TSSK3	24.1602	TSSK3	38.294
TSSK4	13.4859	TSSK4	30.4635
TSSK6	18.7985	TSSK6	23.7905
TSTA3	2560.2779	TSTA3	833.2487
TSTD1	760.9318	TSTD1	768.26
TSTD2	545.4148	TSTD2	784.7509
TST	425.0102	TST	486.5453
TTBK1	13.0772	TTBK1	6.673
TTBK2	64.1602	TTBK2	283.7456
TTC12	178.9947	TTC12	443.026
TTC13	272.5787	TTC13	225.1396
TTC14	669.7998	TTC14	1174.4397
TTC15	613.4042	TTC15	618.2636
removed	removed	TTC16	7.5433
TTC17	889.2521	TTC17	2260.1001
TTC18	115.4638	TTC18	165.997
TTC19	1048.1569	TTC19	1427.1734
TTC1	1074.7855	TTC1	891.2744
TTC21A	97.262	TTC21A	110.829
TTC21B	577.0331	TTC21B	660.3235
TTC22	17.5725	TTC22	96.0325
TTC23L	11.8512	TTC23L	22.3399
TTC23	504.291	TTC23	548.6328
TTC25	30.2411	TTC25	29.0128
TTC26	125.8684	TTC26	155.7989
TTC27	366.5713	TTC27	536.7375
TTC28	631.4221	TTC28	1196.9391
TTC29	5.7213	removed	removed
TTC30A	575.3984	TTC30A	485.0947
TTC30B	268.0834	TTC30B	380.9386
TTC31	559.0519	TTC31	397.766
TTC32	69.8815	TTC32	45.26
TTC33	403.351	TTC33	632.1897
TTC35	665.3045	TTC35	599.4052
TTC36	102.1659	TTC36	57.1553
TTC37	1425.4189	TTC37	2502.0672
TTC38	490.3964	TTC38	786.538
TTC39A	3317.123	TTC39A	4258.2143
TTC39B	69.0642	TTC39B	103.5758
TTC39C	511.6469	TTC39C	531.2251
TTC3	4998.774	TTC3	10591.4267
TTC4	577.0331	TTC4	604.0328
TTC5	197.3846	TTC5	272.1404
TTC7A	487.5358	TTC7A	786.2479
TTC7B	316.3057	TTC7B	220.2074
TTC8	698.4062	TTC8	860.2307
TTC9C	375.1532	TTC9C	291.579
TTC9	476.9105	TTC9	554.4353
TTF1	463.4246	TTF1	437.5136
TTF2	331.4262	TTF2	356.5678
TTK	132.407	TTK	60.0566
TTLL10	6.9473	removed	removed
TTLL11	49.0396	TTLL11	105.8969
TTLL12	1706.9881	TTLL12	1232.4654
TTLL13	6.0646	removed	removed
TTLL1	182.6727	TTLL1	239.646
TTLL3	232.6318	TTLL3	687.3228
TTLL4	256.6408	TTLL4	470.008
TTLL5	671.4344	TTLL5	819.3226
TTLL7	52.3089	TTLL7	100.6745
TTLL9	20.4332	TTLL9	20.309
TTL	896.6081	TTL	578.8061
TTN	83.2489	TTN	229.6714
TTPAL	627.7074	TTPAL	575.0345
removed	removed	TTPA	8.1236
TTYH1	51.4916	TTYH1	252.7018
TTYH2	142.4806	TTYH2	212.8672
TTYH3	1540.662	TTYH3	935.0838
TUBA1A	9041.275	TUBA1A	4029.3088
TUBA1B	22273.4369	TUBA1B	7360.4033
TUBA1C	4732.3253	TUBA1C	995.1403
TUBA3C	5.7213	TUBA3C	10.4446
TUBA3D	48.2223	TUBA3D	182.4908
TUBA3E	38.4144	TUBA3E	71.3716
TUBA4A	186.3506	TUBA4A	409.9514
TUBA8	70.188	TUBA8	34.8154
TUBAL3	6.5386	TUBAL3	6.673
TUBB1	15.1206	TUBB1	15.0867
TUBB2A	1317.5317	TUBB2A	627.5477
TUBB2B	46.9963	TUBB2B	205.1208
TUBB2C	6598.6923	TUBB2C	2419.3806
TUBB3	822.2313	TUBB3	71.3716
TUBB4	41.6837	TUBB4	34.5253
TUBB6	1879.1541	TUBB6	711.8619
TUBB8	5.3126	removed	removed
removed	removed	TUBBP5	10.4446
TUBB	23465.4679	TUBB	10488.4311
TUBD1	200.6539	TUBD1	317.9807
TUBE1	117.6951	TUBE1	254.1525
TUBG1	1165.5088	TUBG1	391.9634
TUBG2	332.6522	TUBG2	389.9325
TUBGCP2	886.5877	TUBGCP2	1007.8683
TUBGCP3	355.1287	TUBGCP3	611.3005
TUBGCP4	255.8235	TUBGCP4	343.512
TUBGCP5	294.2378	TUBGCP5	394.8647
TUBGCP6	327.7483	TUBGCP6	1032.2768
TUB	137.311	TUB	540.5092
TUFM	3814.058	TUFM	3167.9118
TUFT1	1172.8647	TUFT1	422.1368
TUG1	3236.2076	TUG1	6217.1611
TULP3	464.6506	TULP3	690.7957
TULP4	1100.9399	TULP4	1052.5858
TUSC1	309.3584	TUSC1	463.0449
TUSC2	720.474	TUSC2	543.4105
TUSC3	790.3555	TUSC3	1325.0163
TUSC5	843.8905	TUSC5	184.2315
TUT1	552.9219	TUT1	727.9321
TWF1	2973.8455	TWF1	2384.275
TWF2	1485.7172	TWF2	703.6223
TWIST1	162.2395	TWIST1	115.181
TWIST2	32.2844	TWIST2	56.2849
TWISTNB	464.2419	TWISTNB	591.5718
TWSG1	2619.5341	TWSG1	1219.9898
removed	removed	TXK	8.7039
TXLNA	2282.7953	TXLNA	2161.1663
TXLNB	130.7724	TXLNB	200.7688
TXLNG	184.3073	TXLNG	330.1661
TXN2	973.4369	TXN2	1374.6283
TXNDC11	1404.9857	TXNDC11	1297.7443
TXNDC12	1579.4851	TXNDC12	1322.6953
TXNDC15	1115.6518	TXNDC15	1384.7828
TXNDC16	365.3453	TXNDC16	691.0858
TXNDC17	1051.8717	TXNDC17	428.1976
TXNDC5	5422.2395	TXNDC5	6520.8675
removed	removed	TXNDC6	5.5124
TXNDC9	697.9975	TXNDC9	558.207
TXNIP	14431.5488	TXNIP	29955.7554
TXNL1	987.7401	TXNL1	1331.9794
TXNL4A	544.7487	TXNL4A	567.4911
TXNL4B	217.8177	TXNL4B	266.628
TXNRD1	1465.8766	TXNRD1	1405.9621
TXNRD2	255.8235	TXNRD2	322.3326
TXNRD3IT1	131.5897	TXNRD3IT1	264.8872
TXN	2847.9771	TXN	1600.3482
TYK2	1167.1434	TYK2	971.64
TYMP	1843.4818	TYMP	643.2146
TYMS	869.1336	TYMS	173.4329
TYRO3	275.4393	TYRO3	170.0152
TYROBP	724.152	TYROBP	245.1585
TYSND1	491.6224	TYSND1	477.8414
TYW1B	38.0057	TYW1B	84.1372
TYW1	454.0253	TYW1	599.4052
TYW3	517.5153	TYW3	894.5557
U2AF1L4	84.0253	U2AF1L4	86.9138
U2AF1	1481.4058	U2AF1	1253.9349
U2AF2	2660.4005	U2AF2	2422.572
UACA	2418.8803	UACA	2785.2325
UAP1L1	261.1361	UAP1L1	211.7937
UAP1	1123.0078	UAP1	1439.3269
UBA1	7586.841	UBA1	6649.7425
UBA2	1896.6081	UBA2	1849.5684
UBA3	1005.7213	UBA3	987.3069
UBA52	6682.4683	UBA52	7157.4672
UBA5	502.7176	UBA5	960.412
UBA6	1237.8423	UBA6	1131.5007
UBA7	529.6281	UBA7	752.3029
UBAC1	599.5096	UBAC1	518.4594
UBAC2	985.6845	UBAC2	1284.6421
UBAP1	1140.9849	UBAP1	1407.7029
UBAP2L	3823.4573	UBAP2L	2896.9319
UBAP2	622.8034	UBAP2	791.7604
UBASH3A	17.1639	UBASH3A	26.6918
UBASH3B	78.4634	UBASH3B	92.2608
UBB	20650.5926	UBB	14411.8372
UBC	34558.6432	UBC	31163.5599
UBD	89.0887	UBD	220.4976
UBE2A	1593.7883	UBE2A	1098.7162
UBE2B	1485.0838	UBE2B	1200.8414
UBE2CBP	22.4765	UBE2CBP	55.9948
UBE2C	744.1765	UBE2C	34.5253
UBE2D1	418.8803	UBE2D1	353.9566
UBE2D2	1744.1765	UBE2D2	1458.7655
UBE2D3	5590.9277	UBE2D3	5476.4633
UBE2D4	311.4221	UBE2D4	303.4975
UBE2E1	1249.6935	UBE2E1	1315.4421
UBE2E2	570.9031	UBE2E2	370.2038
UBE2E3	782.5909	UBE2E3	1265.54
UBE2F	773.1917	UBE2F	369.4843
UBE2G1	1563.9559	UBE2G1	1689.1274
UBE2G2	1243.5635	UBE2G2	1287.0095
UBE2H	2263.1794	UBE2H	1943.57
UBE2I	2493.6657	UBE2I	1661.5652
UBE2J1	1413.5676	UBE2J1	2134.1844
UBE2J2	779.3216	UBE2J2	582.8679
UBE2K	2194.1152	UBE2K	2295.2056
UBE2L3	1325.2963	UBE2L3	1516.7912
UBE2L6	2116.8778	UBE2L6	1068.833
UBE2MP1	55.1696	UBE2MP1	59.1862
UBE2M	841.4385	UBE2M	544.8611
removed	removed	UBE2NL	7.8335
UBE2N	2583.5717	UBE2N	1568.7242
UBE2O	798.5288	UBE2O	855.8787
UBE2Q1	1698.8149	UBE2Q1	1564.9525
removed	removed	UBE2Q2P1	31.624
UBE2Q2	1329.3829	UBE2Q2	1668.2382
UBE2QL1	51.083	UBE2QL1	54.254
UBE2R2	1757.6624	UBE2R2	2034.0901
UBE2S	363.302	UBE2S	98.0634
UBE2T	392.7258	UBE2T	55.7046
UBE2V1	3403.0732	UBE2V1	2574.019
UBE2V2	691.0503	UBE2V2	669.3262
UBE2W	819.7793	UBE2W	709.654
UBE2Z	3005.3126	UBE2Z	2565.6053
UBE3A	1989.3747	UBE3A	2524.6972
UBE3B	1543.9313	UBE3B	1410.6042
UBE3C	1936.2485	UBE3C	2150.7217
UBE4A	1201.4712	UBE4A	2298.1069
UBE4B	1345.7295	UBE4B	1781.6784
UBFD1	1928.8925	UBFD1	1736.9986
UBIAD1	515.3249	UBIAD1	664.9743
UBL3	1335.1042	UBL3	1871.6182
UBL4A	1759.7058	UBL4A	865.1628
removed	removed	UBL4B	13.3459
UBL5	1894.5648	UBL5	1129.1797
UBL7	843.0732	UBL7	703.5613
UBLCP1	554.9653	UBLCP1	607.2387
UBN1	1790.3555	UBN1	1614.2743
UBN2	834.0826	UBN2	1470.0805
UBOX5	151.7205	UBOX5	327.2445
UBP1	2483.0405	UBP1	2952.6365
UBQLN1	3966.0809	UBQLN1	3377.9647
UBQLN2	1483.0405	UBQLN2	1515.3405
UBQLN4	1525.1328	UBQLN4	1162.5444
UBQLNL	26.9718	UBQLNL	15.3768
UBR1	662.8525	UBR1	1335.4609
UBR2	1059.6649	UBR2	1526.3654
UBR3	947.6911	UBR3	1969.1013
UBR4	3149.5709	UBR4	5078.6973
UBR5	2194.1152	UBR5	4815.5509
UBR7	1479.3625	UBR7	1389.1347
UBTD1	435.2268	UBTD1	148.5457
UBTD2	1457.2946	UBTD2	1305.2876
UBTF	3510.4209	UBTF	3214.6225
UBXN10	252.1455	UBXN10	307.246
UBXN11	355.1287	UBXN11	357.148
UBXN1	1881.8962	UBXN1	1386.8137
UBXN2A	243.9722	UBXN2A	336.5489
UBXN2B	790.7642	UBXN2B	943.4975
UBXN4	3012.2599	UBXN4	4110.829
UBXN6	1527.5848	UBXN6	1488.0685
UBXN7	431.5488	UBXN7	649.8876
UBXN8	259.0928	UBXN8	144.4839
UCHL1	226.8083	UCHL1	52.2231
UCHL3	213.3224	UCHL3	293.3198
UCHL5	295.6191	UCHL5	404.909
UCK1	912.546	UCK1	711.6849
UCK2	222.7217	UCK2	302.0236
UCKL1AS	6.2239	UCKL1AS	12.7018
UCKL1	405.7703	UCKL1	358.7786
UCN	6.5386	removed	removed
removed	removed	UCP1	7.2532
UCP2	4249.2848	UCP2	1180.8225
UCP3	37.5971	UCP3	26.9819
UEVLD	347.3641	UEVLD	452.8904
UFC1	2501.4303	UFC1	2122.5792
UFD1L	787.4949	UFD1L	788.2701
UFM1	1673.0691	UFM1	1824.9075
UFSP1	22.0678	UFSP1	18.8583
UFSP2	646.792	UFSP2	785.8475
UGCG	997.9567	UGCG	423.2973
UGDH	1906.8247	UGDH	3870.6027
UGGT1	2750.3065	UGGT1	2552.5495
UGGT2	287.6992	UGGT2	640.0232
UGP2	2440.1308	UGP2	2582.4327
removed	removed	UGT1A6	10.9001
removed	removed	UGT1A7	15.9832
removed	removed	UGT2B11	212.6438
UGT2B15	11.8512	UGT2B15	535.8671
removed	removed	UGT2B28	12.1854
removed	removed	UGT2B4	5.5124
removed	removed	UGT2B7	5.2223
removed	removed	UGT3A2	5.5124
UGT8	8.5819	UGT8	106.187
UHMK1	336.7389	UHMK1	846.5946
UHRF1BP1L	696.7716	UHRF1BP1L	751.1424
UHRF1BP1	1058.4389	UHRF1BP1	813.52
UHRF1	406.2117	UHRF1	30.4635
UHRF2	555.7826	UHRF2	952.2013
UIMC1	378.4226	UIMC1	467.3968
ULBP1	10.6253	removed	removed
ULBP2	9.3993	removed	removed
ULBP3	5.3126	ULBP3	20.5991
ULK1	1709.4401	ULK1	1159.9333
ULK2	534.5321	ULK2	877.3482
ULK3	607.2742	ULK3	554.1452
ULK4	69.8815	ULK4	82.1063
UMOD	11.4426	UMOD	9.5742
UMPS	668.5738	UMPS	572.4233
UNC119B	1144.2583	UNC119B	2321.0271
UNC119	727.83	UNC119	443.6063
UNC13A	11.8512	UNC13A	5.8026
UNC13B	841.8472	UNC13B	1223.4714
removed	removed	UNC13C	9.2841
UNC13D	191.2546	UNC13D	151.7371
UNC45A	1755.6191	UNC45A	1852.1796
UNC50	605.6396	UNC50	664.9743
UNC5A	82.1414	UNC5A	89.9398
UNC5B	3099.7139	UNC5B	402.4081
UNC5CL	41.7286	UNC5CL	34.0263
UNC5C	18.7985	UNC5C	154.6384
removed	removed	UNC5D	26.4017
UNC93B1	771.9657	UNC93B1	526.8731
UNG	1162.2395	UNG	839.3414
UNKL	308.9702	UNKL	575.9774
UNK	447.4867	UNK	684.9931
UPF0639	49.0396	UPF0639	10.7348
UPF1	2475.6845	UPF1	3104.6638
UPF2	1199.4279	UPF2	1394.6471
UPF3A	431.5488	UPF3A	688.7648
UPF3B	266.04	UPF3B	315.0794
removed	removed	UPK1B	10.4446
UPK3BL	140.5313	UPK3BL	167.3809
removed	removed	UPK3B	5.8026
UPP1	118.5125	UPP1	62.3776
UPRT	358.398	UPRT	275.0417
UQCC	812.4234	UQCC	753.7535
UQCR10	740.9072	UQCR10	720.3888
UQCR11	1064.9775	UQCR11	832.6685
UQCRB	2558.2346	UQCRB	2577.7907
UQCRC1	3283.2039	UQCRC1	1896.8594
UQCRC2	2560.2779	UQCRC2	3368.6806
UQCRFS1	1344.5035	UQCRFS1	1162.2543
UQCRHL	323.253	UQCRHL	371.0742
UQCRH	1274.2133	UQCRH	1032.2768
UQCRQ	1732.3253	UQCRQ	1043.0115
URB1	398.1488	URB1	990.7391
URB2	343.6861	URB2	330.7464
URGCP	765.0184	URGCP	854.138
URM1	1442.9914	URM1	779.575
UROD	1365.754	UROD	940.5962
UROS	703.7188	UROS	432.8715
USE1	231.3036	USE1	218.7568
USF1	634.246	USF1	624.3563
USF2	2217.0004	USF2	1778.7771
removed	removed	USH1C	8.994
removed	removed	USH2A	9.8644
USHBP1	73.5595	USHBP1	96.0325
USMG5	552.5133	USMG5	456.3719
USO1	1949.3257	USO1	2664.8292
USP10	1772.783	USP10	1668.2382
USP11	1771.557	USP11	1693.1892
USP12	257.0494	USP12	396.3154
USP13	397.2211	USP13	541.3796
USP14	2314.671	USP14	1337.4918
USP15	869.2276	USP15	965.2571
USP16	1011.8512	USP16	1195.0388
USP18	448.304	USP18	157.2496
USP19	1514.0989	USP19	1800.5367
USP1	1230.0776	USP1	1441.6479
USP20	675.1124	USP20	706.7527
USP21	483.8578	USP21	520.7804
USP22	5593.7883	USP22	7626.6048
