gene_id	TCGA-BH-A208-01A-11R-A157-07	gene_id	TCGA-BH-A208-11A-51R-A157-07
DMRT3	44.4493	DMRT3	12.7755
DMRTA1	41.3988	DMRTA1	11.1786
DMRTC1B	6.5367	DMRTC1B	31.9389
DMTF1	617.954	DMTF1	1156.8254
DMWD	443.6213	DMWD	336.9549
DMXL1	709.8813	DMXL1	2038.3378
DMXL2	264.5168	DMXL2	580.6484
DNA2	27.454	DNA2	38.9654
DNAH10	16.5595	DNAH10	18.8439
removed	removed	DNAH11	5.5286
DNAH12	71.4675	DNAH12	7.9847
DNAH14	54.4722	DNAH14	118.4932
DNAH17	12.2018	DNAH17	29.3837
DNAH1	77.1326	DNAH1	372.4071
DNAH2	15.2522	DNAH2	60.6838
DNAH5	32.6833	DNAH5	466.9461
removed	removed	DNAH6	49.1858
DNAH7	13.0733	DNAH7	88.1512
DNAH9	10.0229	DNAH9	19.1633
removed	removed	DNAI1	13.7337
DNAJA1	2443.4034	DNAJA1	2465.0409
DNAJA2	1778.4072	DNAJA2	1877.366
DNAJA3	827.1053	DNAJA3	931.0177
DNAJA4	1057.1958	DNAJA4	575.8576
DNAJB11	1519.5555	DNAJB11	848.296
DNAJB12	944.7652	DNAJB12	1358.6789
DNAJB14	305.0441	DNAJB14	397.9581
DNAJB1	6685.2598	DNAJB1	3559.2661
DNAJB2	1620.6558	DNAJB2	1758.8728
DNAJB4	538.185	DNAJB4	537.531
DNAJB5	534.6988	DNAJB5	219.1006
DNAJB6	2511.3847	DNAJB6	1635.5888
DNAJB9	1354.3959	DNAJB9	891.4135
DNAJC10	4041.3988	DNAJC10	2535.9452
DNAJC11	849.8268	DNAJC11	1033.8161
DNAJC12	83.2335	DNAJC12	240.1802
DNAJC13	1593.6377	DNAJC13	1844.1496
DNAJC14	964.6236	DNAJC14	1156.6689
DNAJC15	1696.0453	DNAJC15	267.0088
DNAJC16	580.0196	DNAJC16	737.7876
DNAJC17	139.4487	DNAJC17	259.6629
DNAJC18	266.2599	DNAJC18	380.0724
DNAJC19	516.8319	DNAJC19	465.0297
DNAJC1	660.2026	DNAJC1	666.5639
DNAJC21	1250.2451	DNAJC21	1388.7015
DNAJC22	62.3162	DNAJC22	102.5237
DNAJC24	374.9777	DNAJC24	305.2365
DNAJC25	273.2324	DNAJC25	257.7466
DNAJC27	134.6552	DNAJC27	364.103
DNAJC28	29.6329	DNAJC28	25.8705
DNAJC2	657.9802	DNAJC2	771.7865
DNAJC30	228.3473	DNAJC30	247.2067
DNAJC3	4566.9463	DNAJC3	2534.3482
DNAJC4	748.892	DNAJC4	623.6637
DNAJC5B	10.4587	removed	removed
DNAJC5	1721.7562	DNAJC5	1572.9887
DNAJC6	30.5044	DNAJC6	115.2993
DNAJC7	1420.743	DNAJC7	1466.9517
DNAJC8	2464.3207	DNAJC8	1732.3636
DNAJC9	499.4008	DNAJC9	601.7281
DNAL1	346.0072	DNAL1	468.2236
DNAL4	329.0119	DNAL4	453.2124
DNALI1	86.7197	DNALI1	557.0137
DNASE1L1	622.4643	DNASE1L1	269.7396
removed	removed	DNASE1L3	76.3339
DNASE1	42.7062	DNASE1	40.5623
DNASE2	1861.2049	DNASE2	865.543
DND1	33.1191	DND1	48.2852
removed	removed	DNER	45.992
DNHD1	104.1508	DNHD1	266.6894
DNLZ	95.871	DNLZ	53.3379
DNM1L	1727.8571	DNM1L	1481.9629
DNM1P35	10.0229	DNM1P35	40.5623
DNM1	842.3576	DNM1	325.7763
DNM2	2722.9676	DNM2	1613.4616
DNM3	288.4846	DNM3	117.535
DNMBP	610.7942	DNMBP	929.1652
DNMT1	750.4085	DNMT1	1000.325
DNMT3A	399.172	DNMT3A	466.3073
DNMT3B	89.7701	DNMT3B	56.5318
DNPEP	1116.8973	DNPEP	1373.3708
DNTTIP1	529.9052	DNTTIP1	503.9952
DNTTIP2	1396.2305	DNTTIP2	2722.7875
removed	removed	DOC2A	65.5769
removed	removed	DOC2B	16.2888
DOCK10	702.0373	DOCK10	554.7779
DOCK11	778.7341	DOCK11	567.5535
DOCK1	2818.1719	DOCK1	3671.3715
DOCK2	367.7961	DOCK2	322.5824
DOCK3	20.9173	DOCK3	26.1899
DOCK4	672.8402	DOCK4	578.0933
DOCK5	326.833	DOCK5	491.8584
DOCK6	1260.7038	DOCK6	633.3475
DOCK7	1145.6586	DOCK7	2126.1697
DOCK8	488.5064	DOCK8	924.9493
DOCK9	2848.6763	DOCK9	2749.2967
DOHH	42.2704	DOHH	79.8471
DOK1	131.169	DOK1	114.9799
DOK2	71.0317	DOK2	39.9236
DOK3	138.1414	DOK3	41.2011
DOK4	748.2297	DOK4	404.3459
DOK5	128.5543	DOK5	72.1818
DOK6	189.5631	DOK6	53.3379
removed	removed	DOK7	47.2695
DOLK	450.5937	DOLK	253.5945
DOLPP1	451.4653	DOLPP1	240.819
DOM3Z	242.0961	DOM3Z	336.1628
DONSON	209.866	DONSON	111.9808
DOPEY1	827.3842	DOPEY1	1258.1897
DOPEY2	1465.9549	DOPEY2	856.2807
DOT1L	234.0124	DOT1L	383.5665
DPAGT1	2865.6934	DPAGT1	680.6554
DPCD	179.7015	DPCD	194.3288
DPCR1	5.6651	removed	removed
DPEP1	34.8622	DPEP1	5.749
DPEP2	38.3484	DPEP2	13.4143
removed	removed	DPF1	5.1102
DPF2	1334.7859	DPF2	1214.9541
DPF3	71.4675	DPF3	47.2695
DPH1	309.3278	DPH1	885.2876
DPH2	458.8735	DPH2	500.1625
DPH3B	30.0686	DPH3B	22.996
DPH3	753.459	DPH3	600.4505
DPH5	346.9223	DPH5	565.1038
DPM1	724.2619	DPM1	526.033
DPM2	919.0544	DPM2	417.1215
DPM3	127.6828	DPM3	148.5157
DPP3	1158.1262	DPP3	368.8938
DPP4	909.4673	DPP4	317.4722
removed	removed	DPP6	10.8592
DPP7	789.6285	DPP7	975.4127
DPP8	449.7222	DPP8	760.4642
DPP9	1169.1905	DPP9	786.3346
DPT	4102.8434	DPT	1165.7683
DPY19L1	1047.6087	DPY19L1	407.2204
DPY19L2P2	7.4082	DPY19L2P2	24.5929
removed	removed	DPY19L2P4	7.6653
DPY19L2	17.4311	DPY19L2	107.3146
DPY19L3	670.6613	DPY19L3	490.9002
DPY19L4	736.4637	DPY19L4	1145.008
DPY30	621.0655	DPY30	444.228
DPYD	833.2062	DPYD	895.8849
DPYSL2	4015.2522	DPYSL2	3156.1978
DPYSL3	21307.7677	DPYSL3	1924.9549
DPYSL4	70.1601	DPYSL4	19.1633
removed	removed	DPYS	40.8817
DQX1	69.2886	removed	removed
DR1	1435.4505	DR1	908.3411
DRAM1	1123.4339	DRAM1	797.8326
DRAM2	1131.2779	DRAM2	1327.6983
DRAP1	827.1053	DRAP1	557.0137
DRD2	7.4082	DRD2	131.2687
DRD4	16.1238	removed	removed
DRG1	1384.9003	DRG1	1221.3419
DRG2	506.3732	DRG2	621.5301
DRP2	34.4264	removed	removed
DSC1	9.4346	DSC1	71.6708
DSC2	4882.4491	DSC2	4473.995
DSC3	428.8049	DSC3	827.5358
removed	removed	DSCAML1	37.0491
removed	removed	DSCAM	14.0531
DSCC1	129.8616	DSCC1	90.0676
DSCR3	857.174	DSCR3	934.2115
DSCR6	16.1238	DSCR6	10.8592
DSEL	777.8625	DSEL	570.428
DSE	2109.6808	DSE	818.826
DSG1	33.9906	DSG1	169.9147
DSG2	2825.5583	DSG2	8112.4439
DSG3	441.8782	DSG3	600.1311
DSN1	313.7597	DSN1	301.1834
DSP	18694.4112	DSP	21658.0578
DSTN	12194.3567	DSTN	8448.1469
DSTYK	911.6461	DSTYK	1208.8857
DST	5513.8904	DST	37875.3315
DTD1	469.3322	DTD1	521.8809
DTL	122.0176	DTL	27.148
DTNA	339.0348	DTNA	775.4754
DTNBP1	537.7492	DTNBP1	273.0772
DTNB	429.6764	DTNB	1189.0836
DTWD1	408.3233	DTWD1	585.4392
DTWD2	124.1965	DTWD2	229.6404
DTX1	87.1555	DTX1	223.572
DTX2	1098.5946	DTX2	152.6677
DTX3L	1252.3891	DTX3L	983.1387
DTX3	575.2261	DTX3	791.4449
DTX4	1488.6153	DTX4	712.5559
DTYMK	281.9479	DTYMK	140.2116
DULLARD	2202.4186	DULLARD	1492.5028
DUOX1	134.6552	DUOX1	215.2679
DUOX2	11.3302	DUOX2	34.8134
DUOXA1	43.1986	DUOXA1	31.6195
DUOXA2	5.1727	removed	removed
DUS1L	918.6186	DUS1L	979.5647
DUS2L	142.4992	DUS2L	155.8616
DUS3L	116.7883	DUS3L	277.868
DUS4L	73.2106	DUS4L	164.1657
DUSP10	475.4331	DUSP10	383.5857
DUSP11	510.731	DUSP11	524.1166
DUSP12	204.8153	DUSP12	316.8335
DUSP14	457.5662	DUSP14	732.6774
removed	removed	DUSP15	24.9123
DUSP16	1224.5343	DUSP16	3524.4528
DUSP18	160.3573	DUSP18	122.9327
DUSP19	63.6235	DUSP19	73.7788
DUSP1	6614.6639	DUSP1	7115.3384
DUSP22	850.6373	DUSP22	952.7361
DUSP23	394.8142	DUSP23	244.971
removed	removed	DUSP26	18.8439
DUSP28	64.0593	DUSP28	90.7064
DUSP2	216.1455	DUSP2	753.4376
DUSP3	1552.6746	DUSP3	2008.3153
DUSP4	177.3614	DUSP4	1185.5703
DUSP5	491.9926	DUSP5	1797.1994
DUSP6	1560.5186	DUSP6	6252.9893
DUSP7	702.9088	DUSP7	496.3298
DUSP8	260.5948	DUSP8	882.1512
removed	removed	DUSP9	22.996
DUT	509.7679	DUT	713.1659
DVL1	468.8964	DVL1	721.8182
DVL2	529.9052	DVL2	838.0756
DVL3	3307.1141	DVL3	1851.8149
DYDC2	15.2522	DYDC2	6.3878
DYM	1048.4802	DYM	1083.366
DYNC1H1	10416.821	DYNC1H1	11288.7887
DYNC1I1	49.2428	DYNC1I1	55.5736
DYNC1I2	2204.1617	DYNC1I2	2247.5373
DYNC1LI1	776.1194	DYNC1LI1	886.6226
DYNC1LI2	3572.9382	DYNC1LI2	3306.9492
DYNC2H1	630.134	DYNC2H1	1390.2984
DYNC2LI1	281.9479	DYNC2LI1	572.3443
DYNLL1	5184.8785	DYNLL1	1593.7489
DYNLL2	746.0508	DYNLL2	1308.5349
DYNLRB1	2440.353	DYNLRB1	1164.8101
removed	removed	DYNLRB2	22.6766
DYNLT1	1515.1977	DYNLT1	938.683
DYNLT3	1121.255	DYNLT3	643.2486
DYRK1A	1630.6787	DYRK1A	2332.1753
DYRK1B	189.1274	DYRK1B	235.7088
DYRK2	1965.3557	DYRK2	656.6629
DYRK3	182.5907	DYRK3	317.7916
DYRK4	350.365	DYRK4	295.115
DYSF	1454.1889	DYSF	242.4159
DYX1C1	34.4438	DYX1C1	93.2966
DZIP1L	122.0176	DZIP1L	92.3033
DZIP1	934.263	DZIP1	444.5282
DZIP3	213.0951	DZIP3	579.3709
E2F1	99.3572	E2F1	39.9236
E2F2	173.0036	E2F2	35.1327
E2F3	599.6296	E2F3	425.1062
E2F4	861.9675	E2F4	705.5293
E2F5	62.5515	E2F5	196.721
E2F6	245.3426	E2F6	421.5929
E2F7	21.3531	E2F7	8.3041
E2F8	78.4399	removed	removed
E4F1	323.7825	E4F1	277.2293
EAF1	578.2765	EAF1	753.4376
EAF2	223.5538	EAF2	99.9686
EAPP	2941.4969	EAPP	1291.9267
EARS2	551.6941	EARS2	777.0724
EBAG9	513.3457	EBAG9	727.5671
EBF1	672.4044	EBF1	820.8286
EBF2	51.8575	EBF2	49.1858
EBF3	143.3707	EBF3	185.5648
EBF4	373.0254	EBF4	246.2486
EBI3	36.1695	EBI3	13.0949
EBNA1BP2	925.591	EBNA1BP2	1060.6894
EBPL	1486.4364	EBPL	684.4497
EBP	1230.6351	EBP	374.3234
ECD	574.7903	ECD	910.8962
ECE1	4065.8024	ECE1	7554.1783
ECE2	230.5262	ECE2	53.6573
ECEL1	10.0229	ECEL1	35.1327
ECH1	4583.5058	ECH1	2312.0857
ECHDC1	926.0268	ECHDC1	1364.7473
ECHDC2	237.4986	ECHDC2	1128.7192
ECHDC3	90.6417	ECHDC3	553.5004
ECHS1	2004.5757	ECHS1	1682.8583
ECM1	3660.0937	ECM1	156.5004
ECM2	2290.8814	ECM2	794
ECSCR	177.3614	ECSCR	74.0981
ECSIT	566.9463	ECSIT	667.5221
removed	removed	ECT2L	13.0949
ECT2	668.4824	ECT2	295.4344
EDA2R	160.3661	EDA2R	321.9437
EDARADD	92.3848	EDARADD	476.8471
EDAR	28.3255	EDAR	57.4899
EDA	100.6646	EDA	195.1464
EDC3	610.524	EDC3	994.576
EDC4	796.1652	EDC4	1222.8813
EDEM1	1564.8763	EDEM1	1948.5896
EDEM2	919.9259	EDEM2	443.3113
EDEM3	1497.3309	EDEM3	1287.1359
EDF1	3181.6102	EDF1	2715.7609
EDIL3	1065.9113	EDIL3	459.6001
EDN1	1051.0949	EDN1	913.4513
EDN2	264.0811	removed	removed
EDN3	30.5044	EDN3	776.4336
EDNRA	2632.9666	EDNRA	322.9018
EDNRB	1168.7548	EDNRB	1531.4682
EEA1	1054.5811	EEA1	1218.4674
EED	442.314	EED	383.9051
EEF1A1P9	6841.7039	EEF1A1P9	11101.3077
EEF1A1	98334.4591	EEF1A1	173108.2815
EEF1A2	14.8164	EEF1A2	90.387
EEF1B2	3734.6116	EEF1B2	6836.8316
EEF1D	4017.4311	EEF1D	7207.3223
EEF1E1	374.3327	EEF1E1	272.4384
EEF1G	19512.3652	EEF1G	33493.6398
EEF2K	1292.9513	EEF2K	1925.2743
EEF2	35810.0011	EEF2	80867.9065
EEFSEC	259.7233	EEFSEC	335.227
EEPD1	352.1081	EEPD1	792.7224
EFCAB10	19.9455	removed	removed
EFCAB1	6.5367	EFCAB1	84.9574
EFCAB2	81.0546	EFCAB2	111.786
EFCAB4A	892.0362	EFCAB4A	1293.8431
EFCAB4B	71.0317	EFCAB4B	605.8801
EFCAB6	14.3807	EFCAB6	141.8085
EFCAB7	92.8206	EFCAB7	255.5109
EFEMP1	4844.9722	EFEMP1	3707.143
EFEMP2	3689.7265	EFEMP2	873.8471
EFHA1	1073.3195	EFHA1	892.691
EFHA2	63.1877	EFHA2	137.6565
EFHB	13.0733	EFHB	56.2124
EFHC1	205.6869	EFHC1	664.0088
EFHC2	10.8944	EFHC2	25.2317
EFHD1	4358.209	EFHD1	5487.0955
EFHD2	862.8391	EFHD2	540.4054
EFNA1	1301.2311	EFNA1	2173.7586
EFNA3	314.2085	EFNA3	221.3427
EFNA4	385.2141	EFNA4	245.284
EFNA5	474.9973	EFNA5	539.4473
EFNB1	702.0373	EFNB1	633.6669
EFNB2	2942.3684	EFNB2	2050.1552
EFNB3	389.1491	EFNB3	667.8415
EFR3A	3017.7579	EFR3A	1517.4151
EFR3B	89.3344	EFR3B	92.6227
EFS	803.1376	EFS	1206.65
EFTUD1	459.7451	EFTUD1	824.9807
EFTUD2	1591.1406	EFTUD2	1667.2083
EGFL6	770.4543	EGFL6	68.9879
EGFL7	311.5808	EGFL7	276.2711
EGFL8	65.7632	EGFL8	88.8986
EGFLAM	751.7159	EGFLAM	599.4923
EGFR	814.4591	EGFR	2659.2228
EGF	33.5549	EGF	2653.4802
EGLN1	1007.0814	EGLN1	1232.2011
EGLN2	1096.4157	EGLN2	661.7731
EGLN3	564.3316	EGLN3	187.1617
removed	removed	EGOT	51.1022
EGR1	10386.3166	EGR1	59641.662
EGR2	556.4876	EGR2	5025.579
EGR3	304.1726	EGR3	6866.8541
EHBP1L1	689.3997	EHBP1L1	1023.6403
EHBP1	1340.451	EHBP1	1505.9171
EHD1	1631.9861	EHD1	795.2775
EHD2	6212.8772	EHD2	1786.3402
EHD3	659.3311	EHD3	688.6017
EHD4	1406.6892	EHD4	1341.7514
EHF	1974.9428	EHF	12725.7179
EHHADH	170.3889	EHHADH	341.0846
EHMT1	1006.2098	EHMT1	1344.6258
EHMT2	1193.1583	EHMT2	1333.7666
EI24	6458.6556	EI24	2714.4834
EID1	3905.0005	EID1	3494.1109
EID2B	32.6833	EID2B	45.992
EID2	273.6682	EID2	240.4996
EID3	42.2704	EID3	55.5736
EIF1AD	825.798	EIF1AD	543.2799
EIF1AX	1880.3791	EIF1AX	2604.6137
EIF1B	731.6701	EIF1B	920.7972
EIF1	10403.7477	EIF1	15719.6663
EIF2AK1	3780.098	EIF2AK1	3419.54
EIF2AK2	408.3233	EIF2AK2	460.8777
EIF2AK3	1057.1958	EIF2AK3	1107.0008
EIF2AK4	1266.8047	EIF2AK4	2052.3909
EIF2A	1206.6674	EIF2A	2367.9468
EIF2B1	941.7148	EIF2B1	1231.5623
EIF2B2	479.7908	EIF2B2	375.6009
EIF2B3	544.2859	EIF2B3	649.3169
EIF2B4	817.0825	EIF2B4	860.1134
EIF2B5	740.3857	EIF2B5	1099.016
EIF2C1	1203.1812	EIF2C1	1351.0136
EIF2C2	174.3109	EIF2C2	243.6935
EIF2C3	188.2558	EIF2C3	179.4964
EIF2C4	351.2365	EIF2C4	804.2204
EIF2S1	1541.3444	EIF2S1	1614.8286
EIF2S2	1628.0641	EIF2S2	1386.7851
EIF2S3	5712.6049	EIF2S3	6618.0504
EIF3A	3722.8456	EIF3A	10335.7333
EIF3B	2932.7813	EIF3B	4712.8976
EIF3CL	8514.0734	EIF3CL	11069.2283
EIF3C	200.1656	EIF3C	64.0182
EIF3D	4308.5303	EIF3D	9065.8443
EIF3E	5332.607	EIF3E	13102.277
EIF3F	2748.8833	EIF3F	2817.3265
EIF3G	1454.6247	EIF3G	2872.5328
EIF3H	4091.5132	EIF3H	5418.1076
EIF3I	4103.2792	EIF3I	3626.9861
EIF3J	1349.6024	EIF3J	1803.5872
EIF3K	3817.4093	EIF3K	2813.4938
EIF3L	8027.454	EIF3L	17124.6566
EIF3M	3096.991	EIF3M	3570.317
EIF4A1	9643.1463	EIF4A1	11820.8741
EIF4A2	5515.4679	EIF4A2	11420.6962
EIF4A3	1554.4177	EIF4A3	1648.3644
EIF4B	6580.6602	EIF4B	18874.4907
EIF4E2	1737.0084	EIF4E2	1100.9324
EIF4E3	823.1834	EIF4E3	1060.6894
EIF4EBP1	1169.6263	EIF4EBP1	330.8866
EIF4EBP2	5612.3761	EIF4EBP2	6844.1775
EIF4EBP3	160.3617	EIF4EBP3	558.0165
EIF4ENIF1	692.4502	EIF4ENIF1	960.4014
EIF4E	337.2916	EIF4E	508.1472
EIF4G1	7294.9123	EIF4G1	7487.1067
EIF4G2	28369.5392	EIF4G2	17962.7321
EIF4G3	2473.4721	EIF4G3	1722.4625
EIF4H	3702.3641	EIF4H	5599.8397
EIF5A2	401.7867	EIF5A2	165.1239
EIF5AL1	1665.1051	EIF5AL1	1114.6661
EIF5A	5818.063	EIF5A	3849.271
EIF5B	5486.4364	EIF5B	3294.1736
EIF5	8576.9692	EIF5	5694.6981
EIF6	2314.8491	EIF6	1637.5052
ELAC1	117.4028	ELAC1	190.0905
ELAC2	1133.4568	ELAC2	1369.8575
ELAVL1	1631.5503	ELAVL1	1251.045
ELAVL2	22.6604	removed	removed
ELF1	2148.818	ELF1	2216.2372
ELF2	994.8796	ELF2	1169.9203
ELF3	2527.5084	ELF3	5033.8831
ELF4	994.0081	ELF4	331.8447
ELF5	217.0171	ELF5	5587.3835
ELFN1	100.2288	ELFN1	43.4368
ELK1	999.6732	ELK1	711.2783
ELK3	1251.5525	ELK3	543.9187
ELK4	144.6781	ELK4	206.9638
ELL2	825.798	ELL2	2035.1439
ELL3	169.7963	ELL3	372.5316
ELL	356.0301	ELL	529.8656
ELMO1	726.8766	ELMO1	311.0845
ELMO2	1914.8055	ELMO2	801.6653
ELMO3	25.2751	ELMO3	542.9606
ELMOD1	6.9724	removed	removed
ELMOD2	264.5168	ELMOD2	181.0933
ELMOD3	212.2236	ELMOD3	453.2124
ELN	9247.6305	ELN	323.5406
ELOF1	1308.2035	ELOF1	664.0088
ELOVL1	2422.0503	ELOVL1	1456.4118
ELOVL2	71.4675	ELOVL2	436.2848
ELOVL3	54.9079	ELOVL3	12.7755
ELOVL4	106.3297	ELOVL4	50.7828
ELOVL5	4797.9083	ELOVL5	5081.7914
ELOVL6	173.0036	ELOVL6	160.9718
ELOVL7	46.6282	ELOVL7	114.0217
removed	removed	ELP2P	9.901
ELP2	1282.4926	ELP2	2890.1471
ELP3	529.0337	ELP3	959.4432
ELP4	268.0031	ELP4	250.4006
ELTD1	1558.7755	ELTD1	589.5913
EMB	593.5287	EMB	542.9606
EMCN	597.4507	EMCN	406.5816
EMD	1182.6996	EMD	892.0523
EME1	13.5091	EME1	11.7184
removed	removed	EME2	7.6653
EMG1	463.6671	EMG1	447.4091
EMID1	30.0686	EMID1	118.4932
EMID2	5.2293	EMID2	22.0378
EMILIN1	2729.2733	EMILIN1	975.0933
EMILIN2	349.9292	EMILIN2	560.8463
EMILIN3	8.2057	EMILIN3	386.7827
EML1	1089.0075	EML1	359.6315
EML2	287.613	EML2	553.807
EML3	565.2032	EML3	675.1874
EML4	1665.9767	EML4	2002.2469
EML5	69.2886	EML5	164.4851
EML6	10.4587	EML6	57.1706
EMP1	9534.3719	EMP1	8197.1075
EMP2	6120.0567	EMP2	2474.6226
EMP3	878.5271	EMP3	231.5567
EMR1	19.1742	removed	removed
EMR2	118.9672	EMR2	296.712
removed	removed	EMX1	5.749
EMX2OS	98.9215	EMX2OS	25.8705
EMX2	49.6786	EMX2	9.5817
EN1	157.3156	EN1	44.7144
ENAH	5765.7697	ENAH	3107.3313
ENAM	5.2293	removed	removed
ENC1	4905.907	ENC1	693.2776
ENDOD1	2404.1835	ENDOD1	2220.3893
ENDOG	105.5104	ENDOG	75.232
removed	removed	ENDOU	19.1633
ENGASE	100.2288	ENGASE	541.683
ENG	3923.3032	ENG	1423.8342
ENHO	14.3807	ENHO	53.3379
ENO1	21602.789	ENO1	17096.5504
ENO2	397.8647	ENO2	420.3153
ENO3	8.7155	ENO3	33.2164
ENOPH1	602.2443	ENOPH1	776.753
ENOSF1	360.3443	ENOSF1	683.3063
ENOX1	92.3848	ENOX1	114.0217
ENOX2	511.6026	ENOX2	430.8552
removed	removed	ENPEP	453.5318
ENPP1	1143.0439	ENPP1	983.3974
ENPP2	1730.9075	ENPP2	2359.6427
ENPP3	9.5871	ENPP3	36.0909
ENPP4	541.2354	ENPP4	446.8246
ENPP5	1218.4334	ENPP5	755.0346
ENPP6	38.7842	ENPP6	225.8077
ENSA	2815.1215	ENSA	3760.4809
ENTHD1	15.2522	removed	removed
ENTPD1	3597.3418	ENTPD1	1225.1745
ENTPD2	446.6718	ENTPD2	208.2413
ENTPD3	297.2001	ENTPD3	52.3797
ENTPD4	422.704	ENTPD4	420.3153
ENTPD5	201.3683	ENTPD5	318.9095
ENTPD6	1645.0594	ENTPD6	1701.0635
ENTPD7	1122.6365	ENTPD7	215.2328
removed	removed	ENTPD8	12.7755
ENY2	709.0097	ENY2	427.3419
EOMES	11.766	EOMES	8.9429
EP300	2945.8547	EP300	3527.0079
EP400NL	98.0499	EP400NL	180.4545
EP400	1090.7506	EP400	2095.5084
EPAS1	6638.6317	EPAS1	4882.1736
EPB41L1	1754.0037	EPB41L1	1849.5792
EPB41L2	3235.2108	EPB41L2	3056.2292
EPB41L3	1017.54	EPB41L3	594.7015
EPB41L4A	346.8787	EPB41L4A	694.0313
EPB41L4B	466.2817	EPB41L4B	1122.012
EPB41L5	376.9474	EPB41L5	805.8173
EPB41	853.4873	EPB41	1535.2306
EPB49	106.7654	EPB49	612.5873
EPC1	495.9146	EPC1	1022.0434
EPC2	688.0924	EPC2	1256.794
EPCAM	3933.7618	EPCAM	3773.8953
EPDR1	482.8413	EPDR1	256.1496
EPGN	14.3807	removed	removed
EPHA10	5.6651	EPHA10	159.6943
EPHA1	113.7379	EPHA1	274.9936
EPHA2	572.6114	EPHA2	1671.041
EPHA3	81.0546	EPHA3	18.5245
EPHA4	404.4014	EPHA4	594.7015
EPHA5	10.4587	removed	removed
EPHA7	7.844	EPHA7	111.786
EPHB1	104.1508	EPHB1	646.1231
EPHB2	469.7679	EPHB2	44.7144
EPHB3	1701.7104	EPHB3	3059.423
EPHB4	1417.1478	EPHB4	2432.4633
EPHB6	308.0946	EPHB6	228.0434
EPHX1	7238.697	EPHX1	1569.4754
EPHX2	182.1549	EPHX2	1231.8817
EPHX3	28.7613	EPHX3	11.1786
EPHX4	21.7889	EPHX4	63.8777
EPM2AIP1	785.7065	EPM2AIP1	1794.9637
EPM2A	180.8476	EPM2A	209.1995
EPN1	1594.5092	EPN1	944.7514
EPN2	858.4813	EPN2	1074.7425
EPN3	242.2922	EPN3	232.9716
EPOR	92.3848	EPOR	103.9354
EPPK1	251.4435	EPPK1	939.6412
EPR1	131.9185	removed	removed
EPRS	3463.9939	EPRS	4241.1607
EPS15L1	1017.54	EPS15L1	826.5776
EPS15	2318.7711	EPS15	2144.0554
EPS8L1	1338.2721	EPS8L1	409.4561
EPS8L2	708.1381	EPS8L2	1267.9726
EPS8	1664.2336	EPS8	1430.8608
EPSTI1	319.8606	EPSTI1	88.1512
EPT1	659.3311	EPT1	1090.0636
removed	removed	EPX	5.1102
EPYC	142.935	removed	removed
ERAL1	865.4538	ERAL1	830.0909
ERAP1	1725.5823	ERAP1	1844.8905
ERAP2	3117.5509	ERAP2	1759.831
ERBB2IP	2169.2995	ERBB2IP	2984.3667
ERBB2	4613.1387	ERBB2	4604.9443
ERBB3	1812.8336	ERBB3	7430.2555
ERBB4	145.9854	ERBB4	1001.2831
ERC1	2149.2537	ERC1	1700.1053
removed	removed	ERC2	17.247
ERCC1	1061.5535	ERCC1	949.8616
ERCC2	315.9386	ERCC2	333.1223
ERCC3	753.0232	ERCC3	1326.4207
ERCC4	221.8107	ERCC4	336.9549
ERCC5	1614.555	ERCC5	1973.5019
ERCC6L	131.6047	ERCC6L	14.3725
ERCC6	260.0675	ERCC6	441.4046
ERCC8	182.5907	ERCC8	171.831
EREG	28.7613	EREG	99.0105
ERF	578.2765	ERF	1070.2711
ERGIC1	7391.6549	ERGIC1	3821.8035
ERGIC2	1286.8504	ERGIC2	638.4577
ERGIC3	5183.5712	ERGIC3	4183.9902
ERG	843.6649	ERG	513.5768
ERH	2056.8689	ERH	1271.1665
ERI1	293.7139	ERI1	252.317
ERI2	198.6404	ERI2	509.8783
ERI3	968.2972	ERI3	695.3089
ERICH1	125.9396	ERICH1	341.4264
ERLEC1	2492.2105	ERLEC1	1741.6258
ERLIN1	957.4028	ERLIN1	1138.9396
ERLIN2	1896.9387	ERLIN2	2697.5558
ERMAP	302.4295	ERMAP	484.5124
ERMN	20.4815	ERMN	7.9847
ERMP1	1724.0135	ERMP1	1305.472
ERN1	124.6323	ERN1	590.2301
ERN2	567.3821	removed	removed
ERO1LB	182.1549	ERO1LB	550.9453
ERO1L	864.5822	ERO1L	473.3338
ERP27	492.4284	ERP27	60.3644
ERP29	2187.6021	ERP29	2848.6266
ERP44	3003.8131	ERP44	1391.2566
ERRFI1	1210.1536	ERRFI1	4999.7086
ESAM	1913.0624	ESAM	364.7417
ESCO1	607.9094	ESCO1	764.9356
ESCO2	30.0686	removed	removed
ESD	2103.0613	ESD	2726.6202
ESF1	421.8324	ESF1	693.3926
ESM1	609.2167	ESM1	59.7257
ESPL1	69.7244	ESPL1	49.5052
ESPNL	29.6329	ESPNL	37.6879
ESPN	108.0728	ESPN	83.9992
ESR1	173.4394	ESR1	3288.744
removed	removed	ESR2	23.6348
ESRP1	1619.7843	ESRP1	1791.4504
ESRP2	575.2261	ESRP2	1046.9557
ESRRA	432.2911	ESRRA	451.9348
removed	removed	ESRRB	30.9807
ESRRG	59.2657	ESRRG	273.3966
ESYT1	2792.4611	ESYT1	4060.0674
ESYT2	4356.4658	ESYT2	4667.8638
